,Concept_ID,br,pl
86,Frost::N,rev,mróz
87,Kälte::N,yen,chłód
88,Hitze::N,tommder,gorąco
89,Raureif::N,frim,szron
90,Regenbogen::N,gwareg-ar-glav,tęcza
91,Donner::N,kurun,grzmot
92,Strömung::N,red,nurt
93,Tropfen::N,bannac'h,kropla
94,Tropfen::N,takenn,kropla
95,Schaum::N,spoum,piana
96,Schmutz::N,fank,brud
97,See::N,lenn,jezioro
98,Sumpf::N,gwern,bagno
99,Moor::N,taouarc'heg,bagno
100,Wiese::N,prad,łąka
101,Wald::N,koad,las
102,Hügel::N,torgenn,pagórek
103,Anhöhe::N,run,wzgórze
104,Berg::N,menez,góra
105,Gipfel::N,barr,szczyt
106,Gipfel::N,barr,wierzchołek
107,Höhle::N,kav,pieczara
108,Abhang::N,naou,stok
109,Abhang::N,naou,zbocze
110,Quelle::N,feunteun,zdrój
111,Quelle::N,feunteun,źródło
112,Bach::N,gwazh,potok
113,Bach::N,gwazh,strumień
114,Fluss::N,stêr,rzeka
115,Ufer::N,ribl,brzeg
116,Küste::N,aod,wybrzeże
117,Festland::N,douar,ląd
118,Meer::N,mor,morze
119,Bucht::N,mor-bihan,zatoka
120,Insel::N,enez,wyspa
121,Blume::N,bleunienn,kwiat
122,Gras::N,geot,trawa
123,Wurzel::N,gwrizienn,korzeń
124,Baum::N,gwezenn,drzewo
125,Stamm::N,kef,pień
126,Rinde::N,rusk,kora
127,Ast::N,barr,gałąź
128,Zweig::N,bod,gałąź
129,Blatt::N,delienn,liść
130,Birke::N,bezvenn,brzoza
131,Kiefer[Baum]::N,pinenn,sosna
132,Weide[Baum]::N,halegenn,wierzba
133,Tanne::N,sapenn,jodła
134,Horn::N,korn,róg
135,Feder::N,pluñv,pióro
136,Fell::N,kreoñ,futro
137,Flügel::N,askell,skrzydło
138,Klaue::N,skilf,szpon
139,Kralle::N,skilf,pazur
140,Schwanz::N,lost,ogon
141,Ei::N,vi,jajko
142,Nest::N,neizh,gniazdo
143,Bau::N,douarenn,nora
144,Tier::N,loen,zwierzę
145,Herde::N,tropell,stado
146,Herde::N,tropell,trzoda
147,Kuh::N,buoc'h,krowa
148,Bulle::N,tarv,byk
149,Pferd::N,marc'h,koń
150,Schaf::N,dañvad,owca
151,Schwein::N,pemoc'h,świnia
152,Hund::N,ki,pies
153,Katze::N,kazh,kot
154,Katze::N,kazh,kotka
155,Bär::N,arzh,niedźwiedż
156,Eichhörnchen::N,gwiñver,wiewiórka
157,Elch::N,karv-dour,łóś
158,Fuchs::N,louarn,lis
159,Hase::N,gad,zając
160,Maus::N,logodenn,mysz
161,Wolf::N,bleiz,wilk
162,Vogel::N,labous,ptak
163,Schwarm::N,nijad,stado
164,Huhn::N,yar,kura
165,Hahn::N,kilhog,kogut
166,Gans::N,gwazenn,gęś
167,Adler::N,erer,orzeł
168,Ente::N,houad,kaczka
169,Eule::N,toud,sowa
170,Kranich::N,garan,żuraw
171,Krähe::N,bran,wrona
172,Kuckuck::N,koukoug,kukułka
173,Schwan::N,alarc'h,łabędż
174,Fisch::N,pesk,ryba
175,Barsch::N,brell,okoń
176,Hecht::N,beked,szczupak
177,Schlange[Tier]::N,naer,wąż
178,Schlange[Tier]::N,naer,żmija
179,Wurm::N,preñv,robak
180,Spinne::N,kevnidenn,pająk
181,Ameise::N,merion,mrówka
182,Laus::N,laouenn,wesz
183,Mücke::N,moustik,komar
184,Fliege::N,kelienenn,mucha
185,Schmetterling::N,balafenn,motyl
186,Beere::N,hog,jagoda
187,Apfel::N,aval,jabłko
188,Pilz::N,kabell-touseg,grzyb
189,Zwiebel::N,ognonenn,cebula
190,Saat::N,had,siew
191,Korn::N,ed,ziarno
192,Heu::N,foenn,siano
193,Schale::N,peliadur,łupina
194,Falle::N,pech,pułapka
195,Schlinge::N,krouglas,sidła
196,Asche::N,ludu,popiół
197,Dreck::N,fank,brud
198,Eisen::N,houarn,żelazo
199,Gold::N,aour,złoto
200,Silber::N,arc'hant,srebro
201,Kohle::N,glaou,węgiel
202,Glas::N,gwer,szkło
203,Sand::N,traezh,piasek
204,Mensch::N,den,człowiek
205,Mann::N,den,mężczyzna
206,Frau::N,maouez,kobieta
207,Kind::N,bugel,dziecko
208,Junge::N,paotr,chłopak
209,Junge::N,paotr,chłopiec
210,Mädchen::N,plac'h,dziewczynka
211,Familie::N,familh,rodzina
212,Großvater::N,tad-kozh,dziadek
213,Großmutter::N,mamm-gozh,babka
214,Eltern::N,kerent,rodzice
215,Vater::N,tad,ojciec
216,Mutter::N,mamm,matka
217,Sohn::N,mab,syn
218,Tochter::N,merc'h,córka
219,Bruder::N,breur,brat
220,Schwester::N,c'hoar,siostra
221,Onkel::N,eontr,wuj
222,Onkel::N,eontr,stryj
223,Tante::N,moereb,ciotka
224,Ehemann::N,gwaz,mąż
225,Ehefrau::N,gwreg,żona
226,Freude::N,levenez,radość
227,Gelächter::N,c'hoarzherezh,śmiech
228,Glück::N,chañs,szczęście
229,Kummer::N,doan,zmartwienie
230,Wunsch::N,c'hoant,życzenie
231,Lust::N,c'hoant,chęć
232,Lust::N,c'hoant,ochota
233,Geist::N,spered,duch
234,Gedanke::N,soñj,myśl
235,Gedächtnis::N,eñvor,pamięć
236,Verstand::N,skiant,rozum
237,Sinn::N,ster,zmysł
238,Grund::N,kaoz,powód
239,Wahrheit::N,gwirionez,prawda
240,Gespräch::N,kaozeadenn,rozmowa
241,Märchen::N,kaoz korriganez,bajka
242,Erzählung::N,kontadenn,opowiadanie
243,Nachricht::N,keloù,wiadomość
244,Neuigkeit::N,kelaouenn,nowina
245,Name::N,anv,imię
246,Rätsel::N,divinatez,zagadka
247,Rede::N,diskour,mowa
248,Sprache::N,yezh,język
249,Stimme::N,mouezh,głos
250,Wort::N,ger,słowo
251,Zeichen::N,sin,znak
252,Ruf::N,galv,wołanie
253,Lärm::N,trouz,hałas
254,Lärm::N,trouz,zgiełk
255,Ton::N,ton,ton
256,Ton::N,ton,dźwięk
257,Lied::N,kanaouenn,pieśń
258,Lied::N,kanaouenn,piosenka
259,Ruhe::N,sioulded,spokój
260,Leute::N,tud,ludzie
261,Volk::N,pobl,naród
262,Arbeit::N,labour,praca
263,Arbeit::N,labour,robota
264,Gast::N,kouviad,gość
265,Geschenk::N,prof,prezent
266,Geschenk::N,prof,podarunek
267,Spiel::N,c'hoari,gra
268,Spiel::N,c'hoari,zabawa
269,Gesellschaft::N,kompagnunezh,towarzystwo
270,Gesellschaft::N,kavandad,towarzystwo
271,Hilfe::N,sikour,pomoc
272,Freund::N,mignon,przyjaciel
273,Kamerad::N,kamarad,kolega
274,Angelegenheit::N,afer,sprawa
275,Anzahl::N,niver,ilość
276,Art::N,sort,rodzaj
277,Stück::N,tamm,kawałek
278,Teil::N,pezh,część
279,Hälfte::N,hanterenn,połowa
280,Kreis::N,kelc'h,krąg
281,Kreuz::N,kroaz,krzyż
282,Linie::N,linenn,linia
283,Strich::N,tenn,kreska
284,Abstand::N,distok,odstęp
285,Entfernung::N,keid,odległość
286,Entfernung::N,kehid,odległość
287,Gegend::N,korn-bro,okolica
288,Platz::N,plasenn,miejsce
289,Ort::N,lec'h,miejsce
290,Seite::N,tu,bok
291,Seite::N,tu,strona
292,Mitte::N,kreiz,środek
293,Gegenstand::N,tra,przedmiot
294,Sache::N,tra,rzecz
295,Rand::N,kantenn,skraj
296,Rand::N,kantenn,krawędź
297,Kante::N,kantenn,kant
298,Kante::N,kantenn,krawędź
299,Ecke::N,korn,róg
300,Spitze::N,begell,ostrze
301,Ende::N,dibenn,koniec
302,Loch::N,toull,dziura
303,Muster::N,tresadenn,wzór
304,Größe::N,ment,rozmiar
305,Größe::N,ment,wielkość
306,Länge::N,hirder,długość
307,Höhe::N,uhelder,wysokość
308,Gewicht::N,pouez,ciężar
309,Menge::N,bern,ilość
310,Haufen::N,bern,kupa
311,Reihe::N,steud,rząd
312,Reihe::N,steud,szereg
313,Boot::N,bag,łódź
314,Boot::N,bag,łódka
315,Ruder::N,roeñv,wiosło
316,Schlitten::N,trainell,sanki
317,Ski::N,ski,narta
318,Last::N,karg,ciężar
319,Last::N,karg,brzemię
320,Gang::N,kerzh,chód
321,Schritt::N,paz,krok
322,Norden::N,norzh,północ
323,Norden::N,hanternoz,północ
324,Süden::N,su,południe
325,Süden::N,kreisteiz,południe
326,Westen::N,kuzh-heol,zachód
327,Osten::N,reter,wschód
328,Osten::N,sav-heol,wschód
329,Holz::N,koad,drzewo
330,Brett::N,plankenn,deska
331,Platte::N,plakenn,płyta
332,Stütze::N,harp,podpora
333,Stange::N,sparl,drąg
334,Stange::N,sparl,żerdź
335,Stock::N,bazh,kij
336,Stock::N,bazh,laska
337,Stab::N,bazh,pręt
338,Rohr::N,tub,rura
339,Rohr::N,korz,rura
340,Haus::N,ti,dom
341,Heim::N,kêr,dom
342,Ofen::N,forn,piec
343,Fußboden::N,plañchod,podłoga
344,Tisch::N,taol,stół
345,Stuhl::N,kador,krzesło
346,Wiege::N,kavell,kołyska
347,Bett::N,gwele,łóżko
348,Bett::N,gwele,pościel
349,Regal::N,estajerenn,regał
350,Kiste::N,kased,skrzynia
351,Fenster::N,prenestr,okno
352,Tür::N,dor,drzwi
353,Tor::N,portal,brama
354,Zaun::N,sklotur,płot
355,Zaun::N,sklotur,parkan
356,Dach::N,toenn,dach
357,Leiter::N,skeul,drabina
358,Besen::N,skubell,miotła
359,Spaten::N,pal,rydel
360,Schaufel::N,pal,łopata
361,Gabel::N,fourchetez,widelec
362,Löffel::N,loa,łyżka
363,Messer::N,kontell,nóż
364,Nagel::N,tach,gwóźdź
365,Netz::N,roued,sieć
366,Haken::N,krog,hak
367,Griff::N,kemer,chwyt
368,Schloss::N,potenn,zamek
369,Bild::N,skeudenn,obraz
370,Figur::N,skeud,figura
371,Figur::N,figur,figura
372,Puppe::N,merc'hodenn,lalka
373,Beutel::N,sac'h,torba
374,Bündel::N,feskenn,wiązka
375,Tasche::N,sac'h,torba
376,Eimer::N,sailh,kubeł
377,Eimer::N,sailh,wiadro
378,Deckel::N,pallenn,przykrywka
379,Geschirr::N,listriaj,statki
380,Geschirr::N,listriaj,naczynia
381,Sack::N,sac'h,worek
382,Tasse::N,tas,filiżanka
383,Topf::N,pod,garnek
384,Kessel::N,chaodouron,kocioł
385,Essen::N,pred,jedzenie
386,Nahrung::N,boued,pokarm
387,Nahrung::N,boued,pożywienie
388,Speise::N,meuz,potrawa
389,Speise::N,meuz,jedzenie
390,Fleisch::N,kig,mięso
391,Getreide::N,ed,zboże
392,Brei::N,yod,kasza
393,Brot::N,bara,chleb
394,Scheibe::N,tailhenn,kromka
395,Fett::N,lard,tłuszcz
396,Butter::N,amann,masło
397,Öl::N,eoul,olej
398,Salz::N,holen,sól
399,Suppe::N,soubenn,zupa
400,Honig::N,mel,miód
401,Milch::N,laezh,mleko
402,Tee::N,te,herbata
403,Leder::N,lêr,skóra
404,Wolle::N,gloan,wełna
405,Stoff::N,danvez,tkanina
406,Stoff::N,danvez,materiał
407,Nadel::N,nadoz,igła
408,Faden::N,neudenn,nić
409,Faden::N,neudenn,nitka
410,Knopf::N,bouton,guzik
411,Knoten::N,skoulm,węzeł
412,Farbe::N,liv,farba
413,Kleidung::N,dilhad,odzież
414,Hemd::N,roc'hed,koszula
415,Kragen::N,gouzoug,kołnierz
416,Ärmel::N,milgin,rękaw
417,Hose::N,bragoù,spodnie
418,Gürtel::N,gouriz,pasek
419,Mütze::N,boned,czapka
420,Schuh::N,botez,but
421,Schuh::N,botez,bucik
422,Stiefel::N,botez,but
423,Stiefel::N,botez,kozak
424,Ring::N,gwalenn,pierścień
425,Band::N,bagad,wstęga
426,Kamm::N,krib,grzebień
427,Spiegel::N,melezour,lustro
428,Riemen::N,lerenn,rzemień
429,Schnur::N,kordenn,sznur
430,Leine::N,roll,smycz
431,Decke::N,golo,kołdra
432,Kissen::N,goubenner,poduszka
433,Tuch::N,mezher,chustka
434,Handtuch::N,toailhon,ręcznik
435,Kraft::N,nerzh,moc
436,Kraft::N,nerzh,siła
437,Stärke::N,nerzhder,moc
438,Stärke::N,nerzhder,siła
439,Gesundheit::N,yec'hed,zdrowie
440,Krankheit::N,klañved,choroba
441,Schmerz::N,poan,ból
442,Schmerz::N,droug,ból
443,Wunde::N,gloazadenn,rana
444,Fieber::N,terzhienn,gorączka
445,Arznei::N,louzoù,lekarstwo
446,Brücke::N,pont,most
447,Brunnen::N,puñs,studnia
448,Weide::N,prad,pastwisko
449,Pfad::N,gwenodenn,ścieżka
450,Weg::N,hent,droga
451,Straße::N,ru,ulica
452,Straße::N,hent,ulica
453,Dorf::N,kêr,wieś
454,Dorf::N,kêriadenn,wieś
455,Stadt::N,kêr,miasto
456,Brief::N,lizher,list
457,Buch::N,levr,książka
458,Buchstabe::N,lizherenn,litera
459,Zeitung::N,kazetenn,gazeta
460,Zeitung::N,kazetenn,dziennik
461,Leben::N,buhez,życie
462,Tod::N,marv,śmierć
463,Grab::N,bez,grób
464,Kirche::N,iliz,kościół
465,Sünde::N,pec'hed,grzech
466,Gott::N,doue,bóg
467,Arbeiter::N,labourer,robotnik
468,Arbeiter::N,micherour,robotnik
469,Chef::N,penn,szef
470,Meister::N,mestr,mistrz
471,Meister::N,mestr,majster
472,Arzt::N,mezeg,lekarz
473,Arzt::N,medisin,lekarz
474,Lehrer::N,skolaer,nauczyciel
475,Lehrer::N,kelenner,nauczyciel
476,Geld::N,arc'hant,pieniądze
477,Geschäft::N,stal,sprawa
478,Geschäft::N,stal,interes
479,Laden::N,stal,sklep
480,Preis::N,priz,cena
481,Ware::N,marc'hadourezh,towar
482,Nutzen::N,gounidegezh,pożytek
483,Nutzen::N,lañs,pożytek
484,Nutzen::N,profit,pożytek
485,Nutzen::N,spleit,pożytek
486,Reichtum::N,pinvidigezh,bogactwo
487,Welt::N,douar,świat
488,Land::N,bro,kraj
489,Staat::N,stad,państwo
490,König::N,roue,król
491,Macht::N,galloud,władza
492,Grenze::N,harzoù,granica
493,Krieg::N,brezel,wojna
494,Feind::N,eneber,wróg
495,Gewalt::N,tâerder,władza
496,Kampf::N,kann,bój
497,Kampf::N,kann,walka
498,Bogen[Waffe]::N,gwareg,łuk
499,Pfeil::N,saezh,strzała
500,Gewehr::N,fuzuilh,karabin
501,Fehler::N,fazi,błąd
502,Lüge::N,gaou,kłamstwo
503,Schaden::N,gwall,szkoda
504,Unglück::N,gwalleur,nieszczęście
505,Schuld::N,kablusted,wina
506,Schuld::N,pec'hedigezh,wina
507,Alter::N,oad,wiek
508,Schluss::N,diwezh,koniec
509,Schluss::N,diwezh,zakończenie
510,Zeit::N,amzer,czas
511,Tag::N,deizh,dzień
512,Morgen::N,beure,ranek
513,Morgen::N,beure,poranek
514,Morgen::N,mintin,ranek
515,Morgen::N,mintin,poranek
516,Mittag::N,kreisteiz,południe
517,Abend::N,abardaez,wieczór
518,Nacht::N,noz,noc
519,Woche::N,sizhun,tydzień
520,Monat::N,miz,miesiąc
521,Jahr::N,bloaz,rok
522,Frühling::N,nevezamzer,wiosna
523,Sommer::N,hañv,lato
524,Herbst::N,diskaramzer,jesień
525,Winter::N,goañv,zima
526,Januar::N,Genver,styczeń
527,Februar::N,C'hwevrer,luty
528,März::N,Meurzh,marzec
529,April::N,Ebrel,kwiecień
530,Mai::N,Mae,maj
531,Juni::N,Mezheven,czerwiec
532,Juli::N,Gouhere,lipiec
533,August::N,Eost,sierpień
534,September::N,Gwengolo,wrzesień
535,Oktober::N,Here,październik
536,November::N,Du,listopad
537,Dezember::N,Kerzu,grudzień
538,Montag::N,Lun,poniedziałek
539,Dienstag::N,Meurzh,wtorek
540,Mittwoch::N,Merc'her,środa
541,Donnerstag::N,Yaou,czwartek
542,Freitag::N,Gwener,piątek
543,Samstag::N,Sadorn,sobota
544,Sonntag::N,Sul,niedziela
545,groß::A,bras,duży
546,groß::A,bras,wielki
547,klein::A,bihan,mały
548,lang::A,hir,długi
549,kurz::A,berr,krótki
550,breit::A,ledan,szeroki
551,schmal::A,strizh,wąski
552,dicht::A,stank,gęsty
553,dick[Gegenstand]::A,tev,gruby
554,dünn::A,moan,cienki
555,fein::A,munut,drobny
556,fest::A,start,mocny
557,fest::A,start,twardy
558,flach::A,plaen,płaski
559,glatt::A,lintr,gładki
560,glatt::A,levn,gładki
561,hart::A,kalet,twardy
562,weich::A,blot,miękki
563,rund::A,ront,okrągły
564,spitz::A,poentet,spiczasty
565,scharf::A,dremm,ostry
566,stumpf::A,talsoc'h,tępy
567,schwer::A,pounner,ciężki
568,schön::A,kaer,ładny
569,schön::A,kaer,piękny
570,heiß::A,tomm,gorący
571,warm::A,tomm,ciepły
572,kalt::A,yen,zimny
573,kühl::A,yen,chłodny
574,frisch::A,fresk,świeży
575,feucht::A,gleb,wilgotny
576,nass::A,gleb,mokry
577,trocken::A,sec'h,suchy
578,voll::A,leun,pełny
579,leer::A,goullo,pusty
580,leer::A,goullo,próżny
581,offen::A,digor,otwarty
582,geschlossen::A,serr,zamknięty
583,sauber::A,naet,czysty
584,schmutzig::A,lous,brudny
585,roh::A,kriz,surowy
586,reif::A,darev,dojrzały
587,lecker::A,lipous,smaczny
588,lecker::A,saourus,smaczny
589,süß::A,dous,słodki
590,bitter::A,c'hwerv,gorzki
591,sauer::A,trenk,kwaśny
592,hell::A,sklaer,jasny
593,dunkel::A,teñval,ciemny
594,schwarz::A,du,czarny
595,weiß::A,gwenn,biały
596,rot::A,ruz,czerwony
597,gelb::A,melen,żółty
598,blau::A,glas,błękitny
599,blau::A,glas,niebieski
600,grün::A,gwer,zielony
601,grau::A,louet,szary
602,bunt::A,liesliv,barwny
603,billig::A,marc'had-mat,tani
604,teuer::A,ker,drogi
605,wertvoll::A,prizius,cenny
606,blind::A,dall,ślepy
607,taub::A,bouzar,głuchy
608,kräftig::A,start,mocny
609,stark::A,kreñv,silny
610,schwach::A,gwan,słaby
611,fett::A,lard,tłusty
612,schlank::A,sinkl,smukły
613,hübsch::A,koant,ładny
614,böse::A,gwall,zły
615,dumm::A,glep,głupi
616,faul::A,lezirek,leniwy
617,fleißig::A,studius,pilny
618,geizig::A,tost,skąpy
619,klug::A,speredek,mądry
620,geschickt::A,dornet,zręczny
621,lieb::A,koant,miły
622,lustig::A,laouen,wesoły
623,sanft::A,flour,łagodny
624,hungrig::A,marnaon,głodny
625,krank::A,klañv,chory
626,nackt::A,noazh,nagi
627,traurig::A,trist,smutny
628,lebendig::A,bev,żywy
629,gut::A,mad,dobry
630,schlecht::A,fall,zły
631,schlecht::A,gwall,zły
632,richtig::A,reizh,słuszny
633,richtig::A,reizh,właściwy
634,schlimm::A,gwall,zły
635,wahr::A,gwir,prawdziwy
636,alt::A,kozh,stary
637,neu::A,nevez,nowy
638,ehemalig::A,kozh,były
639,alt[Lebewesen]::A,kozh,stary
640,jung::A,yaouank,młody
641,arm::A,paour,ubogi
642,arm::A,paour,biedny
643,reich::A,pinvidik,bogaty
644,bekannt::A,anavezet,znany
645,berühmt::A,brudet,słynny
646,fremd::A,dizanav,obcy
647,fremd::A,dizanav,cudzy
648,verschieden::A,disheñel,różny
649,nah::A,nes,bliski
650,fern::A,diabell,daleki
651,linker::A,kleiz,lewy
652,rechter::A,dehoù,prawy
653,anderer::A,all,inny
654,erster::A,kentañ,pierwszy
655,zweiter::A,eil,drugi
656,dritter::A,trede,trzeci
657,letzter::A,diwezhañ,ostatni
658,allein::ADV,e-unan,sam
659,auf einmal::ADV,ar un dro,naraz
660,zusammen::ADV,asambles,razem
661,lange::ADV,pell,długo
662,plötzlich::ADV,en un taol,nagle
663,sofort::ADV,diouzhtu,natychmiast
664,später::ADV,diwezhatoc'h,później
665,jetzt::ADV,bremañ,teraz
666,jetzt::ADV,bremañ,obecnie
667,heute::ADV,hiziv,dziś
668,heute::ADV,hiziv,dzisiaj
669,morgen::ADV,arc'hoazh,jutro
670,bald::ADV,hepdale,wkrótce
671,dann::ADV,a-c'houde,potem
672,gestern::ADV,dec'h,wczoraj
673,einst::ADV,gwechall,kiedyś
674,einst::ADV,gwechall,niegdyś
675,damals::ADV,neuze,wtedy
676,damals::ADV,neuze,wówczas
677,danach::ADV,goude,następnie
678,vorher::ADV,diagent,przedtem
679,zuerst::ADV,da gentañ,naprzód
680,zuerst::ADV,da gentañ,najpierw
681,einmal::ADV,ur wech,raz
682,manchmal::ADV,a-wechoù,czasem
683,oft::ADV,alies,często
684,immer::ADV,atav,zawsze
685,immer::ADV,bepred,zawsze
686,niemals::ADV,gwech ebet,nigdy
687,hier::ADV,amañ,tu
688,hier::ADV,amañ,tutaj
689,hierhin::ADV,dre amañ,tu
690,von hier::ADV,alemañ,stąd
691,dort::ADV,aze,tam
692,dort::ADV,ahont,tam
693,dorthin::ADV,di,tam
694,dorthin::ADV,aze,tam
695,dorthin::ADV,ahont,tam
696,geradeaus::ADV,war-eeun,prosto
697,vorwärts::ADV,war-raok,naprzód
698,rückwärts::ADV,war-lerc'h,wstecz
699,zurück::ADV,war-dreñv,z powrotem
700,unten::ADV,en traoñ,u dołu
701,unten::ADV,en traoñ,na dole
702,hinab::ADV,a-izel,na_dół
703,hinab::ADV,a-izel,w_dół
704,oben::ADV,en nec'h,w górze
705,oben::ADV,en nec'h,na górze
706,hinauf::ADV,e-krec'h,w górę
707,hinauf::ADV,e-krec'h,na górę
708,überall::ADV,dre-holl,wszędzie
709,nicht::ADV,ne ... ket,nie
710,ein wenig::ADV,un tammig,trochę
711,kaum::ADV,a-boan,ledwie
712,kaum::ADV,a-boan,prawie nie
713,sehr::ADV,-tre,bardzo
714,sehr::ADV,-kenañ,bardzo
715,so::ADV,evel-se,tak
716,noch::ADV,c'hoazh,jeszcze
717,nur::ADV,hepken,tylko
718,schon::ADV,dija,już
719,wieder::ADV,adarre,znów
720,wieder::ADV,adarre,znowu
721,vor::PRP,dirak,przed
722,hinter::PRP,a-drek,za
723,hinter::PRP,a-dreñv,za
724,unter::PRP,dindan,pod
725,durch::PRP,dre,przez
726,neben::PRP,e-kichen,obok
727,zwischen::PRP,etre,między
728,wegen::PRP,abalamour da,z powodu
729,dies::PRN,hemañ,to
730,das::PRN,se,to
731,das::PRN,hennezh,to
732,alles::PRN,pep tra,wszystko
733,ich::PRN,me,ja
734,du::PRN,te,ty
735,er::PRN,eñ,on
736,wir::PRN,ni,my
737,ihr::PRN,c'hwi,wy
738,sie::PRN,int,oni
739,was::FPRN,petra,co
740,wer::FPRN,piv,kto
741,wo::FADV,pelec'h,gdzie
742,wohin::FADV,da belec'h,dokąd
743,wie::FADV,penaos,jak
744,warum::FADV,perak,dlaczego
745,wieviel::FNUM,pet,ile
746,eins::NUM,unan,jeden
747,zwei::NUM,daou,dwa
748,drei::NUM,tri,trzy
749,vier::NUM,pevar,cztery
750,fünf::NUM,pemp,pięć
751,sechs::NUM,c'hwec'h,sześć
752,sieben::NUM,seizh,siedem
753,acht::NUM,eizh,osiem
754,neun::NUM,nav,dziewięć
755,zehn::NUM,dek,dziesięć
756,elf::NUM,unnek,jedenaście
757,zwölf::NUM,daouzek,dwanaście
758,zwanzig::NUM,ugent,dwadzieścia
759,dreißig::NUM,tregont,trzydzieści
760,vierzig::NUM,daou-ugent,czterdzieści
761,fünfzig::NUM,hanter-kant,pięćdziesiąt
762,sechzig::NUM,tri-ugent,sześćdziesiąt
763,siebzig::NUM,dek ha tri-ugent,siedemdziesiąt
764,achtzig::NUM,pevar-ugent,osiemdziesiąt
765,neunzig::NUM,dek ha pevar-ugent,dziewięćdziesiąt
766,hundert::NUM,kant,sto
767,tausend::NUM,mil,tysiąc
768,und::CNJ,ha,i
769,oder::CNJ,pe,lub
770,oder::CNJ,pe,albo
771,stehen::V,bezañ a-sav,stać
772,sitzen::V,azezañ,siedzieć
773,sitzen::V,bezañ en e goazez,siedzieć
774,liegen::V,bezañ en e c'hourvez,leżeć
775,hängen::V,krougañ,wisieć
776,werden::V,dazonet,zostać
777,werden::V,dazonet,stać się
778,passieren::V,c'hoarvezout,dziać się
779,passieren::V,c'hoarvezout,zdarzyć się
780,beginnen::V,stagañ,zacząć się
781,enden::V,achuiñ,kończyć się
782,wechseln::V,cheñch,zmienić się
783,aufgehen[Sonne]::V,dirouzañ,wzejść
784,scheinen[Sonne]::V,lugernañ,świecić
785,donnern::V,taranal,grzmieć
786,wehen::V,c'hwezhañ,wiać
787,strömen::V,deredek,płynąć
788,strömen::V,deredek,lać się
789,fließen::V,redek,ciec
790,fließen::V,redek,płynąć
791,sich drehen::V,troiñ,obracać się
792,schwanken::V,trantellat,chwiać się
793,schwingen::V,froumal,wahać się
794,fallen::V,kouezhañ,padać
795,brennen::V,deviñ,palić się
796,rauchen::V,divogedañ,dymić
797,rauchen::V,divogedañ,dymić się
798,regnen::V,glavañ,padać
799,gefrieren::V,reviñ,zamarznąć
800,tauen::V,diskornañ,tajać
