,Concept_ID,lbe,mrj
216,Frau::N,хъамитайпа,ӹдӹрӓмӓш
217,Kind::N,чӏиви оьрчӏ,ӓзӓ
218,Kind::N,чӏиви оьрчӏ,шачшы
219,Junge::N,оьрчӏ,рвезӹ
220,Junge::N,оьрчӏ,ӹрвезӹ
221,Junge::N,бурхьин оьрчӏ,рвезӹ
222,Junge::N,бурхьин оьрчӏ,ӹрвезӹ
223,Mädchen::N,душ,ӹдӹрӓш
224,Familie::N,кулпат,йиш
225,Familie::N,кулпат,семня
226,Großvater::N,ттатта,тьоти
227,Großvater::N,ниттил ппу,тьоти
228,Großmutter::N,буттал нину,папа
229,Eltern::N,нину-ппу,ӓтя-ӓвӓ
230,Vater::N,ппу,ӓтя
231,Mutter::N,нину,ӓвӓ
232,Sohn::N,арс,эргӹ
233,Tochter::N,душ,ӹдӹр
234,Bruder::N,уссу,ӹза
235,Schwester::N,ссу,ӓкӓ
236,Onkel::N,буттауссу,кугуза
237,Tante::N,буттал ссу,куака
238,Ehemann::N,лас,мары
239,Ehefrau::N,щар,вӓтӹ
240,Ehefrau::N,щарсса,вӓтӹ
241,Freude::N,шадшиву,ӹвӹртӹмӓш
242,Freude::N,ххаришиву,ӹвӹртӹмӓш
243,Gelächter::N,хъяхъаву,ваштылмаш
244,Glück::N,талихӏ,пиӓл
245,Kummer::N,дард,ясы
246,Wunsch::N,мурад,охата
247,Wunsch::N,мурад,шанымаш
248,Lust::N,гьавас,шӓр
249,Lust::N,гьавас,охата
250,Lust::N,гьавас,шанымаш
251,Lust::N,ччаву,шӓр
252,Lust::N,ччаву,охата
253,Lust::N,ччаву,шанымаш
254,Geist::N,рухӏ,тух
255,Gedanke::N,пикри,шанымаш
256,Gedächtnis::N,дакӏний личӏаву,ӓш
257,Verstand::N,аькьлу,ыш
258,Sinn::N,мяъна,кын
259,Grund::N,багьана,вир
260,Wahrheit::N,тӏайламур,тöр
261,Wahrheit::N,хӏакьмур,тöр
262,Gespräch::N,ихтилат,хытырымаш
263,Märchen::N,магьа,ямак
264,Erzählung::N,хавар,шайыштмаш
265,Nachricht::N,хавар,увертӓрӹмӓш
266,Neuigkeit::N,хавар,увер
267,Name::N,цӏа,лӹм
268,Rätsel::N,ссигьа,тышты
269,Rede::N,гъалгъа,шая
270,Rede::N,гъалгъа,шамак
271,Sprache::N,маз,йӹлмӹ
272,Stimme::N,чӏу,юк
273,Stimme::N,чӏукӏа,юк
274,Wort::N,махъ,шамак
275,Zeichen::N,лишан,палӹ
276,Lärm::N,чӏу,юкланымащ
277,Laut::N,чӏу,юк
278,Ton::N,чӏу,юк
279,Lied::N,балай,мыры
280,Ruhe::N,дигьалагру,тыр
281,Leute::N,инсантал,эдемвлӓ
282,Volk::N,ил,халык
283,Volk::N,халкь,халык
284,Arbeit::N,заву,пӓшӓ
285,Gast::N,хъамаличу,хына
286,Geschenk::N,бухчакарши,подарка
287,Geschenk::N,лажинккакку,подарка
288,Spiel::N,тӏуркӏу,мадыш
289,Gesellschaft::N,жямат,йӓл
290,Gesellschaft::N,жямат,йӓлвлӓ
291,Gesellschaft::N,ккуран,йӓл
292,Gesellschaft::N,ккуран,йӓлвлӓ
293,Hilfe::N,кумаг,палшык
294,Freund::N,дус,тӓнг
295,Kamerad::N,хӏаласу,тос
296,Angelegenheit::N,иш,дела
297,Angelegenheit::N,иш,йела
298,Angelegenheit::N,иш,йыла
299,Angelegenheit::N,иш,пӓшӓ
300,Anzahl::N,аьдад,шот
301,Art::N,жинс,цӹре
302,Stück::N,касак,лаштык
303,Teil::N,бутӏа,пай
304,Teil::N,бутӏа,часть
305,Hälfte::N,дачӏи,пел
306,Kreis::N,кюрщан,тӹртӹш
307,Kreuz::N,ххач,крестӹ
308,Linie::N,щва,
309,Strich::N,щва,
310,Abstand::N,манзил,ло
311,Entfernung::N,манзил,ло
312,Gegend::N,кӏану,вӓр
313,Ort::N,кӏану,вӓр
314,Seite::N,чул,öрдӹж
315,Seite::N,чулухалу,öрдӹж
316,Mitte::N,дя,ло
317,Gegenstand::N,зат,хӓдӹр
318,Sache::N,зат,хӓдӹр
319,Rand::N,зума,шöр
320,Ecke::N,мурцӏу,лык
321,Spitze::N,мицӏ,вуй
322,Ende::N,зума,вуй
323,Ende::N,зума,мычаш
324,Loch::N,ккутӏ,ыраж
325,Winkel::N,мурцӏу,лык
326,Muster::N,накьич,тӹрлец
327,Länge::N,лахъишиву,кыт
328,Höhe::N,лахъшиву,кӱкшӹц
329,Gewicht::N,дуццин,нелӹц
330,Gewicht::N,кӏушиву,нелӹц
331,Haufen::N,бакӏу,ара
332,Reihe::N,кьюкьа,ряд
333,Boot::N,луткка,пыш
334,Ruder::N,весло,вешлӓ
335,Ruder::N,чӏатӏа,вешлӓ
336,Schlitten::N,чана,тир
337,Schlitten::N,санкка,тир
338,Ski::N,лижарду,ечӹ
339,Lagerfeuer::N,къавтӏн,тыл
340,Last::N,гьиву,нелӹц
341,Gang::N,нанаву,ход
342,Schritt::N,ша,ашкыл
343,Norden::N,ухссав,йыдпелвел
344,Norden::N,ухссавнил чулухалу,йыдпелвел
345,Süden::N,кьилва,кечӹвӓлвел
346,Westen::N,баргълагавал,кечӹ шӹцмӹ
347,Westen::N,баргълагавал чул,кечӹ шӹцмӹ
348,Osten::N,баргъбуккай чулухалу,ирвел
349,Osten::N,баргъбуккай чулухалу,кечӹ лӱлтмӹ
350,Holz::N,тӏама,пушӓнгӹ
351,Brett::N,тахта,ханга
352,Platte::N,гъуни,плитӓ
353,Stütze::N,гьалакӏу,цӓрӓк
354,Stange::N,къазихъ,равы
355,Stange::N,къазихъ,намаш
356,Stock::N,ттархь,панды
357,Stab::N,ччантӏакъу,равы
358,Rohr::N,бургъу,пыч
359,Haus::N,къатта,пöрт
360,Heim::N,къатта,пöрт
361,Ofen::N,пач,камака
362,Fußboden::N,чӏанкъатта,седӹрӓ
363,Tisch::N,усттул,стöл
364,Stuhl::N,кӏану,пöкен
365,Wiege::N,оьрчӏал кӏану,шипкӓ
366,Bett::N,тах,койка
367,Bett::N,тах,кравать
368,Regal::N,чӏаму,полицӓ
369,Kiste::N,яшикӏ,шӱ́ндӹк
370,Kiste::N,къурши,шӱ́ндӹк
371,Fenster::N,чӏавахьулу,окня
372,Tür::N,нуз,амаса
373,Tür::N,нузкьун,амаса
374,Tor::N,къапу,хапка
375,Tor::N,дарваза,хапка
376,Zaun::N,дайгьузанну,забор
377,Dach::N,магъи,левӓш
378,Dach::N,цӏиялу,левӓш
379,Leiter::N,чуртту,ташкалтыш
380,Besen::N,чӏатлу,сало
381,Besen::N,чӏатлу,салко
382,Spaten::N,бил,кольмы
383,Schaufel::N,чӏатӏа,лоток
384,Gabel::N,гьиссилу,ви́лка
385,Löffel::N,къуса,савала
386,Messer::N,чӏила,кӹзӹ
387,Nagel::N,мяр,пыда
388,Netz::N,къери,вӓпш
389,Haken::N,къича,крӱк
390,Haken::N,къича,кагак
391,Griff::N,куяму,кычем
392,Schloss::N,кьункьула,замок
393,Schloss::N,кьункьула,сыравач
394,Bild::N,сурат,картин
395,Puppe::N,ссихьу,поханя
396,Beutel::N,чантай,мешӓк
397,Bündel::N,гьи,топ
398,Bündel::N,гьи,пидӹш
399,Bündel::N,гьи,кӹлдӹш
400,Bündel::N,къар,топ
401,Bündel::N,къар,пидӹш
402,Bündel::N,къар,кӹлдӹш
403,Eimer::N,бадра,ведӹрӓ
404,Deckel::N,къапаза,комдыш
405,Geschirr::N,пюрунчӏул,ӓтӹ
406,Geschirr::N,тӏахӏникӏичӏу,ӓтӹ
407,Sack::N,къап,мешӓк
408,Sack::N,дарваг,мешӓк
409,Tasse::N,пижан,цӓшкӓ
410,Tasse::N,пинжан,цӓшкӓ
411,Tasse::N,инкираччатӏи,цӓшкӓ
412,Tasse::N,цинцилттал бушкъап,цӓшкӓ
413,Topf::N,кӏункӏур,ми́ска
414,Kessel::N,чаг,пад
415,Kessel::N,кӏункӏур,пад
416,Essen::N,дукия,качкыш
417,Essen::N,дукия,качкыш-йӱш
418,Essen::N,дукин,качкыш
419,Essen::N,дукин,качкыш-йӱш
420,Nahrung::N,дукра,качкыш
421,Nahrung::N,дукра,качкыш-йӱш
422,Speise::N,дукра,няня
423,Fleisch::N,дикӏ,пай
424,Getreide::N,къама,киндӹ
425,Brei::N,ккурч,шӹрӓш
426,Brot::N,ччатӏ,сыкыр
427,Scheibe::N,парча,ламыт
428,Scheibe::N,парча,лаштык
429,Fett::N,аьгъушиву,кая
430,Butter::N,нагь,ӱ
431,Butter::N,лагаву,ӱ
432,Salz::N,цӏву,санзал
433,Suppe::N,накь,лем
434,Honig::N,ницӏ,мӱ
435,Milch::N,накӏ,шӹшер
436,Tee::N,чяй,чӓй
437,Leder::N,бурчу,шарга
438,Leder::N,бурчу,кавашты
439,Wolle::N,ппал,миж
440,Stoff::N,янна,матер
441,Stoff::N,янна,матери
442,Nadel::N,ххалаххи,им
443,Faden::N,ххал,шӹртӹ
444,Knopf::N,банд,полдыш
445,Knoten::N,къурхъ,пӱкшем
446,Farbe::N,сир,чиӓ
447,Farbe::N,сир,крӓскӓ
448,Kleidung::N,янна,выргем
449,Kleidung::N,лаххия,выргем
450,Hemd::N,гьухъа,тыгыр
451,Kragen::N,дарвач,шӱ
452,Ärmel::N,кахха,шокш
453,Hose::N,хӏажак,ялаш
454,Gürtel::N,мухӏлу,ӹштӹ
455,Mütze::N,кьяпа,упш
456,Stiefel::N,чакма,кем
457,Ring::N,кӏисса,шӓргӓш
458,Band::N,линт,лемтӓ
459,Kamm::N,ттарал,шерге
460,Spiegel::N,дагьани,тӹгӹр
461,Riemen::N,эн,прӓжӓ
462,Schnur::N,хьхьа,кӓндӹра
463,Decke::N,виргъан,одеял
464,Kissen::N,кӏаралу,кӹпцӹк
465,Tuch::N,карщи,савыц
466,Handtuch::N,калихьу,шӹргӹсавыц
467,Handtuch::N,калихьу,шӹргӹмсавыц
468,Handtuch::N,лажинлихьу,шӹргӹсавыц
469,Handtuch::N,лажинлихьу,шӹргӹмсавыц
470,Kraft::N,эллаж,ви
471,Stärke::N,гуж,ви
472,Gesundheit::N,цӏуллу-сагъшиву,шу
473,Gesundheit::N,цӏуллу-сагъшиву,шулык
474,Krankheit::N,къашайшиву,мыж
475,Schmerz::N,къюву,карштыш
476,Wunde::N,щаву,шушыр
477,Fieber::N,кӏиришиву,ӱштӹмыж
478,Arznei::N,дару,лекӓрцӹ
479,Brücke::N,ламу,кӹвер
480,Brunnen::N,къуй,вӹдсӹнзӓ
481,Weide::N,бизантту,ныр
482,Pfad::N,жегъир ххуллу,ялгорны
483,Weg::N,ххуллу,корны
484,Straße::N,ххуллу,корны
485,Dorf::N,щар,сола
486,Dorf::N,шяравалу,сола
487,Stadt::N,шагьру,города
488,Brief::N,чагъар,сирмӓш
489,Buch::N,лу,книгӓ
490,Buchstabe::N,хӏарп,буква́
491,Zeitung::N,кказит,газет
492,Zeitung::N,кказит,кайзет
493,Leben::N,оьрму,житя
494,Tod::N,ажал,смöрт
495,Tod::N,бивкӏу,смöрт
496,Tod::N,ивчӏаву,смöрт
497,Grab::N,гьав,шӹгер
498,Grab::N,гьав,мыгилӓ
499,Grab::N,гьав,шӹгерлӓ
500,Kirche::N,килиса,церкӹ
501,Sünde::N,бунагъ,сулык
502,Gott::N,зал,йымы
503,Arbeiter::N,зузала,пӓшӓзӹ
504,Chef::N,ялувма,вуй
505,Meister::N,усттар,мастар
506,Arzt::N,хӏакин,доктор
507,Lehrer::N,учитель,тымдышы
508,Geld::N,арцу,окса
509,Geschäft::N,даву,торге́йӹмӓш
510,Laden::N,ттучан,лапка
511,Laden::N,ттучан,магазин
512,Preis::N,багъа,ӓк
513,Ware::N,хъус,товар
514,Nutzen::N,хайр,пайда
515,Nutzen::N,мюнпат,пайда
516,Reichtum::N,давлат,перке
517,Reichtum::N,аваданшиву,перке
518,Welt::N,дуниял,сӓндӓлӹк
519,Welt::N,дуниял,свет
520,Land::N,билаят,сӓндӓлӹк
521,Staat::N,паччахӏлугъ,кугижӓншӹ
522,Macht::N,власть,власть
523,Grenze::N,дазу,пӹсмӓн
524,Krieg::N,дяъви,вырсы
525,Feind::N,душман,тышман
526,Gewalt::N,къия,ви
527,Kampf::N,лачӏуи уккаву,кредӓлмӓш
528,Bogen[Waffe]::N,ккуртта,янгеж
529,Pfeil::N,чӏатӏаракӏ,пикш
530,Gewehr::N,ттупанг,пичӓл
531,Fehler::N,гъалатӏ,самынь
532,Lüge::N,щялмахъ,шая
533,Schaden::N,зарал,вре́дӓ
534,Unglück::N,бала,пёда
535,Unglück::N,бала,тымаша
536,Schuld::N,тахсир,вуйнамат
537,Alter::N,оьрму,иӓш
538,Alter::N,оьрму,игечӹ
539,Schluss::N,ахир,пӹтӓртӹш
540,Zeit::N,чӏун,веремӓ
541,Tag::N,кьини,кечӹ
542,Morgen::N,кӏюрх,ир
543,Morgen::N,кӏюрх,ирок
544,Mittag::N,ахттайн,кечӹвӓл
545,Mittag::N,дяахттайн,кечӹвӓл
546,Mittag::N,ахттайн чӏун,кечӹвӓл
547,Abend::N,маркӏачӏан,вады
548,Nacht::N,хьхьу,йыд
549,Woche::N,нюжмар,ӓрня
550,Monat::N,барз,тӹ́лзӹ
551,Jahr::N,шин,год
552,Frühling::N,инт,шошым
553,Sommer::N,гъи,кӓнгӹж
554,Herbst::N,ссут,шӹжӹ
555,Winter::N,кӏи,тел
556,Winter::N,кӏи,телӹ
557,Januar::N,цалчинмур барз,январ
558,Januar::N,цалчинмур барз,январь
559,Februar::N,кӏилчинмур барз,февраль
560,März::N,шамилчинмур барз,март
561,April::N,апрель,апрель
562,April::N,мукьилчинмур барз,апрель
563,Mai::N,май,май
564,Mai::N,ххюлчинмур барз,май
565,Juni::N,июнь,июнь
566,Juni::N,ряххилчинмур барз,июнь
567,Juli::N,июль,июль
568,Juli::N,Арулчинмур барз,июль
569,August::N,мяйлчинмур барз,август
570,September::N,урчӏилчинмур барз,сентябрь
571,Oktober::N,ацӏилчинмур барз,октябрь
572,November::N,ацӏния цалчинмур барз,ноябрь
573,Dezember::N,ацӏния кӏилчинмур барз,декавыр
574,Montag::N,итин,шачмы
575,Montag::N,итин кьини,шачмы
576,Dienstag::N,тталат,кышкыжмы
577,Dienstag::N,тталат кьини,кышкыжмы
578,Mittwoch::N,арвахӏ,вӹрчегӹ
579,Donnerstag::N,хамис,изӓрня
580,Freitag::N,нюжмар,когарня
581,Freitag::N,нюжмар кьини,когарня
582,Samstag::N,ххуллун,кукшыгечӹ
583,Samstag::N,ххуллун кьини,кукшыгечӹ
584,Sonntag::N,алхӏат,рушӓрня
585,Sonntag::N,алхӏат кьини,рушӓрня
586,groß::A,бугъарасса,кого
587,klein::A,чӏивисса,изи
588,lang::A,лахъисса,кужы
589,kurz::A,кутӏасса,кӹтӹк
590,breit::A,уттасса,кымда
591,schmal::A,уттакӏюласса,ӓнгӹсӹр
592,dicht::A,ццунсса,шӹре
593,dick[Gegenstand]::A,ганзсса,кӹжгӹ
594,dünn::A,кӏюласса,вӹцкӹж
595,fest::A,цӏакьсса,цаткыды
596,fest::A,кьянкьасса,цаткыды
597,flach::A,баягъисса,тӓлякӓ
598,flach::A,цӏубакъасса,тӓлякӓ
599,flach::A,куртӏ дакъасса,тӓлякӓ
600,glatt::A,дюрчӏусса,ягылгы
601,hart::A,кьянкьасса,пингӹдӹ
602,weich::A,кӏукӏлусса,пышкыды
603,rund::A,ккурккисса,тӹртӹш
604,spitz::A,ярксса,кашар
605,spitz::A,дайлсса,кашар
606,spitz::A,мицӏ бусса,кашар
607,scharf::A,ярксса,кашар
608,scharf::A,дайлсса,кашар
609,scharf::A,мицӏ бусса,кашар
610,stumpf::A,къуркъасса,нӹшкӹ
611,schwer::A,кӏусса,нелӹ
612,schön::A,аьнтӏикӏасса,цевер
613,schön::A,аьнтӏикӏасса,олмыдшы
614,heiß::A,кӏирисса,шокшы
615,warm::A,гъелисса,шокшы
616,kalt::A,дяркъусса,ӱштӹ
617,kühl::A,дюхлулсса,юалгы
618,kühl::A,дюхлулсса,йонгата
619,frisch::A,цӏусса,йонгата
620,feucht::A,атилсса,ӹлӹкшӹ
621,feucht::A,атилсса,вӹдӹжгӹ
622,feucht::A,хъавтусса,ӹлӹкшӹ
623,feucht::A,хъавтусса,вӹдӹжгӹ
624,nass::A,атилсса,начкы
625,nass::A,хъавтусса,начкы
626,trocken::A,кьавкьсса,кукшы
627,trocken::A,кьакьан бувсса,кукшы
628,voll::A,бувцӏусса,темшӹ
629,voll::A,бувцӏусса,темыман
630,leer::A,бачӏвасса,йӓрӓ
631,offen::A,тӏивтӏусса,виш
632,geschlossen::A,лавкьусса,чӱчмӹ
633,geschlossen::A,лавкьусса,тӹкӹлӓлтшӹ
634,sauber::A,марцӏсса,ире
635,schmutzig::A,чапалсса,шоран
636,schmutzig::A,чапалсса,лявӹрӓн
637,schmutzig::A,чапалсса,шорангшы
638,roh::A,шакъавхьсса,пеле кӱшӹ
639,reif::A,дирсса,кӱшӹ
640,lecker::A,нахӏусса,тотан
641,lecker::A,тӏааьнсса,тотан
642,süß::A,нацӏусса,мӱӓн
643,bitter::A,кьурчӏисса,качы
644,sauer::A,туршсса,шапы
645,hell::A,чаннасса,соты
646,hell::A,чаннасса,валгыды
647,dunkel::A,цӏансса,пӹц
648,dunkel::A,цӏансса,пӹцкемӹш
649,schwarz::A,лухӏисса,шим
650,weiß::A,кӏяласса,ош
651,weiß::A,кӏяласса,ошы
652,rot::A,ятӏулсса,якшаргы
653,gelb::A,хъахъисса,сар
654,gelb::A,хъахъисса,сары
655,blau::A,някӏсса,симсӹ
656,grün::A,щюлисса,ыжар
657,grau::A,оьрусса,луды
658,bunt::A,оьрчӏикӏурисса,ала
659,billig::A,кьювкьусса,шулдаш
660,teuer::A,ххирасса,шергӹ
661,teuer::A,ххирасса,шергӓкӓн
662,wertvoll::A,багьасса,ӓкӓн
663,blind::A,мурчӏисса,слöпöй
664,blind::A,мурчӏисса,сльöпöй
665,taub::A,къюкӏсса,тӱтӱк
666,kräftig::A,гужсса,виӓн
667,stark::A,кьянкьасса,виӓн
668,schwach::A,заэвсса,шава
669,schwach::A,заэвсса,лӹпкӓ
670,schwach::A,заэвсса,слабка
671,fett::A,бучсса,таза
672,schlank::A,бювхъусса,яштака
673,hübsch::A,янусса,сӹлнӹ
674,hübsch::A,янусса,олмыдшы
675,böse::A,оьсса,шӹдӓн
676,dumm::A,ахӏмакьсса,окмак
677,faul::A,танмалсса,ялахай
678,faul::A,курчӏилсса,ялахай
679,fleißig::A,хӏарачат бусса,пӓшам яратышы
680,geizig::A,янттарцӏансса,шык
681,klug::A,аькьлу бусса,ышан
682,geschickt::A,паргалсса,мастар
683,lieb::A,аьзизсса,тыри
684,lustig::A,тяхъасса,мындыр
685,lustig::A,тяхъасса,сусу
686,sanft::A,иминсса,йӹвӹжӓ
687,hungrig::A,ккашилсса,шужышы
688,krank::A,къашавайсса,церлӹ
689,krank::A,къашавайсса,хворой
