,Concept_ID,mdf,ady
163,Eichhörnchen::N,ур,цызэ́
164,Elch::N,ся́рда,лось
165,Fuchs::N,келазь,баджэ́
166,Hase::N,ну́мол,тхьакӏумкӏы́хь
167,Maus::N,шеер,цыгъо́
168,Wolf::N,върьгаз,тыгъу́жъ
169,Vogel::N,нармонь,бзы́у
170,Schwarm::N,ко́вол,отэр
171,Schwarm::N,ме́швеле,отэр
172,Huhn::N,сараз,чэты́
173,Hahn::N,а́тякш,атакъэ́
174,Gans::N,маци,къа́з
175,Adler::N,куцькан,
176,Ente::N,яксярга,псычэ́т
177,Eule::N,ко́рож,тыгъурыгъу
178,Kranich::N,ка́рга,къэрэ́у
179,Krähe::N,ва́рси,къолэ́жъ
180,Kuckuck::N,ку́ку,куку́у
181,Schwan::N,ло́ксти,
182,Fisch::N,кал,пцэжъы́й
183,Barsch::N,о́кунь,тхыкъэц
184,Hecht::N,щу́ка,лэнд
185,Schlange[Tier]::N,куй,блэ́
186,Wurm::N,сукс,хьамлыу
187,Spinne::N,унжа́,бэдж
188,Ameise::N,панжам,къамзэ́гу
189,Laus::N,си,цӏэ
190,Mücke::N,ся́ське,аргъо́й
191,Fliege::N,кару,бадзэ́
192,Schmetterling::N,ме́лав,хьампӏыра́шъу
193,Beere::N,и́мож,маткӏо
194,Apfel::N,марь,мыӏэры́с
195,Pilz::N,панга,хьаӏу
196,Zwiebel::N,шурьхкя́,бжьыны́
197,Saat::N,видьмот,чылапхъ
198,Korn::N,сёра,цэ
199,Heu::N,тише,мэкъу
200,Schale::N,кедь,кӏы́шъу
201,Grube::N,лотка,машэ́
202,Falle::N,туфкс,зэраубытырэ́ ӏэмэпсы́м
203,Falle::N,кунда́ма,зэраубытырэ́ ӏэмэпсы́м
204,Schlinge::N,килькш,бзыуубыт
205,Spur::N,пильгоки́,ужы
206,Spur::N,пильгоки́,лъэуж
207,Asche::N,кулу,яжьэ́
208,Dreck::N,ърда́з,псынжъы
209,Eisen::N,кшни,гыучӏы́
210,Eisen::N,кшни,къэнджа́л
211,Gold::N,ока,дышъэ́
212,Gold::N,золота,дышъэ́
213,Silber::N,сия́,тыжьы́н
214,Kohle::N,седь,шӏомыкӏ
215,Kohle::N,седьвальмя,шӏомыкӏ
216,Glas::N,кля́нцек,апч
217,Lehm::N,сёвонь,етӏагъо́
218,Sand::N,шува́р,пшахъо
219,Mensch::N,ломань,цӏыфы́
220,Mann::N,аля,хъулъфы́гъ
221,Mann::N,цёраломань,хъулъфы́гъ
222,Frau::N,ава,бӏылъфыгъэ́
223,Kind::N,идь,кӏэлэцӏы́кӏу
224,Kind::N,шаба,кӏэлэцӏы́кӏу
225,Junge::N,цёраня,кӏэлэцӏы́кӏу
226,Mädchen::N,стирня́,пшъэшъэжъый
227,Familie::N,тнал,быны́
228,Familie::N,тнал,уна́гъу
229,Familie::N,семья,быны́
230,Familie::N,семья,уна́гъу
231,Großvater::N,атя,тэтэ́жъ
232,Großvater::N,щя́тя,тэтэ́жъ
233,Großmutter::N,баба,нэнэ́жъ
234,Eltern::N,тя́дят-а́лят,ны-тыхэ́р
235,Vater::N,аля,ты
236,Mutter::N,ава,ны
237,Mutter::N,тядя,ны
238,Sohn::N,цёра,къо
239,Tochter::N,стирь,пхъу
240,Bruder::N,дуган,шы
241,Bruder::N,пяльне,шы
242,Schwester::N,ака,шы́пхъу
243,Schwester::N,сазор,шы́пхъу
244,Onkel::N,оця,янэ́ш
245,Onkel::N,патя,янэ́ш
246,Onkel::N,щеня́,янэ́ш
247,Tante::N,ака,атэшыпхъу
248,Tante::N,щака,атэшыпхъу
249,Ehemann::N,мирде,лӏы
250,Ehefrau::N,ърьвя́,шъу́з
251,Freude::N,ке́нярдема,гушӏуа́гъу
252,Gelächter::N,рахсема,щхыныр
253,Glück::N,паваз,насы́п
254,Kummer::N,ризф,тхьамыкӏагъу
255,Kummer::N,пичефкс,тхьамыкӏагъу
256,Wunsch::N,мяль,шӏонгъоны́гъ
257,Wunsch::N,таколдома,шӏонгъоны́гъ
258,Lust::N,таколдома,шӏонгъоны́гъ
259,Geist::N,вайме,гу
260,Gedanke::N,мяль,гупшыс
261,Gedächtnis::N,прявий,память
262,Verstand::N,прявий,акъы́л
263,Sinn::N,ён,мэхьанэ
264,Grund::N,туфта́л,ушъхьагъу
265,Wahrheit::N,ви́де,шъыпкъэ́
266,Wahrheit::N,видеши́,шъыпкъэ́
267,Gespräch::N,корхтама,гущыӏ
268,Märchen::N,ёфкс,пшысэ
269,Erzählung::N,азкс,къэба́р
270,Nachricht::N,куля́,къэба́р
271,Neuigkeit::N,куля́,къэбарыкӏ
272,Name::N,лем,цӏэ
273,Rätsel::N,со́дама ёфкс,коджэхь-къоджэшх
274,Rede::N,вал,гущыӏ
275,Rede::N,корхтама,гущыӏ
276,Sprache::N,кяль,бзэ
277,Stimme::N,вайгяль,макъэ́
278,Wort::N,вал,гущыӏ
279,Zeichen::N,тя́ште,тамы́гъ
280,Zeichen::N,тя́штькс,тамы́гъ
281,Ruf::N,тердема,джэ макъ
282,Lärm::N,гайф,макъэ
283,Lärm::N,жалакодома,макъэ
284,Laut::N,вайгяль,макъэ
285,Ton::N,вайгяль,
286,Lied::N,мора,орэ́д
287,Ruhe::N,сетьме,самбырыныгъ
288,Leute::N,ломатть,цӏыфхэ́р
289,Volk::N,наро́д,цӏыф лъэпкъ
290,Arbeit::N,тев,ӏофшӏакӏэ́н
291,Gast::N,и́нжи,хьакӏэ́
292,Gast::N,ко́нак,хьакӏэ́
293,Geschenk::N,казне,шӏухьафтын
294,Spiel::N,налхкома,еоны́р
295,Spiel::N,налхкома,джэгуны́р
296,Spiel::N,налхкома,къегъэӏоны́р
297,Spiel::N,налхксема,еоны́р
298,Spiel::N,налхксема,джэгуны́р
299,Spiel::N,налхксема,къегъэӏоны́р
300,Gesellschaft::N,кружок,обществ
301,Hilfe::N,лездома,ӏэпыӏэгъу
302,Freund::N,я́лга,ныбджэгъу
303,Kamerad::N,я́лга,ныбджэгъу
304,Angelegenheit::N,тев,ӏофы́
305,Anzahl::N,лувкс,пчъагъэ́
306,Art::N,вид,изэрэщы́т
307,Art::N,вид,лъэпкъ
308,Stück::N,пакш,такъы́р
309,Teil::N,часть,щыщ
310,Teil::N,часть,ӏахь
311,Teil::N,пялькс,щыщ
312,Teil::N,пялькс,ӏахь
313,Hälfte::N,пяле,ныкъо́
314,Kreis::N,шаркс,хъура́й
315,Kreuz::N,крёз,къащ
316,Linie::N,межа,хъахъ
317,Linie::N,межа,итхъа́гъ
318,Linie::N,китькс,хъахъ
319,Linie::N,китькс,итхъа́гъ
320,Strich::N,межа,хъахъ
321,Strich::N,межа,итхъагъ
322,Abstand::N,ётка,азыфагу
323,Entfernung::N,ётка,чӏыгууанэ
324,Gegend::N,ва́ста,чӏыпӏэ́
325,Gegend::N,перьфпя́ль,чӏыпӏэ́
326,Platz::N,ва́ста,азыфагу
327,Ort::N,ва́ста,чӏыпӏэ́
328,Seite::N,пяле,лъэны́къу
329,Mitte::N,кучка́,гузэ́гу
330,Gegenstand::N,веща,пкъыгъо
331,Sache::N,тев,
332,Sache::N,веща,
333,Rand::N,пе,цакӏэ́
334,Kante::N,и́рдез,цэгэналъ
335,Ecke::N,ужа,къогъу
336,Spitze::N,пря,пакӏэ
337,Ende::N,пе,кӏэ
338,Loch::N,варя,гъуа́н
339,Winkel::N,ужа,къогъу
340,Muster::N,сёрма,тхыпхъэ
341,Größe::N,серь,иина́гъ
342,Länge::N,кува́лма,икӏыхьа́гъ
343,Höhe::N,серь,лъэгагъ
344,Gewicht::N,сталма,онтэгъугъэ́
345,Menge::N,лувкс,пчъагъэ́
346,Haufen::N,мар,ӏат
347,Reihe::N,ряд,саты́р
348,Boot::N,венеж,къуашъо́
349,Ruder::N,миле,къошъобэ́щ
350,Schlitten::N,ну́рда,
351,Ski::N,сокс,лыжэхэр
352,Lagerfeuer::N,то́лмар,пхъэмашӏу
353,Last::N,канкс,
354,Last::N,сталма,
355,Gang::N,молема,кӏоныр
356,Schritt::N,аськолкс,лъэубэ́къу
357,Norden::N,якшама шире,темы́р
358,Süden::N,ля́мбе ши́ре,къыблэ́
359,Westen::N,ши валгома шире,тыгъэкъохьа́пӏ
360,Osten::N,шинь стяма шире,тыгьэкъокӏы́пӏ
361,Holz::N,вирь,чъыгы́
362,Holz::N,шуфта,чъыгы́
363,Brett::N,лавця,пхъэ́мбгъу
364,Platte::N,плита́,упсыхьагъ
365,Stütze::N,неже,кӏэгъэкъон
366,Stange::N,олга,къорэ́гъ
367,Stock::N,байдек,бэщ
368,Stab::N,олгоня,бэщ кӏы́хь
369,Rohr::N,турама,онджэкъ
370,Haus::N,куд,унэ́
371,Heim::N,куд,унэ́
372,Ofen::N,пянакуд,гъэжъэн
373,Fußboden::N,кия́кс,джэхашъу
374,Tisch::N,шра,стол
375,Tisch::N,моркш,стол
376,Stuhl::N,стул,пхъэнтӏэ́кӏу
377,Wiege::N,нюря́м,кушъэ́
378,Bett::N,ацам,пӏэкӏо́р
379,Regal::N,лавцяланга,мэкӏай
380,Kiste::N,парга,ящык
381,Fenster::N,валмья,шъхьаныгъу́пчъ
382,Tür::N,кенкш,пчъэ
383,Tor::N,ортат,къэла́пчъ
384,Zaun::N,перяфкс,шӏыхьагъэ́
385,Dach::N,кудпря,шъхьэ́
386,Leiter::N,куцема,лъэо́й
387,Leiter::N,куцема,дэкӏояпӏэ́
388,Besen::N,тяльме,пхъэнкӏы́пхъ
389,Spaten::N,ка́йме,къазгъы́р
390,Schaufel::N,ко́поня,хэӏалъ
391,Schaufel::N,ця́рдом,хэӏалъ
392,Gabel::N,ця́нгоня,цацэ
393,Löffel::N,куцю,джэмы́шх
394,Messer::N,пеель,шъэжъы́й
395,Nagel::N,эска,гъучӏыӏу́н
396,Haken::N,кя́чказ,хьажтӏаркъу
397,Griff::N,недь,къопс
398,Griff::N,кунда́мка,къопс
399,Schloss::N,замо́к,ӏункӏы́бз
400,Bild::N,карти́на,сурэ́т
401,Figur::N,ронга-понда,
402,Puppe::N,ня́ка,нысхъа́п
403,Beutel::N,кяскав,дзыо́
404,Bündel::N,кярьме,
405,Tasche::N,кошяльня,ӏэлъмэ́къ
406,Eimer::N,ве́дарка,щалъ
407,Deckel::N,тавадкс,шъхьэ
408,Deckel::N,вельхкс,шъхьэ
409,Geschirr::N,кядьге,хьакъу-шыкъу
410,Sack::N,кяскав,дзыо́
411,Tasse::N,ша́ваня,чашк
412,Topf::N,кавозь,кастрюль
413,Kessel::N,сргавозь,шыуа́н
414,Essen::N,ярхцама,шхэн
415,Nahrung::N,ярхцампяль,шхэн
416,Speise::N,ярхцама,шхыныгъу
417,Fleisch::N,пал,лы
418,Fleisch::N,сиволь,лы
419,Getreide::N,сёра,лэжьыгъацэ́
420,Brei::N,ям,пӏастэ́
421,Brot::N,кши,хьалыгъу
422,Scheibe::N,кочам,такъы́р
423,Fett::N,куя́,дагъэ́
424,Butter::N,вай,тхъу
425,Öl::N,вай,тхъу
426,Salz::N,сал,щыгъу
427,Suppe::N,шонгарям,хьантхъупс
428,Suppe::N,коршампяль,хьантхъупс
429,Honig::N,медь,шъоу́
430,Milch::N,лофца,щэ
431,Tee::N,чай,щай
432,Leder::N,кедь,кӏы́шъу
433,Wolle::N,пона,цы
434,Stoff::N,котф,шэкӏы
435,Nadel::N,салмокс,бгъэ́хаӏу
436,Faden::N,сюре,ӏуда́н
437,Knopf::N,пуня,занкӏэу
438,Knoten::N,сюлма,зэкъодзапӏэ
439,Farbe::N,архтомбяль,краск
440,Kleidung::N,щам,щыгъы́ны
441,Hemd::N,па́нар,джан
442,Kragen::N,сиве,пшъапӏ
443,Ärmel::N,ожа,гъуап
444,Hose::N,понкст,гъончэ́дж
445,Gürtel::N,каркс,бгыры́пх
446,Mütze::N,вазь,паӏо́
447,Schuh::N,башма́к,
448,Stiefel::N,кя́ме,щазым
449,Ring::N,суркс,ӏэлъы́н
450,Band::N,керькс,лент
451,Band::N,лента,лент
452,Kamm::N,сюрьхцем,мажь
453,Spiegel::N,ванома,гъундж
454,Riemen::N,шнань каркс,бгыры́пх
455,Schnur::N,пикс,кӏапсэ́
456,Schnur::N,карькскя,кӏапсэ́
457,Leine::N,вядьме,шъокӏапс
458,Decke::N,вельхкс,чыхӏэн
459,Kissen::N,тоду,шъхьант
460,Tuch::N,руця́,шъхьэтехъу
461,Handtuch::N,на́рдама,ӏаплъэкӏ
462,Kraft::N,вий,къары́у
463,Kraft::N,вий,кӏуачӏэ́
464,Stärke::N,вииши,кӏуачӏэ́
465,Gesundheit::N,шумбраши́,псауныгъ
466,Krankheit::N,урма́,узы
467,Krankheit::N,сярядема,узы
468,Schmerz::N,маряма,узы
469,Wunde::N,керф,уӏагъэ́
470,Fieber::N,маштыкс,техьа́гъу
471,Fieber::N,маштыкс,жъоку
472,Arznei::N,надо́бья,ӏэзэ́гъу
473,Arznei::N,пъчка́фтома,ӏэзэ́гъу
474,Brücke::N,седь,лъэмы́д ж
475,Brunnen::N,эши,псынэ́
476,Weide::N,ванома васта,хъупӏэ́
477,Pfad::N,ян,лъагъу
478,Pfad::N,киня́,лъагъу
479,Weg::N,ки,гъо́гу
480,Straße::N,ки,гъо́гу
481,Dorf::N,веле,къуа́дж
482,Stadt::N,ош,къалэ́
483,Brief::N,сёрма,тхэн
484,Brief::N,сёрма,письмэ
485,Buch::N,книга,тхы́лъ
486,Buchstabe::N,бу́ква,хьары́ф
487,Zeitung::N,газе́та,газет
488,Leben::N,эряф,гъашӏэ́
489,Leben::N,эряма,гъашӏэ́
490,Tod::N,кулома́,аджал
491,Grab::N,калма,бэны́
492,Kirche::N,це́рькав,чылы́с
493,Sünde::N,пежеть,гунахь
494,Sünde::N,муворкс,гунахь
495,Gott::N,шкай,тхьэ
496,Arbeiter::N,трудендай,рабоч
497,Arbeiter::N,работник,рабоч
498,Chef::N,азор,гъэр
499,Chef::N,оцюня,гъэр
500,Meister::N,мастяр,ӏэпыӏа́с
501,Arzt::N,врач,
502,Arzt::N,доктор,
503,Lehrer::N,учи́тель,кӏэлэегъа́дж
504,Geld::N,ярмакт,ахъщ
505,Geschäft::N,ладяфкс,ӏофшӏэн
506,Geschäft::N,ладяф тев,ӏофшӏэн
507,Laden::N,ла́вка,туча́н
508,Preis::N,питне,уасэ́
509,Ware::N,миф,хьап-щып
510,Ware::N,ра́маф,хьап-щып
511,Nutzen::N,пара,чар
512,Nutzen::N,пара,федэ́
513,Nutzen::N,лезкс,чар
514,Nutzen::N,лезкс,федэ́
515,Reichtum::N,ко́зяши,байныгъ
516,Welt::N,свет,дуна́й
517,Land::N,мастор,хэгъэ́́гу
518,Staat::N,государства,къэралыгъу
519,König::N,король,пачъы́хь
520,Macht::N,азорондама,шынэгъакзэ́
521,Macht::N,азорксши,шынэгъакзэ́
522,Grenze::N,ёткаян,гъуна́пкъ
523,Krieg::N,война́,зао́
524,Feind::N,душман,пы́и
525,Feind::N,каршек тюри,пы́и
526,Gewalt::N,наругама,егъэзыгъэныгъ
527,Kampf::N,тюрема́,бэнэныгъ
528,Bogen[Waffe]::N,нал,щабз
529,Pfeil::N,нал,щэбза́щ
530,Gewehr::N,винто́вка,шхонч
531,Fehler::N,эльбядькс,хэукъоныгъ
532,Lüge::N,васькафнема,пцӏы
533,Schaden::N,зия́н,зэра́р
534,Unglück::N,зия́н,тхьамыкӏагъу
535,Schuld::N,муворши,мысагъэ́
536,Alter::N,эряф кизот,ныбжь
537,Alter::N,эряфонь пинге,ныбжь
538,Schluss::N,пе,кӏэ
539,Zeit::N,пинге,уахътэ́
540,Tag::N,ши,мафэ́
541,Morgen::N,шобдава,пчэды́жь
542,Mittag::N,шикучка,щэджагьу́
543,Abend::N,иля́дь,пчыхьэ́
544,Nacht::N,ве,чэщы́
545,Woche::N,недя́ля,тхьамафэ́
546,Monat::N,ков,мазэ́
547,Jahr::N,киза,илъэ́с
548,Frühling::N,тунда́,гъатхэ́
549,Sommer::N,киза,гъэмафэ́
550,Herbst::N,сёксе,бжыхьэ́
551,Winter::N,тяла,кӏыма́ф
552,Januar::N,кельмеков,январь
553,Februar::N,уфайков,февраль
554,März::N,марайков,март
555,April::N,шудиков,апрель
556,Mai::N,панжиков,май
557,Juni::N,лямбеков,июнь
558,Juli::N,псиков,июль
559,August::N,сёроньков,август
560,September::N,тюжягов,сентябрь
561,Oktober::N,кельмазаков,октябрь
562,November::N,эйндамков,ноябрь
563,Dezember::N,кучкаков,декабрь
564,Montag::N,одговши,блыпэ́
565,Dienstag::N,ша́вши,гъубдж
566,Mittwoch::N,вержи,бэрэскэжъый
567,Donnerstag::N,шува́ланя,мэфэ́ку
568,Freitag::N,пя́денця,бэрэскэшху
569,Samstag::N,ёткши,шэмбэ́т
570,Sonntag::N,таргоши,тхьаума́ф
571,groß::A,оцю,ины́
572,klein::A,ёмла,цӏы́кӏу
573,lang::A,кува́ка,кӏыхьэ́
574,kurz::A,нюрьхкя́ня,кӏэкӏы́
575,breit::A,кели,шъуамбгъо́
576,schmal::A,тяйня,бгъузэ́
577,dicht::A,сиде,ӏужъу́
578,dicht::A,туста,ӏужъу́
579,dick[Gegenstand]::A,эчке,ӏужъу́
580,dünn::A,шува́ня,пӏуакӏэ́
581,fein::A,шува́ня,пӏуакӏэ́
582,fest::A,кеме,пытэ́
583,flach::A,лапш,тешъо́
584,glatt::A,вадяв,зэны́бжь
585,glatt::A,такор,зэны́бжь
586,hart::A,калгода,пытэ́
587,weich::A,ляпе,шъабэ́
588,rund::A,кру́глай,хъура́й
589,spitz::A,ботаз,папцӏэ́
590,spitz::A,оржа,папцӏэ́
591,scharf::A,оржа,чан
592,stumpf::A,ношка,цако́
593,schwer::A,стака,онтэ́гъу
594,schön::A,мазы,дахэ́
595,heiß::A,пси,жъо́ркъ
596,warm::A,лямбе,фабэ́у
597,kalt::A,кельме,чъыӏэ́
598,kühl::A,эше,чъыӏэтагъ
599,frisch::A,свежай,чъыӏэтагъ
600,feucht::A,летьке,шынагъэ зиӏэ
601,feucht::A,летьке,шынэгъакӏэ зиӏэ
602,nass::A,начка,цӏынэ́
603,trocken::A,коське,гъушъ
604,trocken::A,коське,чъэпхъыгъ
605,voll::A,пяшксе,из
606,voll::A,пяшксе,изыбз
607,leer::A,шава,нэкӏы́
608,offen::A,панжада,зэдэхыгъэ
609,offen::A,виде,зэдэхыгъэ
610,geschlossen::A,пякстаф,зэфэшӏыгъ
611,geschlossen::A,сёлгф,зэфэшӏыгъ
612,sauber::A,ару,къабзэ́
613,schmutzig::A,рда́зу,шӏо́и
614,schmutzig::A,пя́ндра,шӏо́и
615,roh::A,верок,мыжъо́
616,reif::A,ке́нерьф,чъэпхъыгъ
617,lecker::A,танцти,го́хьы
618,süß::A,ламбама,ӏэшӏу
619,bitter::A,сяпи,дыджы́
620,sauer::A,шапама,хафэ́
621,hell::A,валда,нэфын
622,dunkel::A,шобда,мэзэхэ
623,schwarz::A,равжа,шӏуцӏэ
624,weiß::A,акша,фыжьы́
625,rot::A,якстерь,плъыжьы́
626,gelb::A,тюжя́,гъожьы́
627,blau::A,сенем,шхъуантӏэ
628,grün::A,пиже,шхъуантӏэ
629,grün::A,сянгяря,шхъуантӏэ
630,grau::A,уле,шхъо
631,bunt::A,сёрмав,къолэны
632,billig::A,у́цез,пыут
633,billig::A,аф пи́тни,пыут
634,teuer::A,пи́тни,сикӏа́с
635,teuer::A,пи́тни,силъа́пӏ
636,wertvoll::A,питни,пкӏэ зиӏ
637,wertvoll::A,питни,уасэ́ зыфа́шӏ
638,blind::A,сокор,нэшъу́
639,taub::A,пярав,дэгу
640,kräftig::A,пяк вии,лъэ́ш
641,stark::A,вии,лъэ́ш
642,schwach::A,лафча,хъыбэй
643,fett::A,куя́,пщэры́
644,schlank::A,виде ронга,ищыгъэ
645,hübsch::A,мазы,дахэ́
646,böse::A,кяжи,ябгэ
647,dumm::A,аф ёню,делэ
648,dumm::A,шава пря,делэ
649,faul::A,нола,шъхьахы́нэ
650,fleißig::A,ку́лхцонды,егугъурэ
651,geizig::A,кирьжя,тхьацэ
652,geizig::A,жаднай,тхьацэ
653,klug::A,ёню,акъылышӏу́
654,klug::A,пря́ви,акъылышӏу́
655,geschickt::A,маштозь тиф,ӏэпэӏэсэ́
656,geschickt::A,маштозь тиф,шо́у шӏыгъэ́
657,lieb::A,цебярь,псэм фэд
658,lustig::A,ра́хси,чэф
659,sanft::A,сетьме,ӏушъа́б
660,hungrig::A,вача,гъаблэ́
661,hungrig::A,вачеда,гъаблэ́
662,krank::A,сяряди,сыма́дж
663,nackt::A,штада,пцӏанэ́
664,nackt::A,кърхтапа,пцӏанэ́
665,traurig::A,ла́жнай,нэшхъэй
666,lebendig::A,эряй,
667,gut::A,пара,дэгъу́
668,gut::A,цебярь,дэгъу́
669,schlecht::A,кальдяв,дэи
670,richtig::A,виде,тэрэз
671,schlimm::A,кальдяв,щынэгъо
672,wahr::A,афкуксонь,шъыпкъэ́
673,alt::A,ташта,жъы
674,neu::A,од,кӏэ
675,ehemalig::A,и́нгольдень,-щтыгъэ
676,ehemalig::A,и́нгольдень,-гъэ
677,alt[Lebewesen]::A,сире,жъы
