,Concept_ID,ru,udm
151,Bau::N,нора,кар
152,Bau::N,нора,гу
153,Tier::N,животное,пӧйшур
154,Herde::N,стадо,уллё
155,Kuh::N,корова,скал
156,Bulle::N,бык,ош
157,Bulle::N,бык,пороз
158,Pferd::N,лошадь,вал
159,Schaf::N,овца,ыж
160,Schwein::N,свинья,парсь
161,Hund::N,собака,пуны
162,Katze::N,кошка,коӵыш
163,Bär::N,медведь,гондыр
164,Eichhörnchen::N,белка,коньы
165,Elch::N,лось,койык
166,Fuchs::N,лиса,ӟичы
167,Hase::N,заяц,кеч
168,Maus::N,мышь,шыр
169,Wolf::N,волк,кион
170,Vogel::N,птица,тылобурдо
171,Schwarm::N,стая,уллё
172,Huhn::N,курица,курег
173,Hahn::N,петух,атас
174,Gans::N,гусь,ӟазег
175,Adler::N,орел,ӧрзи
176,Ente::N,утка,ӵӧж
177,Eule::N,сова,кучыран
178,Kranich::N,журавль,тури
179,Krähe::N,ворона,куака
180,Kuckuck::N,кукушка,кикы
181,Schwan::N,лебедь,юсь
182,Fisch::N,рыба,чорыг
183,Barsch::N,окунь,юш
184,Hecht::N,щука,чипей
185,Schlange[Tier]::N,змея,кый
186,Wurm::N,червяк,нумыр
187,Spinne::N,паук,чонари
188,Ameise::N,муравей,кузьыли
189,Laus::N,вошь,тэй
190,Mücke::N,комар,нымы
191,Mücke::N,комар,чибинь
192,Fliege::N,муха,кут
193,Schmetterling::N,бабочка,бубыли
194,Beere::N,ягода,узы-боры
195,Apfel::N,яблоко,яблок
196,Pilz::N,гриб,губи
197,Zwiebel::N,луковица,сугон
198,Saat::N,семя,кидыс
199,Korn::N,зерно,тысь
200,Heu::N,сено,турын
201,Schale::N,шелуха,кыд
202,Grube::N,яма,гу
203,Grube::N,яма,гоп
204,Falle::N,ловушка,налик
205,Schlinge::N,силок,гиӟ
206,Schlinge::N,силок,герд
207,Spur::N,след,пытьы
208,Spur::N,след,бервыл
209,Asche::N,зола,пень
210,Asche::N,пепел,пень
211,Dreck::N,грязь,дэри
212,Eisen::N,железо,корт
213,Gold::N,золото,зарни
214,Silber::N,серебро,азвесь
215,Kohle::N,уголь,эгыр
216,Glas::N,стекло,стекло
217,Glas::N,стекло,пияла
218,Lehm::N,глина,сюй
219,Sand::N,песок,луо
220,Mensch::N,человек,мурт
221,Mensch::N,человек,адями
222,Mann::N,мужчина,воргорон
223,Frau::N,женщина,кышномурт
224,Kind::N,ребенок,нуны
225,Kind::N,ребенок,пинал
226,Junge::N,мальчик,пи
227,Mädchen::N,девочка,ныл
228,Familie::N,семья,семья
229,Großvater::N,дедушка,песятай
230,Großvater::N,дедушка,пересь атай
231,Großmutter::N,бабушка,песянай
232,Großmutter::N,бабушка,пересь анай
233,Eltern::N,родители,атай-анай
234,Eltern::N,родители,бубы-мумы
235,Vater::N,отец,айы
236,Vater::N,отец,атай
237,Mutter::N,мать,мумы
238,Sohn::N,сын,пи
239,Tochter::N,дочь,ныл
240,Bruder::N,брат,агай
241,Schwester::N,сестра,апа
242,Schwester::N,сестра,сузэр
243,Onkel::N,дядя,агай
244,Tante::N,тетя,апа
245,Tante::N,тетя,кенак
246,Ehemann::N,муж,карт
247,Ehefrau::N,жена,кышно
248,Freude::N,радость,шумпотон
249,Gelächter::N,смех,горем
250,Glück::N,счастье,шуд
251,Kummer::N,горе,кайгу
252,Kummer::N,горе,куректон
253,Wunsch::N,желание,мылпотон
254,Lust::N,влечение,потон
255,Geist::N,дух,лул
256,Gedanke::N,мысль,малпан
257,Gedächtnis::N,память,йырсазь
258,Gedächtnis::N,память,тодэваён
259,Verstand::N,ум,йырвизь
260,Sinn::N,смысл,смысл
261,Grund::N,повод,муг
262,Grund::N,повод,ньӧм
263,Wahrheit::N,правда,зэм
264,Wahrheit::N,правда,шонер
265,Gespräch::N,беседа,вераськон
266,Märchen::N,сказка,выжыкыл
267,Erzählung::N,рассказ,верос
268,Nachricht::N,сообщение,ивор
269,Neuigkeit::N,новость,выльивор
270,Name::N,имя,ним
271,Rätsel::N,загадка,мадькыл
272,Rede::N,речь,верам
273,Sprache::N,язык,кыл
274,Stimme::N,голос,куара
275,Wort::N,слово,кыл
276,Zeichen::N,знак,пус
277,Zeichen::N,знак,тодмет
278,Ruf::N,зов,ӧтён
279,Ruf::N,зов,чортон
280,Lärm::N,шум,ӵашетон
281,Laut::N,звук,куара
282,Ton::N,звучание,куара
283,Lied::N,песня,кырӟан
284,Ruhe::N,покой,чалмыт улон
285,Leute::N,люди,адямиос
286,Volk::N,народ,калык
287,Arbeit::N,работа,уж
288,Gast::N,гость,куно
289,Geschenk::N,подарок,салам
290,Geschenk::N,подарок,кузьым
291,Spiel::N,игра,шудон
292,Gesellschaft::N,общество,калык
293,Hilfe::N,помощь,юрттон
294,Freund::N,друг,эш
295,Freund::N,друг,юлтош
296,Kamerad::N,приятель,тодмо
297,Angelegenheit::N,дело,уж
298,Anzahl::N,количество,лыд
299,Art::N,вид,тус
300,Stück::N,кусок,юдэс
301,Teil::N,часть,люкет
302,Hälfte::N,половина,ӝыны
303,Kreis::N,круг,котырес
304,Kreuz::N,крест,крест
305,Linie::N,линия,гож
306,Strich::N,черта,гож
307,Abstand::N,промежуток,вис
308,Abstand::N,промежуток,кусып
309,Entfernung::N,расстояние,кусып
310,Gegend::N,местность,инты
311,Platz::N,пространство,инты
312,Ort::N,место,инты
313,Ort::N,место,места
314,Seite::N,сторона,пал
315,Mitte::N,середина,шор
316,Gegenstand::N,предмет,арбери
317,Sache::N,вещь,котыр
318,Rand::N,край,дур
319,Rand::N,край,шаер
320,Kante::N,ребро,дур
321,Ecke::N,угол,сэрег
322,Spitze::N,кончик,йыл
323,Ende::N,конец,пум
324,Loch::N,дыра,пась
325,Winkel::N,угол,сэрег
326,Muster::N,узор,пужы
327,Größe::N,размер,быдӟала
328,Länge::N,длина,кузьдала
329,Höhe::N,высота,ӝуждала
330,Gewicht::N,вес,сектала
331,Gewicht::N,вес,секытлык
332,Menge::N,количество,лыд
333,Menge::N,количество,лыдпус
334,Haufen::N,куча,люк
335,Reihe::N,ряд,чур
336,Boot::N,лодка,пыж
337,Boot::N,лодка,лодка
338,Ruder::N,весло,полыс
339,Schlitten::N,сани,додьы
340,Ski::N,лыжа,куас
341,Lagerfeuer::N,костер,тылскем
342,Last::N,тяжесть,секыт
343,Gang::N,ход,ветлон
344,Schritt::N,шаг,вамыш
345,Norden::N,север,уйпал
346,Süden::N,юг,лымшор
347,Westen::N,запад,шунды пуксён
348,Osten::N,восток,шунды ӝужан
349,Holz::N,древесина,пу
350,Brett::N,доска,пул
351,Platte::N,плита,плита
352,Stütze::N,подпорка,пыкет
353,Stange::N,жердь,пуӵ
354,Stock::N,палка,боды
355,Stab::N,шест,пуӵ
356,Stab::N,шест,боды
357,Rohr::N,труба,труба
358,Haus::N,дом,юрт
359,Heim::N,дом,корка
360,Ofen::N,печь,гур
361,Fußboden::N,пол,выж
362,Tisch::N,стол,ӝӧк
363,Stuhl::N,стул,пукон
364,Wiege::N,колыбель,кӧкы
365,Wiege::N,колыбель,зыбка
366,Bett::N,постель,валес
367,Regal::N,полка,ӝажы
368,Kiste::N,ящик,ящик
369,Fenster::N,окно,укно
370,Fenster::N,окно,косяк
371,Tür::N,дверь,ӧс
372,Tor::N,ворота,ӟезьы
373,Zaun::N,забор,забор
374,Dach::N,крыша,липет
375,Leiter::N,лестница,падӟа
376,Besen::N,метла,ӵужон
377,Besen::N,метла,исьнер
378,Spaten::N,лопата,лопатка
379,Schaufel::N,совок,ютырон
380,Gabel::N,вилка,тэчы
381,Gabel::N,вилка,вилка
382,Löffel::N,ложка,пуньы
383,Messer::N,нож,пурт
384,Nagel::N,гвоздь,кортӵог
385,Netz::N,сеть,сеть
386,Haken::N,крюк,курик
387,Griff::N,ручка,ныд
388,Schloss::N,замок,тунгон
389,Bild::N,картина,суред
390,Figur::N,фигура,фигура
391,Puppe::N,кукла,мунё
392,Beutel::N,мешок,пуйы
393,Bündel::N,связка,керттэт
394,Tasche::N,сумка,пуйы
395,Tasche::N,сумка,сумка
396,Eimer::N,ведро,ведра
397,Deckel::N,крышка,ӵоксэт
398,Geschirr::N,посуда,тусьты-пуньы
399,Sack::N,мешок,пуйы
400,Tasse::N,чашка,ӵаша
401,Topf::N,кастрюля,миска
402,Kessel::N,котел,пурты
403,Essen::N,еда,сиськон
404,Nahrung::N,пища,сион
405,Speise::N,блюдо,сиён
406,Speise::N,кушанье,сиён
407,Fleisch::N,мясо,сӥль
408,Getreide::N,хлеб,ю тысь
409,Brei::N,каша,ӝук
410,Brot::N,хлеб,нянь
411,Scheibe::N,ломоть,шорем
412,Fett::N,жир,кӧй
413,Butter::N,масло,вӧй
414,Öl::N,масло,вӧй
415,Salz::N,соль,сылал
416,Suppe::N,суп,шыд
417,Honig::N,мед,чечы
418,Milch::N,молоко,йӧл
419,Tee::N,чай,чай
420,Leder::N,кожа,сурон
421,Wolle::N,шерсть,гон
422,Wolle::N,шерсть,ыжгон
423,Stoff::N,ткань,куэм
424,Nadel::N,игла,вень
425,Faden::N,нитка,сӥньыс
426,Knopf::N,пуговица,бирды
427,Knoten::N,узел,герд
428,Farbe::N,краска,буёл
429,Kleidung::N,одежда,дӥсь
430,Hemd::N,рубашка,дэрем
431,Kragen::N,воротник,сирес
432,Ärmel::N,рукав,саес
433,Hose::N,брюки,брюки
434,Hose::N,брюки,штань
435,Gürtel::N,пояс,кускерттон
436,Mütze::N,шапка,ызьы
437,Schuh::N,ботинок,ботинка
438,Stiefel::N,сапог,сапег
439,Ring::N,кольцо,зундэс
440,Band::N,лента,лента
441,Kamm::N,расческа,сын
442,Spiegel::N,зеркало,синучкон
443,Riemen::N,ремень,е
444,Schnur::N,веревка,гозы
445,Leine::N,поводок,думет
446,Decke::N,одеяло,шобрет
447,Kissen::N,подушка,миндэр
448,Tuch::N,платок,кышет
449,Handtuch::N,полотенце,ӵушкон
450,Kraft::N,сила,кать
451,Kraft::N,сила,ӟигар
452,Stärke::N,крепость,юнлык
453,Gesundheit::N,здоровье,тазалык
454,Krankheit::N,болезнь,висён
455,Schmerz::N,боль,висён
456,Wunde::N,рана,яра
457,Fieber::N,лихорадка,кезег
458,Fieber::N,температура,кезег
459,Arznei::N,лекарство,эмъюм
460,Brücke::N,мост,выж
461,Brunnen::N,колодец,колдэч
462,Weide::N,пастбище,возь
463,Pfad::N,тропа,сюрес
464,Weg::N,путь,сюрес
465,Weg::N,дорога,сюрес
466,Straße::N,улица,сюрес
467,Straße::N,дорога,сюрес
468,Dorf::N,деревня,гурт
469,Stadt::N,город,кар
470,Stadt::N,город,город
471,Brief::N,письмо,гожтэт
472,Buch::N,книга,книга
473,Buchstabe::N,буква,буква
474,Zeitung::N,газета,газет
475,Leben::N,жизнь,улон
476,Tod::N,смерть,кулон
477,Grab::N,могила,шайгу
478,Kirche::N,церковь,черк
479,Sünde::N,грех,сьӧлык
480,Gott::N,бог,ӥнмар
481,Arbeiter::N,рабочий,рабочий
482,Chef::N,начальник,начальник
483,Meister::N,мастер,кибашлы
484,Arzt::N,врач,врач
485,Lehrer::N,учитель,дышетӥсь
486,Geld::N,деньги,уксё
487,Geld::N,деньги,коньдон
488,Geschäft::N,занятие,уж
489,Laden::N,магазин,магазин
490,Preis::N,цена,дун
491,Ware::N,товар,вуз
492,Nutzen::N,выгода,пайда
493,Reichtum::N,богатство,узырлык
494,Welt::N,мир,дунне
495,Land::N,страна,шаер
496,Staat::N,государство,кун
497,König::N,король,эксэй
498,Macht::N,власть,власть
499,Grenze::N,граница,кунгож
500,Krieg::N,война,ож
501,Feind::N,враг,тушмон
502,Gewalt::N,насилие,эриктэман
503,Kampf::N,борьба,нюръяськон
504,Bogen[Waffe]::N,лук,пукыӵ
505,Pfeil::N,стрела,пукыӵ вень
506,Gewehr::N,ружье,пыӵал
507,Fehler::N,ошибка,янгыш
508,Lüge::N,ложь,пӧян
509,Lüge::N,ложь,алдан
510,Lüge::N,ложь,ӧрекчан
511,Schaden::N,вред,изъян
512,Unglück::N,беда,куректон
513,Unglück::N,беда,шудтэме усён
514,Schuld::N,вина,янгыш
515,Alter::N,возраст,арлыд
516,Schluss::N,окончание,пум
517,Zeit::N,время,дыр
518,Tag::N,день,нунал
519,Morgen::N,утро,ӵукна
520,Mittag::N,полдень,лымшор
521,Abend::N,вечер,ӝыт
522,Abend::N,вечер,акшан
523,Nacht::N,ночь,уй
524,Woche::N,неделя,арня
525,Monat::N,месяц,толэзь
526,Jahr::N,год,ар
527,Frühling::N,весна,тулыс
528,Sommer::N,лето,гужем
529,Herbst::N,осень,сӥзьыл
530,Winter::N,зима,тол
531,Januar::N,январь,выльартолэзь
532,Februar::N,февраль,тулыспал
533,März::N,март,южтолэзь
534,April::N,апрель,оштолэзь
535,Mai::N,май,куартолэзь
536,Juni::N,июнь,вожотолэзь
537,Juli::N,июль,пӧсьтолэзь
538,August::N,август,гудырикошкон
539,September::N,сентябрь,куарусён
540,Oktober::N,октябрь,выльӝуктолэзь
541,November::N,ноябрь,шуркынмон
542,Dezember::N,декабрь,толсур
543,Montag::N,понедельник,вордӥськон
544,Dienstag::N,вторник,вторник
545,Mittwoch::N,среда,вирнунал
546,Donnerstag::N,четверг,покчиарня
547,Freitag::N,пятница,удмуртарня
548,Samstag::N,суббота,кӧснунал
549,Sonntag::N,воскресенье,арня
550,groß::A,большой,бадӟым
551,klein::A,маленький,пичи
552,lang::A,длинный,кузь
553,kurz::A,короткий,вакчи
554,breit::A,широкий,паськыт
555,schmal::A,узкий,сюлэг
556,dicht::A,густой,ӵем
557,dick[Gegenstand]::A,толстый,зӧк
558,dünn::A,тонкий,векчи
559,fein::A,тонкий,векчи
560,fest::A,крепкий,юн
561,fest::A,крепкий,чурыт
562,flach::A,плоский,ӵошкыт
563,glatt::A,гладкий,гылыт
564,glatt::A,гладкий,вольыт
565,hart::A,твердый,чурыт
566,weich::A,мягкий,небыт
567,rund::A,круглый,котырес
568,spitz::A,остроконечный,йылсо
569,scharf::A,острый,лэчыт
570,stumpf::A,тупой,ныж
571,schwer::A,тяжелый,секыт
572,schön::A,красивый,чебер
573,heiß::A,жаркий,пӧсь
574,warm::A,теплый,шуныт
575,kalt::A,холодный,кезьыт
576,kühl::A,прохладный,юзмыт
577,kühl::A,прохладный,салкым
578,frisch::A,свежий,выль
579,feucht::A,влажный,мускыт
580,nass::A,мокрый,котмем
581,trocken::A,сухой,кӧс
582,voll::A,полный,тыр
583,voll::A,наполненный,тыр
584,leer::A,пустой,буш
585,leer::A,пустой,тырттэм
586,offen::A,открытый,усьтэм
587,geschlossen::A,закрытый,ӵогам
588,geschlossen::A,закрытый,пунням
589,sauber::A,чистый,ӝикыт
590,sauber::A,чистый,чылкыт
591,schmutzig::A,грязный,нӧд
592,roh::A,сырой,ыль
593,reif::A,зрелый,вуэм
594,lecker::A,вкусный,ческыт
595,süß::A,сладкий,ческыт
596,bitter::A,горький,курыт
597,sauer::A,кислый,чырс
598,hell::A,светлый,югыт
599,dunkel::A,темный,пеймыт
600,schwarz::A,черный,сьӧд
601,weiß::A,белый,тӧдьы
602,rot::A,красный,горд
603,gelb::A,желтый,ӵуж
604,blau::A,синий,лыз
605,grün::A,зеленый,вож
606,grau::A,серый,пурысь
607,bunt::A,пестрый,куӵо
608,billig::A,дешевый,дунтэм
609,teuer::A,дорогой,дуно
610,wertvoll::A,ценный,дуно
611,blind::A,слепой,сукыр
612,blind::A,слепой,синтэм
613,taub::A,глухой,пельтэм
614,kräftig::A,могучий,кужмо
615,stark::A,сильный,юн
616,stark::A,сильный,кужмо
617,schwach::A,слабый,ляб
618,schwach::A,слабый,начар
619,fett::A,жирный,кӧй
620,schlank::A,стройный,веськыт
621,schlank::A,стройный,веськрес
622,hübsch::A,прелестный,чебер
623,hübsch::A,прелестный,синмаськымон
624,böse::A,злой,лек
625,dumm::A,глупый,шузи
626,dumm::A,глупый,визьтэм
627,faul::A,ленивый,азьтэм
628,fleißig::A,прилежный,сюлмо
629,geizig::A,жадный,сук
630,klug::A,умный,визьмо
631,geschickt::A,искусный,усто
632,geschickt::A,искусный,быгатӥсь
633,lieb::A,милый,мусо
634,lustig::A,веселый,шулдыр
635,sanft::A,нежный,мусо
636,sanft::A,нежный,эрке
637,hungrig::A,голодный,сютэм
638,krank::A,больной,висись
639,nackt::A,голый,гольык
640,traurig::A,грустный,мӧзмыт
641,lebendig::A,живой,улэп
642,gut::A,хороший,ӟеч
643,gut::A,хороший,умой
644,schlecht::A,плохой,урод
645,schlecht::A,плохой,алама
646,richtig::A,правильный,шонер
647,schlimm::A,отвратительный,алама
648,schlimm::A,мерзкий,алама
649,wahr::A,настоящий,зэмос
650,alt::A,старый,вуж
651,neu::A,новый,выль
652,ehemalig::A,бывший,азьвылэз
653,alt[Lebewesen]::A,пожилой,пересь
654,jung::A,молодой,егит
655,jung::A,молодой,пинал
656,arm::A,бедный,начар
657,arm::A,бедный,куанер
658,reich::A,богатый,узыр
659,bekannt::A,знакомый,тодмо
660,berühmt::A,знаменитый,дано
661,fremd::A,чужой,ят
662,verschieden::A,разный,пӧртэм
663,nah::A,близкий,матысь
664,fern::A,далекий,кыдёкысь
665,linker::A,левый,паллян
666,rechter::A,правый,бур
667,rechter::A,правый,бурпал
668,anderer::A,другой,мукет
669,erster::A,первый,нырысетӥез
670,zweiter::A,второй,кыктэтӥез
671,dritter::A,третий,кунньметӥез
672,letzter::A,последний,берло
673,letzter::A,последний,берпум
674,allein::ADV,один,огназ
675,auf einmal::ADV,сразу,огдыре
676,zusammen::ADV,вместе,ӵош
677,zusammen::ADV,вместе,валче
678,lange::ADV,долго,кема
679,plötzlich::ADV,вдруг,мапламтэ шорысь
680,sofort::ADV,тотчас,али ик
681,später::ADV,позже,бергес
682,später::ADV,позже,берлогес
683,jetzt::ADV,сейчас,али
684,jetzt::ADV,сейчас,табере
685,heute::ADV,сегодня,туннэ
686,morgen::ADV,завтра,ӵуказе
687,bald::ADV,скоро,ӝоген
688,dann::ADV,потом,берло
689,gestern::ADV,вчера,толон
690,einst::ADV,однажды,огпол
691,einst::ADV,однажды,одӥг пол
692,damals::ADV,тогда,соку
693,danach::ADV,затем,собере
694,vorher::ADV,раньше,азьло
695,vorher::ADV,раньше,азьвыл
696,zuerst::ADV,сперва,азьло
697,einmal::ADV,раз,огпол
698,manchmal::ADV,иногда,куддыръя
699,oft::ADV,часто,ӵем
700,immer::ADV,всегда,пыр
701,immer::ADV,всегда,котьку
702,niemals::ADV,никогда,уз ноку
703,hier::ADV,здесь,татын
704,hierhin::ADV,сюда,татчы
705,von hier::ADV,отсюда,татысь
706,dort::ADV,там,отӥ
707,dort::ADV,там,отын
708,dorthin::ADV,туда,отчы
709,geradeaus::ADV,прямо,меӵак
710,vorwärts::ADV,вперед,азьлань
711,rückwärts::ADV,назад,берлань
712,zurück::ADV,обратно,берен
713,zurück::ADV,обратно,берлань
714,unten::ADV,внизу,улын
715,hinab::ADV,вниз,улэ
716,oben::ADV,наверху,вылын
717,oben::ADV,наверху,вылӥын
718,hinauf::ADV,вверх,вылэ
719,hinauf::ADV,вверх,вылӥе
720,hinauf::ADV,вверх,выллань
721,überall::ADV,везде,котькытын
722,überall::ADV,везде,пасьтана
723,nicht::ADV,не,уз
724,ein wenig::ADV,немного,ичи
725,ein wenig::ADV,немного,ӧжыт
726,ein wenig::ADV,немного,огшап
727,kaum::ADV,едва,муртса
728,sehr::ADV,очень,туж
729,sehr::ADV,очень,лекос
730,so::ADV,так,озьы
731,so::ADV,так,тазьы
732,noch::ADV,еще,на
733,nur::ADV,только,гинэ
734,schon::ADV,уже,ни
735,schon::ADV,уже,ини
736,wieder::ADV,опять,нош
737,wieder::ADV,опять,кайта
738,vergebens::ADV,напрасно,юнме
739,vor::PRP,перед,азьын
740,hinter::PRP,за,берын
741,hinter::PRP,за,бӧрсьы
742,hinter::PRP,позади,берын
743,hinter::PRP,позади,бӧрсьы
744,unter::PRP,под,улын
745,durch::PRP,сквозь,пыр
746,durch::PRP,сквозь,пыртӥ
747,neben::PRP,возле,бордын
748,zwischen::PRP,между,вискын
749,wegen::PRP,из-за,сэрен
750,dies::PRN,это,та
751,das::PRN,то,со
752,alles::PRN,все,ваньмыз
753,ich::PRN,я,мон
754,du::PRN,ты,тон
755,er::PRN,он,со
756,wir::PRN,мы,ми
757,ihr::PRN,вы,тӥ
758,sie::PRN,они,соос
759,was::FPRN,что,ма
760,wer::FPRN,кто,кин
761,wo::FADV,где,кытын
762,wohin::FADV,куда,кытчы
763,wie::FADV,как,кызьы
764,warum::FADV,почему,малы
765,wieviel::FNUM,сколько,кӧня
766,eins::NUM,один,одӥг
767,zwei::NUM,два,кык
768,drei::NUM,три,куинь
769,vier::NUM,четыре,ньыль
770,fünf::NUM,пять,вить
771,sechs::NUM,шесть,куать
772,sieben::NUM,семь,сизьым
773,acht::NUM,восемь,тямыс
774,neun::NUM,девять,укмыс
775,zehn::NUM,десять,дас
776,elf::NUM,одиннадцать,дас одӥг
777,zwölf::NUM,двенадцать,дас кык
778,zwanzig::NUM,двадцать,кызь
779,dreißig::NUM,тридцать,куамын
780,vierzig::NUM,сорок,ньыльдон
781,fünfzig::NUM,пятьдесят,витьтон
782,sechzig::NUM,шестьдесят,куатьтон
783,siebzig::NUM,семьдесят,сизьымдон
784,achtzig::NUM,восемьдесят,тямыстон
785,neunzig::NUM,девяносто,укмыстон
786,hundert::NUM,сто,сю
787,tausend::NUM,тысяча,сюрс
788,und::CNJ,и,и
789,und::CNJ,и,но
790,oder::CNJ,или,яке
791,oder::CNJ,либо,яке
792,stehen::V,стоять,сылыны
793,sitzen::V,сидеть,пукыны
794,liegen::V,лежать,кылльыны
795,hängen::V,висеть,ошкыса улыны
796,werden::V,стать,луыны
797,passieren::V,случиться,луыны
798,beginnen::V,начаться,кутскыны
799,enden::V,кончиться,бырыны
800,wechseln::V,меняться,воштӥськыны
801,aufgehen[Sonne]::V,взойти,ӝужаны
802,untergehen[Sonne]::V,зайти,пуксьыны
803,scheinen[Sonne]::V,светить,пиштыны
804,scheinen[Sonne]::V,светить,чиляны
805,donnern::V,греметь,гудыръяны
806,wehen::V,дуть,пелляськыны
807,strömen::V,литься,киськыны
808,strömen::V,литься,исьтӥськыны
809,fließen::V,течь,бызьыны
810,sich drehen::V,вращаться,берганы
811,schwanken::V,колебаться,вошъяськыны
812,schwingen::V,качаться,шонаськыны
813,fallen::V,падать,усьыны
814,brennen::V,гореть,ӝуаны
815,rauchen::V,дымить,ӵындыны
816,regnen::V,дождить,зорыны
817,gefrieren::V,замерзнуть,кынмыны
818,tauen::V,таять,шунаны
