,Concept_ID,uz,mhr
111,Quelle::N,buloq,вӱдшинча́
112,Bach::N,o'zan,изэҥе́р
113,Fluss::N,daryo,эҥе́р
114,Ufer::N,sohil,сер
115,Küste::N,qirg'oq,вӱдтӱ́р
116,Festland::N,materik,мла́нде
117,Meer::N,dengiz,те́ҥыз
118,Bucht::N,qo'ltiq,икса́
119,Insel::N,orol,отро́
120,Blume::N,gul,пеле́дыш
121,Gras::N,sabza,шу́до
122,Wurzel::N,tub,вож
123,Wurzel::N,tomir,вож
124,Baum::N,daraxt,пуше́ҥге
125,Stamm::N,o'simta,йы́тыр
126,Rinde::N,qobiq,шӱм
127,Ast::N,shox,укш
128,Zweig::N,butoq,торма́к
129,Blatt::N,barg,лышта́ш
130,Birke::N,qayin,куэ́
131,Kiefer[Baum]::N,qarag'ay,пӱ́нчӧ
132,Weide[Baum]::N,shum,уа́
133,Tanne::N,archa,кож
134,Horn::N,mugiz,шур
135,Feder::N,par,пы́стыл
136,Fell::N,mo'yna,кова́ште
137,Flügel::N,qanot,шу́лдыр
138,Klaue::N,tirnoq,кӱч
139,Kralle::N,tirnoq,ла́па
140,Kralle::N,tirnoq,копа́
141,Schwanz::N,quyruq,поч
142,Ei::N,tuxum,му́но
143,Nest::N,oshyon,пыжа́ш
144,Bau::N,o'pqon,пыжа́ш
145,Tier::N,hayvon,я́нлык
146,Tier::N,hayvon,живо́тный
147,Herde::N,gala,кӱ́тӱ
148,Herde::N,gala,тӱшка́
149,Kuh::N,inak,ушка́л
150,Bulle::N,ho'kiz,ӱ́шкыж
151,Pferd::N,ot,и́мне
152,Schaf::N,qo'y,шо́рык
153,Schwein::N,cho'chqa,сӧсна́
154,Hund::N,it,пий
155,Katze::N,mushuk,пы́рыс
156,Bär::N,ayiq,маска́
157,Eichhörnchen::N,tiyin,ур
158,Elch::N,los,шо́рдо
159,Fuchs::N,tulki,ры́выж
160,Hase::N,kuyon,мера́ҥ
161,Maus::N,sichqon,коля́
162,Wolf::N,bo'ri,пи́ре
163,Vogel::N,qush,ка́йык
164,Schwarm::N,to'da,каша́к
165,Huhn::N,tovuq,чы́ве
166,Hahn::N,xo'roz,агыта́н
167,Gans::N,g'oz,ко́мбо
168,Adler::N,burgut,карагу́ш
169,Ente::N,o'rdak,лу́до
170,Eule::N,boyo'g'li,тумна́
171,Kranich::N,turna,турня́
172,Krähe::N,qarg'a,кора́к
173,Kuckuck::N,kakku,куку́
174,Schwan::N,oqkush,йӱ́ксӧ
175,Fisch::N,baliq,кол
176,Barsch::N,olabug'a,ола́ҥге
177,Hecht::N,cho'rtan,нуж
178,Hecht::N,cho'rtan,чорта́н
179,Schlange[Tier]::N,ilon,ки́шке
180,Wurm::N,qurt,шукш
181,Spinne::N,o'rgimchak,эҥыре́мыш
182,Ameise::N,chumoli,ку́тко
183,Laus::N,bit,тий
184,Mücke::N,chivin,шыҥа́
185,Fliege::N,pashsha,ка́рме
186,Schmetterling::N,kapalak,лы́ве
187,Beere::N,meva,мӧр
188,Apfel::N,olma,олма́
189,Pilz::N,qo'ziqorin,по́ҥго
190,Zwiebel::N,piyoz,шога́н
191,Saat::N,äkin,нӧ́шмӧ
192,Saat::N,äkin,туш
193,Korn::N,zarra,шу́рно
194,Heu::N,xashak,шу́до
195,Schale::N,po'choq,шӱм
196,Grube::N,co'ra,выне́м
197,Falle::N,qopqon,лӧ́дӧ
198,Schlinge::N,sirtmoq,о́птыш
199,Schlinge::N,sirtmoq,шӧрга́лтыш
200,Spur::N,iz,кыша́
201,Asche::N,kul,ло́мыж
202,Dreck::N,kir,лавыра́
203,Eisen::N,temir,кӱ́ртньӧ
204,Gold::N,tilla,шӧ́ртньӧ
205,Silber::N,kumush,ший
206,Kohle::N,ko'mir,мландышӱ́й
207,Glas::N,oyna,янда́
208,Lehm::N,loy,шун
209,Sand::N,qum,ошма́
210,Mensch::N,odam,еҥ
211,Mensch::N,odam,айде́ме
212,Mann::N,ärkak,пӧръе́ҥ
213,Frau::N,ayol,ӱдырама́ш
214,Kind::N,bola,аза́
215,Kind::N,kichkintoy,аза́
216,Junge::N,bola,рве́зе
217,Mädchen::N,qiz,ӱдыра́ш
218,Familie::N,oila,еш
219,Großvater::N,buva,коча́
220,Großvater::N,katta ota,коча́
221,Großmutter::N,buvi,кова́
222,Großmutter::N,katta oyi,кова́
223,Eltern::N,ota-ona,ача́-ава́
224,Vater::N,ota,ача́
225,Mutter::N,ona,ава́
226,Sohn::N,o'g'il,э́рге
227,Tochter::N,qiz,ӱ́дыр
228,Bruder::N,og'a,иза́
229,Bruder::N,og'a,шо́льо
230,Bruder::N,uka,иза́
231,Bruder::N,uka,шо́льо
232,Schwester::N,opa,ака́
233,Schwester::N,singil,ака́
234,Onkel::N,amaki,иза́
235,Tante::N,amma,кока́
236,Tante::N,xola,кока́
237,Ehemann::N,är,мари́й
238,Ehefrau::N,rafiqa,ва́те
239,Freude::N,ayish,куа́н
240,Freude::N,ayish,куаныма́ш
241,Gelächter::N,kulgi,во́штылтыш
242,Glück::N,saodat,пиа́л
243,Kummer::N,g'am,о́йго
244,Wunsch::N,orzu,ку́мыл
245,Lust::N,rag'bat,ку́мыл
246,Geist::N,ruh,ӧрт
247,Geist::N,ruh,чон
248,Gedanke::N,fikr,ой
249,Gedanke::N,fikr,шоныма́ш
250,Gedächtnis::N,äs,шарныма́ш
251,Verstand::N,aql,уш
252,Sinn::N,ma'ni,смысл
253,Grund::N,sabab,ама́л
254,Wahrheit::N,haq,чын
255,Gespräch::N,gap,мутланыма́ш
256,Märchen::N,ärtak,йома́к
257,Erzählung::N,rivoyat,ойлыма́ш
258,Nachricht::N,xabar,увертарыма́ш
259,Neuigkeit::N,yangilik,уве́р
260,Name::N,ot,лӱм
261,Rätsel::N,topishmoq,ту́што
262,Rede::N,nutq,ойлыма́ш
263,Sprache::N,til,йы́лме
264,Stimme::N,ovoz,йӱк
265,Wort::N,so'z,ой
266,Wort::N,so'z,мут
267,Zeichen::N,alomat,ти́ште
268,Zeichen::N,alomat,знак
269,Ruf::N,chaqiriq,ӱжма́ш
270,Lärm::N,taraq,лӱшкыма́ш
271,Lärm::N,taraq,йӱк-йӱа́н
272,Laut::N,tovush,йӱк
273,Ton::N,un,йӱксе́м
274,Lied::N,ashula,му́ро
275,Ruhe::N,tinchlik,ты́мык
276,Leute::N,xaloyiq,еҥ-влак
277,Volk::N,xalq,ка́лык
278,Arbeit::N,ish,паша́
279,Gast::N,mehmon,уна́
280,Geschenk::N,hadya,пӧле́к
281,Spiel::N,o'yin,мо́дыш
282,Spiel::N,o'yin,модма́ш
283,Gesellschaft::N,jamiyat,тӱшка́
284,Hilfe::N,yordam,по́лыш
285,Freund::N,do'st,таҥ
286,Freund::N,do'st,йолта́ш
287,Kamerad::N,yo'ldosh,таҥ
288,Angelegenheit::N,daxl,паша́
289,Anzahl::N,son,чот
290,Art::N,tur,вид
291,Stück::N,parcha,ка́тыш
292,Stück::N,parcha,ла́стык
293,Teil::N,bo'lak,ужа́ш
294,Hälfte::N,yarim,пел
295,Hälfte::N,yarim,пе́ле
296,Kreis::N,aylana,ты́ртыш
297,Kreuz::N,xoch,ыре́с
298,Linie::N,liniya,ли́ний
299,Strich::N,chiziq,коре́ш
300,Abstand::N,oralik,кокла́
301,Entfernung::N,uzoqlik,тора́
302,Entfernung::N,uzoqlik,ку́жыт
303,Gegend::N,yer,кунде́м
304,Platz::N,oralig,ку́мдык
305,Ort::N,joy,вер
306,Ort::N,joy,о́лмо
307,Seite::N,yon,ӧ́рдыж
308,Mitte::N,o'rta,покше́л
309,Gegenstand::N,ashyo,наста́
310,Sache::N,buyum,наста́
311,Rand::N,chek,тӱр
312,Kante::N,tig',тӱр
313,Ecke::N,burchak,лук
314,Spitze::N,uch,вуй
315,Ende::N,oxir,муча́ш
316,Loch::N,teshik,рож
317,Winkel::N,go'sha,лук
318,Muster::N,nusha,пеза́к
319,Muster::N,nusha,узо́р
320,Muster::N,nusha,ӱ́лгӧ
321,Größe::N,kattalik,кӱ́кшыт
322,Länge::N,uzunlik,ку́тыш
323,Höhe::N,yuksaklik,кӱ́кшыт
324,Gewicht::N,solmoq,не́лыт
325,Menge::N,miqdor,чот
326,Haufen::N,uyum,кы́шыл
327,Reihe::N,saf,рада́м
328,Boot::N,qayiq,пуш
329,Ruder::N,äshkak,эшка́к
330,Schlitten::N,chana,тер
331,Schlitten::N,chana,изде́р
332,Ski::N,chang'i,е́че
333,Lagerfeuer::N,gulxan,туло́то
334,Last::N,yuk,нӧ́лтыш
335,Gang::N,yurish,ошкылма́ш
336,Schritt::N,qadam,о́шкыл
337,Norden::N,shimol,йӱдйыма́л
338,Süden::N,janub,кечывалве́л
339,Westen::N,g'arb,касве́л
340,Osten::N,sharq,эрве́л
341,Holz::N,yog'och,пу
342,Brett::N,taxta,оҥа́
343,Platte::N,tabaqa,аста́р
344,Stütze::N,tayanchi,чара́к
345,Stange::N,qo'noq,лома́ш
346,Stock::N,tayoq,тоя́
347,Stab::N,gavron,вара́
348,Stab::N,gavron,кашта́
349,Rohr::N,tarnov,пуч
350,Haus::N,uy,пӧрт
351,Heim::N,makon,мӧ́ҥгӧ
352,Ofen::N,pechka,комака́
353,Fußboden::N,pol,кӱва́р
354,Tisch::N,mosa,ӱсте́л
355,Stuhl::N,o'rindiq,пӱке́н
356,Wiege::N,beshik,шепка́
357,Bett::N,yotoq,ва́кшыш
358,Regal::N,tokcha,шӧ́рлык
359,Kiste::N,sandiq,шо́ндык
360,Kiste::N,sandiq,я́шлык
361,Fenster::N,deraza,окна́
362,Tür::N,äshik,омса́
363,Tor::N,darvoza,капка́
364,Zaun::N,panjara,сава́р
365,Dach::N,tom,леве́дыш
366,Leiter::N,narvon,тошка́лтыш
367,Besen::N,supurgi,ӱштерво́штыр
368,Spaten::N,bel,ко́льмо
369,Schaufel::N,kurak,сово́к
370,Schaufel::N,kurak,су́ско
371,Gabel::N,bilka,ви́лке
372,Löffel::N,qoshiq,па́не
373,Löffel::N,qoshiq,совла́
374,Messer::N,pichoq,кӱ́зӧ
375,Nagel::N,mix,пуда́
376,Netz::N,to'r,вапш
377,Haken::N,ilgak,са́гыле
378,Griff::N,sop,кыл
379,Griff::N,tutqich,кыл
380,Schloss::N,qulf,кӧгӧ́н
381,Bild::N,rasm,сӱре́т
382,Figur::N,shakl,фигу́р
383,Puppe::N,ko'g'irchoq,курча́к
384,Beutel::N,to'rva,меша́к
385,Bündel::N,bog'lam,арша́ш
386,Tasche::N,kissa,сумка́
387,Eimer::N,chelak,ведра́
388,Deckel::N,qopqoq,ко́мдыш
389,Geschirr::N,idish,а́те
390,Sack::N,qop,куль
391,Sack::N,qop,меша́к
392,Tasse::N,piyola,чу́кыр
393,Tasse::N,piyola,чашка́
394,Topf::N,tuvak,ми́ске
395,Kessel::N,qozon,под
396,Essen::N,tomoq,ко́чкыш
397,Nahrung::N,emak,ку́рго
398,Speise::N,taom,ко́чкыш
399,Fleisch::N,go'sht,шыл
400,Getreide::N,g'alla,шу́рно
401,Brei::N,bo'tqa,пу́чымыш
402,Brot::N,non,ки́нде
403,Scheibe::N,disk,ка́тыш
404,Fett::N,moy,коя́
405,Butter::N,yog',ӱй
406,Öl::N,moy,ӱй
407,Salz::N,tuz,шинча́л
408,Suppe::N,sho'rva,шӱр
409,Honig::N,asal,мӱй
410,Milch::N,sut,шӧр
411,Tee::N,choy,чай
412,Leder::N,charm,сура́н
413,Leder::N,charm,шӱ́штӧ
414,Wolle::N,jun,пун
415,Stoff::N,mato,куэ́м
416,Stoff::N,mato,посто́
417,Nadel::N,igna,и́ме
418,Faden::N,ip,шӱ́ртӧ
419,Knopf::N,tugma,по́лдыш
420,Knoten::N,tugun,пышке́м
421,Farbe::N,bo'yok,чия́
422,Kleidung::N,kiyim,чие́м
423,Kleidung::N,kiyim,вурге́м
424,Hemd::N,ko'ylak,ту́выр
425,Kragen::N,yoqa,сога́
426,Ärmel::N,yeng,шокш
427,Hose::N,shim,йола́ш
428,Gürtel::N,tasma,ӱ́штӧ
429,Mütze::N,shapka,упш
430,Schuh::N,but,боти́нке
431,Stiefel::N,botinka,кем
432,Ring::N,yuzuk,шерга́ш
433,Band::N,rishta,тасма́
434,Band::N,rishta,ле́нте
435,Kamm::N,taroq,шерге́
436,Spiegel::N,ko'zgu,вошто́нчыш
437,Riemen::N,qayish,кӱзанӱ́штӧ
438,Schnur::N,bog'ich,кере́м
439,Schnur::N,bog'ich,кандыра́
440,Leine::N,etak,вӱра́ҥ
441,Decke::N,odyol,леве́дыш
442,Decke::N,odyol,одея́л
443,Kissen::N,yostiq,кӱ́пчык
444,Tuch::N,gazlama,шо́выч
445,Handtuch::N,sochiq,со́лык
446,Kraft::N,kuch,вий
447,Kraft::N,kuch,куа́т
448,Stärke::N,quvvat,куа́т
449,Stärke::N,quvvat,карма́н
450,Gesundheit::N,sog'lik,таза́лык
451,Krankheit::N,kasallik,чер
452,Schmerz::N,og'riq,ко́рштыш
453,Wunde::N,yara,су́сыр
454,Fieber::N,bezgak,йӱштыму́ж
455,Fieber::N,bezgak,лихора́дке
456,Arznei::N,dori,эм
457,Brücke::N,ko'prik,кӱва́р
458,Brunnen::N,buloq,вӱдвыне́м
459,Weide::N,yaylov,нурше́р
460,Pfad::N,dorojka,йолго́рно
461,Pfad::N,dorojka,сокма́к
462,Weg::N,yo'l,ко́рно
463,Straße::N,ko'cha,ко́рно
464,Dorf::N,ovul,ял
465,Stadt::N,shahar,ола́
466,Brief::N,maktub,се́рыш
467,Buch::N,kitob,книга́
468,Buchstabe::N,harf,буква́
469,Zeitung::N,gazet,газе́т
470,Leben::N,hayot,и́лыш
471,Tod::N,o'lim,колыма́ш
472,Grab::N,go'r,шӱга́р
473,Kirche::N,cherkov,че́рке
474,Sünde::N,gunoh,су́лык
475,Gott::N,olloh,ю́мо
476,Arbeiter::N,ishchi,паша́зе
477,Chef::N,rais,тӧра́
478,Meister::N,usta,маста́р
479,Arzt::N,hakim,врач
480,Lehrer::N,muallim,ту́ныктышо
481,Geld::N,pul,окса́
482,Geschäft::N,savdo,сатулыма́ш
483,Laden::N,do'kon,ке́выт
484,Preis::N,baho,ак
485,Ware::N,mol,сату́
486,Nutzen::N,foyda,пайда́
487,Reichtum::N,boylik,поя́нлык
488,Welt::N,olam,тӱня́
489,Land::N,o'lka,эл
490,Staat::N,davlat,кугыжа́ныш
491,König::N,qirol,кугыжа́
492,Macht::N,iqtidor,власть
493,Grenze::N,chegara,грани́ца
494,Krieg::N,harb,сар
495,Feind::N,dushman,тушма́н
496,Gewalt::N,zo'rlik,виешлыма́ш
497,Kampf::N,kurash,кредалма́ш
498,Bogen[Waffe]::N,yoy,юҥе́ж
499,Pfeil::N,o'q,пикш
500,Gewehr::N,vintovka,пыча́л
501,Fehler::N,xato,йо́ҥылыш
502,Lüge::N,yolg'on,шоя́к
503,Schaden::N,ziyon,зия́н
504,Unglück::N,balo,эҥге́к
505,Schuld::N,ayb,тита́к
506,Schuld::N,ayb,йола́
507,Alter::N,yosh,ийго́т
508,Schluss::N,tamom,муча́ш
509,Zeit::N,vaqt,жап
510,Zeit::N,vaqt,па́гыт
511,Tag::N,kun,ке́че
512,Morgen::N,saboh,эр
513,Mittag::N,kun tushlik,кечыва́л
514,Abend::N,oqshom,кас
515,Nacht::N,tun,йӱд
516,Woche::N,hafta,арня́
517,Monat::N,oy,ты́лзе
518,Jahr::N,yil,ий
519,Frühling::N,bahor,шо́шо
520,Sommer::N,yoz,кеҥе́ж
521,Herbst::N,kuz,шы́же
522,Herbst::N,xazon,шы́же
523,Winter::N,qish,те́ле
524,Januar::N,yanvar',шоркыйол
525,Januar::N,yanvar',идалыкву́й
526,Januar::N,yanvar',янва́рь
527,Februar::N,fevral',пургыж
528,Februar::N,fevral',февра́ль
529,März::N,mart,ӱярня
530,März::N,mart,март
531,April::N,aprel',апре́ль
532,Mai::N,may,ага
533,Mai::N,may,май
534,Juni::N,iyun',пеледыш
535,Juni::N,iyun',ию́нь
536,Juli::N,iyul',сӱрем
537,Juli::N,iyul',ию́ль
538,August::N,avgust,сорла
539,August::N,avgust,агарма́н
540,August::N,avgust,а́вгуст
541,September::N,sentyabr',идым
542,September::N,sentyabr',сентя́брь
543,Oktober::N,oktyabr',шыжа
544,Oktober::N,oktyabr',октя́брь
545,November::N,noyabr',кылме тылзе
546,November::N,noyabr',ноя́брь
547,Dezember::N,dekabr',дека́брь
548,Montag::N,dushanba,шо́чмо
549,Dienstag::N,seshanba,ку́шкыжмо
550,Mittwoch::N,chorshanba,вӱрге́че
551,Donnerstag::N,payshanba,изарня́
552,Freitag::N,juma,кугарня́
553,Samstag::N,shanba,шуматке́че
554,Sonntag::N,yakshanba,рушарня́
555,groß::A,buyuk,кугу́
556,klein::A,kichik,изи́
557,lang::A,uzun,кужу́
558,kurz::A,qisqa,кӱ́чык
559,breit::A,keng,кумда́
560,schmal::A,änsiz,а́ҥысыр
561,dicht::A,quyuq,ну́гыдо
562,dick[Gegenstand]::A,qalin,кӱ́жгӧ
563,dünn::A,ingichka,ви́чкыж
564,fein::A,mayin,ты́гыде
565,fest::A,qattiq,чо́ткыдо
566,flach::A,yalpoq,лапка́
567,glatt::A,tekis,яклака́
568,hart::A,qattiq,пе́ҥгыде
569,weich::A,yumshoq,пу́шкыдо
570,rund::A,yumaloq,йырге́шке
571,spitz::A,uchli,коша́р
572,scharf::A,keskir,пӱ́сӧ
573,stumpf::A,to'mtoq,токма́к
574,schwer::A,salmoqli,не́ле
575,schön::A,go'zal,сы́лне
576,heiß::A,qiziq,шо́кшо
577,warm::A,issiq,ле́ве
578,kalt::A,sovuq,йӱ́штӧ
579,kühl::A,salqin,юа́лге
580,kühl::A,salqin,южгата́
581,frisch::A,toza,свежа́
582,feucht::A,namli,вӱ́дыжгӧ
583,nass::A,nam,нӧ́рӧ
584,trocken::A,quruq,ку́кшо
585,voll::A,to'la,тич
586,leer::A,puch,яра́
587,offen::A,ochiq,виш
588,geschlossen::A,berk,пе́тырыме
589,geschlossen::A,berk,тӱ́чмӧ
590,sauber::A,ozoda,ару́
591,sauber::A,ozoda,янда́р
592,schmutzig::A,kir,лавыра́н
593,schmutzig::A,kir,ла́выргыше
594,roh::A,xom,кӱ́чымӧ
595,reif::A,pishiq,лӧза́
596,lecker::A,shirin,ту́тло
597,süß::A,shirin,ше́ре
598,bitter::A,achchiq,ко́чо
599,sauer::A,achchiq,шо́по
600,hell::A,yorug',во́лгыдо
601,dunkel::A,qorong'i,пычке́мыш
602,schwarz::A,qora,шола́
603,weiß::A,oq,ош
604,rot::A,qizil,йошка́р
605,gelb::A,sariq,сар
606,blau::A,zangori,ка́нде
607,grün::A,yashil,ужа́р
608,grau::A,bo'z,сур
609,bunt::A,ola,олача́
610,billig::A,arzon,шу́лдо
611,teuer::A,qimmat,ше́рге
612,wertvoll::A,qimmat,шергака́н
613,blind::A,ko'r,со́кыр
614,taub::A,garang,соҥгыра́
615,kräftig::A,kuchli,куа́тле
616,stark::A,quvvatli,вия́н
617,schwach::A,kuchsiz,а́лдыме
618,fett::A,semiz,коя́
619,schlank::A,ingichka,йоштката́
620,schlank::A,ingichka,яжу́
621,hübsch::A,ko'rkam,чеве́р
622,böse::A,yovuz,шы́де
623,dumm::A,aqlsiz,аҥыра́
624,faul::A,ärinchak,його
625,fleißig::A,ishchan,ты́ршыше
626,geizig::A,qurumsoq,чаҥга́
627,klug::A,oqil,уша́н
628,geschickt::A,äpchil,уста́
629,lieb::A,aziz,ала́л
630,lustig::A,chaqchaq,весела́
631,sanft::A,asta,ны́жылге
632,hungrig::A,och,шу́жышо
633,krank::A,kasal,че́рле
634,nackt::A,yalang,чарама́т
635,traurig::A,xafa,ойга́н
636,lebendig::A,hayotiy,и́лыше
637,gut::A,soz,сай
638,schlecht::A,yomon,уда́
639,schlecht::A,yomon,шӱ́кшӧ
640,richtig::A,rost,чы́нле
641,schlimm::A,yovuz,аля́к
642,schlimm::A,yovuz,тыра́н
643,wahr::A,haqiqiy,чы́нле
644,wahr::A,haqiqiy,настоя́щий
645,alt::A,äski,то́што
646,neu::A,yangi,у
647,ehemalig::A,sobiq,о́нчычсо
648,ehemalig::A,sobiq,онда́кысе
649,alt[Lebewesen]::A,qari,шо́нто
650,jung::A,navqiron,са́мырык
651,arm::A,abgor,нужна́
652,reich::A,boy,поя́н
653,bekannt::A,ma'lum,па́лыме
654,berühmt::A,mashhur,лӱ́млӧ
655,fremd::A,yot,йот
656,verschieden::A,turli,тӱ́рлӧ
657,nah::A,yaqindagi,ли́шыл
658,fern::A,uzoq,тора́
659,fern::A,uzoq,мӱ́ндыр
660,linker::A,so'l,шола́
661,rechter::A,o'ng,пурла́
662,anderer::A,boshqa,вес
663,anderer::A,boshqa,мо́ло
664,erster::A,birinchi,и́кымше
665,zweiter::A,ikkinchi,ко́кымшо
666,dritter::A,uchinchi,ку́мшо
667,letzter::A,oxirgi,пыта́ртыш
668,allein::ADV,o'zicha,шкет
669,auf einmal::ADV,varakay,икана́ште
670,zusammen::ADV,barobar,пырля́
671,lange::ADV,uzoq,кужу́н
672,plötzlich::ADV,qo'qqisdan,кенета́
673,sofort::ADV,darrov,кызыта́к
674,später::ADV,so'ngra,варара́к
675,jetzt::ADV,hozirgina,ы́нде
676,jetzt::ADV,hozirgina,кы́зыт
677,heute::ADV,bugun,та́че
678,morgen::ADV,ärta,эрла́
679,bald::ADV,toz,вашке́
680,dann::ADV,keyin,вара́
681,gestern::ADV,kecha,теҥге́че
682,einst::ADV,avvallari,икана́
683,damals::ADV,ugal,туна́м
684,danach::ADV,so'ngra,вара́
685,vorher::ADV,avval,о́нчыч
686,zuerst::ADV,avval,онда́к
687,einmal::ADV,bir marta,икана́
688,manchmal::ADV,onda-sonda,ка́шын
689,manchmal::ADV,onda-sonda,кокла́н
690,oft::ADV,tez-tez,чӱ́чкыдын
691,immer::ADV,har vaqt,эре́
692,immer::ADV,har vaqt,ту́тыш
693,niemals::ADV,hargiz,ок нигуна́м
694,hier::ADV,shu erda,ты́ште
695,hierhin::ADV,beri,ты́шке
696,hierhin::ADV,beri,тыш
697,von hier::ADV,shu erdan,тыше́ч
698,von hier::ADV,shu erdan,тыве́ч
699,dort::ADV,ana,ту́што
700,dorthin::ADV,u yerga,туш
701,dorthin::ADV,u yerga,ту́шко
702,geradeaus::ADV,to'g'ri,вик
703,vorwärts::ADV,ilgari,о́нчыко
704,rückwärts::ADV,qoloq,шеҥге́к
705,zurück::ADV,orqada,мӧҥге́ш
706,unten::ADV,pastda,ӱ́лнӧ
707,unten::ADV,pastda,йыма́лне
708,hinab::ADV,tubanga,йыма́к
709,oben::ADV,ustida,кӱ́шнӧ
710,oben::ADV,ustida,ӱмба́лне
711,hinauf::ADV,yuqorida,кӱ́ш
712,hinauf::ADV,yuqorida,кӱ́шкӧ
713,überall::ADV,har erda,чыла́ вере́
714,nicht::ADV,ämas,ок
715,nicht::ADV,ämas,о́геш
716,ein wenig::ADV,biroz,изи́ш
717,kaum::ADV,arang,пыкше́
718,sehr::ADV,ancha,чот
719,so::ADV,shunday,тыге́
720,noch::ADV,hali,а́ле
721,nur::ADV,yolg'iz,гына́
722,schon::ADV,endi,ы́нде
723,wieder::ADV,yana,ада́к
724,vergebens::ADV,bekorga,ара́м
725,vor::PRP,burun,о́нчыч
726,hinter::PRP,ketida,шеҥге́лне
727,unter::PRP,ostida,йыма́лне
