,Concept_ID,ca,fi
78,Welle::N,ona,aalto
79,Wasser::N,āigua,vesi
80,Stein::N,pedra,kivi
81,Boden::N,sòl,maa
82,Boden::N,sòl,maaperä
83,Erde::N,terra,maa
84,Staub::N,pols,pöly
85,Rauch::N,fum,savu
86,Funke::N,guspira,kipinä
87,Funke::N,centella,kipinä
88,Feuer::N,foc,tuli
89,Licht::N,llum,valo
90,Schatten::N,ombra,varjo
91,Wetter::N,temps,sää
92,Nebel::N,boira,sumu
93,Wolke::N,núvol,pilvi
94,Regen::N,pluja,sade
95,Schnee::N,neu,lumi
96,Eis::N,gel,jää
97,Eis::N,glaç,jää
98,Frost::N,glaçada,halla
99,Frost::N,glaçada,pakkanen
100,Kälte::N,fred,vilu
101,Kälte::N,fred,kylmyys
102,Hitze::N,calor,helle
103,Hitze::N,calor,kuumuus
104,Raureif::N,gebre,huurre
105,Regenbogen::N,arc iris,sateenkaari
106,Donner::N,tro,jyrinä
107,Strömung::N,corrent,virtaus
108,Tropfen::N,gota,tippa
109,Tropfen::N,gota,pisara
110,Schaum::N,escuma,vaahto
111,Schmutz::N,brutícia,loka
112,See::N,llac,järvi
113,Sumpf::N,pantà,suo
114,Moor::N,pantà,räme
115,Wiese::N,prat,niitty
116,Wiese::N,prada,niitty
117,Wald::N,bosc,metsä
118,Hügel::N,puig,mäki
119,Hügel::N,puig,kumpu
120,Hügel::N,puig,kukkula
121,Hügel::N,pujol,mäki
122,Hügel::N,pujol,kumpu
123,Hügel::N,pujol,kukkula
124,Anhöhe::N,turó,mäki
125,Anhöhe::N,turó,kumpare
126,Berg::N,muntanya,mäki
127,Berg::N,muntanya,vuori
128,Gipfel::N,cim,laki
129,Gipfel::N,cim,huippu
130,Höhle::N,cova,luola
131,Abhang::N,coster,rinne
132,Quelle::N,font,lähde
133,Bach::N,riera,puro
134,Fluss::N,riu,joki
135,Ufer::N,riba,ranta
136,Küste::N,costa,rannikko
137,Festland::N,terra ferma,manner
138,Meer::N,mar,meri
139,Bucht::N,cala,lahti
140,Bucht::N,badia,lahti
141,Insel::N,illa,saari
142,Blume::N,flor,kukka
143,Gras::N,herba,ruoho
144,Wurzel::N,rel,juuri
145,Wurzel::N,arrel,juuri
146,Baum::N,arbre,puu
147,Stamm::N,tronc,runko
148,Rinde::N,escorça,kuori
149,Rinde::N,escorça,parkki
150,Ast::N,branca,oksa
151,Zweig::N,ram,haara
152,Blatt::N,fulla,lehti
153,Birke::N,bedoll,koivu
154,Kiefer[Baum]::N,pi,mänty
155,Kiefer[Baum]::N,pi,petäjä
156,Weide[Baum]::N,salze,paju
157,Tanne::N,avet,kuusi
158,Horn::N,corn,sarvi
159,Horn::N,banya,sarvi
160,Feder::N,ploma,sulka
161,Feder::N,ploma,höyhen
162,Fell::N,pell,talja
163,Flügel::N,ala,siipi
164,Klaue::N,urpa,kynsi
165,Kralle::N,grapa,kynsi
166,Schwanz::N,cua,häntä
167,Schwanz::N,cua,pyrstö
168,Ei::N,ou,muna
169,Nest::N,niu,pesä
170,Bau::N,cau,pesä
171,Tier::N,animāl,eläin
172,Herde::N,ramat,lauma
173,Kuh::N,vaca,lehmä
174,Bulle::N,toro,sonni
175,Pferd::N,cavāll,hevonen
176,Schaf::N,be,lammas
177,Schaf::N,ovella,lammas
178,Schwein::N,bacó,sika
179,Hund::N,ca,koira
180,Hund::N,gos,koira
181,Katze::N,gat,kissa
182,Bär::N,ós,karhu
183,Eichhörnchen::N,esquirol,orava
184,Elch::N,ant,hirvi
185,Fuchs::N,guilla,kettu
186,Hase::N,llebre,jänis
187,Maus::N,ratolí,hiiri
188,Wolf::N,llop,susi
189,Vogel::N,au,lintu
190,Vogel::N,ocēll,lintu
191,Schwarm::N,bandada,parvi
192,Huhn::N,gallina,kana
193,Hahn::N,gall,kukko
194,Gans::N,oca,hanhi
195,Adler::N,àguila,kotka
196,Ente::N,ànec,ankka
197,Eule::N,òliba,pöllö
198,Eule::N,mussol,pöllö
199,Kranich::N,grua,kurki
200,Krähe::N,cornella,varis
201,Kuckuck::N,cucut,käki
202,Schwan::N,cigne,joutsen
203,Fisch::N,peix,kala
204,Barsch::N,perca,ahven
205,Hecht::N,lluç,hauki
206,Schlange[Tier]::N,serp,käärme
207,Wurm::N,cuc,mato
208,Spinne::N,aranya,hämähäkki
209,Ameise::N,formiga,muurahainen
210,Laus::N,poll,täi
211,Mücke::N,mosquit,sääski
212,Mücke::N,mosquit,hyttynen
213,Fliege::N,mosca,kärpänen
214,Schmetterling::N,papallona,perhonen
215,Beere::N,baia,marja
216,Apfel::N,poma,omena
217,Pilz::N,bolet,sieni
218,Zwiebel::N,ceba,sipuli
219,Saat::N,sembra,siemenet
220,Korn::N,gra,jyvä
221,Korn::N,gra,vilja
222,Heu::N,fenc,heinä
223,Schale::N,closca,kuori
224,Grube::N,sot,kuoppa
225,Grube::N,clot,kuoppa
226,Falle::N,trampa,loukku
227,Schlinge::N,baga,ansa
228,Spur::N,traça,jälki
229,Asche::N,cendra,tuhka
230,Dreck::N,llot,lika
231,Eisen::N,ferro,rauta
232,Gold::N,or,kulta
233,Silber::N,plata,hopea
234,Kohle::N,carbó,hiili
235,Glas::N,vidre,lasi
236,Lehm::N,fang,savi
237,Lehm::N,argila,savi
238,Sand::N,arena,hiekka
239,Mensch::N,humà,ihminen
240,Mensch::N,persona,ihminen
241,Mann::N,home,mies
242,Frau::N,dona,nainen
243,Kind::N,nen,lapsi
244,Junge::N,noi,poika
245,Mädchen::N,noia,tyttö
246,Familie::N,família,perhe
247,Großvater::N,avi,isoisä
248,Großmutter::N,àvia,isoäiti
249,Eltern::N,pares,vanhemmat
250,Vater::N,pare,isä
251,Mutter::N,mare,äiti
252,Sohn::N,fill,poika
253,Tochter::N,filla,tytär
254,Bruder::N,germà,veli
255,Schwester::N,germana,sisko
256,Onkel::N,oncle,eno
257,Onkel::N,oncle,setä
258,Tante::N,tia,täti
259,Ehemann::N,espòs,mies
260,Ehemann::N,espòs,aviomies
261,Ehefrau::N,muller,vaimo
262,Ehefrau::N,muller,aviovaimo
263,Freude::N,goig,ilo
264,Freude::N,goig,riemu
265,Freude::N,alegria,ilo
266,Freude::N,alegria,riemu
267,Gelächter::N,riallada,nauru
268,Glück::N,felicitat,onni
269,Kummer::N,pena,suru
270,Kummer::N,pena,murhe
271,Wunsch::N,desig,toive
272,Wunsch::N,desig,toivomus
273,Lust::N,ganes,himo
274,Geist::N,ment,henki
275,Geist::N,esperit,henki
276,Gedanke::N,pensament,aate
277,Gedanke::N,pensament,ajatus
278,Gedächtnis::N,memòria,muisti
279,Verstand::N,raó,äly
280,Verstand::N,raó,järki
281,Verstand::N,raó,ymmärrys
282,Verstand::N,seny,äly
283,Verstand::N,seny,järki
284,Verstand::N,seny,ymmärrys
285,Sinn::N,solta,merkitys
286,Sinn::N,sentit,merkitys
287,Grund::N,raó,syy
288,Grund::N,raó,peruste
289,Grund::N,causa,syy
290,Grund::N,causa,peruste
291,Wahrheit::N,veritāt,tosi
292,Wahrheit::N,veritāt,totuus
293,Gespräch::N,conversa,puhelu
294,Gespräch::N,conversa,keskustelu
295,Märchen::N,conte,satu
296,Erzählung::N,narració,tarina
297,Erzählung::N,narració,kertomus
298,Nachricht::N,missatge,tieto
299,Nachricht::N,missatge,ilmoitus
300,Neuigkeit::N,novetat,uutinen
301,Name::N,nom,nimi
302,Rätsel::N,endevinalla,arvoitus
303,Rede::N,discurs,puhe
304,Sprache::N,llēngua,kieli
305,Stimme::N,veu,ääni
306,Wort::N,mot,sana
307,Wort::N,paraula,sana
308,Zeichen::N,signe,merkki
309,Zeichen::N,senyal,merkki
310,Ruf::N,crida,kutsu
311,Lärm::N,sorōll,melu
312,Lärm::N,sorōll,hälinä
313,Laut::N,so,ääni
314,Ton::N,to,sävel
315,Lied::N,cançó,laulu
316,Ruhe::N,calma,lepo
317,Ruhe::N,calma,rauha
318,Ruhe::N,silenci,lepo
319,Ruhe::N,silenci,rauha
320,Leute::N,gent,väki
321,Leute::N,gent,ihmiset
322,Volk::N,poble,kansa
323,Arbeit::N,labor,työ
324,Arbeit::N,treball,työ
325,Gast::N,hoste,vieras
326,Geschenk::N,regal,lahja
327,Geschenk::N,obsequi,lahja
328,Spiel::N,joc,peli
329,Spiel::N,joc,leikki
330,Gesellschaft::N,companyia,seura
331,Hilfe::N,ajut,apu
332,Freund::N,amīc,ystävä
333,Kamerad::N,company,toveri
334,Kamerad::N,camarada,toveri
335,Angelegenheit::N,afer,asia
336,Angelegenheit::N,assumpte,asia
337,Anzahl::N,nombre,lukumäärä
338,Anzahl::N,quantitat,lukumäärä
339,Art::N,tipus,laji
340,Art::N,classe,laji
341,Stück::N,peça,pala
342,Stück::N,peça,kappale
343,Teil::N,part,osa
344,Hälfte::N,meitat,puoli
345,Kreis::N,cercle,ympyrä
346,Kreuz::N,creu,risti
347,Linie::N,línia,viiva
348,Strich::N,traç,piirto
349,Strich::N,ratlla,piirto
350,Abstand::N,distància,väli
351,Abstand::N,distància,väljyys
352,Entfernung::N,distància,etäisyys
353,Gegend::N,regió,seutu
354,Gegend::N,contrada,seutu
355,Platz::N,cabuda,tila
356,Ort::N,lloc,kohta
357,Ort::N,lloc,paikka
358,Seite::N,banda,sivu
359,Seite::N,banda,kylki
360,Seite::N,costāt,sivu
361,Seite::N,costāt,kylki
362,Mitte::N,mig,keskus
363,Mitte::N,mig,puoliväli
364,Mitte::N,centre,keskus
365,Mitte::N,centre,puoliväli
366,Gegenstand::N,objecte,kalu
367,Gegenstand::N,objecte,esine
368,Sache::N,cosa,asia
369,Rand::N,vora,ääri
370,Rand::N,vora,syrjä
371,Rand::N,marge,ääri
372,Rand::N,marge,syrjä
373,Kante::N,caire,särmä
374,Kante::N,cantell,särmä
375,Ecke::N,cantonada,nurkka
376,Spitze::N,punta,terä
377,Spitze::N,punta,kärki
378,Ende::N,cap,pää
379,Ende::N,cap,perä
380,Loch::N,forāt,kolo
381,Loch::N,forāt,reikä
382,Winkel::N,racó,kulma
383,Muster::N,dibuix,kuvio
384,Muster::N,disseny,kuvio
385,Größe::N,grandària,koko
386,Größe::N,grandària,suuruus
387,Länge::N,longitud,pituus
388,Höhe::N,altura,korkeus
389,Höhe::N,altitud,korkeus
390,Gewicht::N,pes,paino
391,Menge::N,quantitat,määrä
392,Haufen::N,pila,kasa
393,Reihe::N,fila,rivi
394,Boot::N,bot,vene
395,Boot::N,barca,vene
396,Ruder::N,rem,airo
397,Schlitten::N,trineu,reki
398,Schlitten::N,trineu,kelkka
399,Ski::N,esquí,suksi
400,Lagerfeuer::N,foc de campament,nuotio
401,Last::N,càrrega,kuorma
402,Gang::N,marxa,kulku
403,Gang::N,marxa,käynti
404,Schritt::N,pas,askel
405,Norden::N,nord,pohjoinen
406,Süden::N,sud,etelä
407,Westen::N,oest,länsi
408,Westen::N,occident,länsi
409,Osten::N,est,itä
410,Osten::N,orient,itä
411,Holz::N,fusta,puu
412,Brett::N,taula,lauta
413,Platte::N,placa,levy
414,Stütze::N,suport,noja
415,Stange::N,vara,tanko
416,Stock::N,pal,keppi
417,Stab::N,bastó,sauva
418,Stab::N,bastó,seiväs
419,Rohr::N,tub,putki
420,Haus::N,casa,talo
421,Heim::N,llar,koti
422,Ofen::N,estufa,uuni
423,Fußboden::N,terra,lattia
424,Tisch::N,taula,pöytä
425,Stuhl::N,cadira,tuoli
426,Wiege::N,bressol,kehto
427,Bett::N,llit,sänky
428,Regal::N,prestatgeria,hylly
429,Kiste::N,caixa,arkku
430,Kiste::N,caixa,kirstu
431,Kiste::N,caixa,laatikko
432,Fenster::N,finestra,ikkuna
433,Tür::N,porta,ovi
434,Tor::N,portal,portti
435,Zaun::N,tanca,aita
436,Dach::N,teulada,katto
437,Leiter::N,escala,tikkaat
438,Leiter::N,escala,tikapuut
439,Leiter::N,escala de mà,tikkaat
440,Leiter::N,escala de mà,tikapuut
441,Besen::N,escombra,luuta
442,Spaten::N,pala,lapio
443,Schaufel::N,pala,lapio
444,Gabel::N,forquilla,haarukka
445,Löffel::N,cullera,lusikka
446,Messer::N,coltell,veitsi
447,Nagel::N,clau,naula
448,Netz::N,filat,verkko
449,Haken::N,ganxo,haka
450,Haken::N,ganxo,koukku
451,Griff::N,puny,ripa
452,Griff::N,puny,kahva
453,Griff::N,mànec,ripa
454,Griff::N,mànec,kahva
455,Schloss::N,pany,lukko
456,Bild::N,imatge,kuva
457,Figur::N,figura,kuvio
458,Puppe::N,nina,nukke
459,Beutel::N,bossa,pussi
460,Bündel::N,feix,nippu
461,Bündel::N,feix,kimppu
462,Bündel::N,paquet,nippu
463,Bündel::N,paquet,kimppu
464,Tasche::N,bossa,laukku
465,Eimer::N,galleda,sanko
466,Eimer::N,galleda,ämpäri
467,Deckel::N,tapa,kansi
468,Deckel::N,tapadora,kansi
469,Geschirr::N,vaixella,astia
470,Sack::N,sac,säkki
471,Sack::N,saca,säkki
472,Tasse::N,tassa,kuppi
473,Topf::N,pot,pata
474,Topf::N,olla,pata
475,Kessel::N,caldera,kattila
476,Essen::N,àpat,syönti
477,Essen::N,menjada,syönti
478,Nahrung::N,aliment,ruoka
479,Nahrung::N,aliment,ravinto
480,Speise::N,plat,ruoka
481,Fleisch::N,carn,liha
482,Getreide::N,cereals,vilja
483,Brei::N,puré,puuro
484,Brot::N,pa,leipä
485,Scheibe::N,tall,viipale
486,Scheibe::N,llesca,viipale
487,Fett::N,greix,rasva
488,Butter::N,mantega,voi
489,Öl::N,oli,öljy
490,Salz::N,sal,suola
491,Suppe::N,sopa,keitto
492,Honig::N,mel,hunaja
493,Milch::N,llet,maito
494,Tee::N,te,tee
495,Leder::N,cuir,nahka
496,Wolle::N,llana,villa
497,Stoff::N,tela,kangas
498,Nadel::N,agulla,neula
499,Faden::N,fil,lanka
500,Knopf::N,botó,nappi
501,Knoten::N,nus,solmu
502,Farbe::N,pintura,maali
503,Kleidung::N,roba,vaatteet
504,Kleidung::N,vestits,vaatteet
505,Hemd::N,camisa,paita
506,Kragen::N,coll,kaulus
507,Ärmel::N,màniga,hiha
508,Hose::N,pantalōns,housut
509,Gürtel::N,cinturó,vyö
510,Mütze::N,gorra,lakki
511,Schuh::N,sabata,kenkä
512,Stiefel::N,bota,saapas
513,Ring::N,anell,sormus
514,Band::N,veta,nauha
515,Band::N,cinta,nauha
516,Kamm::N,pinta,kampa
517,Spiegel::N,mirāll,peili
518,Riemen::N,corretja,hihna
519,Schnur::N,corda,naru
520,Schnur::N,corda,nuora
521,Leine::N,corretja,talutushihna
522,Decke::N,manta,peite
523,Decke::N,flassada,peite
524,Kissen::N,coixí,tyyny
525,Kissen::N,coixí,pielus
526,Tuch::N,mocador,huivi
527,Handtuch::N,tovallola,pyyheliina
528,Kraft::N,força,väki
529,Kraft::N,força,voima
530,Stärke::N,vigor,vahvuus
531,Gesundheit::N,salut,terveys
532,Krankheit::N,malaltia,tauti
533,Krankheit::N,malaltia,sairaus
534,Schmerz::N,dolor,kipu
535,Schmerz::N,dolor,särky
536,Wunde::N,ferida,haava
537,Fieber::N,febre,kuume
538,Arznei::N,medicament,lääke
539,Brücke::N,pont,silta
540,Brunnen::N,pou,kaivo
541,Weide::N,pastura,laidun
542,Pfad::N,senda,polku
543,Pfad::N,sender,polku
544,Weg::N,camí,tie
545,Straße::N,carretera,katu
546,Dorf::N,poble,kylä
547,Stadt::N,ciutāt,kaupunki
548,Brief::N,carta,kirje
549,Buch::N,llibre,kirja
550,Buchstabe::N,lletra,kirjain
551,Zeitung::N,diāri,lehti
552,Zeitung::N,diāri,sanomalehti
553,Leben::N,vida,elo
554,Leben::N,vida,elämä
555,Tod::N,mort,kuolema
556,Grab::N,tomba,hauta
557,Kirche::N,església,kirkko
558,Sünde::N,pecat,synti
559,Gott::N,déu,jumala
560,Arbeiter::N,obrer,työläinen
561,Chef::N,cap,päällikkö
562,Meister::N,mestre,mestari
563,Arzt::N,metge,lääkäri
564,Lehrer::N,mestre,opettaja
565,Geld::N,dinērs,raha
566,Geschäft::N,negoci,liike
567,Laden::N,tenda,puoti
568,Laden::N,tenda,kauppa
569,Laden::N,botiga,puoti
570,Laden::N,botiga,kauppa
571,Preis::N,preu,hinta
572,Ware::N,mercaderia,tavara
573,Nutzen::N,profit,hyöty
574,Reichtum::N,riquesa,rikkaus
575,Welt::N,món,maailma
576,Land::N,país,maa
577,Staat::N,estat,valtio
578,König::N,rei,kuningas
579,Macht::N,poder,mahti
580,Macht::N,potència,mahti
581,Grenze::N,frontera,raja
582,Krieg::N,guerra,sota
583,Feind::N,enemic,vihollinen
584,Gewalt::N,violència,väkivalta
585,Kampf::N,lluita,taistelu
586,Bogen[Waffe]::N,arc,jousi
587,Pfeil::N,fletxa,nuoli
588,Gewehr::N,fusell,kivääri
589,Gewehr::N,escopeta,kivääri
590,Fehler::N,falta,vika
591,Fehler::N,falta,virhe
592,Lüge::N,mentida,valhe
593,Schaden::N,dany,vaurio
594,Schaden::N,dany,vahinko
595,Unglück::N,desgràcia,vahinko
596,Unglück::N,desgràcia,onnettomuus
597,Schuld::N,culpa,syy
598,Alter::N,edat,ikä
599,Schluss::N,fi,loppu
600,Schluss::N,final,loppu
601,Zeit::N,temps,aika
602,Tag::N,dia,päivä
603,Morgen::N,matí,aamu
604,Morgen::N,matí,huomen
605,Mittag::N,migdia,keskipäivä
606,Abend::N,vespre,ilta
607,Nacht::N,nit,yö
608,Woche::N,setmana,viikko
609,Monat::N,mes,kuukausi
610,Jahr::N,any,vuosi
611,Frühling::N,primavera,kevät
612,Sommer::N,estīu,kesä
613,Herbst::N,tardor,syksy
614,Winter::N,hivērn,talvi
615,Januar::N,gener,tammikuu
616,Februar::N,febrer,helmikuu
617,März::N,març,maaliskuu
618,April::N,abril,huhtikuu
619,Mai::N,maig,toukokuu
620,Juni::N,juny,kesäkuu
621,Juli::N,juliol,heinäkuu
622,August::N,agost,elokuu
623,September::N,setembre,syyskuu
624,Oktober::N,octubre,lokakuu
625,November::N,novembre,marraskuu
626,Dezember::N,desembre,joulukuu
627,Montag::N,dilluns,maanantai
628,Dienstag::N,dimarts,tiistai
629,Mittwoch::N,dimecres,keskiviikko
630,Donnerstag::N,dijous,torstai
631,Freitag::N,divendres,perjantai
632,Samstag::N,dissabte,lauantai
633,Sonntag::N,diumenge,sunnuntai
634,groß::A,gros,iso
635,groß::A,gros,suuri
636,klein::A,petīt,pieni
637,lang::A,llarg,pitkä
638,kurz::A,curt,lyhyt
639,breit::A,ample,leveä
640,schmal::A,estret,kapea
641,dicht::A,dens,taaja
642,dick[Gegenstand]::A,gruixūt,paksu
643,dünn::A,prim,ohut
644,fein::A,fi,hieno
645,fest::A,ferm,luja
646,fest::A,sòlid,luja
647,flach::A,pla,litteä
648,flach::A,pla,tasainen
649,glatt::A,llis,sileä
650,glatt::A,llis,siloinen
651,hart::A,dur,kova
652,weich::A,tou,pehmeä
653,rund::A,rodó,pyöreä
654,spitz::A,punxegut,terävä
655,scharf::A,agut,terävä
656,stumpf::A,rom,tylsä
657,stumpf::A,esmussat,tylsä
658,schwer::A,pesāt,raskas
659,schwer::A,pesāt,painava
660,schön::A,bonīc,kaunis
661,heiß::A,calēnt,kuuma
662,warm::A,càlid,lämmin
663,kalt::A,fred,kylmä
664,kalt::A,fred,viluinen
665,kühl::A,fresc,viileä
666,frisch::A,fresc,tuore
667,feucht::A,humit,kostea
668,nass::A,mullat,märkä
669,trocken::A,sec,kuiva
670,voll::A,ple,täysi
671,leer::A,buit,tyhjä
672,offen::A,obert,avonainen
673,geschlossen::A,tancat,suljettu
674,sauber::A,net,puhdas
675,schmutzig::A,brut,likainen
676,roh::A,cru,raaka
677,reif::A,madur,kypsä
678,lecker::A,deliciós,herkullinen
679,süß::A,dolç,makea
680,bitter::A,amarg,karvas
681,bitter::A,amarg,kitkerä
682,sauer::A,agre,hapan
683,hell::A,clar,kirkas
684,hell::A,clar,valoisa
685,dunkel::A,fosc,pimeä
686,schwarz::A,negre,musta
687,weiß::A,blanc,valkea
688,rot::A,vermēll,punainen
689,gelb::A,groc,keltainen
690,blau::A,blau,sininen
691,grün::A,verd,vihreä
692,grau::A,gris,harmaa
693,bunt::A,multicolor,kirjava
694,billig::A,barat,halpa
695,billig::A,barat,huokea
696,teuer::A,car,kallis
697,wertvoll::A,preciós,arvokas
698,blind::A,cec,sokea
699,taub::A,sord,kuuro
700,kräftig::A,fort,väkevä
701,kräftig::A,fort,voimakas
702,kräftig::A,vigorós,väkevä
703,kräftig::A,vigorós,voimakas
704,stark::A,fort,vahva
705,schwach::A,feble,heikko
706,fett::A,gras,lihava
707,schlank::A,esvelt,hoikka
708,schlank::A,esvelt,solakka
709,hübsch::A,maco,soma
710,hübsch::A,maco,sievä
711,böse::A,dolent,paha
712,böse::A,dolent,häijy
713,dumm::A,ximple,tyhmä
714,dumm::A,ximple,typerä
715,dumm::A,estúpid,tyhmä
716,dumm::A,estúpid,typerä
717,faul::A,gandūl,laiska
718,faul::A,mandrós,laiska
719,fleißig::A,diligēnt,ahkera
720,geizig::A,avar,saita
721,klug::A,intel·ligent,älykäs
722,geschickt::A,hàbil,taitava
723,lieb::A,amat,rakas
724,lieb::A,estimat,rakas
725,lustig::A,alegre,hauska
726,lustig::A,alegre,iloinen
727,sanft::A,suau,lauha
728,sanft::A,suau,lempeä
729,hungrig::A,afamat,nälkäinen
730,krank::A,malālt,sairas
731,nackt::A,nu,alaston
732,traurig::A,trist,surullinen
733,traurig::A,trist,murheellinen
734,lebendig::A,viu,elävä
735,gut::A,bo,hyvä
736,schlecht::A,dolēnt,paha
737,schlecht::A,dolēnt,huono
738,richtig::A,just,oikea
739,richtig::A,correcte,oikea
740,schlimm::A,greu,paha
741,wahr::A,vertader,tosi
742,wahr::A,veritable,tosi
743,alt::A,vell,vanha
744,neu::A,nou,uusi
745,ehemalig::A,antic,entinen
746,ehemalig::A,antic,muinainen
747,alt[Lebewesen]::A,vell,vanha
748,jung::A,jove,nuori
749,arm::A,pobre,köyhä
750,reich::A,ric,rikas
751,bekannt::A,conegut,tuttu
752,bekannt::A,conegut,tunnettu
753,berühmt::A,famós,kuuluisa
754,fremd::A,estrany,vieras
755,verschieden::A,diferent,eri
756,verschieden::A,diferent,erilainen
757,nah::A,pròxim,läheinen
758,fern::A,llunyà,etäinen
759,fern::A,distant,etäinen
760,linker::A,esquerre,vasen
761,rechter::A,dret,oikea
762,anderer::A,altre,muu
763,anderer::A,altre,toinen
764,erster::A,primer,ensimmäinen
765,zweiter::A,segon,toinen
766,dritter::A,tercer,kolmas
767,letzter::A,últim,viimeinen
768,allein::ADV,sol,yksin
769,auf einmal::ADV,d'una vegada,yhdellä kertaa
770,zusammen::ADV,junt,yhdessä
771,lange::ADV,molt de temps,kauan
772,lange::ADV,molt de temps,pitkään
773,plötzlich::ADV,de cop,äkkiä
774,plötzlich::ADV,de sobte,äkkiä
775,sofort::ADV,de seguida,heti
776,später::ADV,més tard,myöhemmin
777,jetzt::ADV,ara,nyt
778,heute::ADV,avūi,tänään
779,morgen::ADV,demà,huomenna
780,bald::ADV,aviāt,pian
781,dann::ADV,després,sitten
782,gestern::ADV,ahir,eilen
783,einst::ADV,anteriorment,aikanaan
784,damals::ADV,llavōrs,silloin
785,damals::ADV,llavōrs,siihen aikaan
786,damals::ADV,aleshores,silloin
787,damals::ADV,aleshores,siihen aikaan
788,danach::ADV,després,sen jälkeen
789,vorher::ADV,abāns,ennen
790,zuerst::ADV,primer,ensin
791,zuerst::ADV,primer,ensiksi
792,einmal::ADV,una vegada,kerran
793,manchmal::ADV,de vegades,joskus
794,oft::ADV,sovint,usein
795,immer::ADV,sempre,aina
796,niemals::ADV,no ... mai,ei koskaan
797,hier::ADV,aquí,tässä
798,hier::ADV,aquí,täällä
799,hierhin::ADV,per aquí,tähän
800,von hier::ADV,des d'aquí,tästä
801,von hier::ADV,des d'aquí,täältä
802,dort::ADV,allí,siinä
803,dort::ADV,allí,siellä
804,dorthin::ADV,hi,sinne
805,dorthin::ADV,hi,tuonne
806,geradeaus::ADV,tot dret,suoraan
807,vorwärts::ADV,endavānt,eteenpäin
808,rückwärts::ADV,endarrera,taaksepäin
809,zurück::ADV,darrere,takaisin
810,unten::ADV,a baix,alhaalla
811,hinab::ADV,cap avall,alas
812,oben::ADV,dalt,ylhäällä
813,hinauf::ADV,cap amunt,ylös
814,überall::ADV,pertot,kaikkialla
815,überall::ADV,per tot arreu,kaikkialla
816,nicht::ADV,no,ei
817,ein wenig::ADV,una mica,vähän
818,kaum::ADV,a penes,tuskin
819,sehr::ADV,molt,kovin
820,sehr::ADV,molt,oikein
821,so::ADV,així,näin
822,noch::ADV,encara,vielä
823,nur::ADV,només,vain
824,nur::ADV,només,ainoastaan
825,schon::ADV,ja,jo
826,wieder::ADV,de nou,taas
827,wieder::ADV,de nou,jälleen
828,vergebens::ADV,en va,turhaan
829,vor::PRP,davānt,edessä
830,vor::PRP,enfront de,edessä
831,hinter::PRP,darrera,takana
832,unter::PRP,sota,alla
833,durch::PRP,per,läpi
834,durch::PRP,per,kautta
835,neben::PRP,al costāt de,vieressä
