,Concept_ID,kk,cy
275,Ehefrau::N,зайып,gwraig
276,Freude::N,қуаныш,gorfoledd
277,Freude::N,сүйініш,gorfoledd
278,Freude::N,шат-думан,gorfoledd
279,Freude::N,қуаныштылық,gorfoledd
280,Gelächter::N,күлу,chwerthin
281,Glück::N,бақыт,hapusrwydd
282,Glück::N,бақыттылық,hapusrwydd
283,Kummer::N,аза,galar
284,Kummer::N,қайғы,galar
285,Kummer::N,қасырет,galar
286,Wunsch::N,мүдде,dymuniad
287,Lust::N,тәбет,chwant
288,Lust::N,ынтызар,chwant
289,Lust::N,құштарлық,chwant
290,Geist::N,рух,ysbryd
291,Gedanke::N,ой,meddwl
292,Gedächtnis::N,ес,cof
293,Gedächtnis::N,жады,cof
294,Gedächtnis::N,ақыл-ес,cof
295,Verstand::N,ақыл,meddwl
296,Verstand::N,парасат,meddwl
297,Sinn::N,мән,ystyr
298,Sinn::N,маныз,ystyr
299,Sinn::N,мағына,ystyr
300,Sinn::N,мән-мағына,ystyr
301,Grund::N,себеп,achos
302,Grund::N,себеп,rheswm
303,Wahrheit::N,рас,gwir
304,Wahrheit::N,рас,gwirionedd
305,Gespräch::N,әңгіме,sgwrs
306,Märchen::N,ертеп,chwedl werin
307,Märchen::N,ертек,chwedl werin
308,Erzählung::N,әңгіме,stori
309,Nachricht::N,хабар,neges
310,Neuigkeit::N,жаңалық,newydd
311,Name::N,ат,enw
312,Name::N,атау,enw
313,Rätsel::N,жұмбақ,pos
314,Rede::N,сөз,araith
315,Sprache::N,тіл,iaith
316,Stimme::N,үн,llais
317,Stimme::N,әуен,llais
318,Stimme::N,дауыс,llais
319,Wort::N,сөз,gair
320,Zeichen::N,ишара,arwydd
321,Ruf::N,айғай,galwad
322,Lärm::N,айғай-шу,trwst
323,Lärm::N,айғай-ұйғай,trwst
324,Laut::N,дыбыс,sain
325,Laut::N,дауыс,sain
326,Ton::N,әуен,tôn
327,Lied::N,ән,cân
328,Lied::N,жыр,cân
329,Lied::N,ән-жыр,cân
330,Ruhe::N,тыныштық,tawelwch
331,Leute::N,кісілер,pobl
332,Volk::N,халық,pobl
333,Arbeit::N,еңбек,gwaith
334,Gast::N,қонақ,gwestai
335,Gast::N,мейман,gwestai
336,Geschenk::N,қадия,rhodd
337,Geschenk::N,қадия,anrheg
338,Spiel::N,ойын,chwarae
339,Gesellschaft::N,қауым,cwmni
340,Gesellschaft::N,жұртшылық,cwmni
341,Hilfe::N,жэрдем,cymorth
342,Freund::N,дос,cyfaill
343,Kamerad::N,дос-жар,cydymaith
344,Angelegenheit::N,жұмыс,pwnc
345,Anzahl::N,сан,cyfrif
346,Anzahl::N,саны,cyfrif
347,Art::N,түр,bath
348,Stück::N,тілім,darn
349,Teil::N,үлес,rhan
350,Teil::N,бөлшек,rhan
351,Hälfte::N,жарты,hanner
352,Kreis::N,шеңбер,cylch
353,Kreuz::N,крест,croes
354,Linie::N,сызық,llinell
355,Strich::N,сызық,strôc
356,Strich::N,сызық,trawiad
357,Abstand::N,ара,bwlch
358,Abstand::N,ара,pellter
359,Abstand::N,аралық,bwlch
360,Abstand::N,аралық,pellter
361,Entfernung::N,аралық,pellter
362,Gegend::N,өңір,cylch
363,Platz::N,орны,lle
364,Ort::N,орын,lle
365,Seite::N,жақ,ochr
366,Seite::N,бүйір,ochr
367,Mitte::N,ортасы,canol
368,Gegenstand::N,зат,eitem
369,Gegenstand::N,нәрсе,eitem
370,Sache::N,бұйым,peth
371,Rand::N,шет,cwr
372,Rand::N,шет,ymyl
373,Rand::N,шеті,cwr
374,Rand::N,шеті,ymyl
375,Kante::N,қыр,min
376,Kante::N,қыр,ymyl
377,Kante::N,қыры,min
378,Kante::N,қыры,ymyl
379,Ecke::N,қыры,cornel
380,Ecke::N,бұрыш,cornel
381,Spitze::N,ұшы,blaen
382,Ende::N,аяқ,pen
383,Ende::N,соңы,pen
384,Loch::N,тесік,twll
385,Winkel::N,мүйіс,congl
386,Muster::N,мәнер,patrwm
387,Größe::N,ауқым,maint
388,Größe::N,ауқым,maintioli
389,Größe::N,көлемдік,maint
390,Größe::N,көлемдік,maintioli
391,Länge::N,бой,hyd
392,Länge::N,ұзындық,hyd
393,Höhe::N,жоғарылық,uchder
394,Höhe::N,биіктік,uchder
395,Gewicht::N,салмақ,pwysau
396,Menge::N,мөлшер,swm
397,Menge::N,мөлшер,maint
398,Haufen::N,үйме,pentwr
399,Haufen::N,үйінді,pentwr
400,Reihe::N,сап,rhes
401,Boot::N,қайық,cwch
402,Ruder::N,ескек,rhwyf
403,Schlitten::N,шана,sled
404,Schlitten::N,шана,car llusg
405,Ski::N,шаңғы,sgi
406,Lagerfeuer::N,алау,coelcerth
407,Last::N,ауырлық,llwyth
408,Last::N,ауыр зат,llwyth
409,Gang::N,жүріс,tro
410,Schritt::N,адым,cam
411,Norden::N,солтүстік,gogledd
412,Norden::N,терістік,gogledd
413,Süden::N,оңтүстік,de
414,Westen::N,батыс,gorllewin
415,Osten::N,күншығыс,dwyrain
416,Holz::N,ағаш,pren
417,Holz::N,сүрек,pren
418,Brett::N,тақта,bwrdd
419,Brett::N,тақта,astell
420,Platte::N,тақта,llech
421,Stütze::N,тіреу,ateg
422,Stütze::N,тіреу,cynhalydd
423,Stange::N,қада,polyn
424,Stock::N,сойыл,ffon
425,Stock::N,сойыл,brigyn
426,Stab::N,сырық,ffon
427,Rohr::N,құбыр,pibell
428,Haus::N,үй,tŷ
429,Heim::N,үйлі,cartref
430,Heim::N,шаңырақ,cartref
431,Ofen::N,ошақ,stof
432,Ofen::N,пеш,stof
433,Fußboden::N,еден,llawr
434,Tisch::N,үстел,bwrdd
435,Stuhl::N,орындық,cadair
436,Wiege::N,бесік,crud
437,Bett::N,кереует,gwely
438,Regal::N,сөре,silff
439,Kiste::N,жәшік,bocs
440,Kiste::N,жәшік,blwch
441,Fenster::N,терезе,ffenestr
442,Tür::N,есік,drws
443,Tor::N,дарбаза,porth
444,Zaun::N,дуал,ffens
445,Dach::N,шатыр,to
446,Leiter::N,саты,ysgol
447,Leiter::N,басқыш,ysgol
448,Besen::N,сыпырғыш,ysgub
449,Spaten::N,күрек,rhaw
450,Schaufel::N,қалақ,rhaw
451,Gabel::N,аша,fforc
452,Gabel::N,шанышқы,fforc
453,Löffel::N,қасық,llwy
454,Messer::N,пышақ,cyllell
455,Nagel::N,мық,hoel
456,Nagel::N,шеге,hoel
457,Netz::N,керегекөз,gwe
458,Netz::N,керегекөз,rhwyd
459,Haken::N,ілмек,bach
460,Griff::N,сап,carn
461,Griff::N,тұтқа,carn
462,Schloss::N,құлып,clo
463,Schloss::N,бекіткіш,clo
464,Bild::N,сурет,llun
465,Bild::N,сурет,pictiwr
466,Figur::N,тұлға,ffigur
467,Puppe::N,қуыршақ,dol
468,Beutel::N,қапшық,cwd
469,Bündel::N,байлам,bwndel
470,Bündel::N,байлам,coflaid
471,Tasche::N,дорба,cod
472,Eimer::N,шелек,bwced
473,Eimer::N,шелек,cunnog
474,Deckel::N,жапқыш,caead
475,Geschirr::N,ыдыс,llestri
476,Sack::N,қап,sach
477,Tasse::N,шыныаяқ,cwpan
478,Topf::N,кәстрөл,pot
479,Topf::N,кәстрөл,crochan
480,Kessel::N,қазан,tegell
481,Essen::N,ас,pryd o fwyd
482,Nahrung::N,ас,bwyd
483,Nahrung::N,тамақ,bwyd
484,Speise::N,тағам,saig
485,Fleisch::N,ет,cig
486,Getreide::N,дәнді,ŷd
487,Getreide::N,дәнді,llafur
488,Brei::N,ботқа,uwd
489,Brot::N,күлше,bara
490,Scheibe::N,тілім,tafell
491,Fett::N,май,saim
492,Fett::N,май,braster
493,Butter::N,май,ymenyn
494,Öl::N,май,olew
495,Salz::N,тұз,halen
496,Suppe::N,көже,cawl
497,Honig::N,бал,mêl
498,Milch::N,сүт,llaeth
499,Milch::N,сүт,llefrith
500,Tee::N,шай,te
501,Leder::N,көн,lledr
502,Wolle::N,жүн,gwlân
503,Stoff::N,мата,lliain
504,Stoff::N,мата,brethyn
505,Stoff::N,кездеме,lliain
506,Stoff::N,кездеме,brethyn
507,Nadel::N,ине,nodwydd
508,Faden::N,жіп,edau
509,Faden::N,жіп,edefyn
510,Knopf::N,түйме,botwm
511,Knoten::N,түйін,cwlwm
512,Farbe::N,рең,paent
513,Kleidung::N,киім,dillad
514,Kleidung::N,киім,gwisgoedd
515,Hemd::N,жейде,crys
516,Kragen::N,жаға,coler
517,Ärmel::N,жең,llawes
518,Hose::N,шалбар,trowsus
519,Gürtel::N,белбеу,gwregys
520,Mütze::N,қалпақ,cap
521,Schuh::N,кебіс,esgid
522,Stiefel::N,етік,botasen
523,Ring::N,жүзік,modrwy
524,Band::N,таспа,rhuban
525,Kamm::N,тарақ,crib
526,Spiegel::N,айна,drych
527,Riemen::N,қайыс,strap
528,Schnur::N,жіп,llinyn
529,Leine::N,тізгін,tennyn
530,Decke::N,көрпе,blanced
531,Decke::N,көрпе,gwrthban
532,Kissen::N,жастық,clustog
533,Kissen::N,жастық,gobennydd
534,Tuch::N,орамал,sgarff
535,Handtuch::N,сүлгі,tywel
536,Handtuch::N,сүлгі,lliain sychu
537,Kraft::N,қуат,grym
538,Kraft::N,қарқын,grym
539,Kraft::N,әл-шама,grym
540,Kraft::N,әл-дәрмен,grym
541,Stärke::N,әл,nerth
542,Stärke::N,әл,cryfder
543,Stärke::N,күш,nerth
544,Stärke::N,күш,cryfder
545,Gesundheit::N,денсаулык,iechyd
546,Krankheit::N,ауру,afiechyd
547,Krankheit::N,ауру,anhwylder
548,Schmerz::N,ауру,poen
549,Schmerz::N,ауру,gwayw
550,Wunde::N,зақым,clwyf
551,Wunde::N,жарақат,clwyf
552,Fieber::N,безгек,twymyn
553,Fieber::N,қалтырау,twymyn
554,Fieber::N,қызу көтерілуі,twymyn
555,Arznei::N,дәрі,meddyginiaeth
556,Arznei::N,дәрі-дәрмек,meddyginiaeth
557,Brücke::N,көпір,pont
558,Brunnen::N,құдық,ffynnon
559,Weide::N,өріс,porfa
560,Weide::N,жайылым,porfa
561,Pfad::N,жол,llwybr
562,Weg::N,жол,ffordd
563,Straße::N,жол,heol
564,Straße::N,жол,ffordd
565,Dorf::N,ауыл,pentref
566,Stadt::N,қала,tref
567,Stadt::N,шаһар,tref
568,Brief::N,хат,llythyr
569,Brief::N,жазу,llythyr
570,Buch::N,кітап,llyfr
571,Buchstabe::N,әріп,llythyren
572,Buchstabe::N,қаріп,llythyren
573,Zeitung::N,газет,papur newydd
574,Leben::N,өмір,bywyd
575,Leben::N,тіршілік,bywyd
576,Tod::N,опат,marwolaeth
577,Grab::N,мола,bedd
578,Grab::N,мазар,bedd
579,Kirche::N,шіркеу,eglwys
580,Sünde::N,күнә,pechod
581,Gott::N,алла,duw
582,Gott::N,құдай,duw
583,Gott::N,тәңірі,duw
584,Gott::N,пәруардігер,duw
585,Gott::N,жаратқан тәңірі,duw
586,Arbeiter::N,жүмысшы,gweithiwr
587,Chef::N,басшы,pennaeth
588,Chef::N,жұмыс басқарушысы,pennaeth
589,Meister::N,шебер,meistr
590,Meister::N,өнерпаз,meistr
591,Arzt::N,дәрігер,meddyg
592,Lehrer::N,мұғалім,athro
593,Geld::N,пұл,pres
594,Geld::N,пұл,arian
595,Geschäft::N,бизнес,busnes
596,Laden::N,дүкен,siop
597,Preis::N,ақы,pris
598,Preis::N,құны,pris
599,Preis::N,нарық,pris
600,Ware::N,тауар,nwydd
601,Nutzen::N,пайда,elw
602,Nutzen::N,пайда,budd
603,Reichtum::N,бақ-дәулет,cyfoeth
604,Welt::N,әлем,byd
605,Welt::N,жиһан,byd
606,Land::N,аймақ,gwlad
607,Staat::N,мемлекет,gwladwriaeth
608,König::N,патша,brenin
609,Macht::N,өкімет,grym
610,Macht::N,өкімет,awdurdod
611,Macht::N,қожалық,grym
612,Macht::N,қожалық,awdurdod
613,Grenze::N,шек,ffin
614,Grenze::N,шек,goror
615,Krieg::N,соғыс,rhyfel
616,Feind::N,жау,gelyn
617,Feind::N,дұшпан,gelyn
618,Gewalt::N,зорлык,ffyrnigrwydd
619,Gewalt::N,зорлық-зомбылык,ffyrnigrwydd
620,Kampf::N,күрес,brwydr
621,Kampf::N,алыспақ,brwydr
622,Bogen[Waffe]::N,саржа,bwa
623,Pfeil::N,жебе,saeth
624,Gewehr::N,қару,dryll
625,Fehler::N,әбес,gwall
626,Fehler::N,әбес,camgymeriad
627,Fehler::N,қаталық,gwall
628,Fehler::N,қаталық,camgymeriad
629,Lüge::N,өтірік,celwydd
630,Lüge::N,өтірік,anwiredd
631,Schaden::N,зиян,niwed
632,Schaden::N,зиян,difrod
633,Schaden::N,зарар,niwed
634,Schaden::N,зарар,difrod
635,Unglück::N,пәле,anffawd
636,Unglück::N,қасырет,anffawd
637,Unglück::N,ауыртпалық,anffawd
638,Schuld::N,айыптылық,bai
639,Alter::N,жас,oed
640,Alter::N,жас шамасы,oed
641,Schluss::N,ада,diwedd
642,Schluss::N,бітуі,diwedd
643,Zeit::N,уақыт,amser
644,Tag::N,күн,dydd
645,Tag::N,күн,diwrnod
646,Morgen::N,таң,bore
647,Morgen::N,таңертең,bore
648,Mittag::N,талтүс,nawn
649,Abend::N,кеш,noswaith
650,Nacht::N,түн,nos
651,Woche::N,апта,wythnos
652,Monat::N,ай,mis
653,Jahr::N,жыл,blwyddyn
654,Frühling::N,көктем,gwanwyn
655,Sommer::N,жаз,haf
656,Herbst::N,күз,hydref
657,Winter::N,қыс,gaeaf
658,Januar::N,каңтар,Ionawr
659,Februar::N,ақпан,Chwefror
660,März::N,наурыз,Mawrth
661,April::N,сәуір,Ebrill
662,Mai::N,мамыр,Mai
663,Juni::N,маусым,Mehefin
664,Juli::N,шілде,Gorffennaf
665,August::N,сүмбіле,Awst
666,August::N,тамыз,Awst
667,September::N,қыркүйек,Medi
668,Oktober::N,ақырап,Hydref
669,November::N,қараша,Tachwedd
670,Dezember::N,желтоқсан,Rhagfyr
671,Montag::N,дүйсенбі,dydd Llun
672,Dienstag::N,сейсенбі,dydd Mawrth
673,Mittwoch::N,сәрсенбі,dydd Mercher
674,Donnerstag::N,бейсенбі,dydd Iau
675,Freitag::N,жұма,dydd Gwener
676,Samstag::N,сенбі,dydd Sadwrn
677,Sonntag::N,жексембі,dydd Sul
678,groß::A,алпамсадай,mawr
679,klein::A,кішкене,bach
680,klein::A,қарғадай,bach
681,lang::A,сопақ,hir
682,lang::A,сорайған,hir
683,kurz::A,кеспелтек,byr
684,kurz::A,кеспелтек,cwta
685,breit::A,айдынды,llydan
686,schmal::A,қысық,cul
687,dicht::A,жиі,dwys
688,dick[Gegenstand]::A,шомбал,trwchus
689,dünn::A,жұқа,tenau
690,dünn::A,жіңішке,tenau
691,fein::A,қаңылтақ,main
692,fest::A,берік,cadarn
693,fest::A,мызғымас,cadarn
694,flach::A,жалпак,gwastad
695,glatt::A,типыл,llyfn
696,hart::A,қатты,caled
697,weich::A,жұмсақ,meddal
698,rund::A,домалақ,crwn
699,spitz::A,үшкір,pigfain
700,scharf::A,сүйрік,miniog
701,stumpf::A,доғал,pŵl
702,stumpf::A,өтпейтін,pŵl
703,schwer::A,салмақты,trwm
704,schön::A,сұлу,teg
705,schön::A,сұлу,hardd
706,schön::A,сұлу,prydferth
707,heiß::A,ыссы,poeth
708,warm::A,жылы,twym
709,warm::A,жылы,cynnes
710,kalt::A,аязды,oer
711,kühl::A,салқын,oeraidd
712,frisch::A,таза,iach
713,frisch::A,жаңа,iach
714,feucht::A,нам,llaith
715,feucht::A,дымқылды,llaith
716,nass::A,сулы,gwlyb
717,trocken::A,құрғақ,sych
718,voll::A,толы,llawn
719,leer::A,бос,gwag
720,offen::A,ашып қойылған,agored
721,geschlossen::A,жабулы,caead
722,geschlossen::A,жабулы,caeëdig
723,sauber::A,дақсыз,glân
724,sauber::A,мұнтаздай,glân
725,schmutzig::A,айғыз,budr
726,schmutzig::A,айғыз,brwnt
727,schmutzig::A,сатпақ,budr
728,schmutzig::A,сатпақ,brwnt
729,schmutzig::A,сатал-сатал,budr
730,schmutzig::A,сатал-сатал,brwnt
731,roh::A,шикі,amrwd
732,reif::A,піскен,aeddfed
733,lecker::A,дәмді,blasus
734,lecker::A,дәмді,danteithiol
735,süß::A,тәтті,melys
736,bitter::A,ащы,chwerw
737,sauer::A,қышқыл,sur
738,hell::A,жарық,disglair
739,hell::A,жарқын,disglair
740,dunkel::A,қараңғы,tywyll
741,schwarz::A,қара,du
742,weiß::A,ақ,gwyn
743,rot::A,қызыл,coch
744,gelb::A,сары,melyn
745,blau::A,көк,glas
746,grün::A,жасыл,gwyrdd
747,grau::A,бозамық,llwyd
748,bunt::A,алабажак,lliwgar
749,billig::A,арзан,rhad
750,teuer::A,бағалы,drud
751,wertvoll::A,құнды,gwerthfawr
752,wertvoll::A,қымбат,gwerthfawr
753,blind::A,көзсіз,dall
754,blind::A,көр,dall
755,blind::A,көр_соқыр,dall
756,taub::A,керең,byddar
757,taub::A,саңырау,byddar
758,kräftig::A,қуатты,nerthol
759,kräftig::A,қуатты,grymus
760,kräftig::A,қарымды,nerthol
761,kräftig::A,қарымды,grymus
762,stark::A,білекті,cryf
763,stark::A,білекті,cadarn
764,schwach::A,әлсіз,gwan
765,schwach::A,күшсіз,gwan
766,schwach::A,қайратсыз,gwan
767,fett::A,семіз,tew
768,schlank::A,ашаң,main
769,hübsch::A,ажарлы,tlws
770,hübsch::A,шырайлы,tlws
771,böse::A,өш,drwg
772,böse::A,сұм,drwg
773,böse::A,жауыз,drwg
774,dumm::A,көкми,twp
775,dumm::A,ақымақ,twp
776,dumm::A,миы жоқ,twp
777,faul::A,жалқау,diog
778,faul::A,еріншек,diog
779,fleißig::A,ұқыпты,dyfal
780,geizig::A,сараң,crintach
781,geizig::A,сараң,cybyddlyd
782,klug::A,жетік,deallus
783,klug::A,ақылды,deallus
784,geschickt::A,шебер,medrus
785,geschickt::A,шебер,deheuig
786,lieb::A,абзал,hoff
787,lieb::A,абзал,annwyl
788,lieb::A,айналайын,hoff
789,lieb::A,айналайын,annwyl
