,Concept_ID,xal,ro
129,Festland::N,хүүрә һазр,uscat
130,Meer::N,теңгс,mare
131,Bucht::N,цекә,golf
132,Bucht::N,теңгсин цекә,golf
133,Insel::N,арл,insulă
134,Blume::N,цецг,floare
135,Gras::N,ноһан,iarbă
136,Wurzel::N,уңг,rădăcină
137,Baum::N,модн,copac
138,Baum::N,модн,arbore
139,Stamm::N,шилв,tulpină
140,Stamm::N,һол модн,tulpină
141,Rinde::N,көрсн,scoarță
142,Ast::N,ац,cracă
143,Ast::N,ац,creangă
144,Zweig::N,ац,ramură
145,Zweig::N,ац,creangă
146,Blatt::N,хамтхасн,frunză
147,Birke::N,хусм модн,mesteacăn
148,Kiefer[Baum]::N,шар харһа,pin
149,Weide[Baum]::N,удн,salcie
150,Weide[Baum]::N,удн,răchită
151,Tanne::N,җөөлн цаһан модн,brad
152,Horn::N,өвр,corn
153,Feder::N,өрвлг,pană
154,Fell::N,арсн,piele
155,Flügel::N,җивр,aripă
156,Klaue::N,хумсн,gheară
157,Kralle::N,тавг,labă
158,Kralle::N,тавг,gheară
159,Schwanz::N,сүл,coadă
160,Ei::N,өндгн,ou
161,Nest::N,үр,cuib
162,Bau::N,нүкн,bârlog
163,Bau::N,нүкн,vizuină
164,Tier::N,мал,animal
165,Herde::N,сүрг мал,turmă
166,Herde::N,сүрг мал,cireadă
167,Kuh::N,үкр,vacă
168,Bulle::N,бух,taur
169,Pferd::N,мөрн,cal
170,Schaf::N,хөн,oaie
171,Schwein::N,һаха,porc
172,Hund::N,ноха,câine
173,Katze::N,мис,pisică
174,Bär::N,аю,urs
175,Eichhörnchen::N,кермн,veveriță
176,Elch::N,хандһа,elan
177,Fuchs::N,арат,vulpe
178,Hase::N,туула,iepure
179,Maus::N,хулһн,șoarece
180,Wolf::N,чон,lup
181,Vogel::N,шовун,pasăre
182,Schwarm::N,зел,cârd
183,Huhn::N,така,găină
184,Hahn::N,эр така,cocoș
185,Gans::N,һалун,gâscă
186,Adler::N,һәрд,vultur
187,Ente::N,нуһсн,rață
188,Eule::N,һурвлһ,bufniță
189,Kranich::N,тоһрун,cocor
190,Krähe::N,шаазһа,cioară
191,Kuckuck::N,эргин хуцдг,cuc
192,Schwan::N,хун,lebădă
193,Fisch::N,заһсн,pește
194,Barsch::N,шүрг,biban
195,Hecht::N,цурх,știucă
196,Schlange[Tier]::N,моһа,șarpe
197,Wurm::N,өтн,vierme
198,Spinne::N,аралҗн,păianjen
199,Ameise::N,шорһлҗн,furnică
200,Laus::N,бөөсн,păduche
201,Mücke::N,бөкүн,țânțar
202,Fliege::N,батхн,muscă
203,Schmetterling::N,эрвәкә,fluture
204,Beere::N,бөөлҗрһн,boabă
205,Apfel::N,альмн,măr
206,Pilz::N,теңгрин ки,burete
207,Pilz::N,теңгрин ки,ciupercă
208,Zwiebel::N,мәңгрснә толһа,ceapă
209,Saat::N,буудян экн,semănătură
210,Korn::N,экн,grâu
211,Heu::N,өвсн,fân
212,Schale::N,хальсн,coajă
213,Grube::N,нүкн,groapă
214,Falle::N,урх,cursă
215,Falle::N,урх,capcană
216,Falle::N,хавх,cursă
217,Falle::N,хавх,capcană
218,Schlinge::N,бүтү,laț
219,Spur::N,мөр,dâră
220,Asche::N,үмсн,cenușă
221,Dreck::N,бальчг,noroi
222,Dreck::N,бальчг,murdărie
223,Eisen::N,төмр,fier
224,Gold::N,алтн,aur
225,Silber::N,мөңгн,argint
226,Silber::N,цаһан мөңгн,argint
227,Kohle::N,нүүрсн,cărbune
228,Glas::N,шил,sticlă
229,Lehm::N,шавр,lut
230,Lehm::N,шавр,humă
231,Sand::N,элсн,nisip
232,Mensch::N,күн,om
233,Mensch::N,күн,persoană
234,Mensch::N,күмн,om
235,Mensch::N,күмн,persoană
236,Mann::N,эр,om
237,Mann::N,эр,bărbat
238,Frau::N,күүкд күн,femeie
239,Kind::N,үрн,copil
240,Junge::N,көвүн,băiat
241,Junge::N,көвүн,flăcău
242,Mädchen::N,бичкн күүкн,fată
243,Familie::N,бүл,familie
244,Großvater::N,өвк эцк,bunic
245,Großvater::N,өвк эцк,tată mare
246,Großvater::N,наһц эцк,bunic
247,Großvater::N,наһц эцк,tată mare
248,Großmutter::N,эмг эк,bunică
249,Großmutter::N,эмг эк,mamă mare
250,Großmutter::N,наһц эк,bunică
251,Großmutter::N,наһц эк,mamă mare
252,Eltern::N,эк эцк хойр,părinți
253,Vater::N,эцк,tată
254,Vater::N,эцк,părinte
255,Mutter::N,эк,mamă
256,Sohn::N,көвүн,fiu
257,Sohn::N,көвүн,fecior
258,Tochter::N,күүкн,fiică
259,Bruder::N,дү көвүн,frate
260,Schwester::N,эгч,soră
261,Schwester::N,дү күүкн,soră
262,Onkel::N,авһ,unchi
263,Onkel::N,наһцх,unchi
264,Tante::N,наһц эгч,mătușă
265,Ehemann::N,залу,soț
266,Ehemann::N,залу,bărbat
267,Ehefrau::N,гергн,soție
268,Freude::N,байр,bucurie
269,Gelächter::N,инәдн,râset
270,Glück::N,җирһл,fericire
271,Glück::N,сәәхн җирһл,fericire
272,Kummer::N,зовлң,mâhnire
273,Wunsch::N,дурн,dorință
274,Wunsch::N,дурн,deziderat
275,Lust::N,җилвтлһн,poftă
276,Lust::N,җилвтлһн,înclinare
277,Geist::N,зөрг,duh
278,Geist::N,зөрг,minte
279,Geist::N,зөрг,suflet
280,Gedanke::N,ухан,gând
281,Gedanke::N,ухан,cuget
282,Gedächtnis::N,чееҗин тодлвр,memorie
283,Verstand::N,ухан,minte
284,Verstand::N,ухан,intelect
285,Sinn::N,учр-утх,sens
286,Sinn::N,учр-утх,înțeles
287,Grund::N,учр,cauză
288,Grund::N,учр,pricină
289,Grund::N,шалтан,cauză
290,Grund::N,шалтан,pricină
291,Wahrheit::N,үнн,adevăr
292,Gespräch::N,күүндвүр,convorbire
293,Gespräch::N,күүндвүр,conversație
294,Märchen::N,тууль,basm
295,Märchen::N,тууль,poveste
296,Erzählung::N,келвр,poveste
297,Nachricht::N,медүллһн,veste
298,Neuigkeit::N,зәңг,noutate
299,Neuigkeit::N,зәңг,actualitate
300,Name::N,нерн,nume
301,Rätsel::N,тәәлвртә тууль,ghicitoare
302,Rede::N,келлһн,discurs
303,Sprache::N,келн,limbă
304,Sprache::N,келн,limbaj
305,Stimme::N,дун,glas
306,Wort::N,үг,cuvânt
307,Zeichen::N,темдг,semn
308,Zeichen::N,темдг,semnal
309,Ruf::N,дуудлһн,chemare
310,Lärm::N,шууган,zgomot
311,Lärm::N,шууган,tărăboi
312,Laut::N,ә,sunet
313,Ton::N,дун,ton
314,Lied::N,дун,cântec
315,Ruhe::N,амулң,odihnă
316,Ruhe::N,амулң,liniște
317,Leute::N,әмтн,lume
318,Leute::N,әмтн,oameni
319,Volk::N,улс,popor
320,Volk::N,улс,națiune
321,Arbeit::N,көдлмш,lucru
322,Gast::N,гиич,musafir
323,Geschenk::N,белг,dar
324,Geschenk::N,белг,cadou
325,Spiel::N,наадн,joc
326,Gesellschaft::N,олн,societate
327,Hilfe::N,нөкд,ajutor
328,Freund::N,иньг,amic
329,Freund::N,иньг,prieten
330,Kamerad::N,үр,tovarăș
331,Angelegenheit::N,керг,afacere
332,Anzahl::N,то,număr
333,Anzahl::N,то,cantitate
334,Art::N,зүүл,fel
335,Art::N,зүүл,specie
336,Stück::N,хусг,bucată
337,Teil::N,хүв,parte
338,Teil::N,хүв,porție
339,Hälfte::N,өрәл,jumătate
340,Kreis::N,төгрг,cerc
341,Kreuz::N,кирс,cruce
342,Linie::N,зурасн,linie
343,Strich::N,татасн,linie
344,Strich::N,татасн,trăsătură
345,Abstand::N,зә,distanță
346,Abstand::N,зә,depărtare
347,Entfernung::N,һазр,distanță
348,Entfernung::N,һазр,depărtare
349,Gegend::N,һазр,regiune
350,Platz::N,зә,loc
351,Ort::N,бәәрн,loc
352,Seite::N,тал,latură
353,Seite::N,хаҗу,latură
354,Seite::N,хәврһ,latură
355,Mitte::N,дунд,centru
356,Gegenstand::N,юмн,obiect
357,Sache::N,юмн,lucru
358,Sache::N,юмн,chestie
359,Rand::N,зах,bordură
360,Kante::N,ирмәг,muchie
361,Kante::N,ирмәг,bordură
362,Ecke::N,өнцг,colț
363,Spitze::N,үзүр,vârf
364,Spitze::N,үзүр,creștet
365,Ende::N,үзүр,capăt
366,Loch::N,хаһрха,gaură
367,Winkel::N,булң,colț
368,Muster::N,намч,desen
369,Größe::N,кемҗән,mărime
370,Länge::N,ут,lungime
371,Höhe::N,өндр,înălțime
372,Gewicht::N,күнд,greutate
373,Gewicht::N,чиңнүр,greutate
374,Menge::N,ик,cantitate
375,Haufen::N,ова,grămadă
376,Reihe::N,зерг,șir
377,Reihe::N,зерг,rând
378,Reihe::N,зерглән,șir
379,Reihe::N,зерглән,rând
380,Boot::N,оңһц,barcă
381,Boot::N,оңһц,luntre
382,Ruder::N,хәәв,vâslă
383,Ruder::N,хәәв,lopată
384,Schlitten::N,цан,sanie
385,Ski::N,лыҗ,schi
386,Lagerfeuer::N,костёр,foc de tabără
387,Last::N,күнд,povară
388,Last::N,күнд,sarcină
389,Gang::N,йовлһн,mers
390,Gang::N,йовлһн,umblet
391,Schritt::N,ишкм,pas
392,Norden::N,ар үзг,nord
393,Norden::N,ар үзг,miazănoapte
394,Süden::N,өмн,sud
395,Süden::N,өмн,miazăzi
396,Süden::N,өмн үзг,sud
397,Süden::N,өмн үзг,miazăzi
398,Westen::N,барун,apus
399,Westen::N,барун үзг,apus
400,Osten::N,зүн,est
401,Osten::N,зүн,răsărit
402,Osten::N,зүн үзг,est
403,Osten::N,зүн үзг,răsărit
404,Holz::N,модн,lemn
405,Brett::N,харһа,scândură
406,Platte::N,хавтха чолун,placă
407,Stütze::N,тулг,proptea
408,Stange::N,уньн,bară
409,Stange::N,уньн,prăjină
410,Stock::N,модн,băț
411,Stock::N,модн,baston
412,Stab::N,шуург,baston
413,Stab::N,шуург,prăjină
414,Rohr::N,турва,tub
415,Rohr::N,турва,țeavă
416,Haus::N,гер,casă
417,Heim::N,гер-бул,casă
418,Heim::N,гер-бул,cămin
419,Ofen::N,беш,sobă
420,Fußboden::N,девскр,podea
421,Fußboden::N,девскр,dușumea
422,Tisch::N,ширә,masă
423,Stuhl::N,стул,scaun
424,Wiege::N,өлгә,leagăn
425,Wiege::N,дүүҗң,leagăn
426,Bett::N,орн,pat
427,Bett::N,орндг,pat
428,Regal::N,таг,rafturi
429,Regal::N,тәвц,rafturi
430,Kiste::N,яршг,ladă
431,Kiste::N,яршг,cutie
432,Fenster::N,терз,fereastră
433,Tür::N,үүдн,ușă
434,Tor::N,үүдн,poartă
435,Tor::N,өргн үүдн,poartă
436,Tor::N,хашан үүдн,poartă
437,Zaun::N,хаша,gard
438,Dach::N,деевр,acoperiș
439,Leiter::N,шат,scară
440,Leiter::N,давшур,scară
441,Besen::N,сәвүр,mătură
442,Spaten::N,күрз,cazma
443,Spaten::N,күрз,hârleț
444,Schaufel::N,совг,lopată
445,Gabel::N,серә,furculiță
446,Löffel::N,ухр,lingură
447,Messer::N,утх,cuțit
448,Nagel::N,хадасн,cui
449,Netz::N,гөлм,plasă
450,Haken::N,дегә,cârlig
451,Griff::N,иш,mâner
452,Griff::N,бәрүл,mâner
453,Schloss::N,оньс,lacăt
454,Bild::N,зург,tablou
455,Bild::N,зург,imagine
456,Figur::N,фигур,chip
457,Figur::N,фигур,figură
458,Puppe::N,наадһа,păpușă
459,Beutel::N,мишг,pungă
460,Beutel::N,мишг,săculeț
461,Bündel::N,багла,mănunchi
462,Bündel::N,боодһа,mănunchi
463,Tasche::N,сумк,geantă
464,Eimer::N,суулһ,găleată
465,Deckel::N,бүркәсн,capac
466,Geschirr::N,сав,vase
467,Geschirr::N,сав,tacâmuri
468,Geschirr::N,сав-сарх,vase
469,Geschirr::N,сав-сарх,tacâmuri
470,Sack::N,мишг,sac
471,Tasse::N,ааһ,ceașcă
472,Topf::N,кастрюль,oală
473,Kessel::N,хәәсн,cazan
474,Kessel::N,хәәсн,căldare
475,Essen::N,зоогллһн,mâncare
476,Nahrung::N,теҗәл,hrană
477,Nahrung::N,теҗәл,aliment
478,Speise::N,хот,bucate
479,Speise::N,хот,fel de bucate
480,Fleisch::N,махн,carne
481,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,cereale
482,Brei::N,хаш,pireu
483,Brot::N,өдмг,pâine
484,Scheibe::N,зүсм,felie
485,Scheibe::N,зүсм,bucată
486,Fett::N,өөкн,untură
487,Fett::N,өөкн,grăsime
488,Butter::N,тосн,unt
489,Öl::N,тосн,ulei
490,Salz::N,давсн,sare
491,Suppe::N,шөлн,supă
492,Suppe::N,шөлн,ciorbă
493,Honig::N,бал,miere
494,Milch::N,үсн,lapte
495,Tee::N,цә,ceai
496,Leder::N,арсн,piele
497,Wolle::N,утцн,lână
498,Wolle::N,эд,lână
499,Stoff::N,эд,stofă
500,Nadel::N,зүн,ac
501,Faden::N,утцн,ață
502,Knopf::N,товч,buton
503,Knoten::N,зәңгдә,nod
504,Farbe::N,будг,vopsea
505,Kleidung::N,хувцн,haine
506,Kleidung::N,хувцн,îmbrăcăminte
507,Kleidung::N,хувц-хунр,haine
508,Kleidung::N,хувц-хунр,îmbrăcăminte
509,Hemd::N,киилг,cămașă
510,Kragen::N,зах,guler
511,Ärmel::N,ханцн,mânecă
512,Hose::N,шалвур,pantaloni
513,Gürtel::N,бүс,cordon
514,Mütze::N,махла,șapcă
515,Schuh::N,башмгуд,gheată
516,Stiefel::N,һосн,cizmă
517,Ring::N,билцг,inel
518,Ring::N,билцг,verigă
519,Band::N,лент,panglică
520,Band::N,лент,șiret
521,Kamm::N,сам,pieptene
522,Spiegel::N,толь,oglindă
523,Riemen::N,бүс,curea
524,Schnur::N,деесн,funie
525,Schnur::N,деесн,sfoară
526,Leine::N,бурнтг,lesă
527,Leine::N,бурнтг,curea
528,Leine::N,нохан көтлвр,lesă
529,Leine::N,нохан көтлвр,curea
530,Decke::N,көнҗл,pătură
531,Kissen::N,дер,pernă
532,Tuch::N,альчур,batic
533,Handtuch::N,полотенц,prosop
534,Handtuch::N,полотенц,ștergar
535,Handtuch::N,һар-нүүрин альчур,prosop
536,Handtuch::N,һар-нүүрин альчур,ștergar
537,Kraft::N,күчн,forță
538,Kraft::N,күчн,putere
539,Stärke::N,чидл,tărie
540,Stärke::N,чидл,vigoare
541,Gesundheit::N,эрүл-менд,sănătate
542,Krankheit::N,өвчн,boală
543,Krankheit::N,өвчн,maladie
544,Schmerz::N,өвдлһн,durere
545,Wunde::N,шав,rană
546,Fieber::N,безг,febră
547,Arznei::N,эм,leac
548,Arznei::N,эм,medicament
549,Brücke::N,тагт,pod
550,Brücke::N,тагт,punte
551,Brunnen::N,худг,puț
552,Weide::N,малын идг,izlaz
553,Weide::N,малын идг,pășune
554,Pfad::N,цувг,cărare
555,Weg::N,хаалһ,drum
556,Straße::N,зам,cale
557,Straße::N,зам,stradă
558,Dorf::N,хотн,sat
559,Stadt::N,балһсн,oraș
560,Brief::N,бичг,scrisoare
561,Buch::N,дегтр,carte
562,Buchstabe::N,үзг,literă
563,Buchstabe::N,үзг,caracter
564,Zeitung::N,газет,ziar
565,Zeitung::N,газет,gazetă
566,Leben::N,җирһл,viață
567,Tod::N,үкл,moarte
568,Tod::N,өңгрлһн,moarte
569,Grab::N,оршалһна нүкн,groapă
570,Grab::N,оршалһна нүкн,mormânt
571,Kirche::N,чонҗ,biserică
572,Sünde::N,нүл,păcat
573,Sünde::N,килнц,păcat
574,Gott::N,бурхн,zeu
575,Arbeiter::N,көдлмшч,muncitor
576,Chef::N,толһач,șef
577,Meister::N,урн,meșter
578,Meister::N,урн,maestru
579,Arzt::N,эмч,medic
580,Arzt::N,эмч,doctor
581,Lehrer::N,багш,profesor
582,Lehrer::N,багш,învățător
583,Geld::N,мөңгн,bani
584,Geld::N,мөңгн,parale
585,Geschäft::N,көдлмш,treabă
586,Geschäft::N,көдлмш,afacere
587,Laden::N,лавк,magazin
588,Laden::N,лавк,prăvălie
589,Preis::N,үн,preț
590,Ware::N,эд-тавр,marfă
591,Nutzen::N,олз,folos
592,Nutzen::N,олз,profit
593,Reichtum::N,зөөр,avuție
594,Reichtum::N,зөөр,bogăție
595,Welt::N,орчлң,lume
596,Welt::N,делкә,lume
597,Land::N,орн-нутг,țară
598,Staat::N,государств,stat
599,König::N,хан,rege
600,Macht::N,йосн,putere
601,Macht::N,йосн,putință
602,Grenze::N,меҗә,hotar
603,Grenze::N,меҗә,graniță
604,Grenze::N,меҗә,frontieră
605,Krieg::N,дән,război
606,Feind::N,дәәсн,dușman
607,Gewalt::N,күч һарһлһн,violență
608,Kampf::N,ноолдан,luptă
609,Kampf::N,бәрлдлһн,luptă
610,Bogen[Waffe]::N,саадг,arc
611,Pfeil::N,сумн,săgeată
612,Gewehr::N,бу,armă
613,Gewehr::N,бу,pușcă
614,Fehler::N,алдг,eroare
615,Fehler::N,алдг,greșeală
616,Lüge::N,худл,minciună
617,Schaden::N,хорлт,daună
618,Schaden::N,хорлт,pagubă
619,Unglück::N,гүрм,nenorocire
620,Schuld::N,гем,vină
621,Schuld::N,буру,vină
622,Alter::N,насн,etate
623,Alter::N,насн,vârstă
624,Schluss::N,чилгч,sfârșit
625,Zeit::N,цаг,timp
626,Zeit::N,цаг,vreme
627,Tag::N,өдр,zi
628,Morgen::N,өрүн,dimineață
629,Mittag::N,үд,prânz
630,Mittag::N,үд,amiază
631,Abend::N,асхн,seară
632,Nacht::N,сө,noapte
633,Woche::N,долан хонг,săptămână
634,Monat::N,сар,lună
635,Jahr::N,җил,an
636,Frühling::N,хавр,primăvară
637,Sommer::N,зун,vară
638,Herbst::N,намр,toamnă
639,Winter::N,үвл,iarnă
640,Januar::N,январь,ianuarie
641,Februar::N,февраль,februarie
642,März::N,март,martie
643,März::N,моһа сар,martie
644,April::N,апрель,aprilie
645,Mai::N,май,mai
646,Juni::N,июнь,iunie
647,Juni::N,мөчн сар,iunie
648,Juli::N,июль,iulie
649,August::N,август,august
650,September::N,һаха сар,septembrie
651,Oktober::N,октябрь,octombrie
652,November::N,ноябрь,noiembrie
653,November::N,үкр сар,noiembrie
654,Dezember::N,бар сар,decembrie
655,Montag::N,понедельник,luni
656,Dienstag::N,вторник,marți
657,Mittwoch::N,среда,miercuri
658,Mittwoch::N,үлмҗ өдр,miercuri
659,Donnerstag::N,четверг,joi
660,Donnerstag::N,пүрвә өдр,joi
661,Freitag::N,пятниц,vineri
662,Samstag::N,суббот,sâmbătă
663,Sonntag::N,нарн өдр,duminică
664,Sonntag::N,воскресень,duminică
665,groß::A,ик,mare
666,klein::A,бичкн,mic
667,lang::A,ут,lung
668,kurz::A,оһтр,scurt
669,breit::A,өргн,lat
670,breit::A,өргн,larg
671,schmal::A,уутьхн,strâmt
672,dicht::A,нигт,des
673,dick[Gegenstand]::A,зузан,gros
674,dünn::A,нимгн,subțire
675,fein::A,нәрхн,fin
676,fein::A,нәрхн,subțire
677,fest::A,бат,tare
678,fest::A,бат,solid
679,flach::A,хавтха,șes
680,flach::A,хавтха,plan
681,glatt::A,тегш,lins
682,glatt::A,тиньгр,lins
683,hart::A,хату,dur
684,weich::A,җөөлн,moale
685,weich::A,җөөлкн,moale
686,rund::A,төгрг,rotund
687,rund::A,төгрг,circular
688,spitz::A,шовһр,ascuțit
689,scharf::A,хурц,tăios
690,scharf::A,хурц,ascuțit
691,stumpf::A,мука,tocit
692,schwer::A,күнд,greu
693,schön::A,сәәхн,frumos
694,heiß::A,халун,cald
695,heiß::A,халун,fierbinte
696,warm::A,дулан,cald
697,warm::A,дулан,fierbinte
698,kalt::A,киитн,rece
699,kühl::A,серүн,rece
700,kühl::A,серүн,răcoros
701,frisch::A,серүн,răcoros
702,frisch::A,серүн,proaspăt
703,feucht::A,чиигтә,umed
704,feucht::A,чиигтә,jilav
705,nass::A,чиигтә,ud
706,trocken::A,хагсу,sec
707,trocken::A,хагсу,uscat
708,voll::A,дүүрң,plin
709,leer::A,сул,gol
710,leer::A,хоосн,gol
711,offen::A,секәтә,deschis
712,geschlossen::A,хаалһата,închis
713,sauber::A,цевр,curat
714,schmutzig::A,киртә,murdar
715,roh::A,түүкә,crud
716,reif::A,болсн,copt
717,lecker::A,әмтәхн,gustos
718,süß::A,әмтәхн,dulce
719,bitter::A,һашун,amar
720,bitter::A,һашута,amar
721,sauer::A,ишклң,acru
722,hell::A,герлтә,clar
723,hell::A,герлтә,luminos
724,dunkel::A,харңһу,obscur
725,dunkel::A,харңһу,întunecos
726,schwarz::A,хар,negru
727,weiß::A,цаһан,alb
728,rot::A,улан,roșu
729,gelb::A,шар,galben
730,blau::A,көк,albastru
731,grün::A,көк,verde
732,grau::A,бор,gri
733,grau::A,бор,cenușiu
734,bunt::A,алг,colorat
735,bunt::A,эрәтә,colorat
736,billig::A,кимд,ieftin
737,teuer::A,үнтә,scump
738,wertvoll::A,үнтә,prețios
739,wertvoll::A,эрднь,prețios
740,blind::A,сохр,orb
741,taub::A,дүлә,surd
742,kräftig::A,күчтә,tare
743,kräftig::A,күчтә,forte
744,kräftig::A,күчтә,robust
745,stark::A,чаңһ,viguros
746,stark::A,чаңһ,puternic
747,schwach::A,күчн тату,slab
748,schwach::A,күчн тату,debil
749,fett::A,тарһн,gras
750,schlank::A,эццн,zvelt
751,hübsch::A,көркхн,drăguț
752,böse::A,уурта,rău
753,böse::A,уурта,răutăcios
754,dumm::A,тенг,nerod
755,dumm::A,тенг,tâmpit
756,faul::A,залху,leneș
757,fleißig::A,кинән,harnic
758,fleißig::A,кинән,sârguincios
759,fleißig::A,кинмһә,harnic
760,fleißig::A,кинмһә,sârguincios
761,geizig::A,ховдг,calic
762,geizig::A,ховдг,zgârcit
763,klug::A,ухата,isteț
764,klug::A,ухата,deștept
765,geschickt::A,чадмг,dibaci
766,lieb::A,эңкр,drag
767,lieb::A,эңкр,iubit
768,lustig::A,сергмҗтә,vesel
769,lustig::A,җирһлтә,vesel
770,sanft::A,номһн,blând
771,sanft::A,номһн,blajin
772,hungrig::A,өлн,flămând
773,hungrig::A,харһнсн,flămând
774,krank::A,өвчтә,bolnav
775,krank::A,шалтгта,bolnav
776,nackt::A,нүцкн,gol
777,traurig::A,һундлта,trist
778,traurig::A,һундлта,mâhnit
779,lebendig::A,әмд,viu
780,gut::A,сән,bun
781,schlecht::A,му,rău
782,schlecht::A,му,prost
783,richtig::A,зөвтә,drept
784,richtig::A,зөвтә,corect
785,schlimm::A,җигшүртә,rău
786,wahr::A,үнн,adevărat
787,wahr::A,мөн,adevărat
788,alt::A,хуучн,uzat
789,alt::A,хуучн,vechi
790,neu::A,шин,nou
791,ehemalig::A,хуучн,fost
792,ehemalig::A,хуучн,anterior
793,alt[Lebewesen]::A,көгшн,bătrîn
794,jung::A,баһ,tânăr
795,arm::A,угатя,sărac
796,arm::A,угатя,sărman
797,reich::A,байн,avut
798,reich::A,байн,bogat
799,bekannt::A,таньл,cunoscut
800,bekannt::A,таньдг,cunoscut
801,berühmt::A,туурсн,renumit
802,fremd::A,күүнә,străin
803,verschieden::A,әдл биш,diferit
804,verschieden::A,әдл биш,deosebit
805,verschieden::A,йилһәтә,diferit
806,verschieden::A,йилһәтә,deosebit
807,nah::A,өөрхн,apropiat
808,fern::A,хол,departe
809,linker::A,зүн,stâng
