,Concept_ID,kk,ka
1379,siegen::V,жеңу,გაიმარჯვებს
1380,ärgern::V,ашуландыру,აჯავრებს
1381,schlagen::V,ұру,ცემს
1382,treten::V,тебу,პანღურს ამოჰკრავს
1383,stechen::V,шаншу,სჩხვლეტს
1384,stoßen::V,түрту,დაეჯახება
1385,stehlen::V,ұрлау,ქურდობს
1386,stehlen::V,ұрлау,მოიპარავს
1387,stören::V,кесірлен,შეაწუხებს
1388,belästigen::V,мазасын алу,მობეზრდება
1389,verbergen::V,сездірмеу,დამალავს
1390,täuschen::V,жалған айту,შეცდებს
1391,betrügen::V,алдау,მოატყუებს
1392,betrügen::V,алдап кету,მოატყუებს
1393,betrügen::V,ақымақ қылу,მოატყუებს
1394,töten::V,құрту,მოკლავს
1395,töten::V,өлтіру,მოკლავს
1396,wohnen::V,мекендеу,ცხოვრობს
1397,wohnen::V,мекендеу,ბინადრობს
1398,wohnen::V,өмір сүру,ცხოვრობს
1399,wohnen::V,өмір сүру,ბინადრობს
1400,arbeiten::V,істеу,მუშაობს
1401,arbeiten::V,еңбектену,მუშაობს
1402,sammeln::V,жыю,შეკრებს
1403,pflücken::V,жұлу,კრეფს
1404,jagen::V,аулау,ნადირობს
1405,fischen::V,балык_аулау,თევზაობს
1406,fassen::V,ұстау,დააჭერს
1407,hüten::V,жаю,მწყემსავს
1408,hüten::V,бағу,მწყემსავს
1409,treiben::V,айдау,მიერეკება
1410,anbinden::V,байлау,მიაბამს
1411,füttern::V,ас ішкізу,აჭმევს
1412,füttern::V,азықтандыру,აჭმევს
1413,füttern::V,қоректендіру,აჭმევს
1414,melken::V,сауу,წველის
1415,hacken::V,турау,კეპავს
1416,gießen::V,суару,რწყავს
1417,reifen::V,жетілу,მწიფდება
1418,zubereiten::V,даяр ету,მოამზადებს
1419,kochen::V,асу,მოხარშავს
1420,backen::V,пісіру,გამოაცხობს
1421,braten::V,қуыру,შეწვავს
1422,umrühren::V,былғалау,შეურევს
1423,umrühren::V,былғалау,გათქვეფს
1424,umrühren::V,сапырылыстыру,შეურევს
1425,umrühren::V,сапырылыстыру,გათქვეფს
1426,stricken::V,торлау,ქსოვს
1427,stricken::V,тоқу,ქსოვს
1428,nähen::V,тігу,გაკერავს
1429,färben::V,бояу,შეღებავს
1430,färben::V,сырлау,შეღებავს
1431,reinigen::V,аршу,გაწმენდს
1432,reinigen::V,аршу,გასუფთავებს
1433,reinigen::V,тазалау,გაწმენდს
1434,reinigen::V,тазалау,გასუფთავებს
1435,waschen::V,жуу,გარეცხავს
1436,abwischen::V,сүрту,წაშლის
1437,spülen::V,шаю,გაავლებს
1438,fegen::V,сыпыру,დაბლანდავს
1439,kehren::V,сыпыру,დაგვის
1440,baden::V,шомылу,ბანაობს
1441,sich waschen::V,жуыну,იბანება
1442,ausziehen::V,шешу,გაიხდის
1443,anziehen::V,кигізу,ჩაიცვამს
1444,sich anziehen::V,киіну,ჩაიცვამს
1445,kämmen::V,тарау,დავარცხნის
1446,schmücken::V,әсемдеу,მორთავს
1447,schmücken::V,мәнерлеу,მორთავს
1448,schmücken::V,көріктендіру,მორთავს
1449,sagen::V,деу,იტყვის
1450,sagen::V,айту,იტყვის
1451,sprechen::V,деу,ლაპარაკობს
1452,sprechen::V,айту,ლაპარაკობს
1453,reden::V,сөйлеу,საუბრობს
1454,reden::V,сөйлесу,საუბრობს
1455,reden::V,тіл қатысу,საუბრობს
1456,sich unterhalten::V,сұхбаттасу,ბაასობს
1457,sich unterhalten::V,сұхбаттасу,მუსაიფობს
1458,fragen::V,сұрау,ჰკითხავს
1459,bitten::V,өтіну,სთხოვს
1460,bitten::V,жалыну,სთხოვს
1461,erzählen::V,айту,მოუთხრობს
1462,mitteilen::V,білдіру,აუწყებს
1463,mitteilen::V,білдіру,აცნობებს
1464,nennen::V,атау,უწოდებს
1465,rufen::V,шақыру,დაუძახებს
1466,prahlen::V,бөсу,ტრაბახობს
1467,übersetzen::V,аудару,გადათარგმნის
1468,denken::V,ойлау,ფიქრობს
1469,denken::V,ойлау,აზროვნებს
1470,glauben::V,нану,სჯერა
1471,glauben::V,илану,სჯერა
1472,bemerken::V,аңғару,შენიშვნავს
1473,erkennen::V,тану,გამოიცნობს
1474,begreifen::V,ұғу,გაიგებს
1475,begreifen::V,аңғарып алу,გაიგებს
1476,verstehen::V,пайым,გაიგონებს
1477,verstehen::V,түсіну,გაიგონებს
1478,lernen::V,оқу,ისწავლის
1479,wissen::V,хабардар болу,ეცოდინება
1480,sich erinnern an::V,еске түсіру,მოიგონებს
1481,sich erinnern an::V,еске түсіру,გაიხსენებს
1482,vergessen::V,ұмыту,ივიწყებს
1483,messen::V,өлшеу,ზომავს
1484,zählen::V,санау,ითვლის
1485,rechnen::V,санап шығару,გაიანგარიშებს
1486,rechnen::V,санап шығу,გაიანგარიშებს
1487,rechnen::V,санау,გაიანგარიშებს
1488,lesen::V,оқу,კითხულობს
1489,malen::V,сурет салу,ხატავს
1490,zeichnen::V,сурет салу,ხაზავს
1491,schreiben::V,жазу,დაწერს
1492,besitzen::V,болу,ექნება
1493,kaufen::V,алу,ყიდულობს
1494,kaufen::V,әперу,ყიდულობს
1495,verkaufen::V,сату,გაყიდის
1496,bezahlen::V,төлеу,გადაიხდის
1497,bezahlen::V,ақы беру,გადაიხდის
1498,bezahlen::V,ақы төлеу,გადაიხდის
1499,zahlen::V,төлеу,გადაიხდის
1500,beherrschen::V,билеу,ფლობს
1501,ertragen::V,төзу,მოითმენს
1502,ertragen::V,шыдау,მოითმენს
