,Concept_ID,ar,ru
817,zunehmen::V,ازداد,увеличиваться
818,steigen::V,صعد,подниматься
819,steigen::V,ارتفع,подниматься
820,wachsen::V,نما,расти
821,wachsen::V,نبت,расти
822,glänzen::V,لمع,блестеть
823,funkeln::V,تلألأ,сверкать
824,lärmen::V,ضج,шуметь
825,lärmen::V,صخب,шуметь
826,läuten::V,قرع,звонить
827,klingeln::V,دق,звонить
828,klirren::V,قعقع,звякать
829,brausen::V,عج,бушевать
830,rauschen::V,حف,шелестеть
831,klingen::V,رن,звучать
832,bellen::V,نبح,лаять
833,heulen::V,عوى,выть
834,blasen::V,نفخ,дунуть
835,pfeifen::V,صفر,свистеть
836,schreien::V,صرخ,кричать
837,stöhnen::V,أن,стонать
838,zittern::V,ارتعش,дрожать
839,leben::V,عاش,жить
840,geboren werden::V,ولد,родиться
841,atmen::V,تنفس,дышать
842,trinken::V,شرب,пить
843,essen::V,أكل,есть
844,essen::V,أكل,кушать
845,schlucken::V,جرع,глотать
846,müde werden::V,تعب,устать
847,einschlafen::V,نام,заснуть
848,schlafen::V,نام,спать
849,aufwachen::V,استيقظ,проснуться
850,aufstehen::V,قام,встать
851,sich erholen::V,استجم,отдыхать
852,krank werden::V,مرض,заболеть
853,krank sein::V,مرض,болеть
854,schmerzen::V,آلم,болеть
855,husten::V,كح,кашлять
856,husten::V,سعل,кашлять
857,genesen::V,نقه,поправиться
858,sterben::V,مات,умереть
859,umkommen::V,هلك,погибнуть
860,sich bewegen::V,تحرك,двигаться
861,sich rühren::V,تحرك,шевельнуться
862,sich erheben::V,قام,встать
863,sich setzen::V,جلس,сесть
864,hinfallen::V,وقع,упасть
865,laufen::V,مشى,ходить
866,schreiten::V,خطا,шагать
867,spazierengehen::V,تنزه,гулять
868,eilen::V,عجل,спешить
869,sich beeilen::V,استعجل,торопиться
870,sausen::V,أسرع,мчаться
871,rennen::V,عدا,бегать
872,rennen::V,ركض,бегать
873,springen::V,قفز,прыгать
874,klettern::V,تسلق,лазать
875,schaukeln::V,تأرجح,раскачиваться
876,kriechen::V,دب,ползать
877,kriechen::V,زحف,ползать
878,schwimmen::V,سبح,плавать
879,tauchen::V,غطس,нырять
880,rudern::V,جذف,грести
881,fahren::V,ركب,ехать
882,fahren::V,سافر,ехать
883,fliegen::V,طار,летать
884,gehen::V,سار,идти
885,gehen::V,ذهب,идти
886,weggehen::V,ذهب,уйти
887,weggehen::V,انصرف,уйти
888,abfahren::V,رحل,отправиться
889,anhalten::V,توقف,остановиться
890,hineingehen::V,دخل,входить
891,eintreten::V,دخل,войти
892,kommen::V,أتى,прийти
893,kommen::V,جاء,прийти
894,ankommen::V,وصل,прибыть
895,zurückkommen::V,عاد,возвратиться
896,zurückkommen::V,رجع,возвратиться
897,bleiben::V,مكث,остаться
898,warten::V,انتظر,ждать
899,erwarten::V,ترقب,ожидать
900,erwarten::V,انتظر,ожидать
901,suchen::V,بحث,искать
902,finden::V,وجد,найти
903,versuchen::V,حاول,пытаться
904,vorbereiten::V,أعد,подготовить
905,vorbereiten::V,حضر,подготовить
906,lieben::V,أحب,любить
907,mögen::V,أحب,любить
908,lachen::V,ضحك,смеяться
909,rühren::V,أثر,растрогать
910,weinen::V,بكى,плакать
911,schimpfen::V,سب,ругаться
912,schimpfen::V,شتم,ругаться
913,sich ärgern::V,زعل,сердиться
914,sich fürchten::V,هاب,бояться
915,fürchten::V,خاف,бояться
916,fürchten::V,خشي,бояться
917,fliehen::V,هرب,убегать
918,flüchten::V,فر,убежать
919,sehen::V,رأى,видеть
920,anschauen::V,نظر,посмотреть
921,ansehen::V,نظر,смотреть
922,hören::V,سمع,слышать
923,zuhören::V,أصغى,слушать
924,probieren::V,ذاق,пробовать
925,riechen::V,شم,нюхать
926,riechen::V,استنشق,нюхать
927,fühlen::V,شعر,чувствовать
928,scheinen::V,ظهر,казаться
929,zu sehen sein::V,ظهر,виднеться
930,vernehmen::V,سمع,услышать
931,frieren::V,بردان,мерзнуть
932,tun::V,فعل,делать
933,können::V,قدر,мочь
934,können::V,قدر,уметь
935,können::V,استطاع,мочь
936,können::V,استطاع,уметь
937,wollen::V,شاء,хотеть
938,wollen::V,أراد,хотеть
939,anfangen::V,بدأ,начать
940,beenden::V,أنهى,закончить
941,aufhören::V,توقف,перестать
942,aufhören::V,انقطع,перестать
943,gelingen::V,نجح,удаться
944,geraten::V,طلع,оказаться
945,öffnen::V,فتح,открыть
946,schließen::V,أغلق,закрыть
947,stellen::V,وضع,поставить
948,stellen::V,أقام,поставить
949,setzen::V,أجلس,посадить
950,legen::V,وضع,класть
951,berühren::V,مس,трогать
952,berühren::V,لمس,трогать
953,verbinden::V,ربط,связать
954,verbinden::V,وصل,связать
955,bedecken::V,غطى,покрыть
956,aufhängen::V,علق,повесить
957,anzünden::V,أوقد,зажечь
958,aufheben::V,لقط,поднять
959,zurücklassen::V,ترك,оставить
960,verlieren::V,فقد,потерять
961,fallen lassen::V,أسقط,уронить
962,machen::V,فعل,сделать
963,herstellen::V,صنع,изготовить
964,herstellen::V,أنتج,изготовить
965,bauen::V,بنى,строить
966,bauen::V,شيد,строить
967,reparieren::V,صلح,чинить
968,verbessern::V,صحح,улучшить
969,ändern::V,غير,изменить
970,graben::V,حفر,копать
971,beugen::V,ثنى,согнуть
972,beugen::V,أحنى,согнуть
973,biegen::V,لوى,погнуть
974,drehen::V,أدار,вертеть
975,drehen::V,دور,вертеть
976,wenden::V,قلب,повернуть
977,umdrehen::V,قلب,перевернуть
978,heben::V,رفع,поднимать
979,hochheben::V,رفع,поднять
980,ergreifen::V,مسك,схватить
981,halten::V,مسك,держать
982,drücken::V,ضغط,нажимать
983,schieben::V,حرك,толкать
984,kratzen::V,خدش,скрести
985,lecken::V,لعق,лизать
986,beißen::V,عض,кусать
987,abreißen::V,قلع,оторвать
988,abschneiden::V,قطع,отрезать
989,binden::V,ربط,вязать
990,stecken::V,دس,воткнуть
991,brechen::V,كسر,сломать
992,klopfen::V,طرق,стучать
993,hauen::V,ضرب,бить
994,kleben::V,ألصق,клеить
995,reiben::V,حك,тереть
996,streichen::V,نشر,намазать
997,schleifen::V,سن,точить
998,schneiden::V,قطع,резать
999,rütteln::V,رج,шатать
1000,schütteln::V,هز,трясти
1001,schwenken::V,لوح,махать
1002,schütten::V,صب,налить
1003,füllen::V,ملأ,наполнить
1004,einwickeln::V,لف,завернуть
1005,tragen::V,حمل,нести
1006,schleppen::V,سحب,тащить
1007,ziehen::V,سحب,тянуть
1008,aufbewahren::V,حفظ,хранить
1009,werfen::V,رمى,бросать
1010,werfen::V,ألقى,бросать
1011,fangen::V,التقط,ловить
1012,packen::V,مسك,схватить
1013,verstecken::V,خبأ,спрятать
1014,teilen::V,قسم,разделить
1015,schicken::V,بعث,посылать
1016,schicken::V,أرسل,посылать
1017,bringen::V,جلب,принести
1018,hinzufügen::V,أضاف,добавить
1019,bekommen::V,حصل,достать
1020,erhalten::V,استلم,получить
1021,nehmen::V,أخذ,взять
1022,wählen::V,اختار,выбрать
1023,auswählen::V,انتقى,отобрать
1024,bewahren::V,حافظ,сохранить
1025,behindern::V,عاق,препятствовать
1026,verderben::V,أفسد,испортить
1027,beschädigen::V,أضر,повредить
1028,zerbrechen::V,كسر,разбить
1029,zerreißen::V,مزق,разорвать
1030,zerstören::V,دمر,разрушить
1031,verbrennen::V,حرق,сжечь
1032,geben::V,أعطى,дать
1033,reichen::V,ناول,передать
1034,schenken::V,وهب,дарить
1035,versprechen::V,وعد,обещать
1036,wünschen::V,تمنى,желать
1037,loben::V,مدح,хвалить
1038,küssen::V,قبل,целовать
1039,wiegen::V,هدهد,качать
1040,zudecken::V,غطى,накрыть
1041,wecken::V,أيقظ,разбудить
1042,zeigen::V,أرى,показать
1043,führen::V,دل,вести
1044,lehren::V,علم,учить
1045,unterrichten::V,علم,преподавать
1046,aufziehen::V,ربى,воспитать
1047,leiten::V,دل,руководить
1048,leiten::V,أدار,руководить
1049,antreiben::V,حث,подгонять
1050,lassen::V,حدا,заставить
1051,einladen::V,دعا,пригласить
1052,vereinigen::V,وحد,объединить
1053,besuchen::V,زار,посетить
1054,treffen::V,قابل,встретить
1055,sich versammeln::V,اجتمع,собраться
1056,spielen::V,لعب,играть
1057,singen::V,غنى,петь
1058,tanzen::V,رقص,плясать
1059,tanzen::V,رقص,танцевать
1060,sich trennen::V,افترق,расстаться
1061,verlassen::V,ترك,покинуть
1062,retten::V,نجى,спасти
1063,retten::V,أنقذ,спасти
1064,bewachen::V,حرس,охранять
1065,schützen::V,حمى,уберегать
1066,verteidigen::V,دافع,защитить
1067,sich schlagen::V,تضارب,драться
1068,schießen::V,أطلق,стрелять
1069,siegen::V,انتصر,победить
1070,ärgern::V,أزعل,сердить
1071,schlagen::V,ضرب,ударить
1072,treten::V,رفس,пинать
1073,stechen::V,شك,уколоть
1074,stoßen::V,دفع,толкнуть
1075,stehlen::V,سرق,украсть
1076,stören::V,ضايق,помешать
1077,belästigen::V,أزعج,надоедать
1078,verbergen::V,كتم,скрыть
1079,täuschen::V,خدع,обмануть
1080,betrügen::V,غش,смошенничать
1081,töten::V,قتل,убить
1082,wohnen::V,سكن,проживать
1083,arbeiten::V,عمل,работать
1084,arbeiten::V,اشتغل,работать
1085,sammeln::V,جمع,собрать
1086,pflücken::V,جنى,рвать
1087,pflücken::V,جنى,срывать
1088,pflücken::V,قطف,рвать
1089,pflücken::V,قطف,срывать
1090,jagen::V,صاد,охотиться
1091,fischen::V,اصطاد,рыбачить
1092,fassen::V,قبض,поймать
1093,hüten::V,رعى,пасти
1094,treiben::V,ساق,гнать
1095,anbinden::V,ربط,привязать
1096,füttern::V,علف,кормить
1097,melken::V,حلب,доить
1098,hacken::V,فرم,рубить
1099,gießen::V,سقى,полить
1100,reifen::V,نضج,созреть
1101,zubereiten::V,حضر,приготовить
1102,kochen::V,طبخ,варить
1103,backen::V,خبز,печь
1104,braten::V,قلى,жарить
1105,braten::V,حمر,жарить
1106,umrühren::V,قلب,перемешать
1107,stricken::V,حاك,вязать
1108,nähen::V,خاط,шить
1109,färben::V,صبغ,покрасить
1110,färben::V,لون,покрасить
1111,reinigen::V,نظف,очистить
1112,waschen::V,غسل,стирать
1113,abwischen::V,مسح,вытереть
1114,spülen::V,شطف,полоскать
1115,fegen::V,كنس,подметать
1116,kehren::V,كنس,мести
1117,baden::V,استحم,купаться
1118,sich waschen::V,اغتسل,мыться
1119,ausziehen::V,خلع,снять
1120,anziehen::V,لبس,надеть
1121,sich anziehen::V,اكتسى,одеться
1122,kämmen::V,مشط,причесать
1123,schmücken::V,زين,украсить
1124,sagen::V,قال,сказать
1125,sprechen::V,تكلم,говорить
1126,reden::V,تكلم,разговаривать
1127,sich unterhalten::V,تحادث,беседовать
1128,fragen::V,سأل,спросить
1129,bitten::V,رجا,просить
1130,erzählen::V,حكي,рассказать
1131,mitteilen::V,بلغ,сообщить
1132,nennen::V,سمى,назвать
1133,rufen::V,نادى,звать
1134,prahlen::V,فشر,хвастаться
1135,prahlen::V,تفاخر,хвастаться
1136,übersetzen::V,ترجم,перевести
1137,denken::V,فكر,думать
1138,glauben::V,اعتقد,верить
1139,bemerken::V,لاحظ,заметить
1140,erkennen::V,عرف,узнать
1141,begreifen::V,فهم,понять
1142,begreifen::V,فهم,постичь
1143,begreifen::V,أدرك,понять
1144,begreifen::V,أدرك,постичь
1145,verstehen::V,فهم,услышать
1146,lernen::V,درس,учиться
1147,wissen::V,علم,знать
1148,sich erinnern an::V,تذكر,вспомнить
1149,vergessen::V,نسي,забыть
1150,messen::V,قاس,мерить
1151,zählen::V,عد,считать
1152,zählen::V,أحصى,считать
1153,rechnen::V,حسب,считать
1154,lesen::V,قرأ,читать
1155,malen::V,صور,рисовать
1156,zeichnen::V,رسم,рисовать
1157,schreiben::V,كتب,писать
1158,besitzen::V,حاز,иметь
1159,besitzen::V,ملك,иметь
1160,kaufen::V,اشترى,купить
1161,verkaufen::V,باع,продать
1162,bezahlen::V,دفع,заплатить
1163,zahlen::V,سدد,платить
1164,beherrschen::V,حكم,владеть
1165,ertragen::V,أطاق,вытерпеть
1166,ertragen::V,تحمل,вытерпеть
