,Concept_ID,mrj,cs
74,Rauch::N,шӹкш,dým
75,Rauch::N,шӹкш,kouř
76,Funke::N,ип,jiskra
77,Funke::N,тылип,jiskra
78,Feuer::N,тыл,oheň
79,Licht::N,соты,světlo
80,Licht::N,валгыды,světlo
81,Schatten::N,ӹмӹл,stín
82,Wetter::N,игечӹ,počasí
83,Nebel::N,тӹтӹрӓ,mlha
84,Wolke::N,пӹл,mrak
85,Wolke::N,пӹл,oblak
86,Regen::N,юр,déšť
87,Schnee::N,лым,sníh
88,Eis::N,и,led
89,Frost::N,ӱштӹ,mráz
90,Kälte::N,ӱштӹ,chlad
91,Hitze::N,шокшы,horko
92,Raureif::N,пöрш,jinovatka
93,Regenbogen::N,шанавӹл,duha
94,Donner::N,хӹдӹртӹш,hrom
95,Strömung::N,йогы,proudění
96,Tropfen::N,капльы,kapka
97,Tropfen::N,капльык,kapka
98,Schaum::N,шонг,pěna
99,Schmutz::N,лявӹрӓ,špína
100,See::N,йӓр,jezero
101,Sumpf::N,лӱкӹ,močál
102,Sumpf::N,лӱкӹ,bažina
103,Moor::N,куп,bažina
104,Moor::N,куп,slatina
105,Wiese::N,алык,louka
106,Wald::N,шӹргӹ,les
107,Hügel::N,пӱгӹрикӓ,kopec
108,Anhöhe::N,кӱкшикӓ,pahorek
109,Berg::N,кырык,hora
110,Gipfel::N,неркӓ,vrchol
111,Höhle::N,ы́раж,jeskyně
112,Abhang::N,полом,svah
113,Abhang::N,полом,stráň
114,Quelle::N,вӹдсӹнзӓ,pramen
115,Bach::N,ӓнгӹр,potok
116,Fluss::N,вӹд,řeka
117,Ufer::N,сир,břeh
118,Küste::N,сир,pobřeží
119,Festland::N,мӱлӓндӹ,souš
120,Festland::N,мӱлӓндӹ,pevnina
121,Meer::N,тангыж,moře
122,Bucht::N,вӹдъял,záliv
123,Bucht::N,вӹдъял,zátoka
124,Insel::N,острок,ostrov
125,Blume::N,пеледӹш,květina
126,Gras::N,шуды,tráva
127,Wurzel::N,важ,kořen
128,Baum::N,пушӓнгӹ,strom
129,Stamm::N,пушӓнгӹ тӹнг,kmen
130,Rinde::N,каргыж,kůra
131,Ast::N,укш,větev
132,Zweig::N,укш,větev
133,Blatt::N,листӹ,lupen
134,Birke::N,куги,bříza
135,Kiefer[Baum]::N,йӓктӹ,sosna
136,Kiefer[Baum]::N,йӓктӹ,borovice
137,Weide[Baum]::N,уа,vrba
138,Tanne::N,кож,jedle
139,Horn::N,шур,roh
140,Feder::N,пын,pero
141,Fell::N,кавашты,srst
142,Flügel::N,шылдыр,křídlo
143,Klaue::N,кӹч,dráp
144,Klaue::N,кӹч,pazneht
145,Kralle::N,лапа,dráp
146,Schwanz::N,пач,ocas
147,Ei::N,мыны,vejce
148,Nest::N,пӹжӓш,hnízdo
149,Bau::N,ыраж,nora
150,Tier::N,во́льык,zvíře
151,Herde::N,кӹтö,stádo
152,Kuh::N,ышкал,kráva
153,Bulle::N,ӱшкӱж,býk
154,Pferd::N,имни,kůň
155,Schaf::N,шарык,ovce
156,Schwein::N,сасна,vepř
157,Schwein::N,сасна,prase
158,Hund::N,пи,pes
159,Katze::N,коти,kočka
160,Bär::N,мöскӓ,medvěd
161,Eichhörnchen::N,ур,veverka
162,Elch::N,шарды,los
163,Fuchs::N,рӹвӹж,liška
164,Hase::N,морен,zajíc
165,Maus::N,каля,myš
166,Wolf::N,пирӹ,vlk
167,Vogel::N,кек,pták
168,Schwarm::N,цуца,roj
169,Schwarm::N,цуца,hejno
170,Huhn::N,цӹвӹ,kuře
171,Huhn::N,цӹвӹ,slepice
172,Hahn::N,ӓптӓн,kohout
173,Gans::N,комбы,husa
174,Adler::N,кучкыж,orel
175,Ente::N,лыды,kachna
176,Eule::N,тымана,sova
177,Kranich::N,тырня,jeřáb
178,Kranich::N,тыртня,jeřáb
179,Krähe::N,лудыгарак,vrána
180,Kuckuck::N,куку,kukačka
181,Schwan::N,йӱксӹ,labuť
182,Fisch::N,кол,ryba
183,Barsch::N,алангы,okoun
184,Hecht::N,нуж,štika
185,Hecht::N,нужгол,štika
186,Schlange[Tier]::N,кӹшкы,had
187,Wurm::N,шукш,červ
188,Spinne::N,ӓнгӹремшӹ,pavouk
189,Ameise::N,кыткы,mravenec
190,Laus::N,ти,veš
191,Mücke::N,кужнер,komár
192,Mücke::N,кужынер,komár
193,Fliege::N,шӹнгӓ,moucha
194,Schmetterling::N,лӹпӹ,motýl
195,Beere::N,мöр,bobule
196,Apfel::N,олма,jablko
197,Pilz::N,понгы,houba
198,Zwiebel::N,охыра,cibule
199,Saat::N,нӱшмӹ,osivo
200,Saat::N,нӱшмӱ,osivo
201,Korn::N,пӹрцӹ,zrno
202,Heu::N,шуды,seno
203,Schale::N,аваха,slupka
204,Schale::N,аваха,skořápka
205,Schale::N,карлангы,slupka
206,Schale::N,карлангы,skořápka
207,Grube::N,йӓм,jáma
208,Falle::N,лӱдӹ,past
209,Falle::N,лӱдӹ,léčka
210,Falle::N,лӱдӹш,past
211,Falle::N,лӱдӹш,léčka
212,Schlinge::N,онгы,smyčka
213,Spur::N,кишӓ,stopa
214,Asche::N,ломых,popel
215,Asche::N,ломпыж,popel
216,Dreck::N,лявӹрӓ,špína
217,Eisen::N,кӹртни,železo
218,Gold::N,шöртни,zlato
219,Gold::N,шöртньӹ,zlato
220,Silber::N,ши,stříbro
221,Kohle::N,шӱ,uhlí
222,Glas::N,охоница,sklo
223,Lehm::N,шун,jíl
224,Lehm::N,шун,hlína
225,Sand::N,ошма,písek
226,Mensch::N,эдем,člověk
227,Mann::N,пӱэргӹ,muž
228,Frau::N,ӹдӹрӓмӓш,žena
229,Kind::N,ӓзӓ,dítě
230,Kind::N,шачшы,dítě
231,Junge::N,рвезӹ,hoch
232,Junge::N,рвезӹ,chlapec
233,Junge::N,ӹрвезӹ,hoch
234,Junge::N,ӹрвезӹ,chlapec
235,Mädchen::N,ӹдӹрӓш,děvče
236,Familie::N,йиш,rodina
237,Familie::N,семня,rodina
238,Großvater::N,тьоти,děd
239,Großvater::N,тьоти,dědeček
240,Großmutter::N,папа,babička
241,Eltern::N,ӓтя-ӓвӓ,rodiče
242,Vater::N,ӓтя,otec
243,Mutter::N,ӓвӓ,matka
244,Sohn::N,эргӹ,syn
245,Tochter::N,ӹдӹр,dcera
246,Bruder::N,ӹза,bratr
247,Schwester::N,ӓкӓ,sestra
248,Onkel::N,кугуза,strýc
249,Tante::N,куака,teta
250,Ehemann::N,мары,choť
251,Ehemann::N,мары,manžel
252,Ehefrau::N,вӓтӹ,choť
253,Ehefrau::N,вӓтӹ,manželka
254,Freude::N,ӹвӹртӹмӓш,radost
255,Gelächter::N,ваштылмаш,smích
256,Glück::N,пиӓл,štěstí
257,Kummer::N,ясы,žal
258,Kummer::N,ясы,trápení
259,Wunsch::N,охата,přání
260,Wunsch::N,шанымаш,přání
261,Lust::N,шӓр,chuť
262,Lust::N,охата,chuť
263,Lust::N,шанымаш,chuť
264,Geist::N,тух,duch
265,Gedanke::N,шанымаш,myšlenka
266,Gedächtnis::N,ӓш,paměť
267,Verstand::N,ыш,rozum
268,Sinn::N,кын,smysl
269,Grund::N,вир,důvod
270,Wahrheit::N,тöр,pravda
271,Gespräch::N,хытырымаш,rozhovor
272,Märchen::N,ямак,pohádka
273,Erzählung::N,шайыштмаш,povídka
274,Nachricht::N,увертӓрӹмӓш,zpráva
275,Neuigkeit::N,увер,novina
276,Neuigkeit::N,увер,novinka
277,Name::N,лӹм,jméno
278,Rätsel::N,тышты,hádanka
279,Rede::N,шая,řeč
280,Rede::N,шая,proslov
281,Rede::N,шамак,řeč
282,Rede::N,шамак,proslov
283,Sprache::N,йӹлмӹ,řeč
284,Sprache::N,йӹлмӹ,jazyk
285,Stimme::N,юк,hlas
286,Wort::N,шамак,slovo
287,Zeichen::N,палӹ,znamení
288,Ruf::N,сӹгӹрӹмӓш,zavolání
289,Lärm::N,юкланымащ,hluk
290,Laut::N,юк,zvuk
291,Ton::N,юк,tón
292,Lied::N,мыры,píseň
293,Ruhe::N,тыр,klid
294,Ruhe::N,тыр,pokoj
295,Leute::N,эдемвлӓ,lidé
296,Volk::N,халык,národ
297,Arbeit::N,пӓшӓ,práce
298,Gast::N,хына,host
299,Geschenk::N,подарка,dar
300,Spiel::N,мадыш,hra
301,Gesellschaft::N,йӓл,společnost
302,Gesellschaft::N,йӓлвлӓ,společnost
303,Hilfe::N,палшык,pomoc
304,Freund::N,тӓнг,přítel
305,Kamerad::N,тос,kamarád
306,Angelegenheit::N,дела,záležitost
307,Angelegenheit::N,йела,záležitost
308,Angelegenheit::N,йыла,záležitost
309,Angelegenheit::N,пӓшӓ,záležitost
310,Anzahl::N,шот,počet
311,Art::N,цӹре,druh
312,Stück::N,лаштык,kus
313,Stück::N,лаштык,kousek
314,Teil::N,пай,díl
315,Teil::N,пай,část
316,Teil::N,часть,díl
317,Teil::N,часть,část
318,Hälfte::N,пел,půl
319,Kreis::N,тӹртӹш,kruh
320,Kreuz::N,крестӹ,kříž
321,Abstand::N,ло,vzdálenost
322,Entfernung::N,ло,vzdálenost
323,Gegend::N,вӓр,krajina
324,Platz::N,вӓр,prostor
325,Ort::N,вӓр,místo
326,Seite::N,öрдӹж,strana
327,Mitte::N,ло,střed
328,Mitte::N,ло,prostředek
329,Gegenstand::N,хӓдӹр,předmět
330,Sache::N,хӓдӹр,věc
331,Rand::N,шöр,kraj
332,Rand::N,шöр,okraj
333,Kante::N,шöр,hrana
334,Ecke::N,лык,roh
335,Spitze::N,вуй,hrot
336,Spitze::N,вуй,špička
337,Ende::N,вуй,konec
338,Ende::N,мычаш,konec
339,Loch::N,ыраж,díra
340,Winkel::N,лык,kout
341,Muster::N,тӹрлец,vzor
342,Größe::N,кӱкшӹц,velikost
343,Länge::N,кыт,délka
344,Höhe::N,кӱкшӹц,výška
345,Gewicht::N,нелӹц,váha
346,Menge::N,шот,množství
347,Haufen::N,ара,kupa
348,Haufen::N,ара,hromada
349,Reihe::N,ряд,řada
350,Reihe::N,ряд,řádek
351,Boot::N,пыш,člun
352,Ruder::N,вешлӓ,veslo
353,Schlitten::N,тир,sáně
354,Ski::N,ечӹ,lyže
355,Lagerfeuer::N,тыл,táborák
356,Last::N,нелӹц,náklad
357,Last::N,нелӹц,břemeno
358,Gang::N,ход,chůze
359,Gang::N,ход,chodba
360,Schritt::N,ашкыл,krok
361,Norden::N,йыдпелвел,sever
362,Süden::N,кечӹвӓлвел,jih
363,Westen::N,кечӹ шӹцмӹ,západ
364,Osten::N,ирвел,východ
365,Osten::N,кечӹ лӱлтмӹ,východ
366,Holz::N,пушӓнгӹ,dřevo
367,Brett::N,ханга,prkno
368,Platte::N,плитӓ,deska
369,Stütze::N,цӓрӓк,opěra
370,Stange::N,равы,tyč
371,Stange::N,равы,tyčka
372,Stange::N,намаш,tyč
373,Stange::N,намаш,tyčka
374,Stock::N,панды,hůlka
375,Stab::N,равы,hůl
376,Rohr::N,пыч,trubka
377,Haus::N,пöрт,dům
378,Heim::N,пöрт,domov
379,Ofen::N,камака,kamna
380,Fußboden::N,седӹрӓ,podlaha
381,Tisch::N,стöл,stůl
382,Stuhl::N,пöкен,židle
383,Wiege::N,шипкӓ,kolébka
384,Bett::N,койка,postel
385,Bett::N,кравать,postel
386,Regal::N,полицӓ,regál
387,Regal::N,полицӓ,police
388,Kiste::N,шӱ́ндӹк,bedna
389,Fenster::N,окня,okno
390,Tür::N,амаса,dveře
391,Tor::N,хапка,vrata
392,Zaun::N,забор,plot
393,Dach::N,левӓш,střecha
394,Leiter::N,ташкалтыш,žebřík
395,Besen::N,сало,koště
396,Besen::N,сало,smeták
397,Besen::N,салко,koště
398,Besen::N,салко,smeták
399,Spaten::N,кольмы,rýč
400,Schaufel::N,лоток,lopata
401,Gabel::N,ви́лка,vidlička
402,Löffel::N,савала,lžíce
403,Messer::N,кӹзӹ,nůž
404,Nagel::N,пыда,hřebík
405,Netz::N,вӓпш,síť
406,Haken::N,крӱк,hák
407,Haken::N,кагак,hák
408,Griff::N,кычем,držadlo
409,Schloss::N,замок,zámek
410,Schloss::N,сыравач,zámek
411,Bild::N,картин,obraz
412,Figur::N,кӓн,figura
413,Puppe::N,поханя,panenka
414,Beutel::N,мешӓк,pytlík
415,Bündel::N,топ,svazek
416,Bündel::N,пидӹш,svazek
417,Bündel::N,кӹлдӹш,svazek
418,Tasche::N,сумкы,taška
419,Tasche::N,сумкы,brašna
420,Eimer::N,ведӹрӓ,kýbl
421,Eimer::N,ведӹрӓ,vědro
422,Deckel::N,комдыш,víko
423,Deckel::N,комдыш,příklop
424,Geschirr::N,ӓтӹ,nádobí
425,Sack::N,мешӓк,pytel
426,Tasse::N,цӓшкӓ,šálek
427,Topf::N,ми́ска,hrnec
428,Kessel::N,пад,kotel
429,Essen::N,качкыш,jídlo
430,Essen::N,качкыш-йӱш,jídlo
431,Nahrung::N,качкыш,strava
432,Nahrung::N,качкыш,potrava
433,Nahrung::N,качкыш-йӱш,strava
434,Nahrung::N,качкыш-йӱш,potrava
435,Speise::N,няня,jídlo
436,Fleisch::N,пай,maso
437,Getreide::N,киндӹ,obilí
438,Brei::N,шӹрӓш,kaše
439,Brot::N,сыкыр,chléb
440,Scheibe::N,ламыт,krajíc
441,Scheibe::N,лаштык,krajíc
442,Fett::N,кая,tuk
443,Fett::N,кая,omastek
444,Butter::N,ӱ,máslo
445,Öl::N,ӱ,olej
446,Salz::N,санзал,sůl
447,Suppe::N,лем,polévka
448,Honig::N,мӱ,med
449,Milch::N,шӹшер,mléko
450,Tee::N,чӓй,čaj
451,Leder::N,шарга,kůže
452,Leder::N,кавашты,kůže
453,Wolle::N,миж,vlna
454,Stoff::N,матер,látka
455,Stoff::N,матери,látka
456,Nadel::N,им,jehla
457,Faden::N,шӹртӹ,nit
458,Knopf::N,полдыш,knoflík
459,Knoten::N,пӱкшем,uzel
460,Farbe::N,чиӓ,barva
461,Farbe::N,крӓскӓ,barva
462,Kleidung::N,выргем,šaty
463,Kleidung::N,выргем,šatstvo
464,Hemd::N,тыгыр,košile
465,Kragen::N,шӱ,límec
466,Ärmel::N,шокш,rukáv
467,Hose::N,ялаш,kalhoty
468,Gürtel::N,ӹштӹ,pás
469,Gürtel::N,ӹштӹ,opasek
470,Mütze::N,упш,čepice
471,Schuh::N,ту́фльы,bota
472,Stiefel::N,кем,holínka
473,Ring::N,шӓргӓш,prsten
474,Band::N,лемтӓ,pásek
475,Kamm::N,шерге,hřeben
476,Spiegel::N,тӹгӹр,zrcadlo
477,Riemen::N,прӓжӓ,řemen
478,Schnur::N,кӓндӹра,šňůra
479,Leine::N,керем,vodítko
480,Decke::N,одеял,pokrývka
481,Decke::N,одеял,přikrývka
482,Kissen::N,кӹпцӹк,polštář
483,Tuch::N,савыц,šátek
484,Handtuch::N,шӹргӹсавыц,ručník
485,Handtuch::N,шӹргӹмсавыц,ručník
486,Kraft::N,ви,síla
487,Stärke::N,ви,síla
488,Gesundheit::N,шу,zdraví
489,Gesundheit::N,шулык,zdraví
490,Krankheit::N,мыж,nemoc
491,Krankheit::N,мыж,choroba
492,Schmerz::N,карштыш,bolest
493,Wunde::N,шушыр,rána
494,Fieber::N,ӱштӹмыж,horečka
495,Arznei::N,лекӓрцӹ,lék
496,Brücke::N,кӹвер,most
497,Brunnen::N,вӹдсӹнзӓ,studna
498,Weide::N,ныр,pastva
499,Weide::N,ныр,pastvina
500,Pfad::N,ялгорны,pěšina
501,Weg::N,корны,cesta
502,Straße::N,корны,silnice
503,Dorf::N,сола,vesnice
504,Stadt::N,города,město
505,Brief::N,сирмӓш,dopis
506,Buch::N,книгӓ,kniha
507,Buchstabe::N,буква́,písmeno
508,Zeitung::N,газет,noviny
509,Zeitung::N,кайзет,noviny
510,Leben::N,житя,život
511,Tod::N,смöрт,smrt
512,Grab::N,шӹгер,hrob
513,Grab::N,мыгилӓ,hrob
514,Grab::N,шӹгерлӓ,hrob
515,Kirche::N,церкӹ,kostel
516,Sünde::N,сулык,hřích
517,Gott::N,йымы,bůh
518,Arbeiter::N,пӓшӓзӹ,dělník
519,Arbeiter::N,пӓшӓзӹ,pracovník
520,Chef::N,вуй,šéf
521,Chef::N,вуй,vedoucí
522,Meister::N,мастар,mistr
523,Arzt::N,доктор,lékař
524,Lehrer::N,тымдышы,učitel
525,Geld::N,окса,peníze
526,Geschäft::N,торге́йӹмӓш,obchod
527,Laden::N,лапка,krám
528,Laden::N,магазин,krám
529,Preis::N,ӓк,cena
530,Ware::N,товар,zboží
531,Nutzen::N,пайда,užitek
532,Reichtum::N,перке,bohatství
533,Welt::N,сӓндӓлӹк,svět
534,Welt::N,свет,svět
535,Land::N,сӓндӓлӹк,země
536,Staat::N,кугижӓншӹ,stát
537,König::N,король,král
538,Macht::N,власть,moc
539,Macht::N,власть,mocnost
540,Grenze::N,пӹсмӓн,hranice
541,Krieg::N,вырсы,válka
542,Feind::N,тышман,nepřítel
543,Gewalt::N,ви,násilí
544,Kampf::N,кредӓлмӓш,boj
545,Bogen[Waffe]::N,янгеж,luk
546,Pfeil::N,пикш,šíp
547,Gewehr::N,пичӓл,puška
548,Gewehr::N,пичӓл,ručnice
549,Fehler::N,самынь,chyba
550,Lüge::N,шая,lež
551,Schaden::N,вре́дӓ,škoda
552,Unglück::N,пёда,neštěstí
553,Unglück::N,тымаша,neštěstí
554,Schuld::N,вуйнамат,vina
555,Alter::N,иӓш,věk
556,Alter::N,игечӹ,věk
557,Schluss::N,пӹтӓртӹш,konec
558,Zeit::N,веремӓ,čas
559,Tag::N,кечӹ,den
560,Morgen::N,ир,ráno
561,Morgen::N,ир,jitro
562,Morgen::N,ирок,ráno
563,Morgen::N,ирок,jitro
564,Mittag::N,кечӹвӓл,poledne
565,Abend::N,вады,večer
566,Nacht::N,йыд,noc
567,Woche::N,ӓрня,týden
568,Monat::N,тӹ́лзӹ,měsíc
569,Jahr::N,год,rok
570,Frühling::N,шошым,jaro
571,Sommer::N,кӓнгӹж,léto
572,Herbst::N,шӹжӹ,podzim
573,Winter::N,тел,zima
574,Winter::N,телӹ,zima
575,Januar::N,январ,leden
576,Januar::N,январь,leden
577,Februar::N,февраль,únor
578,März::N,март,březen
579,April::N,апрель,duben
580,Mai::N,май,květen
581,Juni::N,июнь,červen
582,Juli::N,июль,červenec
583,August::N,август,srpen
584,September::N,сентябрь,září
585,Oktober::N,октябрь,říjen
586,November::N,ноябрь,listopad
587,Dezember::N,декавыр,prosinec
588,Montag::N,шачмы,pondělí
589,Montag::N,шачмы,pondělek
590,Dienstag::N,кышкыжмы,úterý
591,Mittwoch::N,вӹрчегӹ,středa
592,Donnerstag::N,изӓрня,čtvrtek
593,Freitag::N,когарня,pátek
594,Samstag::N,кукшыгечӹ,sobota
595,Sonntag::N,рушӓрня,neděle
596,groß::A,кого,velký
597,klein::A,изи,malý
598,lang::A,кужы,dlouhý
599,kurz::A,кӹтӹк,krátký
600,breit::A,кымда,široký
601,schmal::A,ӓнгӹсӹр,úzký
602,dicht::A,шӹре,hustý
603,dick[Gegenstand]::A,кӹжгӹ,tlustý
604,dünn::A,вӹцкӹж,tenký
605,fein::A,пыльга,jemný
606,fest::A,цаткыды,pevný
607,flach::A,тӓлякӓ,plochý
608,flach::A,тӓлякӓ,placatý
609,glatt::A,ягылгы,hladký
610,hart::A,пингӹдӹ,tvrdý
611,weich::A,пышкыды,měkký
612,rund::A,тӹртӹш,kulatý
613,rund::A,тӹртӹш,okrouhlý
614,spitz::A,кашар,špičatý
615,scharf::A,кашар,ostrý
616,stumpf::A,нӹшкӹ,tupý
617,schwer::A,нелӹ,těžký
618,schön::A,цевер,pěkný
619,schön::A,цевер,krásný
620,schön::A,олмыдшы,pěkný
621,schön::A,олмыдшы,krásný
622,heiß::A,шокшы,horký
623,warm::A,шокшы,teplý
624,kalt::A,ӱштӹ,studený
625,kühl::A,юалгы,chladný
626,kühl::A,йонгата,chladný
627,frisch::A,йонгата,svěží
628,feucht::A,ӹлӹкшӹ,vlhký
629,feucht::A,вӹдӹжгӹ,vlhký
630,nass::A,начкы,mokrý
631,trocken::A,кукшы,suchý
632,voll::A,темшӹ,plný
633,voll::A,темыман,plný
634,leer::A,йӓрӓ,prázdný
635,offen::A,виш,otevřený
636,geschlossen::A,чӱчмӹ,zavřený
637,geschlossen::A,тӹкӹлӓлтшӹ,zavřený
638,sauber::A,ире,čistý
639,schmutzig::A,шоран,špinavý
640,schmutzig::A,лявӹрӓн,špinavý
641,schmutzig::A,шорангшы,špinavý
642,roh::A,пеле кӱшӹ,syrový
643,reif::A,кӱшӹ,zralý
644,lecker::A,тотан,chutný
645,süß::A,мӱӓн,sladký
646,bitter::A,качы,hořký
647,sauer::A,шапы,kyselý
648,hell::A,соты,světlý
649,hell::A,валгыды,světlý
650,dunkel::A,пӹц,temný
651,dunkel::A,пӹцкемӹш,temný
652,schwarz::A,шим,černý
653,weiß::A,ош,bílý
654,weiß::A,ошы,bílý
655,rot::A,якшаргы,rudý
656,rot::A,якшаргы,červený
657,gelb::A,сар,žlutý
658,gelb::A,сары,žlutý
659,blau::A,симсӹ,modrý
660,grün::A,ыжар,zelený
661,grau::A,луды,šedý
662,grau::A,луды,šedivý
663,bunt::A,ала,pestrý
664,billig::A,шулдаш,levný
665,billig::A,шулдаш,laciný
666,teuer::A,шергӹ,drahý
667,teuer::A,шергӓкӓн,drahý
668,wertvoll::A,ӓкӓн,cenný
669,blind::A,слöпöй,slepý
670,blind::A,сльöпöй,slepý
671,taub::A,тӱтӱк,hluchý
672,kräftig::A,виӓн,silný
673,stark::A,виӓн,silný
674,schwach::A,шава,slabý
675,schwach::A,лӹпкӓ,slabý
676,schwach::A,слабка,slabý
677,fett::A,таза,tučný
678,fett::A,таза,tlustý
679,schlank::A,яштака,štíhlý
680,hübsch::A,сӹлнӹ,hezký
681,hübsch::A,олмыдшы,hezký
682,böse::A,шӹдӓн,zlý
683,dumm::A,окмак,hloupý
684,faul::A,ялахай,líný
685,fleißig::A,пӓшам яратышы,pilný
686,geizig::A,шык,lakomý
687,klug::A,ышан,chytrý
688,geschickt::A,мастар,šikovný
689,lieb::A,тыри,milý
690,lustig::A,мындыр,veselý
691,lustig::A,сусу,veselý
692,sanft::A,йӹвӹжӓ,mírný
693,hungrig::A,шужышы,hladový
694,krank::A,церлӹ,nemocný
695,krank::A,хворой,nemocný
696,nackt::A,цӓрӓ,nahý
697,traurig::A,сы́лыкан,smutný
698,traurig::A,сы́лыкан,truchlivý
699,traurig::A,кымы́лдымы,smutný
700,traurig::A,кымы́лдымы,truchlivý
701,lebendig::A,живой,živý
702,gut::A,яжо,dobrý
703,schlecht::A,уда,špatný
704,schlecht::A,худа,špatný
705,richtig::A,вургамла,pravý
706,richtig::A,вургамла,správný
707,schlimm::A,йӹрнык,zlý
708,wahr::A,настоящий,pravdivý
709,wahr::A,настояшый,pravdivý
710,alt::A,шонгы,starý
711,neu::A,у,nový
712,ehemalig::A,тошты,bývalý
713,alt[Lebewesen]::A,ӹлалшӹ,starý
714,jung::A,нöргӹ,mladý
715,jung::A,молода,mladý
716,arm::A,укеӓн,chudý
717,reich::A,паян,bohatý
718,reich::A,пурлыкан,bohatý
719,bekannt::A,палӹмӹ,známý
720,berühmt::A,лӹмлы,slavný
721,fremd::A,эдемӹн,cizí
722,verschieden::A,тӹрлӹ,různý
723,verschieden::A,тӹрлӹ,rozličný
724,nah::A,лишӹл,blízký
725,fern::A,мӹндӹр,daleký
726,linker::A,шалахай,levý
727,rechter::A,вургамла,pravý
728,anderer::A,вес,jiný
729,anderer::A,весӹ,jiný
730,erster::A,икшӹ,první
731,erster::A,икӹмшӹ,první
732,zweiter::A,кокшы,druhý
733,dritter::A,кымшы,třetí
734,letzter::A,остатка,poslední
735,allein::ADV,иктӹ,sám
736,allein::ADV,иктӹт,sám
737,auf einmal::ADV,тöрöк,najednou
738,zusammen::ADV,икараш,spolu
739,zusammen::ADV,икараш,dohromady
740,zusammen::ADV,цымырын,spolu
741,zusammen::ADV,цымырын,dohromady
742,lange::ADV,кужын,dlouho
743,plötzlich::ADV,трӱк,vtom
744,plötzlich::ADV,трӱк,náhle
745,sofort::ADV,полт,hned
746,sofort::ADV,полт,ihned
747,sofort::ADV,тöрöк,hned
748,sofort::ADV,тöрöк,ihned
749,sofort::ADV,тӹшӓкок,hned
750,sofort::ADV,тӹшӓкок,ihned
751,später::ADV,вара,později
752,heute::ADV,тагачы,dnes
753,heute::ADV,тагачы,dneska
754,morgen::ADV,иргод,zítra
755,morgen::ADV,иргодым,zítra
756,bald::ADV,чӹнь,brzo
757,bald::ADV,вӓшке,brzo
758,bald::ADV,выртышты,brzo
759,dann::ADV,пакыла,pak
760,dann::ADV,пакыла,potom
761,gestern::ADV,тенгечӹ,včera
762,einst::ADV,икӓнӓ,kdysi
763,damals::ADV,тӹнӓм,tehdy
764,damals::ADV,тӹнӓм,tenkrát
765,danach::ADV,пакыла,podle toho
766,vorher::ADV,перви,dříve
767,vorher::ADV,перви,napřed
