,Concept_ID,kn,kn
45,Herz::N,ಹೃದಯ,ಹೃದಯ
46,Magen::N,ಉದರ,ಉದರ
47,Leber::N,ಯಕೃತ್ತು,ಯಕೃತ್ತು
48,Atem::N,ಉಸಿರು,ಉಸಿರು
49,Hunger::N,ಹಸಿವು,ಹಸಿವು
50,Träne::N,ಕಣ್ಣೀರು,ಕಣ್ಣೀರು
51,Geschmack::N,ರುಚಿ,ರುಚಿ
52,Geruch::N,ವಾಸನೆ,ವಾಸನೆ
53,Schlaf::N,ನಿದ್ರೆ,ನಿದ್ರೆ
54,Traum::N,ಕನಸು,ಕನಸು
55,Himmel::N,ಬಾನು,ಬಾನು
56,Sonne::N,ಸೂರ್ಯ,ಸೂರ್ಯ
57,Mond::N,ಚಂದ್ರ,ಚಂದ್ರ
58,Stern::N,ಚುಕ್ಕಿ,ಚುಕ್ಕಿ
59,Luft::N,ವಾಯು,ವಾಯು
60,Wind::N,ಗಾಳಿ,ಗಾಳಿ
61,Welle::N,ಅಲೆ,ಅಲೆ
62,Wasser::N,ನೀರು,ನೀರು
63,Stein::N,ಕಲ್ಲು,ಕಲ್ಲು
64,Boden::N,ನೆಲ,ನೆಲ
65,Erde::N,ಭೂಮಿ,ಭೂಮಿ
66,Staub::N,ದೂಳು,ದೂಳು
67,Rauch::N,ಹೊಗೆ,ಹೊಗೆ
68,Funke::N,ಕಿಡಿ,ಕಿಡಿ
69,Feuer::N,ಬೆಂಕಿ,ಬೆಂಕಿ
70,Licht::N,ಬೆಳಕು,ಬೆಳಕು
71,Schatten::N,ನೆರಳು,ನೆರಳು
72,Wetter::N,ಹವ,ಹವ
73,Nebel::N,ಮಂಜು,ಮಂಜು
74,Wolke::N,ಮೋಡ,ಮೋಡ
75,Regen::N,ಮಳೆ,ಮಳೆ
76,Schnee::N,ಹಿಮ,ಹಿಮ
77,Eis::N,ಮಂಜುಗಡ್ಡೆ,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,ಮಂಜು,ಮಂಜು
79,Kälte::N,ಹಿಮ,ಹಿಮ
80,Hitze::N,ಉಷ್ಣ,ಉಷ್ಣ
81,Raureif::N,ಇಬ್ಬನಿ,ಇಬ್ಬನಿ
82,Regenbogen::N,ಇಂದ್ರಚಾಪ,ಇಂದ್ರಚಾಪ
83,Donner::N,ಗುಡುಗು,ಗುಡುಗು
84,Strömung::N,ಪ್ರವಾಹ,ಪ್ರವಾಹ
85,Tropfen::N,ತೊಟ್ಟು,ತೊಟ್ಟು
86,Schaum::N,ನೊರೆ,ನೊರೆ
87,Schmutz::N,ಕಸ,ಕಸ
88,See::N,ಸರೋವರ,ಸರೋವರ
89,Sumpf::N,ಜೌಗುಸ್ಥಳ,ಜೌಗುಸ್ಥಳ
90,Moor::N,ಬಂಜರು ಭೂಮಿ,ಬಂಜರು ಭೂಮಿ
91,Wiese::N,ಹುಲ್ಲುಗಾವಲು,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,ಕಾಡು,ಕಾಡು
93,Hügel::N,ಗುಡ್ಡೆ,ಗುಡ್ಡೆ
94,Anhöhe::N,ದಿಬ್ಬ,ದಿಬ್ಬ
95,Berg::N,ಮಲೆ,ಮಲೆ
96,Berg::N,ಮಲೆ,ಪರ್ವತ
97,Berg::N,ಪರ್ವತ,ಮಲೆ
98,Berg::N,ಪರ್ವತ,ಪರ್ವತ
99,Gipfel::N,ಶೃಂಗ,ಶೃಂಗ
100,Höhle::N,ಗುಹೆ,ಗುಹೆ
101,Abhang::N,ಇಳಿಜಾರು,ಇಳಿಜಾರು
102,Quelle::N,ಮೂಲ,ಮೂಲ
103,Bach::N,ತೊರೆ,ತೊರೆ
104,Fluss::N,ನದಿ,ನದಿ
105,Ufer::N,ತೀರ,ತೀರ
106,Küste::N,ದಂಡೆ,ದಂಡೆ
107,Festland::N,ಭೂಮಿ,ಭೂಮಿ
108,Meer::N,ಕಡಲು,ಕಡಲು
109,Bucht::N,ಖಾರಿ,ಖಾರಿ
110,Insel::N,ದ್ವೀಪ,ದ್ವೀಪ
111,Blume::N,ಸುಮ,ಸುಮ
112,Gras::N,ಹುಲ್ಲು,ಹುಲ್ಲು
113,Wurzel::N,ಬೇರು,ಬೇರು
114,Baum::N,ಮರ,ಮರ
115,Stamm::N,ಕಾಂಡ,ಕಾಂಡ
116,Rinde::N,ತೂಗಟಿ,ತೂಗಟಿ
117,Ast::N,ಶಾಖೆ,ಶಾಖೆ
118,Zweig::N,ರೆಂಬೆ,ರೆಂಬೆ
119,Blatt::N,ಎಲೆ,ಎಲೆ
120,Birke::N,ಬರ್ಚ್ ಮರ,ಬರ್ಚ್ ಮರ
121,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,ದೇವದಾರು ಮರ
122,Weide[Baum]::N,ವಿಲೋಮರ,ವಿಲೋಮರ
123,Tanne::N,ಭದ್ರದಾರು,ಭದ್ರದಾರು
124,Horn::N,ಕೊಂಬು,ಕೊಂಬು
125,Feder::N,ಪುಕ್ಕ,ಪುಕ್ಕ
126,Fell::N,ರೋಮ,ರೋಮ
127,Flügel::N,ರೆಕ್ಕೆ,ರೆಕ್ಕೆ
128,Klaue::N,ಪಂಜ,ಪಂಜ
129,Kralle::N,ಉಗುರು,ಉಗುರು
130,Schwanz::N,ಬಾಲ,ಬಾಲ
131,Ei::N,ಮೊಟ್ಟೆ,ಮೊಟ್ಟೆ
132,Nest::N,ಗೂಡು,ಗೂಡು
133,Bau::N,ಅಡಗುದಾಣ,ಅಡಗುದಾಣ
134,Tier::N,ಪ್ರಾಣಿ,ಪ್ರಾಣಿ
135,Herde::N,ಗುಂಪು,ಗುಂಪು
136,Kuh::N,ಹಸು,ಹಸು
137,Bulle::N,ಗೂಳಿ,ಗೂಳಿ
138,Pferd::N,ಕುದುರೆ,ಕುದುರೆ
139,Schaf::N,ಕುರಿ,ಕುರಿ
140,Schwein::N,ಹಂದಿ,ಹಂದಿ
141,Hund::N,ನಾಯಿ,ನಾಯಿ
142,Katze::N,ಬೆಕ್ಕು,ಬೆಕ್ಕು
143,Bär::N,ಕರಡಿ,ಕರಡಿ
144,Eichhörnchen::N,ಉಡುತೆ,ಉಡುತೆ
145,Elch::N,ಕಡವೆ,ಕಡವೆ
146,Fuchs::N,ನರಿ,ನರಿ
147,Hase::N,ಮೊಲ,ಮೊಲ
148,Maus::N,ಇಲಿ,ಇಲಿ
149,Wolf::N,ತೋಳ,ತೋಳ
150,Vogel::N,ಪಕ್ಷಿ,ಪಕ್ಷಿ
151,Schwarm::N,ಗುಂಪು,ಗುಂಪು
152,Huhn::N,ಚಿಕ್,ಚಿಕ್
153,Hahn::N,ಹುಂಜ,ಹುಂಜ
154,Gans::N,ವರಟೆ,ವರಟೆ
155,Adler::N,ಗರುಡ,ಗರುಡ
156,Ente::N,ಬಾತು,ಬಾತು
157,Eule::N,ಗೂಬೆ,ಗೂಬೆ
158,Kranich::N,ಕೊಕ್ಕರ,ಕೊಕ್ಕರ
159,Krähe::N,ಕಾಗೆ,ಕಾಗೆ
160,Kuckuck::N,ಕೋಗಿಲೆ,ಕೋಗಿಲೆ
161,Schwan::N,ಹಂಸಪಕ್ಷಿ,ಹಂಸಪಕ್ಷಿ
162,Fisch::N,ಮೀನು,ಮೀನು
163,Barsch::N,ಪರ್ಚ್ ಮೀನು,ಪರ್ಚ್ ಮೀನು
164,Hecht::N,ಪೈಕ್ ಮೀನು,ಪೈಕ್ ಮೀನು
165,Schlange[Tier]::N,ಹಾವು,ಹಾವು
166,Wurm::N,ಹುಳು,ಹುಳು
167,Spinne::N,ಊರ್ಣನಾಭ,ಊರ್ಣನಾಭ
168,Ameise::N,ಇರುವೆ,ಇರುವೆ
169,Laus::N,ಹೇನು,ಹೇನು
170,Mücke::N,ಸೊಳ್ಳೆ,ಸೊಳ್ಳೆ
171,Fliege::N,ನೊಣ,ನೊಣ
172,Schmetterling::N,ಪತಂಗ,ಪತಂಗ
173,Beere::N,ನಯವಣ್ಣು,ನಯವಣ್ಣು
174,Apfel::N,ಸೇಬು,ಸೇಬು
175,Pilz::N,ಅಣಬೆ,ಅಣಬೆ
176,Zwiebel::N,ನೀರುಳ್ಳಿ,ನೀರುಳ್ಳಿ
177,Saat::N,ಬಿತ್ತ,ಬಿತ್ತ
178,Korn::N,ಬೀಜ,ಬೀಜ
179,Heu::N,ಕರಡ,ಕರಡ
180,Schale::N,ಹೊಟ್ಟು,ಹೊಟ್ಟು
181,Grube::N,ಗುಂಡಿ,ಗುಂಡಿ
182,Falle::N,ಬೋನು,ಬೋನು
183,Schlinge::N,ಉರುಲು,ಉರುಲು
184,Spur::N,ಜಾಡು,ಜಾಡು
185,Asche::N,ಬೂದಿ,ಬೂದಿ
186,Dreck::N,ಹೊಲಸು,ಹೊಲಸು
187,Eisen::N,ಕಬ್ಬಿಣ,ಕಬ್ಬಿಣ
188,Gold::N,ಚಿನ್ನ,ಚಿನ್ನ
189,Silber::N,ಬೆಳ್ಳಿ,ಬೆಳ್ಳಿ
190,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ಕಲ್ಲಿದ್ದಲು
191,Glas::N,ಗಾಜು,ಗಾಜು
192,Lehm::N,ಜೇಡಿಮಣ್ಣು,ಜೇಡಿಮಣ್ಣು
193,Sand::N,ಮರಳು,ಮರಳು
194,Mensch::N,ಪುರುಷ,ಪುರುಷ
195,Mann::N,ಆಳು,ಆಳು
196,Frau::N,ಹೆಣ್ಣು,ಹೆಣ್ಣು
197,Kind::N,ಮಗು,ಮಗು
198,Junge::N,ಹುಡುಗ,ಹುಡುಗ
199,Mädchen::N,ಹುಡುಗಿ,ಹುಡುಗಿ
200,Familie::N,ಕುಟುಂಬ,ಕುಟುಂಬ
201,Großvater::N,ಅಜ್ಜ,ಅಜ್ಜ
202,Großmutter::N,ಅಮ್ಮ,ಅಮ್ಮ
203,Eltern::N,ಹೆತ್ತವರು,ಹೆತ್ತವರು
204,Vater::N,ತಂದೆ,ತಂದೆ
205,Mutter::N,ಅಮ್ಮ,ಅಮ್ಮ
206,Sohn::N,ಮಗ ,ಮಗ 
207,Tochter::N,ಮಗಳು,ಮಗಳು
208,Bruder::N,ತಮ್ಮ,ತಮ್ಮ
209,Schwester::N,ತಂಗಿ,ತಂಗಿ
210,Onkel::N,ಸೋದರಮಾವ,ಸೋದರಮಾವ
211,Onkel::N,ಸೋದರಮಾವ,ದೊಡ್ಡಪ್ಪ
212,Onkel::N,ದೊಡ್ಡಪ್ಪ,ಸೋದರಮಾವ
213,Onkel::N,ದೊಡ್ಡಪ್ಪ,ದೊಡ್ಡಪ್ಪ
214,Tante::N,ಚಿಕ್ಕಮ್ಮ,ಚಿಕ್ಕಮ್ಮ
215,Ehemann::N,ಗಂಡ,ಗಂಡ
216,Ehefrau::N,ಹೆಂಡತಿ,ಹೆಂಡತಿ
217,Freude::N,ನಲಿವು,ನಲಿವು
218,Gelächter::N,ನಗೆ,ನಗೆ
219,Glück::N,ಆನಂದ,ಆನಂದ
220,Kummer::N,ದುಃಖ,ದುಃಖ
221,Wunsch::N,ಬಯಕೆ,ಬಯಕೆ
222,Lust::N,ಇಷ್ಟ,ಇಷ್ಟ
223,Geist::N,ಆತ್ಮ,ಆತ್ಮ
224,Gedanke::N,ಯೋಚನೆ,ಯೋಚನೆ
225,Gedächtnis::N,ಸ್ಮರಣೆ,ಸ್ಮರಣೆ
226,Verstand::N,ಮನಸ್ಸು,ಮನಸ್ಸು
227,Sinn::N,ಅರ್ಥ,ಅರ್ಥ
228,Grund::N,ಕಾರಣ,ಕಾರಣ
229,Wahrheit::N,ಸತ್ಯ,ಸತ್ಯ
230,Gespräch::N,ಸಂಭಾಷಣೆ,ಸಂಭಾಷಣೆ
231,Märchen::N,ಸುಳ್ಳು ಕಥೆ,ಸುಳ್ಳು ಕಥೆ
232,Erzählung::N,ಕಥೆ,ಕಥೆ
233,Nachricht::N,ಸಂದೇಶ,ಸಂದೇಶ
234,Neuigkeit::N,ಸುದ್ದಿ,ಸುದ್ದಿ
235,Name::N,ಹೆಸರು,ಹೆಸರು
236,Rätsel::N,ಒಗಟು,ಒಗಟು
237,Rede::N,ಮಾತು,ಮಾತು
238,Sprache::N,ಭಾಷೆ,ಭಾಷೆ
239,Stimme::N,ಧ್ವನಿ,ಧ್ವನಿ
240,Wort::N,ಮಾತು,ಮಾತು
241,Zeichen::N,ಗುರುತು,ಗುರುತು
242,Ruf::N,ಕೂಗು,ಕೂಗು
243,Lärm::N,ಸದ್ದು,ಸದ್ದು
244,Laut::N,ಶಬ್ದ,ಶಬ್ದ
245,Ton::N,ನಾದ,ನಾದ
246,Lied::N,ಗಾನ,ಗಾನ
247,Ruhe::N,ಶಾಂತಿ,ಶಾಂತಿ
248,Leute::N,ಮಂದಿ,ಮಂದಿ
249,Volk::N,ಜನಾಂಗ,ಜನಾಂಗ
250,Arbeit::N,ಕೆಲಸ,ಕೆಲಸ
251,Gast::N,ಅತಿಥಿ,ಅತಿಥಿ
252,Geschenk::N,ಕಾಣಿಕೆ,ಕಾಣಿಕೆ
253,Spiel::N,ಆಟ,ಆಟ
254,Gesellschaft::N,ಸಂಗ,ಸಂಗ
255,Hilfe::N,ಸಹಾಯ,ಸಹಾಯ
256,Freund::N,ಸ್ನೇಹಿತ,ಸ್ನೇಹಿತ
257,Kamerad::N,ಜೊತೆಗಾರ,ಜೊತೆಗಾರ
258,Angelegenheit::N,ವಿಚಾರ,ವಿಚಾರ
259,Anzahl::N,ಎಣಿಕೆ,ಎಣಿಕೆ
260,Art::N,ತರ,ತರ
261,Stück::N,ತುಂಡು,ತುಂಡು
262,Teil::N,ಭಾಗ,ಭಾಗ
263,Hälfte::N,ಅರ್ಧ,ಅರ್ಧ
264,Kreis::N,ವೃತ್ತ,ವೃತ್ತ
265,Kreuz::N,ಶಿಲುಬೆ,ಶಿಲುಬೆ
266,Linie::N,ರೀಖೆ,ರೀಖೆ
267,Strich::N,ಗೀಟು,ಗೀಟು
268,Abstand::N,ಅಂತರ,ಅಂತರ
269,Entfernung::N,ದೂರ,ದೂರ
270,Gegend::N,ವಿಸ್ತೀರ್ಣ,ವಿಸ್ತೀರ್ಣ
271,Platz::N,ಅಂತರ,ಅಂತರ
272,Ort::N,ಸ್ಥಳ,ಸ್ಥಳ
273,Seite::N,ಪಕ್ಷ,ಪಕ್ಷ
274,Mitte::N,ನಡು,ನಡು
275,Gegenstand::N,ವಸ್ತು,ವಸ್ತು
276,Sache::N,ವಸ್ತು,ವಸ್ತು
277,Rand::N,ಅಂಚು,ಅಂಚು
278,Kante::N,ಅಂಚು,ಅಂಚು
279,Ecke::N,ಮೂಲೆ,ಮೂಲೆ
280,Spitze::N,ತುದಿ,ತುದಿ
281,Ende::N,ಕೊನೆ,ಕೊನೆ
282,Loch::N,ತೂತು,ತೂತು
283,Winkel::N,ಕೋನ,ಕೋನ
284,Muster::N,ನಮೂನೆ,ನಮೂನೆ
285,Größe::N,ಪ್ರಮಾಣ,ಪ್ರಮಾಣ
286,Länge::N,ಉದ್ದ,ಉದ್ದ
287,Höhe::N,ಎತ್ತರ,ಎತ್ತರ
288,Gewicht::N,ತೂಕ,ತೂಕ
289,Menge::N,ಮೊತ್ತ,ಮೊತ್ತ
290,Haufen::N,ರಾಶಿ,ರಾಶಿ
291,Reihe::N,ಸಾಲು,ಸಾಲು
292,Boot::N,ದೋಣಿ,ದೋಣಿ
293,Ruder::N,ಹುಟ್ಟು,ಹುಟ್ಟು
294,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
295,Ski::N,ಜಾರುಪಟ್ಟಿ,ಜಾರುಪಟ್ಟಿ
296,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,ಶಿಬಿರಾಗ್ನಿ
297,Last::N,ಹೊರೆ,ಹೊರೆ
298,Gang::N,ತಿರುಗಾಟ,ತಿರುಗಾಟ
299,Schritt::N,ಹೆಜ್ಜೆ,ಹೆಜ್ಜೆ
300,Norden::N,ಉತ್ತರ,ಉತ್ತರ
301,Süden::N,ದಕ್ಷಿಣ,ದಕ್ಷಿಣ
302,Westen::N,ಪಶ್ಚಿಮ,ಪಶ್ಚಿಮ
303,Osten::N,ಮೂಡಲು,ಮೂಡಲು
304,Holz::N,ಚೌಬೀನೆ,ಚೌಬೀನೆ
305,Brett::N,ಹಲಗೆ,ಹಲಗೆ
306,Platte::N,ಹಲಗೆ,ಹಲಗೆ
307,Stütze::N,ಆಸರೆ,ಆಸರೆ
308,Stange::N,ಕಂಬ,ಕಂಬ
309,Stock::N,ಕೋಲು,ಕೋಲು
310,Stab::N,ದೊಣ್ಣೆ,ದೊಣ್ಣೆ
311,Rohr::N,ನಳಿಕೆ,ನಳಿಕೆ
312,Haus::N,ಮನೆ,ಮನೆ
313,Heim::N,ಗೃಹ,ಗೃಹ
314,Ofen::N,ಒಲೆ,ಒಲೆ
315,Fußboden::N,ನೆಲ,ನೆಲ
316,Tisch::N,ಮೇಜು,ಮೇಜು
317,Stuhl::N,ಕುರ್ಚಿ,ಕುರ್ಚಿ
318,Wiege::N,ತೊಟ್ಟಿಲು,ತೊಟ್ಟಿಲು
319,Bett::N,ಹಾಸಿಗೆ,ಹಾಸಿಗೆ
320,Regal::N,ಬೀರು,ಬೀರು
321,Kiste::N,ಪಟ್ಟಿಗೆ,ಪಟ್ಟಿಗೆ
322,Fenster::N,ಕಿಟಕಿ,ಕಿಟಕಿ
323,Tür::N,ಬಾಗಿಲು,ಬಾಗಿಲು
324,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ಹೆಬ್ಬಾಗಿಲು
325,Zaun::N,ಬೇಲಿ,ಬೇಲಿ
326,Dach::N,ಮಾಳಿಗೆ,ಮಾಳಿಗೆ
327,Leiter::N,ಏಣಿ,ಏಣಿ
328,Besen::N,ಪೊರಕೆ,ಪೊರಕೆ
329,Spaten::N,ಗುದ್ದಲಿ,ಗುದ್ದಲಿ
330,Schaufel::N,ಸನಿಕೆ,ಸನಿಕೆ
331,Gabel::N,ಕವಲು,ಕವಲು
332,Löffel::N,ಚಮಚ,ಚಮಚ
333,Messer::N,ಚಾಕು,ಚಾಕು
334,Nagel::N,ಆಣಿ,ಆಣಿ
335,Netz::N,ಬಲೆ,ಬಲೆ
336,Haken::N,ಕೊಂಡಿ,ಕೊಂಡಿ
337,Griff::N,ಹಿಡಿ,ಹಿಡಿ
338,Schloss::N,ವೀಗ,ವೀಗ
339,Bild::N,ಚಿತ್ರ,ಚಿತ್ರ
340,Figur::N,ಆಕಾರ,ಆಕಾರ
341,Puppe::N,ಗೊಂಬೆ,ಗೊಂಬೆ
342,Beutel::N,ಸಂಚಿ,ಸಂಚಿ
343,Bündel::N,ಕಟ್ಟು,ಕಟ್ಟು
344,Tasche::N,ಚೀಲ,ಚೀಲ
345,Eimer::N,ಬಾನೆ,ಬಾನೆ
346,Deckel::N,ಮುಚ್ಚಳ,ಮುಚ್ಚಳ
347,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,ಭಕ್ಷ್ಯಗಳು
348,Sack::N,ಮೂಟೆ,ಮೂಟೆ
349,Tasse::N,ಬಟ್ಟಲು,ಬಟ್ಟಲು
350,Topf::N,ಮಡಕೆ,ಮಡಕೆ
351,Kessel::N,ಕೆಟಲ್,ಕೆಟಲ್
352,Essen::N,ಊಟ,ಊಟ
353,Nahrung::N,ಆಹಾರ,ಆಹಾರ
354,Speise::N,ಊಟ,ಊಟ
355,Fleisch::N,ಮಾಂಸ,ಮಾಂಸ
356,Getreide::N,ಧಾನ್ಯ,ಧಾನ್ಯ
357,Brei::N,ಗಂಜಿ,ಗಂಜಿ
358,Brot::N,ರೊಟ್ಟಿ,ರೊಟ್ಟಿ
359,Scheibe::N,ಹೋಳು,ಹೋಳು
360,Fett::N,ಕೊಬ್ಬು,ಕೊಬ್ಬು
361,Butter::N,ಬೆಣ್ಣೆ,ಬೆಣ್ಣೆ
362,Öl::N,ಎಣ್ಣೆ,ಎಣ್ಣೆ
363,Salz::N,ಉಪ್ಪು,ಉಪ್ಪು
364,Suppe::N,ಎಸರು,ಎಸರು
365,Honig::N,ಮಧು,ಮಧು
366,Milch::N,ಹಾಲು,ಹಾಲು
367,Tee::N,ಚಹ,ಚಹ
368,Leder::N,ಚಕ್ಕಳ,ಚಕ್ಕಳ
369,Wolle::N,ಉಣ್ಣೆ,ಉಣ್ಣೆ
370,Stoff::N,ಬಟ್ಟೆ,ಬಟ್ಟೆ
371,Nadel::N,ಸೂಜಿ,ಸೂಜಿ
372,Faden::N,ದಾರ,ದಾರ
373,Knopf::N,ಗುಂಡು,ಗುಂಡು
374,Knoten::N,ಗಂಟು,ಗಂಟು
375,Farbe::N,ಬಣ್ಣ,ಬಣ್ಣ
376,Kleidung::N,ಅರಿವೆ,ಅರಿವೆ
377,Hemd::N,ಅಂಗಿ,ಅಂಗಿ
378,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ಕುತ್ತಿಗೆಪಟ್ಟಿ
379,Ärmel::N,ತೋಳು,ತೋಳು
380,Hose::N,ಇಜಾರ,ಇಜಾರ
381,Gürtel::N,ಬೆಲ್ಟು,ಬೆಲ್ಟು
382,Mütze::N,ಟೋಪಿ,ಟೋಪಿ
383,Schuh::N,ಪಾದರಕ್ಷೆ,ಪಾದರಕ್ಷೆ
384,Stiefel::N,ಬೂಟು,ಬೂಟು
385,Ring::N,ಉಂಗುರ,ಉಂಗುರ
386,Band::N,ರಿಬ್ಬನ್,ರಿಬ್ಬನ್
387,Kamm::N,ಹಣಿಗೆ,ಹಣಿಗೆ
388,Spiegel::N,ಕನ್ನಡಿ,ಕನ್ನಡಿ
389,Riemen::N,ಬಾರು,ಬಾರು
390,Schnur::N,ಹುರಿ,ಹುರಿ
391,Leine::N,ಹಗ್ಗ,ಹಗ್ಗ
392,Decke::N,ಕಂಬಳಿ,ಕಂಬಳಿ
393,Kissen::N,ದಿಂಬು,ದಿಂಬು
394,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,ಕೊರಳ ಬಟ್ಟೆ
395,Handtuch::N,ಚೌಕ,ಚೌಕ
396,Kraft::N,ಬಲ,ಬಲ
397,Stärke::N,ಶಕ್ತಿ,ಶಕ್ತಿ
398,Gesundheit::N,ಆರೋಗ್ಯ,ಆರೋಗ್ಯ
399,Krankheit::N,ರೋಗ,ರೋಗ
400,Schmerz::N,ನೋವು,ನೋವು
401,Wunde::N,ಗಾಯ,ಗಾಯ
402,Fieber::N,ಜ್ವರ,ಜ್ವರ
403,Arznei::N,ಔಷಧ,ಔಷಧ
404,Brücke::N,ಸೇತುವೆ,ಸೇತುವೆ
405,Brunnen::N,ಬಾವಿ,ಬಾವಿ
406,Weide::N,ಗೋಮಾಳ,ಗೋಮಾಳ
407,Pfad::N,ದಾರಿ,ದಾರಿ
408,Weg::N,ಹಾದಿ,ಹಾದಿ
409,Straße::N,ರಸ್ತೆ,ರಸ್ತೆ
410,Dorf::N,ಹಳ್ಳಿ,ಹಳ್ಳಿ
411,Stadt::N,ಪಟ್ಟಣ,ಪಟ್ಟಣ
412,Brief::N,ಕಾಗದ,ಕಾಗದ
413,Buch::N,ಪುಸ್ತಕ,ಪುಸ್ತಕ
414,Buchstabe::N,ಅಕ್ಷರ,ಅಕ್ಷರ
415,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,ವಾರ್ತಾಪತ್ರಿಕೆ
416,Leben::N,ಜೀವನ,ಜೀವನ
417,Tod::N,ಮರಣ,ಮರಣ
418,Grab::N,ಗೋರಿ,ಗೋರಿ
419,Kirche::N,ಚರ್ಚು,ಚರ್ಚು
420,Sünde::N,ಪಾಪ,ಪಾಪ
421,Gott::N,ದೇವರು,ದೇವರು
422,Arbeiter::N,ಕೆಲಸಗಾರ,ಕೆಲಸಗಾರ
423,Chef::N,ದಣಿ,ದಣಿ
424,Meister::N,ಶಿಕ್ಷಕ,ಶಿಕ್ಷಕ
425,Arzt::N,ವೈದ್ಯ,ವೈದ್ಯ
426,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ಉಪಾಧ್ಯಾಯ
427,Geld::N,ಹಣ,ಹಣ
428,Geschäft::N,ವಾಣಿಜ್ಯ,ವಾಣಿಜ್ಯ
429,Laden::N,ಅಂಗಡಿ,ಅಂಗಡಿ
430,Preis::N,ಬೆಲೆ,ಬೆಲೆ
431,Ware::N,ಸರಕು,ಸರಕು
432,Nutzen::N,ಲಾಭ,ಲಾಭ
433,Reichtum::N,ಸಂಪತ್ತು,ಸಂಪತ್ತು
434,Welt::N,ಭೂಲೋಕ,ಭೂಲೋಕ
435,Land::N,ದೇಶ,ದೇಶ
436,Staat::N,ರಾಜ್ಯ,ರಾಜ್ಯ
437,König::N,ರಾಜ,ರಾಜ
438,Macht::N,ಅಧಿಕಾರ,ಅಧಿಕಾರ
439,Grenze::N,ಗಡಿ,ಗಡಿ
