,Concept_ID,da,ta
170,Ameise::N,myre,எறும்பு
171,Laus::N,lus,பேன்
172,Mücke::N,myg,கொசுவினப்பூச்சி
173,Fliege::N,flue,ஈ
174,Schmetterling::N,sommerfugl,வண்ணத்துப்பூச்சி
175,Beere::N,bær,சதைப்பழம்
176,Apfel::N,æble,ஆப்பிள பழம்
177,Pilz::N,svamp,காளான்
178,Zwiebel::N,løg,வெங்காயம்
179,Saat::N,sæd,விதை
180,Korn::N,korn,தானியம்
181,Heu::N,hø,வைக்கோல்
182,Schale::N,skræl,தோல்
183,Grube::N,grav,குழி
184,Falle::N,fælde,பொறி
185,Schlinge::N,snare,கண்ணி
186,Spur::N,spor,சுவடு
187,Asche::N,aske,சாம்பல்
188,Dreck::N,snavs,அழுக்கு
189,Eisen::N,jern,இரும்பு
190,Gold::N,guld,தங்கம்
191,Silber::N,sølv,வெள்ளி
192,Kohle::N,kul,நிலக்கரி
193,Glas::N,glas,கண்ணாடி
194,Lehm::N,ler,களிமண்
195,Sand::N,sand,மணல்
196,Mensch::N,mennesge,மனிதர்கள்
197,Mann::N,mand,மனிதன்
198,Frau::N,kvinde,பெண்
199,Kind::N,barn,குழந்தை
200,Junge::N,dreng,பையன்
201,Mädchen::N,pige,சிறுமி
202,Familie::N,familie,குடும்பம்
203,Großvater::N,bedstefar,தாத்தா
204,Großmutter::N,bedstemor,பாட்டி
205,Eltern::N,forældre,பெற்றோர்
206,Vater::N,far,தந்தை
207,Mutter::N,mor,தாய்
208,Sohn::N,søn,மகன்
209,Tochter::N,datter,மகள்
210,Bruder::N,bror,சகோதரன்
211,Schwester::N,søster,அக்கா
212,Onkel::N,onkel,தாய் மாமன்
213,Tante::N,tante,அத்தை
214,Ehemann::N,ægtemand,கணவன்
215,Ehefrau::N,hustru,மனைவி
216,Freude::N,glæde,கொண்டாட்டம்
217,Gelächter::N,latter,சிரிப்பு
218,Glück::N,lykke,மகிழ்ச்சி
219,Kummer::N,sorg,துயரம்
220,Wunsch::N,ønske,விருப்பம்
221,Lust::N,lyst,விருப்பம்
222,Geist::N,ånd,ஆன்மா
223,Gedanke::N,tanke,எண்ணம்
224,Gedächtnis::N,hukommelse,ஞாபகம்
225,Verstand::N,forstand,மனம்
226,Sinn::N,mening,அர்த்தம்
227,Sinn::N,betydning,அர்த்தம்
228,Grund::N,grund,காரணம்
229,Wahrheit::N,sandhed,உண்நை
230,Gespräch::N,samtale,பெசு
231,Märchen::N,eventyr,நம்பத்தகாத கதை
232,Erzählung::N,fortælling,கதை
233,Nachricht::N,efterretning,செய்தி
234,Neuigkeit::N,nyhed,செய்தி
235,Name::N,navn,பெயர்
236,Rätsel::N,gåde,புதிர்
237,Rede::N,tale,பேச்சு
238,Sprache::N,sprog,மொழி
239,Stimme::N,stemme,குரல்
240,Wort::N,ord,வார்த்தை
241,Zeichen::N,tegn,குறி
242,Ruf::N,råb,அழைப்பு
243,Lärm::N,larm,சத்தம்
244,Laut::N,lyd,ஒலி
245,Ton::N,tone,குரல்
246,Lied::N,sang,பாட்டு
247,Ruhe::N,ro,அமைதி
248,Ruhe::N,hvile,அமைதி
249,Leute::N,folk,மக்கள்
250,Leute::N,mennesker,மக்கள்
251,Volk::N,folk,மக்கள்
252,Arbeit::N,arbejde,வேலை
253,Gast::N,gæst,விருந்தாளி
254,Geschenk::N,gave,பரிசுப் பொருள்
255,Spiel::N,leg,விளையாட்டு
256,Gesellschaft::N,selskab,சமுதாயம்
257,Hilfe::N,hjælp,உதவி
258,Freund::N,ven,நண்பன்
259,Kamerad::N,kammerat,உடனிருப்பவன்
260,Angelegenheit::N,sag,செய்தி
261,Angelegenheit::N,anliggende,செய்தி
262,Anzahl::N,antal,எண்ணிக்கை
263,Art::N,art,வகை
264,Stück::N,stykke,துண்டம்
265,Teil::N,del,பகுதி
266,Hälfte::N,halvdel,பாதி
267,Kreis::N,cirkel,வட்டம்
268,Kreuz::N,kors,சிலுவை
269,Kreuz::N,kryds,சிலுவை
270,Linie::N,linie,கோடு
271,Strich::N,streg,வாத நோய்
272,Abstand::N,afstand,இடைவெளி
273,Entfernung::N,afstand,தூரம்
274,Gegend::N,egn,வட்டாரம்
275,Platz::N,plads,வெற்றிடம்
276,Ort::N,sted,இடம்
277,Seite::N,side,பக்கம்
278,Mitte::N,midte,இடைப்பகுதி
279,Gegenstand::N,genstand,உருப்படி
280,Sache::N,sag,பொருள்
281,Rand::N,rand,தொங்கு
282,Kante::N,kant,விளிம்பு
283,Ecke::N,hjørne,மூலை
284,Spitze::N,spids,முனை
285,Ende::N,ende,முடிவு
286,Loch::N,hul,துளை
287,Winkel::N,vinkel,கோணம்
288,Muster::N,mønster,பாங்கு
289,Größe::N,størrelse,அளவு
290,Länge::N,længde,நீளம்
291,Höhe::N,højde,உயரம்
292,Gewicht::N,vægt,எடை
293,Menge::N,mængde,தொகை
294,Haufen::N,bunke,குவியல்
295,Reihe::N,række,வரிசை
296,Boot::N,båd,படகு
297,Ruder::N,åre,துடுப்பு
298,Schlitten::N,kælk,சகடையிலா வண்டி
299,Schlitten::N,slæde,சகடையிலா வண்டி
300,Ski::N,ski,பனிச் சறுக்கல்
301,Lagerfeuer::N,lejrbål,மூட்டம்
302,Last::N,last,பாரம்
303,Last::N,byrde,பாரம்
304,Gang::N,gang,நடை
305,Schritt::N,skridt,காலடி
306,Norden::N,nord,வடக்கு
307,Süden::N,syd,தெற்கு
308,Westen::N,vest,மேற்கு திசை
309,Osten::N,øst,கிழக்கு
310,Holz::N,træ,மரக்கட்டை
311,Brett::N,bræt,பலகை
312,Platte::N,plade,பலகம்
313,Stütze::N,støtte,அடைப்புகன்
314,Stange::N,stang,கம்பம்
315,Stock::N,stok,குச்சி
316,Stab::N,stav,கம்பு
317,Rohr::N,rør,குழாய்
318,Haus::N,hus,வீடு
319,Heim::N,hjem,வீடு
320,Ofen::N,ovn,அடுப்பு
321,Fußboden::N,gulv,தரை
322,Tisch::N,bord,மேசை
323,Stuhl::N,stol,நாற்காலி
324,Wiege::N,vugge,தொட்டில்
325,Bett::N,seng,படுக்கை
326,Regal::N,reol,அலமாரி
327,Kiste::N,kasse,பெட்டி
328,Fenster::N,vindue,சாளரம்
329,Tür::N,dør,கதவு
330,Tor::N,port,வாசற்கதவு
331,Zaun::N,stakit,வேலி
332,Dach::N,tag,கூரை
333,Leiter::N,stige,ஏணி
334,Besen::N,kost,விளக்குமாறு
335,Spaten::N,spade,மண்வெட்டி
336,Schaufel::N,skovl,அடிதண்டா
337,Gabel::N,gaffel,முட்கரண்டி
338,Löffel::N,ske,கரண்டி
339,Messer::N,kniv,கத்தி
340,Nagel::N,søm,ஆணி
341,Netz::N,net,வலை
342,Haken::N,krog,கொக்கி
343,Griff::N,tag,கைப்பிடி
344,Griff::N,håndtag,கைப்பிடி
345,Schloss::N,lås,பூட்டு
346,Bild::N,billede,படம்
347,Figur::N,figur,எண்ணிக்கை
348,Puppe::N,dukke,பொம்மை
349,Beutel::N,pose,பை
350,Bündel::N,bylt,பொதி
351,Bündel::N,bundt,பொதி
352,Tasche::N,taske,பை
353,Eimer::N,spand,வாளி
354,Deckel::N,låg,உறை
355,Geschirr::N,husgeråd,பாத்திரம்
356,Sack::N,sæk,பை
357,Tasse::N,kop,கிண்ணம்
358,Topf::N,gryde,பானை
359,Kessel::N,kedel,கெண்டி
360,Essen::N,måltid,உணவருந்துதல்
361,Nahrung::N,mad,உணவு
362,Nahrung::N,næring,உணவு
363,Speise::N,ret,உணவு வகை
364,Fleisch::N,kød,இறைச்சி
365,Getreide::N,korn,மக்காச்சோளம்
366,Brei::N,grød,கஞ்சி
367,Brot::N,brød,ரொட்டி
368,Scheibe::N,skive,துண்டு
369,Fett::N,fedt,கொழுப்பு
370,Butter::N,smør,வெண்ணெய்
371,Öl::N,olie,எண்ணெய்
372,Salz::N,salt,உப்பு
373,Suppe::N,suppe,ரசம்
374,Honig::N,honning,தேன்
375,Milch::N,mælk,பால்
376,Tee::N,te,தெனீர்
377,Leder::N,skind,பதம் செய்யப்பட்ட தோல்
378,Wolle::N,uld,கம்பளி
379,Stoff::N,stof,துணி
380,Nadel::N,nål,ஊசி
381,Faden::N,tråd,நூல்
382,Knopf::N,knap,பொத்தான்
383,Knoten::N,knude,முடிச்சு
384,Farbe::N,farve,வண்ணக் குழம்பு
385,Kleidung::N,påklædning,ஆடைகள்
386,Hemd::N,skjorte,சட்டை
387,Kragen::N,krave,கழுத்துப் பட்டை
388,Ärmel::N,ærme,சட்டைக்கை
389,Hose::N,bukser,கால்சட்டை
390,Gürtel::N,bælte,பெல்ட்
391,Mütze::N,hue,தொப்பி
392,Schuh::N,sko,காலணி
393,Stiefel::N,støvle,காலணி
394,Ring::N,ring,மோதிரம்
395,Band::N,bånd,நாடா
396,Kamm::N,kam,கீப்பு
397,Spiegel::N,spejl,ஆடி
398,Spiegel::N,spejl,கண்ணாடி
399,Riemen::N,rem,வார்
400,Schnur::N,snor,கயிறு
401,Leine::N,snor,தோல்வார்
402,Decke::N,tæppe,போர்வை
403,Kissen::N,pude,தலையணை
404,Tuch::N,sjaltørklæde,துணி
405,Handtuch::N,håndklæde,தண்டு
406,Kraft::N,kraft,நிர்பந்தம்
407,Stärke::N,styrke,பலம்
408,Gesundheit::N,sundhed,ஆரோக்கியம்
409,Krankheit::N,sygdom,நோய்
410,Schmerz::N,smerte,வலி
411,Wunde::N,sår,காயம்
412,Fieber::N,feber,காய்ச்சல்
413,Arznei::N,medicin,மருந்து
414,Arznei::N,lægemiddel,மருந்து
415,Brücke::N,bro,பாலம்
416,Brunnen::N,brønd,கேணி
417,Weide::N,græsgang,மேய்ச்சல் நிலம்
418,Pfad::N,sti,நடை வழி
419,Weg::N,vej,வழி
420,Straße::N,gade,சாலை
421,Dorf::N,landsby,கிராமம்
422,Stadt::N,by,நகரம்
423,Brief::N,brev,கடிதம்
424,Buch::N,bog,புத்தகம்
425,Buchstabe::N,bogstav,எழத்து
426,Zeitung::N,avis,செய்தித்தாள்
427,Leben::N,liv,வாழ்க்கை
428,Tod::N,død,மரணம்
429,Grab::N,grav,சமாதி
430,Kirche::N,kirke,தேவாலயம்
431,Sünde::N,synd,பாவம்
432,Gott::N,gud,கடவுள்
433,Arbeiter::N,arbejder,தொழிலாளி
434,Chef::N,chef,மேலாளர்
435,Meister::N,mester,தலைவன்
436,Arzt::N,læge,மருத்துவர்
437,Lehrer::N,lærer,ஆசிரியர்
438,Geld::N,penge,பணம்
439,Geschäft::N,forretning,வாணிபம்
440,Laden::N,butik,கடை
441,Laden::N,forretning,கடை
442,Preis::N,pris,விலை
443,Ware::N,vare,சாமன்கள்
444,Nutzen::N,nytte,இலாபம்
445,Reichtum::N,rigdom,சொத்து
446,Welt::N,verden,உலகம்
447,Land::N,land,நாடு
448,Staat::N,stat,நாடு
449,König::N,konge,அரசன்
450,Macht::N,magt,அதிகாரம்
451,Grenze::N,grænse,எல்லை
452,Krieg::N,krig,போர்
453,Feind::N,fjende,எதிரி
454,Gewalt::N,vold,வன்முறை
455,Kampf::N,kamp,போராட்டம்
456,Bogen[Waffe]::N,bue,வில்
457,Pfeil::N,pil,அம்பு
458,Gewehr::N,gevær,துப்பாக்கி
459,Fehler::N,fejl,தவறு
460,Lüge::N,løgn,பொய்
461,Schaden::N,skade,சேதாரம்
462,Unglück::N,uheld,இடையூறு
463,Unglück::N,ulykke,இடையூறு
464,Schuld::N,skyld,குற்றம்
465,Alter::N,alder,வயது
466,Schluss::N,slut,முடிவு
467,Schluss::N,slutning,முடிவு
468,Zeit::N,tid,காலம்
469,Tag::N,dag,நாள்
470,Morgen::N,morgen,காலை நேரம்
471,Mittag::N,middag,மதியம்
472,Abend::N,aften,மாலைப் பொழுது
473,Nacht::N,nat,இரவு
474,Woche::N,uge,வாரம்
475,Monat::N,måned,மாதம்
476,Jahr::N,år,வருடம்
477,Frühling::N,forår,வசந்தம்
478,Sommer::N,sommer,கோடை
479,Herbst::N,efterår,இலையுதிர் காலம்
480,Winter::N,vinter,குளிர்காலம்
481,Januar::N,januar,ஜனவரி
482,Februar::N,februar,பிபரவரி மாதம்
483,März::N,marts,மார்ச் மாதம்
484,April::N,april,ஏப்ரல் மாதம்
485,Mai::N,maj,மே மாதம்
486,Juni::N,juni,ஜூன் மாதம்
487,Juli::N,juli,ஜூலை மாதம்
488,August::N,august,ஆகஸ்ட் மாதம்
489,September::N,september,செப்டம்பர் மாதம்
490,Oktober::N,oktober,அக்டோபர் மாதம்
491,November::N,november,நவம்பர் மாதம்
492,Dezember::N,december,டிசம்பர்
493,Montag::N,mandag,திங்கட் கிழமை
494,Dienstag::N,tirsdag,செவ்வாய்க்கிழமை
495,Mittwoch::N,onsdag,புதன் கிழமை
496,Donnerstag::N,torsdag,வியாழக் கிழமை
497,Freitag::N,fredag,வெள்ளிக்கிழமை
498,Samstag::N,lørdag,சனிக்கிழமை
499,Sonntag::N,søndag,ஞாயிறுக் கிழமை
500,groß::A,stor,பெரிய
501,klein::A,lille,சிறிய
502,lang::A,lang,நீண்ட
503,kurz::A,kort,குட்டையான
504,breit::A,bred,அகலமான
505,schmal::A,smal,குறுகலான
506,dicht::A,tæt,அடர்த்தியான
507,dick[Gegenstand]::A,tyk,தடித்த
508,dünn::A,tynd,சன்னமான
509,fein::A,fin,மெல்லிய
510,fest::A,fast,உறுதியாள
511,flach::A,flad,தட்டையான
512,glatt::A,glat,வழுவழுப்பான
513,hart::A,hård,கடினமான
514,weich::A,blød,மென்மையான
515,rund::A,rund,உருண்டையான
516,spitz::A,spids,திகந்தமாக
517,scharf::A,skarp,கூரான
518,stumpf::A,sløv,உளம் திறந்த
519,stumpf::A,stump,உளம் திறந்த
520,schwer::A,tung,கனமான
521,schön::A,skøn,அழகான
522,heiß::A,hed,சூடான
523,warm::A,varm,இதமான
524,kalt::A,kold,குளிர்ச்சியான
525,kühl::A,kølig,குளிர்ச்சியான
526,frisch::A,frisk,சுத்தமான
527,feucht::A,fugtig,ஈரமான
528,nass::A,våd,ஈரமான
529,trocken::A,tør,உலர்ந்த
530,voll::A,fuld,நிரம்பிய
531,leer::A,tom,காலியான
532,offen::A,åben,திறந்த
533,geschlossen::A,lukket,மூடப்பட்ட
534,sauber::A,ren,சுத்தமான
535,schmutzig::A,snavset,அழக்கான
536,roh::A,rå,கச்சா
537,reif::A,moden,பழுத்த
538,lecker::A,lækker,சுவைமிக்க
539,süß::A,sød,இனிப்பான
540,bitter::A,bitter,கசப்பான
541,sauer::A,sur,புளிப்பாக
542,hell::A,lys,பளபளப்பான
543,dunkel::A,mørk,கருமையான
544,schwarz::A,sort,கருப்பு வண்ண
545,weiß::A,hvid,வெண்மையன
546,rot::A,rød,சிவப்பு
547,gelb::A,gul,மஞ்சள் வண்ணம்
548,blau::A,blå,நீல வண்ண
549,grün::A,grøn,பச்சை வண்ண
550,grau::A,grå,சாம்பல் நிற
551,bunt::A,broget,வண்ண மயமான
552,billig::A,billig,மலிவான
553,teuer::A,dyr,விலை அதிகமான
554,wertvoll::A,værdifuld,மதிப்புள்ள
555,blind::A,blind,பார்வையற்ற
556,taub::A,døv,செவிடான
557,kräftig::A,kraftig,வலிமையான
558,stark::A,stærk,பலமான
559,schwach::A,svag,பலவீனமான
560,fett::A,fed,பருமனாக
561,schlank::A,slank,ஒல்லியான
562,hübsch::A,køn,அழகிய
563,böse::A,ond,கேடு விளைவிக்கும்
564,böse::A,slem,கேடு விளைவிக்கும்
565,dumm::A,dum,முட்டாள்தனமான
566,faul::A,doven,சோம்பலான
567,fleißig::A,flittig,ஊக்கந்தளராத
568,geizig::A,gerrig,கஞேசத்தனமான
569,klug::A,klog,சாதுரியமான
570,geschickt::A,dygtig,திறமையள்ள
571,geschickt::A,behændig,திறமையள்ள
572,lieb::A,rar,அன்புக்குரிய
573,lustig::A,lystig,களிப்புமிக்க
574,sanft::A,blid,சாதுவான
575,hungrig::A,sulten,பசியுடன்
576,krank::A,syg,நோயுற்று
577,nackt::A,nøgen,ஆடையற்ற
578,traurig::A,bedrøvet,சோகமான
579,lebendig::A,levende,பிழைப்பு
580,gut::A,god,நல்ல
581,schlecht::A,dårlig,கெட்ட
582,richtig::A,rigtig,சரியான
583,schlimm::A,slem,அருவருப்பான
584,wahr::A,sand,உண்மையான
585,alt::A,gammel,பழைய
586,neu::A,ny,புதிய
587,ehemalig::A,forhenværende,முன்நாள்
588,alt[Lebewesen]::A,gammel,வயதான
589,jung::A,ung,இளமையான
590,arm::A,fattig,ஏழ்மையான
591,reich::A,rig,செல்வம் படைத்த
592,bekannt::A,kendt,பழக்கப்பட்ட
593,berühmt::A,berømt,புகழ்பெற்ற
594,fremd::A,fremmed,அயல் நாட்டு
595,verschieden::A,forskellig,வித்தியாசமான
596,nah::A,nær,பக்கத்தில் உள்ள
597,fern::A,fjern,தொலை தூரத்தில்
598,linker::A,venstre,மீந்திருக்கும்
599,rechter::A,højre,வலதுபக்கம்
600,anderer::A,anden,மற்ற
601,erster::A,første,முதனமையான
602,zweiter::A,anden,இரண்டாவது
603,dritter::A,tredje,மூன்றாவது
604,letzter::A,sidste,கடைசி
605,allein::ADV,alene,தனியாக
606,auf einmal::ADV,på én gang,தடீரென்று
607,zusammen::ADV,sammen,சேர்ந்து
608,lange::ADV,længe,அதிக நோம்
609,plötzlich::ADV,pludselig,தடீரென்று
610,sofort::ADV,straks,உடனடியாக
611,später::ADV,senere,பிறகு
612,jetzt::ADV,nu,இப்பொழது
613,heute::ADV,i dag,இன்று
614,morgen::ADV,i morgen,நாளைக்கு
615,bald::ADV,snart,சீக்கிரம்
616,dann::ADV,så,அப்பொழுது
617,gestern::ADV,i går,நேற்று
618,einst::ADV,engang,ஒரே முறை
619,damals::ADV,dengang,அப்பொழுது
620,danach::ADV,derefter,பிற்பாடு
621,vorher::ADV,før,முன்பாக
622,vorher::ADV,forud,முன்பாக
623,zuerst::ADV,først,முதலில்
624,einmal::ADV,en gang,ஒரே முறை
625,manchmal::ADV,sommetider,சில நேரங்களில்
626,oft::ADV,ofte,அடிக்கடி
627,immer::ADV,altid,எப்பொழுதும்
628,niemals::ADV,aldrig,ஒருபோதும் இல்லை
629,hier::ADV,her,இங்கே
630,hierhin::ADV,hid,இவ்விடத்திற்கு
631,hierhin::ADV,herhen,இவ்விடத்திற்கு
632,von hier::ADV,herfra,இனி
633,dort::ADV,der,அங்கே
634,dorthin::ADV,derhen,அவ்விடத்திற்கு
635,geradeaus::ADV,lige ud,முன்னாலிருக்கும்
636,vorwärts::ADV,fremad,முன்புறமாக
637,rückwärts::ADV,baglæns,பின்னோக்கி
638,zurück::ADV,tilbage,பின்பக்கம்
639,unten::ADV,nede,கீழாக
640,unten::ADV,forneden,கீழாக
641,hinab::ADV,ned,கீழ் நோக்கி
642,hinab::ADV,nedad,கீழ் நோக்கி
643,oben::ADV,oppe,மேலே
644,oben::ADV,ovenpå,மேலே
645,hinauf::ADV,op,மேலே
646,hinauf::ADV,opad,மேலே
647,überall::ADV,overalt,எல்லா இடத்திலும்
648,nicht::ADV,ikke,இல்லை
649,ein wenig::ADV,lidt,கொஞ்சம்
650,kaum::ADV,knap,அரிதாக
651,kaum::ADV,næppe,அரிதாக
652,sehr::ADV,meget,மிக்க
653,so::ADV,så,மிகவும்
654,noch::ADV,endnu,இப்பொழுதும்
655,nur::ADV,kun,மட்டும்
656,nur::ADV,bare,மட்டும்
657,schon::ADV,alt,ஏற்கனவே
658,schon::ADV,allerede,ஏற்கனவே
659,wieder::ADV,igen,மறுபடியும்
660,vergebens::ADV,forgæves,வீண்
661,vor::PRP,foran,முன்
662,vor::PRP,uden for,முன்
663,hinter::PRP,bag,பின்பக்கம்
664,hinter::PRP,bagved,பின்பக்கம்
665,unter::PRP,under,கீழே
666,durch::PRP,gennem,ஊடே
667,durch::PRP,igennem,ஊடே
668,neben::PRP,ved siden af,அடுத்து
669,zwischen::PRP,mellem,இடையில்
670,wegen::PRP,på grund af,ஏனெனில்
671,dies::PRN,dette,இது
672,das::PRN,det,அது
673,alles::PRN,alt,ஒவ்வொன்றும்
674,ich::PRN,jeg,நான்
675,du::PRN,du,நீ
676,er::PRN,han,அவன்
677,wir::PRN,vi,நாம்
678,wir::PRN,vi,நாங்கள்
679,ihr::PRN,I,நீங்கள்
680,sie::PRN,de,அவர்கள்
681,was::FPRN,hvad,என்ன
682,wer::FPRN,hvem,யார்
683,wo::FADV,hvor,எங்கே
684,wohin::FADV,hvorhen,எதற்கு
685,wie::FADV,hvordan,எப்படி
686,warum::FADV,hvorfor,ஏன்
687,wieviel::FNUM,hvor meget,எவ்வளவு
688,eins::NUM,én,ஒன்று
689,zwei::NUM,to,இரண்டு
690,drei::NUM,tre,மூன்று
691,vier::NUM,fire,நான்கு
692,fünf::NUM,fem,ஐந்து
693,sechs::NUM,seks,ஆறு
694,sieben::NUM,syv,ஏழு
695,acht::NUM,otte,எட்டு
696,neun::NUM,ni,ஒன்பது
697,zehn::NUM,ti,பத்து
698,elf::NUM,elleve,பதினொன்று
699,zwölf::NUM,tolv,பன்னிரண்டு
700,zwanzig::NUM,tyve,இருபது
701,dreißig::NUM,tredive,முப்பது
702,vierzig::NUM,fyrre,நாற்பது
703,vierzig::NUM,fyrretyve,நாற்பது
704,fünfzig::NUM,halvtreds,ஐமபது
