,Concept_ID,lez,zh
154,Schwarm::N,луж,群
155,Huhn::N,верч,鸡
156,Hahn::N,кӏек,公鸡
157,Gans::N,къаз,鹅
158,Adler::N,лекь,鹰
159,Ente::N,пӏатӏ,鸭
160,Eule::N,тӏиб,猫头鹰
161,Kranich::N,дурна,鹤
162,Krähe::N,къаргъа,乌鸦
163,Kuckuck::N,кукупӏ,布谷鸟
164,Schwan::N,къугь,天鹅
165,Fisch::N,гъед,鱼
166,Barsch::N,окунь,鲈鱼
167,Hecht::N,щука,狗鱼
168,Schlange[Tier]::N,илан,蛇
169,Schlange[Tier]::N,гъуьлягъ,蛇
170,Wurm::N,квак,蠕虫
171,Spinne::N,хуьшрекан,蜘蛛
172,Ameise::N,цегв,蚂蚁
173,Laus::N,нет,虱子
174,Mücke::N,ветӏ,蚊子
175,Fliege::N,тӏветӏ,苍蝇
176,Schmetterling::N,чепелукь,蝴蝶
177,Beere::N,куьлуь емиш,将果
178,Apfel::N,ич,苹果
179,Pilz::N,къарникъуз,蘑菇
180,Zwiebel::N,чичӏек,洋葱
181,Saat::N,тумар,种子
182,Korn::N,твар,谷粒
183,Heu::N,векь,干草
184,Heu::N,векьер,干草
185,Schale::N,пириш,壳
186,Schale::N,хъуьруьш,壳
187,Grube::N,фур,坑
188,Falle::N,ракьар,圈套
189,Schlinge::N,гьалкъа,活扣
190,Spur::N,гел,踪迹
191,Asche::N,руьхъ,灰烬
192,Dreck::N,чирк,污垢
193,Dreck::N,кьуруш,污垢
194,Eisen::N,ракь,铁
195,Gold::N,алтун,金子
196,Silber::N,гимиш,银
197,Kohle::N,цӏивин,煤
198,Glas::N,шуьше,玻璃
199,Lehm::N,ччеб,粘土
200,Sand::N,къум,沙
201,Mensch::N,инсан,人
202,Mann::N,итим,男子
203,Frau::N,паб,妇女
204,Frau::N,дишегьли,妇女
205,Kind::N,аял,小孩
206,Junge::N,гада,男孩
207,Mädchen::N,руш,女孩
208,Familie::N,хзан,家庭
209,Familie::N,килфет,家庭
210,Großvater::N,чӏехи буба,祖父
211,Großmutter::N,чӏехи диде,祖母
212,Eltern::N,диде-буба,父母
213,Vater::N,буба,父亲
214,Mutter::N,диде,母亲
215,Sohn::N,хва,儿子
216,Tochter::N,руш,女儿
217,Bruder::N,стха,兄弟
218,Schwester::N,вах,姐妹
219,Onkel::N,ими,伯父
220,Onkel::N,халу,伯父
221,Tante::N,эме,阿姨
222,Tante::N,хала,阿姨
223,Ehemann::N,гъуьл,丈夫
224,Ehefrau::N,паб,妻子
225,Freude::N,шадвал,愉快
226,Gelächter::N,хъвер,大笑
227,Glück::N,бахт,运气
228,Kummer::N,дерт,苦恼
229,Kummer::N,хажалат,苦恼
230,Wunsch::N,мурад,愿望
231,Lust::N,гьевес,乐趣
232,Geist::N,руьгь,精神
233,Gedanke::N,фикир,思想
234,Verstand::N,акьул,理智
235,Sinn::N,мана,感觉
236,Grund::N,себеб,理由
237,Wahrheit::N,керчек,真理
238,Wahrheit::N,гьакъикъат,真理
239,Gespräch::N,ихтилат,谈话
240,Märchen::N,мах,童话
241,Erzählung::N,кьиса,故事
242,Nachricht::N,хабар,消息
243,Neuigkeit::N,цӏийи хабар,新闻
244,Name::N,тӏвар,名字
245,Rätsel::N,мискӏал,谜语
246,Rede::N,рахун,讲话
247,Sprache::N,чӏал,语言
248,Stimme::N,ван,声音
249,Wort::N,гаф,词
250,Zeichen::N,ишара,标记
251,Ruf::N,эвер,呼喊
252,Lärm::N,ван-сес,噪音
253,Laut::N,ван,响声
254,Laut::N,сес,响声
255,Ton::N,ван-сес,声音
256,Lied::N,мани,歌曲
257,Ruhe::N,ласвал,安静
258,Ruhe::N,фаракъат,安静
259,Ruhe::N,асайиш,安静
260,Leute::N,инсанар,人们
261,Volk::N,халкь,人民
262,Arbeit::N,кӏвалах,劳动
263,Gast::N,мугьман,客人
264,Geschenk::N,савкьат,礼物
265,Spiel::N,къугъун,游戏
266,Gesellschaft::N,жемят,陪同
267,Gesellschaft::N,общество,陪同
268,Hilfe::N,куьмек,帮助
269,Freund::N,дуст,朋友
270,Kamerad::N,яр-дуст,同志
271,Angelegenheit::N,кар,事情
272,Anzahl::N,сан,数目
273,Anzahl::N,кьадар,数目
274,Art::N,жуьре,种类
275,Stück::N,кӏус,块
276,Teil::N,пай,部分
277,Hälfte::N,зур,一半
278,Hälfte::N,зур пай,一半
279,Kreis::N,круг,圆
280,Kreis::N,чкаяр,圆
281,Kreis::N,элкъвей цӏар,圆
282,Kreuz::N,хаш,十字架
283,Linie::N,цӏар,线条
284,Strich::N,цӏар,划
285,Abstand::N,ара,距离
286,Entfernung::N,мензил,距离
287,Gegend::N,чка,地区
288,Platz::N,ара,场所
289,Ort::N,чка,地点
290,Seite::N,пад,面
291,Mitte::N,юкь,中间
292,Gegenstand::N,затӏ,物品
293,Sache::N,шей,物
294,Sache::N,затӏ,物
295,Rand::N,къерех,边
296,Kante::N,син,棱
297,Ecke::N,пӏипӏ,角
298,Spitze::N,кӏвенкӏв,尖
299,Ende::N,кьил,结尾
300,Loch::N,тӏеквен,洞
301,Winkel::N,пӏипӏ,角度
302,Muster::N,гишир,模型
303,Größe::N,кьадар,大小
304,Länge::N,яргъивал,长度
305,Höhe::N,кьакьанвал,高度
306,Gewicht::N,заланвал,重量
307,Menge::N,кьадар,数量
308,Haufen::N,хара,堆
309,Reihe::N,жерге,行
310,Boot::N,луьткве,小船
311,Ruder::N,кьусу,奖
312,Schlitten::N,гъелерар,雪橇
313,Lagerfeuer::N,цӏай,营火
314,Last::N,заланвал,负担
315,Gang::N,ериш,行走
316,Schritt::N,къадам,步伐
317,Norden::N,кефер,北
318,Norden::N,кефер пад,北
319,Süden::N,кьибле,南
320,Westen::N,рагъакӏидай пад,西
321,Osten::N,рагъэкъечӏдай пад,东
322,Holz::N,кӏарас,木材
323,Brett::N,кьул,木板
324,Brett::N,тахта,木板
325,Stütze::N,даях,支架
326,Stange::N,юрк,杆
327,Stock::N,лаш,棒
328,Stab::N,юрк,棍
329,Rohr::N,турба,管子
330,Haus::N,ужагъ,房屋
331,Heim::N,кӏвал,家
332,Ofen::N,пич,炉子
333,Fußboden::N,кӏвалин ччил,地板
334,Tisch::N,стол,桌子
335,Stuhl::N,стул,椅子
336,Wiege::N,кьеб,摇蓝
337,Bett::N,тахт,床
338,Regal::N,кьацӏ,架子
339,Kiste::N,ящик,箱子
340,Fenster::N,дакӏар,窗户
341,Tür::N,рак,门
342,Tor::N,варар,大门
343,Zaun::N,пару,篱笆
344,Dach::N,къав,屋顶
345,Leiter::N,гурар,梯子
346,Besen::N,таран кул,扫帚
347,Spaten::N,ппер,铁锹
348,Schaufel::N,хекендаз,铁锹
349,Gabel::N,шиш,叉
350,Löffel::N,тӏур,食匙
351,Messer::N,чукӏул,刀
352,Nagel::N,мих,钉子
353,Netz::N,чил,网
354,Haken::N,къармах,钩子
355,Griff::N,ттум,把柄
356,Schloss::N,куьлег,锁
357,Bild::N,шикил,图画
358,Bild::N,суьрет,图画
359,Figur::N,фигура,人像
360,Puppe::N,нини,娃娃
361,Beutel::N,тагъар,袋子
362,Bündel::N,галгам,捆
363,Tasche::N,чанта,手提包
364,Eimer::N,ведре,桶
365,Deckel::N,кьил,盖子
366,Deckel::N,къалпагъ,盖子
367,Geschirr::N,къаб-къажах,餐具
368,Sack::N,чувал,袋子
369,Tasse::N,сукӏра,杯子
370,Topf::N,къажгъан,锅
371,Kessel::N,къажгъан,水壶
372,Essen::N,тӏуьн,进餐
373,Nahrung::N,тӏуьн,食物
374,Speise::N,хуьрек,菜肴
375,Fleisch::N,як,肉
376,Getreide::N,техил,谷物
377,Brei::N,хапӏа,粥
378,Brei::N,хешил,粥
379,Brot::N,фу,面包
380,Scheibe::N,чӏук,片
381,Fett::N,ягълу,脂肪
382,Butter::N,гъери,黄油
383,Öl::N,ягълу,油
384,Salz::N,кьел,盐
385,Suppe::N,суп,汤
386,Suppe::N,шурпа,汤
387,Honig::N,вирт,蜂蜜
388,Milch::N,нек,奶
389,Tee::N,чай,茶
390,Leder::N,тумаж,皮革
391,Wolle::N,йис,毛线
392,Stoff::N,парча,织物
393,Nadel::N,раб,针
394,Faden::N,гъал,线
395,Knopf::N,дуьгме,纽扣
396,Knoten::N,тӏвал,结
397,Farbe::N,ранг,颜色
398,Kleidung::N,партал,衣服
399,Hemd::N,перем,衬衫
400,Kragen::N,хев,领子
401,Ärmel::N,хел,袖子
402,Hose::N,шалвар,裤子
403,Gürtel::N,чӏул,腰带
404,Mütze::N,бармак,帽子
405,Mütze::N,бапӏах,帽子
406,Schuh::N,ботинка,鞋
407,Stiefel::N,чекме,靴子
408,Ring::N,тупӏал,戒指
409,Band::N,тасма,带子
410,Kamm::N,регъ,梳子
411,Spiegel::N,гуьзгуь,镜子
412,Riemen::N,къайиш,皮带
413,Schnur::N,еб,绳子
414,Decke::N,яргъан,被子
415,Kissen::N,хъуьцуьган,软垫
416,Tuch::N,шал,巾
417,Handtuch::N,дасмал,手巾
418,Kraft::N,гуж,力
419,Stärke::N,къуват,力量
420,Gesundheit::N,сагъвал,健康
421,Krankheit::N,тӏал,病
422,Schmerz::N,тӏал,痛
423,Schmerz::N,тӏарвал,痛
424,Wunde::N,хер,伤口
425,Fieber::N,ифин,发烧
426,Arznei::N,дарман,药
427,Brücke::N,муьгъ,桥
428,Brunnen::N,къуй,井
429,Weide::N,уьруьш,牧场
430,Pfad::N,рехъ,小路
431,Weg::N,рехъ,路
432,Straße::N,рехъ,街
433,Dorf::N,хуьр,村庄
434,Stadt::N,шегьер,城市
435,Brief::N,кагъаз,信
436,Buch::N,улуб,书
437,Buchstabe::N,гьарф,字母
438,Zeitung::N,газета,报纸
439,Leben::N,уьмуьр,生命
440,Tod::N,кьиникь,死亡
441,Grab::N,сур,坟墓
442,Kirche::N,килиса,教堂
443,Sünde::N,гунагь,罪
444,Gott::N,аллагь,上帝
445,Arbeiter::N,фяле,工人
446,Chef::N,гьаким,上司
447,Meister::N,устӏар,师傅
448,Arzt::N,доктор,医生
449,Lehrer::N,муаллим,教师
450,Geld::N,пул,钱
451,Laden::N,магазин,商店
452,Preis::N,къимет,价格
453,Ware::N,мал,商品
454,Ware::N,товар,商品
455,Nutzen::N,хийир,好处
456,Nutzen::N,менфят,好处
457,Reichtum::N,девлет,财富
458,Welt::N,дуьнья,世界
459,Land::N,уьлкве,国家
460,Staat::N,пачагьлугъ,国家
461,Staat::N,государство,国家
462,König::N,пачагь,国王
463,Macht::N,власть,权力
464,Grenze::N,сергьят,边界
465,Krieg::N,дяве,战争
466,Feind::N,душман,敌人
467,Gewalt::N,гуж,暴力
468,Kampf::N,женг,战斗
469,Bogen[Waffe]::N,чӏемерук,弓
470,Pfeil::N,хьел,箭
471,Gewehr::N,тфенг,枪
472,Fehler::N,гъалатӏ,错误
473,Lüge::N,ттаб,谎话
474,Schaden::N,зиян,损失
475,Schaden::N,зарар,损失
476,Unglück::N,бала,不幸
477,Unglück::N,бедбахтвал,不幸
478,Schuld::N,тахсир,过错
479,Alter::N,яш,年龄
480,Schluss::N,эхир,结束
481,Zeit::N,вяде,时间
482,Tag::N,югъ,天
483,Morgen::N,пакама,早晨
484,Mittag::N,нисин,中午
485,Abend::N,няни,晚上
486,Nacht::N,йиф,夜
487,Woche::N,гьафте,星期
488,Monat::N,варз,月
489,Jahr::N,йис,年
490,Frühling::N,гатфар,春天
491,Sommer::N,гад,夏天
492,Herbst::N,зул,秋天
493,Winter::N,кьуьд,冬天
494,Januar::N,январь,一月
495,Februar::N,февраль,二月
496,März::N,март,三月
497,April::N,апрель,四月
498,Mai::N,май,五月
499,Juni::N,июнь,六月
500,Juli::N,июль,七月
501,August::N,август,八月
502,September::N,сентябрь,九月
503,Oktober::N,октябрь,十月
504,November::N,ноябрь,十一月
505,Dezember::N,декабрь,十二月
506,Montag::N,ислен,星期一
507,Dienstag::N,саласа,星期二
508,Mittwoch::N,арбе,星期三
509,Donnerstag::N,хемис югъ,星期四
510,Freitag::N,жуьмя,星期五
511,Freitag::N,жуьмя югъ,星期五
512,Samstag::N,киш,星期六
513,Sonntag::N,гьяд,星期日
514,groß::A,еке,大
515,groß::A,чӏехи,大
516,klein::A,гъвечӏи,小
517,lang::A,яргъи,长
518,kurz::A,куьруь,短
519,breit::A,гьяркьуь,宽
520,schmal::A,гуьтӏуь,细长的
521,dicht::A,къалин,密
522,dünn::A,кьелечӏ,薄
523,fein::A,шуькӏуь,细小
524,fest::A,кӏеви,固体
525,flach::A,кьулу,平坦
526,glatt::A,цӏалцӏам,光滑
527,hart::A,кӏеви,硬
528,weich::A,хъуьтуьл,软
529,rund::A,элкъвей,圆
530,spitz::A,хци,尖
531,scharf::A,хци,锋利
532,stumpf::A,къуьруь,钝
533,schwer::A,залан,重
534,schön::A,иер,美丽
535,heiß::A,кудай,烫
536,warm::A,чими,暖和
537,kalt::A,мекьи,冷
538,kühl::A,къайи,凉
539,frisch::A,таза,新鲜
540,frisch::A,михьи,新鲜
541,feucht::A,ламу,潮湿
542,nass::A,кьежей,湿
543,trocken::A,кьуру,干
544,voll::A,ацӏай,满
545,leer::A,буш,空
546,leer::A,ичӏи,空
547,offen::A,ахъа,敞开
548,geschlossen::A,кӏеви,关闭
549,sauber::A,михьи,干净
550,schmutzig::A,чиркин,肮脏
551,schmutzig::A,кьацӏай,肮脏
552,roh::A,чиг,生
553,roh::A,ицӏи,生
554,reif::A,дигмиш хьайи,成熟
555,lecker::A,дадлу,好吃
556,süß::A,ширин,甜
557,bitter::A,туькьуьл,苦
558,sauer::A,цуру,酸
559,hell::A,экуь,亮
560,dunkel::A,мичӏи,阴暗
561,schwarz::A,чӏулав,黑
562,weiß::A,лацу,白
563,rot::A,яру,红
564,gelb::A,хъипи,黄
565,blau::A,вили,蓝
566,grün::A,къацу,绿
567,grau::A,рехи,灰色
568,bunt::A,цӏару,五彩
569,bunt::A,яру-цӏару,五彩
570,billig::A,ужуз,便宜
571,teuer::A,багьа,贵
572,wertvoll::A,масан,贵重
573,blind::A,буьркьуь,瞎
574,taub::A,биши,聋
575,kräftig::A,гужлу,强壮
576,stark::A,къуватлу,强壮
577,schwach::A,такьатсуз,弱
578,fett::A,куьк,胖
579,schlank::A,шумал,苗条
580,hübsch::A,гуьрчег,漂亮
581,böse::A,пис,邪恶
582,dumm::A,ахмакь,笨
583,faul::A,тенпел,懒惰
584,fleißig::A,сяй ийидай,勤奋
585,fleißig::A,сяйи ийидай,勤奋
586,geizig::A,мискьи,吝啬
587,klug::A,акьуллу,聪明
588,geschickt::A,магьир,灵巧
589,lieb::A,играми,可爱
590,lustig::A,шад,快乐
591,sanft::A,назик,柔和
592,sanft::A,милайим,柔和
593,hungrig::A,гишин,饥饿
594,krank::A,кефсуз,患病
595,nackt::A,кьецӏил,裸体
596,traurig::A,пашман,悲哀
597,lebendig::A,ччан алай,活
598,gut::A,хъсан,好
599,gut::A,вижевай,好
600,schlecht::A,пис,坏
601,richtig::A,дуьз,正确
602,schlimm::A,нифретлу,糟糕
603,wahr::A,гьакъикъи,真
604,alt::A,эски,旧
605,alt::A,куьгьне,旧
606,neu::A,цӏийи,新
607,ehemalig::A,виликан,以前
608,alt[Lebewesen]::A,кьуьзуь,老
609,jung::A,жегьил,年轻
610,arm::A,кесиб,贫穷
611,reich::A,девлетлу,富裕
612,bekannt::A,чидай,出名
613,berühmt::A,машгьур,著名
614,fremd::A,ччара,陌生
615,verschieden::A,жуьреба-жуьре,不同
616,nah::A,мукьвал,近
617,fern::A,яргъал,遥远
618,linker::A,чапла,左
619,rechter::A,эрчӏи,右
620,anderer::A,маса,别的
621,anderer::A,муькуь,别的
622,erster::A,сад лагьай,第一
623,zweiter::A,кьвед лагьай,第二
624,dritter::A,пуд лагьай,第三
625,letzter::A,эхиримжи,最后
626,allein::ADV,кьилди,单独
627,zusammen::ADV,санал,一起
628,lange::ADV,яргъалди,许久
629,plötzlich::ADV,садлагьана,忽然
630,sofort::ADV,гьасятда,立刻
631,später::ADV,гуьгъуьнлай,以后
632,jetzt::ADV,гила,现在
633,heute::ADV,къе,今天
634,morgen::ADV,пака,明天
635,bald::ADV,мукьва,即将
636,bald::ADV,мукьвара,即将
637,dann::ADV,ахпа,然后
638,gestern::ADV,накь,昨天
639,einst::ADV,садра,曾经
640,damals::ADV,а чӏавуз,当时
641,danach::ADV,ахпа,随后
642,vorher::ADV,вилик,事先
643,zuerst::ADV,сифте,首先
644,einmal::ADV,садра,一次
645,manchmal::ADV,гагь-гагь,有时
646,oft::ADV,гзаф вахтара,时常
647,immer::ADV,гьамиша,总是
648,niemals::ADV,са чӏавузни,从未
649,niemals::ADV,са вахтундани,从未
650,hier::ADV,ина,这里
651,hierhin::ADV,иниз,到这里
652,von hier::ADV,инай,由此
653,dort::ADV,ана,那里
654,dorthin::ADV,аниз,到那里
655,geradeaus::ADV,дуьз,一直往前
656,vorwärts::ADV,вилик,向前
657,vorwärts::ADV,виликди,向前
658,rückwärts::ADV,кьулухъ,向后
659,unten::ADV,агъада,下面
660,hinab::ADV,агъуз,向下
661,oben::ADV,винел,上面
662,hinauf::ADV,виниз,向上
663,überall::ADV,вирина,到处
664,nicht::ADV,ваъ,不
665,ein wenig::ADV,са тӏимил,一点儿
666,kaum::ADV,жизви,几乎不
667,sehr::ADV,лап,很
668,so::ADV,икӏ,如此
669,noch::ADV,гьеле,还
670,nur::ADV,анжах,只
671,schon::ADV,хъувуна,已经
672,schon::ADV,мадни дардиз,已经
673,schon::ADV,мадни гуьтӏуьз,已经
674,schon::ADV,мадни гуьтӏуь я,已经
675,vergebens::ADV,нагьакь,
676,vergebens::ADV,нагьакьа,
677,vor::PRP,вилик,在...面前
678,hinter::PRP,кьулухъ,在...背后
679,unter::PRP,кӏаник,在...下面
680,durch::PRP,арадай,穿过
681,durch::PRP,-кай хкатна,穿过
682,neben::PRP,патав,在...旁
683,neben::PRP,мукьув,在...旁
684,zwischen::PRP,ара,在...之间
685,zwischen::PRP,арада,在...之间
686,wegen::PRP,гъиляй,由于
687,dies::PRN,и,这
688,dies::PRN,им,这
689,das::PRN,а,那
690,das::PRN,ам,那
691,alles::PRN,вири,一切
692,alles::PRN,михьиз,一切
693,ich::PRN,за,我
694,ich::PRN,зун,我
695,du::PRN,вун,你
696,er::PRN,ам,他
697,er::PRN,гьа,他
698,wir::PRN,чун,我们
699,ihr::PRN,куьн,你们
700,sie::PRN,абур,她
701,was::FPRN,вуч,什么
702,wer::FPRN,вуж,谁
703,wo::FADV,гьина,哪里
704,wohin::FADV,гьиниз,去哪里
705,wie::FADV,гьикӏ,怎么
706,warum::FADV,вучиз,为什么
707,wieviel::FNUM,шумуд,多少
708,eins::NUM,са,一
709,zwei::NUM,кьвед,二
710,drei::NUM,пуд,三
711,vier::NUM,кьуд,四
712,fünf::NUM,вад,五
713,sechs::NUM,ругуд,六
714,sieben::NUM,ирид,七
715,acht::NUM,муьжуьд,八
716,neun::NUM,кӏуьд,九
717,zehn::NUM,цӏуд,十
718,elf::NUM,цӏусад,十一
719,zwölf::NUM,цӏикьвед,十二
720,zwanzig::NUM,къад,二十
721,dreißig::NUM,къанницӏуд,三十
722,vierzig::NUM,яхцӏур,四十
723,fünfzig::NUM,яхцӏурни цӏуд,五十
724,sechzig::NUM,пудкъад,六十
725,siebzig::NUM,пудкъанни цӏуд,七十
726,achtzig::NUM,кьудкъад,八十
727,neunzig::NUM,кьудкъанни цӏуд,九十
728,hundert::NUM,виш,百
729,tausend::NUM,агъзур,千
730,und::CNJ,ва,和
731,oder::CNJ,я,或者
732,stehen::V,акъвазун,站
733,sitzen::V,ацукьун,坐
734,liegen::V,къаткун,躺着
735,hängen::V,куьрс хьун,挂着
736,werden::V,хьун,成为
737,passieren::V,хьун,发生
738,beginnen::V,башламиш хьун,开始
739,enden::V,куьтягь хьун,终止
740,wechseln::V,дегиш хьун,变迁
741,aufgehen[Sonne]::V,экъечӏун,升起
742,untergehen[Sonne]::V,акӏун,下落
743,scheinen[Sonne]::V,ишигь гун,照射
744,donnern::V,къукърумар авун,打雷
745,strömen::V,авахьун,流
746,fließen::V,авахьун,流动
747,sich drehen::V,элкъуьн,转动
748,schwanken::V,юзун,摇摆
749,schwingen::V,галтад хьун,摇
750,fallen::V,аватун,坠落
751,brennen::V,кун,燃烧
752,brennen::V,ккун,燃烧
753,regnen::V,къун,下雨
754,gefrieren::V,муркӏади кьун,结冰
755,tauen::V,цӏурун,融化
756,schmelzen::V,цӏурун,溶化
757,trocknen::V,кьурун,变干
758,sieden::V,ругун,煮
759,faulen::V,кутӏун,腐烂
760,verfaulen::V,чуьруьтмиш хьун,腐烂
761,verfaulen::V,кутӏун,腐烂
762,reißen::V,атӏун,撕
763,reißen::V,къазунун,撕
764,versinken::V,батмиш хьун,下沉
765,vergehen::V,алатун,流逝
766,erscheinen::V,майдандиз акъатун,出现
767,verschwinden::V,квахьун,消失
768,sinken::V,элекьун,下降
769,abnehmen::V,тӏимил хьун,减少
770,abnehmen::V,гъвечӏи хьун,减少
771,zunehmen::V,артух хьун,增加
772,steigen::V,хкаж хьун,上升
773,wachsen::V,экъечӏун,生长
774,glänzen::V,цӏарцӏар гун,发光
775,funkeln::V,нур гун,闪烁
776,lärmen::V,ван авун,吵闹
777,läuten::V,зенг ягъун,响
778,klingeln::V,зенг ягъун,按铃
779,klirren::V,зигринг авун,
780,brausen::V,къати хьун,疾驶
781,rauschen::V,вишриш авун,
782,klingen::V,ван авун,听起来
783,bellen::V,элуькьун,吠
784,heulen::V,къув ягъун,嗥
785,blasen::V,уф гун,吹
786,pfeifen::V,уьфт ягъун,吹口哨
787,schreien::V,гьараюн,叫喊
788,stöhnen::V,суза авун,呻吟
789,zittern::V,зурзун,颤抖
790,leben::V,яшамиш хьун,生存
791,geboren werden::V,хьун,出生
792,atmen::V,нефес чӏугун,呼吸
793,trinken::V,хъун,喝
794,essen::V,тӏуьн,吃
795,schlucken::V,туькьуьнун,咽
796,müde werden::V,галатун,疲倦
797,müde werden::V,юргъун хьун,疲倦
798,einschlafen::V,ксун,入睡
799,schlafen::V,ксун,睡觉
800,aufwachen::V,ахварай аватун,睡醒
801,aufstehen::V,къарагъун,起床
802,sich erholen::V,ял ягъун,休养
803,krank werden::V,кефсуз хьун,生病
804,krank sein::V,тӏа хьун,生病
805,schmerzen::V,тӏа хьун,疼痛
806,husten::V,уьгьуь ягъун,咳
807,genesen::V,сагъ хъхьун,痊愈
808,sterben::V,кьин,死
809,umkommen::V,терг хьун,丧命
810,sich bewegen::V,юзун,移动
