,Concept_ID,be,fr
270,Nachricht::N,вестка,message
271,Nachricht::N,паведамленне,message
272,Neuigkeit::N,навіна,nouvelle
273,Name::N,імя,nom
274,Rätsel::N,загадка,énigme
275,Rätsel::N,загадка,devinette
276,Rede::N,прамова,parole
277,Rede::N,прамова,discours
278,Sprache::N,мова,langue
279,Sprache::N,мова,langage
280,Stimme::N,голас,voix
281,Wort::N,слова,mot
282,Zeichen::N,знак,signe
283,Ruf::N,кліч,cri
284,Ruf::N,кліч,appel
285,Lärm::N,шум,bruit
286,Laut::N,гук,son
287,Ton::N,гучанне,ton
288,Lied::N,песня,chant
289,Lied::N,песня,chanson
290,Ruhe::N,спакой,calme
291,Ruhe::N,спакой,tranquillité
292,Leute::N,людзі,gens
293,Volk::N,народ,peuple
294,Arbeit::N,праца,travail
295,Arbeit::N,работа,travail
296,Gast::N,госць,hôte
297,Gast::N,госць,invité
298,Geschenk::N,падарунак,cadeau
299,Geschenk::N,падарунак,présent
300,Spiel::N,гульня,jeu
301,Gesellschaft::N,таварыства,compagnie
302,Hilfe::N,дапамога,aide
303,Hilfe::N,дапамога,secours
304,Freund::N,друг,ami
305,Freund::N,сябар,ami
306,Kamerad::N,прыяцель,copain
307,Kamerad::N,прыяцель,camarade
308,Angelegenheit::N,справа,affaire
309,Anzahl::N,колькасць,nombre
310,Art::N,від,sorte
311,Art::N,від,espèce
312,Stück::N,кусок,morceau
313,Stück::N,кавалак,morceau
314,Teil::N,частка,part
315,Teil::N,частка,partie
316,Hälfte::N,палова,moitié
317,Hälfte::N,палавіна,moitié
318,Kreis::N,круг,cercle
319,Kreuz::N,крыж,croix
320,Linie::N,лінія,ligne
321,Strich::N,рыса,trait
322,Abstand::N,прамежак,écart
323,Entfernung::N,адлегласць,distance
324,Gegend::N,мясцовасць,région
325,Gegend::N,мясцовасць,contrée
326,Platz::N,месца,place
327,Ort::N,месца,lieu
328,Ort::N,месца,endroit
329,Seite::N,бок,côté
330,Mitte::N,сярэдзіна,milieu
331,Gegenstand::N,прадмет,objet
332,Sache::N,рэч,chose
333,Rand::N,край,bord
334,Kante::N,руб,arête
335,Kante::N,кант,arête
336,Ecke::N,вугал,coin
337,Ecke::N,вугал,tournant
338,Spitze::N,кончык,cime
339,Spitze::N,кончык,pointe
340,Ende::N,канец,bout
341,Loch::N,дзірка,trou
342,Winkel::N,вугал,coin
343,Winkel::N,вугал,réduit
344,Muster::N,узор,dessin
345,Größe::N,памер,grandeur
346,Länge::N,даўжыня,longueur
347,Höhe::N,вышыня,hauteur
348,Höhe::N,вышыня,altitude
349,Gewicht::N,вага,poids
350,Menge::N,колькасць,quantité
351,Haufen::N,куча,tas
352,Reihe::N,рад,file
353,Reihe::N,рад,rangée
354,Boot::N,лодка,canot
355,Boot::N,лодка,bateau
356,Ruder::N,вясло,rame
357,Ruder::N,вясло,aviron
358,Schlitten::N,сані,traîneau
359,Ski::N,лыжа,ski
360,Lagerfeuer::N,вогнішча,feu de camp
361,Last::N,цяжар,charge
362,Last::N,цяжар,fardeau
363,Gang::N,ход,tour
364,Gang::N,ход,marche
365,Schritt::N,шаг,pas
366,Schritt::N,крок,pas
367,Norden::N,поўнач,nord
368,Süden::N,поўдзень,sud
369,Westen::N,захад,ouest
370,Westen::N,захад,occident
371,Osten::N,усход,est
372,Osten::N,усход,orient
373,Holz::N,дрэва,bois
374,Holz::N,драўніна,bois
375,Brett::N,дошка,planche
376,Platte::N,пліта,plaque
377,Stütze::N,падпорка,appui
378,Stütze::N,падпорка,soutien
379,Stange::N,жэрдка,barre
380,Stange::N,жэрдка,perche
381,Stock::N,палка,canne
382,Stab::N,шост,bâton
383,Rohr::N,труба,tube
384,Rohr::N,труба,tuyau
385,Haus::N,дом,maison
386,Heim::N,дом,maison
387,Heim::N,хата,maison
388,Ofen::N,печ,poêle
389,Fußboden::N,падлога,plancher
390,Tisch::N,стол,table
391,Stuhl::N,стул,chaise
392,Stuhl::N,крэсла,chaise
393,Wiege::N,калыска,berceau
394,Bett::N,ложак,lit
395,Bett::N,пасцель,lit
396,Regal::N,паліца,étagère
397,Kiste::N,скрынка,caisse
398,Fenster::N,акно,fenêtre
399,Tür::N,дзверы,porte
400,Tor::N,вароты,porte
401,Tor::N,вароты,portail
402,Zaun::N,агароджа,clôture
403,Dach::N,дах,toit
404,Leiter::N,лесвіца,échelle
405,Besen::N,мятла,balai
406,Spaten::N,лапата,bêche
407,Spaten::N,жалязняк,bêche
408,Schaufel::N,шуфлік,pelle
409,Schaufel::N,лапатка,pelle
410,Gabel::N,відэлец,fourchette
411,Löffel::N,лыжка,cuiller
412,Messer::N,нож,couteau
413,Nagel::N,цвік,clou
414,Netz::N,сетка,filet
415,Haken::N,крук,croc
416,Haken::N,крук,crochet
417,Griff::N,ручка,prise
418,Griff::N,ручка,manche
419,Schloss::N,замок,serrure
420,Bild::N,карціна,image
421,Bild::N,карціна,tableau
422,Figur::N,фігура,figure
423,Puppe::N,лялька,poupée
424,Beutel::N,мяшок,sac
425,Beutel::N,мяшок,petit sac
426,Bündel::N,вязка,paquet
427,Bündel::N,вязка,faisceau
428,Tasche::N,торба,sac
429,Eimer::N,вядро,seau
430,Deckel::N,накрыўка,couvercle
431,Geschirr::N,пасуда,vaisselle
432,Sack::N,мех,sac
433,Tasse::N,кубак,tasse
434,Topf::N,каструля,pot
435,Topf::N,каструля,marmite
436,Kessel::N,кацёл,chaudron
437,Essen::N,ежа,repas
438,Essen::N,ежа,manger
439,Nahrung::N,харч,nourriture
440,Speise::N,страва,plat
441,Fleisch::N,мяса,viande
442,Getreide::N,збожжа,blé
443,Getreide::N,збожжа,céréales
444,Brei::N,каша,purée
445,Brei::N,каша,bouillie
446,Brot::N,хлеб,pain
447,Scheibe::N,луста,tranche
448,Scheibe::N,скібка,tranche
449,Fett::N,тлушч,graisse
450,Butter::N,масла,beurre
451,Öl::N,алей,huile
452,Salz::N,соль,sel
453,Suppe::N,суп,soupe
454,Suppe::N,суп,potage
455,Honig::N,мёд,miel
456,Milch::N,малако,lait
457,Tee::N,чай,thé
458,Tee::N,гарбата,thé
459,Leder::N,скура,cuir
460,Wolle::N,воўна,laine
461,Stoff::N,тканіна,tissu
462,Stoff::N,тканіна,étoffe
463,Nadel::N,іголка,aiguille
464,Faden::N,нітка,fil
465,Knopf::N,гузік,bouton
466,Knoten::N,вузел,nœud
467,Farbe::N,фарба,peinture
468,Kleidung::N,адзенне,vêtements
469,Kleidung::N,адзенне,habillement
470,Hemd::N,кашуля,chemise
471,Kragen::N,каўнер,col
472,Ärmel::N,рукаў,manche
473,Hose::N,штаны,pantalon
474,Gürtel::N,пояс,ceinture
475,Mütze::N,шапка,bonnet
476,Mütze::N,шапка,casquette
477,Schuh::N,чаравік,soulier
478,Schuh::N,чаравік,chaussure
479,Stiefel::N,бот,botte
480,Ring::N,кольца,bague
481,Band::N,стужка,ruban
482,Kamm::N,расчоска,peigne
483,Spiegel::N,люстра,glace
484,Spiegel::N,люстра,miroir
485,Riemen::N,рэмень,lanière
486,Riemen::N,рэмень,courroie
487,Schnur::N,вяроўка,corde
488,Schnur::N,вяроўка,ficelle
489,Leine::N,павадок,laisse
490,Decke::N,коўдра,couverture
491,Kissen::N,падушка,oreiller
492,Tuch::N,хустка,drap
493,Tuch::N,хустка,fichu
494,Handtuch::N,ручнік,serviette
495,Handtuch::N,ручнік,essuie-mains
496,Kraft::N,сіла,force
497,Stärke::N,моц,vigueur
498,Gesundheit::N,здароўе,santé
499,Krankheit::N,хвароба,maladie
500,Schmerz::N,боль,douleur
501,Wunde::N,рана,plaie
502,Wunde::N,рана,blessure
503,Fieber::N,гарачка,fièvre
504,Fieber::N,ліхаманка,fièvre
505,Arznei::N,лекі,remède
506,Arznei::N,лекі,médecine
507,Brücke::N,мост,pont
508,Brunnen::N,калодзеж,puits
509,Weide::N,паша,pâturage
510,Pfad::N,сцежка,sentier
511,Weg::N,шлях,voie
512,Weg::N,шлях,chemin
513,Weg::N,дарога,voie
514,Weg::N,дарога,chemin
515,Straße::N,вуліца,route
516,Dorf::N,вёска,village
517,Stadt::N,горад,cité
518,Stadt::N,горад,ville
519,Brief::N,ліст,lettre
520,Brief::N,пісьмо,lettre
521,Buch::N,кніга,livre
522,Buchstabe::N,літара,lettre
523,Buchstabe::N,літара,caractère
524,Zeitung::N,газета,journal
525,Leben::N,жыццё,vie
526,Tod::N,смерць,mort
527,Grab::N,магіла,tombe
528,Kirche::N,касцёл,église
529,Kirche::N,царква,église
530,Sünde::N,грэх,péché
531,Gott::N,бог,dieu
532,Arbeiter::N,рабочы,ouvrier
533,Arbeiter::N,рабочы,travailleur
534,Chef::N,начальнік,chef
535,Chef::N,начальнік,patron
536,Meister::N,майстар,maître
537,Arzt::N,урач,médecin
538,Lehrer::N,настаўнік,professeur
539,Lehrer::N,настаўнік,instituteur
540,Geld::N,грошы,argent
541,Geschäft::N,заняцце,affaire
542,Geschäft::N,заняцце,commerce
543,Laden::N,крама,magasin
544,Laden::N,крама,boutique
545,Laden::N,магазін,magasin
546,Laden::N,магазін,boutique
547,Preis::N,цана,prix
548,Ware::N,тавар,marchandise
549,Nutzen::N,выгада,profit
550,Reichtum::N,багацце,richesse
551,Welt::N,свет,monde
552,Land::N,краіна,pays
553,Staat::N,дзяржава,État
554,König::N,кароль,roi
555,Macht::N,улада,pouvoir
556,Macht::N,улада,puissance
557,Grenze::N,граніца,frontière
558,Krieg::N,вайна,guerre
559,Feind::N,вораг,ennemi
560,Gewalt::N,насілле,violence
561,Kampf::N,барацьба,lutte
562,Kampf::N,барацьба,combat
563,Bogen[Waffe]::N,лук,arc
564,Pfeil::N,страла,flèche
565,Gewehr::N,ружжо,fusil
566,Fehler::N,памылка,faute
567,Fehler::N,памылка,erreur
568,Lüge::N,хлусня,mensonge
569,Schaden::N,шкода,dégât
570,Schaden::N,шкода,dommage
571,Unglück::N,ліха,malheur
572,Unglück::N,бядота,malheur
573,Schuld::N,віна,faute
574,Schuld::N,віна,culpabilité
575,Alter::N,узрост,âge
576,Schluss::N,канец,fin
577,Zeit::N,час,temps
578,Tag::N,дзень,jour
579,Tag::N,дзень,journée
580,Morgen::N,ранак,matin
581,Morgen::N,ранак,matinée
582,Morgen::N,раніца,matin
583,Morgen::N,раніца,matinée
584,Mittag::N,паўдня,midi
585,Mittag::N,поўдзень,midi
586,Abend::N,вечар,soir
587,Abend::N,вечар,soirée
588,Nacht::N,ноч,nuit
589,Woche::N,тыдзень,semaine
590,Monat::N,месяц,mois
591,Jahr::N,год,an
592,Jahr::N,год,année
593,Frühling::N,вясна,printemps
594,Sommer::N,лета,été
595,Herbst::N,восень,automne
596,Winter::N,зіма,hiver
597,Januar::N,студзень,janvier
598,Februar::N,люты,février
599,März::N,сакавік,mars
600,April::N,красавік,avril
601,Mai::N,май,mai
602,Mai::N,травень,mai
603,Juni::N,чэрвень,juin
604,Juli::N,ліпень,juillet
605,August::N,жнівень,août
606,September::N,верасень,septembre
607,Oktober::N,кастрычнік,octobre
608,November::N,лістапад,novembre
609,Dezember::N,снежань,décembre
610,Montag::N,панядзелак,lundi
611,Dienstag::N,аўторак,mardi
612,Mittwoch::N,серада,mercredi
613,Donnerstag::N,чацвер,jeudi
614,Freitag::N,пятніца,vendredi
615,Samstag::N,субота,samedi
616,Sonntag::N,нядзеля,dimanche
617,groß::A,вялікі,grand
618,klein::A,маленькі,petit
619,lang::A,доўгі,long
620,kurz::A,кароткі,court
621,breit::A,шырокі,large
622,schmal::A,вузкі,étroit
623,dicht::A,густы,dense
624,dick[Gegenstand]::A,тоўсты,épais
625,dünn::A,тонкі,mince
626,fein::A,тонкі,fin
627,fein::A,тонкі,menu
628,fest::A,моцны,ferme
629,fest::A,моцны,solide
630,flach::A,плоскі,plat
631,glatt::A,гладкі,poli
632,glatt::A,гладкі,lisse
633,hart::A,цвёрды,dur
634,weich::A,мяккі,mou
635,rund::A,круглы,rond
636,spitz::A,спічасты,aigu
637,spitz::A,спічасты,pointu
638,spitz::A,востраканцовы,aigu
639,spitz::A,востраканцовы,pointu
640,scharf::A,востры,tranchant
641,stumpf::A,тупы,mousse
642,stumpf::A,тупы,émoussé
643,schwer::A,цяжкі,lourd
644,schwer::A,цяжкі,pesant
645,schön::A,прыгожы,beau
646,heiß::A,гарачы,chaud
647,heiß::A,гарачы,très chaud
648,warm::A,цёплы,chaud
649,kalt::A,холадны,froid
650,kühl::A,халаднаваты,frais
651,frisch::A,свежы,frais
652,feucht::A,вільготны,humide
653,nass::A,мокры,mouillé
654,trocken::A,сухі,sec
655,voll::A,поўны,plein
656,voll::A,поўны,rempli
657,leer::A,пусты,vide
658,offen::A,адкрыты,ouvert
659,offen::A,адчынены,ouvert
660,geschlossen::A,закрыты,clos
661,geschlossen::A,закрыты,fermé
662,geschlossen::A,зачынены,clos
663,geschlossen::A,зачынены,fermé
664,sauber::A,чысты,net
665,sauber::A,чысты,propre
666,schmutzig::A,брудны,sale
667,schmutzig::A,брудны,crasseux
668,roh::A,сыры,cru
669,roh::A,сыры,brut
670,reif::A,спелы,mûr
671,lecker::A,смачны,délicieux
672,lecker::A,смачны,appétissant
673,süß::A,салодкі,doux
674,bitter::A,горкі,amer
675,sauer::A,кіслы,aigre
676,hell::A,светлы,clair
677,dunkel::A,цёмны,sombre
678,schwarz::A,чорны,noir
679,weiß::A,белы,blanc
680,rot::A,чырвоны,rouge
681,gelb::A,жоўты,jaune
682,blau::A,сіні,bleu
683,grün::A,зялёны,vert
684,grau::A,шэры,gris
685,bunt::A,пяресты,multicolore
686,billig::A,танны,bon marché
687,teuer::A,дарагі,cher
688,wertvoll::A,цэнны,précieux
689,wertvoll::A,каштоўны,précieux
690,blind::A,сляпы,aveugle
691,taub::A,глухі,sourd
692,kräftig::A,магутны,fort
693,kräftig::A,магутны,vigoureux
694,stark::A,сільны,fort
695,stark::A,сільны,puissant
696,schwach::A,слабы,faible
697,fett::A,тлусты,gras
698,schlank::A,стройны,svelte
699,hübsch::A,чароўны,joli
700,böse::A,злы,mauvais
701,dumm::A,дурны,sot
702,dumm::A,дурны,bête
703,faul::A,лянівы,fainéant
704,faul::A,лянівы,paresseux
705,fleißig::A,руплівы,appliqué
706,geizig::A,прагны,avare
707,klug::A,разумны,intelligent
708,geschickt::A,умелы,habile
709,lieb::A,мілы,cher
710,lieb::A,мілы,gentil
711,lustig::A,вясёлы,gai
712,lustig::A,вясёлы,joyeux
713,sanft::A,ласкавы,doux
714,hungrig::A,галодны,affamé
715,krank::A,хворы,malade
716,nackt::A,голы,nu
717,traurig::A,сумны,triste
718,lebendig::A,жывы,vivant
719,gut::A,добры,bon
720,schlecht::A,кепскі,mauvais
721,richtig::A,правільны,juste
722,richtig::A,правільны,correct
723,schlimm::A,агідны,grave
724,schlimm::A,агідны,mauvais
725,wahr::A,сапраўдны,vrai
726,wahr::A,сапраўдны,véritable
727,alt::A,стары,vieux
728,neu::A,новы,neuf
729,neu::A,новы,nouveau
730,ehemalig::A,былы,ancien
731,alt[Lebewesen]::A,стары,âgé
732,alt[Lebewesen]::A,стары,vieux
733,jung::A,малады,jeune
734,arm::A,бедны,pauvre
735,reich::A,багаты,riche
736,bekannt::A,знаёмы,connu
737,berühmt::A,славуты,fameux
738,berühmt::A,славуты,célèbre
739,fremd::A,чужы,étranger
740,verschieden::A,розны,différent
741,nah::A,блізкі,lié
742,nah::A,блізкі,proche
743,fern::A,далёкі,éloigné
744,fern::A,далёкі,lointain
745,linker::A,левы,gauche
746,rechter::A,правы,droit
747,anderer::A,іншы,autre
748,anderer::A,другі,autre
749,erster::A,першы,premier
750,zweiter::A,другі,second
751,zweiter::A,другі,deuxième
752,dritter::A,трэці,troisième
753,letzter::A,апошні,dernier
754,allein::ADV,сам,seul
755,allein::ADV,адзін,seul
756,auf einmal::ADV,адразу,à la fois
757,zusammen::ADV,разам,ensemble
758,lange::ADV,доўга,longtemps
759,plötzlich::ADV,раптам,tout à coup
760,sofort::ADV,зараз,immédiatement
761,später::ADV,пазней,plus tard
762,jetzt::ADV,цяпер,maintenant
763,heute::ADV,сёння,aujourd'hui
764,morgen::ADV,заўтра,demain
765,bald::ADV,хутка,bientôt
766,bald::ADV,неўзабаве,bientôt
767,dann::ADV,потым,puis
768,dann::ADV,потым,ensuite
769,gestern::ADV,учора,hier
770,einst::ADV,аднойчы,jadis
771,einst::ADV,аднойчы,autrefois
772,damals::ADV,тады,alors
773,damals::ADV,тады,à l'époque
774,danach::ADV,затым,après
775,danach::ADV,затым,ensuite
776,vorher::ADV,раней,auparavant
777,zuerst::ADV,спярша,d'abord
778,zuerst::ADV,спярша,premièrement
779,zuerst::ADV,спачатку,d'abord
780,zuerst::ADV,спачатку,premièrement
781,einmal::ADV,адзін раз,une fois
782,manchmal::ADV,часам,parfois
783,manchmal::ADV,часам,quelquefois
784,oft::ADV,часта,souvent
785,immer::ADV,заўсёды,toujours
786,niemals::ADV,ніколі,ne ... jamais
787,hier::ADV,тут,ici
788,hierhin::ADV,сюды,par ici
789,von hier::ADV,адсюль,d'ici
790,von hier::ADV,адгэтуль,d'ici
791,dort::ADV,там,là
792,dort::ADV,там,là-bas
793,dorthin::ADV,туды,y
794,dorthin::ADV,туды,par là
795,geradeaus::ADV,прама,tout droit
796,vorwärts::ADV,наперад,en avant
797,rückwärts::ADV,назад,en arrière
798,zurück::ADV,назад,de retour
799,unten::ADV,унізе,en bas
800,unten::ADV,унізе,au-dessous
801,hinab::ADV,уніз,en bas
802,hinab::ADV,уніз,vers le bas
803,oben::ADV,угары,dessus
804,oben::ADV,угары,en haut
805,oben::ADV,наверсе,dessus
806,oben::ADV,наверсе,en haut
807,hinauf::ADV,угару,en haut
808,hinauf::ADV,угару,vers le haut
809,überall::ADV,усюды,partout
810,nicht::ADV,не,ne ... pas
811,ein wenig::ADV,трошкі,un peu
812,kaum::ADV,ледзьве,à peine
813,sehr::ADV,вельмі,très
814,so::ADV,так,si
815,so::ADV,так,ainsi
816,noch::ADV,яшчэ,encore
817,nur::ADV,толькі,seulement
818,nur::ADV,толькі,ne ... que
819,schon::ADV,ужо,déjà
820,wieder::ADV,зноў,de nouveau
821,vergebens::ADV,дарма,en vain
822,vergebens::ADV,дарэмна,en vain
823,vor::PRP,перад,devant
824,hinter::PRP,за,derrière
825,hinter::PRP,ззаду,derrière
826,unter::PRP,пад,sous
827,unter::PRP,пад,au-dessous de
828,durch::PRP,праз,par
829,durch::PRP,праз,à travers
830,neben::PRP,каля,à côté de
831,zwischen::PRP,між,entre
832,zwischen::PRP,паміж,entre
833,wegen::PRP,з-за,à cause de
834,dies::PRN,гэта,ceci
835,das::PRN,тое,ce
836,das::PRN,тое,cela
837,alles::PRN,усё,tout
838,ich::PRN,я,je
839,ich::PRN,я,moi
840,du::PRN,ты,tu
841,du::PRN,ты,toi
