,Concept_ID,os,he
536,Preis::N,аргъ,מחיר
537,Ware::N,базайраг,סחורה
538,Nutzen::N,пайда,תועלת
539,Reichtum::N,хъæздыгдзинад,עשר
540,Reichtum::N,исбон,עשר
541,Reichtum::N,мулк,עשר
542,Welt::N,дуне,עולם
543,Land::N,бӕстӕ,ארץ
544,Staat::N,паддзахад,מדינה
545,König::N,къарол,מלך
546,Macht::N,хицаудзинад,כוח
547,Grenze::N,арӕн,גבול
548,Krieg::N,хӕст,מלחמה
549,Feind::N,знаг,אויב
550,Feind::N,фыдгул,אויב
551,Feind::N,фыдзæрдæ,אויב
552,Feind::N,сон,אויב
553,Gewalt::N,тыхми,אלימות
554,Gewalt::N,тыхдзинад,אלימות
555,Kampf::N,хæст,קרב
556,Kampf::N,хæст,לחימה
557,Kampf::N,хъæбысæйхæст,קרב
558,Kampf::N,хъæбысæйхæст,לחימה
559,Kampf::N,тох,קרב
560,Kampf::N,тох,לחימה
561,Bogen[Waffe]::N,ӕрдын,קשת
562,Pfeil::N,фат,חץ
563,Gewehr::N,топп,רובה
564,Fehler::N,рӕдыд,טעות
565,Lüge::N,мӕнг,שקר
566,Lüge::N,гӕдыдзинад,שקר
567,Schaden::N,зиан,נזק
568,Unglück::N,бæллæх,מזל רע
569,Schuld::N,азым,אשמה
570,Alter::N,кар,גיל
571,Schluss::N,кæрон,סיום
572,Zeit::N,рӕстӕг,זמן
573,Tag::N,бон,יום
574,Morgen::N,райсом,בקר
575,Mittag::N,æмбисбон,צהרים
576,Abend::N,изӕр,ערב
577,Nacht::N,ӕхсӕв,לילה
578,Woche::N,къуыри,שבוע
579,Monat::N,мӕй,חדש
580,Jahr::N,аз,שנה
581,Jahr::N,афӕдз,שנה
582,Frühling::N,уалдзæг,אביב
583,Sommer::N,сӕрд,קיץ
584,Herbst::N,фæззæг,סתו
585,Winter::N,зымӕг,חרף
586,Januar::N,январь,ינואר
587,Februar::N,февраль,פברואר
588,März::N,мартъи,מרץ
589,April::N,апрель,אפריל
590,Mai::N,май,מאי
591,Juni::N,июнь,יוני
592,Juli::N,июль,יולי
593,August::N,август,אוגוסט
594,September::N,сентябрь,ספטמבר
595,Oktober::N,октябрь,אוקטובר
596,November::N,ноябрь,נובמבר
597,Dezember::N,декабрь,דצמבר
598,Montag::N,къуырисæр,יום שני
599,Dienstag::N,дыццæг,יום שלישי
600,Mittwoch::N,æртыццæг,יום רביעי
601,Donnerstag::N,цыппæрæм,יום חמישי
602,Freitag::N,майрæмбон,יום ששי
603,Samstag::N,сабат,יום שבת
604,Sonntag::N,хуыцаубон,יום ראשון
605,groß::A,дынджыр,גדול
606,klein::A,гыццыл,קטן
607,lang::A,даргъ,ארך
608,kurz::A,цыбыр,קצר
609,breit::A,фӕтӕн,רחב
610,schmal::A,нарӕг,צר
611,schmal::A,уынгӕг,צר
612,dicht::A,бæзджын,צפוף
613,dicht::A,тар,צפוף
614,dick[Gegenstand]::A,сӕвджын,עבה
615,dünn::A,тæнæг,דק
616,fein::A,лыстӕг,מעדן
617,fest::A,фидар,מוצק
618,fest::A,хъӕддых,מוצק
619,flach::A,тъӕпӕн,שטוח
620,glatt::A,лӕгъз,חלק
621,hart::A,хъӕбӕр,קשיח
622,weich::A,фӕлмӕн,רך
623,rund::A,тымбыл,עגל
624,spitz::A,цыргъбырынкъ,חד
625,spitz::A,цыргъфындз,חד
626,scharf::A,цыргъ,חד
627,stumpf::A,къуымых,קהה
628,schwer::A,уӕззау,כבד
629,schön::A,аив,יפה
630,schön::A,рӕсугъд,יפה
631,heiß::A,тӕвд,חם
632,warm::A,хъарм,חם
633,kalt::A,уазал,קר
634,kühl::A,сатæг,צונן
635,kühl::A,уазалгомау,צונן
636,frisch::A,сатæг,טרי
637,feucht::A,уымӕл,לח
638,nass::A,хуылыдз,רטוב
639,trocken::A,хус,יבש
640,voll::A,дзаг,מלא
641,voll::A,йедзаг ,מלא
642,leer::A,афтид,ריק
643,offen::A,гом,פתוח
644,geschlossen::A,æхгæд,סגור
645,sauber::A,сыгъдæг,נקי
646,schmutzig::A,чъиллон,מלכלך
647,roh::A,хом,חי
648,reif::A,рӕгъӕд,בשל
649,lecker::A,хӕрзад,טעים
650,süß::A,адджын,מתוק
651,bitter::A,судзаг,מר
652,sauer::A,туаг,חמוץ
653,hell::A,рухс,בהיר
654,dunkel::A,талынг,עמום
655,schwarz::A,сау,שחר
656,weiß::A,урс,לבן
657,rot::A,сырх,אדם
658,gelb::A,бур,צהב
659,blau::A,цъӕх,כחל
660,grün::A,цъӕх,ירק
661,grün::A,кӕрдӕгхуыз,ירק
662,grau::A,цъӕх,אפר
663,grau::A,фӕныкхуыз,אפר
664,bunt::A,хъулон,צבעוני
665,bunt::A,гæрæм,צבעוני
666,billig::A,аслам,זול
667,teuer::A,зынаргъ,יקר
668,wertvoll::A,зынаргъ,יקר ערך
669,blind::A,куырм,עור
670,taub::A,къуырма,חרש
671,kräftig::A,домбай,חסן
672,kräftig::A,тыхджын,חסן
673,stark::A,тыхджын,חזק
674,schwach::A,ӕнӕбон,חלש
675,fett::A,нард,שמן
676,schlank::A,гуырвидыц,רזה
677,schlank::A,хæрзконд,רזה
678,schlank::A,рæхснæг,רזה
679,schlank::A,сагамад,רזה
680,hübsch::A,аив,יפה תאר
681,hübsch::A,рӕсугъд,יפה תאר
682,böse::A,фыдзӕрдӕ,רשע
683,dumm::A,ӕдылы,טפש
684,faul::A,зивӕг,עצלן
685,faul::A,зивӕггӕнаг,עצלן
686,fleißig::A,æнæзивæг,חרוץ
687,fleißig::A,æнувыд,חרוץ
688,geizig::A,чъынды,קמצן
689,geizig::A,æлгъин,קמצן
690,geizig::A,мæрддзæст,קמצן
691,klug::A,зондджын,נבון
692,klug::A,зондджын,פקח
693,geschickt::A,хӕрзарӕхст,מימן
694,lieb::A,уарзон,יקר
695,lieb::A,уарзон,אהוב
696,lustig::A,хъӕлдзӕг,עליז
697,sanft::A,мынчын,עדין
698,hungrig::A,ӕххормаг,רעב
699,krank::A,нӕфӕразгӕ,חולה
700,nackt::A,бӕгънӕг,ערום
701,traurig::A,ӕрхӕндӕг,עצוב
702,lebendig::A,цардӕгас,חי
703,gut::A,хорз,טוב
704,schlecht::A,цауд,גרוע
705,richtig::A,раст,נכון
706,schlimm::A,ӕвзӕр,רע
707,wahr::A,ӕцӕг,אמתי
708,alt::A,зӕронд,ישן
709,neu::A,ног,חדש
710,ehemalig::A,раздӕры,לשעבר
711,alt[Lebewesen]::A,ацӕргӕ,זקן
712,jung::A,ӕрыгон,צעיר
713,arm::A,мӕгуыр,עני
714,reich::A,хъӕздыг,עשיר
715,bekannt::A,зонгӕ,ידוע
716,berühmt::A,номдзыд,מפרסם
717,fremd::A,æцæгæлон,זר
718,verschieden::A,æндæр æмæ æндæр,שונה
719,verschieden::A,алы,שונה
720,verschieden::A,алыхуызон,שונה
721,nah::A,хӕстӕг,קרוב
722,fern::A,дард,רחוק
723,fern::A,дӕрддаг,רחוק
724,linker::A,галиу,שמאלי
725,rechter::A,рахиз,ימין
726,anderer::A,иннӕ,אחר
727,anderer::A,ӕндӕр,אחר
728,erster::A,фыццаг,ראשון
729,erster::A,фыццӕгӕм,ראשון
730,zweiter::A,дыккаг,שני
731,zweiter::A,дыккæгæм,שני
732,dritter::A,æртыккаг,שלישי
733,dritter::A,æртыккæгæм,שלישי
734,letzter::A,фӕстаг,אחרון
735,allein::ADV,иунæг,לבד
736,auf einmal::ADV,уайтагъд,בו-זמנית
737,auf einmal::ADV,æвиппайды,בו-זמנית
738,auf einmal::ADV,æваст,בו-זמנית
739,zusammen::ADV,иумӕ,ביחד
740,lange::ADV,бирæ рæстæг,הרבה זמן
741,plötzlich::ADV,æвиппайды,לפתע
