,Concept_ID,ko,av
197,Heu::N,건초,хер
198,Schale::N,피상,хъал
199,Falle::N,함정,къор
200,Falle::N,함정,къотен
201,Schlinge::N,올가미,кӏичӏ
202,Schlinge::N,멜빵붕대,кӏичӏ
203,Spur::N,발지국,лъалкӏ
204,Asche::N,재,рахъу
205,Dreck::N,똥,гъиз
206,Dreck::N,똥,хӏарщ
207,Dreck::N,오물,гъиз
208,Dreck::N,오물,хӏарщ
209,Eisen::N,쇠,махх
210,Eisen::N,철,махх
211,Gold::N,항금,месед
212,Silber::N,은,гӏарац
213,Kohle::N,슻,тӏурччи
214,Glas::N,유리,цӏер
215,Lehm::N,찰흙,хӏатӏ
216,Sand::N,모래,сали
217,Mensch::N,사람,чи
218,Mann::N,남자,бихьинчи
219,Frau::N,여자,гӏадан
220,Kind::N,아이,лъимер
221,Junge::N,소녁,вас
222,Mädchen::N,소녀,яс
223,Familie::N,가족,хъизан
224,Großvater::N,할아버지,кӏудада
225,Großmutter::N,할머니,кӏодо
226,Eltern::N,어버오,эбел-эмен
227,Vater::N,아버지,эмен
228,Mutter::N,어머니,эбел
229,Sohn::N,아들,вас
230,Tochter::N,딸기,яс
231,Bruder::N,형제,вац
232,Schwester::N,누이,яц
233,Onkel::N,백부,даци
234,Tante::N,아주머니,ада
235,Ehemann::N,남편,рос
236,Ehefrau::N,아내,чӏужу
237,Freude::N,기쁨,ракӏбохи
238,Gelächter::N,웃음,релъи
239,Glück::N,즐거움,талихӏ
240,Glück::N,즐거움,талихӏ-рохел
241,Kummer::N,슬픔,хӏалкъай
242,Wunsch::N,소망,къасд
243,Geist::N,할기,чӏанкӏ
244,Geist::N,할기,рухӏ-жан
245,Gedanke::N,상념,пикру
246,Gedächtnis::N,기억,
247,Verstand::N,분별,лумалъи
248,Verstand::N,분별,цӏодорлъи
249,Verstand::N,지능,лумалъи
250,Verstand::N,지능,цӏодорлъи
251,Sinn::N,센스,магӏна
252,Grund::N,까닭,багьана
253,Wahrheit::N,참,ритӏухълъи
254,Wahrheit::N,진실,ритӏухълъи
255,Gespräch::N,대화,накъит
256,Märchen::N,동화,маргьа
257,Erzählung::N,이야기,къиса
258,Neuigkeit::N,뉴스,хабар-гӏазаб
259,Name::N,이름,цӏар
260,Rätsel::N,수수께끼,бицанкӏо
261,Rede::N,연설,речь
262,Rede::N,연설,калам
263,Sprache::N,말,мацӏ
264,Stimme::N,목소리,гьаракь
265,Wort::N,낱말,рагӏи
266,Zeichen::N,신호,ишара
267,Zeichen::N,신호,гӏаламат
268,Ruf::N,부름,ахӏи
269,Lärm::N,소동,хъуй
270,Lärm::N,소동,хъуди
271,Laut::N,음성,гьаракь
272,Laut::N,음성,сас
273,Ton::N,목소리,
274,Lied::N,노래,кечӏ
275,Ruhe::N,쉼,рахӏат
276,Leute::N,사람들,гӏадамал
277,Volk::N,국중,халкъ
278,Arbeit::N,근로,хӏалтӏи
279,Arbeit::N,너무,хӏалтӏи
280,Gast::N,손님,гьобол
281,Geschenk::N,행하,сайигъат
282,Spiel::N,무리,хӏай
283,Spiel::N,무리,расанди
284,Gesellschaft::N,교제,жамагӏат
285,Hilfe::N,거들음,кумек
286,Hilfe::N,보좌,кумек
287,Freund::N,친구,гьудул
288,Kamerad::N,동실자,гьалмагъ
289,Angelegenheit::N,용무,къваригӏел
290,Anzahl::N,어떤,рикӏкӏен
291,Anzahl::N,수,рикӏкӏен
292,Art::N,정류,жинс
293,Stück::N,일부분,кесек
294,Teil::N,몱,пай
295,Teil::N,구훠,пай
296,Hälfte::N,2분의,бащдаб
297,Kreis::N,고리,гор
298,Kreuz::N,열십자,хъанч
299,Linie::N,선,мухъ
300,Strich::N,스침,хӏучч
301,Abstand::N,거리,манзил
302,Entfernung::N,거리,манзил
303,Gegend::N,곳,рахъ
304,Gegend::N,부금,рахъ
305,Platz::N,장소,бакӏ
306,Ort::N,장소,бакӏ
307,Seite::N,옆면,рахъ
308,Mitte::N,궁간,бакьулъбакӏ
309,Gegenstand::N,항목,жо
310,Sache::N,뭉에,жо
311,Rand::N,가,мицӏир
312,Kante::N,귀퉁,рагӏал
313,Kante::N,귀퉁,рагӏа-ракьан
314,Ecke::N,구석,цили
315,Spitze::N,끝,тӏогь
316,Spitze::N,참단,тӏогь
317,Ende::N,말당,кӏал
318,Loch::N,빙옷,каратӏ
319,Winkel::N,각도,
320,Muster::N,본,накъиш
321,Muster::N,견복,накъиш
322,Größe::N,신장,кӏодо́лъи
323,Länge::N,길이긺,халалъи
324,Höhe::N,높이,борхалъи
325,Gewicht::N,추,бакӏлъи
326,Menge::N,수양,
327,Haufen::N,퇴적,гъуни
328,Reihe::N,열,ирга́
329,Boot::N,보트,раса
330,Ruder::N,노,раххан
331,Schlitten::N,썰매,чанагъ
332,Ski::N,스키,лыжаби
333,Lagerfeuer::N,캠프의 모닥불,цӏа
334,Last::N,무거운짐,бакӏлъи
335,Gang::N,걸음,хьвади
336,Gang::N,걸음,хьвада-чӏвади
337,Schritt::N,보조,гали
338,Norden::N,북쪽 ,шимал
339,Süden::N,남쪽,юг
340,Süden::N,남쪽,къибла
341,Westen::N,서쪽,гъарб
342,Westen::N,서쪽,магъриб
343,Osten::N,동쪽,шаркъ
344,Osten::N,동쪽,машрикъ
345,Holz::N,목재,цӏул
346,Brett::N,마루널,хъарщи
347,Platte::N,탤,къоно
348,Platte::N,금속판,къоно
349,Stütze::N,버팀목,
350,Stange::N,장대,гӏер
351,Stock::N,막대기,тӏил
352,Stab::N,작대기,гӏер
353,Rohr::N,갈대,турба
354,Haus::N,집,ригь
355,Haus::N,집,рукъзал
356,Heim::N,집,рукъ
357,Ofen::N,아궁이,печь
358,Fußboden::N,마루,чӏабар
359,Tisch::N,탁자,стол
360,Stuhl::N,의자,бакӏу
361,Wiege::N,발상지,кини
362,Bett::N,침대,кровать
363,Regal::N,서가,хъарщи
364,Kiste::N,짐궤,ящик
365,Kiste::N,짐궤,тӏалагъуд
366,Fenster::N,눔,гордо
367,Tür::N,문,нуцӏа
368,Tor::N,대문,каву
369,Zaun::N,담장,раци
370,Dach::N,지붕,тӏох
371,Leiter::N,사닥다리,мали
372,Besen::N,비,жул
373,Spaten::N,가래,бел
374,Schaufel::N,삽,раххан
375,Gabel::N,갈래,гӏучӏ
376,Löffel::N,숟가락,гъуд
377,Messer::N,나이프,нус
378,Nagel::N,발툽,магӏ
379,Netz::N,그물,гьин
380,Haken::N,갈고리,гъанцӏа
381,Griff::N,움켜쥠,гӏоркь
382,Schloss::N,자물쇠,кӏулал
383,Bild::N,그림,сурат
384,Figur::N,몸메,
385,Puppe::N,인형,нани
386,Beutel::N,클,таргьа
387,Bündel::N,자근다발,къай
388,Tasche::N,가방,сумка
389,Tasche::N,가방,къвачӏа
390,Eimer::N,동이,ведро
391,Deckel::N,뚜껑,тӏалъел
392,Deckel::N,뚜껑,дадитӏалъел
393,Geschirr::N,식시,цӏарагӏ
394,Sack::N,조갑,хъап
395,Sack::N,조갑,къандалъо
396,Tasse::N,차잔,чашка
397,Topf::N,단지,хьаг
398,Kessel::N,주전자,хьаг
399,Kessel::N,주전자,гереги
400,Essen::N,먹기,тӏагӏам
401,Nahrung::N,식료,квен
402,Speise::N,음식물,квен
403,Fleisch::N,고기,гьан
404,Getreide::N,곡물,бугӏа-ролъ
405,Getreide::N,곡물,могьолабл_культураби
406,Brei::N,젤리,карщ
407,Brot::N,빵,чед
408,Scheibe::N,원반,мочӏу
409,Fett::N,기름,беэнлъи
410,Butter::N,버터,нах
411,Öl::N,올리브유,нах
412,Salz::N,소금,цӏам
413,Suppe::N,국,чурпа
414,Suppe::N,수프,чурпа
415,Honig::N,감미,гьоцӏо
416,Milch::N,유즙,рахь
417,Tee::N,차,чай
418,Leder::N,가죽,тӏом
419,Wolle::N,양털,квас
420,Stoff::N,패료,ххам
421,Nadel::N,바늘,рокӏкӏен
422,Faden::N,콘실,кун
423,Knopf::N,단추,маргъал
424,Knoten::N,곁절,гарацӏ
425,Farbe::N,색,релъен
426,Kleidung::N,옷입기,ретӏел
427,Hemd::N,속옷,гурде
428,Kragen::N,깃,габур
429,Ärmel::N,소매,къвал
430,Hose::N,바지,тӏажу
431,Gürtel::N,밴드,рачел
432,Mütze::N,모자,тӏагъур
433,Schuh::N,구두,
434,Stiefel::N,장화,этек
435,Stiefel::N,장화,чакма
436,Ring::N,고리,баргъич
437,Band::N,리본,лента
438,Kamm::N,빗,гьоркьо
439,Spiegel::N,거울,матӏу
440,Riemen::N,가죽끈,рижу
441,Schnur::N,밧줄,
442,Leine::N,고삐줄,
443,Decke::N,이부자리,одея́ло
444,Kissen::N,깔개,къандалъо
445,Tuch::N,천,квархьи
446,Handtuch::N,수건,беркӏалрацӏцӏ
447,Kraft::N,세력,гуч
448,Kraft::N,세력,къуват
449,Stärke::N,힘,хӏалкӏвей
450,Gesundheit::N,위생,сахлъи́
451,Krankheit::N,병,унти
452,Krankheit::N,병,щокълъи
453,Schmerz::N,아픔고통,унти
454,Wunde::N,상처,ругъун
455,Fieber::N,열별,цӏа-кан
456,Arznei::N,약,дару
457,Brücke::N,교량,кьо
458,Brunnen::N,원천,гъуй
459,Weide::N,목장,рицӏцӏ
460,Weide::N,목장,лъичӏирма
461,Weide::N,목장,гӏурдаллъи
462,Weide::N,목장,ри́цӏигъветӏ
463,Weide::N,목장,рицӏцӏигъветӏ
464,Pfad::N,좁은길,сухъмахъ
465,Weg::N,길,нух
466,Straße::N,길,нух
467,Dorf::N,촌,росу
468,Dorf::N,촌락,росу
469,Stadt::N,도시,шагьар
470,Brief::N,서한,кагъат
471,Brief::N,서한,рисалат
472,Buch::N,책,тӏехь
473,Buchstabe::N,문자,хӏарп
474,Zeitung::N,신문,газет
475,Leben::N,삶,яшав
476,Tod::N,죽음,хвел
477,Grab::N,무덤,хоб
478,Kirche::N,교회,килиса
479,Sünde::N,부정,хӏакъ
480,Sünde::N,부정,мунагь
481,Gott::N,하느님,бичас
482,Gott::N,하느님,аллагь
483,Arbeiter::N,일하는사람,хӏалтӏухъан
484,Chef::N,사장,хӏаким
485,Chef::N,사장,начальник
486,Meister::N,명인,устар
487,Meister::N,명인,мастер
488,Meister::N,명인,махщалилав
489,Meister::N,대가,устар
490,Meister::N,대가,мастер
491,Meister::N,대가,махщалилав
492,Arzt::N,의사,жайрахӏ
493,Lehrer::N,교사,мугӏалим
494,Geld::N,돈,гӏарац
495,Geschäft::N,일,
496,Laden::N,가게,тукен
497,Preis::N,가격,багьа
498,Ware::N,상품,къайи
499,Nutzen::N,이익,мунпагӏат
500,Reichtum::N,많음,бечелъи
501,Welt::N,세상,дуниял
502,Land::N,지방,улка
503,Land::N,지방,икълим
504,Staat::N,국가,пачалихъ
505,König::N,국왕,пача
506,König::N,국왕,малик
507,König::N,국왕,къирал
508,König::N,국왕,падишагь
509,Macht::N,힘,кверщел
510,Grenze::N,국경,гӏорхъи
511,Krieg::N,전쟁,рагъ
512,Feind::N,적,тушман
513,Gewalt::N,권력,зулму
514,Kampf::N,전투,къеркьей
515,Bogen[Waffe]::N,활,газаргъо
516,Pfeil::N,화살,чӏор
517,Gewehr::N,무기,туманкӏ
518,Fehler::N,오류,гъалатӏ
519,Lüge::N,거짓말,гьереси
520,Schaden::N,손상,зиян
521,Schaden::N,손상,зарал
522,Unglück::N,불행,балагь
523,Schuld::N,부채,гӏайиб
524,Alter::N,연령,гӏумру
525,Schluss::N,마감,ахир
526,Zeit::N,때,заман
527,Zeit::N,시간,заман
528,Tag::N,하루,къо
529,Morgen::N,이침,радалмех
530,Mittag::N,대낮,къадемех
531,Abend::N,저녁,релъедамех
532,Nacht::N,밤,сордо
533,Woche::N,근무일,анкь
534,Monat::N,달,моцӏ
535,Jahr::N,해,сон
536,Jahr::N,해,лъагӏел
537,Frühling::N,봄,их
538,Sommer::N,여름,рии
539,Herbst::N,가을,хасалихълъи
540,Winter::N,겨울,кьин
541,Januar::N,일월,январь
542,Februar::N,이월,февра́ль
543,März::N,삼월,март
544,April::N,사월,апрель
545,Mai::N,오월,май
546,Juni::N,유월,июнь
547,Juli::N,칠월,июль
548,August::N,팔월,август
549,September::N,구월,сентябрь
550,Oktober::N,시월,октябрь
551,November::N,십일월,ноябрь
552,Dezember::N,십이월,декабрь
553,Montag::N,월요일,итни
554,Dienstag::N,화요일,талат
555,Mittwoch::N,수요일,арбагӏ
556,Donnerstag::N,모교일,хамиз
557,Freitag::N,그묘일,рузман
558,Samstag::N,토요일,щамат
559,Sonntag::N,일요일,гьатӏан
560,groß::A,큰,кӏудияб
561,klein::A,자근,гьитӏинаб
562,lang::A,긴,халатаб
563,kurz::A,짧은,къокъаб
564,breit::A,넓은,гӏебаб
565,schmal::A,좁은,къваридаб
566,dicht::A,농밀한,ризаб
567,dick[Gegenstand]::A,두꺼운,бицатаб
568,dünn::A,얇은,тӏеренаб
569,fein::A,미세한,тӏеренаб
570,fest::A,굳은,къвакӏараб
571,flach::A,얕은,чӏепараб
572,glatt::A,반들반들한,цӏвакараб
573,hart::A,굳은,кьварараб
574,weich::A,연한,тамахаб
575,rund::A,둥근,гургинаб
576,spitz::A,뾰족한,бегӏераб
577,scharf::A,날카로운,рекӏараб
578,stumpf::A,무딘,тӏехӏараб
579,stumpf::A,무딘,рекӏинчӏеб
580,schwer::A,무거운,бакӏаб
581,schön::A,멋진,берцинаб
582,heiß::A,뜨거운,лагьараб
583,warm::A,따뜻한,хинаб
584,kalt::A,찬,квачараб
585,kühl::A,서늘한,квачараб
586,frisch::A,신선한,цӏияб
587,feucht::A,축축한,рагьараб
588,nass::A,젖은,би́ччараб
589,trocken::A,마른,бакъвараб
590,voll::A,완전한,
591,leer::A,빈,чӏобогояб
592,offen::A,열린,рагьараб
593,geschlossen::A,닫힌,рахараб-къараб
594,sauber::A,깨끗한,бацӏцӏадаб
595,schmutzig::A,더러운,гъизараб
596,roh::A,날게잇의,хамаб
597,roh::A,날게잇의,гӏатӏгояб
598,reif::A,이근,барщараб
599,lecker::A,맛있는,тӏагӏамаб
600,süß::A,단,гьуинаб
601,bitter::A,찌르는듯한,кьогӏаб
602,sauer::A,산성의,цӏекӏаб
603,hell::A,밝은,канаб
604,dunkel::A,어두운,бецӏаб
605,schwarz::A,검은,чӏегӏераб
606,weiß::A,하얀,хъахӏаб
607,rot::A,붉은,багӏараб
608,gelb::A,황색,гӏобилаб
609,gelb::A,황색,тӏогьилаб
610,blau::A,푸른,хъахӏилаб
611,grün::A,녹색의,гӏурччинаб
612,grau::A,회색의,накӏкӏуяб
613,bunt::A,알록달록한,къвекӏаб
614,bunt::A,알록달록한,чара-гъараб
615,billig::A,싼,учузаб
616,teuer::A,값비산,хири́яб
617,wertvoll::A,가치가많은,къиматаб
618,blind::A,눈먼,беццаб
619,taub::A,무감간한,гъугъаб
620,kräftig::A,강장한,гучаб
621,stark::A,강한,къуватаб
622,schwach::A,약한,гӏажизаб
623,fett::A,실찐,кьарияб
624,schlank::A,호리호리한,чергесаб
625,hübsch::A,예쁜,гьайбатаб
626,böse::A,나쁜,ракӏквешаб
627,dumm::A,어리석은,гьагаб
628,dumm::A,어리석은,гӏантаб
629,faul::A,너덜너덜한,кӏохӏалаб
630,faul::A,너덜너덜한,кӏухӏа́лаб
631,fleißig::A,근면한,хӏаракатаб
632,geizig::A,인색한,къарумаб
633,geschickt::A,교묘한,махщел бугев
634,lieb::A,친애하는,гӏазизаб
635,lustig::A,유쾌한,кепаб
636,sanft::A,온화한,хӏалимаб
637,sanft::A,온화한,хӏере́наб
638,hungrig::A,배고픈,бакъараб
639,krank::A,병든,щокъаб
640,krank::A,병든,унтараб
641,nackt::A,벌거벗은,гӏицӏаб
642,nackt::A,벌거벗은,чӏанкӏараб
643,traurig::A,슬픈,пашманаб
644,lebendig::A,살아있는,чӏагояб
645,gut::A,좋은,лъикӏаб
646,schlecht::A,나쁜,къадараб
647,richtig::A,바른,битӏараб
648,schlimm::A,못된,нажасаб
649,schlimm::A,못된,къабихӏаб
650,wahr::A,참된,хӏакъаб
651,wahr::A,참된,битӏараб
652,alt::A,늙은,басрияб
653,neu::A,새,цӏияб
654,ehemalig::A,전의,цебе́госеб
655,alt[Lebewesen]::A,낡은,хераб
656,jung::A,젊은,тӏинчӏаб
657,jung::A,젊은,гӏолохъанаб
658,arm::A,가난한,пакъираб
659,reich::A,풍부한,бечедаб
660,bekannt::A,저명한,лъалеб
661,berühmt::A,유명한,машгьураб
662,fremd::A,타처이,чияр
663,verschieden::A,따른,батӏи-батӏияб
664,nah::A,가까운,гӏагарда бугеб
665,fern::A,먼,рикӏкӏадаб
666,linker::A,왼쭉의,квегӏаб
667,rechter::A,오른쪽의,кваранаб
668,anderer::A,다른,батӏияб
669,erster::A,첫째,тӏоцебесеб
670,zweiter::A,둘째,кӏиабилеб
671,dritter::A,셋째,лъабабилеб
672,letzter::A,의후자의,ахирисеб
673,allein::ADV,훌로,ялгъузго
674,auf einmal::ADV,갑자기,цихӏинтӏаго
675,zusammen::ADV,모아서,цойида
676,lange::ADV,오래,
677,plötzlich::ADV,둘연한,цойидасанго
678,sofort::ADV,즉시,гьебсагӏат
679,später::ADV,보다늦은,
680,jetzt::ADV,목하,гьанже
681,heute::ADV,오늘,жакъа
682,morgen::ADV,내일,метер
683,bald::ADV,곱,гьабсагӏаталъ
684,dann::ADV,그경우에,цинги
685,gestern::ADV,어제,сон
686,einst::ADV,옛날에,цин
687,damals::ADV,그때에,гьебмехалъ
688,damals::ADV,그때에,гьебмехалда
689,danach::ADV,그 뒤에,цинги
690,danach::ADV,그 뒤에,хадуса
691,vorher::ADV,미리,цебе
692,zuerst::ADV,최초로,тӏоцебе
693,einmal::ADV,한번,цинцӏул
694,einmal::ADV,한번,цихӏин
695,einmal::ADV,한번,цоцӏул
696,manchmal::ADV,땓대로,олоцӏул
697,oft::ADV,땓대로,гӏемерго
698,immer::ADV,늘,кидаго
699,niemals::ADV,결코...(하지)않다,киданиги
700,hier::ADV,여기,аниб
701,hierhin::ADV,여기로,анибехун
702,dort::ADV,거기,гьениб
703,dorthin::ADV,저기예,гьадаба
704,geradeaus::ADV,곧장,битӏутӏа
705,vorwärts::ADV,앞으로,цебехун
706,rückwärts::ADV,뒤로,нахъ-нахъ
707,zurück::ADV,제자리로,нахъе
708,unten::ADV,아래에,ахакь
709,unten::ADV,아래에,гъоркь
710,hinab::ADV,아래쪽으로,эхебе
711,oben::ADV,위에,тӏад
712,oben::ADV,위에,тӏадехун
713,hinauf::ADV,위쪽으로,эхеде
714,überall::ADV,도처에,кибго
715,nicht::ADV,안,
716,ein wenig::ADV,적음,дагьабго
717,kaum::ADV,가의,хӏалалъ
718,sehr::ADV,자주,кутакалда
719,so::ADV,그와같이,гьедин
720,noch::ADV,아직,жеги
721,nur::ADV,다만,гӏӣцӏго
722,schon::ADV,이미,
723,wieder::ADV,다시,на́хъеги
724,vergebens::ADV,헛되이,чӏалгӏаде
725,vor::PRP,앞에,цебе
726,hinter::PRP,뒤에,хадуса
727,unter::PRP,잍에,ахакь
728,unter::PRP,잍에,гъоркь
729,durch::PRP,통고하여,
730,neben::PRP,와나란히,аскӏо
731,zwischen::PRP,의사이로,гьоркьоб
732,wegen::PRP,때문에,гьелда
733,dies::PRN,이,гьаб
734,dies::PRN,이,гьеб
735,das::PRN,저,доб
736,alles::PRN,모든것,
737,ich::PRN,나,дун
738,du::PRN,너,дуца
739,er::PRN,그,доб
740,wir::PRN,우리,ниж
741,ihr::PRN,너희들,нуж
742,sie::PRN,그들,дол
743,sie::PRN,그들,эл
744,was::FPRN,뭣,щиб
745,wer::FPRN,누구,щиб
746,wo::FADV,어디,киб
747,wo::FADV,어디,кибехун
748,wohin::FADV,어디로,кибехун
749,wie::FADV,어떻게,кин
750,warum::FADV,왜,щай
751,wieviel::FNUM,얼마만큰,кигӏан
752,eins::NUM,하나,цо
753,zwei::NUM,둘,кӏиго
754,drei::NUM,셋,лъабго
755,vier::NUM,넷,ункъо
756,fünf::NUM,다섯,щуго
757,sechs::NUM,여섯,анлъго
758,sieben::NUM,일곱,анкьго
759,acht::NUM,여덟,микьго
760,neun::NUM,아홉,ичӏго
761,zehn::NUM,열,анцӏго
762,elf::NUM,열하나,анцӏила цо
763,zwölf::NUM,열둘,кӏиго-анцӏила
764,zwanzig::NUM,스물,къого
765,dreißig::NUM,서름,лъеберго
766,vierzig::NUM,마흔,кӏикъого
767,fünfzig::NUM,숸,кӏикъо́ялда анцӏго
768,sechzig::NUM,에순,лъабкъого
769,siebzig::NUM,일흔,лъабкъо́ялда анцӏго
770,achtzig::NUM,여든,ункъого
