,Concept_ID,fi,ml
1187,erkennen::V,tunnistaa,തിരിചറിയുക
1188,begreifen::V,ymmärtää,കൈപ്പിടിയിലാക്കുക
1189,verstehen::V,ymmärtää,മനസ്സിലാക്കുക
1190,lernen::V,oppia,പഠിക്കുക
1191,wissen::V,tietää,അറിയുക
1192,sich erinnern an::V,muistaa,ഓർമിക്കുക
1193,vergessen::V,unohtaa,മറക്കുക
1194,messen::V,mitata,അളക്കുക
1195,zählen::V,laskea,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1196,rechnen::V,laskea,ഗണിക്കുക
1197,lesen::V,lukea,വായിക്കുക
1198,malen::V,maalata,ചിത്രം വരയ്ക്കുക
1199,zeichnen::V,piirtää,വരയ്ക്കുക
1200,zeichnen::V,piirustaa,വരയ്ക്കുക
1201,schreiben::V,kirjoittaa,എഴുതുക
1202,besitzen::V,omistaa,സ്വന്തമാക്കുക
1203,kaufen::V,ostaa,വാങ്ങുക
1204,verkaufen::V,myydä,വിൽക്കുക
1205,bezahlen::V,maksaa,പരിഹാരം ചെയ്യുക
1206,zahlen::V,maksaa,പണം അടയ്ക്കുക
1207,beherrschen::V,hallita,ഭരിക്കുക
1208,ertragen::V,kestää,താങ്ങുക
