,Concept_ID,fi,ml
135,Stamm::N,runko,തായ്ത്തടി
136,Rinde::N,kuori,പട്ട
137,Rinde::N,parkki,പട്ട
138,Ast::N,oksa,ശാഖ
139,Zweig::N,haara,ശാഖ
140,Blatt::N,lehti,ഇല
141,Birke::N,koivu,പൂവരശ്
142,Kiefer[Baum]::N,mänty,പൈൻമരം
143,Kiefer[Baum]::N,petäjä,പൈൻമരം
144,Weide[Baum]::N,paju,വില്ലോ
145,Tanne::N,kuusi,ദേവദാരു
146,Horn::N,sarvi,മൃഗത്തിൻറെ കൊമ്പ്
147,Feder::N,sulka,തൂവൽ
148,Feder::N,höyhen,തൂവൽ
149,Fell::N,talja,മൃദുരോമം
150,Flügel::N,siipi,ചിറക്
151,Klaue::N,kynsi,നഖം
152,Kralle::N,kynsi,നഖം
153,Schwanz::N,häntä,വാൽ
154,Schwanz::N,pyrstö,വാൽ
155,Ei::N,muna,മുട്ട
156,Nest::N,pesä,കൂട്
157,Bau::N,pesä,മാളം
158,Tier::N,eläin,മൃഗം
159,Herde::N,lauma,കൂട്ടം
160,Kuh::N,lehmä,പശു
161,Bulle::N,sonni,കാള
162,Pferd::N,hevonen,കുതിര
163,Schaf::N,lammas,ആട്
164,Schwein::N,sika,പന്നി
165,Hund::N,koira,നായ്
166,Katze::N,kissa,പൂച്ച
167,Bär::N,karhu,കരടി
168,Eichhörnchen::N,orava,അണ്ണാൻ
169,Elch::N,hirvi,കടമാന്
170,Fuchs::N,kettu,കുറുക്കൻ
171,Hase::N,jänis,മുയൽ
172,Maus::N,hiiri,ചുണ്ടലി
173,Wolf::N,susi,ചെന്നായ
174,Vogel::N,lintu,പക്ഷി
175,Schwarm::N,parvi,കൂട്ടം
176,Huhn::N,kana,കോഴി
177,Hahn::N,kukko,പൂവൻകോഴി
178,Gans::N,hanhi,അരയന്നം
179,Adler::N,kotka,കഴുകൻ
180,Ente::N,ankka,താറാവ്
181,Eule::N,pöllö,മൂങ്ങ
182,Kranich::N,kurki,കൊക്ക്
183,Krähe::N,varis,കാക്ക
184,Kuckuck::N,käki,കുയിൽ
185,Schwan::N,joutsen,അരയന്നം
186,Fisch::N,kala,മത്സ്യം
187,Barsch::N,ahven,ഒരിനം മത്സ്യം
188,Hecht::N,hauki,ഒരു മത്സ്യം
189,Schlange[Tier]::N,käärme,പാമ്പ്
190,Wurm::N,mato,വിര
191,Spinne::N,hämähäkki,ചിലന്തി
192,Ameise::N,muurahainen,ഉറുമ്പ്
193,Laus::N,täi,പേന്
194,Mücke::N,sääski,മശകം
195,Mücke::N,hyttynen,മശകം
196,Fliege::N,kärpänen,ഈച്ച
197,Schmetterling::N,perhonen,ചിത്രശലഭം
198,Beere::N,marja,ബെറി
199,Apfel::N,omena,ആപ്പിൾ
200,Pilz::N,sieni,കൂൺ
201,Zwiebel::N,sipuli,സവാള
202,Saat::N,siemenet,വിത്ത്
203,Korn::N,jyvä,ധാന്യം
204,Korn::N,vilja,ധാന്യം
205,Heu::N,heinä,വയ്ക്കോൽ
206,Schale::N,kuori,തൊലി
207,Grube::N,kuoppa,കുഴി
208,Falle::N,loukku,കെണി
209,Schlinge::N,ansa,കുടുക്ക്
210,Spur::N,jälki,ചുവട്
211,Asche::N,tuhka,ചാരം
212,Dreck::N,lika,അഴുക്ക്
213,Eisen::N,rauta,ഇരുമ്പ്
214,Gold::N,kulta,സ്വർണ്ണം
215,Silber::N,hopea,വെള്ളി
216,Kohle::N,hiili,കൽക്കരി
217,Glas::N,lasi,ഗ്ലാസ്
218,Lehm::N,savi,കളിമണ്ണ്
219,Sand::N,hiekka,മണൽ
220,Mensch::N,ihminen,മനുഷ്യർ
221,Mann::N,mies,പുരുഷൻ
222,Frau::N,nainen,സ്ത്രീ
223,Kind::N,lapsi,കുഞ്ഞ്
224,Junge::N,poika,ആൺകുട്ടി
225,Mädchen::N,tyttö,പെൺകുട്ടി
226,Familie::N,perhe,കുടുംബം
227,Großvater::N,isoisä,അപ്പൂപ്പൻ
228,Großmutter::N,isoäiti,അമ്മുമ്മ
229,Eltern::N,vanhemmat,മാതാപിതാക്കള്
230,Vater::N,isä,അച്ഛൻ
231,Mutter::N,äiti,അമ്മ
232,Sohn::N,poika,മകൻ
233,Tochter::N,tytär,മകൾ
234,Bruder::N,veli,ചേട്ടൻ
235,Bruder::N,veli,അനിയൻ
236,Schwester::N,sisko,ചേച്ചി
237,Schwester::N,sisko,അനിയത്തി
238,Onkel::N,eno,അമ്മാവൻ
239,Onkel::N,setä,അമ്മാവൻ
240,Tante::N,täti,മാമി
241,Ehemann::N,mies,ഭർത്താവ്
242,Ehemann::N,aviomies,ഭർത്താവ്
243,Ehefrau::N,vaimo,ഭാര്യ
244,Ehefrau::N,aviovaimo,ഭാര്യ
245,Freude::N,ilo,ആഹ്ലാദം
246,Freude::N,riemu,ആഹ്ലാദം
247,Gelächter::N,nauru,ചിരിയുടെ ശബ്ദം
248,Glück::N,onni,സന്തോഷം
249,Glück::N,onni,സന്തുഷ്ടി
250,Kummer::N,suru,ശോകം
251,Kummer::N,murhe,ശോകം
252,Wunsch::N,toive,ആഗ്രഹം
253,Wunsch::N,toivomus,ആഗ്രഹം
254,Lust::N,himo,ആഗ്രഹം
255,Geist::N,henki,ചുറുചുറുക്ക്
256,Gedanke::N,aate,ചിന്ത
257,Gedanke::N,ajatus,ചിന്ത
258,Gedächtnis::N,muisti,ഓർമ്മശക്തി
259,Verstand::N,äly,മനസ്സ്
260,Verstand::N,järki,മനസ്സ്
261,Verstand::N,ymmärrys,മനസ്സ്
262,Sinn::N,merkitys,അർത്ഥം
263,Grund::N,syy,കാരണം
264,Grund::N,peruste,കാരണം
265,Wahrheit::N,tosi,സത്യം
266,Wahrheit::N,totuus,സത്യം
267,Gespräch::N,puhelu,സല്ലാപം
268,Gespräch::N,keskustelu,സല്ലാപം
269,Märchen::N,satu,യക്ഷിക്കഥ
270,Erzählung::N,tarina,കഥ
271,Erzählung::N,kertomus,കഥ
272,Nachricht::N,tieto,സന്ദേശം
273,Nachricht::N,ilmoitus,സന്ദേശം
274,Neuigkeit::N,uutinen,വാർത്ത
275,Name::N,nimi,പേര്
276,Rätsel::N,arvoitus,പ്രഹേളിക
277,Rede::N,puhe,സംസാരം
278,Sprache::N,kieli,ഭാഷ
279,Stimme::N,ääni,സ്വരം
280,Wort::N,sana,വാക്ക്
281,Zeichen::N,merkki,സംജ്ഞ
282,Ruf::N,kutsu,വിളി
283,Lärm::N,melu,ആരവം
284,Lärm::N,hälinä,ആരവം
285,Laut::N,ääni,ശബ്ദം
286,Ton::N,sävel,സ്വരഭേദം
287,Lied::N,laulu,പാട്ട്
288,Ruhe::N,lepo,നിശ്ചലത
289,Ruhe::N,rauha,നിശ്ചലത
290,Leute::N,väki,ജനങ്ങൾ
291,Leute::N,ihmiset,ജനങ്ങൾ
292,Volk::N,kansa,രാഷ്ടം
293,Arbeit::N,työ,ജോലി
294,Gast::N,vieras,അതിലി
295,Geschenk::N,lahja,സമ്മാനം
296,Spiel::N,peli,കളി
297,Spiel::N,leikki,കളി
298,Gesellschaft::N,seura,കൂട്ടായ്മ
299,Hilfe::N,apu,സഹായം
300,Freund::N,ystävä,സുഹൃത്ത്
301,Kamerad::N,toveri,കൂട്ടാളി
302,Angelegenheit::N,asia,കാര്യം
303,Anzahl::N,lukumäärä,എണ്ണം
304,Art::N,laji,തരം
305,Stück::N,pala,കഷണം
306,Stück::N,kappale,കഷണം
307,Teil::N,osa,ഭാഗം
308,Hälfte::N,puoli,പകുതി
309,Kreis::N,ympyrä,വൃത്തം
310,Kreuz::N,risti,കുരിശടയാളം
311,Linie::N,viiva,വര
312,Linie::N,viiva,രേഖ
313,Strich::N,piirto,പക്ഷാഘാതം
314,Abstand::N,väli,വിടവ്
315,Abstand::N,väljyys,വിടവ്
316,Entfernung::N,etäisyys,അകലം
317,Gegend::N,seutu,പ്രദേശം
318,Platz::N,tila,ഇടം
319,Ort::N,kohta,സ്ഥലം
320,Ort::N,paikka,സ്ഥലം
321,Seite::N,sivu,വശം
322,Seite::N,kylki,വശം
323,Mitte::N,keskus,മധ്യസ്ഥാനം
324,Mitte::N,puoliväli,മധ്യസ്ഥാനം
325,Gegenstand::N,kalu,സാധനം
326,Gegenstand::N,esine,സാധനം
327,Sache::N,asia,വസ്തു
328,Rand::N,ääri,തൊങ്ങൽ
329,Rand::N,syrjä,തൊങ്ങൽ
330,Kante::N,särmä,അറ്റം
331,Ecke::N,nurkka,മൂല
332,Spitze::N,terä,അഗ്രം
333,Spitze::N,kärki,അഗ്രം
334,Ende::N,pää,അവസാനം
335,Ende::N,perä,അവസാനം
336,Loch::N,kolo,ദ്വാരം
337,Loch::N,reikä,ദ്വാരം
338,Winkel::N,kulma,കോൺ
339,Muster::N,kuvio,ക്രമം
340,Größe::N,koko,വലുപ്പം
341,Größe::N,suuruus,വലുപ്പം
342,Länge::N,pituus,നീളം
343,Höhe::N,korkeus,ഉയരം
344,Gewicht::N,paino,കട്ടി
345,Menge::N,määrä,അളവ്
346,Haufen::N,kasa,കൂമ്പാരം
347,Reihe::N,rivi,വരി
348,Boot::N,vene,ബോട്ട്
349,Ruder::N,airo,പങ്കായം
350,Schlitten::N,reki,ഉരുളില്ലാവണ്ടി
351,Schlitten::N,kelkka,ഉരുളില്ലാവണ്ടി
352,Ski::N,suksi,ഹിമപാദുകം
353,Lagerfeuer::N,nuotio,തീ
354,Last::N,kuorma,ഭാരം
355,Gang::N,kulku,നടത്തം
356,Gang::N,käynti,നടത്തം
357,Schritt::N,askel,ചുവട്
358,Norden::N,pohjoinen,വടക്ക്
359,Süden::N,etelä,തെക്ക്
360,Westen::N,länsi,പടിഞ്ഞാറ്
361,Osten::N,itä,കിഴക്ക്
362,Holz::N,puu,തടി
363,Brett::N,lauta,ബോർഡ്
364,Platte::N,levy,തകിട്
365,Stütze::N,noja,താങ്ങ്
366,Stange::N,tanko,കമ്പ്
367,Stock::N,keppi,വടി
368,Stab::N,sauva,കുറുവടി
369,Stab::N,seiväs,കുറുവടി
370,Rohr::N,putki,കുഴൽ
371,Haus::N,talo,വീട്
372,Heim::N,koti,വീട്
373,Ofen::N,uuni,സ്റ്റൌ
374,Fußboden::N,lattia,തറ
375,Tisch::N,pöytä,മേശ
376,Stuhl::N,tuoli,കസേര
377,Wiege::N,kehto,തൊട്ടിൽ
378,Bett::N,sänky,കിടക്ക
379,Regal::N,hylly,ഷെൽഫ്
380,Kiste::N,arkku,പെട്ടി
381,Kiste::N,kirstu,പെട്ടി
382,Kiste::N,laatikko,പെട്ടി
383,Fenster::N,ikkuna,ജനൽ
384,Tür::N,ovi,വാതിൽ
385,Tor::N,portti,കവാടം
386,Zaun::N,aita,വേലി
387,Dach::N,katto,മേൽക്കുര
388,Leiter::N,tikkaat,ഏണി
389,Leiter::N,tikapuut,ഏണി
390,Besen::N,luuta,ചൂല്
391,Spaten::N,lapio,തൂമ്പ
392,Schaufel::N,lapio,തൂമ്പ
393,Gabel::N,haarukka,മുൾക്കത്തി
394,Löffel::N,lusikka,സ്പൂൺ
395,Messer::N,veitsi,കത്തി
396,Nagel::N,naula,ആണി
397,Netz::N,verkko,വല
398,Haken::N,haka,കൊളുത്ത്
399,Haken::N,koukku,കൊളുത്ത്
400,Griff::N,ripa,കൈപ്പിടി
401,Griff::N,kahva,കൈപ്പിടി
402,Schloss::N,lukko,പൂട്ട്
403,Bild::N,kuva,ചിത്രം
404,Figur::N,kuvio,കണക്ക്
405,Puppe::N,nukke,പാവ
406,Beutel::N,pussi,ബാഗ്
407,Bündel::N,nippu,കെട്ട്
408,Bündel::N,kimppu,കെട്ട്
409,Tasche::N,laukku,ബാഗ്
410,Eimer::N,sanko,ബക്കറ്റ്
411,Eimer::N,ämpäri,ബക്കറ്റ്
412,Deckel::N,kansi,ഉറ
413,Geschirr::N,astia,പിഞ്ഞാണം
414,Sack::N,säkki,ചാക്ക്
415,Tasse::N,kuppi,കപ്പ്
416,Topf::N,pata,പാത്രം
417,Kessel::N,kattila,കെറ്റ്ല്
418,Essen::N,syönti,ആഹാരസമയം
419,Nahrung::N,ruoka,ഭക്ഷണം
420,Nahrung::N,ravinto,ഭക്ഷണം
421,Speise::N,ruoka,ഡിഷ്
422,Fleisch::N,liha,മാംസം
423,Getreide::N,vilja,ചോളം
424,Brei::N,puuro,കഞ്ഞി
425,Brot::N,leipä,റോട്ടി
426,Scheibe::N,viipale,തുണ്ട്
427,Fett::N,rasva,കൊഴുപ്പ്
428,Butter::N,voi,വെണ്ണ
429,Öl::N,öljy,എണ്ണ
430,Salz::N,suola,ഉപ്പ്
431,Suppe::N,keitto,സൂപ്പ്
432,Honig::N,hunaja,തേൻ
433,Milch::N,maito,പാൽ
434,Tee::N,tee,ചായ
435,Leder::N,nahka,തുകൽ
436,Wolle::N,villa,കമ്പിളി
437,Stoff::N,kangas,തുണി
438,Nadel::N,neula,സൂചി
439,Faden::N,lanka,നൂല്
440,Knopf::N,nappi,ബട്ടൺ
441,Knoten::N,solmu,കുരുക്ക്
442,Farbe::N,maali,പെയിൻറ്
443,Kleidung::N,vaatteet,വസ്ത്രങ്ങൾ
444,Hemd::N,paita,ഷർട്ട്
445,Kragen::N,kaulus,കുപ്പായക്കഴുത്ത്
446,Ärmel::N,hiha,കുപ്പായക്കൈ
447,Hose::N,housut,ട്രൌസർ
448,Gürtel::N,vyö,ബെൽറ്റ്
449,Mütze::N,lakki,തൊപ്പി
450,Schuh::N,kenkä,ഷൂ
451,Stiefel::N,saapas,ബൂട്ട്
452,Ring::N,sormus,മോതിരം
453,Band::N,nauha,റിബൺ
454,Kamm::N,kampa,ചീപ്പ്
455,Spiegel::N,peili,കണ്ണാടി
456,Riemen::N,hihna,സ്ട്രാപ്പ്
457,Schnur::N,naru,ചരട്
458,Schnur::N,nuora,ചരട്
459,Leine::N,talutushihna,കെട്ടാനുള്ള തോൽവാർ
460,Decke::N,peite,പുതപ്പ്
461,Kissen::N,tyyny,തലയിണ
462,Kissen::N,pielus,തലയിണ
463,Tuch::N,huivi,സ്കാർഫ്
464,Handtuch::N,pyyheliina,തോർത്ത്
465,Kraft::N,väki,ശക്തി
466,Kraft::N,voima,ശക്തി
467,Stärke::N,vahvuus,ശക്തി
468,Gesundheit::N,terveys,ആരോഗ്യം
469,Krankheit::N,tauti,അസുഖം
470,Krankheit::N,sairaus,അസുഖം
471,Schmerz::N,kipu,വേദന
472,Schmerz::N,särky,വേദന
473,Wunde::N,haava,മുറിവ്
474,Fieber::N,kuume,പനി
475,Arznei::N,lääke,മരുന്ന്
476,Brücke::N,silta,പാലം
477,Brunnen::N,kaivo,കിണർ
478,Weide::N,laidun,മേച്ചൽ
479,Pfad::N,polku,വഴി
480,Weg::N,tie,വഴി
481,Straße::N,katu,റോഡ്
482,Dorf::N,kylä,ഗ്രാമം
483,Stadt::N,kaupunki,നഗരം
484,Brief::N,kirje,കത്ത്
485,Buch::N,kirja,പുസ്തകം
486,Buchstabe::N,kirjain,അക്ഷരം
487,Zeitung::N,lehti,വർത്തമാനപത്രം
488,Zeitung::N,sanomalehti,വർത്തമാനപത്രം
489,Leben::N,elo,ജീവൻ
490,Leben::N,elämä,ജീവൻ
491,Tod::N,kuolema,മരണം
492,Grab::N,hauta,ശവക്കുഴി
493,Kirche::N,kirkko,പള്ളി
494,Sünde::N,synti,പാപം
495,Gott::N,jumala,ദൈവം
496,Arbeiter::N,työläinen,ജോലിക്കാരൻ
497,Chef::N,päällikkö,മേധാവി
498,Meister::N,mestari,യജമാനൻ
499,Arzt::N,lääkäri,ഡോക്ടർ
500,Lehrer::N,opettaja,അധ്യാപകൻ
501,Geld::N,raha,പണം
502,Geschäft::N,liike,ബിസിനസ്
503,Laden::N,puoti,കട
504,Laden::N,kauppa,കട
505,Preis::N,hinta,വില
506,Ware::N,tavara,ചരക്ക്
507,Nutzen::N,hyöty,ലാഭം
508,Reichtum::N,rikkaus,ധനം
509,Welt::N,maailma,ലോകം
510,Land::N,maa,രാജ്യം
511,Staat::N,valtio,രാജ്യം
512,König::N,kuningas,രാജാവ്
513,Macht::N,mahti,അധികാരം
514,Grenze::N,raja,അതിർത്തി
515,Krieg::N,sota,യുദ്ധം
516,Feind::N,vihollinen,ശത്രു
517,Gewalt::N,väkivalta,അക്രമം
518,Kampf::N,taistelu,പോരാട്ടം
519,Bogen[Waffe]::N,jousi,വില്ല്
520,Pfeil::N,nuoli,അമ്പ്
521,Gewehr::N,kivääri,തോക്ക്
522,Fehler::N,vika,പിശക്
523,Fehler::N,virhe,പിശക്
524,Lüge::N,valhe,കള്ളം
525,Schaden::N,vaurio,കേടുപാട്
526,Schaden::N,vahinko,കേടുപാട്
527,Unglück::N,vahinko,ദൌർഭാഗ്യം
528,Unglück::N,onnettomuus,ദൌർഭാഗ്യം
529,Schuld::N,syy,തെറ്റ്
530,Alter::N,ikä,വയസ്സ്
531,Schluss::N,loppu,നിഗമനം
532,Zeit::N,aika,സമയം
533,Tag::N,päivä,ദിവസം
534,Morgen::N,aamu,പ്രഭാതം
535,Morgen::N,huomen,പ്രഭാതം
536,Mittag::N,keskipäivä,ഉച്ച
537,Abend::N,ilta,സായാഹ്നം
538,Nacht::N,yö,രാത്രി
539,Woche::N,viikko,ആഴ്ച
540,Monat::N,kuukausi,മാസം
541,Jahr::N,vuosi,വർഷം
542,Frühling::N,kevät,വസന്തം
543,Sommer::N,kesä,വേനൽ
544,Herbst::N,syksy,ശരത്കാലം
545,Winter::N,talvi,ശൈത്യം
546,Januar::N,tammikuu,ജനുവരി
547,Februar::N,helmikuu,ഫെബ്രുവരി
548,März::N,maaliskuu,മാർച്ച്
549,April::N,huhtikuu,ഏപ്രിൾ മാസം
550,Mai::N,toukokuu,മെയ് മാസം
551,Juni::N,kesäkuu,ജൂൺ
552,Juli::N,heinäkuu,ജൂലൈ
553,August::N,elokuu,ആഗസ്റ്റ്
554,September::N,syyskuu,സെപ്തംബർ
555,Oktober::N,lokakuu,ഒക്ടോബർ
556,November::N,marraskuu,നവംബർ
557,Dezember::N,joulukuu,ഡിസംബർ
558,Montag::N,maanantai,തിങ്കളാഴ്ച
559,Dienstag::N,tiistai,ചൊവ്വ
560,Mittwoch::N,keskiviikko,ബുധനാഴ്ച
561,Donnerstag::N,torstai,വ്യാഴാഴ്ച
562,Freitag::N,perjantai,വെള്ളിയാഴ്ച
563,Samstag::N,lauantai,ശനിയാഴ്ച
564,Sonntag::N,sunnuntai,ഞായറാഴ്ച
565,groß::A,iso,വലിയ
566,groß::A,suuri,വലിയ
567,klein::A,pieni,ചെറിയ
568,lang::A,pitkä,നീണ്ട
569,kurz::A,lyhyt,ഹ്രസ്വമായ
570,breit::A,leveä,വിശാലമായ
571,schmal::A,kapea,ഇടുങ്ങിയ
572,dicht::A,taaja,നിബിഡമായ
573,dick[Gegenstand]::A,paksu,തടിച്ച
574,dünn::A,ohut,മെലിഞ്ഞ
575,fein::A,hieno,നേർത്ത
576,fest::A,luja,ഉറപ്പുള്ള
577,flach::A,litteä,പരന്ന
578,flach::A,tasainen,പരന്ന
579,glatt::A,sileä,മിനുസമുള്ള
580,glatt::A,siloinen,മിനുസമുള്ള
581,hart::A,kova,കട്ടിയുള്ള
582,weich::A,pehmeä,മൃദുവായ
583,rund::A,pyöreä,വട്ടത്തിലുള്ള
584,spitz::A,terävä,മുനയുള്ള
585,scharf::A,terävä,മൂർച്ചയുള്ള
586,stumpf::A,tylsä,തുറന്നടിക്കുന്ന
587,schwer::A,raskas,ഭാരമുള്ള
588,schwer::A,painava,ഭാരമുള്ള
589,schön::A,kaunis,മനോഹരമായ
590,heiß::A,kuuma,ചൂടുള്ള
591,warm::A,lämmin,ചൂടുള്ള
592,kalt::A,kylmä,തണുത്ത
593,kalt::A,viluinen,തണുത്ത
594,kühl::A,viileä,തണുപ്പുള്ള
595,frisch::A,tuore,ശുദ്ധമായ
596,feucht::A,kostea,ഈറനുള്ള
597,nass::A,märkä,നനഞ്ഞ
598,trocken::A,kuiva,വരണ്ട
599,voll::A,täysi,നിറയെ
600,leer::A,tyhjä,ഒഴിഞ്ഞ
601,offen::A,avonainen,തുറന്ന
602,geschlossen::A,suljettu,അടച്ച
603,sauber::A,puhdas,വൃത്തിയുള്ള
604,schmutzig::A,likainen,അഴുക്കുനിറഞ്ഞ
605,roh::A,raaka,അസംസ്കൃതമായ
606,reif::A,kypsä,പഴുത്ത
607,lecker::A,herkullinen,രുചികരമായ
608,süß::A,makea,മധുരമുള്ള
609,bitter::A,karvas,കടുത്ത
610,bitter::A,kitkerä,കടുത്ത
611,sauer::A,hapan,പുളിപ്പുള്ള
612,hell::A,kirkas,ജ്വലിക്കുന്ന
613,hell::A,valoisa,ജ്വലിക്കുന്ന
614,dunkel::A,pimeä,ഇരുണ്ട
615,schwarz::A,musta,കറുത്ത
616,weiß::A,valkea,വെളുത്ത
617,rot::A,punainen,ചുവന്ന
618,gelb::A,keltainen,മഞ്ഞനിറമായ
619,blau::A,sininen,നീലനിറമുള്ള
620,grün::A,vihreä,പച്ചനിറമുള്ള
621,grau::A,harmaa,ചാരനിറത്തിലുള്ള
622,bunt::A,kirjava,വർണ്ണശബളമായ
623,billig::A,halpa,വിലകുറഞ്ഞ
624,billig::A,huokea,വിലകുറഞ്ഞ
625,teuer::A,kallis,ചെലവേറിയ
626,wertvoll::A,arvokas,വിലപിടിപ്പുള്ള
627,blind::A,sokea,അന്ധനായ
628,taub::A,kuuro,കേൾവിക്കുറവുള്ള
629,kräftig::A,väkevä,ശക്തിയുള്ള
630,kräftig::A,voimakas,ശക്തിയുള്ള
631,stark::A,vahva,ബലമുള്ള
632,schwach::A,heikko,ക്ഷീണിച്ച
633,fett::A,lihava,കൊഴുപ്പുള്ള
634,schlank::A,hoikka,മെലിഞ്ഞ
635,schlank::A,solakka,മെലിഞ്ഞ
636,hübsch::A,soma,മനോഹരമായ
637,hübsch::A,sievä,മനോഹരമായ
638,böse::A,paha,പാപിയായ
639,böse::A,häijy,പാപിയായ
640,dumm::A,tyhmä,വിവരംകെട്ട
