,Concept_ID,el,cy
309,Lied::N,τραγούδι,cân
310,Ruhe::N,ησυχία,tawelwch
311,Leute::N,κόσμος,pobl
312,Leute::N,άνθρωποι,pobl
313,Volk::N,λαός,pobl
314,Arbeit::N,εργασία,gwaith
315,Gast::N,επισκέπτης,gwestai
316,Geschenk::N,δώρο,rhodd
317,Geschenk::N,δώρο,anrheg
318,Spiel::N,παιχνίδι,chwarae
319,Gesellschaft::N,κοινωνία,cwmni
320,Hilfe::N,βοήθεια,cymorth
321,Freund::N,φίλος,cyfaill
322,Kamerad::N,σύντροφος,cydymaith
323,Angelegenheit::N,υπόθεση,pwnc
324,Anzahl::N,αριθμός,cyfrif
325,Art::N,είδος,bath
326,Stück::N,κομμάτι,darn
327,Teil::N,μέρος,rhan
328,Hälfte::N,μισό,hanner
329,Kreis::N,κύκλος,cylch
330,Kreuz::N,σταυρός,croes
331,Linie::N,γραμμή,llinell
332,Strich::N,γραμμή,strôc
333,Strich::N,γραμμή,trawiad
334,Abstand::N,απόσταση,bwlch
335,Abstand::N,απόσταση,pellter
336,Entfernung::N,απόσταση,pellter
337,Gegend::N,περιοχή,cylch
338,Gegend::N,τοποθεσία,cylch
339,Platz::N,χώρος,lle
340,Ort::N,τόπος,lle
341,Seite::N,πλευρά,ochr
342,Mitte::N,μέση,canol
343,Gegenstand::N,αντικείμενο,eitem
344,Sache::N,πράγμα,peth
345,Rand::N,άκρη,cwr
346,Rand::N,άκρη,ymyl
347,Rand::N,χείλος,cwr
348,Rand::N,χείλος,ymyl
349,Kante::N,άκρη,min
350,Kante::N,άκρη,ymyl
351,Ecke::N,γωνιά,cornel
352,Spitze::N,μύτη,blaen
353,Ende::N,άκρη,pen
354,Loch::N,τρύπα,twll
355,Winkel::N,γωνία,congl
356,Muster::N,σχέδιο,patrwm
357,Größe::N,μέγεθος,maint
358,Größe::N,μέγεθος,maintioli
359,Länge::N,μήκος,hyd
360,Höhe::N,ύψος,uchder
361,Gewicht::N,βάρος,pwysau
362,Menge::N,ποσότητα,swm
363,Menge::N,ποσότητα,maint
364,Haufen::N,σωρός,pentwr
365,Reihe::N,αράδα,rhes
366,Boot::N,βάρκα,cwch
367,Ruder::N,κουπί,rhwyf
368,Schlitten::N,έλκηθρο,sled
369,Schlitten::N,έλκηθρο,car llusg
370,Ski::N,σκι,sgi
371,Lagerfeuer::N,φωτιά,coelcerth
372,Last::N,φορτίο,llwyth
373,Gang::N,δρόμος,tro
374,Schritt::N,βήμα,cam
375,Norden::N,βορράς,gogledd
376,Süden::N,νότος,de
377,Westen::N,δύση,gorllewin
378,Osten::N,ανατολή,dwyrain
379,Holz::N,ξύλο,pren
380,Brett::N,σανίδι,bwrdd
381,Brett::N,σανίδι,astell
382,Platte::N,πλάκα,llech
383,Stütze::N,στήριγμα,ateg
384,Stütze::N,στήριγμα,cynhalydd
385,Stange::N,ραβδί,polyn
386,Stange::N,κοντός,polyn
387,Stock::N,ξύλο,ffon
388,Stock::N,ξύλο,brigyn
389,Stock::N,μπαστούνι,ffon
390,Stock::N,μπαστούνι,brigyn
391,Stab::N,ραβδί,ffon
392,Rohr::N,σωλήνας,pibell
393,Haus::N,σπίτι,tŷ
394,Heim::N,σπίτι,cartref
395,Ofen::N,σόμπα,stof
396,Ofen::N,θερμάστρα,stof
397,Fußboden::N,πάτωμα,llawr
398,Tisch::N,τραπέζι,bwrdd
399,Stuhl::N,καρέκλα,cadair
400,Wiege::N,κούνια,crud
401,Bett::N,κρεβάτι,gwely
402,Regal::N,ράφι,silff
403,Kiste::N,κιβώτιο,bocs
404,Kiste::N,κιβώτιο,blwch
405,Fenster::N,παράθυρο,ffenestr
406,Tür::N,πόρτα,drws
407,Tor::N,πύλη,porth
408,Zaun::N,φράχτης,ffens
409,Dach::N,στέγη,to
410,Leiter::N,σκάλα,ysgol
411,Leiter::N,κλίμακα,ysgol
412,Besen::N,σκούπα,ysgub
413,Spaten::N,φτυάρι,rhaw
414,Schaufel::N,φτυάρι,rhaw
415,Gabel::N,πιρούνι,fforc
416,Löffel::N,κουτάλι,llwy
417,Messer::N,μαχαίρι,cyllell
418,Nagel::N,καρφί,hoel
419,Netz::N,δίχτυ,gwe
420,Netz::N,δίχτυ,rhwyd
421,Haken::N,γάντζος,bach
422,Haken::N,αγκίστρι,bach
423,Griff::N,λαβή,carn
424,Schloss::N,κλειδαριά,clo
425,Bild::N,εικόνα,llun
426,Bild::N,εικόνα,pictiwr
427,Figur::N,ανάστημα,ffigur
428,Puppe::N,κούκλα,dol
429,Beutel::N,πουγγί,cwd
430,Bündel::N,δεμάτι,bwndel
431,Bündel::N,δεμάτι,coflaid
432,Tasche::N,τσάντα,cod
433,Eimer::N,κουβάς,bwced
434,Eimer::N,κουβάς,cunnog
435,Deckel::N,καπάκι,caead
436,Geschirr::N,σκεύη,llestri
437,Sack::N,σάκος,sach
438,Tasse::N,φλιτζάνι,cwpan
439,Topf::N,χύτρα,pot
440,Topf::N,χύτρα,crochan
441,Kessel::N,καζάνι,tegell
442,Essen::N,φαγητό,pryd o fwyd
443,Nahrung::N,τροφή,bwyd
444,Speise::N,φαγητό,saig
445,Fleisch::N,κρέας,cig
446,Getreide::N,σιτάρι,ŷd
447,Getreide::N,σιτάρι,llafur
448,Brei::N,χυλός,uwd
449,Brot::N,ψωμί,bara
450,Brot::N,άρτος,bara
451,Scheibe::N,φέτα,tafell
452,Fett::N,πάχος,saim
453,Fett::N,πάχος,braster
454,Butter::N,βούτυρο,ymenyn
455,Öl::N,λάδι,olew
456,Salz::N,αλάτι,halen
457,Suppe::N,σούπα,cawl
458,Honig::N,μέλι,mêl
459,Milch::N,γάλα,llaeth
460,Milch::N,γάλα,llefrith
461,Tee::N,τσάι,te
462,Leder::N,πετσί,lledr
463,Wolle::N,μαλλί,gwlân
464,Stoff::N,ύφασμα,lliain
465,Stoff::N,ύφασμα,brethyn
466,Nadel::N,βελόνα,nodwydd
467,Faden::N,κλωστή,edau
468,Faden::N,κλωστή,edefyn
469,Knopf::N,κουμπί,botwm
470,Knoten::N,κόμπος,cwlwm
471,Farbe::N,μπογιά,paent
472,Kleidung::N,ρούχα,dillad
473,Kleidung::N,ρούχα,gwisgoedd
474,Kleidung::N,ενδυμασία,dillad
475,Kleidung::N,ενδυμασία,gwisgoedd
476,Hemd::N,πουκάμισο,crys
477,Kragen::N,κολάρο,coler
478,Ärmel::N,μανίκι,llawes
479,Hose::N,πανταλόνι,trowsus
480,Gürtel::N,ζώνη,gwregys
481,Mütze::N,σκούφος,cap
482,Schuh::N,παπούτσι,esgid
483,Stiefel::N,μπότα,botasen
484,Ring::N,δαχτυλίδι,modrwy
485,Band::N,κορδέλα,rhuban
486,Kamm::N,χτένα,crib
487,Spiegel::N,καθρέφτης,drych
488,Riemen::N,λουρί,strap
489,Schnur::N,κορδόνι,llinyn
490,Leine::N,σχοινί,tennyn
491,Decke::N,κουβέρτα,blanced
492,Decke::N,κουβέρτα,gwrthban
493,Kissen::N,μαξιλάρι,clustog
494,Kissen::N,μαξιλάρι,gobennydd
495,Tuch::N,πανί,sgarff
496,Tuch::N,μαντήλι,sgarff
497,Handtuch::N,πετσέτα,tywel
498,Handtuch::N,πετσέτα,lliain sychu
499,Kraft::N,δύναμη,grym
500,Stärke::N,ισχύς,nerth
501,Stärke::N,ισχύς,cryfder
502,Stärke::N,δύναμη,nerth
503,Stärke::N,δύναμη,cryfder
504,Gesundheit::N,υγεία,iechyd
505,Krankheit::N,αρρώστια,afiechyd
506,Krankheit::N,αρρώστια,anhwylder
507,Schmerz::N,πόνος,poen
508,Schmerz::N,πόνος,gwayw
509,Wunde::N,πληγή,clwyf
510,Fieber::N,πυρετός,twymyn
511,Arznei::N,φάρμακο,meddyginiaeth
512,Brücke::N,γέφυρα,pont
513,Brunnen::N,πηγάδι,ffynnon
514,Weide::N,βοσκή,porfa
515,Pfad::N,μονοπάτι,llwybr
516,Weg::N,δρόμος,ffordd
517,Straße::N,οδός,heol
518,Straße::N,οδός,ffordd
519,Straße::N,δρόμος,heol
520,Straße::N,δρόμος,ffordd
521,Dorf::N,χωριό,pentref
522,Stadt::N,πόλη,tref
523,Brief::N,γράμμα,llythyr
524,Brief::N,επιστολή,llythyr
525,Buch::N,βιβλίο,llyfr
526,Buchstabe::N,γράμμα,llythyren
527,Zeitung::N,εφημερίδα,papur newydd
528,Leben::N,ζωή,bywyd
529,Leben::N,βίος,bywyd
530,Tod::N,θάνατος,marwolaeth
531,Grab::N,τάφος,bedd
532,Kirche::N,εκκλησία,eglwys
533,Sünde::N,αμαρτία,pechod
534,Gott::N,θεός,duw
535,Arbeiter::N,εργάτης,gweithiwr
536,Chef::N,προϊστάμενος,pennaeth
537,Meister::N,μάστορας,meistr
538,Meister::N,αρχιτεχνίτης,meistr
539,Arzt::N,γιατρός,meddyg
540,Lehrer::N,δάσκαλος,athro
541,Geld::N,λεφτά,pres
542,Geld::N,λεφτά,arian
543,Geld::N,χρήματα,pres
544,Geld::N,χρήματα,arian
545,Geschäft::N,συναλλαγή,busnes
546,Laden::N,μαγαζί,siop
547,Laden::N,κατάστημα,siop
548,Preis::N,τιμή,pris
549,Ware::N,εμπόρευμα,nwydd
550,Nutzen::N,όφελος,elw
551,Nutzen::N,όφελος,budd
552,Reichtum::N,πλούτος,cyfoeth
553,Welt::N,κόσμος,byd
554,Land::N,χώρα,gwlad
555,Staat::N,κράτος,gwladwriaeth
556,Staat::N,πολιτεία,gwladwriaeth
557,König::N,βασιλιάς,brenin
558,Macht::N,εξουσία,grym
559,Macht::N,εξουσία,awdurdod
560,Grenze::N,σύνορα,ffin
561,Grenze::N,σύνορα,goror
562,Krieg::N,πόλεμος,rhyfel
563,Feind::N,εχθρός,gelyn
564,Gewalt::N,βία,ffyrnigrwydd
565,Kampf::N,αγώνας,brwydr
566,Bogen[Waffe]::N,τόξο,bwa
567,Pfeil::N,σαΐτα,saeth
568,Gewehr::N,τουφέκι,dryll
569,Fehler::N,λάθος,gwall
570,Fehler::N,λάθος,camgymeriad
571,Fehler::N,σφάλμα,gwall
572,Fehler::N,σφάλμα,camgymeriad
573,Lüge::N,ψέμα,celwydd
574,Lüge::N,ψέμα,anwiredd
575,Lüge::N,ψεύδος,celwydd
576,Lüge::N,ψεύδος,anwiredd
577,Schaden::N,ζημία,niwed
578,Schaden::N,ζημία,difrod
579,Unglück::N,δυστυχία,anffawd
580,Schuld::N,ενοχή,bai
581,Schuld::N,φταίξιμο,bai
582,Alter::N,ηλικία,oed
583,Schluss::N,τέλος,diwedd
584,Zeit::N,χρόνος,amser
585,Tag::N,μέρα,dydd
586,Tag::N,μέρα,diwrnod
587,Tag::N,ημέρα,dydd
588,Tag::N,ημέρα,diwrnod
589,Morgen::N,πρωί,bore
590,Mittag::N,μεσημέρι,nawn
591,Abend::N,βράδυ,noswaith
592,Nacht::N,νύχτα,nos
593,Woche::N,εβδομάδα,wythnos
594,Monat::N,μήνας,mis
595,Jahr::N,έτος,blwyddyn
596,Jahr::N,χρόνος,blwyddyn
597,Frühling::N,άνοιξη,gwanwyn
598,Sommer::N,καλοκαίρι,haf
599,Herbst::N,φθινόπωρο,hydref
600,Winter::N,χειμώνας,gaeaf
601,Januar::N,Ιανουάριος,Ionawr
602,Februar::N,Φεβρουάριος,Chwefror
603,März::N,Μάρτιος,Mawrth
604,April::N,Απρίλιος,Ebrill
605,Mai::N,Μάιος,Mai
606,Juni::N,Ιούνιος,Mehefin
607,Juli::N,Ιούλιος,Gorffennaf
608,August::N,Αύγουστος,Awst
609,September::N,Σεπτέμβριος,Medi
610,Oktober::N,Οκτώβριος,Hydref
611,November::N,Νοέμβριος,Tachwedd
612,Dezember::N,Δεκέμβριος,Rhagfyr
613,Montag::N,Δευτέρα,dydd Llun
614,Dienstag::N,Τρίτη,dydd Mawrth
615,Mittwoch::N,Τετάρτη,dydd Mercher
616,Donnerstag::N,Πέμπτη,dydd Iau
617,Freitag::N,Παρασκευή,dydd Gwener
618,Samstag::N,Σάββατο,dydd Sadwrn
619,Sonntag::N,Κυριακή,dydd Sul
620,groß::A,μεγάλος,mawr
621,klein::A,μικρός,bach
622,lang::A,μακρύς,hir
623,kurz::A,κοντός,byr
624,kurz::A,κοντός,cwta
625,breit::A,φαρδύς,llydan
626,schmal::A,στενός,cul
627,dicht::A,πυκνός,dwys
628,dick[Gegenstand]::A,παχύς,trwchus
629,dick[Gegenstand]::A,χοντρός,trwchus
630,dünn::A,ψιλός,tenau
631,dünn::A,λεπτός,tenau
632,fein::A,ψιλός,main
633,fest::A,στερεός,cadarn
634,flach::A,επίπεδος,gwastad
635,glatt::A,λείος,llyfn
636,glatt::A,ομαλός,llyfn
637,hart::A,σκληρός,caled
638,weich::A,μαλακός,meddal
639,rund::A,στρογγυλός,crwn
640,spitz::A,μυτερός,pigfain
641,scharf::A,κοφτερός,miniog
642,stumpf::A,αμβλύς,pŵl
643,schwer::A,βαρύς,trwm
644,schön::A,ωραίος,teg
645,schön::A,ωραίος,hardd
646,schön::A,ωραίος,prydferth
647,schön::A,όμορφος,teg
648,schön::A,όμορφος,hardd
649,schön::A,όμορφος,prydferth
650,heiß::A,ζεστός,poeth
651,warm::A,θερμός,twym
652,warm::A,θερμός,cynnes
653,kalt::A,κρύος,oer
654,kalt::A,ψυχρός,oer
655,kühl::A,δροσερός,oeraidd
656,frisch::A,νωπός,iach
657,frisch::A,φρέσκος,iach
658,feucht::A,υγρός,llaith
659,nass::A,βρεγμένος,gwlyb
660,trocken::A,ξηρός,sych
661,trocken::A,στεγνός,sych
662,voll::A,γεμάτος,llawn
663,leer::A,άδειος,gwag
664,offen::A,ανοιχτός,agored
665,geschlossen::A,κλειστός,caead
666,geschlossen::A,κλειστός,caeëdig
667,sauber::A,καθαρός,glân
668,schmutzig::A,βρώμικος,budr
669,schmutzig::A,βρώμικος,brwnt
670,schmutzig::A,λερωμένος,budr
671,schmutzig::A,λερωμένος,brwnt
672,roh::A,ωμός,amrwd
673,reif::A,ώριμος,aeddfed
674,lecker::A,νόστιμος,blasus
675,lecker::A,νόστιμος,danteithiol
676,süß::A,γλυκός,melys
677,bitter::A,πικρός,chwerw
678,sauer::A,ξινός,sur
679,hell::A,φωτεινός,disglair
680,dunkel::A,σκοτεινός,tywyll
681,schwarz::A,μαύρος,du
682,schwarz::A,μελανός,du
683,weiß::A,άσπρος,gwyn
684,rot::A,κόκκινος,coch
685,gelb::A,κίτρινος,melyn
686,blau::A,μπλε,glas
687,blau::A,γαλανός,glas
688,grün::A,πράσινος,gwyrdd
689,grau::A,γκρίζος,llwyd
690,bunt::A,ποικιλόχρωπος,lliwgar
691,billig::A,φτηνός,rhad
692,teuer::A,ακριβός,drud
693,wertvoll::A,πολύτιμος,gwerthfawr
694,blind::A,τυφλός,dall
695,taub::A,κουφός,byddar
696,kräftig::A,δυνατός,nerthol
697,kräftig::A,δυνατός,grymus
698,stark::A,γερός,cryf
699,stark::A,γερός,cadarn
700,schwach::A,αδύνατος,gwan
701,fett::A,παχύς,tew
702,schlank::A,λεπτός,main
703,schlank::A,λυγερός,main
704,hübsch::A,όμορφος,tlws
705,hübsch::A,χαριτωμένος,tlws
706,böse::A,κακός,drwg
707,dumm::A,κουτός,twp
708,dumm::A,ανόητος,twp
709,faul::A,τεμπέλης,diog
710,fleißig::A,εργατικός,dyfal
711,geizig::A,τσιγγούνης,crintach
712,geizig::A,τσιγγούνης,cybyddlyd
713,klug::A,έξυπνος,deallus
714,geschickt::A,επιδέξιος,medrus
715,geschickt::A,επιδέξιος,deheuig
716,lieb::A,φίλος,hoff
717,lieb::A,φίλος,annwyl
718,lieb::A,αγαπητός,hoff
719,lieb::A,αγαπητός,annwyl
720,lustig::A,εύθυμος,llon
721,lustig::A,χαρούμενος,llon
722,sanft::A,ήπιος,mwyn
723,hungrig::A,πεινασμένος,newynog
724,krank::A,άρρωστος,sâl
