,Concept_ID,fr,pl
72,Stein::N,pierre,kamień
73,Boden::N,sol,grunt
74,Boden::N,terrain,grunt
75,Erde::N,terre,ziemia
76,Staub::N,poussière,pył
77,Staub::N,poussière,kurz
78,Rauch::N,fumée,dym
79,Funke::N,étincelle,iskra
80,Feuer::N,feu,ogień
81,Licht::N,lumière,światło
82,Schatten::N,ombre,cień
83,Wetter::N,temps,pogoda
84,Nebel::N,brume,mgła
85,Nebel::N,brouillard,mgła
86,Wolke::N,nuage,obłok
87,Wolke::N,nuage,chmura
88,Regen::N,pluie,deszcz
89,Schnee::N,neige,śnieg
90,Eis::N,glace,lód
91,Frost::N,gel,mróz
92,Frost::N,gelée,mróz
93,Kälte::N,froid,chłód
94,Hitze::N,chaleur,gorąco
95,Raureif::N,givre,szron
96,Regenbogen::N,arc-en-ciel,tęcza
97,Donner::N,tonnerre,grzmot
98,Strömung::N,courant,nurt
99,Tropfen::N,goutte,kropla
100,Schaum::N,écume,piana
101,Schaum::N,mousse,piana
102,Schmutz::N,boue,brud
103,Schmutz::N,saleté,brud
104,See::N,lac,jezioro
105,Sumpf::N,marais,bagno
106,Sumpf::N,marécage,bagno
107,Moor::N,tourbière,bagno
108,Wiese::N,pré,łąka
109,Wald::N,bois,las
110,Wald::N,forêt,las
111,Hügel::N,coteau,pagórek
112,Hügel::N,colline,pagórek
113,Anhöhe::N,éminence,wzgórze
114,Anhöhe::N,élévation,wzgórze
115,Berg::N,mont,góra
116,Berg::N,montagne,góra
117,Gipfel::N,cime,szczyt
118,Gipfel::N,cime,wierzchołek
119,Gipfel::N,sommet,szczyt
120,Gipfel::N,sommet,wierzchołek
121,Höhle::N,caverne,pieczara
122,Abhang::N,pente,stok
123,Abhang::N,pente,zbocze
124,Abhang::N,versant,stok
125,Abhang::N,versant,zbocze
126,Quelle::N,source,zdrój
127,Quelle::N,source,źródło
128,Quelle::N,fontaine,zdrój
129,Quelle::N,fontaine,źródło
130,Bach::N,ruisseau,potok
131,Bach::N,ruisseau,strumień
132,Fluss::N,fleuve,rzeka
133,Fluss::N,rivière,rzeka
134,Ufer::N,bord,brzeg
135,Ufer::N,rivage,brzeg
136,Küste::N,côte,wybrzeże
137,Festland::N,terre ferme,ląd
138,Meer::N,mer,morze
139,Bucht::N,baie,zatoka
140,Insel::N,île,wyspa
141,Blume::N,fleur,kwiat
142,Gras::N,herbe,trawa
143,Wurzel::N,racine,korzeń
144,Baum::N,arbre,drzewo
145,Stamm::N,tronc,pień
146,Rinde::N,écorce,kora
147,Ast::N,branche,gałąź
148,Zweig::N,rameau,gałąź
149,Blatt::N,feuille,liść
150,Birke::N,bouleau,brzoza
151,Kiefer[Baum]::N,pin,sosna
152,Weide[Baum]::N,saule,wierzba
153,Tanne::N,sapin,jodła
154,Horn::N,corne,róg
155,Feder::N,plume,pióro
156,Fell::N,peau,futro
157,Flügel::N,aile,skrzydło
158,Klaue::N,serre,szpon
159,Kralle::N,ongle,pazur
160,Kralle::N,griffe,pazur
161,Schwanz::N,queue,ogon
162,Ei::N,œuf,jajko
163,Nest::N,nid,gniazdo
164,Bau::N,terrier,nora
165,Tier::N,animal,zwierzę
166,Herde::N,troupeau,stado
167,Herde::N,troupeau,trzoda
168,Kuh::N,vache,krowa
169,Bulle::N,taureau,byk
170,Pferd::N,cheval,koń
171,Schaf::N,mouton,owca
172,Schwein::N,porc,świnia
173,Schwein::N,cochon,świnia
174,Hund::N,chien,pies
175,Katze::N,chat,kot
176,Katze::N,chat,kotka
177,Bär::N,ours,niedźwiedż
178,Eichhörnchen::N,écureuil,wiewiórka
179,Elch::N,élan,łóś
180,Fuchs::N,renard,lis
181,Hase::N,lièvre,zając
182,Maus::N,souris,mysz
183,Wolf::N,loup,wilk
184,Vogel::N,oiseau,ptak
185,Schwarm::N,nuée,stado
186,Schwarm::N,volée,stado
187,Huhn::N,poule,kura
188,Hahn::N,coq,kogut
189,Gans::N,oie,gęś
190,Adler::N,aigle,orzeł
191,Ente::N,canard,kaczka
192,Eule::N,hibou,sowa
193,Kranich::N,grue,żuraw
194,Krähe::N,corneille,wrona
195,Kuckuck::N,coucou,kukułka
196,Schwan::N,cygne,łabędż
197,Fisch::N,poisson,ryba
198,Barsch::N,perche,okoń
199,Hecht::N,brochet,szczupak
200,Schlange[Tier]::N,serpent,wąż
201,Schlange[Tier]::N,serpent,żmija
202,Wurm::N,ver,robak
203,Spinne::N,araignée,pająk
204,Ameise::N,fourmi,mrówka
205,Laus::N,pou,wesz
206,Mücke::N,moucheron,komar
207,Fliege::N,mouche,mucha
208,Schmetterling::N,papillon,motyl
209,Beere::N,baie,jagoda
210,Apfel::N,pomme,jabłko
211,Pilz::N,champignon,grzyb
212,Zwiebel::N,oignon,cebula
213,Saat::N,semence,siew
214,Korn::N,grain,ziarno
215,Heu::N,foin,siano
216,Schale::N,pelure,łupina
217,Grube::N,fosse,dół
218,Grube::N,fosse,jama
219,Falle::N,piège,pułapka
220,Schlinge::N,lacs,sidła
221,Spur::N,trace,ślad
222,Asche::N,cendre,popiół
223,Dreck::N,crotte,brud
224,Eisen::N,fer,żelazo
225,Gold::N,or,złoto
226,Silber::N,argent,srebro
227,Kohle::N,charbon,węgiel
228,Glas::N,verre,szkło
229,Lehm::N,glaise,glina
230,Sand::N,sable,piasek
231,Mensch::N,homme,człowiek
232,Mann::N,homme,mężczyzna
233,Frau::N,femme,kobieta
234,Kind::N,enfant,dziecko
235,Junge::N,garçon,chłopak
236,Junge::N,garçon,chłopiec
237,Mädchen::N,fille,dziewczynka
238,Mädchen::N,jeune fille,dziewczynka
239,Familie::N,famille,rodzina
240,Großvater::N,grand-père,dziadek
241,Großmutter::N,grand-mère,babka
242,Eltern::N,parents,rodzice
243,Vater::N,père,ojciec
244,Mutter::N,mère,matka
245,Sohn::N,fils,syn
246,Tochter::N,fille,córka
247,Bruder::N,frère,brat
248,Schwester::N,sœur,siostra
249,Onkel::N,oncle,wuj
250,Onkel::N,oncle,stryj
251,Tante::N,tante,ciotka
252,Ehemann::N,mari,mąż
253,Ehemann::N,époux,mąż
254,Ehefrau::N,femme,żona
255,Ehefrau::N,épouse,żona
256,Freude::N,joie,radość
257,Freude::N,plaisir,radość
258,Gelächter::N,rires,śmiech
259,Glück::N,bonheur,szczęście
260,Kummer::N,peine,zmartwienie
261,Kummer::N,chagrin,zmartwienie
262,Wunsch::N,désir,życzenie
263,Lust::N,envie,chęć
264,Lust::N,envie,ochota
265,Geist::N,esprit,duch
266,Gedanke::N,idée,myśl
267,Gedanke::N,pensée,myśl
268,Gedächtnis::N,mémoire,pamięć
269,Verstand::N,raison,rozum
270,Sinn::N,sens,zmysł
271,Grund::N,cause,powód
272,Grund::N,raison,powód
273,Wahrheit::N,vérité,prawda
274,Gespräch::N,conversation,rozmowa
275,Märchen::N,conte,bajka
276,Märchen::N,conte de fées,bajka
277,Erzählung::N,conte,opowiadanie
278,Erzählung::N,narration,opowiadanie
279,Nachricht::N,message,wiadomość
280,Neuigkeit::N,nouvelle,nowina
281,Name::N,nom,imię
282,Rätsel::N,énigme,zagadka
283,Rätsel::N,devinette,zagadka
284,Rede::N,parole,mowa
285,Rede::N,discours,mowa
286,Sprache::N,langue,język
287,Sprache::N,langage,język
288,Stimme::N,voix,głos
289,Wort::N,mot,słowo
290,Zeichen::N,signe,znak
291,Ruf::N,cri,wołanie
292,Ruf::N,appel,wołanie
293,Lärm::N,bruit,hałas
294,Lärm::N,bruit,zgiełk
295,Laut::N,son,dźwięk
296,Ton::N,ton,ton
297,Ton::N,ton,dźwięk
298,Lied::N,chant,pieśń
299,Lied::N,chant,piosenka
300,Lied::N,chanson,pieśń
301,Lied::N,chanson,piosenka
302,Ruhe::N,calme,spokój
303,Ruhe::N,tranquillité,spokój
304,Leute::N,gens,ludzie
305,Volk::N,peuple,naród
306,Arbeit::N,travail,praca
307,Arbeit::N,travail,robota
308,Gast::N,hôte,gość
309,Gast::N,invité,gość
310,Geschenk::N,cadeau,prezent
311,Geschenk::N,cadeau,podarunek
312,Geschenk::N,présent,prezent
313,Geschenk::N,présent,podarunek
314,Spiel::N,jeu,gra
315,Spiel::N,jeu,zabawa
316,Gesellschaft::N,compagnie,towarzystwo
317,Hilfe::N,aide,pomoc
318,Hilfe::N,secours,pomoc
319,Freund::N,ami,przyjaciel
320,Kamerad::N,copain,kolega
321,Kamerad::N,camarade,kolega
322,Angelegenheit::N,affaire,sprawa
323,Anzahl::N,nombre,ilość
324,Art::N,sorte,rodzaj
325,Art::N,espèce,rodzaj
326,Stück::N,morceau,kawałek
327,Teil::N,part,część
328,Teil::N,partie,część
329,Hälfte::N,moitié,połowa
330,Kreis::N,cercle,krąg
331,Kreuz::N,croix,krzyż
332,Linie::N,ligne,linia
333,Strich::N,trait,kreska
334,Abstand::N,écart,odstęp
335,Entfernung::N,distance,odległość
336,Gegend::N,région,okolica
337,Gegend::N,contrée,okolica
338,Platz::N,place,miejsce
339,Ort::N,lieu,miejsce
340,Ort::N,endroit,miejsce
341,Seite::N,côté,bok
342,Seite::N,côté,strona
343,Mitte::N,milieu,środek
344,Gegenstand::N,objet,przedmiot
345,Sache::N,chose,rzecz
346,Rand::N,bord,skraj
347,Rand::N,bord,krawędź
348,Kante::N,arête,kant
349,Kante::N,arête,krawędź
350,Ecke::N,coin,róg
351,Ecke::N,tournant,róg
352,Spitze::N,cime,ostrze
353,Spitze::N,pointe,ostrze
354,Ende::N,bout,koniec
355,Loch::N,trou,dziura
356,Winkel::N,coin,kąt
357,Winkel::N,coin,kącik
358,Winkel::N,réduit,kąt
359,Winkel::N,réduit,kącik
360,Muster::N,dessin,wzór
361,Größe::N,grandeur,rozmiar
362,Größe::N,grandeur,wielkość
363,Länge::N,longueur,długość
364,Höhe::N,hauteur,wysokość
365,Höhe::N,altitude,wysokość
366,Gewicht::N,poids,ciężar
367,Menge::N,quantité,ilość
368,Haufen::N,tas,kupa
369,Reihe::N,file,rząd
370,Reihe::N,file,szereg
371,Reihe::N,rangée,rząd
372,Reihe::N,rangée,szereg
373,Boot::N,canot,łódź
374,Boot::N,canot,łódka
375,Boot::N,bateau,łódź
376,Boot::N,bateau,łódka
377,Ruder::N,rame,wiosło
378,Ruder::N,aviron,wiosło
379,Schlitten::N,traîneau,sanki
380,Ski::N,ski,narta
381,Lagerfeuer::N,feu de camp,ognisko
382,Last::N,charge,ciężar
383,Last::N,charge,brzemię
384,Last::N,fardeau,ciężar
385,Last::N,fardeau,brzemię
386,Gang::N,tour,chód
387,Gang::N,marche,chód
388,Schritt::N,pas,krok
389,Norden::N,nord,północ
390,Süden::N,sud,południe
391,Westen::N,ouest,zachód
392,Westen::N,occident,zachód
393,Osten::N,est,wschód
394,Osten::N,orient,wschód
395,Holz::N,bois,drzewo
396,Brett::N,planche,deska
397,Platte::N,plaque,płyta
398,Stütze::N,appui,podpora
399,Stütze::N,soutien,podpora
400,Stange::N,barre,drąg
401,Stange::N,barre,żerdź
402,Stange::N,perche,drąg
403,Stange::N,perche,żerdź
404,Stock::N,canne,kij
405,Stock::N,canne,laska
406,Stab::N,bâton,pręt
407,Rohr::N,tube,rura
408,Rohr::N,tuyau,rura
409,Haus::N,maison,dom
410,Heim::N,maison,dom
411,Ofen::N,poêle,piec
412,Fußboden::N,plancher,podłoga
413,Tisch::N,table,stół
414,Stuhl::N,chaise,krzesło
415,Wiege::N,berceau,kołyska
416,Bett::N,lit,łóżko
417,Bett::N,lit,pościel
418,Regal::N,étagère,regał
419,Kiste::N,caisse,skrzynia
420,Fenster::N,fenêtre,okno
421,Tür::N,porte,drzwi
422,Tor::N,porte,brama
423,Tor::N,portail,brama
424,Zaun::N,clôture,płot
425,Zaun::N,clôture,parkan
426,Dach::N,toit,dach
427,Leiter::N,échelle,drabina
428,Besen::N,balai,miotła
429,Spaten::N,bêche,rydel
430,Schaufel::N,pelle,łopata
431,Gabel::N,fourchette,widelec
432,Löffel::N,cuiller,łyżka
433,Messer::N,couteau,nóż
434,Nagel::N,clou,gwóźdź
435,Netz::N,filet,sieć
436,Haken::N,croc,hak
437,Haken::N,crochet,hak
438,Griff::N,prise,chwyt
439,Griff::N,manche,chwyt
440,Schloss::N,serrure,zamek
441,Bild::N,image,obraz
442,Bild::N,tableau,obraz
443,Figur::N,figure,figura
444,Puppe::N,poupée,lalka
445,Beutel::N,sac,torba
446,Beutel::N,petit sac,torba
447,Bündel::N,paquet,wiązka
448,Bündel::N,faisceau,wiązka
449,Tasche::N,sac,torba
450,Eimer::N,seau,kubeł
451,Eimer::N,seau,wiadro
452,Deckel::N,couvercle,przykrywka
453,Geschirr::N,vaisselle,statki
454,Geschirr::N,vaisselle,naczynia
455,Sack::N,sac,worek
456,Tasse::N,tasse,filiżanka
457,Topf::N,pot,garnek
458,Topf::N,marmite,garnek
459,Kessel::N,chaudron,kocioł
460,Essen::N,repas,jedzenie
461,Essen::N,manger,jedzenie
462,Nahrung::N,nourriture,pokarm
463,Nahrung::N,nourriture,pożywienie
464,Speise::N,plat,potrawa
465,Speise::N,plat,jedzenie
466,Fleisch::N,viande,mięso
467,Getreide::N,blé,zboże
468,Getreide::N,céréales,zboże
469,Brei::N,purée,kasza
470,Brei::N,bouillie,kasza
471,Brot::N,pain,chleb
472,Scheibe::N,tranche,kromka
473,Fett::N,graisse,tłuszcz
474,Butter::N,beurre,masło
475,Öl::N,huile,olej
476,Salz::N,sel,sól
477,Suppe::N,soupe,zupa
478,Suppe::N,potage,zupa
479,Honig::N,miel,miód
480,Milch::N,lait,mleko
481,Tee::N,thé,herbata
482,Leder::N,cuir,skóra
483,Wolle::N,laine,wełna
484,Stoff::N,tissu,tkanina
485,Stoff::N,tissu,materiał
486,Stoff::N,étoffe,tkanina
487,Stoff::N,étoffe,materiał
488,Nadel::N,aiguille,igła
489,Faden::N,fil,nić
490,Faden::N,fil,nitka
491,Knopf::N,bouton,guzik
492,Knoten::N,nœud,węzeł
493,Farbe::N,peinture,farba
494,Kleidung::N,vêtements,odzież
495,Kleidung::N,habillement,odzież
496,Hemd::N,chemise,koszula
497,Kragen::N,col,kołnierz
498,Ärmel::N,manche,rękaw
499,Hose::N,pantalon,spodnie
500,Gürtel::N,ceinture,pasek
501,Mütze::N,bonnet,czapka
502,Mütze::N,casquette,czapka
503,Schuh::N,soulier,but
504,Schuh::N,soulier,bucik
505,Schuh::N,chaussure,but
506,Schuh::N,chaussure,bucik
507,Stiefel::N,botte,but
508,Stiefel::N,botte,kozak
509,Ring::N,bague,pierścień
510,Band::N,ruban,wstęga
511,Kamm::N,peigne,grzebień
512,Spiegel::N,glace,lustro
513,Spiegel::N,miroir,lustro
514,Riemen::N,lanière,rzemień
515,Riemen::N,courroie,rzemień
516,Schnur::N,corde,sznur
517,Schnur::N,ficelle,sznur
518,Leine::N,laisse,smycz
519,Decke::N,couverture,kołdra
520,Kissen::N,oreiller,poduszka
521,Tuch::N,drap,chustka
522,Tuch::N,fichu,chustka
523,Handtuch::N,serviette,ręcznik
524,Handtuch::N,essuie-mains,ręcznik
525,Kraft::N,force,moc
526,Kraft::N,force,siła
527,Stärke::N,vigueur,moc
528,Stärke::N,vigueur,siła
529,Gesundheit::N,santé,zdrowie
530,Krankheit::N,maladie,choroba
531,Schmerz::N,douleur,ból
532,Wunde::N,plaie,rana
533,Wunde::N,blessure,rana
534,Fieber::N,fièvre,gorączka
535,Arznei::N,remède,lekarstwo
536,Arznei::N,médecine,lekarstwo
537,Brücke::N,pont,most
538,Brunnen::N,puits,studnia
539,Weide::N,pâturage,pastwisko
540,Pfad::N,sentier,ścieżka
541,Weg::N,voie,droga
542,Weg::N,chemin,droga
543,Straße::N,route,ulica
544,Dorf::N,village,wieś
545,Stadt::N,cité,miasto
546,Stadt::N,ville,miasto
547,Brief::N,lettre,list
548,Buch::N,livre,książka
549,Buchstabe::N,lettre,litera
550,Buchstabe::N,caractère,litera
551,Zeitung::N,journal,gazeta
552,Zeitung::N,journal,dziennik
553,Leben::N,vie,życie
554,Tod::N,mort,śmierć
555,Grab::N,tombe,grób
556,Kirche::N,église,kościół
557,Sünde::N,péché,grzech
558,Gott::N,dieu,bóg
559,Arbeiter::N,ouvrier,robotnik
560,Arbeiter::N,travailleur,robotnik
561,Chef::N,chef,szef
562,Chef::N,patron,szef
563,Meister::N,maître,mistrz
564,Meister::N,maître,majster
565,Arzt::N,médecin,lekarz
566,Lehrer::N,professeur,nauczyciel
567,Lehrer::N,instituteur,nauczyciel
568,Geld::N,argent,pieniądze
569,Geschäft::N,affaire,sprawa
570,Geschäft::N,affaire,interes
571,Geschäft::N,commerce,sprawa
572,Geschäft::N,commerce,interes
573,Laden::N,magasin,sklep
574,Laden::N,boutique,sklep
575,Preis::N,prix,cena
576,Ware::N,marchandise,towar
577,Nutzen::N,profit,pożytek
578,Reichtum::N,richesse,bogactwo
579,Welt::N,monde,świat
580,Land::N,pays,kraj
581,Staat::N,État,państwo
582,König::N,roi,król
583,Macht::N,pouvoir,władza
584,Macht::N,puissance,władza
585,Grenze::N,frontière,granica
586,Krieg::N,guerre,wojna
587,Feind::N,ennemi,wróg
588,Gewalt::N,violence,władza
589,Kampf::N,lutte,bój
590,Kampf::N,lutte,walka
591,Kampf::N,combat,bój
592,Kampf::N,combat,walka
593,Bogen[Waffe]::N,arc,łuk
594,Pfeil::N,flèche,strzała
595,Gewehr::N,fusil,karabin
596,Fehler::N,faute,błąd
597,Fehler::N,erreur,błąd
598,Lüge::N,mensonge,kłamstwo
599,Schaden::N,dégât,szkoda
600,Schaden::N,dommage,szkoda
601,Unglück::N,malheur,nieszczęście
602,Schuld::N,faute,wina
603,Schuld::N,culpabilité,wina
604,Alter::N,âge,wiek
605,Schluss::N,fin,koniec
606,Schluss::N,fin,zakończenie
607,Zeit::N,temps,czas
608,Tag::N,jour,dzień
609,Tag::N,journée,dzień
610,Morgen::N,matin,ranek
611,Morgen::N,matin,poranek
612,Morgen::N,matinée,ranek
613,Morgen::N,matinée,poranek
614,Mittag::N,midi,południe
615,Abend::N,soir,wieczór
616,Abend::N,soirée,wieczór
617,Nacht::N,nuit,noc
618,Woche::N,semaine,tydzień
619,Monat::N,mois,miesiąc
620,Jahr::N,an,rok
621,Jahr::N,année,rok
622,Frühling::N,printemps,wiosna
623,Sommer::N,été,lato
624,Herbst::N,automne,jesień
625,Winter::N,hiver,zima
626,Januar::N,janvier,styczeń
627,Februar::N,février,luty
628,März::N,mars,marzec
629,April::N,avril,kwiecień
630,Mai::N,mai,maj
631,Juni::N,juin,czerwiec
632,Juli::N,juillet,lipiec
633,August::N,août,sierpień
634,September::N,septembre,wrzesień
635,Oktober::N,octobre,październik
636,November::N,novembre,listopad
637,Dezember::N,décembre,grudzień
638,Montag::N,lundi,poniedziałek
639,Dienstag::N,mardi,wtorek
640,Mittwoch::N,mercredi,środa
641,Donnerstag::N,jeudi,czwartek
642,Freitag::N,vendredi,piątek
643,Samstag::N,samedi,sobota
644,Sonntag::N,dimanche,niedziela
645,groß::A,grand,duży
646,groß::A,grand,wielki
647,klein::A,petit,mały
648,lang::A,long,długi
649,kurz::A,court,krótki
650,breit::A,large,szeroki
651,schmal::A,étroit,wąski
652,dicht::A,dense,gęsty
653,dick[Gegenstand]::A,épais,gruby
654,dünn::A,mince,cienki
655,fein::A,fin,drobny
656,fein::A,menu,drobny
657,fest::A,ferme,mocny
658,fest::A,ferme,twardy
659,fest::A,solide,mocny
660,fest::A,solide,twardy
661,flach::A,plat,płaski
662,glatt::A,poli,gładki
663,glatt::A,lisse,gładki
664,hart::A,dur,twardy
665,weich::A,mou,miękki
666,rund::A,rond,okrągły
667,spitz::A,aigu,spiczasty
668,spitz::A,pointu,spiczasty
669,scharf::A,tranchant,ostry
670,stumpf::A,mousse,tępy
671,stumpf::A,émoussé,tępy
672,schwer::A,lourd,ciężki
673,schwer::A,pesant,ciężki
674,schön::A,beau,ładny
675,schön::A,beau,piękny
676,heiß::A,chaud,gorący
677,heiß::A,très chaud,gorący
678,warm::A,chaud,ciepły
679,kalt::A,froid,zimny
680,kühl::A,frais,chłodny
681,frisch::A,frais,świeży
682,feucht::A,humide,wilgotny
683,nass::A,mouillé,mokry
684,trocken::A,sec,suchy
685,voll::A,plein,pełny
686,voll::A,rempli,pełny
687,leer::A,vide,pusty
688,leer::A,vide,próżny
689,offen::A,ouvert,otwarty
690,geschlossen::A,clos,zamknięty
691,geschlossen::A,fermé,zamknięty
692,sauber::A,net,czysty
693,sauber::A,propre,czysty
694,schmutzig::A,sale,brudny
695,schmutzig::A,crasseux,brudny
696,roh::A,cru,surowy
697,roh::A,brut,surowy
698,reif::A,mûr,dojrzały
699,lecker::A,délicieux,smaczny
700,lecker::A,appétissant,smaczny
701,süß::A,doux,słodki
702,bitter::A,amer,gorzki
703,sauer::A,aigre,kwaśny
704,hell::A,clair,jasny
705,dunkel::A,sombre,ciemny
706,schwarz::A,noir,czarny
707,weiß::A,blanc,biały
708,rot::A,rouge,czerwony
709,gelb::A,jaune,żółty
710,blau::A,bleu,błękitny
711,blau::A,bleu,niebieski
712,grün::A,vert,zielony
713,grau::A,gris,szary
714,bunt::A,multicolore,barwny
715,billig::A,bon marché,tani
716,teuer::A,cher,drogi
717,wertvoll::A,précieux,cenny
718,blind::A,aveugle,ślepy
719,taub::A,sourd,głuchy
720,kräftig::A,fort,mocny
721,kräftig::A,vigoureux,mocny
722,stark::A,fort,silny
723,stark::A,puissant,silny
724,schwach::A,faible,słaby
725,fett::A,gras,tłusty
726,schlank::A,svelte,smukły
727,hübsch::A,joli,ładny
728,böse::A,mauvais,zły
729,dumm::A,sot,głupi
730,dumm::A,bête,głupi
731,faul::A,fainéant,leniwy
732,faul::A,paresseux,leniwy
733,fleißig::A,appliqué,pilny
734,geizig::A,avare,skąpy
735,klug::A,intelligent,mądry
736,geschickt::A,habile,zręczny
737,lieb::A,cher,miły
738,lieb::A,gentil,miły
739,lustig::A,gai,wesoły
740,lustig::A,joyeux,wesoły
741,sanft::A,doux,łagodny
742,hungrig::A,affamé,głodny
743,krank::A,malade,chory
744,nackt::A,nu,nagi
745,traurig::A,triste,smutny
746,lebendig::A,vivant,żywy
747,gut::A,bon,dobry
748,schlecht::A,mauvais,zły
749,richtig::A,juste,słuszny
750,richtig::A,juste,właściwy
751,richtig::A,correct,słuszny
752,richtig::A,correct,właściwy
753,schlimm::A,grave,zły
754,schlimm::A,mauvais,zły
755,wahr::A,vrai,prawdziwy
756,wahr::A,véritable,prawdziwy
757,alt::A,vieux,stary
758,neu::A,neuf,nowy
759,neu::A,nouveau,nowy
760,ehemalig::A,ancien,były
761,alt[Lebewesen]::A,âgé,stary
762,alt[Lebewesen]::A,vieux,stary
763,jung::A,jeune,młody
764,arm::A,pauvre,ubogi
765,arm::A,pauvre,biedny
766,reich::A,riche,bogaty
767,bekannt::A,connu,znany
768,berühmt::A,fameux,słynny
769,berühmt::A,célèbre,słynny
770,fremd::A,étranger,obcy
771,fremd::A,étranger,cudzy
772,verschieden::A,différent,różny
773,nah::A,lié,bliski
774,nah::A,proche,bliski
775,fern::A,éloigné,daleki
776,fern::A,lointain,daleki
777,linker::A,gauche,lewy
778,rechter::A,droit,prawy
779,anderer::A,autre,inny
780,erster::A,premier,pierwszy
781,zweiter::A,second,drugi
782,zweiter::A,deuxième,drugi
783,dritter::A,troisième,trzeci
784,letzter::A,dernier,ostatni
785,allein::ADV,seul,sam
786,auf einmal::ADV,à la fois,naraz
787,zusammen::ADV,ensemble,razem
788,lange::ADV,longtemps,długo
789,plötzlich::ADV,tout à coup,nagle
790,sofort::ADV,immédiatement,natychmiast
791,später::ADV,plus tard,później
792,jetzt::ADV,maintenant,teraz
793,jetzt::ADV,maintenant,obecnie
794,heute::ADV,aujourd'hui,dziś
795,heute::ADV,aujourd'hui,dzisiaj
796,morgen::ADV,demain,jutro
797,bald::ADV,bientôt,wkrótce
798,dann::ADV,puis,potem
799,dann::ADV,ensuite,potem
800,gestern::ADV,hier,wczoraj
801,einst::ADV,jadis,kiedyś
802,einst::ADV,jadis,niegdyś
803,einst::ADV,autrefois,kiedyś
804,einst::ADV,autrefois,niegdyś
805,damals::ADV,alors,wtedy
806,damals::ADV,alors,wówczas
807,damals::ADV,à l'époque,wtedy
808,damals::ADV,à l'époque,wówczas
809,danach::ADV,après,następnie
810,danach::ADV,ensuite,następnie
811,vorher::ADV,auparavant,przedtem
812,zuerst::ADV,d'abord,naprzód
813,zuerst::ADV,d'abord,najpierw
814,zuerst::ADV,premièrement,naprzód
815,zuerst::ADV,premièrement,najpierw
816,einmal::ADV,une fois,raz
817,manchmal::ADV,parfois,czasem
818,manchmal::ADV,quelquefois,czasem
819,oft::ADV,souvent,często
820,immer::ADV,toujours,zawsze
821,niemals::ADV,ne ... jamais,nigdy
822,hier::ADV,ici,tu
823,hier::ADV,ici,tutaj
824,hierhin::ADV,par ici,tu
825,von hier::ADV,d'ici,stąd
826,dort::ADV,là,tam
827,dort::ADV,là-bas,tam
828,dorthin::ADV,y,tam
829,dorthin::ADV,par là,tam
830,geradeaus::ADV,tout droit,prosto
831,vorwärts::ADV,en avant,naprzód
832,rückwärts::ADV,en arrière,wstecz
833,zurück::ADV,de retour,z powrotem
834,unten::ADV,en bas,u dołu
835,unten::ADV,en bas,na dole
836,unten::ADV,au-dessous,u dołu
837,unten::ADV,au-dessous,na dole
