,Concept_ID,lez,te
259,Ruhe::N,ласвал,గాలిలేమి
260,Ruhe::N,фаракъат,గాలిలేమి
261,Ruhe::N,асайиш,గాలిలేమి
262,Leute::N,инсанар,జనులు
263,Volk::N,халкь,జాతి
264,Arbeit::N,кӏвалах,పని
265,Gast::N,мугьман,అతిధి
266,Geschenk::N,савкьат,దానము
267,Spiel::N,къугъун,ఆట
268,Gesellschaft::N,жемят,జట్టు
269,Gesellschaft::N,общество,జట్టు
270,Hilfe::N,куьмек,సాహాయ్యము
271,Freund::N,дуст,స్నేహితుడు
272,Kamerad::N,яр-дуст,చెలికాడు
273,Angelegenheit::N,кар,విషయము
274,Anzahl::N,сан,లెక్క
275,Anzahl::N,кьадар,లెక్క
276,Art::N,жуьре,జాతి
277,Stück::N,кӏус,తునుక
278,Teil::N,пай,భాగము
279,Hälfte::N,зур,సగము
280,Hälfte::N,зур пай,సగము
281,Kreis::N,круг,వృత్తము
282,Kreis::N,чкаяр,వృత్తము
283,Kreis::N,элкъвей цӏар,వృత్తము
284,Kreuz::N,хаш,సిలువ
285,Linie::N,цӏар,గీత
286,Strich::N,цӏар,గీత
287,Abstand::N,ара,సందు
288,Entfernung::N,мензил,దూరము
289,Gegend::N,чка,విస్తీర్ణము
290,Platz::N,ара,ఎడము
291,Ort::N,чка,స్థలము
292,Seite::N,пад,ప్రక్క
293,Mitte::N,юкь,నడిమి
294,Gegenstand::N,затӏ,పద్దు
295,Sache::N,шей,వస్తువు
296,Sache::N,затӏ,వస్తువు
297,Rand::N,къерех,అంచు
298,Kante::N,син,అంచు
299,Ecke::N,пӏипӏ,మూల
300,Spitze::N,кӏвенкӏв,మొన
301,Ende::N,кьил,కొన
302,Loch::N,тӏеквен,రంధ్రము
303,Winkel::N,пӏипӏ,కోణము
304,Muster::N,гишир,మాదిరి
305,Größe::N,кьадар,పరిమాణము
306,Länge::N,яргъивал,పొడుగు
307,Höhe::N,кьакьанвал,పొడుగు
308,Gewicht::N,заланвал,భారము
309,Menge::N,кьадар,మొత్తము
310,Haufen::N,хара,రాశి
311,Reihe::N,жерге,వరుస
312,Boot::N,луьткве,పడవ
313,Ruder::N,кьусу,అడక
314,Schlitten::N,гъелерар,సరవండ్లు
315,Lagerfeuer::N,цӏай,నెగడు
316,Last::N,заланвал,బరువు
317,Gang::N,ериш,నడక
318,Schritt::N,къадам,అడుగు
319,Norden::N,кефер,ఉత్తరదిక్కు
320,Norden::N,кефер пад,ఉత్తరదిక్కు
321,Süden::N,кьибле,దక్షిణము
322,Westen::N,рагъакӏидай пад,పడమర
323,Osten::N,рагъэкъечӏдай пад,తూర్పు
324,Holz::N,кӏарас,కొయ్య
325,Brett::N,кьул,పలక
326,Brett::N,тахта,పలక
327,Stütze::N,даях,వాల్సేడ్లు
328,Stange::N,юрк,స్తంభము
329,Stock::N,лаш,కఱ్ఱ
330,Stab::N,юрк,కఱ్ఱ
331,Rohr::N,турба,గొట్టము
332,Haus::N,ужагъ,ఇల్లు
333,Heim::N,кӏвал,స్వగృహము
334,Ofen::N,пич,పొయ్యి
335,Fußboden::N,кӏвалин ччил,నేల
336,Tisch::N,стол,మేజా
337,Stuhl::N,стул,కుర్చీ
338,Wiege::N,кьеб,ఉయ్యాల
339,Bett::N,тахт,పడక
340,Bett::N,тахт,మంచం
341,Regal::N,кьацӏ,అటక
342,Kiste::N,ящик,వెట్టె
343,Fenster::N,дакӏар,కిటికి
344,Tür::N,рак,ద్వారము
345,Tor::N,варар,ద్వారము
346,Zaun::N,пару,కంచె
347,Dach::N,къав,ఇంటివైకప్పు
348,Leiter::N,гурар,నిచ్చెన
349,Besen::N,таран кул,చీపురుకట్ట
350,Spaten::N,ппер,పాఱ
351,Schaufel::N,хекендаз,పాఱ
352,Gabel::N,шиш,ముండ్లగరిటె
353,Löffel::N,тӏур,గరిటె
354,Messer::N,чукӏул,కత్తి
355,Nagel::N,мих,మేకు
356,Netz::N,чил,వల
357,Haken::N,къармах,కొక్కెము
358,Griff::N,ттум,పిడి
359,Schloss::N,куьлег,తాళము
360,Bild::N,шикил,చిత్రము
361,Bild::N,суьрет,చిత్రము
362,Figur::N,фигура,రూపము
363,Puppe::N,нини,బొమ్మ
364,Beutel::N,тагъар,సంచి
365,Bündel::N,галгам,మూట
366,Tasche::N,чанта,సంచి
367,Eimer::N,ведре,చేద
368,Deckel::N,кьил,మూత
369,Deckel::N,къалпагъ,మూత
370,Geschirr::N,къаб-къажах,వంటకాలు
371,Sack::N,чувал,గోనెసంచి
372,Tasse::N,сукӏра,గిన్నె
373,Topf::N,къажгъан,కుండ
374,Kessel::N,къажгъан,నీరుకాచుపాత్ర
375,Essen::N,тӏуьн,ఆహారము
376,Nahrung::N,тӏуьн,ఆహారము
377,Speise::N,хуьрек,ఆహారము
378,Fleisch::N,як,మాంసము
379,Getreide::N,техил,ధాన్యము
380,Brei::N,хапӏа,గుజ్జు
381,Brei::N,хешил,గుజ్జు
382,Brot::N,фу,రొట్టె
383,Scheibe::N,чӏук,బద్ద
384,Fett::N,ягълу,క్రొవ్వు
385,Butter::N,гъери,వెన్న
386,Öl::N,ягълу,నూనె
387,Salz::N,кьел,ఉప్పు
388,Suppe::N,суп,చారు
389,Suppe::N,шурпа,చారు
390,Honig::N,вирт,తెనె
391,Milch::N,нек,పాలు
392,Tee::N,чай,తేనీరు
393,Leder::N,тумаж,బాగుచేసివతోలు
394,Wolle::N,йис,ఉన్ని
395,Stoff::N,парча,బట్ట
396,Nadel::N,раб,సూది
397,Faden::N,гъал,దారము
398,Knopf::N,дуьгме,బొత్తాము
399,Knoten::N,тӏвал,ముడి
400,Farbe::N,ранг,రంగు
401,Kleidung::N,партал,బట్టలు
402,Hemd::N,перем,చొక్కాయ
403,Kragen::N,хев,మాల
404,Ärmel::N,хел,చొక్కాయచెయ్యి
405,Hose::N,шалвар,ఇజారు
406,Gürtel::N,чӏул,పటకా
407,Mütze::N,бармак,టోపి
408,Mütze::N,бапӏах,టోపి
409,Schuh::N,ботинка,పాదరక్ష
410,Stiefel::N,чекме,బూటు
411,Ring::N,тупӏал,ఉంగరము
412,Band::N,тасма,నాడా
413,Kamm::N,регъ,దువ్వెన
414,Spiegel::N,гуьзгуь,అద్దము
415,Riemen::N,къайиш,వాడా
416,Schnur::N,еб,దారము
417,Decke::N,яргъан,కంబళి
418,Kissen::N,хъуьцуьган,తలగడ
419,Tuch::N,шал,బట్ట
420,Handtuch::N,дасмал,తువాలు
421,Kraft::N,гуж,బలము
422,Stärke::N,къуват,శక్తి
423,Gesundheit::N,сагъвал,ఆరోగ్యము
424,Krankheit::N,тӏал,రోగము
425,Schmerz::N,тӏал,నొప్పి
426,Schmerz::N,тӏарвал,నొప్పి
427,Wunde::N,хер,గాయము
428,Fieber::N,ифин,జ్వరము
429,Arznei::N,дарман,మందు
430,Brücke::N,муьгъ,వంతెన
431,Brunnen::N,къуй,బావి
432,Brunnen::N,къуй,కూపము
433,Brunnen::N,къуй,నుయ్యి
434,Weide::N,уьруьш,పచ్చికబయలు
435,Pfad::N,рехъ,కాలిత్రోవ
436,Weg::N,рехъ,మార్గము
437,Straße::N,рехъ,బాట
438,Dorf::N,хуьр,గ్రామము
439,Stadt::N,шегьер,పట్టణము
440,Brief::N,кагъаз,జాబు
441,Buch::N,улуб,పుస్తకము
442,Buchstabe::N,гьарф,అక్షరము
443,Zeitung::N,газета,వార్తాపత్రిక
444,Leben::N,уьмуьр,ప్రాణము
445,Tod::N,кьиникь,మరణము
446,Grab::N,сур,సమాధి
447,Kirche::N,килиса,క్రెస్తవులగుడి
448,Sünde::N,гунагь,పాపము
449,Gott::N,аллагь,దేవుడు
450,Arbeiter::N,фяле,పనిపాటుచేశేవాడు
451,Chef::N,гьаким,యజమానుడు
452,Meister::N,устӏар,కళాకారుడు
453,Arzt::N,доктор,వైద్యుడు
454,Lehrer::N,муаллим,ఉపాధ్యాయుడు
455,Geld::N,пул,ద్రవ్యము
456,Laden::N,магазин,అంగడి
457,Preis::N,къимет,వెల
458,Ware::N,мал,సరకులు
459,Ware::N,товар,సరకులు
460,Nutzen::N,хийир,ప్రయోజనము
461,Nutzen::N,менфят,ప్రయోజనము
462,Reichtum::N,девлет,ధనము
463,Welt::N,дуьнья,ప్రపంచము
464,Land::N,уьлкве,దేశము
465,Staat::N,пачагьлугъ,రాజ్యము
466,Staat::N,государство,రాజ్యము
467,König::N,пачагь,రాజు
468,Macht::N,власть,అధికారము
469,Grenze::N,сергьят,సరిహద్దు
470,Krieg::N,дяве,యుద్ధము
471,Feind::N,душман,శత్రువు
472,Gewalt::N,гуж,దౌర్జన్యము
473,Kampf::N,женг,పోట్లాట
474,Bogen[Waffe]::N,чӏемерук,విల్లు
475,Pfeil::N,хьел,బాణము
476,Gewehr::N,тфенг,తుపాకి
477,Fehler::N,гъалатӏ,తప్ప
478,Lüge::N,ттаб,అసత్యము
479,Schaden::N,зиян,నష్టము
480,Schaden::N,зарар,నష్టము
481,Unglück::N,бала,దురదృష్టము
482,Unglück::N,бедбахтвал,దురదృష్టము
483,Schuld::N,тахсир,తప్పు
484,Alter::N,яш,వయస్సు
485,Schluss::N,эхир,ముగింపు
486,Zeit::N,вяде,కాలము
487,Tag::N,югъ,దినము
488,Morgen::N,пакама,ఉదయము
489,Mittag::N,нисин,మధ్యాహ్నము
490,Abend::N,няни,సాయంకాలము
491,Nacht::N,йиф,రత్రి
492,Woche::N,гьафте,వారము
493,Monat::N,варз,నెల
494,Jahr::N,йис,సంవత్సరము
495,Frühling::N,гатфар,వసంతకాలము
496,Sommer::N,гад,వేసవికాము
497,Herbst::N,зул,ఆకురాలుకాలము
498,Winter::N,кьуьд,శీతకాలము
499,Januar::N,январь,జనవరి
500,Februar::N,февраль,ఫిబ్రవరి
501,März::N,март,మార్చి
502,April::N,апрель,ఏప్రిలు
503,Mai::N,май,మే
504,Juni::N,июнь,జూన్
505,Juli::N,июль,జూలై
506,August::N,август,ఆగస్టు
507,September::N,сентябрь,సెప్ఠెంబరు
508,Oktober::N,октябрь,అక్టోబరు
509,November::N,ноябрь,నవంబరు
510,Dezember::N,декабрь,డిసెంబర్
511,Montag::N,ислен,సోమవారము
512,Dienstag::N,саласа,మంగళవారము
513,Mittwoch::N,арбе,బుధవారము
514,Donnerstag::N,хемис югъ,గురువారము
515,Freitag::N,жуьмя,శుక్రవారము
516,Freitag::N,жуьмя югъ,శుక్రవారము
517,Samstag::N,киш,శనివారము
518,Sonntag::N,гьяд,ఆదివారము
519,groß::A,еке,గొప్పైన
520,groß::A,чӏехи,గొప్పైన
521,klein::A,гъвечӏи,చిన్న
522,lang::A,яргъи,పొడుగాటి
523,kurz::A,куьруь,పొట్టి
524,breit::A,гьяркьуь,వెడల్పైన
525,schmal::A,гуьтӏуь,ఇఱుకైన
526,dicht::A,къалин,దట్టమైన
527,dünn::A,кьелечӏ,పలుచని
528,fein::A,шуькӏуь,నాజాకైన
529,fest::A,кӏеви,దృడమైవ
530,flach::A,кьулу,చదువైన
531,glatt::A,цӏалцӏам,నున్నని
532,hart::A,кӏеви,కఠినమైన
533,weich::A,хъуьтуьл,మృదువైన
534,rund::A,элкъвей,గుండ్రని
535,spitz::A,хци,మొనగల
536,scharf::A,хци,పదనైన
537,stumpf::A,къуьруь,వాడిలేని
538,schwer::A,залан,బరువ్తెన
539,schön::A,иер,సుందరమైన
540,heiß::A,кудай,వేడియైన
541,warm::A,чими,వెచ్చని
542,kalt::A,мекьи,చల్లని
543,kühl::A,къайи,చల్లని
544,frisch::A,таза,తాజాయైన
545,frisch::A,михьи,తాజాయైన
546,feucht::A,ламу,చెమ్మగానున్న
547,nass::A,кьежей,తడిగామన్న
548,trocken::A,кьуру,ఎండిన
549,voll::A,ацӏай,నిండు
550,leer::A,буш,శూన్యమైన
551,leer::A,ичӏи,శూన్యమైన
552,offen::A,ахъа,తెఱచియున్న
553,geschlossen::A,кӏеви,మూసిన
554,sauber::A,михьи,పరిశుద్ధమైన
555,schmutzig::A,чиркин,ముఱికియైన
556,schmutzig::A,кьацӏай,ముఱికియైన
557,roh::A,чиг,పచ్చి
558,roh::A,ицӏи,పచ్చి
559,reif::A,дигмиш хьайи,పండివ
560,lecker::A,дадлу,రుచి గల
561,süß::A,ширин,తియ్యని
562,bitter::A,туькьуьл,చేదైన
563,sauer::A,цуру,పుల్లని
564,hell::A,экуь,కాంతిగల
565,dunkel::A,мичӏи,చీకటియైన
566,schwarz::A,чӏулав,నల్లని
567,weiß::A,лацу,తెలుపు
568,rot::A,яру,ఎఱ్ఱని
569,gelb::A,хъипи,పసుపు పచ్చ
570,blau::A,вили,నీలవర్ణము
571,grün::A,къацу,ఆకుపచ్చని
572,grau::A,рехи,నెరిసిన
573,bunt::A,цӏару,రంగేలీ
574,bunt::A,яру-цӏару,రంగేలీ
575,billig::A,ужуз,చౌకయైన
576,teuer::A,багьа,వెలపొడుగైన
577,wertvoll::A,масан,విలుప్తెన
578,blind::A,буьркьуь,గ్రుడ్డి
579,taub::A,биши,చెవిటి
580,kräftig::A,гужлу,శక్తి గల
581,stark::A,къуватлу,బలమైన
582,schwach::A,такьатсуз,బలహీనమైన
583,fett::A,куьк,క్రొవ్విన
584,schlank::A,шумал,సన్నని
585,hübsch::A,гуьрчег,సాగప్తెన
586,böse::A,пис,చెడ్డ
587,dumm::A,ахмакь,తెలివిలేని
588,faul::A,тенпел,సోమరియైన
589,fleißig::A,сяй ийидай,శ్రద్దగల
590,fleißig::A,сяйи ийидай,శ్రద్దగల
591,geizig::A,мискьи,పిసినారియైన
592,klug::A,акьуллу,తెలివిగల
593,geschickt::A,магьир,నిపుణతగల
594,lieb::A,играми,ప్రియమైన
595,lustig::A,шад,ఉల్లాసము గల
596,sanft::A,назик,సాధువైన
597,sanft::A,милайим,సాధువైన
598,hungrig::A,гишин,ఆకలిగొనిన
599,krank::A,кефсуз,వ్యాధిగల
600,nackt::A,кьецӏил,దిగంబరమైన
601,traurig::A,пашман,విచారముగల
602,lebendig::A,ччан алай,ప్రాణముతో నున్న
603,gut::A,хъсан,మంచి
604,gut::A,вижевай,మంచి
605,schlecht::A,пис,చెడ్డ
606,richtig::A,дуьз,సరియైన
607,schlimm::A,нифретлу,అసహ్యమైన
608,wahr::A,гьакъикъи,నిజమైన
609,alt::A,эски,ముసలి
610,alt::A,куьгьне,ముసలి
611,neu::A,цӏийи,క్రొత్త
612,ehemalig::A,виликан,పూర్వపు
613,alt[Lebewesen]::A,кьуьзуь,ముసలి
614,jung::A,жегьил,పసి
615,arm::A,кесиб,బీద
616,reich::A,девлетлу,ధనవంతుడైన
617,bekannt::A,чидай,తెలిసిన
618,berühmt::A,машгьур,ప్రపిద్దికెక్కివ
619,fremd::A,ччара,అన్యమైన
620,verschieden::A,жуьреба-жуьре,భేదమైన
621,nah::A,мукьвал,దగ్గఱనున్న
622,fern::A,яргъал,దూరమందున్న
623,linker::A,чапла,ఎడమప్రక్కగ
624,rechter::A,эрчӏи,కుడి
625,anderer::A,маса,వేఱ్తెన
626,anderer::A,муькуь,వేఱ్తెన
627,erster::A,сад лагьай,మొదటి
628,zweiter::A,кьвед лагьай,రెండన
629,dritter::A,пуд лагьай,మూడో
630,letzter::A,эхиримжи,కడపటి
631,allein::ADV,кьилди,ఒంటిగా
632,zusammen::ADV,санал,కలిసి
633,lange::ADV,яргъалди,బహుకాలము
634,plötzlich::ADV,садлагьана,హరాత్తుగ
635,sofort::ADV,гьасятда,తక్షణము
636,später::ADV,гуьгъуьнлай,ఇటీవలి
637,jetzt::ADV,гила,ఇప్పుడు
638,heute::ADV,къе,నేడు
639,morgen::ADV,пака,ఱేపు
640,bald::ADV,мукьва,శీఘ్రముగ
641,bald::ADV,мукьвара,శీఘ్రముగ
642,dann::ADV,ахпа,అప్పుడు
643,gestern::ADV,накь,నిన్నటి దినము
644,einst::ADV,садра,పూర్వమొకప్పుడు
645,damals::ADV,а чӏавуз,అప్పుడు
646,danach::ADV,ахпа,అప్పుడు
647,vorher::ADV,вилик,ఎదుట
648,zuerst::ADV,сифте,మొదటిలో
649,einmal::ADV,садра,ఒకసారి
650,manchmal::ADV,гагь-гагь,అప్పటప్పటికి
651,oft::ADV,гзаф вахтара,తఱచుగా
652,immer::ADV,гьамиша,ఎల్లప్పుడు
653,niemals::ADV,са чӏавузни,ఎప్పుడునులేదు
654,niemals::ADV,са вахтундани,ఎప్పుడునులేదు
655,hier::ADV,ина,ఇక్కడ
656,hierhin::ADV,иниз,ఇక్కడకు
657,von hier::ADV,инай,ఇక్కడనుండి
658,dort::ADV,ана,అక్కడ
659,dorthin::ADV,аниз,అక్కడికి
660,geradeaus::ADV,дуьз,సూటిగా
661,vorwärts::ADV,вилик,ముందుకు
662,vorwärts::ADV,виликди,ముందుకు
663,rückwärts::ADV,кьулухъ,వెనుకకు
664,unten::ADV,агъада,క్రింద
665,hinab::ADV,агъуз,కిందికి
666,oben::ADV,винел,మీద
667,hinauf::ADV,виниз,పైకి
668,überall::ADV,вирина,అంతటా
669,nicht::ADV,ваъ,కాదు
670,ein wenig::ADV,са тӏимил,కొంచెము
671,kaum::ADV,жизви,చాలిచాలక
672,sehr::ADV,лап,చాల
673,so::ADV,икӏ,ఆలాగున
