,Concept_ID,en,cs
109,Anhöhe::N,elevation,pahorek
110,Berg::N,mountain,hora
111,Gipfel::N,summit,vrchol
112,Höhle::N,cave,jeskyně
113,Abhang::N,slope,svah
114,Abhang::N,slope,stráň
115,Quelle::N,source,pramen
116,Bach::N,brook,potok
117,Fluss::N,river,řeka
118,Ufer::N,shore,břeh
119,Küste::N,coast,pobřeží
120,Festland::N,land,souš
121,Festland::N,land,pevnina
122,Meer::N,sea,moře
123,Bucht::N,cove,záliv
124,Bucht::N,cove,zátoka
125,Insel::N,island,ostrov
126,Blume::N,flower,květina
127,Gras::N,grass,tráva
128,Wurzel::N,root,kořen
129,Baum::N,tree,strom
130,Stamm::N,trunk,kmen
131,Rinde::N,bark,kůra
132,Ast::N,limb,větev
133,Zweig::N,branch,větev
134,Blatt::N,leaf,lupen
135,Birke::N,birch,bříza
136,Kiefer[Baum]::N,pine,sosna
137,Kiefer[Baum]::N,pine,borovice
138,Weide[Baum]::N,willow,vrba
139,Tanne::N,fir,jedle
140,Horn::N,horn,roh
141,Feder::N,feather,pero
142,Fell::N,fur,srst
143,Flügel::N,wing,křídlo
144,Klaue::N,claw,dráp
145,Klaue::N,claw,pazneht
146,Kralle::N,claw,dráp
147,Schwanz::N,tail,ocas
148,Ei::N,egg,vejce
149,Nest::N,nest,hnízdo
150,Bau::N,lair,nora
151,Tier::N,animal,zvíře
152,Herde::N,flock,stádo
153,Kuh::N,cow,kráva
154,Bulle::N,bull,býk
155,Pferd::N,horse,kůň
156,Schaf::N,sheep,ovce
157,Schwein::N,pig,vepř
158,Schwein::N,pig,prase
159,Hund::N,dog,pes
160,Katze::N,cat,kočka
161,Bär::N,bear,medvěd
162,Eichhörnchen::N,squirrel,veverka
163,Elch::N,elk,los
164,Fuchs::N,fox,liška
165,Hase::N,hare,zajíc
166,Maus::N,mouse,myš
167,Wolf::N,wolf,vlk
168,Vogel::N,bird,pták
169,Schwarm::N,swarm,roj
170,Schwarm::N,swarm,hejno
171,Huhn::N,chicken,kuře
172,Huhn::N,chicken,slepice
173,Hahn::N,cock,kohout
174,Gans::N,goose,husa
175,Adler::N,eagle,orel
176,Ente::N,duck,kachna
177,Eule::N,owl,sova
178,Kranich::N,crane,jeřáb
179,Krähe::N,crow,vrána
180,Kuckuck::N,cuckoo,kukačka
181,Schwan::N,swan,labuť
182,Fisch::N,fish,ryba
183,Barsch::N,perch,okoun
184,Hecht::N,pike,štika
185,Schlange[Tier]::N,snake,had
186,Wurm::N,worm,červ
187,Spinne::N,spider,pavouk
188,Ameise::N,ant,mravenec
189,Laus::N,louse,veš
190,Mücke::N,midge,komár
191,Fliege::N,fly,moucha
192,Schmetterling::N,butterfly,motýl
193,Beere::N,berry,bobule
194,Apfel::N,apple,jablko
195,Pilz::N,mushroom,houba
196,Zwiebel::N,onion,cibule
197,Saat::N,seed,osivo
198,Korn::N,grain,zrno
199,Heu::N,hay,seno
200,Schale::N,husk,slupka
201,Schale::N,husk,skořápka
202,Grube::N,pit,jáma
203,Falle::N,trap,past
204,Falle::N,trap,léčka
205,Schlinge::N,noose,smyčka
206,Spur::N,track,stopa
207,Asche::N,ashes,popel
208,Dreck::N,filth,špína
209,Eisen::N,iron,železo
210,Gold::N,gold,zlato
211,Silber::N,silver,stříbro
212,Kohle::N,coal,uhlí
213,Glas::N,glass,sklo
214,Lehm::N,clay,jíl
215,Lehm::N,clay,hlína
216,Sand::N,sand,písek
217,Mensch::N,human,člověk
218,Mann::N,man,muž
219,Frau::N,woman,žena
220,Kind::N,child,dítě
221,Junge::N,boy,hoch
222,Junge::N,boy,chlapec
223,Mädchen::N,girl,děvče
224,Familie::N,family,rodina
225,Großvater::N,grandfather,děd
226,Großvater::N,grandfather,dědeček
227,Großmutter::N,grandmother,babička
228,Eltern::N,parents,rodiče
229,Vater::N,father,otec
230,Mutter::N,mother,matka
231,Sohn::N,son,syn
232,Tochter::N,daughter,dcera
233,Bruder::N,brother,bratr
234,Schwester::N,sister,sestra
235,Onkel::N,uncle,strýc
236,Tante::N,aunt,teta
237,Ehemann::N,husband,choť
238,Ehemann::N,husband,manžel
239,Ehefrau::N,wife,choť
240,Ehefrau::N,wife,manželka
241,Freude::N,joy,radost
242,Gelächter::N,laughter,smích
243,Glück::N,happiness,štěstí
244,Kummer::N,grief,žal
245,Kummer::N,grief,trápení
246,Wunsch::N,wish,přání
247,Lust::N,desire,chuť
248,Geist::N,spirit,duch
249,Gedanke::N,thought,myšlenka
250,Gedächtnis::N,memory,paměť
251,Verstand::N,mind,rozum
252,Sinn::N,meaning,smysl
253,Grund::N,reason,důvod
254,Wahrheit::N,truth,pravda
255,Gespräch::N,talk,rozhovor
256,Märchen::N,fairy tale,pohádka
257,Erzählung::N,story,povídka
258,Nachricht::N,message,zpráva
259,Neuigkeit::N,news,novina
260,Neuigkeit::N,news,novinka
261,Name::N,name,jméno
262,Rätsel::N,puzzle,hádanka
263,Rede::N,speech,řeč
264,Rede::N,speech,proslov
265,Sprache::N,language,řeč
266,Sprache::N,language,jazyk
267,Stimme::N,voice,hlas
268,Wort::N,word,slovo
269,Zeichen::N,sign,znamení
270,Ruf::N,call,zavolání
271,Lärm::N,noise,hluk
272,Laut::N,sound,zvuk
273,Ton::N,tone,tón
274,Lied::N,song,píseň
275,Ruhe::N,calm,klid
276,Ruhe::N,calm,pokoj
277,Leute::N,people,lidé
278,Volk::N,nation,národ
279,Arbeit::N,work,práce
280,Gast::N,guest,host
281,Geschenk::N,gift,dar
282,Spiel::N,game,hra
283,Gesellschaft::N,company,společnost
284,Hilfe::N,help,pomoc
285,Freund::N,friend,přítel
286,Kamerad::N,companion,kamarád
287,Angelegenheit::N,matter,záležitost
288,Anzahl::N,count,počet
289,Art::N,sort,druh
290,Stück::N,piece,kus
291,Stück::N,piece,kousek
292,Teil::N,part,díl
293,Teil::N,part,část
294,Hälfte::N,half,půl
295,Kreis::N,circle,kruh
296,Kreuz::N,cross,kříž
297,Linie::N,line,linka
298,Strich::N,stroke,čára
299,Strich::N,stroke,čárka
300,Abstand::N,gap,vzdálenost
301,Entfernung::N,distance,vzdálenost
302,Gegend::N,area,krajina
303,Platz::N,space,prostor
304,Ort::N,place,místo
305,Seite::N,side,strana
306,Mitte::N,middle,střed
307,Mitte::N,middle,prostředek
308,Gegenstand::N,item,předmět
309,Sache::N,thing,věc
310,Rand::N,fringe,kraj
311,Rand::N,fringe,okraj
312,Kante::N,edge,hrana
313,Ecke::N,corner,roh
314,Spitze::N,tip,hrot
315,Spitze::N,tip,špička
316,Ende::N,end,konec
317,Loch::N,hole,díra
318,Winkel::N,angle,kout
319,Muster::N,pattern,vzor
320,Größe::N,size,velikost
321,Länge::N,length,délka
322,Höhe::N,height,výška
323,Gewicht::N,weight,váha
324,Menge::N,amount,množství
325,Haufen::N,heap,kupa
326,Haufen::N,heap,hromada
327,Reihe::N,row,řada
328,Reihe::N,row,řádek
329,Boot::N,boat,člun
330,Ruder::N,oar,veslo
331,Schlitten::N,sleigh,sáně
332,Ski::N,ski,lyže
333,Lagerfeuer::N,campfire,táborák
334,Last::N,load,náklad
335,Last::N,load,břemeno
336,Gang::N,walk,chůze
337,Gang::N,walk,chodba
338,Schritt::N,step,krok
339,Norden::N,north,sever
340,Süden::N,south,jih
341,Westen::N,west,západ
342,Osten::N,east,východ
343,Holz::N,wood,dřevo
344,Brett::N,board,prkno
345,Platte::N,slab,deska
346,Stütze::N,bracket,opěra
347,Stange::N,pole,tyč
348,Stange::N,pole,tyčka
349,Stock::N,stick,hůlka
350,Stab::N,staff,hůl
351,Rohr::N,pipe,trubka
352,Haus::N,house,dům
353,Heim::N,home,domov
354,Ofen::N,stove,kamna
355,Fußboden::N,floor,podlaha
356,Tisch::N,table,stůl
357,Stuhl::N,chair,židle
358,Wiege::N,cradle,kolébka
359,Bett::N,bed,postel
360,Regal::N,shelf,regál
361,Regal::N,shelf,police
362,Kiste::N,box,bedna
363,Fenster::N,window,okno
364,Tür::N,door,dveře
365,Tor::N,gate,vrata
366,Zaun::N,fence,plot
367,Dach::N,roof,střecha
368,Leiter::N,ladder,žebřík
369,Besen::N,broom,koště
370,Besen::N,broom,smeták
371,Spaten::N,spade,rýč
372,Schaufel::N,shovel,lopata
373,Gabel::N,fork,vidlička
374,Löffel::N,spoon,lžíce
375,Messer::N,knife,nůž
376,Nagel::N,nail,hřebík
377,Netz::N,net,síť
378,Haken::N,hook,hák
379,Griff::N,handle,držadlo
380,Schloss::N,lock,zámek
381,Bild::N,picture,obraz
382,Figur::N,figure,figura
383,Puppe::N,doll,panenka
384,Beutel::N,pouch,pytlík
385,Bündel::N,bundle,svazek
386,Tasche::N,bag,taška
387,Tasche::N,bag,brašna
388,Eimer::N,bucket,kýbl
389,Eimer::N,bucket,vědro
390,Deckel::N,cover,víko
391,Deckel::N,cover,příklop
392,Geschirr::N,dishes,nádobí
393,Sack::N,sack,pytel
394,Tasse::N,cup,šálek
395,Topf::N,pot,hrnec
396,Kessel::N,kettle,kotel
397,Essen::N,meal,jídlo
398,Nahrung::N,food,strava
399,Nahrung::N,food,potrava
400,Speise::N,dish,jídlo
401,Fleisch::N,meat,maso
402,Getreide::N,corn,obilí
403,Brei::N,mush,kaše
404,Brot::N,bread,chléb
405,Scheibe::N,slice,krajíc
406,Fett::N,fat,tuk
407,Fett::N,fat,omastek
408,Butter::N,butter,máslo
409,Öl::N,oil,olej
410,Salz::N,salt,sůl
411,Suppe::N,soup,polévka
412,Honig::N,honey,med
413,Milch::N,milk,mléko
414,Tee::N,tea,čaj
415,Leder::N,leather,kůže
416,Wolle::N,wool,vlna
417,Stoff::N,cloth,látka
418,Nadel::N,needle,jehla
419,Faden::N,thread,nit
420,Knopf::N,button,knoflík
421,Knoten::N,knot,uzel
422,Farbe::N,paint,barva
423,Kleidung::N,clothes,šaty
424,Kleidung::N,clothes,šatstvo
425,Hemd::N,shirt,košile
426,Kragen::N,collar,límec
427,Ärmel::N,sleeve,rukáv
428,Hose::N,trousers,kalhoty
429,Gürtel::N,belt,pás
430,Gürtel::N,belt,opasek
431,Mütze::N,cap,čepice
432,Schuh::N,shoe,bota
433,Stiefel::N,boot,holínka
434,Ring::N,ring,prsten
435,Band::N,ribbon,pásek
436,Kamm::N,comb,hřeben
437,Spiegel::N,mirror,zrcadlo
438,Riemen::N,strap,řemen
439,Schnur::N,string,šňůra
440,Leine::N,leash,vodítko
441,Decke::N,blanket,pokrývka
442,Decke::N,blanket,přikrývka
443,Kissen::N,pillow,polštář
444,Tuch::N,scarf,šátek
445,Handtuch::N,towel,ručník
446,Kraft::N,force,síla
447,Stärke::N,strength,síla
448,Gesundheit::N,health,zdraví
449,Krankheit::N,illness,nemoc
450,Krankheit::N,illness,choroba
451,Schmerz::N,pain,bolest
452,Wunde::N,wound,rána
453,Fieber::N,fever,horečka
454,Arznei::N,medicine,lék
455,Brücke::N,bridge,most
456,Brunnen::N,well,studna
457,Weide::N,pasture,pastva
458,Weide::N,pasture,pastvina
459,Pfad::N,path,pěšina
460,Weg::N,way,cesta
461,Straße::N,road,silnice
462,Dorf::N,village,vesnice
463,Stadt::N,town,město
464,Brief::N,letter,dopis
465,Buch::N,book,kniha
466,Buchstabe::N,character,písmeno
467,Zeitung::N,newspaper,noviny
468,Leben::N,life,život
469,Tod::N,death,smrt
470,Grab::N,grave,hrob
471,Kirche::N,church,kostel
472,Sünde::N,sin,hřích
473,Gott::N,god,bůh
474,Arbeiter::N,worker,dělník
475,Arbeiter::N,worker,pracovník
476,Chef::N,boss,šéf
477,Chef::N,boss,vedoucí
478,Meister::N,master,mistr
479,Arzt::N,doctor,lékař
480,Lehrer::N,teacher,učitel
481,Geld::N,money,peníze
482,Geschäft::N,business,obchod
483,Laden::N,shop,krám
484,Preis::N,price,cena
485,Ware::N,ware,zboží
486,Nutzen::N,profit,užitek
487,Reichtum::N,wealth,bohatství
488,Welt::N,world,svět
489,Land::N,country,země
490,Staat::N,state,stát
491,König::N,king,král
492,Macht::N,power,moc
493,Macht::N,power,mocnost
494,Grenze::N,border,hranice
495,Krieg::N,war,válka
496,Feind::N,enemy,nepřítel
497,Gewalt::N,violence,násilí
498,Kampf::N,fight,boj
499,Bogen[Waffe]::N,bow,luk
500,Pfeil::N,arrow,šíp
501,Gewehr::N,gun,puška
502,Gewehr::N,gun,ručnice
503,Fehler::N,mistake,chyba
504,Lüge::N,lie,lež
505,Schaden::N,damage,škoda
506,Unglück::N,misfortune,neštěstí
507,Schuld::N,fault,vina
508,Alter::N,age,věk
509,Schluss::N,conclusion,konec
510,Zeit::N,time,čas
511,Tag::N,day,den
512,Morgen::N,morning,ráno
513,Morgen::N,morning,jitro
514,Mittag::N,noon,poledne
515,Abend::N,evening,večer
516,Nacht::N,night,noc
517,Woche::N,week,týden
518,Monat::N,month,měsíc
519,Jahr::N,year,rok
520,Frühling::N,spring,jaro
521,Sommer::N,summer,léto
522,Herbst::N,autumn,podzim
523,Winter::N,winter,zima
524,Januar::N,January,leden
525,Februar::N,February,únor
526,März::N,March,březen
527,April::N,April,duben
528,Mai::N,May,květen
529,Juni::N,June,červen
530,Juli::N,July,červenec
531,August::N,August,srpen
532,September::N,September,září
533,Oktober::N,October,říjen
534,November::N,November,listopad
535,Dezember::N,December,prosinec
536,Montag::N,Monday,pondělí
537,Montag::N,Monday,pondělek
538,Dienstag::N,Tuesday,úterý
539,Mittwoch::N,Wednesday,středa
540,Donnerstag::N,Thursday,čtvrtek
541,Freitag::N,Friday,pátek
542,Samstag::N,Saturday,sobota
543,Sonntag::N,Sunday,neděle
544,groß::A,big,velký
545,klein::A,little,malý
546,lang::A,long,dlouhý
547,kurz::A,short,krátký
548,breit::A,wide,široký
549,schmal::A,narrow,úzký
550,dicht::A,dense,hustý
551,dick[Gegenstand]::A,thick,tlustý
552,dünn::A,thin,tenký
553,fein::A,delicate,jemný
554,fest::A,firm,pevný
555,flach::A,flat,plochý
556,flach::A,flat,placatý
557,glatt::A,smooth,hladký
558,hart::A,hard,tvrdý
559,weich::A,soft,měkký
560,rund::A,round,kulatý
561,rund::A,round,okrouhlý
562,spitz::A,pointed,špičatý
563,scharf::A,sharp,ostrý
564,stumpf::A,blunt,tupý
565,schwer::A,heavy,těžký
566,schön::A,beautiful,pěkný
567,schön::A,beautiful,krásný
568,heiß::A,hot,horký
569,warm::A,warm,teplý
570,kalt::A,cold,studený
571,kühl::A,cool,chladný
572,frisch::A,fresh,svěží
573,feucht::A,damp,vlhký
574,nass::A,wet,mokrý
575,trocken::A,dry,suchý
576,voll::A,full,plný
577,leer::A,empty,prázdný
578,offen::A,open,otevřený
579,geschlossen::A,closed,zavřený
580,sauber::A,clean,čistý
581,schmutzig::A,dirty,špinavý
582,roh::A,raw,syrový
583,reif::A,ripe,zralý
584,lecker::A,delicious,chutný
585,süß::A,sweet,sladký
586,bitter::A,bitter,hořký
587,sauer::A,sour,kyselý
588,hell::A,bright,světlý
589,dunkel::A,dark,temný
590,schwarz::A,black,černý
591,weiß::A,white,bílý
592,rot::A,red,rudý
593,rot::A,red,červený
594,gelb::A,yellow,žlutý
595,blau::A,blue,modrý
596,grün::A,green,zelený
597,grau::A,grey,šedý
598,grau::A,grey,šedivý
599,bunt::A,colourful,pestrý
600,bunt::A,colorful,pestrý
601,billig::A,cheap,levný
602,billig::A,cheap,laciný
603,teuer::A,dear,drahý
604,wertvoll::A,precious,cenný
605,blind::A,blind,slepý
606,taub::A,deaf,hluchý
607,kräftig::A,powerful,silný
608,stark::A,strong,silný
609,schwach::A,weak,slabý
610,fett::A,fat,tučný
611,fett::A,fat,tlustý
612,schlank::A,slim,štíhlý
613,hübsch::A,pretty,hezký
614,böse::A,evil,zlý
615,dumm::A,stupid,hloupý
616,faul::A,lazy,líný
617,fleißig::A,diligent,pilný
618,geizig::A,stingy,lakomý
619,klug::A,clever,chytrý
620,geschickt::A,skilful,šikovný
621,geschickt::A,skillful,šikovný
622,lieb::A,dear,milý
623,lustig::A,merry,veselý
624,sanft::A,gentle,mírný
625,hungrig::A,hungry,hladový
626,krank::A,sick,nemocný
627,nackt::A,naked,nahý
628,traurig::A,sad,smutný
629,traurig::A,sad,truchlivý
630,lebendig::A,living,živý
631,gut::A,good,dobrý
632,schlecht::A,bad,špatný
633,richtig::A,correct,pravý
634,richtig::A,correct,správný
635,schlimm::A,nasty,zlý
636,wahr::A,true,pravdivý
637,alt::A,old,starý
638,neu::A,new,nový
639,ehemalig::A,former,bývalý
640,alt[Lebewesen]::A,aged,starý
641,jung::A,young,mladý
642,arm::A,poor,chudý
643,reich::A,rich,bohatý
644,bekannt::A,familiar,známý
645,berühmt::A,famous,slavný
646,fremd::A,foreign,cizí
647,verschieden::A,different,různý
648,verschieden::A,different,rozličný
649,nah::A,near,blízký
650,fern::A,far,daleký
651,linker::A,left,levý
652,rechter::A,right,pravý
653,anderer::A,other,jiný
654,erster::A,first,první
655,zweiter::A,second,druhý
656,dritter::A,third,třetí
657,letzter::A,last,poslední
658,allein::ADV,alone,sám
659,auf einmal::ADV,at once,najednou
660,zusammen::ADV,together,spolu
661,zusammen::ADV,together,dohromady
662,lange::ADV,long,dlouho
663,plötzlich::ADV,suddenly,vtom
664,plötzlich::ADV,suddenly,náhle
665,sofort::ADV,instantly,hned
666,sofort::ADV,instantly,ihned
667,später::ADV,later,později
668,jetzt::ADV,now,teď
669,jetzt::ADV,now,nyní
670,heute::ADV,today,dnes
671,heute::ADV,today,dneska
672,morgen::ADV,tomorrow,zítra
673,bald::ADV,soon,brzo
674,dann::ADV,then,pak
675,dann::ADV,then,potom
676,gestern::ADV,yesterday,včera
677,einst::ADV,once,kdysi
678,damals::ADV,at that time,tehdy
679,damals::ADV,at that time,tenkrát
680,danach::ADV,afterwards,podle toho
681,vorher::ADV,before,dříve
682,vorher::ADV,before,napřed
683,zuerst::ADV,at first,nejprve
684,zuerst::ADV,at first,nejdříve
685,einmal::ADV,once,jednou
686,manchmal::ADV,sometimes,někdy
687,oft::ADV,often,často
688,immer::ADV,always,vždy
689,immer::ADV,always,stále
690,niemals::ADV,never,nikdy
691,hier::ADV,here,zde
692,hier::ADV,here,tady
693,hierhin::ADV,hither,sem
694,hierhin::ADV,to here,sem
695,hierhin::ADV,here,sem
696,von hier::ADV,hence,odtud
697,dort::ADV,there,tam
698,dorthin::ADV,thither,tam
699,dorthin::ADV,there,tam
700,dorthin::ADV,to there,tam
701,geradeaus::ADV,ahead,rovně
702,vorwärts::ADV,forward,kupředu
703,rückwärts::ADV,backward,zpět
704,zurück::ADV,back,zpět
705,zurück::ADV,back,nazpět
706,unten::ADV,below,dole
707,hinab::ADV,down,dolů
708,oben::ADV,above,nahoře
709,oben::ADV,above,navrchu
710,hinauf::ADV,up,nahoru
711,überall::ADV,everywhere,všude
712,nicht::ADV,not,ne
713,ein wenig::ADV,a little,trochu
714,kaum::ADV,hardly,sotva
715,sehr::ADV,very,velmi
716,sehr::ADV,very,velice
717,so::ADV,so,tak
718,so::ADV,so,takto
719,noch::ADV,still,ještě
720,nur::ADV,only,jen
721,nur::ADV,only,jenom
722,schon::ADV,already,už
723,schon::ADV,already,již
724,wieder::ADV,again,zase
725,vergebens::ADV,in vain,marně
726,vor::PRP,in front of,před
727,hinter::PRP,behind,za
728,unter::PRP,under,pod
729,durch::PRP,through,skrz
730,neben::PRP,next to,vedle
731,zwischen::PRP,between,mezi
732,wegen::PRP,because of,pro
733,dies::PRN,this,toto
734,dies::PRN,this,tohle
735,das::PRN,that,to
736,alles::PRN,everything,všechno
737,ich::PRN,I,já
738,du::PRN,you,ty
739,du::PRN,thou,ty
740,er::PRN,he,on
741,wir::PRN,we,my
742,ihr::PRN,you,vy
743,sie::PRN,they,oni
744,was::FPRN,what,co
745,wer::FPRN,who,kdo
746,wo::FADV,where,kde
747,wohin::FADV,where ... to,kam
748,wohin::FADV,where to,kam
749,wohin::FADV,where,kam
750,wie::FADV,how,jak
751,warum::FADV,why,proč
752,wieviel::FNUM,how much,kolik
753,eins::NUM,one,jeden
754,zwei::NUM,two,dva
755,drei::NUM,three,tři
756,vier::NUM,four,čtyři
757,fünf::NUM,five,pět
758,sechs::NUM,six,šest
759,sieben::NUM,seven,sedm
760,acht::NUM,eight,osm
761,neun::NUM,nine,devět
762,zehn::NUM,ten,deset
763,elf::NUM,eleven,jedenáct
764,zwölf::NUM,twelve,dvanáct
765,zwanzig::NUM,twenty,dvacet
766,dreißig::NUM,thirty,třicet
767,vierzig::NUM,forty,čtyřicet
768,fünfzig::NUM,fifty,padesát
769,sechzig::NUM,sixty,šedesát
770,siebzig::NUM,seventy,sedmdesát
771,achtzig::NUM,eighty,osmdesát
772,neunzig::NUM,ninety,devadesát
773,hundert::NUM,a hundred,sto
774,tausend::NUM,a thousand,tisíc
775,und::CNJ,and,a
776,oder::CNJ,or,nebo
777,stehen::V,stand,stát
778,sitzen::V,sit,sedět
779,liegen::V,lie,ležet
780,hängen::V,hang,viset
781,werden::V,become,stát se
782,passieren::V,happen,stát se
783,beginnen::V,begin,počít
784,enden::V,end,končit
785,enden::V,end,skončit
786,wechseln::V,change,měnit se
787,aufgehen[Sonne]::V,rise,vyjít
788,untergehen[Sonne]::V,set,zapadnout
789,scheinen[Sonne]::V,shine,svítit
790,donnern::V,thunder,hřmět
791,wehen::V,blow,vát
792,wehen::V,blow,vanout
793,strömen::V,stream,proudit
794,fließen::V,flow,téct
795,sich drehen::V,revolve,točit se
796,schwanken::V,sway,kolísat
797,schwanken::V,sway,houpat se
798,schwingen::V,swing,kývat se
799,fallen::V,fall,padat
800,brennen::V,burn,hořet
801,rauchen::V,smoke,kouřit
802,regnen::V,rain,pršet
803,gefrieren::V,freeze,zamrznout
804,tauen::V,thaw,tát
805,schmelzen::V,melt,tavit
806,trocknen::V,dry,schnout
807,sieden::V,boil,vřít
808,faulen::V,rot,hnít
809,verfaulen::V,decay,shnít
810,reißen::V,snap,roztrhat se
811,versinken::V,sink,topit se
812,versinken::V,sink,ponořit se
813,vergehen::V,pass,plynout
814,erscheinen::V,appear,objevit se
815,verschwinden::V,disappear,zmizet
816,sinken::V,drop,klesat
817,abnehmen::V,decrease,ubýt
818,zunehmen::V,increase,přibýt
819,steigen::V,rise,stoupat
820,wachsen::V,grow,růst
821,glänzen::V,shine,lesknout se
822,funkeln::V,sparkle,jiskřit se
823,lärmen::V,be noisy,dělat hluk
824,läuten::V,chime,zvonit
825,klingeln::V,ring,zvonit
826,klirren::V,tinkle,řinčet
827,brausen::V,roar,hučet
828,rauschen::V,rustle,šumět
829,klingen::V,sound,znít
830,bellen::V,bark,štěkat
831,heulen::V,howl,výt
832,blasen::V,blow,foukat
833,pfeifen::V,whistle,pískat
834,schreien::V,shout,křičet
835,stöhnen::V,groan,sténat
836,zittern::V,tremble,třást se
837,leben::V,be alive,žít
838,geboren werden::V,be born,rodit se
839,atmen::V,breathe,dýchat
840,trinken::V,drink,pít
841,essen::V,eat,jíst
842,schlucken::V,swallow,polykat
843,müde werden::V,get tired,unavit se
844,einschlafen::V,fall asleep,usnout
845,schlafen::V,sleep,spát
846,aufwachen::V,wake up,probudit se
847,aufstehen::V,get up,vstát
848,sich erholen::V,relax,zotavovat se
849,krank werden::V,fall ill,onemocnět
850,krank sein::V,be ill,být nemocný
851,schmerzen::V,ache,bolet
852,husten::V,cough,kašlat
853,genesen::V,recover,uzdravit se
854,sterben::V,die,umřít
855,umkommen::V,perish,zahynout
856,sich bewegen::V,move,pohnout se
857,sich rühren::V,budge,hnout se
858,sich erheben::V,stand up,zdvihnout se
859,sich setzen::V,sit down,posadit se
860,hinfallen::V,tumble,upadnout
861,laufen::V,walk,běžet
862,schreiten::V,pace,kráčet
863,spazierengehen::V,go for a walk,procházet se
864,eilen::V,rush,spěchat
865,sich beeilen::V,hurry,pospíšit si
866,sausen::V,dash,fičet
867,rennen::V,run,pádit
868,springen::V,jump,skákat
869,klettern::V,climb,lézt
870,klettern::V,climb,šplhat
871,schaukeln::V,seesaw,houpat
872,kriechen::V,creep,lézt
873,kriechen::V,creep,plazit se
874,schwimmen::V,swim,plavat
875,tauchen::V,dive,nořit se
876,rudern::V,row,veslovat
877,fahren::V,drive,jet
878,fahren::V,drive,jezdit
879,fliegen::V,fly,létat
880,gehen::V,go,jít
