,Concept_ID,,tt
987,verstecken::V,,яшерү
988,teilen::V,,бүлү
989,schicken::V,,җибәрү
990,bringen::V,,китерү
991,hinzufügen::V,,өстәү
992,bekommen::V,,алу
993,erhalten::V,,алу
994,nehmen::V,,алу
995,wählen::V,,сайлау
996,auswählen::V,,сайлау
997,bewahren::V,,саклау
998,behindern::V,,комачаулау
999,verderben::V,,бозу
1000,beschädigen::V,,бозу
1001,zerbrechen::V,,вату
1002,zerreißen::V,,өзү
1003,zerreißen::V,,ерту
1004,zerstören::V,,җимерү
1005,verbrennen::V,,яндыру
1006,verbrennen::V,,көйдерү
1007,geben::V,,бирү
1008,reichen::V,,тапшыру
1009,schenken::V,,бүләкләү
1010,versprechen::V,,вәгъдә бирү
1011,wünschen::V,,котлау
1012,loben::V,,мактау
1013,küssen::V,,үбү
1014,wiegen::V,,тирбәтү
1015,zudecken::V,,ябу
1016,zudecken::V,,бөркәү
1017,wecken::V,,уяту
1018,zeigen::V,,күрсәтү
1019,führen::V,,йөртү
1020,lehren::V,,өйрәтү
1021,unterrichten::V,,укыту
1022,aufziehen::V,,асрау
1023,leiten::V,,җитәкләү
1024,antreiben::V,,куалау
1025,antreiben::V,,әйдәләү
1026,antreiben::V,,ашыктыру
1027,lassen::V,,мәҗбүр итү
1028,einladen::V,,чакыру
1029,vereinigen::V,,берләштерү
1030,besuchen::V,,керешү
1031,treffen::V,,очрату
1032,sich versammeln::V,,җыелышу
1033,spielen::V,,уйнау
1034,singen::V,,җырлау
1035,tanzen::V,,бию
1036,sich trennen::V,,аерылу
1037,sich trennen::V,,ташлашу
1038,verlassen::V,,ташлау
1039,verlassen::V,,калдыру
1040,retten::V,,коткару
1041,bewachen::V,,каравыллау
1042,schützen::V,,ышыклау
1043,verteidigen::V,,яклау
1044,verteidigen::V,,саклау
1045,sich schlagen::V,,сугышу
1046,schießen::V,,ату
1047,siegen::V,,җиңү
1048,ärgern::V,,ачуландыру
1049,schlagen::V,,ору
1050,schlagen::V,,бәрү
1051,schlagen::V,,тукмау
1052,treten::V,,тибү
1053,stechen::V,,кадау
1054,stoßen::V,,этү
1055,stehlen::V,,урлау
1056,stören::V,,комачаулау
1057,belästigen::V,,борчу
1058,belästigen::V,,билмазалау
1059,verbergen::V,,яшерү
1060,täuschen::V,,алдату
1061,betrügen::V,,хәрәмләшү
1062,töten::V,,үтерү
1063,wohnen::V,,яшәү
1064,arbeiten::V,,эшләү
1065,sammeln::V,,туплау
1066,pflücken::V,,өзү
1067,jagen::V,,аулау
1068,fischen::V,,балык тоту
1069,fassen::V,,тоту
1070,hüten::V,,көтү
1071,treiben::V,,куалау
1072,anbinden::V,,бәйләү
1073,füttern::V,,туйдыру
1074,melken::V,,саву
1075,hacken::V,,чабу
1076,gießen::V,,сугару
1077,reifen::V,,җитешү
1078,zubereiten::V,,пешеренү
1079,kochen::V,,пешерү
1080,kochen::V,,кайнату
1081,backen::V,,пешерү
1082,braten::V,,куыру
1083,braten::V,,кыздыру
1084,umrühren::V,,бутау
1085,umrühren::V,,болгату
1086,stricken::V,,бәйләү
1087,nähen::V,,тегү
1088,färben::V,,ману
1089,reinigen::V,,чистарту
1090,waschen::V,,юу
1091,abwischen::V,,сөртү
1092,spülen::V,,чайкау
1093,fegen::V,,себерү
1094,kehren::V,,себерү
1095,baden::V,,коену
1096,sich waschen::V,,юыну
1097,ausziehen::V,,чишенү
1098,anziehen::V,,кию
1099,sich anziehen::V,,киенү
1100,kämmen::V,,тарау
1101,schmücken::V,,бизәү
1102,schmücken::V,,бизәкләү
1103,sagen::V,,дию
1104,sagen::V,,әйтү
1105,sprechen::V,,сөйләү
1106,sprechen::V,,сөйләшү
1107,reden::V,,сөйләү
1108,sich unterhalten::V,,сөйләшү
1109,fragen::V,,сорау
1110,fragen::V,,сорашу
1111,bitten::V,,үтенү
1112,erzählen::V,,сөйләү
1113,mitteilen::V,,белдерү
1114,nennen::V,,дию
1115,rufen::V,,дәшү
1116,prahlen::V,,мактану
1117,prahlen::V,,шапырыну
1118,übersetzen::V,,күчерү
1119,denken::V,,уйлау
1120,glauben::V,,инану
1121,bemerken::V,,искәрү
1122,erkennen::V,,тану
1123,begreifen::V,,аңлау
1124,begreifen::V,,төшенү
1125,verstehen::V,,аңлау
1126,verstehen::V,,төшенү
1127,lernen::V,,уку
1128,lernen::V,,өйрәнү
1129,wissen::V,,белү
1130,sich erinnern an::V,,хәтерләү
1131,vergessen::V,,оныту
1132,messen::V,,үлчәү
1133,zählen::V,,санау
1134,rechnen::V,,исәпләү
1135,lesen::V,,уку
1136,malen::V,,рәсем ясау
1137,malen::V,,сурәт ясау
1138,malen::V,,сурәтләү
1139,zeichnen::V,,язу-сызу
1140,zeichnen::V,,сурәт ясау
1141,schreiben::V,,язу
1142,besitzen::V,,биләү
1143,kaufen::V,,алу
1144,verkaufen::V,,сату
1145,bezahlen::V,,түләү
1146,zahlen::V,,түләү
1147,beherrschen::V,,ия булу
1148,ertragen::V,,чыдау
