,Concept_ID,zh,lez
179,Schmetterling::N,蝴蝶,чепелукь
180,Beere::N,将果,куьлуь емиш
181,Apfel::N,苹果,ич
182,Pilz::N,蘑菇,къарникъуз
183,Zwiebel::N,洋葱,чичӏек
184,Saat::N,种子,тумар
185,Korn::N,谷粒,твар
186,Heu::N,干草,векь
187,Heu::N,干草,векьер
188,Schale::N,壳,пириш
189,Schale::N,壳,хъуьруьш
190,Grube::N,坑,фур
191,Falle::N,圈套,ракьар
192,Schlinge::N,活扣,гьалкъа
193,Spur::N,踪迹,гел
194,Asche::N,灰烬,руьхъ
195,Dreck::N,污垢,чирк
196,Dreck::N,污垢,кьуруш
197,Eisen::N,铁,ракь
198,Gold::N,金子,алтун
199,Silber::N,银,гимиш
200,Kohle::N,煤,цӏивин
201,Glas::N,玻璃,шуьше
202,Lehm::N,粘土,ччеб
203,Sand::N,沙,къум
204,Mensch::N,人,инсан
205,Mann::N,男子,итим
206,Frau::N,妇女,паб
207,Frau::N,妇女,дишегьли
208,Kind::N,小孩,аял
209,Junge::N,男孩,гада
210,Mädchen::N,女孩,руш
211,Familie::N,家庭,хзан
212,Familie::N,家庭,килфет
213,Großvater::N,祖父,чӏехи буба
214,Großmutter::N,祖母,чӏехи диде
215,Eltern::N,父母,диде-буба
216,Vater::N,父亲,буба
217,Mutter::N,母亲,диде
218,Sohn::N,儿子,хва
219,Tochter::N,女儿,руш
220,Bruder::N,兄弟,стха
221,Schwester::N,姐妹,вах
222,Onkel::N,伯父,ими
223,Onkel::N,伯父,халу
224,Tante::N,阿姨,эме
225,Tante::N,阿姨,хала
226,Ehemann::N,丈夫,гъуьл
227,Ehefrau::N,妻子,паб
228,Freude::N,愉快,шадвал
229,Gelächter::N,大笑,хъвер
230,Glück::N,运气,бахт
231,Kummer::N,苦恼,дерт
232,Kummer::N,苦恼,хажалат
233,Wunsch::N,愿望,мурад
234,Lust::N,乐趣,гьевес
235,Geist::N,精神,руьгь
236,Gedanke::N,思想,фикир
237,Gedächtnis::N,记性,
238,Verstand::N,理智,акьул
239,Sinn::N,感觉,мана
240,Grund::N,理由,себеб
241,Wahrheit::N,真理,керчек
242,Wahrheit::N,真理,гьакъикъат
243,Gespräch::N,谈话,ихтилат
244,Märchen::N,童话,мах
245,Erzählung::N,故事,кьиса
246,Nachricht::N,消息,хабар
247,Neuigkeit::N,新闻,цӏийи хабар
248,Name::N,名字,тӏвар
249,Rätsel::N,谜语,мискӏал
250,Rede::N,讲话,рахун
251,Sprache::N,语言,чӏал
252,Stimme::N,声音,ван
253,Wort::N,词,гаф
254,Zeichen::N,标记,ишара
255,Ruf::N,呼喊,эвер
256,Lärm::N,噪音,ван-сес
257,Laut::N,响声,ван
258,Laut::N,响声,сес
259,Ton::N,声音,ван-сес
260,Lied::N,歌曲,мани
261,Ruhe::N,安静,ласвал
262,Ruhe::N,安静,фаракъат
263,Ruhe::N,安静,асайиш
264,Leute::N,人们,инсанар
265,Volk::N,人民,халкь
266,Arbeit::N,劳动,кӏвалах
267,Gast::N,客人,мугьман
268,Geschenk::N,礼物,савкьат
269,Spiel::N,游戏,къугъун
270,Gesellschaft::N,陪同,жемят
271,Gesellschaft::N,陪同,общество
272,Hilfe::N,帮助,куьмек
273,Freund::N,朋友,дуст
274,Kamerad::N,同志,яр-дуст
275,Angelegenheit::N,事情,кар
276,Anzahl::N,数目,сан
277,Anzahl::N,数目,кьадар
278,Art::N,种类,жуьре
279,Stück::N,块,кӏус
280,Teil::N,部分,пай
281,Hälfte::N,一半,зур
282,Hälfte::N,一半,зур пай
283,Kreis::N,圆,круг
284,Kreis::N,圆,чкаяр
285,Kreis::N,圆,элкъвей цӏар
286,Kreuz::N,十字架,хаш
287,Linie::N,线条,цӏар
288,Strich::N,划,цӏар
289,Abstand::N,距离,ара
290,Entfernung::N,距离,мензил
291,Gegend::N,地区,чка
292,Platz::N,场所,ара
293,Ort::N,地点,чка
294,Seite::N,面,пад
295,Mitte::N,中间,юкь
296,Gegenstand::N,物品,затӏ
297,Sache::N,物,шей
298,Sache::N,物,затӏ
299,Rand::N,边,къерех
300,Kante::N,棱,син
301,Ecke::N,角,пӏипӏ
302,Spitze::N,尖,кӏвенкӏв
303,Ende::N,结尾,кьил
304,Loch::N,洞,тӏеквен
305,Winkel::N,角度,пӏипӏ
306,Muster::N,模型,гишир
307,Größe::N,大小,кьадар
308,Länge::N,长度,яргъивал
309,Höhe::N,高度,кьакьанвал
310,Gewicht::N,重量,заланвал
311,Menge::N,数量,кьадар
312,Haufen::N,堆,хара
313,Reihe::N,行,жерге
314,Boot::N,小船,луьткве
315,Ruder::N,奖,кьусу
316,Schlitten::N,雪橇,гъелерар
317,Ski::N,雪板,
318,Lagerfeuer::N,营火,цӏай
319,Last::N,负担,заланвал
320,Gang::N,行走,ериш
321,Schritt::N,步伐,къадам
322,Norden::N,北,кефер
323,Norden::N,北,кефер пад
324,Süden::N,南,кьибле
325,Westen::N,西,рагъакӏидай пад
326,Osten::N,东,рагъэкъечӏдай пад
327,Holz::N,木材,кӏарас
328,Brett::N,木板,кьул
329,Brett::N,木板,тахта
330,Platte::N,平板,
331,Stütze::N,支架,даях
332,Stange::N,杆,юрк
333,Stock::N,棒,лаш
334,Stab::N,棍,юрк
335,Rohr::N,管子,турба
336,Haus::N,房屋,ужагъ
337,Heim::N,家,кӏвал
338,Ofen::N,炉子,пич
339,Fußboden::N,地板,кӏвалин ччил
340,Tisch::N,桌子,стол
341,Stuhl::N,椅子,стул
342,Wiege::N,摇蓝,кьеб
343,Bett::N,床,тахт
344,Regal::N,架子,кьацӏ
345,Kiste::N,箱子,ящик
346,Fenster::N,窗户,дакӏар
347,Tür::N,门,рак
348,Tor::N,大门,варар
349,Zaun::N,篱笆,пару
350,Dach::N,屋顶,къав
351,Leiter::N,梯子,гурар
352,Besen::N,扫帚,таран кул
353,Spaten::N,铁锹,ппер
354,Schaufel::N,铁锹,хекендаз
355,Gabel::N,叉,шиш
356,Löffel::N,食匙,тӏур
357,Messer::N,刀,чукӏул
358,Nagel::N,钉子,мих
359,Netz::N,网,чил
360,Haken::N,钩子,къармах
361,Griff::N,把柄,ттум
362,Schloss::N,锁,куьлег
363,Bild::N,图画,шикил
364,Bild::N,图画,суьрет
365,Figur::N,人像,фигура
366,Puppe::N,娃娃,нини
367,Beutel::N,袋子,тагъар
368,Bündel::N,捆,галгам
369,Tasche::N,手提包,чанта
370,Eimer::N,桶,ведре
371,Deckel::N,盖子,кьил
372,Deckel::N,盖子,къалпагъ
373,Geschirr::N,餐具,къаб-къажах
374,Sack::N,袋子,чувал
375,Tasse::N,杯子,сукӏра
376,Topf::N,锅,къажгъан
377,Kessel::N,水壶,къажгъан
378,Essen::N,进餐,тӏуьн
379,Nahrung::N,食物,тӏуьн
380,Speise::N,菜肴,хуьрек
381,Fleisch::N,肉,як
382,Getreide::N,谷物,техил
383,Brei::N,粥,хапӏа
384,Brei::N,粥,хешил
385,Brot::N,面包,фу
386,Scheibe::N,片,чӏук
387,Fett::N,脂肪,ягълу
388,Butter::N,黄油,гъери
389,Öl::N,油,ягълу
390,Salz::N,盐,кьел
391,Suppe::N,汤,суп
392,Suppe::N,汤,шурпа
393,Honig::N,蜂蜜,вирт
394,Milch::N,奶,нек
395,Tee::N,茶,чай
396,Leder::N,皮革,тумаж
397,Wolle::N,毛线,йис
398,Stoff::N,织物,парча
399,Nadel::N,针,раб
400,Faden::N,线,гъал
401,Knopf::N,纽扣,дуьгме
402,Knoten::N,结,тӏвал
403,Farbe::N,颜色,ранг
404,Kleidung::N,衣服,партал
405,Hemd::N,衬衫,перем
406,Kragen::N,领子,хев
407,Ärmel::N,袖子,хел
408,Hose::N,裤子,шалвар
409,Gürtel::N,腰带,чӏул
410,Mütze::N,帽子,бармак
411,Mütze::N,帽子,бапӏах
412,Schuh::N,鞋,ботинка
413,Stiefel::N,靴子,чекме
414,Ring::N,戒指,тупӏал
415,Band::N,带子,тасма
416,Kamm::N,梳子,регъ
417,Spiegel::N,镜子,гуьзгуь
418,Riemen::N,皮带,къайиш
419,Schnur::N,绳子,еб
420,Leine::N,皮带,
421,Decke::N,被子,яргъан
422,Kissen::N,软垫,хъуьцуьган
423,Tuch::N,巾,шал
424,Handtuch::N,手巾,дасмал
425,Kraft::N,力,гуж
426,Stärke::N,力量,къуват
427,Gesundheit::N,健康,сагъвал
428,Krankheit::N,病,тӏал
429,Schmerz::N,痛,тӏал
430,Schmerz::N,痛,тӏарвал
431,Wunde::N,伤口,хер
432,Fieber::N,发烧,ифин
433,Arznei::N,药,дарман
434,Brücke::N,桥,муьгъ
435,Brunnen::N,井,къуй
436,Weide::N,牧场,уьруьш
437,Pfad::N,小路,рехъ
438,Weg::N,路,рехъ
439,Straße::N,街,рехъ
440,Dorf::N,村庄,хуьр
441,Stadt::N,城市,шегьер
442,Brief::N,信,кагъаз
443,Buch::N,书,улуб
444,Buchstabe::N,字母,гьарф
445,Zeitung::N,报纸,газета
446,Leben::N,生命,уьмуьр
447,Tod::N,死亡,кьиникь
448,Grab::N,坟墓,сур
449,Kirche::N,教堂,килиса
450,Sünde::N,罪,гунагь
451,Gott::N,上帝,аллагь
452,Arbeiter::N,工人,фяле
453,Chef::N,上司,гьаким
454,Meister::N,师傅,устӏар
455,Arzt::N,医生,доктор
456,Lehrer::N,教师,муаллим
457,Geld::N,钱,пул
458,Geschäft::N,交易,
459,Laden::N,商店,магазин
460,Preis::N,价格,къимет
461,Ware::N,商品,мал
462,Ware::N,商品,товар
463,Nutzen::N,好处,хийир
464,Nutzen::N,好处,менфят
465,Reichtum::N,财富,девлет
466,Welt::N,世界,дуьнья
467,Land::N,国家,уьлкве
468,Staat::N,国家,пачагьлугъ
469,Staat::N,国家,государство
470,König::N,国王,пачагь
471,Macht::N,权力,власть
472,Grenze::N,边界,сергьят
473,Krieg::N,战争,дяве
474,Feind::N,敌人,душман
475,Gewalt::N,暴力,гуж
476,Kampf::N,战斗,женг
477,Bogen[Waffe]::N,弓,чӏемерук
478,Pfeil::N,箭,хьел
479,Gewehr::N,枪,тфенг
480,Fehler::N,错误,гъалатӏ
481,Lüge::N,谎话,ттаб
482,Schaden::N,损失,зиян
483,Schaden::N,损失,зарар
484,Unglück::N,不幸,бала
485,Unglück::N,不幸,бедбахтвал
486,Schuld::N,过错,тахсир
487,Alter::N,年龄,яш
488,Schluss::N,结束,эхир
489,Zeit::N,时间,вяде
490,Tag::N,天,югъ
491,Morgen::N,早晨,пакама
492,Mittag::N,中午,нисин
493,Abend::N,晚上,няни
494,Nacht::N,夜,йиф
495,Woche::N,星期,гьафте
496,Monat::N,月,варз
497,Jahr::N,年,йис
498,Frühling::N,春天,гатфар
499,Sommer::N,夏天,гад
500,Herbst::N,秋天,зул
501,Winter::N,冬天,кьуьд
502,Januar::N,一月,январь
503,Februar::N,二月,февраль
504,März::N,三月,март
505,April::N,四月,апрель
506,Mai::N,五月,май
507,Juni::N,六月,июнь
508,Juli::N,七月,июль
509,August::N,八月,август
510,September::N,九月,сентябрь
511,Oktober::N,十月,октябрь
512,November::N,十一月,ноябрь
513,Dezember::N,十二月,декабрь
514,Montag::N,星期一,ислен
515,Dienstag::N,星期二,саласа
516,Mittwoch::N,星期三,арбе
517,Donnerstag::N,星期四,хемис югъ
518,Freitag::N,星期五,жуьмя
519,Freitag::N,星期五,жуьмя югъ
520,Samstag::N,星期六,киш
521,Sonntag::N,星期日,гьяд
522,groß::A,大,еке
523,groß::A,大,чӏехи
524,klein::A,小,гъвечӏи
525,lang::A,长,яргъи
526,kurz::A,短,куьруь
527,breit::A,宽,гьяркьуь
528,schmal::A,细长的,гуьтӏуь
529,dicht::A,密,къалин
530,dick[Gegenstand]::A,厚,
531,dünn::A,薄,кьелечӏ
532,fein::A,细小,шуькӏуь
533,fest::A,固体,кӏеви
534,flach::A,平坦,кьулу
535,glatt::A,光滑,цӏалцӏам
536,hart::A,硬,кӏеви
537,weich::A,软,хъуьтуьл
538,rund::A,圆,элкъвей
539,spitz::A,尖,хци
540,scharf::A,锋利,хци
541,stumpf::A,钝,къуьруь
542,schwer::A,重,залан
543,schön::A,美丽,иер
544,heiß::A,烫,кудай
545,warm::A,暖和,чими
546,kalt::A,冷,мекьи
547,kühl::A,凉,къайи
548,frisch::A,新鲜,таза
549,frisch::A,新鲜,михьи
550,feucht::A,潮湿,ламу
551,nass::A,湿,кьежей
552,trocken::A,干,кьуру
553,voll::A,满,ацӏай
554,leer::A,空,буш
555,leer::A,空,ичӏи
556,offen::A,敞开,ахъа
557,geschlossen::A,关闭,кӏеви
558,sauber::A,干净,михьи
559,schmutzig::A,肮脏,чиркин
560,schmutzig::A,肮脏,кьацӏай
561,roh::A,生,чиг
562,roh::A,生,ицӏи
563,reif::A,成熟,дигмиш хьайи
564,lecker::A,好吃,дадлу
565,süß::A,甜,ширин
566,bitter::A,苦,туькьуьл
567,sauer::A,酸,цуру
568,hell::A,亮,экуь
569,dunkel::A,阴暗,мичӏи
570,schwarz::A,黑,чӏулав
571,weiß::A,白,лацу
572,rot::A,红,яру
573,gelb::A,黄,хъипи
574,blau::A,蓝,вили
575,grün::A,绿,къацу
576,grau::A,灰色,рехи
577,bunt::A,五彩,цӏару
578,bunt::A,五彩,яру-цӏару
579,billig::A,便宜,ужуз
580,teuer::A,贵,багьа
581,wertvoll::A,贵重,масан
582,blind::A,瞎,буьркьуь
583,taub::A,聋,биши
584,kräftig::A,强壮,гужлу
585,stark::A,强壮,къуватлу
586,schwach::A,弱,такьатсуз
587,fett::A,胖,куьк
588,schlank::A,苗条,шумал
589,hübsch::A,漂亮,гуьрчег
590,böse::A,邪恶,пис
591,dumm::A,笨,ахмакь
592,faul::A,懒惰,тенпел
593,fleißig::A,勤奋,сяй ийидай
594,fleißig::A,勤奋,сяйи ийидай
595,geizig::A,吝啬,мискьи
596,klug::A,聪明,акьуллу
597,geschickt::A,灵巧,магьир
598,lieb::A,可爱,играми
599,lustig::A,快乐,шад
600,sanft::A,柔和,назик
601,sanft::A,柔和,милайим
602,hungrig::A,饥饿,гишин
603,krank::A,患病,кефсуз
604,nackt::A,裸体,кьецӏил
605,traurig::A,悲哀,пашман
606,lebendig::A,活,ччан алай
607,gut::A,好,хъсан
608,gut::A,好,вижевай
609,schlecht::A,坏,пис
610,richtig::A,正确,дуьз
611,schlimm::A,糟糕,нифретлу
612,wahr::A,真,гьакъикъи
613,alt::A,旧,эски
614,alt::A,旧,куьгьне
615,neu::A,新,цӏийи
616,ehemalig::A,以前,виликан
617,alt[Lebewesen]::A,老,кьуьзуь
618,jung::A,年轻,жегьил
619,arm::A,贫穷,кесиб
620,reich::A,富裕,девлетлу
621,bekannt::A,出名,чидай
622,berühmt::A,著名,машгьур
623,fremd::A,陌生,ччара
624,verschieden::A,不同,жуьреба-жуьре
625,nah::A,近,мукьвал
626,fern::A,遥远,яргъал
627,linker::A,左,чапла
628,rechter::A,右,эрчӏи
629,anderer::A,别的,маса
630,anderer::A,别的,муькуь
631,erster::A,第一,сад лагьай
632,zweiter::A,第二,кьвед лагьай
633,dritter::A,第三,пуд лагьай
634,letzter::A,最后,эхиримжи
635,allein::ADV,单独,кьилди
636,auf einmal::ADV,同时,
637,zusammen::ADV,一起,санал
638,lange::ADV,许久,яргъалди
639,plötzlich::ADV,忽然,садлагьана
640,sofort::ADV,立刻,гьасятда
641,später::ADV,以后,гуьгъуьнлай
642,jetzt::ADV,现在,гила
643,heute::ADV,今天,къе
644,morgen::ADV,明天,пака
645,bald::ADV,即将,мукьва
646,bald::ADV,即将,мукьвара
647,dann::ADV,然后,ахпа
648,gestern::ADV,昨天,накь
649,einst::ADV,曾经,садра
650,damals::ADV,当时,а чӏавуз
651,danach::ADV,随后,ахпа
652,vorher::ADV,事先,вилик
653,zuerst::ADV,首先,сифте
654,einmal::ADV,一次,садра
655,manchmal::ADV,有时,гагь-гагь
656,oft::ADV,时常,гзаф вахтара
657,immer::ADV,总是,гьамиша
658,niemals::ADV,从未,са чӏавузни
659,niemals::ADV,从未,са вахтундани
660,hier::ADV,这里,ина
661,hierhin::ADV,到这里,иниз
662,von hier::ADV,由此,инай
663,dort::ADV,那里,ана
664,dorthin::ADV,到那里,аниз
665,geradeaus::ADV,一直往前,дуьз
666,vorwärts::ADV,向前,вилик
667,vorwärts::ADV,向前,виликди
668,rückwärts::ADV,向后,кьулухъ
669,zurück::ADV,退后,
670,unten::ADV,下面,агъада
671,hinab::ADV,向下,агъуз
672,oben::ADV,上面,винел
673,hinauf::ADV,向上,виниз
674,überall::ADV,到处,вирина
675,nicht::ADV,不,ваъ
676,ein wenig::ADV,一点儿,са тӏимил
677,kaum::ADV,几乎不,жизви
678,sehr::ADV,很,лап
679,so::ADV,如此,икӏ
680,noch::ADV,还,гьеле
681,nur::ADV,只,анжах
682,schon::ADV,已经,хъувуна
683,schon::ADV,已经,мадни дардиз
684,schon::ADV,已经,мадни гуьтӏуьз
685,schon::ADV,已经,мадни гуьтӏуь я
686,wieder::ADV,又,
687,vor::PRP,在...面前,вилик
688,hinter::PRP,在...背后,кьулухъ
689,unter::PRP,在...下面,кӏаник
690,durch::PRP,穿过,арадай
691,durch::PRP,穿过,-кай хкатна
692,neben::PRP,在...旁,патав
693,neben::PRP,在...旁,мукьув
694,zwischen::PRP,在...之间,ара
695,zwischen::PRP,在...之间,арада
696,wegen::PRP,由于,гъиляй
697,dies::PRN,这,и
698,dies::PRN,这,им
699,das::PRN,那,а
700,das::PRN,那,ам
701,alles::PRN,一切,вири
702,alles::PRN,一切,михьиз
703,ich::PRN,我,за
704,ich::PRN,我,зун
705,du::PRN,你,вун
706,er::PRN,他,ам
707,er::PRN,他,гьа
708,wir::PRN,我们,чун
709,ihr::PRN,你们,куьн
710,sie::PRN,她,абур
711,was::FPRN,什么,вуч
712,wer::FPRN,谁,вуж
713,wo::FADV,哪里,гьина
714,wohin::FADV,去哪里,гьиниз
715,wie::FADV,怎么,гьикӏ
716,warum::FADV,为什么,вучиз
717,wieviel::FNUM,多少,шумуд
718,eins::NUM,一,са
719,zwei::NUM,二,кьвед
720,drei::NUM,三,пуд
721,vier::NUM,四,кьуд
722,fünf::NUM,五,вад
723,sechs::NUM,六,ругуд
724,sieben::NUM,七,ирид
725,acht::NUM,八,муьжуьд
726,neun::NUM,九,кӏуьд
727,zehn::NUM,十,цӏуд
728,elf::NUM,十一,цӏусад
729,zwölf::NUM,十二,цӏикьвед
730,zwanzig::NUM,二十,къад
731,dreißig::NUM,三十,къанницӏуд
732,vierzig::NUM,四十,яхцӏур
733,fünfzig::NUM,五十,яхцӏурни цӏуд
734,sechzig::NUM,六十,пудкъад
735,siebzig::NUM,七十,пудкъанни цӏуд
736,achtzig::NUM,八十,кьудкъад
737,neunzig::NUM,九十,кьудкъанни цӏуд
738,hundert::NUM,百,виш
739,tausend::NUM,千,агъзур
740,und::CNJ,和,ва
741,oder::CNJ,或者,я
742,stehen::V,站,акъвазун
743,sitzen::V,坐,ацукьун
744,liegen::V,躺着,къаткун
745,hängen::V,挂着,куьрс хьун
746,werden::V,成为,хьун
747,passieren::V,发生,хьун
748,beginnen::V,开始,башламиш хьун
749,enden::V,终止,куьтягь хьун
750,wechseln::V,变迁,дегиш хьун
751,aufgehen[Sonne]::V,升起,экъечӏун
752,untergehen[Sonne]::V,下落,акӏун
753,scheinen[Sonne]::V,照射,ишигь гун
754,donnern::V,打雷,къукърумар авун
755,wehen::V,飘扬,
756,strömen::V,流,авахьун
757,fließen::V,流动,авахьун
758,sich drehen::V,转动,элкъуьн
759,schwanken::V,摇摆,юзун
760,schwingen::V,摇,галтад хьун
761,fallen::V,坠落,аватун
762,brennen::V,燃烧,кун
763,brennen::V,燃烧,ккун
764,rauchen::V,冒烟,
765,regnen::V,下雨,къун
766,gefrieren::V,结冰,муркӏади кьун
767,tauen::V,融化,цӏурун
768,schmelzen::V,溶化,цӏурун
769,trocknen::V,变干,кьурун
770,sieden::V,煮,ругун
771,faulen::V,腐烂,кутӏун
772,verfaulen::V,腐烂,чуьруьтмиш хьун
773,verfaulen::V,腐烂,кутӏун
774,reißen::V,撕,атӏун
775,reißen::V,撕,къазунун
776,versinken::V,下沉,батмиш хьун
777,vergehen::V,流逝,алатун
778,erscheinen::V,出现,майдандиз акъатун
779,verschwinden::V,消失,квахьун
780,sinken::V,下降,элекьун
781,abnehmen::V,减少,тӏимил хьун
782,abnehmen::V,减少,гъвечӏи хьун
783,zunehmen::V,增加,артух хьун
784,steigen::V,上升,хкаж хьун
785,wachsen::V,生长,экъечӏун
786,glänzen::V,发光,цӏарцӏар гун
787,funkeln::V,闪烁,нур гун
788,lärmen::V,吵闹,ван авун
789,läuten::V,响,зенг ягъун
790,klingeln::V,按铃,зенг ягъун
791,brausen::V,疾驶,къати хьун
792,klingen::V,听起来,ван авун
793,bellen::V,吠,элуькьун
794,heulen::V,嗥,къув ягъун
795,blasen::V,吹,уф гун
796,pfeifen::V,吹口哨,уьфт ягъун
797,schreien::V,叫喊,гьараюн
798,stöhnen::V,呻吟,суза авун
799,zittern::V,颤抖,зурзун
800,leben::V,生存,яшамиш хьун
801,geboren werden::V,出生,хьун
802,atmen::V,呼吸,нефес чӏугун
803,trinken::V,喝,хъун
804,essen::V,吃,тӏуьн
805,schlucken::V,咽,туькьуьнун
806,müde werden::V,疲倦,галатун
807,müde werden::V,疲倦,юргъун хьун
808,einschlafen::V,入睡,ксун
809,schlafen::V,睡觉,ксун
810,aufwachen::V,睡醒,ахварай аватун
811,aufstehen::V,起床,къарагъун
812,sich erholen::V,休养,ял ягъун
813,krank werden::V,生病,кефсуз хьун
