,Concept_ID,tt,cs
111,Anhöhe::N,үр,pahorek
112,Berg::N,тау,hora
113,Gipfel::N,оч,vrchol
114,Höhle::N,мәгарә,jeskyně
115,Abhang::N,кабырга,svah
116,Abhang::N,кабырга,stráň
117,Quelle::N,чишмә,pramen
118,Bach::N,елга,potok
119,Fluss::N,дәрья,řeka
120,Ufer::N,су кырые,břeh
121,Küste::N,яр буе,pobřeží
122,Festland::N,коры җир,souš
123,Festland::N,коры җир,pevnina
124,Meer::N,диңгез,moře
125,Bucht::N,бухта,záliv
126,Bucht::N,бухта,zátoka
127,Bucht::N,култык,záliv
128,Bucht::N,култык,zátoka
129,Insel::N,атау,ostrov
130,Insel::N,утрау,ostrov
131,Blume::N,чәчкә,květina
132,Gras::N,үлән,tráva
133,Wurzel::N,тамыр,kořen
134,Baum::N,агач,strom
135,Stamm::N,кәүсә,kmen
136,Rinde::N,кабык,kůra
137,Ast::N,ботак,větev
138,Zweig::N,ботак,větev
139,Zweig::N,тармак,větev
140,Blatt::N,яфрак,lupen
141,Birke::N,каен,bříza
142,Kiefer[Baum]::N,нарат,sosna
143,Kiefer[Baum]::N,нарат,borovice
144,Weide[Baum]::N,тал,vrba
145,Tanne::N,чыршы,jedle
146,Horn::N,мөгез,roh
147,Feder::N,йон,pero
148,Fell::N,тире,srst
149,Flügel::N,канат,křídlo
150,Klaue::N,тырнак,dráp
151,Klaue::N,тырнак,pazneht
152,Kralle::N,тырнак,dráp
153,Schwanz::N,койрык,ocas
154,Ei::N,күкәй,vejce
155,Ei::N,йомырка,vejce
156,Nest::N,оя,hnízdo
157,Bau::N,өн,nora
158,Tier::N,хайван,zvíře
159,Herde::N,көтү,stádo
160,Kuh::N,сыер,kráva
161,Bulle::N,үгез,býk
162,Pferd::N,ат,kůň
163,Schaf::N,сарык,ovce
164,Schwein::N,дуңгыз,vepř
165,Schwein::N,дуңгыз,prase
166,Hund::N,эт,pes
167,Katze::N,песи,kočka
168,Bär::N,аю,medvěd
169,Eichhörnchen::N,тиен,veverka
170,Elch::N,поши,los
171,Fuchs::N,төлке,liška
172,Hase::N,куян,zajíc
173,Maus::N,тычкан,myš
174,Wolf::N,бүре,vlk
175,Vogel::N,кош,pták
176,Schwarm::N,көтү,roj
177,Schwarm::N,көтү,hejno
178,Huhn::N,тавык,kuře
179,Huhn::N,тавык,slepice
180,Hahn::N,әтәч,kohout
181,Gans::N,каз,husa
182,Adler::N,каракош,orel
183,Ente::N,үрдәк,kachna
184,Eule::N,ябалак,sova
185,Kranich::N,торна,jeřáb
186,Krähe::N,карга,vrána
187,Kuckuck::N,күке,kukačka
188,Kuckuck::N,кәккүк,kukačka
189,Schwan::N,аккош,labuť
190,Fisch::N,балык,ryba
191,Barsch::N,алабуга,okoun
192,Hecht::N,чуртан,štika
193,Schlange[Tier]::N,елан,had
194,Wurm::N,корт,červ
195,Spinne::N,үрмәкүч,pavouk
196,Ameise::N,кырмыска,mravenec
197,Laus::N,бет,veš
198,Mücke::N,черки,komár
199,Mücke::N,озынборын,komár
200,Fliege::N,чебен,moucha
201,Schmetterling::N,күбәләк,motýl
202,Beere::N,җиләк,bobule
203,Apfel::N,алма,jablko
204,Pilz::N,гөмбә,houba
205,Zwiebel::N,суган,cibule
206,Zwiebel::N,суганбаш,cibule
207,Saat::N,орлык,osivo
208,Korn::N,иген,zrno
209,Korn::N,орлык,zrno
210,Heu::N,печән,seno
211,Schale::N,кабык,slupka
212,Schale::N,кабык,skořápka
213,Grube::N,баз,jáma
214,Grube::N,чокыр,jáma
215,Falle::N,тозак,past
216,Falle::N,тозак,léčka
217,Falle::N,капкын,past
218,Falle::N,капкын,léčka
219,Schlinge::N,элмәк,smyčka
220,Spur::N,эз,stopa
221,Asche::N,көл,popel
222,Dreck::N,пычрак,špína
223,Eisen::N,тимер,železo
224,Gold::N,алтын,zlato
225,Silber::N,көмеш,stříbro
226,Kohle::N,күмер,uhlí
227,Glas::N,пыяла,sklo
228,Lehm::N,балчык,jíl
229,Lehm::N,балчык,hlína
230,Sand::N,ком,písek
231,Mensch::N,адәм,člověk
232,Mensch::N,инсан,člověk
233,Mann::N,ир,muž
234,Frau::N,хатын,žena
235,Kind::N,бала,dítě
236,Junge::N,малай,hoch
237,Junge::N,малай,chlapec
238,Mädchen::N,кыз,děvče
239,Familie::N,гаилә,rodina
240,Großvater::N,бабай,děd
241,Großvater::N,бабай,dědeček
242,Großmutter::N,әби,babička
243,Eltern::N,ата-ана,rodiče
244,Vater::N,ата,otec
245,Mutter::N,ана,matka
246,Sohn::N,ул,syn
247,Tochter::N,кыз,dcera
248,Bruder::N,кардәш,bratr
249,Schwester::N,апа,sestra
250,Schwester::N,сеңел,sestra
251,Onkel::N,дәдә,strýc
252,Onkel::N,дәдәй,strýc
253,Tante::N,түти,teta
254,Tante::N,тәтәй,teta
255,Ehemann::N,ир,choť
256,Ehemann::N,ир,manžel
257,Ehefrau::N,хатын,choť
258,Ehefrau::N,хатын,manželka
259,Freude::N,сөенеч,radost
260,Gelächter::N,көлү,smích
261,Gelächter::N,көлеш,smích
262,Glück::N,бәхет,štěstí
263,Kummer::N,хәсрәт,žal
264,Kummer::N,хәсрәт,trápení
265,Wunsch::N,теләк,přání
266,Lust::N,теләк,chuť
267,Lust::N,теләү,chuť
268,Geist::N,рух,duch
269,Gedanke::N,уй,myšlenka
270,Gedanke::N,фикер,myšlenka
271,Gedächtnis::N,хәтер,paměť
272,Verstand::N,акыл,rozum
273,Sinn::N,мәгънә,smysl
274,Grund::N,сәбәп,důvod
275,Wahrheit::N,хак,pravda
276,Gespräch::N,әңгәмә,rozhovor
277,Märchen::N,әкият,pohádka
278,Erzählung::N,хикәя,povídka
279,Nachricht::N,хәбәр,zpráva
280,Neuigkeit::N,яңалык,novina
281,Neuigkeit::N,яңалык,novinka
282,Name::N,исем,jméno
283,Rätsel::N,табышмак,hádanka
284,Rede::N,нотык,řeč
285,Rede::N,нотык,proslov
286,Sprache::N,тел,řeč
287,Sprache::N,тел,jazyk
288,Stimme::N,тавыш,hlas
289,Wort::N,сүз,slovo
290,Zeichen::N,ишарә,znamení
291,Ruf::N,дәшү,zavolání
292,Lärm::N,шау,hluk
293,Laut::N,аваз,zvuk
294,Ton::N,шалтырату,tón
295,Lied::N,җыр,píseň
296,Ruhe::N,тынлык,klid
297,Ruhe::N,тынлык,pokoj
298,Leute::N,халык,lidé
299,Volk::N,халык,národ
300,Arbeit::N,эш,práce
301,Arbeit::N,хезмәт,práce
302,Gast::N,кунак,host
303,Geschenk::N,бүләк,dar
304,Spiel::N,уен,hra
305,Gesellschaft::N,җәмгыять,společnost
306,Hilfe::N,ярдәм,pomoc
307,Hilfe::N,булышлык,pomoc
308,Freund::N,дус,přítel
309,Kamerad::N,иптәш,kamarád
310,Angelegenheit::N,эш,záležitost
311,Anzahl::N,микъдар,počet
312,Art::N,төр,druh
313,Stück::N,кисәк,kus
314,Stück::N,кисәк,kousek
315,Teil::N,өлеш,díl
316,Teil::N,өлеш,část
317,Hälfte::N,ярым,půl
318,Kreis::N,түгәрәк,kruh
319,Kreuz::N,хач,kříž
320,Kreuz::N,тәре,kříž
321,Linie::N,сызык,linka
322,Strich::N,сызык,čára
323,Strich::N,сызык,čárka
324,Abstand::N,ара,vzdálenost
325,Entfernung::N,ераклык,vzdálenost
326,Gegend::N,урын,krajina
327,Platz::N,бушлык,prostor
328,Ort::N,урын,místo
329,Seite::N,як,strana
330,Mitte::N,урта,střed
331,Mitte::N,урта,prostředek
332,Gegenstand::N,нәрсә,předmět
333,Sache::N,нәрсә,věc
334,Rand::N,чит,kraj
335,Rand::N,чит,okraj
336,Kante::N,кырый,hrana
337,Ecke::N,почмак,roh
338,Spitze::N,оч,hrot
339,Spitze::N,оч,špička
340,Ende::N,азак,konec
341,Loch::N,тишек,díra
342,Winkel::N,почмак,kout
343,Muster::N,парча,vzor
344,Größe::N,зурлык,velikost
345,Länge::N,озынлык,délka
346,Höhe::N,биеклек,výška
347,Gewicht::N,авырлык,váha
348,Menge::N,микъдар,množství
349,Haufen::N,өем,kupa
350,Haufen::N,өем,hromada
351,Reihe::N,рәт,řada
352,Reihe::N,рәт,řádek
353,Boot::N,каек,člun
354,Boot::N,көймә,člun
355,Ruder::N,ишкәк,veslo
356,Schlitten::N,чана,sáně
357,Ski::N,чаңгы,lyže
358,Lagerfeuer::N,костёр,táborák
359,Last::N,йөк,náklad
360,Last::N,йөк,břemeno
361,Gang::N,йөреш,chůze
362,Gang::N,йөреш,chodba
363,Schritt::N,адым,krok
364,Norden::N,төньяк,sever
365,Süden::N,көньяк,jih
366,Westen::N,көнбатыш,západ
367,Osten::N,шәрык,východ
368,Osten::N,көнчыгыш,východ
369,Holz::N,агач,dřevo
370,Brett::N,такта,prkno
371,Platte::N,плитә,deska
372,Stütze::N,таяу,opěra
373,Stange::N,колга,tyč
374,Stange::N,колга,tyčka
375,Stock::N,таяк,hůlka
376,Stab::N,таяк,hůl
377,Rohr::N,торба,trubka
378,Haus::N,өй,dům
379,Haus::N,йорт,dům
380,Heim::N,гаилә,domov
381,Heim::N,нәсел,domov
382,Ofen::N,мич,kamna
383,Fußboden::N,идән,podlaha
384,Tisch::N,өстәл,stůl
385,Stuhl::N,утыргыч,židle
386,Wiege::N,бишек,kolébka
387,Bett::N,ятак,postel
388,Bett::N,урын-җир,postel
389,Regal::N,киштә,regál
390,Regal::N,киштә,police
391,Regal::N,шүрлек,regál
392,Regal::N,шүрлек,police
393,Kiste::N,әрҗә,bedna
394,Fenster::N,тәрәзә,okno
395,Tür::N,ишек,dveře
396,Tor::N,капка,vrata
397,Zaun::N,койма,plot
398,Dach::N,түбә,střecha
399,Leiter::N,баскыч,žebřík
400,Besen::N,себерке,koště
401,Besen::N,себерке,smeták
402,Spaten::N,көрәк,rýč
403,Schaufel::N,көрәк,lopata
404,Gabel::N,чәннечке,vidlička
405,Löffel::N,кашык,lžíce
406,Messer::N,пычак,nůž
407,Nagel::N,кадак,hřebík
408,Netz::N,челтәр,síť
409,Haken::N,ыргак,hák
410,Griff::N,тотка,držadlo
411,Schloss::N,йозак,zámek
412,Bild::N,рәсем,obraz
413,Bild::N,картина,obraz
414,Figur::N,сын,figura
415,Figur::N,фигура,figura
416,Puppe::N,курчак,panenka
417,Beutel::N,луза,pytlík
418,Bündel::N,бәйләм,svazek
419,Tasche::N,букча,taška
420,Tasche::N,букча,brašna
421,Eimer::N,чиләк,kýbl
422,Eimer::N,чиләк,vědro
423,Deckel::N,капкач,víko
424,Deckel::N,капкач,příklop
425,Geschirr::N,савыт-саба,nádobí
426,Geschirr::N,кашык-аяк,nádobí
427,Sack::N,капчык,pytel
428,Tasse::N,чынаяк,šálek
429,Topf::N,чүлмәк,hrnec
430,Kessel::N,казан,kotel
431,Essen::N,ашау,jídlo
432,Nahrung::N,азык,strava
433,Nahrung::N,азык,potrava
434,Nahrung::N,тәгам,strava
435,Nahrung::N,тәгам,potrava
436,Nahrung::N,ашамлык,strava
437,Nahrung::N,ашамлык,potrava
438,Speise::N,ризык,jídlo
439,Fleisch::N,ит,maso
440,Getreide::N,ашлык,obilí
441,Brei::N,ботка,kaše
442,Brot::N,ипи,chléb
443,Brot::N,икмәк,chléb
444,Scheibe::N,телем,krajíc
445,Fett::N,май,tuk
446,Fett::N,май,omastek
447,Butter::N,май,máslo
448,Öl::N,май,olej
449,Salz::N,тоз,sůl
450,Suppe::N,шулпа,polévka
451,Honig::N,бал,med
452,Milch::N,сөт,mléko
453,Tee::N,чәй,čaj
454,Leder::N,күн,kůže
455,Wolle::N,йон,vlna
456,Stoff::N,тукыма,látka
457,Nadel::N,энә,jehla
458,Faden::N,җеп,nit
459,Knopf::N,төймә,knoflík
460,Knoten::N,төен,uzel
461,Farbe::N,буяу,barva
462,Kleidung::N,кием,šaty
463,Kleidung::N,кием,šatstvo
464,Hemd::N,күлмәк,košile
465,Kragen::N,яка,límec
466,Ärmel::N,җиң,rukáv
467,Hose::N,чалбар,kalhoty
468,Gürtel::N,билбау,pás
469,Gürtel::N,билбау,opasek
470,Mütze::N,бүрек,čepice
471,Schuh::N,башмак,bota
472,Stiefel::N,итек,holínka
473,Ring::N,балдак,prsten
474,Band::N,тасма,pásek
475,Kamm::N,тарак,hřeben
476,Spiegel::N,көзге,zrcadlo
477,Riemen::N,каеш,řemen
478,Schnur::N,бау,šňůra
479,Leine::N,тезген,vodítko
480,Decke::N,юрган,pokrývka
481,Decke::N,юрган,přikrývka
482,Kissen::N,мендәр,polštář
483,Tuch::N,яулык,šátek
484,Handtuch::N,сөлгә,ručník
485,Kraft::N,егәр,síla
486,Kraft::N,дәрман,síla
487,Stärke::N,көч,síla
488,Stärke::N,дәрман,síla
489,Gesundheit::N,саулык,zdraví
490,Krankheit::N,чир,nemoc
491,Krankheit::N,чир,choroba
492,Krankheit::N,хаста,nemoc
493,Krankheit::N,хаста,choroba
494,Krankheit::N,сырхау,nemoc
495,Krankheit::N,сырхау,choroba
496,Schmerz::N,авырту,bolest
497,Wunde::N,яра,rána
498,Wunde::N,җәрәхәт,rána
499,Fieber::N,бизгәк,horečka
500,Arznei::N,дару,lék
501,Brücke::N,күпер,most
502,Brunnen::N,кое,studna
503,Weide::N,утлавык,pastva
504,Weide::N,утлавык,pastvina
505,Pfad::N,сукмак,pěšina
506,Weg::N,юл,cesta
507,Straße::N,урам,silnice
508,Dorf::N,авыл,vesnice
509,Stadt::N,шәһәр,město
510,Brief::N,хат,dopis
511,Buch::N,китап,kniha
512,Buchstabe::N,хәреф,písmeno
513,Zeitung::N,газет,noviny
514,Zeitung::N,газета,noviny
515,Leben::N,гомер,život
516,Leben::N,тормыш,život
517,Leben::N,тереклек,život
518,Tod::N,үлем,smrt
519,Grab::N,гүр,hrob
520,Grab::N,кабер,hrob
521,Kirche::N,чиркәү,kostel
522,Sünde::N,язык,hřích
523,Sünde::N,гөнаһ,hřích
524,Gott::N,алла,bůh
525,Gott::N,ходай,bůh
526,Arbeiter::N,эшче,dělník
527,Arbeiter::N,эшче,pracovník
528,Chef::N,башлык,šéf
529,Chef::N,башлык,vedoucí
530,Meister::N,оста,mistr
531,Arzt::N,врач,lékař
532,Arzt::N,табиб,lékař
533,Lehrer::N,укытучы,učitel
534,Lehrer::N,мөгаллим,učitel
535,Geld::N,акча,peníze
536,Geschäft::N,эш,obchod
537,Laden::N,кибет,krám
538,Laden::N,магазин,krám
539,Preis::N,бәя,cena
540,Preis::N,бәһа,cena
541,Ware::N,товар,zboží
542,Nutzen::N,файда,užitek
543,Reichtum::N,байлык,bohatství
544,Welt::N,дөнья,svět
545,Land::N,ил,země
546,Staat::N,дәүләт,stát
547,König::N,патша,král
548,Macht::N,хакимият,moc
549,Macht::N,хакимият,mocnost
550,Grenze::N,чик,hranice
551,Krieg::N,сугыш,válka
552,Feind::N,дошман,nepřítel
553,Gewalt::N,көчләү,násilí
554,Kampf::N,көрәш,boj
555,Bogen[Waffe]::N,җәя,luk
556,Pfeil::N,ук,šíp
557,Gewehr::N,мылтык,puška
558,Gewehr::N,мылтык,ručnice
559,Fehler::N,хата,chyba
560,Lüge::N,ялган,lež
561,Schaden::N,зыян,škoda
562,Schaden::N,зарар,škoda
563,Unglück::N,бәла,neštěstí
564,Schuld::N,гаеп,vina
565,Alter::N,яшь,věk
566,Schluss::N,ахыр,konec
567,Zeit::N,заман,čas
568,Tag::N,көн,den
569,Morgen::N,иртә,ráno
570,Morgen::N,иртә,jitro
571,Mittag::N,өйлә,poledne
572,Abend::N,кич,večer
573,Nacht::N,төн,noc
574,Woche::N,атна,týden
575,Monat::N,ай,měsíc
576,Jahr::N,ел,rok
577,Frühling::N,яз,jaro
578,Sommer::N,җәй,léto
579,Herbst::N,көз,podzim
580,Winter::N,кыш,zima
581,Januar::N,гыйнвар,leden
582,Februar::N,февраль,únor
583,März::N,март,březen
584,April::N,апрель,duben
585,Mai::N,май,květen
586,Juni::N,июнь,červen
587,Juli::N,июль,červenec
588,August::N,август,srpen
589,September::N,сентябрь,září
590,Oktober::N,октябрь,říjen
591,November::N,ноябрь,listopad
592,Dezember::N,декабрь,prosinec
593,Montag::N,дүшәмбе,pondělí
594,Montag::N,дүшәмбе,pondělek
595,Dienstag::N,сишәмбе,úterý
596,Mittwoch::N,чәршәмбе,středa
597,Donnerstag::N,атнакич,čtvrtek
598,Donnerstag::N,пәнҗешәмбе,čtvrtek
599,Freitag::N,җомга,pátek
600,Samstag::N,шимбә,sobota
601,Sonntag::N,якшәмбе,neděle
602,groß::A,зур,velký
603,klein::A,кечкенә,malý
604,lang::A,озын,dlouhý
605,kurz::A,кыска,krátký
606,breit::A,киң,široký
607,schmal::A,кысык,úzký
608,dicht::A,куе,hustý
609,dick[Gegenstand]::A,калын,tlustý
610,dünn::A,нечкә,tenký
611,fein::A,нәзакәтле,jemný
612,fest::A,нык,pevný
613,flach::A,яссы,plochý
614,flach::A,яссы,placatý
615,flach::A,ялпак,plochý
616,flach::A,ялпак,placatý
617,glatt::A,шома,hladký
618,hart::A,каты,tvrdý
619,weich::A,йомшак,měkký
620,rund::A,түгәрәк,kulatý
621,rund::A,түгәрәк,okrouhlý
622,spitz::A,очлы,špičatý
623,scharf::A,үткен,ostrý
624,stumpf::A,үтмәс,tupý
625,schwer::A,салмак,těžký
626,schön::A,гүзәл,pěkný
627,schön::A,гүзәл,krásný
628,heiß::A,эссе,horký
629,warm::A,җылы,teplý
630,kalt::A,суык,studený
631,kalt::A,салкын,studený
632,kühl::A,салкынча,chladný
633,frisch::A,салкынча,svěží
634,feucht::A,юеш,vlhký
635,nass::A,дымлы,mokrý
636,trocken::A,коры,suchý
637,voll::A,тулы,plný
638,leer::A,буш,prázdný
639,offen::A,ачык,otevřený
640,geschlossen::A,йомык,zavřený
641,sauber::A,пакь,čistý
642,sauber::A,чиста,čistý
643,schmutzig::A,керле,špinavý
644,schmutzig::A,пычрак,špinavý
645,roh::A,чи,syrový
646,reif::A,өлгергән,zralý
647,lecker::A,тәмле,chutný
648,süß::A,татлы,sladký
649,bitter::A,ачы,hořký
650,sauer::A,әче,kyselý
651,hell::A,якты,světlý
652,dunkel::A,кара,temný
653,schwarz::A,кара,černý
654,weiß::A,ак,bílý
655,rot::A,кызыл,rudý
656,rot::A,кызыл,červený
657,gelb::A,сары,žlutý
658,blau::A,күк,modrý
659,grün::A,яшел,zelený
660,grau::A,соры,šedý
661,grau::A,соры,šedivý
662,bunt::A,чуар,pestrý
663,billig::A,арзан,levný
664,billig::A,арзан,laciný
665,teuer::A,хаклы,drahý
666,wertvoll::A,кыйммәтле,cenný
667,blind::A,сукыр,slepý
668,blind::A,күзсез,slepý
669,taub::A,чукрак,hluchý
670,taub::A,саңгырау,hluchý
671,kräftig::A,егәрле,silný
672,stark::A,нык,silný
673,stark::A,базык,silný
674,schwach::A,зәгыйфь,slabý
675,fett::A,симез,tučný
676,fett::A,симез,tlustý
677,schlank::A,нәзек,štíhlý
678,hübsch::A,чибәр,hezký
679,böse::A,усал,zlý
680,dumm::A,акылсыз,hloupý
681,faul::A,ялкау,líný
682,faul::A,иренчәк,líný
683,fleißig::A,тырыш,pilný
684,fleißig::A,тырышучан,pilný
685,geizig::A,саран,lakomý
686,klug::A,акыллы,chytrý
687,geschickt::A,маһир,šikovný
688,lieb::A,сөекле,milý
689,lustig::A,күңелле,veselý
690,sanft::A,басынкы,mírný
691,hungrig::A,ач,hladový
692,krank::A,чирле,nemocný
693,krank::A,сырхау,nemocný
694,nackt::A,шәрә,nahý
695,traurig::A,ямансу,smutný
696,traurig::A,ямансу,truchlivý
697,lebendig::A,тере,živý
698,gut::A,яхшы,dobrý
699,schlecht::A,начар,špatný
700,richtig::A,дөрес,pravý
701,richtig::A,дөрес,správný
702,schlimm::A,әшәкә,zlý
703,wahr::A,чып-чын,pravdivý
704,alt::A,иске,starý
705,neu::A,яңа,nový
706,ehemalig::A,элекке,bývalý
707,alt[Lebewesen]::A,карт,starý
708,jung::A,яшь,mladý
709,arm::A,фәкыйрь,chudý
710,reich::A,бай,bohatý
711,bekannt::A,таныш,známý
712,berühmt::A,атаклы,slavný
713,fremd::A,ят,cizí
714,verschieden::A,төрле,různý
715,verschieden::A,төрле,rozličný
716,nah::A,якын,blízký
717,fern::A,ерак,daleký
718,linker::A,сул,levý
719,rechter::A,уң,pravý
720,anderer::A,бүтән,jiný
721,erster::A,беренче,první
722,zweiter::A,икенче,druhý
723,dritter::A,өченче,třetí
724,letzter::A,ахыргы,poslední
725,allein::ADV,ялгыз,sám
726,auf einmal::ADV,бердән,najednou
727,zusammen::ADV,бергә,spolu
728,zusammen::ADV,бергә,dohromady
729,lange::ADV,озак,dlouho
730,plötzlich::ADV,искәрмәстән,vtom
731,plötzlich::ADV,искәрмәстән,náhle
732,sofort::ADV,хәзер,hned
733,sofort::ADV,хәзер,ihned
734,später::ADV,соңрак,později
735,jetzt::ADV,хәзер,teď
736,jetzt::ADV,хәзер,nyní
737,heute::ADV,бүген,dnes
738,heute::ADV,бүген,dneska
739,morgen::ADV,иртәгә,zítra
740,bald::ADV,тиздән,brzo
741,dann::ADV,аннары,pak
742,dann::ADV,аннары,potom
743,gestern::ADV,кичә,včera
744,einst::ADV,берчак,kdysi
745,damals::ADV,ул вакытта,tehdy
746,damals::ADV,ул вакытта,tenkrát
747,damals::ADV,ул чакта,tehdy
748,damals::ADV,ул чакта,tenkrát
749,danach::ADV,да,podle toho
750,vorher::ADV,элек,dříve
751,vorher::ADV,элек,napřed
752,zuerst::ADV,башта,nejprve
753,zuerst::ADV,башта,nejdříve
754,einmal::ADV,бер,jednou
755,einmal::ADV,бер мәртәбә,jednou
756,manchmal::ADV,кайчакта,někdy
757,oft::ADV,еш,často
758,immer::ADV,һәркайчан,vždy
759,immer::ADV,һәркайчан,stále
760,niemals::ADV,hичбер вакыт,nikdy
761,hier::ADV,монда,zde
762,hier::ADV,монда,tady
763,hier::ADV,биредә,zde
764,hier::ADV,биредә,tady
765,hierhin::ADV,монда,sem
766,von hier::ADV,моннан,odtud
767,dort::ADV,анда,tam
768,dorthin::ADV,тегеләй,tam
769,geradeaus::ADV,турыдан-туры,rovně
770,vorwärts::ADV,алга,kupředu
771,rückwärts::ADV,кире,zpět
772,zurück::ADV,кире,zpět
773,zurück::ADV,кире,nazpět
774,unten::ADV,түбәндә,dole
775,hinab::ADV,аска,dolů
776,oben::ADV,өстә,nahoře
777,oben::ADV,өстә,navrchu
778,oben::ADV,югарыда,nahoře
779,oben::ADV,югарыда,navrchu
780,hinauf::ADV,өскә,nahoru
781,überall::ADV,hәркайда,všude
782,nicht::ADV,түгел,ne
783,ein wenig::ADV,бераз,trochu
784,kaum::ADV,көчкә,sotva
785,sehr::ADV,бик,velmi
786,sehr::ADV,бик,velice
787,so::ADV,алай,tak
788,so::ADV,алай,takto
789,noch::ADV,янә,ještě
790,noch::ADV,тагын,ještě
791,nur::ADV,фәкать,jen
792,nur::ADV,фәкать,jenom
793,schon::ADV,инде,už
794,schon::ADV,инде,již
795,wieder::ADV,янә,zase
796,wieder::ADV,тагын,zase
797,vergebens::ADV,юкка,marně
798,vor::PRP,алдыннан,před
799,hinter::PRP,арттан,za
800,unter::PRP,астында,pod
801,durch::PRP,аша,skrz
802,neben::PRP,тирәсендә,vedle
803,zwischen::PRP,арасында,mezi
804,wegen::PRP,сәбәпле,pro
805,dies::PRN,бу,toto
806,dies::PRN,бу,tohle
807,das::PRN,ул,to
808,alles::PRN,һәммә,všechno
809,ich::PRN,мин,já
810,du::PRN,син,ty
811,er::PRN,ул,on
812,wir::PRN,без,my
813,ihr::PRN,сез,vy
814,sie::PRN,ул,oni
815,was::FPRN,ни,co
816,was::FPRN,нәрсә,co
817,wer::FPRN,кем,kdo
818,wo::FADV,кайда,kde
819,wohin::FADV,кая,kam
820,wie::FADV,ничек,jak
821,warum::FADV,нигә,proč
822,wieviel::FNUM,ничә,kolik
823,eins::NUM,бер,jeden
824,zwei::NUM,ике,dva
825,drei::NUM,өч,tři
