,Concept_ID,uz,myv
106,Anhöhe::N,adir,пандыне
107,Berg::N,tog',пандо
108,Gipfel::N,cho'qqi,пря
109,Höhle::N,kavak,пещера
110,Abhang::N,to'sh,пандочама
111,Quelle::N,buloq,ушодкс
112,Bach::N,o'zan,чудикерькс
113,Fluss::N,daryo,лей
114,Ufer::N,sohil,чире
115,Küste::N,qirg'oq,лейчире
116,Festland::N,materik,мода
117,Meer::N,dengiz,моря
118,Bucht::N,qo'ltiq,усия
119,Insel::N,orol,усия
120,Blume::N,gul,цеця
121,Gras::N,sabza,тикше
122,Wurzel::N,tub,юр
123,Wurzel::N,tub,ундокс
124,Wurzel::N,tomir,юр
125,Wurzel::N,tomir,ундокс
126,Baum::N,daraxt,чувто
127,Stamm::N,o'simta,рунго
128,Rinde::N,qobiq,суд
129,Rinde::N,qobiq,керь
130,Ast::N,shox,морго
131,Zweig::N,butoq,тарад
132,Blatt::N,barg,лопа
133,Birke::N,qayin,килей
134,Kiefer[Baum]::N,qarag'ay,пиче
135,Weide[Baum]::N,shum,каль
136,Tanne::N,archa,куз
137,Horn::N,mugiz,сюро
138,Feder::N,par,толга
139,Fell::N,mo'yna,пона
140,Flügel::N,qanot,сёлмо
141,Klaue::N,tirnoq,кенже
142,Kralle::N,tirnoq,кенже
143,Schwanz::N,quyruq,пуло
144,Ei::N,tuxum,ал
145,Nest::N,oshyon,пизэ
146,Bau::N,o'pqon,варя
147,Bau::N,o'pqon,пизе
148,Tier::N,hayvon,ракша
149,Herde::N,gala,стада
150,Kuh::N,inak,скал
151,Bulle::N,ho'kiz,бука
152,Pferd::N,ot,лишме
153,Schaf::N,qo'y,реве
154,Schwein::N,cho'chqa,туво
155,Hund::N,it,пине
156,Hund::N,it,киска
157,Katze::N,mushuk,псака
158,Bär::N,ayiq,овто
159,Eichhörnchen::N,tiyin,ур
160,Elch::N,los,сярдо
161,Fuchs::N,tulki,ривезь
162,Hase::N,kuyon,нумоло
163,Maus::N,sichqon,чеерь
164,Wolf::N,bo'ri,верьгиз
165,Vogel::N,qush,нармунь
166,Schwarm::N,to'da,полк
167,Schwarm::N,to'da,стада
168,Huhn::N,tovuq,сараз
169,Hahn::N,xo'roz,атякш
170,Gans::N,g'oz,гала
171,Gans::N,g'oz,мацей
172,Adler::N,burgut,куцькан
173,Adler::N,burgut,тумоатякш
174,Ente::N,o'rdak,яксярго
175,Eule::N,boyo'g'li,корж
176,Kranich::N,turna,карго
177,Krähe::N,qarg'a,варака
178,Kuckuck::N,kakku,куко
179,Schwan::N,oqkush,локсей
180,Fisch::N,baliq,кал
181,Barsch::N,olabug'a,окунь
182,Hecht::N,cho'rtan,щука
183,Schlange[Tier]::N,ilon,гуй
184,Wurm::N,qurt,сукс
185,Spinne::N,o'rgimchak,шанжав
186,Ameise::N,chumoli,коткудав
187,Laus::N,bit,сий
188,Mücke::N,chivin,сеське
189,Fliege::N,pashsha,карво
190,Schmetterling::N,kapalak,нимиляв
191,Beere::N,meva,умарь
192,Apfel::N,olma,умарь
193,Pilz::N,qo'ziqorin,панго
194,Zwiebel::N,piyoz,чурька
195,Saat::N,äkin,видьметь
196,Korn::N,zarra,сюро
197,Heu::N,xashak,тикше
198,Schale::N,po'choq,кедь
199,Schale::N,po'choq,ваткавкс
200,Grube::N,co'ra,латко
201,Falle::N,qopqon,тувор
202,Falle::N,qopqon,кундамка
203,Schlinge::N,sirtmoq,килькш
204,Spur::N,iz,челькс
205,Spur::N,iz,пильгеки
206,Asche::N,kul,кулов
207,Dreck::N,kir,рудаз
208,Eisen::N,temir,кшни
209,Gold::N,tilla,сырне
210,Silber::N,kumush,сия
211,Kohle::N,ko'mir,сэдь
212,Kohle::N,ko'mir,уголия
213,Glas::N,oyna,сулика
214,Lehm::N,loy,сёвонь
215,Sand::N,qum,човар
216,Mensch::N,odam,ломань
217,Mann::N,ärkak,аля
218,Mann::N,ärkak,цёраломань
219,Frau::N,ayol,ава
220,Kind::N,bola,эйкакш
221,Kind::N,kichkintoy,эйкакш
222,Junge::N,bola,цёрыне
223,Mädchen::N,qiz,тейтерне
224,Familie::N,oila,семия
225,Großvater::N,buva,покштя
226,Großvater::N,katta ota,покштя
227,Großmutter::N,buvi,баба
228,Großmutter::N,katta oyi,баба
229,Eltern::N,ota-ona,тетят-ават
230,Vater::N,ota,тетя
231,Mutter::N,ona,ава
232,Sohn::N,o'g'il,цёра
233,Tochter::N,qiz,тейтерь
234,Bruder::N,og'a,леля
235,Bruder::N,og'a,ялакс
236,Bruder::N,uka,леля
237,Bruder::N,uka,ялакс
238,Schwester::N,opa,сазор
239,Schwester::N,singil,сазор
240,Onkel::N,amaki,леля
241,Tante::N,amma,патя
242,Tante::N,xola,патя
243,Ehemann::N,är,мирде
244,Ehefrau::N,rafiqa,ни
245,Freude::N,ayish,кеняркс
246,Gelächter::N,kulgi,ракамо
247,Gelächter::N,kulgi,пейдема
248,Glück::N,saodat,уцяска
249,Kummer::N,g'am,рискс
250,Kummer::N,g'am,мелявкс
251,Wunsch::N,orzu,мель
252,Wunsch::N,orzu,бажамо
253,Lust::N,rag'bat,бажамо
254,Geist::N,ruh,ойме
255,Gedanke::N,fikr,мель
256,Gedächtnis::N,äs,мель
257,Verstand::N,aql,прев
258,Sinn::N,ma'ni,толк
259,Sinn::N,ma'ni,смысла
260,Grund::N,sabab,тувтал
261,Wahrheit::N,haq,видечи
262,Gespräch::N,gap,кортнема
263,Märchen::N,ärtak,ёвкс
264,Erzählung::N,rivoyat,ёвтнема
265,Nachricht::N,xabar,куля
266,Neuigkeit::N,yangilik,куля
267,Name::N,ot,лем
268,Rätsel::N,topishmoq,содамоёвкс
269,Rede::N,nutq,кортамо
270,Sprache::N,til,кель
271,Stimme::N,ovoz,ваигель
272,Wort::N,so'z,вал
273,Zeichen::N,alomat,теште
274,Ruf::N,chaqiriq,тердема
275,Lärm::N,taraq,шалнома
276,Laut::N,tovush,вайгель
277,Ton::N,un,гайнема
278,Lied::N,ashula,моро
279,Ruhe::N,tinchlik,оймамо
280,Leute::N,xaloyiq,ломанть
281,Volk::N,xalq,народ
282,Arbeit::N,ish,тев
283,Gast::N,mehmon,инже
284,Geschenk::N,hadya,казне
285,Spiel::N,o'yin,налксема
286,Gesellschaft::N,jamiyat,община
287,Hilfe::N,yordam,лездамо
288,Freund::N,do'st,оя
289,Freund::N,do'st,ялга
290,Kamerad::N,yo'ldosh,оя
291,Kamerad::N,yo'ldosh,ялга
292,Angelegenheit::N,daxl,тев
293,Anzahl::N,son,ламоксчи
294,Art::N,tur,вид
295,Stück::N,parcha,пакш
296,Stück::N,parcha,пелькс
297,Teil::N,bo'lak,часть
298,Teil::N,bo'lak,пелькс
299,Hälfte::N,yarim,пель
300,Hälfte::N,yarim,пелькс
301,Kreis::N,aylana,кирькс
302,Kreuz::N,xoch,крёст
303,Linie::N,liniya,кикс
304,Strich::N,chiziq,межа
305,Abstand::N,oralik,ютко
306,Entfernung::N,uzoqlik,ютко
307,Gegend::N,yer,тарка
308,Gegend::N,yer,пертьпелькс
309,Platz::N,oralig,васолкс
310,Ort::N,joy,тарка
311,Seite::N,yon,ён
312,Seite::N,yon,чире
313,Mitte::N,o'rta,куншка
314,Gegenstand::N,ashyo,предмет
315,Sache::N,buyum,тев
316,Sache::N,buyum,веща
317,Rand::N,chek,пе
318,Rand::N,chek,чире
319,Kante::N,tig',ирдез
320,Ecke::N,burchak,ужо
321,Spitze::N,uch,пряне
322,Spitze::N,uch,пе
323,Ende::N,oxir,пе
324,Loch::N,teshik,варя
325,Winkel::N,go'sha,ужо
326,Muster::N,nusha,сёрма
327,Größe::N,kattalik,сэрь
328,Größe::N,kattalik,покшолма
329,Länge::N,uzunlik,кувалмо
330,Höhe::N,yuksaklik,сэрь
331,Höhe::N,yuksaklik,пандо
332,Gewicht::N,solmoq,сталмо
333,Menge::N,miqdor,лововкс
334,Haufen::N,uyum,мар
335,Haufen::N,uyum,валявкс
336,Reihe::N,saf,ряд
337,Boot::N,qayiq,венч
338,Ruder::N,äshkak,милё
339,Schlitten::N,chana,нурдт
340,Ski::N,chang'i,сокс
341,Lagerfeuer::N,gulxan,толбандя
342,Last::N,yuk,сталмо
343,Last::N,yuk,кандома
344,Gang::N,yurish,молема
345,Gang::N,yurish,якамо
346,Schritt::N,qadam,эскелькс
347,Norden::N,shimol,якшамо ёнкс
348,Süden::N,janub,лембе ёнкс
349,Westen::N,g'arb,чивалгома
350,Osten::N,sharq,чилисема
351,Holz::N,yog'och,чувто
352,Brett::N,taxta,лаз
353,Platte::N,tabaqa,плита
354,Stütze::N,tayanchi,неже
355,Stange::N,qo'noq,олга
356,Stock::N,tayoq,мандо
357,Stab::N,gavron,олога
358,Rohr::N,tarnov,турба
359,Haus::N,uy,кудо
360,Heim::N,makon,кудо
361,Ofen::N,pechka,каштомо
362,Fußboden::N,pol,киякс
363,Tisch::N,mosa,столь
364,Stuhl::N,o'rindiq,стул
365,Wiege::N,beshik,лавсь
366,Wiege::N,beshik,нурямот
367,Bett::N,yotoq,ацамо
368,Regal::N,tokcha,лався
369,Regal::N,tokcha,лавсяланго
370,Kiste::N,sandiq,горобия
371,Kiste::N,sandiq,сундук
372,Fenster::N,deraza,вальма
373,Tür::N,äshik,кенкш
374,Tor::N,darvoza,ортат
375,Zaun::N,panjara,пирявт
376,Zaun::N,panjara,пирвякс
377,Dach::N,tom,кудопря
378,Leiter::N,narvon,кузтема
379,Besen::N,supurgi,тенсть
380,Spaten::N,bel,койме
381,Schaufel::N,kurak,кече
382,Schaufel::N,kurak,келей койме
383,Gabel::N,bilka,сянгине
384,Löffel::N,qoshiq,пенч
385,Messer::N,pichoq,пеель
386,Nagel::N,mix,эске
387,Netz::N,to'r,алтыма
388,Haken::N,ilgak,кечказ
389,Griff::N,sop,кедне
390,Griff::N,tutqich,кедне
391,Schloss::N,qulf,замок
392,Schloss::N,qulf,панжома
393,Bild::N,rasm,картина
394,Figur::N,shakl,рунго
395,Puppe::N,ko'g'irchoq,няка
396,Beutel::N,to'rva,кескав
397,Bündel::N,bog'lam,керькс
398,Tasche::N,kissa,юдма
399,Eimer::N,chelak,ведра
400,Deckel::N,qopqoq,велькс
401,Geschirr::N,idish,кедьге
402,Sack::N,qop,кескав
403,Tasse::N,piyola,чакш
404,Topf::N,tuvak,кастрюля
405,Kessel::N,qozon,котёл
406,Essen::N,tomoq,ярсамо
407,Nahrung::N,emak,ярсамопель
408,Speise::N,taom,ярсамопель
409,Fleisch::N,go'sht,сывель
410,Getreide::N,g'alla,сюро
411,Brei::N,bo'tqa,каша
412,Brot::N,non,кши
413,Scheibe::N,disk,кочом
414,Scheibe::N,disk,сускомо
415,Fett::N,moy,куя
416,Butter::N,yog',ой
417,Öl::N,moy,ой
418,Salz::N,tuz,сал
419,Suppe::N,sho'rva,ям
420,Honig::N,asal,медь
421,Milch::N,sut,ловсо
422,Tee::N,choy,чай
423,Leder::N,charm,киське
424,Wolle::N,jun,пона
425,Stoff::N,mato,коцт
426,Nadel::N,igna,салмукс
427,Faden::N,ip,суре
428,Knopf::N,tugma,пов
429,Knoten::N,tugun,сюлмо
430,Farbe::N,bo'yok,артомапель
431,Kleidung::N,kiyim,оршамот
432,Hemd::N,ko'ylak,панар
433,Kragen::N,yoqa,сиве
434,Ärmel::N,yeng,ожа
435,Hose::N,shim,понкст
436,Gürtel::N,tasma,каркс
437,Mütze::N,shapka,чапка
438,Schuh::N,but,туфля
439,Stiefel::N,botinka,кем
440,Ring::N,yuzuk,суркс
441,Band::N,rishta,лента
442,Kamm::N,taroq,сурсеме
443,Spiegel::N,ko'zgu,чавачамо
444,Riemen::N,qayish,кшнань каркс
445,Schnur::N,bog'ich,пикс
446,Leine::N,etak,ведьме
447,Decke::N,odyol,вельтямо
448,Kissen::N,yostiq,тодов
449,Tuch::N,gazlama,паця
450,Handtuch::N,sochiq,нардамо
451,Kraft::N,kuch,вий
452,Stärke::N,quvvat,виевчи
453,Gesundheit::N,sog'lik,шумбрачи
454,Krankheit::N,kasallik,орма
455,Krankheit::N,kasallik,сэредема
456,Schmerz::N,og'riq,сэредькс
457,Wunde::N,yara,керявкс
458,Fieber::N,bezgak,маштыкс
459,Arznei::N,dori,ормаменькс
460,Brücke::N,ko'prik,сэдь
461,Brücke::N,ko'prik,мадамо
462,Brunnen::N,buloq,лисьма
463,Weide::N,yaylov,ракшань ванома тарка
464,Pfad::N,dorojka,ян
465,Weg::N,yo'l,ки
466,Straße::N,ko'cha,ки
467,Dorf::N,ovul,веле
468,Stadt::N,shahar,ош
469,Brief::N,maktub,сёрма
470,Buch::N,kitob,книга
471,Buchstabe::N,harf,буква
472,Zeitung::N,gazet,газета
473,Leben::N,hayot,эрямо
474,Tod::N,o'lim,кулома
475,Grab::N,go'r,калмо
476,Kirche::N,cherkov,церькова
477,Sünde::N,gunoh,чумочи
478,Gott::N,olloh,паз
479,Arbeiter::N,ishchi,робочей
480,Chef::N,rais,прявт
481,Meister::N,usta,кол тевень тенця
482,Arzt::N,hakim,врач
483,Lehrer::N,muallim,учитель
484,Lehrer::N,muallim,тонавтыця
485,Geld::N,pul,ярмак
486,Geschäft::N,savdo,ладязь тев
487,Laden::N,do'kon,лавка
488,Preis::N,baho,питне
489,Ware::N,mol,миевкс
490,Ware::N,mol,рамавкс
491,Nutzen::N,foyda,паро
492,Nutzen::N,foyda,лезэ
493,Reichtum::N,boylik,сюпавчи
494,Welt::N,olam,мир
495,Welt::N,olam,мастор ланго
496,Land::N,o'lka,мастор
497,Staat::N,davlat,государства
498,König::N,qirol,король
499,Macht::N,iqtidor,азорксчи
500,Grenze::N,chegara,буен тешкс
501,Krieg::N,harb,война
502,Feind::N,dushman,душман
503,Gewalt::N,zo'rlik,нарьгамо
504,Kampf::N,kurash,тюрема
505,Bogen[Waffe]::N,yoy,нал
506,Pfeil::N,o'q,нал
507,Gewehr::N,vintovka,ружия
508,Gewehr::N,vintovka,винтовка
509,Fehler::N,xato,ильведькс
510,Fehler::N,xato,ильведевкс
511,Lüge::N,yolg'on,манчема
512,Lüge::N,yolg'on,кенгелема
513,Schaden::N,ziyon,зыян
514,Unglück::N,balo,зыян
515,Schuld::N,ayb,чумочи
516,Alter::N,yosh,шка
517,Schluss::N,tamom,пе
518,Zeit::N,vaqt,шка
519,Zeit::N,vaqt,пинге
520,Tag::N,kun,чи
521,Morgen::N,saboh,валске
522,Mittag::N,kun tushlik,чикуншка
523,Abend::N,oqshom,чокшнэ
524,Nacht::N,tun,ве
525,Woche::N,hafta,недля
526,Monat::N,oy,ков
527,Jahr::N,yil,ие
528,Frühling::N,bahor,тундо
529,Sommer::N,yoz,кизэ
530,Herbst::N,kuz,сёксь
531,Herbst::N,xazon,сёксь
532,Winter::N,qish,теле
533,Januar::N,yanvar',якшамков
534,Februar::N,fevral',февраль
535,März::N,mart,март
536,April::N,aprel',апрель
537,Mai::N,may,май
538,Juni::N,iyun',июнь
539,Juli::N,iyul',июль
540,August::N,avgust,август
541,September::N,sentyabr',сентября
542,Oktober::N,oktyabr',октября
543,November::N,noyabr',ноября
544,Dezember::N,dekabr',декабря
545,Montag::N,dushanba,пондельник
546,Dienstag::N,seshanba,овторник
547,Mittwoch::N,chorshanba,серёда
548,Donnerstag::N,payshanba,цетьверьг
549,Freitag::N,juma,пеця
550,Samstag::N,shanba,субута
551,Samstag::N,shanba,шлямочи
552,Sonntag::N,yakshanba,недлячи
553,groß::A,buyuk,ине
554,groß::A,buyuk,покш
555,klein::A,kichik,вишка
556,lang::A,uzun,кувака
557,kurz::A,qisqa,нурькине
558,breit::A,keng,келей
559,schmal::A,änsiz,теине
560,dicht::A,quyuq,тусто
561,dick[Gegenstand]::A,qalin,эчке
562,dünn::A,ingichka,човине
563,fein::A,mayin,човине
564,fest::A,qattiq,кеме
565,flach::A,yalpoq,лапужа
566,glatt::A,tekis,валаня
567,hart::A,qattiq,калгодо
568,weich::A,yumshoq,чевте
569,rund::A,yumaloq,кеверь
570,spitz::A,uchli,пшти
571,scharf::A,keskir,пшти
572,stumpf::A,to'mtoq,ношка
573,schwer::A,salmoqli,стака
574,schön::A,go'zal,мазый
575,heiß::A,qiziq,пси
576,warm::A,issiq,лембе
577,kalt::A,sovuq,якшамо
578,kühl::A,salqin,экше
579,frisch::A,toza,свежа
580,feucht::A,namli,летьке
581,nass::A,nam,начко
582,trocken::A,quruq,коське
583,voll::A,to'la,пешксе
584,leer::A,puch,чаво
585,offen::A,ochiq,панжадо
586,offen::A,ochiq,виде
587,geschlossen::A,berk,пекстазь
588,geschlossen::A,berk,сёлгозь
589,sauber::A,ozoda,ванькс
590,schmutzig::A,kir,ливезев
591,roh::A,xom,верек
592,reif::A,pishiq,кенерезь
593,lecker::A,shirin,тантей
594,süß::A,shirin,ламбамо
595,bitter::A,achchiq,сэпей
596,sauer::A,achchiq,чапамо
597,hell::A,yorug',валдо
598,dunkel::A,qorong'i,чопода
599,schwarz::A,qora,раужо
600,weiß::A,oq,ашо
601,rot::A,qizil,якстере
602,gelb::A,sariq,ожо
603,blau::A,zangori,сэнь
604,grün::A,yashil,пиже
605,grau::A,bo'z,шержев
606,bunt::A,ola,сёрмав
607,billig::A,arzon,аволь питней
608,teuer::A,qimmat,питней
609,wertvoll::A,qimmat,питней
610,blind::A,ko'r,сокор
611,taub::A,garang,амариця
612,kräftig::A,kuchli,пек виев
613,stark::A,quvvatli,виев
614,schwach::A,kuchsiz,лавшо
615,fett::A,semiz,куя
616,schlank::A,ingichka,виде ронга
617,hübsch::A,ko'rkam,мазый
618,böse::A,yovuz,кежей
619,dumm::A,aqlsiz,чавола
620,dumm::A,aqlsiz,превтеме
621,faul::A,ärinchak,нузякс
622,fleißig::A,ishchan,мелень путыця
623,geizig::A,qurumsoq,скупой
624,klug::A,oqil,превей
625,geschickt::A,äpchil,маштозь теезь
626,lieb::A,aziz,вадря
627,lustig::A,chaqchaq,весёла
628,sanft::A,asta,сэтьме
629,hungrig::A,och,вачо
630,krank::A,kasal,сэредиця
631,nackt::A,yalang,штапо
632,traurig::A,xafa,нусманя
633,lebendig::A,hayotiy,эриця
634,gut::A,soz,паро
635,schlecht::A,yomon,берянь
636,richtig::A,rost,виде
637,schlimm::A,yovuz,берянь
638,wahr::A,haqiqiy,алкуксонь
639,alt::A,äski,ташто
640,neu::A,yangi,од
641,ehemalig::A,sobiq,икелень
642,alt[Lebewesen]::A,qari,сыре
643,jung::A,navqiron,од
644,arm::A,abgor,кажов
645,reich::A,boy,сюпав
646,bekannt::A,ma'lum,содавикс
647,berühmt::A,mashhur,содавикс
648,fremd::A,yot,лия
649,fremd::A,yot,асодавикс
650,verschieden::A,turli,эрьва
651,nah::A,yaqindagi,а васолонь
652,fern::A,uzoq,умонь
653,fern::A,uzoq,кезэрень
654,linker::A,so'l,керш
655,rechter::A,o'ng,вить
656,anderer::A,boshqa,лия
657,erster::A,birinchi,васень
658,erster::A,birinchi,васенце
659,zweiter::A,ikkinchi,омбоце
660,dritter::A,uchinchi,колмоце
661,letzter::A,oxirgi,меельце
662,allein::ADV,o'zicha,башка
663,allein::ADV,o'zicha,ськамонзо
664,auf einmal::ADV,varakay,вейсэ
665,zusammen::ADV,barobar,вейс
666,zusammen::ADV,barobar,вейсэ
667,lange::ADV,uzoq,кувать
668,plötzlich::ADV,qo'qqisdan,апак учо
669,sofort::ADV,darrov,курок
670,sofort::ADV,darrov,нейке
671,später::ADV,so'ngra,мейле
672,jetzt::ADV,hozirgina,ней
673,heute::ADV,bugun,течи
674,morgen::ADV,ärta,ванды
675,bald::ADV,toz,курок
676,dann::ADV,keyin,мейле
677,dann::ADV,keyin,седе мейле
678,gestern::ADV,kecha,исяк
679,einst::ADV,avvallari,весть
680,einst::ADV,avvallari,зярдо-бути
681,damals::ADV,ugal,сестэ
682,danach::ADV,so'ngra,мейле
683,danach::ADV,so'ngra,седе мейле
684,vorher::ADV,avval,васняяк
685,zuerst::ADV,avval,васня
686,einmal::ADV,bir marta,весть
687,manchmal::ADV,onda-sonda,лиясто
688,oft::ADV,tez-tez,сеетьстэ
689,immer::ADV,har vaqt,свал
690,niemals::ADV,hargiz,а зярдояк
691,hier::ADV,shu erda,тесэ
692,hierhin::ADV,beri,тей
693,von hier::ADV,shu erdan,тестэ
694,dort::ADV,ana,тосо
695,dorthin::ADV,u yerga,тов
696,geradeaus::ADV,to'g'ri,витьстэ
697,vorwärts::ADV,ilgari,икелев
698,rückwärts::ADV,qoloq,мекев
699,zurück::ADV,orqada,мекев
700,unten::ADV,pastda,ало
701,hinab::ADV,tubanga,алов
702,oben::ADV,ustida,вере
703,hinauf::ADV,yuqorida,верев
704,überall::ADV,har erda,эрьва косо
705,nicht::ADV,ämas,а
706,ein wenig::ADV,biroz,аламошка
707,kaum::ADV,arang,ансяк
708,sehr::ADV,ancha,пек
709,sehr::ADV,ancha,вельть
710,so::ADV,shunday,истя
711,noch::ADV,hali,таго
712,nur::ADV,yolg'iz,ансяк
713,schon::ADV,endi,уш
714,wieder::ADV,yana,таго
715,vergebens::ADV,bekorga,стяко
716,vor::PRP,burun,икеле
717,hinter::PRP,ketida,вельде
718,unter::PRP,ostida,ало
719,durch::PRP,bo'ylab,пачк
720,neben::PRP,yonida,вакссо
721,zwischen::PRP,orada,ютксо
722,wegen::PRP,sababli,кис
723,wegen::PRP,sababli,коряс
724,wegen::PRP,sababli,кувалт
725,dies::PRN,o'sha,те
726,das::PRN,narigi,те
727,das::PRN,narigi,тона
728,alles::PRN,har nima,весе
729,alles::PRN,har nima,весемесь
730,ich::PRN,men,мон
731,du::PRN,sen,тон
732,er::PRN,u,сон
733,wir::PRN,biz,минь
734,ihr::PRN,siz,тынь
735,sie::PRN,ular,сынь
736,was::FPRN,nima,мезе
737,wer::FPRN,kim,ки
738,wo::FADV,qaerda,косо
739,wohin::FADV,qayerga,ков
740,wohin::FADV,qayerga,козо
741,wie::FADV,qanday,кода
742,warum::FADV,nega,мекс
743,wieviel::FNUM,qancha,зяро
744,eins::NUM,bir,вейке
745,zwei::NUM,ikki,кавто
746,drei::NUM,uch,колмо
747,vier::NUM,to'rt,ниле
748,fünf::NUM,besh,вете
749,sechs::NUM,olti,кото
750,sieben::NUM,etti,сисем
751,acht::NUM,sakkiz,кавксо
752,neun::NUM,to'qqiz,вейксэ
753,zehn::NUM,o'n,кемень
754,elf::NUM,o'n bir,кевейкее
755,zwölf::NUM,o'n ikki,кемгавтово
756,zwanzig::NUM,yigirma,комсь
757,dreißig::NUM,o'ttiz,колоньгемень
758,vierzig::NUM,qirq,ниленьгемень
759,fünfzig::NUM,ällik,ведьгемень
760,sechzig::NUM,oltmish,кодгемень
761,siebzig::NUM,etmish,сизьгемень
762,achtzig::NUM,sakson,кавксоньгемень
763,neunzig::NUM,to'qson,вейксэньгемень
764,hundert::NUM,yuz,сядо
765,tausend::NUM,ming,тыща
766,und::CNJ,va,ды
767,oder::CNJ,yo,или
768,stehen::V,turmoq,аштемс стядо
769,sitzen::V,o'tirmoq,аштемс озадо
770,liegen::V,yotmoq,мадезь аштемс
771,hängen::V,osilmoq,нурьгемс
772,werden::V,bo'lmoq,арамс
773,passieren::V,bo'lib o'tmoq,лисэмс
774,beginnen::V,boshlanmoq,ушодомс
775,enden::V,bitmoq,лоткамс
776,wechseln::V,o'zgarmoq,полавтнемс
777,aufgehen[Sonne]::V,chiqmoq,лисемс
778,aufgehen[Sonne]::V,chiqmoq,стямс
779,untergehen[Sonne]::V,botmoq,валгомс
780,scheinen[Sonne]::V,yaraqlamoq,валдомтомс
781,donnern::V,gulduramoq,цярномс
782,donnern::V,gulduramoq,галдордомс
783,wehen::V,elpimoq,пувамс
784,strömen::V,oqmoq,чудемс
785,fließen::V,oqmoq,чудемс
786,sich drehen::V,aylanmoq,велямс
787,schwanken::V,qoqilmoq,лыкамс
788,schwanken::V,qoqilmoq,якамс
789,schwingen::V,lopillamoq,нурсемс
790,schwingen::V,lopillamoq,лыкамс
791,fallen::V,tushmoq,прамс
792,fallen::V,tushmoq,сяворемс
