,Concept_ID,lbe,en
58,Geschmack::N,тӏааьн,flavor
59,Geruch::N,кьанкь,odour
60,Geruch::N,кьанкь,odor
61,Schlaf::N,шану,sleep
62,Traum::N,макӏру,dream
63,Himmel::N,ссав,sky
64,Sonne::N,баргъ,sun
65,Mond::N,барз,moon
66,Stern::N,цӏуку,star
67,Luft::N,гьава,air
68,Wind::N,марч,wind
69,Welle::N,щатӏи,wave
70,Wasser::N,щин,water
71,Stein::N,чару,stone
72,Boden::N,аьрщи,soil
73,Boden::N,аьрщи,ground
74,Erde::N,аьрщи,earth
75,Staub::N,ххит,dust
76,Rauch::N,пуркӏу,smoke
77,Funke::N,пиягь,spark
78,Feuer::N,цӏу,fire
79,Licht::N,чани,light
80,Schatten::N,ххют,shadow
81,Wetter::N,гьава,weather
82,Nebel::N,шархь ттурлу,fog
83,Wolke::N,ттурлу,cloud
84,Regen::N,гъарал,rain
85,Schnee::N,марххала,snow
86,Eis::N,микӏ,ice
87,Frost::N,дяркъу,frost
88,Frost::N,замгьар,frost
89,Kälte::N,дяркъу,chill
90,Hitze::N,кӏиришиву,heat
91,Raureif::N,сил,hoarfrost
92,Raureif::N,бурса,hoarfrost
93,Regenbogen::N,ссурул ккуртта,rainbow
94,Donner::N,къув,thunder
95,Strömung::N,экьинанаву,current
96,Tropfen::N,кӏунтӏ,drop
97,Schaum::N,хьама,foam
98,Schmutz::N,кьяркьи,dirt
99,See::N,бяр,lake
100,Sumpf::N,кунцӏа,swamp
101,Wiese::N,кьан,meadow
102,Wald::N,вацӏа,forest
103,Hügel::N,бакӏу,hill
104,Berg::N,зунтту,mountain
105,Gipfel::N,мицӏ,summit
106,Höhle::N,нух,cave
107,Abhang::N,сун,slope
108,Quelle::N,дайдихьу,source
109,Quelle::N,бакӏ,source
110,Bach::N,чӏрир нех,brook
111,Fluss::N,нех,river
112,Ufer::N,зума,shore
113,Küste::N,зумаинхалу,coast
114,Küste::N,зуманицӏалу,coast
115,Festland::N,кьири,land
116,Meer::N,хьхьири,sea
117,Insel::N,жазира,island
118,Blume::N,тӏутӏи,flower
119,Gras::N,уртту,grass
120,Wurzel::N,мархха,root
121,Baum::N,мурхь,tree
122,Stamm::N,ттарцӏ,trunk
123,Rinde::N,ккамара,bark
124,Ast::N,матӏи,limb
125,Zweig::N,къяртта,branch
126,Blatt::N,чӏапӏи,leaf
127,Birke::N,кӏялахӏи,birch
128,Birke::N,кӏялахӏилул мурхь,birch
129,Kiefer[Baum]::N,ттар,pine
130,Kiefer[Baum]::N,ттарлил мурхь,pine
131,Weide[Baum]::N,щавщи,willow
132,Tanne::N,ттарлил мурхь,fir
133,Horn::N,хъи,horn
134,Feder::N,лелуххул тӏиму,feather
135,Fell::N,бурчу,fur
136,Flügel::N,хъа,wing
137,Flügel::N,ххурупӏайрал тӏиму,wing
138,Klaue::N,михь,claw
139,Kralle::N,ххяппа,claw
140,Schwanz::N,магъ,tail
141,Ei::N,ккунук,egg
142,Nest::N,кюру,nest
143,Bau::N,цукъуккутӏ,lair
144,Tier::N,хӏайван,animal
145,Herde::N,газу,flock
146,Kuh::N,оьл,cow
147,Bulle::N,ниц,bull
148,Pferd::N,чу,horse
149,Schaf::N,тта,sheep
150,Schwein::N,дунгъуз,pig
151,Hund::N,ккаччи,dog
152,Katze::N,ччиту,cat
153,Bär::N,цуша,bear
154,Eichhörnchen::N,бюрхттукку,squirrel
155,Elch::N,ниц-бюрин,elk
156,Fuchs::N,цулчӏа,fox
157,Fuchs::N,куча цулчӏа,fox
158,Hase::N,бюрх,hare
159,Maus::N,кӏулу,mouse
160,Wolf::N,барцӏ,wolf
161,Vogel::N,лелуххи,bird
162,Schwarm::N,гьухъала,swarm
163,Huhn::N,аьнакӏи,chicken
164,Hahn::N,ажари,cock
165,Gans::N,къаз,goose
166,Adler::N,барзу,eagle
167,Ente::N,урдак,duck
168,Eule::N,ису,owl
169,Eule::N,ччиккумяв,owl
170,Kranich::N,кьурукь,crane
171,Krähe::N,хъатӏу,crow
172,Kuckuck::N,ччикку,cuckoo
173,Schwan::N,урттил къаз,swan
174,Fisch::N,чавахъ,fish
175,Schlange[Tier]::N,шатта,snake
176,Wurm::N,кьюнукьай шатта,worm
177,Spinne::N,ххялцу,spider
178,Ameise::N,митӏикьукьу,ant
179,Mücke::N,мичӏак,midge
180,Fliege::N,зимиз,fly
181,Schmetterling::N,чӏимучӏали,butterfly
182,Beere::N,хӏаллил ахъулсса,berry
183,Apfel::N,гьивч,apple
184,Pilz::N,ттуккул иис,mushroom
185,Zwiebel::N,лаччул чсмусул бакӏ,onion
186,Saat::N,гьанна,seed
187,Korn::N,къама,grain
188,Heu::N,ххулув,hay
189,Schale::N,ккиртту,husk
190,Grube::N,кӏаланг,pit
191,Falle::N,къатӏа,trap
192,Schlinge::N,хӏатӏ,noose
193,Spur::N,ша,track
194,Asche::N,лах,ashes
195,Dreck::N,кьяркьи,filth
196,Dreck::N,венп,filth
197,Eisen::N,мах,iron
198,Gold::N,муси,gold
199,Silber::N,арцу,silver
200,Kohle::N,кӏалаш,coal
201,Kohle::N,хъуручӏ,coal
202,Glas::N,пюрун,glass
203,Lehm::N,сина аьрщи,clay
204,Sand::N,къун,sand
205,Mensch::N,инсан,human
206,Mann::N,чув,man
207,Mann::N,адимина,man
208,Frau::N,щарсса,woman
209,Frau::N,хъамитайпа,woman
210,Kind::N,чӏиви оьрчӏ,child
211,Junge::N,оьрчӏ,boy
212,Junge::N,бурхьин оьрчӏ,boy
213,Mädchen::N,душ,girl
214,Familie::N,кулпат,family
215,Großvater::N,ттатта,grandfather
216,Großvater::N,ниттил ппу,grandfather
217,Großmutter::N,буттал нину,grandmother
218,Eltern::N,нину-ппу,parents
219,Vater::N,ппу,father
220,Mutter::N,нину,mother
221,Sohn::N,арс,son
222,Tochter::N,душ,daughter
223,Bruder::N,уссу,brother
224,Schwester::N,ссу,sister
225,Onkel::N,буттауссу,uncle
226,Tante::N,буттал ссу,aunt
227,Ehemann::N,лас,husband
228,Ehefrau::N,щар,wife
229,Ehefrau::N,щарсса,wife
230,Freude::N,шадшиву,joy
231,Freude::N,ххаришиву,joy
232,Gelächter::N,хъяхъаву,laughter
233,Glück::N,талихӏ,happiness
234,Kummer::N,дард,grief
235,Wunsch::N,мурад,wish
236,Lust::N,гьавас,desire
237,Lust::N,ччаву,desire
238,Geist::N,рухӏ,spirit
239,Gedanke::N,пикри,thought
240,Gedächtnis::N,дакӏний личӏаву,memory
241,Verstand::N,аькьлу,mind
242,Sinn::N,мяъна,meaning
243,Grund::N,багьана,reason
244,Wahrheit::N,тӏайламур,truth
245,Wahrheit::N,хӏакьмур,truth
246,Gespräch::N,ихтилат,talk
247,Märchen::N,магьа,fairy tale
248,Erzählung::N,хавар,story
249,Nachricht::N,хавар,message
250,Neuigkeit::N,хавар,news
251,Name::N,цӏа,name
252,Rätsel::N,ссигьа,puzzle
253,Rede::N,гъалгъа,speech
254,Sprache::N,маз,language
255,Stimme::N,чӏу,voice
256,Stimme::N,чӏукӏа,voice
257,Wort::N,махъ,word
258,Zeichen::N,лишан,sign
259,Lärm::N,чӏу,noise
260,Laut::N,чӏу,sound
261,Ton::N,чӏу,tone
262,Lied::N,балай,song
263,Ruhe::N,дигьалагру,calm
264,Leute::N,инсантал,people
265,Volk::N,ил,nation
266,Volk::N,халкь,nation
267,Arbeit::N,заву,work
268,Gast::N,хъамаличу,guest
269,Geschenk::N,бухчакарши,gift
270,Geschenk::N,лажинккакку,gift
271,Spiel::N,тӏуркӏу,game
272,Gesellschaft::N,жямат,company
273,Gesellschaft::N,ккуран,company
274,Hilfe::N,кумаг,help
275,Freund::N,дус,friend
276,Kamerad::N,хӏаласу,companion
277,Angelegenheit::N,иш,matter
278,Anzahl::N,аьдад,count
279,Art::N,жинс,sort
280,Stück::N,касак,piece
281,Teil::N,бутӏа,part
282,Hälfte::N,дачӏи,half
283,Kreis::N,кюрщан,circle
284,Kreuz::N,ххач,cross
285,Linie::N,щва,line
286,Strich::N,щва,stroke
287,Abstand::N,манзил,gap
288,Entfernung::N,манзил,distance
289,Gegend::N,кӏану,area
290,Ort::N,кӏану,place
291,Seite::N,чул,side
292,Seite::N,чулухалу,side
293,Mitte::N,дя,middle
294,Gegenstand::N,зат,item
295,Sache::N,зат,thing
296,Rand::N,зума,fringe
297,Ecke::N,мурцӏу,corner
298,Spitze::N,мицӏ,tip
299,Ende::N,зума,end
300,Loch::N,ккутӏ,hole
301,Winkel::N,мурцӏу,angle
302,Muster::N,накьич,pattern
303,Länge::N,лахъишиву,length
304,Höhe::N,лахъшиву,height
305,Gewicht::N,дуццин,weight
306,Gewicht::N,кӏушиву,weight
307,Haufen::N,бакӏу,heap
308,Reihe::N,кьюкьа,row
309,Boot::N,луткка,boat
310,Ruder::N,весло,oar
311,Ruder::N,чӏатӏа,oar
312,Schlitten::N,чана,sleigh
313,Schlitten::N,санкка,sleigh
314,Ski::N,лижарду,ski
315,Lagerfeuer::N,къавтӏн,campfire
316,Last::N,гьиву,load
317,Gang::N,нанаву,walk
318,Schritt::N,ша,step
319,Norden::N,ухссав,north
320,Norden::N,ухссавнил чулухалу,north
321,Süden::N,кьилва,south
322,Westen::N,баргълагавал,west
323,Westen::N,баргълагавал чул,west
324,Osten::N,баргъбуккай чулухалу,east
325,Holz::N,тӏама,wood
326,Brett::N,тахта,board
327,Platte::N,гъуни,slab
328,Stütze::N,гьалакӏу,bracket
329,Stange::N,къазихъ,pole
330,Stock::N,ттархь,stick
331,Stab::N,ччантӏакъу,staff
332,Rohr::N,бургъу,pipe
333,Haus::N,къатта,house
334,Heim::N,къатта,home
335,Ofen::N,пач,stove
336,Fußboden::N,чӏанкъатта,floor
337,Tisch::N,усттул,table
338,Stuhl::N,кӏану,chair
339,Wiege::N,оьрчӏал кӏану,cradle
340,Bett::N,тах,bed
341,Regal::N,чӏаму,shelf
342,Kiste::N,яшикӏ,box
343,Kiste::N,къурши,box
344,Fenster::N,чӏавахьулу,window
345,Tür::N,нуз,door
346,Tür::N,нузкьун,door
347,Tor::N,къапу,gate
348,Tor::N,дарваза,gate
349,Zaun::N,дайгьузанну,fence
350,Dach::N,магъи,roof
351,Dach::N,цӏиялу,roof
352,Leiter::N,чуртту,ladder
353,Besen::N,чӏатлу,broom
354,Spaten::N,бил,spade
355,Schaufel::N,чӏатӏа,shovel
356,Gabel::N,гьиссилу,fork
357,Löffel::N,къуса,spoon
358,Messer::N,чӏила,knife
359,Nagel::N,мяр,nail
360,Netz::N,къери,net
361,Haken::N,къича,hook
362,Griff::N,куяму,handle
363,Schloss::N,кьункьула,lock
364,Bild::N,сурат,picture
365,Puppe::N,ссихьу,doll
366,Beutel::N,чантай,pouch
367,Bündel::N,гьи,bundle
368,Bündel::N,къар,bundle
369,Eimer::N,бадра,bucket
370,Deckel::N,къапаза,cover
371,Geschirr::N,пюрунчӏул,dishes
372,Geschirr::N,тӏахӏникӏичӏу,dishes
373,Sack::N,къап,sack
374,Sack::N,дарваг,sack
375,Tasse::N,пижан,cup
376,Tasse::N,пинжан,cup
377,Tasse::N,инкираччатӏи,cup
378,Tasse::N,цинцилттал бушкъап,cup
379,Topf::N,кӏункӏур,pot
380,Kessel::N,чаг,kettle
381,Kessel::N,кӏункӏур,kettle
382,Essen::N,дукия,meal
383,Essen::N,дукин,meal
384,Nahrung::N,дукра,food
385,Speise::N,дукра,dish
386,Fleisch::N,дикӏ,meat
387,Getreide::N,къама,corn
388,Brei::N,ккурч,mush
389,Brot::N,ччатӏ,bread
390,Scheibe::N,парча,slice
391,Fett::N,аьгъушиву,fat
392,Butter::N,нагь,butter
393,Butter::N,лагаву,butter
394,Salz::N,цӏву,salt
395,Suppe::N,накь,soup
396,Honig::N,ницӏ,honey
397,Milch::N,накӏ,milk
398,Tee::N,чяй,tea
399,Leder::N,бурчу,leather
400,Wolle::N,ппал,wool
401,Stoff::N,янна,cloth
402,Nadel::N,ххалаххи,needle
403,Faden::N,ххал,thread
404,Knopf::N,банд,button
405,Knoten::N,къурхъ,knot
406,Farbe::N,сир,paint
407,Kleidung::N,янна,clothes
408,Kleidung::N,лаххия,clothes
409,Hemd::N,гьухъа,shirt
410,Kragen::N,дарвач,collar
411,Ärmel::N,кахха,sleeve
412,Hose::N,хӏажак,trousers
413,Gürtel::N,мухӏлу,belt
414,Mütze::N,кьяпа,cap
415,Stiefel::N,чакма,boot
416,Ring::N,кӏисса,ring
417,Band::N,линт,ribbon
418,Kamm::N,ттарал,comb
419,Spiegel::N,дагьани,mirror
420,Riemen::N,эн,strap
421,Schnur::N,хьхьа,string
422,Decke::N,виргъан,blanket
423,Kissen::N,кӏаралу,pillow
424,Tuch::N,карщи,scarf
425,Handtuch::N,калихьу,towel
426,Handtuch::N,лажинлихьу,towel
427,Kraft::N,эллаж,force
428,Stärke::N,гуж,strength
429,Gesundheit::N,цӏуллу-сагъшиву,health
430,Krankheit::N,къашайшиву,illness
431,Schmerz::N,къюву,pain
432,Wunde::N,щаву,wound
433,Fieber::N,кӏиришиву,fever
434,Arznei::N,дару,medicine
435,Brücke::N,ламу,bridge
436,Brunnen::N,къуй,well
437,Weide::N,бизантту,pasture
438,Pfad::N,жегъир ххуллу,path
439,Weg::N,ххуллу,way
440,Straße::N,ххуллу,road
441,Dorf::N,щар,village
442,Dorf::N,шяравалу,village
443,Stadt::N,шагьру,town
444,Brief::N,чагъар,letter
445,Buch::N,лу,book
446,Buchstabe::N,хӏарп,character
447,Zeitung::N,кказит,newspaper
448,Leben::N,оьрму,life
449,Tod::N,ажал,death
450,Tod::N,бивкӏу,death
451,Tod::N,ивчӏаву,death
452,Grab::N,гьав,grave
453,Kirche::N,килиса,church
454,Sünde::N,бунагъ,sin
455,Gott::N,зал,god
456,Arbeiter::N,зузала,worker
457,Chef::N,ялувма,boss
458,Meister::N,усттар,master
459,Arzt::N,хӏакин,doctor
460,Lehrer::N,учитель,teacher
461,Geld::N,арцу,money
462,Geschäft::N,даву,business
463,Laden::N,ттучан,shop
464,Preis::N,багъа,price
465,Ware::N,хъус,ware
466,Nutzen::N,хайр,profit
467,Nutzen::N,мюнпат,profit
468,Reichtum::N,давлат,wealth
469,Reichtum::N,аваданшиву,wealth
470,Welt::N,дуниял,world
471,Land::N,билаят,country
472,Staat::N,паччахӏлугъ,state
473,Macht::N,власть,power
474,Grenze::N,дазу,border
475,Krieg::N,дяъви,war
476,Feind::N,душман,enemy
477,Gewalt::N,къия,violence
478,Kampf::N,лачӏуи уккаву,fight
479,Bogen[Waffe]::N,ккуртта,bow
480,Pfeil::N,чӏатӏаракӏ,arrow
481,Gewehr::N,ттупанг,gun
482,Fehler::N,гъалатӏ,mistake
483,Lüge::N,щялмахъ,lie
484,Schaden::N,зарал,damage
485,Unglück::N,бала,misfortune
486,Schuld::N,тахсир,fault
487,Alter::N,оьрму,age
488,Schluss::N,ахир,conclusion
489,Zeit::N,чӏун,time
490,Tag::N,кьини,day
491,Morgen::N,кӏюрх,morning
492,Mittag::N,ахттайн,noon
493,Mittag::N,дяахттайн,noon
494,Mittag::N,ахттайн чӏун,noon
495,Abend::N,маркӏачӏан,evening
496,Nacht::N,хьхьу,night
497,Woche::N,нюжмар,week
498,Monat::N,барз,month
499,Jahr::N,шин,year
500,Frühling::N,инт,spring
501,Sommer::N,гъи,summer
502,Herbst::N,ссут,autumn
503,Winter::N,кӏи,winter
504,Januar::N,цалчинмур барз,January
505,Februar::N,кӏилчинмур барз,February
506,März::N,шамилчинмур барз,March
507,April::N,апрель,April
508,April::N,мукьилчинмур барз,April
509,Mai::N,май,May
510,Mai::N,ххюлчинмур барз,May
511,Juni::N,июнь,June
512,Juni::N,ряххилчинмур барз,June
513,Juli::N,июль,July
514,Juli::N,Арулчинмур барз,July
515,August::N,мяйлчинмур барз,August
516,September::N,урчӏилчинмур барз,September
517,Oktober::N,ацӏилчинмур барз,October
518,November::N,ацӏния цалчинмур барз,November
519,Dezember::N,ацӏния кӏилчинмур барз,December
520,Montag::N,итин,Monday
521,Montag::N,итин кьини,Monday
522,Dienstag::N,тталат,Tuesday
523,Dienstag::N,тталат кьини,Tuesday
524,Mittwoch::N,арвахӏ,Wednesday
525,Donnerstag::N,хамис,Thursday
526,Freitag::N,нюжмар,Friday
527,Freitag::N,нюжмар кьини,Friday
528,Samstag::N,ххуллун,Saturday
529,Samstag::N,ххуллун кьини,Saturday
530,Sonntag::N,алхӏат,Sunday
531,Sonntag::N,алхӏат кьини,Sunday
532,groß::A,бугъарасса,big
533,klein::A,чӏивисса,little
534,lang::A,лахъисса,long
535,kurz::A,кутӏасса,short
536,breit::A,уттасса,wide
537,schmal::A,уттакӏюласса,narrow
538,dicht::A,ццунсса,dense
539,dick[Gegenstand]::A,ганзсса,thick
540,dünn::A,кӏюласса,thin
541,fest::A,цӏакьсса,firm
542,fest::A,кьянкьасса,firm
543,flach::A,баягъисса,flat
544,flach::A,цӏубакъасса,flat
545,flach::A,куртӏ дакъасса,flat
546,glatt::A,дюрчӏусса,smooth
547,hart::A,кьянкьасса,hard
548,weich::A,кӏукӏлусса,soft
549,rund::A,ккурккисса,round
550,spitz::A,ярксса,pointed
551,spitz::A,дайлсса,pointed
552,spitz::A,мицӏ бусса,pointed
553,scharf::A,ярксса,sharp
554,scharf::A,дайлсса,sharp
555,scharf::A,мицӏ бусса,sharp
556,stumpf::A,къуркъасса,blunt
557,schwer::A,кӏусса,heavy
558,schön::A,аьнтӏикӏасса,beautiful
559,heiß::A,кӏирисса,hot
560,warm::A,гъелисса,warm
561,kalt::A,дяркъусса,cold
562,kühl::A,дюхлулсса,cool
563,frisch::A,цӏусса,fresh
564,feucht::A,атилсса,damp
565,feucht::A,хъавтусса,damp
566,nass::A,атилсса,wet
567,nass::A,хъавтусса,wet
568,trocken::A,кьавкьсса,dry
569,trocken::A,кьакьан бувсса,dry
570,voll::A,бувцӏусса,full
571,leer::A,бачӏвасса,empty
572,offen::A,тӏивтӏусса,open
573,geschlossen::A,лавкьусса,closed
574,sauber::A,марцӏсса,clean
575,schmutzig::A,чапалсса,dirty
576,roh::A,шакъавхьсса,raw
577,reif::A,дирсса,ripe
578,lecker::A,нахӏусса,delicious
579,lecker::A,тӏааьнсса,delicious
580,süß::A,нацӏусса,sweet
581,bitter::A,кьурчӏисса,bitter
582,sauer::A,туршсса,sour
583,hell::A,чаннасса,bright
584,dunkel::A,цӏансса,dark
585,schwarz::A,лухӏисса,black
586,weiß::A,кӏяласса,white
587,rot::A,ятӏулсса,red
588,gelb::A,хъахъисса,yellow
589,blau::A,някӏсса,blue
590,grün::A,щюлисса,green
591,grau::A,оьрусса,grey
592,bunt::A,оьрчӏикӏурисса,colourful
593,bunt::A,оьрчӏикӏурисса,colorful
594,billig::A,кьювкьусса,cheap
595,teuer::A,ххирасса,dear
596,wertvoll::A,багьасса,precious
597,blind::A,мурчӏисса,blind
598,taub::A,къюкӏсса,deaf
599,kräftig::A,гужсса,powerful
600,stark::A,кьянкьасса,strong
601,schwach::A,заэвсса,weak
602,fett::A,бучсса,fat
603,schlank::A,бювхъусса,slim
604,hübsch::A,янусса,pretty
605,böse::A,оьсса,evil
606,dumm::A,ахӏмакьсса,stupid
607,faul::A,танмалсса,lazy
608,faul::A,курчӏилсса,lazy
609,fleißig::A,хӏарачат бусса,diligent
610,geizig::A,янттарцӏансса,stingy
611,klug::A,аькьлу бусса,clever
612,geschickt::A,паргалсса,skilful
613,geschickt::A,паргалсса,skillful
614,lieb::A,аьзизсса,dear
615,lustig::A,тяхъасса,merry
616,sanft::A,иминсса,gentle
617,hungrig::A,ккашилсса,hungry
618,krank::A,къашавайсса,sick
619,nackt::A,кӏачӏасса,naked
620,traurig::A,пашмансса,sad
621,lebendig::A,уттавасса,living
622,gut::A,ххуйсса,good
623,schlecht::A,оьккисса,bad
624,richtig::A,саргъунсса,correct
625,schlimm::A,оьккисса,nasty
626,wahr::A,хӏакьсса,true
627,alt::A,кугьнасса,old
628,neu::A,цӏусса,new
629,ehemalig::A,хъхъичӏвасса,former
630,alt[Lebewesen]::A,агьилсса,aged
631,jung::A,чӏавасса,young
632,jung::A,жагьилсса,young
633,arm::A,мискинсса,poor
634,reich::A,авадансса,rich
635,bekannt::A,дусъсса,familiar
636,berühmt::A,машгьурсса,famous
637,fremd::A,чил,foreign
638,verschieden::A,личӏи-личӏисса,different
639,nah::A,гъансса,near
640,fern::A,архсса,far
641,linker::A,кияхсса,left
642,linker::A,кюччахсса,left
643,rechter::A,урчӏахсса,right
644,anderer::A,цамур,other
645,erster::A,цалчинмур,first
646,erster::A,цалчиннсса,first
647,zweiter::A,кӏилчиимур,second
648,dritter::A,шамулчинмур,third
649,letzter::A,махъва-махъмур,last
650,allein::ADV,ялгъузну,alone
651,zusammen::ADV,цачӏу,together
652,zusammen::ADV,архӏал,together
653,lange::ADV,батӏи къабуклай,long
654,lange::ADV,хъунмасса хӏаллай,long
655,plötzlich::ADV,цакуну,suddenly
656,sofort::ADV,мугьлат бакъа,instantly
657,später::ADV,махъ,later
658,jetzt::ADV,утти,now
659,jetzt::ADV,цӏана,now
660,heute::ADV,хӏакьину,today
661,morgen::ADV,гьуит,tomorrow
662,morgen::ADV,гьунттий,tomorrow
663,dann::ADV,яла,then
664,gestern::ADV,лахьхьу,yesterday
665,damals::ADV,та чӏумал,at that time
666,danach::ADV,яла,afterwards
667,vorher::ADV,хьхьнчӏ,before
668,vorher::ADV,хьхьичӏва,before
669,zuerst::ADV,бакӏрай,at first
670,zuerst::ADV,цӏу бутӏуй,at first
671,einmal::ADV,цал,once
672,manchmal::ADV,ваксса-таксса,sometimes
673,oft::ADV,чӏявуну,often
674,immer::ADV,мудан,always
675,immer::ADV,даиман,always
676,niemals::ADV,тачӏав,never
677,hier::ADV,шикку,here
678,hierhin::ADV,шиккун,hither
679,hierhin::ADV,шиккун,to here
680,hierhin::ADV,шиккун,here
681,von hier::ADV,шичча,hence
682,dort::ADV,гикку,there
683,dorthin::ADV,тиккун,thither
684,dorthin::ADV,тиккун,there
685,dorthin::ADV,тиккун,to there
686,geradeaus::ADV,тӏайланм,ahead
687,vorwärts::ADV,хьхьичӏунмай,forward
688,rückwärts::ADV,махъа-хьхьичӏунмай,backward
689,zurück::ADV,махъунмай,back
690,unten::ADV,лув,below
691,hinab::ADV,бакӏ-ялавай,down
692,hinab::ADV,бакӏъялавай,down
693,oben::ADV,ялув,above
694,hinauf::ADV,лавай,up
695,überall::ADV,гьариий,everywhere
696,überall::ADV,хьу-хьуний,everywhere
697,überall::ADV,гьарца кӏанай,everywhere
698,nicht::ADV,къа-,not
699,ein wenig::ADV,чанни,a little
700,ein wenig::ADV,ца чансса,a little
701,kaum::ADV,дахьа,hardly
702,sehr::ADV,оьну,very
703,sehr::ADV,гужну,very
704,sehr::ADV,хъинну,very
705,so::ADV,укукн,so
706,noch::ADV,гьала,still
707,noch::ADV,уттигу,still
708,noch::ADV,цакьинва,still
709,noch::ADV,ттигу-шилагу,still
710,nur::ADV,анжагь,only
711,wieder::ADV,цӏуницӏа,again
712,vergebens::ADV,аьдада,in vain
713,vergebens::ADV,нахӏакь,in vain
714,vor::PRP,хьхьичӏ,in front of
715,hinter::PRP,махъ,behind
716,unter::PRP,лув,under
717,durch::PRP,-х,through
718,neben::PRP,чӏарав,next to
719,zwischen::PRP,дянив,between
720,wegen::PRP,цӏаний,because of
721,dies::PRN,ва,this
722,das::PRN,та,that
723,das::PRN,кӏа,that
724,das::PRN,га,that
725,alles::PRN,щала,everything
726,ich::PRN,на,I
727,du::PRN,ина,you
728,du::PRN,ина,thou
729,er::PRN,му,he
730,wir::PRN,жу,we
731,ihr::PRN,зу,you
732,was::FPRN,ци,what
733,wer::FPRN,цу,who
734,wo::FADV,чув,where
735,wohin::FADV,чун,where ... to
736,wohin::FADV,чун,where to
737,wohin::FADV,чун,where
738,wie::FADV,цукун,how
739,warum::FADV,цан,why
740,wieviel::FNUM,циксса,how much
741,eins::NUM,ца,one
742,zwei::NUM,кӏива,two
743,drei::NUM,шамма,three
744,vier::NUM,мукьа,four
745,vier::NUM,мукьва,four
746,fünf::NUM,ххюва,five
747,sechs::NUM,ряхва,six
748,sieben::NUM,арула,seven
749,acht::NUM,мяйва,eight
750,neun::NUM,урчӏва,nine
751,zehn::NUM,ацӏва,ten
752,elf::NUM,ацӏния цава,eleven
753,zwölf::NUM,ацӏиия кӏива,twelve
754,zwanzig::NUM,кьува,twenty
755,dreißig::NUM,зувира,thirty
756,vierzig::NUM,мукьцӏала,forty
757,fünfzig::NUM,ххюцӏала,fifty
758,sechzig::NUM,ряхцӏала,sixty
759,achtzig::NUM,мяйцӏала,eighty
760,neunzig::NUM,урчӏцӏала,ninety
761,hundert::NUM,ттурш,a hundred
762,hundert::NUM,ттуршва,a hundred
763,tausend::NUM,азарва,a thousand
764,und::CNJ,-гу,and
765,oder::CNJ,я,or
766,oder::CNJ,ягу,or
767,stehen::V,ацӏан,stand
768,sitzen::V,щяивкӏун икӏан,sit
769,liegen::V,утту нвхьуну икӏан,lie
770,hängen::V,зурчӏай тӏун,hang
771,werden::V,хьун,become
772,passieren::V,хьун,happen
773,beginnen::V,дайдишин,begin
774,beginnen::V,дайдирхьуну дикӏан,begin
775,enden::V,къуртал дан,end
776,wechseln::V,даххана хьун,change
777,wechseln::V,даххана дуллан,change
778,aufgehen[Sonne]::V,буклай бур,rise
779,untergehen[Sonne]::V,лаглай бур,set
780,scheinen[Sonne]::V,битан,shine
781,scheinen[Sonne]::V,чани буллан,shine
782,donnern::V,тӏий бур,thunder
783,wehen::V,бишлай бур,blow
784,strömen::V,экьинан,stream
