,Concept_ID,mrj,ml
1114,arbeiten::V,пӓшӓлӓш,ജോലിചെയ്യുക
1115,arbeiten::V,ровотаяш,ജോലിചെയ്യുക
1116,sammeln::V,погаш,സഞ്ചയിക്കുക
1117,pflücken::V,кӹрӓш,പറിച്ചെടുക്കുക
1118,jagen::V,охотничӓйӓш,വേട്ടയാടുക
1119,fischen::V,кол кычаш,മീൻ പിടിക്കുക
1120,fassen::V,кычаш,പിടിക്കുക
1121,hüten::V,кӹтӓш,ചേർക്കുക
1122,treiben::V,шуруяш,വാഹനം_ഓടിക്കുക
1123,anbinden::V,ялшташ,കെട്ടിയിടുക
1124,anbinden::V,ялышташ,കെട്ടിയിടുക
1125,füttern::V,пукшаш,തീറ്റുക
1126,melken::V,шыпшылаш,പാലുകറക്കുക
1127,hacken::V,роаш,വെട്ടിമുറിക്കുക
1128,gießen::V,шӓвӓш,നനയ്ക്കുക
1129,reifen::V,кӱӓш,പാകമാകുക
1130,reifen::V,поспейӓш,പാകമാകുക
1131,zubereiten::V,йӓмдӹлӓш,പാചകം_ചെയ്യുക
1132,kochen::V,шолташ,വേവിക്കുക
1133,backen::V,кӱктӓш,ബേക്ക് ചെയ്യുക
1134,braten::V,жӓрӓш,പോരിക്കുക
1135,umrühren::V,намалаш,ഇളക്കുക
1136,stricken::V,пидӓш,മെടയുക
1137,nähen::V,ыргаш,തുന്നുക
1138,färben::V,пидӓш,ചായം പൂശുക
1139,reinigen::V,чиӓлтӓш,വൃത്തിയാക്കുക
1140,waschen::V,мышкаш,കഴുകുക
1141,abwischen::V,ӹштӓш,തുടയ്ക്കുക
1142,spülen::V,шӱӓлтӓш,കഴുകുക
1143,fegen::V,ӹштӓш,അടിച്ചുവാരുക
1144,kehren::V,ӹштӓш,അടിച്ചുവാരുക
1145,baden::V,нӱштӹлӓш,നീന്തിത്തുടിക്കുക
1146,sich waschen::V,мышкылташ,കഴുകുക
1147,ausziehen::V,кыдашаш,ഇഴുക്കുക
1148,anziehen::V,чиӓш,ഉടുക്കുക
1149,sich anziehen::V,чиӓш,ധരിച്ച നേടുകയുക
1150,kämmen::V,шерӓш,മുടിചീകുക
1151,schmücken::V,цеверемдӓш,അലങ്കരിക്കുക
1152,sagen::V,манаш,പറയുക
1153,sagen::V,келесӓш,പറയുക
1154,sprechen::V,манаш,സംസാരിക്കുക
1155,reden::V,шайышташ,സംസാരിക്കുക
1156,sich unterhalten::V,хытыраш,നർമ്മസല്ലാപം നടത്തുക
1157,sich unterhalten::V,хытыргаш,നർമ്മസല്ലാപം നടത്തുക
1158,fragen::V,ядаш,ചോദിക്കുക
1159,bitten::V,ядаш,അപേക്ഷിക്കുക
1160,erzählen::V,келесӓш,പറയുക
1161,mitteilen::V,попаш,അറിയിക്കുക
1162,mitteilen::V,увертӓш,അറിയിക്കുക
1163,mitteilen::V,увертӓрӓш,അറിയിക്കുക
1164,nennen::V,лӹмдӓш,പേരിടുക
1165,rufen::V,ӱжӓш,വിളിക്കുക
1166,prahlen::V,хайзаш,പൊങ്ങച്ചം പറയുക
1167,prahlen::V,шаргаланаш,പൊങ്ങച്ചം പറയുക
1168,übersetzen::V,вашташ,പരിഭാഷപ്പെടുത്തുക
1169,denken::V,машанаш,ചിന്തിക്കുക
1170,glauben::V,ӹнянӓш,വിശ്വസിക്കുക
1171,bemerken::V,цаклаш,ശ്രദ്ധിക്കുക
1172,erkennen::V,пӓлӓш,തിരിചറിയുക
1173,begreifen::V,ынгылаш,കൈപ്പിടിയിലാക്കുക
1174,verstehen::V,ынгылаш,മനസ്സിലാക്കുക
1175,lernen::V,тыменяш,പഠിക്കുക
1176,wissen::V,пӓлӓш,അറിയുക
1177,sich erinnern an::V,ышештӓрӓш,ഓർമിക്കുക
1178,vergessen::V,монден кодаш,മറക്കുക
1179,messen::V,висӓш,അളക്കുക
1180,zählen::V,шотаяш,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1181,rechnen::V,шотаяш,ഗണിക്കുക
1182,lesen::V,лыдаш,വായിക്കുക
1183,malen::V,рисуяш,ചിത്രം വരയ്ക്കുക
1184,zeichnen::V,ыдырка́лаш,വരയ്ക്കുക
1185,schreiben::V,вазаш,എഴുതുക
1186,besitzen::V,кы́чаш,സ്വന്തമാക്കുക
1187,kaufen::V,нӓлӓш,വാങ്ങുക
1188,verkaufen::V,выжалаш,വിൽക്കുക
1189,bezahlen::V,тӱлӓш,പരിഹാരം ചെയ്യുക
1190,zahlen::V,тӱлӓш,പണം അടയ്ക്കുക
1191,beherrschen::V,кы́чаш,ഭരിക്കുക
1192,ertragen::V,цӹтӓш,താങ്ങുക
1193,Linie::N,,വര
1194,Linie::N,,രേഖ
1195,Strich::N,,പക്ഷാഘാതം
1196,jetzt::ADV,,ഇപ്പോൾ
1197,hinzufügen::V,,കൂട്ടുക
