,Concept_ID,mrj,ml
549,fest::A,цаткыды,ഉറപ്പുള്ള
550,flach::A,тӓлякӓ,പരന്ന
551,glatt::A,ягылгы,മിനുസമുള്ള
552,hart::A,пингӹдӹ,കട്ടിയുള്ള
553,weich::A,пышкыды,മൃദുവായ
554,rund::A,тӹртӹш,വട്ടത്തിലുള്ള
555,spitz::A,кашар,മുനയുള്ള
556,scharf::A,кашар,മൂർച്ചയുള്ള
557,stumpf::A,нӹшкӹ,തുറന്നടിക്കുന്ന
558,schwer::A,нелӹ,ഭാരമുള്ള
559,schön::A,цевер,മനോഹരമായ
560,schön::A,олмыдшы,മനോഹരമായ
561,heiß::A,шокшы,ചൂടുള്ള
562,warm::A,шокшы,ചൂടുള്ള
563,kalt::A,ӱштӹ,തണുത്ത
564,kühl::A,юалгы,തണുപ്പുള്ള
565,kühl::A,йонгата,തണുപ്പുള്ള
566,frisch::A,йонгата,ശുദ്ധമായ
567,feucht::A,ӹлӹкшӹ,ഈറനുള്ള
568,feucht::A,вӹдӹжгӹ,ഈറനുള്ള
569,nass::A,начкы,നനഞ്ഞ
570,trocken::A,кукшы,വരണ്ട
571,voll::A,темшӹ,നിറയെ
572,voll::A,темыман,നിറയെ
573,leer::A,йӓрӓ,ഒഴിഞ്ഞ
574,offen::A,виш,തുറന്ന
575,geschlossen::A,чӱчмӹ,അടച്ച
576,geschlossen::A,тӹкӹлӓлтшӹ,അടച്ച
577,sauber::A,ире,വൃത്തിയുള്ള
578,schmutzig::A,шоран,അഴുക്കുനിറഞ്ഞ
579,schmutzig::A,лявӹрӓн,അഴുക്കുനിറഞ്ഞ
580,schmutzig::A,шорангшы,അഴുക്കുനിറഞ്ഞ
581,roh::A,пеле кӱшӹ,അസംസ്കൃതമായ
582,reif::A,кӱшӹ,പഴുത്ത
583,lecker::A,тотан,രുചികരമായ
584,süß::A,мӱӓн,മധുരമുള്ള
585,bitter::A,качы,കടുത്ത
586,sauer::A,шапы,പുളിപ്പുള്ള
587,hell::A,соты,ജ്വലിക്കുന്ന
588,hell::A,валгыды,ജ്വലിക്കുന്ന
589,dunkel::A,пӹц,ഇരുണ്ട
590,dunkel::A,пӹцкемӹш,ഇരുണ്ട
591,schwarz::A,шим,കറുത്ത
592,weiß::A,ош,വെളുത്ത
593,weiß::A,ошы,വെളുത്ത
594,rot::A,якшаргы,ചുവന്ന
595,gelb::A,сар,മഞ്ഞനിറമായ
596,gelb::A,сары,മഞ്ഞനിറമായ
597,blau::A,симсӹ,നീലനിറമുള്ള
598,grün::A,ыжар,പച്ചനിറമുള്ള
599,grau::A,луды,ചാരനിറത്തിലുള്ള
600,bunt::A,ала,വർണ്ണശബളമായ
601,billig::A,шулдаш,വിലകുറഞ്ഞ
