,Concept_ID,,sl
977,zerreißen::V,,raztŕgati
978,zerstören::V,,razrúšiti
979,verbrennen::V,,sežgáti
980,geben::V,,dáti
981,reichen::V,,séči
982,reichen::V,,molíti
983,schenken::V,,podáriti
984,versprechen::V,,obljubíti
985,wünschen::V,,vóščiti
986,loben::V,,hváliti
987,küssen::V,,poljubováti
988,wiegen::V,,zíbati
989,zudecken::V,,pokríti
990,wecken::V,,zbudíti
991,zeigen::V,,pokázati
992,führen::V,,vêsti
993,lehren::V,,učíti
994,unterrichten::V,,poučeváti
995,aufziehen::V,,vzgojíti
996,leiten::V,,uprávljati
997,antreiben::V,,goníti
998,lassen::V,,povzročíti
999,einladen::V,,povábiti
1000,vereinigen::V,,zdrúžiti
1001,besuchen::V,,obiskáti
1002,treffen::V,,pogodíti
1003,sich versammeln::V,,zbráti se
1004,spielen::V,,igráti se
1005,singen::V,,péti
1006,tanzen::V,,plésati
1007,sich trennen::V,,ločíti se
1008,verlassen::V,,zapustíti
1009,retten::V,,réšiti
1010,bewachen::V,,strážiti
1011,schützen::V,,sčítiti
1012,verteidigen::V,,braníti
1013,sich schlagen::V,,têpsti se
1014,schießen::V,,stréljati
1015,siegen::V,,zmágati
1016,ärgern::V,,jezíti
1017,ärgern::V,,razbúriti
1018,schlagen::V,,têpsti
1019,schlagen::V,,udáriti
1020,treten::V,,teptáti
1021,stechen::V,,ubôsti
1022,stoßen::V,,peháti
1023,stoßen::V,,drégniti
1024,stehlen::V,,ukrásti
1025,stehlen::V,,pokrásti
1026,stören::V,,motíti
1027,belästigen::V,,nadlegováti
1028,verbergen::V,,skríti
1029,täuschen::V,,slepíti
1030,betrügen::V,,várati
1031,betrügen::V,,ogoljufáti
1032,töten::V,,ubíti
1033,wohnen::V,,prebívati
1034,arbeiten::V,,délati
1035,sammeln::V,,zbráti
1036,pflücken::V,,obráti
1037,jagen::V,,lovíti
1038,fischen::V,,ribáriti
1039,fassen::V,,zajéti
1040,hüten::V,,pásti
1041,treiben::V,,pogánjati
1042,anbinden::V,,privézati
1043,füttern::V,,kŕmiti
1044,melken::V,,mólsti
1045,hacken::V,,sékati
1046,gießen::V,,ulíti
1047,reifen::V,,zoréti
1048,zubereiten::V,,pripráviti
1049,kochen::V,,kúhati
1050,backen::V,,cvréti
1051,braten::V,,pêči
1052,umrühren::V,,preméšati
1053,stricken::V,,plêsti
1054,nähen::V,,šívati
1055,färben::V,,bárvati
1056,reinigen::V,,očístiti
1057,waschen::V,,opráti
1058,abwischen::V,,obrísati
1059,spülen::V,,splakováti
1060,fegen::V,,pométati
1061,kehren::V,,mésti
1062,baden::V,,kópati se
1063,sich waschen::V,,umíti se
1064,ausziehen::V,,izvléči
1065,anziehen::V,,obléči
1066,sich anziehen::V,,obléči se
1067,kämmen::V,,česáti
1068,schmücken::V,,okrasíti
1069,sagen::V,,dejáti
1070,sprechen::V,,govoríti
1071,reden::V,,rêči
1072,sich unterhalten::V,,razgovárjati se
1073,fragen::V,,vprášati
1074,bitten::V,,prosíti
1075,erzählen::V,,práviti
1076,mitteilen::V,,naznániti
1077,nennen::V,,imenováti
1078,rufen::V,,klícati
1079,prahlen::V,,baháti se
1080,übersetzen::V,,prevêsti
1081,denken::V,,mísliti
1082,glauben::V,,verjéti
1083,bemerken::V,,opáziti
1084,erkennen::V,,spoznáti
1085,begreifen::V,,pôjmiti
1086,verstehen::V,,razuméti
1087,lernen::V,,učíti se
1088,wissen::V,,znáti
1089,wissen::V,,védeti
1090,sich erinnern an::V,,spómniti se
1091,vergessen::V,,pozábiti
1092,messen::V,,mériti
1093,zählen::V,,štéti
1094,rechnen::V,,račúnati
1095,lesen::V,,bráti
1096,lesen::V,,čítati
1097,malen::V,,slíkati
1098,zeichnen::V,,rísati
1099,schreiben::V,,písati
1100,besitzen::V,,iméti
1101,kaufen::V,,kupíti
1102,verkaufen::V,,prodáti
1103,bezahlen::V,,pláčati
1104,zahlen::V,,plačeváti
1105,beherrschen::V,,obvládati
1106,ertragen::V,,prenêsti
