,Concept_ID,mn,uz
215,Spur::N,мөр,iz
216,Asche::N,үнс,kul
217,Dreck::N,хир,kir
218,Eisen::N,төмөр,temir
219,Gold::N,алт,tilla
220,Silber::N,мөнгө,kumush
221,Kohle::N,нүүрс,ko'mir
222,Glas::N,шил,oyna
223,Lehm::N,шавар,loy
224,Sand::N,элс,qum
225,Mensch::N,хүн,odam
226,Mann::N,эр,ärkak
227,Mann::N,эрэгтэй,ärkak
228,Frau::N,эмэгтэй,ayol
229,Frau::N,хатагтай,ayol
230,Kind::N,хүүхэд,bola
231,Kind::N,хүүхэд,kichkintoy
232,Junge::N,хүү,bola
233,Mädchen::N,охин,qiz
234,Mädchen::N,бүсгүй,qiz
235,Familie::N,айл,oila
236,Großvater::N,өвгөн аав,buva
237,Großvater::N,өвгөн аав,katta ota
238,Großmutter::N,эмэг эх,buvi
239,Großmutter::N,эмэг эх,katta oyi
240,Großmutter::N,эмгээ,buvi
241,Großmutter::N,эмгээ,katta oyi
242,Eltern::N,эцэг эх,ota-ona
243,Vater::N,аав,ota
244,Vater::N,эцэг,ota
245,Mutter::N,эх,ona
246,Mutter::N,ээж,ona
247,Sohn::N,хүү,o'g'il
248,Tochter::N,охин,qiz
249,Bruder::N,ах,og'a
250,Bruder::N,ах,uka
251,Bruder::N,дүү,og'a
252,Bruder::N,дүү,uka
253,Schwester::N,эгч,opa
254,Schwester::N,эгч,singil
255,Schwester::N,охин дүү,opa
256,Schwester::N,охин дүү,singil
257,Onkel::N,авга ах,amaki
258,Onkel::N,нагац ах,amaki
259,Tante::N,авга эгч,amma
260,Tante::N,авга эгч,xola
261,Tante::N,нагац эгч,amma
262,Tante::N,нагац эгч,xola
263,Ehemann::N,нөхөр,är
264,Ehefrau::N,эхнэр,rafiqa
265,Ehefrau::N,гэргий,rafiqa
266,Freude::N,баяр,ayish
267,Freude::N,баясгалан,ayish
268,Gelächter::N,инээдэм,kulgi
269,Glück::N,жаргалан,saodat
270,Kummer::N,гаслан,g'am
271,Wunsch::N,ерөөл,orzu
272,Lust::N,дур,rag'bat
273,Lust::N,хүсэл,rag'bat
274,Geist::N,оюун,ruh
275,Gedanke::N,сэтгэл,fikr
276,Gedächtnis::N,ой,äs
277,Gedächtnis::N,цээж,äs
278,Verstand::N,ухаан,aql
279,Sinn::N,утга,ma'ni
280,Grund::N,учир,sabab
281,Wahrheit::N,үнэн,haq
282,Gespräch::N,яриа,gap
283,Märchen::N,явган үлгэр,ärtak
284,Erzählung::N,тууж,rivoyat
285,Nachricht::N,мэдээ,xabar
286,Neuigkeit::N,сонин,yangilik
287,Name::N,нэр,ot
288,Rätsel::N,оньсого,topishmoq
289,Rede::N,хэлсэн үг,nutq
290,Sprache::N,хэл,til
291,Stimme::N,дуу,ovoz
292,Wort::N,үг,so'z
293,Zeichen::N,тамга,alomat
294,Zeichen::N,тэмдэг,alomat
295,Ruf::N,дуудлага,chaqiriq
296,Lärm::N,шуугиан,taraq
297,Lärm::N,чимээ,taraq
298,Laut::N,анир,tovush
299,Laut::N,дуу,tovush
300,Ton::N,авиа,un
301,Ton::N,аялгуу,un
302,Lied::N,дуу,ashula
303,Ruhe::N,энх,tinchlik
304,Ruhe::N,тайван,tinchlik
305,Leute::N,хүмүүс,xaloyiq
306,Volk::N,улс,xalq
307,Arbeit::N,ажил,ish
308,Arbeit::N,хөдөлмөр,ish
309,Gast::N,зочин,mehmon
310,Gast::N,айлчин,mehmon
311,Geschenk::N,бэлэг,hadya
312,Spiel::N,наадам,o'yin
313,Spiel::N,тоглоом,o'yin
314,Gesellschaft::N,хамт байх,jamiyat
315,Hilfe::N,тусламж,yordam
316,Freund::N,найз,do'st
317,Freund::N,нөхөр,do'st
318,Kamerad::N,хань,yo'ldosh
319,Kamerad::N,нөхөр,yo'ldosh
320,Angelegenheit::N,хэрэг,daxl
321,Anzahl::N,тоо,son
322,Art::N,төрөл,tur
323,Art::N,янз,tur
324,Stück::N,хэсэг,parcha
325,Teil::N,хувь,bo'lak
326,Teil::N,хэсэг,bo'lak
327,Hälfte::N,хагас,yarim
328,Kreis::N,тойрог,aylana
329,Kreis::N,хүрээ,aylana
330,Kreuz::N,загалмай,xoch
331,Linie::N,шугам,liniya
332,Strich::N,зураас,chiziq
333,Abstand::N,зай,oralik
334,Entfernung::N,зай,uzoqlik
335,Entfernung::N,хол ойр,uzoqlik
336,Gegend::N,хавь,yer
337,Gegend::N,газар,yer
338,Platz::N,зай,oralig
339,Platz::N,завсар,oralig
340,Ort::N,газар,joy
341,Ort::N,байр,joy
342,Seite::N,тал,yon
343,Seite::N,этгээд,yon
344,Mitte::N,төв,o'rta
345,Mitte::N,дунд,o'rta
346,Gegenstand::N,юм,ashyo
347,Sache::N,үйл,buyum
348,Sache::N,хэрэг,buyum
349,Rand::N,зах,chek
350,Rand::N,хөвөө,chek
351,Kante::N,ирмэг,tig'
352,Ecke::N,өнцөг,burchak
353,Spitze::N,үзүүр,uch
354,Ende::N,зах,oxir
355,Ende::N,үзүүр,oxir
356,Loch::N,цоорхой,teshik
357,Loch::N,онгорхой,teshik
358,Winkel::N,өнцөг,go'sha
359,Muster::N,хээ,nusha
360,Muster::N,угалз,nusha
361,Größe::N,хэмжээ,kattalik
362,Länge::N,урт,uzunlik
363,Höhe::N,өндөр,yuksaklik
364,Gewicht::N,жин,solmoq
365,Menge::N,тоо,miqdor
366,Haufen::N,бөөн,uyum
367,Reihe::N,эгнээ,saf
368,Boot::N,завь,qayiq
369,Ruder::N,сэлүүр,äshkak
370,Schlitten::N,чарга,chana
371,Ski::N,цана,chang'i
372,Lagerfeuer::N,түүдэг,gulxan
373,Last::N,ачаа,yuk
374,Gang::N,явдал,yurish
375,Schritt::N,алхам,qadam
376,Norden::N,умар,shimol
377,Süden::N,урд,janub
378,Süden::N,өмнө,janub
379,Westen::N,өрнө,g'arb
380,Westen::N,баруун,g'arb
381,Osten::N,зүүн,sharq
382,Osten::N,дорно,sharq
383,Holz::N,мод,yog'och
384,Brett::N,банз,taxta
385,Platte::N,хавтан,tabaqa
386,Stütze::N,тулгуур,tayanchi
387,Stütze::N,тулга,tayanchi
388,Stange::N,сургааг,qo'noq
389,Stock::N,саваа,tayoq
390,Stab::N,таяг,gavron
391,Rohr::N,хоолой,tarnov
392,Haus::N,гэр,uy
393,Haus::N,байшин,uy
394,Heim::N,гэр,makon
395,Ofen::N,зуух,pechka
396,Ofen::N,пийшин,pechka
397,Fußboden::N,шал,pol
398,Tisch::N,ширээ,mosa
399,Stuhl::N,сандал,o'rindiq
400,Wiege::N,өлгий,beshik
401,Bett::N,ор,yotoq
402,Regal::N,тавиур,tokcha
403,Kiste::N,авдар,sandiq
404,Kiste::N,хайрцаг,sandiq
405,Fenster::N,гэгээвч,deraza
406,Tür::N,үүд,äshik
407,Tür::N,хаалга,äshik
408,Tor::N,хаалга,darvoza
409,Zaun::N,хашаа,panjara
410,Dach::N,дээвэр,tom
411,Leiter::N,шат,narvon
412,Besen::N,хамуур,supurgi
413,Besen::N,туужуу,supurgi
414,Spaten::N,хүрз,bel
415,Schaufel::N,хүрз,kurak
416,Gabel::N,сэрээ,bilka
417,Löffel::N,халбага,qoshiq
418,Messer::N,хутга,pichoq
419,Nagel::N,хадаас,mix
420,Netz::N,өөш,to'r
421,Netz::N,тор,to'r
422,Haken::N,гох,ilgak
423,Griff::N,иш,sop
424,Griff::N,иш,tutqich
425,Griff::N,сэнж,sop
426,Griff::N,сэнж,tutqich
427,Schloss::N,цуурга,qulf
428,Schloss::N,цоож,qulf
429,Bild::N,зураг,rasm
430,Figur::N,баримал,shakl
431,Puppe::N,хүүхэлдэй,ko'g'irchoq
432,Beutel::N,агсаа,to'rva
433,Beutel::N,уут,to'rva
434,Bündel::N,боодол,bog'lam
435,Tasche::N,цүнх,kissa
436,Eimer::N,хөнөг,chelak
437,Eimer::N,хувин,chelak
438,Deckel::N,таг,qopqoq
439,Deckel::N,хавхаг,qopqoq
440,Geschirr::N,сав суулга,idish
441,Sack::N,шуудай,qop
442,Tasse::N,аяга,piyola
443,Topf::N,тогоо,tuvak
444,Kessel::N,тогоо,qozon
445,Essen::N,идээ,tomoq
446,Nahrung::N,хүнс,emak
447,Speise::N,идээ,taom
448,Fleisch::N,мах,go'sht
449,Getreide::N,будаа,g'alla
450,Brei::N,богшмол,bo'tqa
451,Brei::N,будаа,bo'tqa
452,Brot::N,талх,non
453,Scheibe::N,зүсэм,disk
454,Scheibe::N,хэрчим,disk
455,Fett::N,өөх,moy
456,Butter::N,тос,yog'
457,Öl::N,тос,moy
458,Salz::N,давс,tuz
459,Suppe::N,шөл,sho'rva
460,Honig::N,бал,asal
461,Milch::N,сүү,sut
462,Tee::N,цай,choy
463,Leder::N,арьс,charm
464,Leder::N,савхи,charm
465,Wolle::N,ноос,jun
466,Wolle::N,унгас,jun
467,Stoff::N,бөс,mato
468,Nadel::N,зүү,igna
469,Faden::N,боолт,ip
470,Faden::N,утас,ip
471,Knopf::N,товч,tugma
472,Knoten::N,зангилаа,tugun
473,Farbe::N,будаг,bo'yok
474,Kleidung::N,хувцас,kiyim
475,Hemd::N,цамц,ko'ylak
476,Kragen::N,зах заам,yoqa
477,Ärmel::N,ханцуй,yeng
478,Hose::N,өмд,shim
479,Gürtel::N,бүс,tasma
480,Mütze::N,малгай,shapka
481,Mütze::N,бүрх,shapka
482,Schuh::N,туфли,but
483,Stiefel::N,гутал,botinka
484,Ring::N,бөгж,yuzuk
485,Band::N,тууз,rishta
486,Kamm::N,сам,taroq
487,Spiegel::N,толь,ko'zgu
488,Riemen::N,тасам,qayish
489,Riemen::N,сур,qayish
490,Schnur::N,татлага,bog'ich
491,Leine::N,оосор,etak
492,Decke::N,хөнжил,odyol
493,Decke::N,хучлага,odyol
494,Kissen::N,дэр,yostiq
495,Tuch::N,алчуур,gazlama
496,Tuch::N,даавуу,gazlama
497,Handtuch::N,алчуур,sochiq
498,Kraft::N,чадал,kuch
499,Kraft::N,хүч,kuch
500,Stärke::N,эрч,quvvat
501,Stärke::N,тэнхээ,quvvat
502,Gesundheit::N,бие,sog'lik
503,Gesundheit::N,эрүүл мэнд,sog'lik
504,Krankheit::N,эмгэг,kasallik
505,Schmerz::N,өвчин,og'riq
506,Wunde::N,шарх,yara
507,Fieber::N,халуун,bezgak
508,Arznei::N,эм,dori
509,Brücke::N,гүүр,ko'prik
510,Brunnen::N,худаг,buloq
511,Weide::N,бэлчээр,yaylov
512,Pfad::N,жим,dorojka
513,Pfad::N,зөрөг,dorojka
514,Weg::N,зам,yo'l
515,Weg::N,харгуй,yo'l
516,Straße::N,зам,ko'cha
517,Straße::N,харгуй,ko'cha
518,Dorf::N,тосгон,ovul
519,Dorf::N,гацаа,ovul
520,Stadt::N,хот,shahar
521,Brief::N,захидал,maktub
522,Brief::N,захиа,maktub
523,Buch::N,ном,kitob
524,Buch::N,бичиг,kitob
525,Buchstabe::N,үсэг,harf
526,Zeitung::N,сонин,gazet
527,Leben::N,амь,hayot
528,Leben::N,амьдрал,hayot
529,Tod::N,үхэл,o'lim
530,Grab::N,булш,go'r
531,Kirche::N,сүм,cherkov
532,Sünde::N,нүгэл,gunoh
533,Sünde::N,хилэнц,gunoh
534,Gott::N,бурхан,olloh
535,Arbeiter::N,ажилчин,ishchi
536,Arbeiter::N,хөдөлмөрчин,ishchi
537,Chef::N,дарга,rais
538,Meister::N,дархан,usta
539,Arzt::N,эмч,hakim
540,Lehrer::N,багш,muallim
541,Geld::N,цаас,pul
542,Geld::N,мөнгө,pul
543,Geschäft::N,наймаа,savdo
544,Laden::N,дэлгүүр,do'kon
545,Preis::N,үнэ,baho
546,Ware::N,таваар,mol
547,Ware::N,бараа,mol
548,Nutzen::N,ашиг,foyda
549,Reichtum::N,баялаг,boylik
550,Welt::N,дэлхий,olam
551,Welt::N,орчлон,olam
552,Land::N,улс,o'lka
553,Land::N,орон,o'lka
554,Staat::N,төр,davlat
555,Staat::N,гүрэн,davlat
556,König::N,ван,qirol
557,Macht::N,засаг,iqtidor
558,Grenze::N,хил,chegara
559,Krieg::N,дайн,harb
560,Feind::N,дайсан,dushman
561,Gewalt::N,хүчирхэх,zo'rlik
562,Kampf::N,тэмцэл,kurash
563,Kampf::N,байлдаан,kurash
564,Bogen[Waffe]::N,нум,yoy
565,Pfeil::N,годил,o'q
566,Pfeil::N,сум,o'q
567,Gewehr::N,буу,vintovka
568,Fehler::N,эндэл,xato
569,Fehler::N,алдаа,xato
570,Lüge::N,худал,yolg'on
571,Schaden::N,хор,ziyon
572,Schaden::N,хөнөөл,ziyon
573,Unglück::N,гай,balo
574,Unglück::N,гамшиг,balo
575,Schuld::N,гэм,ayb
576,Schuld::N,буруу,ayb
577,Alter::N,нас,yosh
578,Schluss::N,эцэс,tamom
579,Schluss::N,төгсгөл,tamom
580,Zeit::N,цаг,vaqt
581,Tag::N,өдөр,kun
582,Morgen::N,өглөө,saboh
583,Mittag::N,үд,kun tushlik
584,Abend::N,үдэш,oqshom
585,Nacht::N,шөнө,tun
586,Woche::N,долоо хоног,hafta
587,Monat::N,сар,oy
588,Jahr::N,жил,yil
589,Frühling::N,хавар,bahor
590,Sommer::N,зун,yoz
591,Herbst::N,намар,kuz
592,Herbst::N,намар,xazon
593,Winter::N,өвөл,qish
594,Januar::N,нэгдүгээр сар,yanvar'
595,Februar::N,хоёрдугаар сар,fevral'
596,März::N,гуравдугаар сар,mart
597,April::N,дөрөвдүгээр сар,aprel'
598,Mai::N,тавдугаар сар,may
599,Juni::N,зургаадугаар сар,iyun'
600,Juli::N,долдугаар сар,iyul'
601,August::N,наймдугаар сар,avgust
602,September::N,есдүгээр сар,sentyabr'
603,Oktober::N,аравдугаар сар,oktyabr'
604,November::N,арван нэгдүгээр сар,noyabr'
605,Dezember::N,арван хоёрдугаар сар,dekabr'
606,Montag::N,даваа,dushanba
607,Dienstag::N,мягмар,seshanba
608,Mittwoch::N,лхагва,chorshanba
609,Donnerstag::N,пүрэв,payshanba
610,Freitag::N,баасан,juma
611,Samstag::N,бямба,shanba
612,Sonntag::N,ням,yakshanba
613,groß::A,их,buyuk
614,groß::A,том,buyuk
615,klein::A,бага,kichik
616,klein::A,жаахан,kichik
617,lang::A,урт,uzun
618,kurz::A,охор,qisqa
619,kurz::A,богино,qisqa
620,breit::A,өргөн,keng
621,schmal::A,уйтан,änsiz
622,schmal::A,нарийн,änsiz
623,dicht::A,нягт,quyuq
624,dicht::A,чигжүү,quyuq
625,dick[Gegenstand]::A,зузаан,qalin
626,dünn::A,нимгэн,ingichka
627,fein::A,нарийн,mayin
628,fest::A,бөх,qattiq
629,fest::A,хатуу,qattiq
630,flach::A,хавтгай,yalpoq
631,glatt::A,цагаан,tekis
632,hart::A,хатуу,qattiq
633,weich::A,зөөлөн,yumshoq
634,rund::A,дугуй,yumaloq
635,rund::A,дугариг,yumaloq
636,spitz::A,шовх,uchli
637,spitz::A,шовгор,uchli
638,scharf::A,хурц,keskir
639,scharf::A,иртэй,keskir
640,stumpf::A,мохоо,to'mtoq
641,schwer::A,хүнд,salmoqli
642,schön::A,гуа,go'zal
643,schön::A,сайхан,go'zal
644,heiß::A,халуун,qiziq
645,warm::A,дулаан,issiq
646,kalt::A,хүйтэн,sovuq
647,kühl::A,сэрүүн,salqin
648,frisch::A,эрүүл,toza
649,frisch::A,жихүүн,toza
650,feucht::A,чийгтэй,namli
651,nass::A,нойтон,nam
652,trocken::A,хатсан,quruq
653,voll::A,дүүрэн,to'la
654,leer::A,хоосон,puch
655,offen::A,онгорхой,ochiq
656,geschlossen::A,битүү,berk
657,geschlossen::A,хаалтай,berk
658,sauber::A,цэвэр,ozoda
659,sauber::A,хиргүй,ozoda
660,schmutzig::A,бохир,kir
661,schmutzig::A,хиртэй,kir
662,roh::A,түүхий,xom
663,reif::A,болсон,pishiq
664,lecker::A,амттай,shirin
665,süß::A,амттай,shirin
666,süß::A,чихэрлэг,shirin
667,bitter::A,гашуун,achchiq
668,sauer::A,эсгэлэн,achchiq
669,hell::A,гэгээн,yorug'
670,hell::A,гэрэлтэй,yorug'
671,dunkel::A,бараан,qorong'i
672,dunkel::A,харанхуй,qorong'i
673,schwarz::A,хар,qora
674,weiß::A,цагаан,oq
675,rot::A,улаан,qizil
676,gelb::A,шар,sariq
677,blau::A,хөх,zangori
678,blau::A,цэнхэр,zangori
679,grün::A,ногоон,yashil
680,grau::A,орог,bo'z
681,grau::A,саарал,bo'z
682,bunt::A,эрээн,ola
683,billig::A,хямд,arzon
684,teuer::A,үнэтэй,qimmat
685,wertvoll::A,үнэт,qimmat
686,blind::A,сохор,ko'r
687,taub::A,чих хатуу,garang
688,kräftig::A,чийрэг,kuchli
689,stark::A,хүчтэй,quvvatli
690,stark::A,чадалтай,quvvatli
691,schwach::A,сул,kuchsiz
692,fett::A,тарган,semiz
693,fett::A,голигор,semiz
694,schlank::A,голшиг,ingichka
695,hübsch::A,сайхан,ko'rkam
696,hübsch::A,хөөрхөн,ko'rkam
697,böse::A,муу,yovuz
698,böse::A,хортой,yovuz
699,dumm::A,тэнэг,aqlsiz
700,faul::A,залхуу,ärinchak
701,fleißig::A,чармайлтгай,ishchan
702,geizig::A,харамч,qurumsoq
703,klug::A,цэцэн,oqil
704,geschickt::A,дүйтэй,äpchil
705,lieb::A,хайрт,aziz
706,lustig::A,цэнгэлтэй,chaqchaq
707,sanft::A,наалинхай,asta
708,hungrig::A,өлөн,och
709,hungrig::A,өлссөн,och
710,krank::A,өвчтэй,kasal
711,nackt::A,нүцгэн,yalang
712,traurig::A,гунигт,xafa
713,lebendig::A,амьд,hayotiy
714,lebendig::A,амьтай,hayotiy
715,gut::A,сайн,soz
716,schlecht::A,муу,yomon
717,schlecht::A,өөдгүй,yomon
718,richtig::A,зөв,rost
719,richtig::A,зүйтэй,rost
720,schlimm::A,муухай,yovuz
721,wahr::A,үнэн,haqiqiy
722,wahr::A,жинхэнэ,haqiqiy
723,alt::A,хуучин,äski
724,neu::A,шинэ,yangi
725,ehemalig::A,агсан,sobiq
726,ehemalig::A,байсан,sobiq
727,alt[Lebewesen]::A,өвгөн,qari
728,alt[Lebewesen]::A,хижээл,qari
729,jung::A,залуу,navqiron
730,arm::A,ядуу,abgor
731,reich::A,баян,boy
732,reich::A,баялаг,boy
733,bekannt::A,танил,ma'lum
734,berühmt::A,цуутай,mashhur
735,berühmt::A,алдартай,mashhur
736,fremd::A,харь,yot
737,fremd::A,гадаад,yot
738,verschieden::A,ондоо,turli
739,verschieden::A,янз янзын,turli
740,nah::A,ойрын,yaqindagi
741,nah::A,дөтийн,yaqindagi
742,fern::A,холын,uzoq
743,linker::A,буруу,so'l
744,rechter::A,баруун,o'ng
745,anderer::A,өөр,boshqa
746,anderer::A,нөгөө,boshqa
747,erster::A,нэгдэх,birinchi
748,erster::A,нэгдүгээр,birinchi
749,zweiter::A,хоёрдугаар,ikkinchi
750,dritter::A,гуравдугаар,uchinchi
751,letzter::A,сүүлийн,oxirgi
752,allein::ADV,ганцаараа,o'zicha
753,auf einmal::ADV,нэгмөсөн,varakay
754,zusammen::ADV,цуг,barobar
755,zusammen::ADV,хамт,barobar
756,lange::ADV,удаан,uzoq
757,plötzlich::ADV,гэнэт,qo'qqisdan
758,sofort::ADV,дороо,darrov
759,später::ADV,дараа,so'ngra
760,jetzt::ADV,өнөө,hozirgina
761,heute::ADV,өнөө,bugun
762,heute::ADV,өнөөдөр,bugun
763,morgen::ADV,маргааш,ärta
764,morgen::ADV,маргаадар,ärta
765,bald::ADV,түргэн,toz
766,bald::ADV,удахгүй,toz
767,dann::ADV,хожим,keyin
768,dann::ADV,тэгээд,keyin
769,gestern::ADV,өчигдөр,kecha
770,einst::ADV,нэг,avvallari
771,damals::ADV,тэгэхэд,ugal
772,danach::ADV,тэгээд,so'ngra
773,danach::ADV,дараа нь,so'ngra
774,vorher::ADV,урьд,avval
775,zuerst::ADV,анх,avval
776,zuerst::ADV,эхлээд,avval
777,einmal::ADV,нэг удаа,bir marta
778,manchmal::ADV,хааяа,onda-sonda
