,Concept_ID,ps,lbe
129,Insel::N,جزيره,жазира
130,Blume::N,ګل,тӏутӏи
131,Gras::N,واښه,уртту
132,Wurzel::N,ریښه,мархха
133,Baum::N,ونه,мурхь
134,Stamm::N,ډډ,ттарцӏ
135,Rinde::N,پوستکی,ккамара
136,Ast::N,ښاخ,матӏи
137,Zweig::N,څانګه,къяртта
138,Blatt::N,پاڼه,чӏапӏи
139,Birke::N,توس,кӏялахӏи
140,Birke::N,توس,кӏялахӏилул мурхь
141,Kiefer[Baum]::N,نښتر,ттар
142,Kiefer[Baum]::N,نښتر,ттарлил мурхь
143,Weide[Baum]::N,وله,щавщи
144,Tanne::N,ناجو,ттарлил мурхь
145,Horn::N,ښکر,хъи
146,Feder::N,بڼکه,лелуххул тӏиму
147,Fell::N,پوستکی,бурчу
148,Flügel::N,وزر,хъа
149,Flügel::N,وزر,ххурупӏайрал тӏиму
150,Klaue::N,پنجه,михь
151,Klaue::N,منګول,михь
152,Kralle::N,پنجه,ххяппа
153,Kralle::N,منګول,ххяппа
154,Schwanz::N,لکۍ,магъ
155,Ei::N,وۍ,ккунук
156,Ei::N,هګۍ,ккунук
157,Nest::N,جاله,кюру
158,Bau::N,کاز,цукъуккутӏ
159,Tier::N,ژوی,хӏайван
160,Tier::N,حیوان,хӏайван
161,Herde::N,رمه,газу
162,Herde::N,غېله,газу
163,Kuh::N,غوا,оьл
164,Bulle::N,غوئی,ниц
165,Pferd::N,آس,чу
166,Schaf::N,پسه,тта
167,Schwein::N,سرکوزی,дунгъуз
168,Hund::N,سپی,ккаччи
169,Katze::N,پشه,ччиту
170,Bär::N,خرس,цуша
171,Eichhörnchen::N,خړ لمی,бюрхттукку
172,Elch::N,ګوزن,ниц-бюрин
173,Fuchs::N,سپلم,цулчӏа
174,Fuchs::N,سپلم,куча цулчӏа
175,Hase::N,سوی,бюрх
176,Maus::N,مږک,кӏулу
177,Wolf::N,لېوه,барцӏ
178,Vogel::N,مرغه,лелуххи
179,Schwarm::N,سېل,гьухъала
180,Huhn::N,چرګه,аьнакӏи
181,Hahn::N,چرګ,ажари
182,Gans::N,بته,къаз
183,Adler::N,عقاب,барзу
184,Ente::N,ایلۍ,урдак
185,Eule::N,ګونګی,ису
186,Eule::N,ګونګی,ччиккумяв
187,Kranich::N,کلنګ,кьурукь
188,Krähe::N,کارغه,хъатӏу
189,Kuckuck::N,فاخته,ччикку
190,Schwan::N,قو,урттил къаз
191,Fisch::N,کب,чавахъ
192,Fisch::N,ماهی,чавахъ
193,Schlange[Tier]::N,مار,шатта
194,Wurm::N,چینجی,кьюнукьай шатта
195,Spinne::N,غڼه,ххялцу
196,Spinne::N,تارکښ,ххялцу
197,Ameise::N,مېږی,митӏикьукьу
198,Laus::N,سپږه,
199,Mücke::N,ماشی,мичӏак
200,Fliege::N,مچ,зимиз
201,Schmetterling::N,پتنګ,чӏимучӏали
202,Beere::N,مېوۍ,хӏаллил ахъулсса
203,Apfel::N,مڼه,гьивч
204,Pilz::N,خرېړی,ттуккул иис
205,Zwiebel::N,پیاز,лаччул чсмусул бакӏ
206,Saat::N,تخم,гьанна
207,Korn::N,تخم,къама
208,Korn::N,دانه,къама
209,Heu::N,بوس,ххулув
210,Heu::N,پروړه,ххулув
211,Schale::N,پوستکی,ккиртту
212,Grube::N,کنده,кӏаланг
213,Falle::N,دام,къатӏа
214,Falle::N,لومه,къатӏа
215,Schlinge::N,کړۍ,хӏатӏ
216,Spur::N,نښه,ша
217,Asche::N,آس,лах
218,Asche::N,ایره,лах
219,Dreck::N,ناپاکي,кьяркьи
220,Dreck::N,ناپاکي,венп
221,Eisen::N,اوسپنه,мах
222,Gold::N,سره زر,муси
223,Silber::N,نقره,арцу
224,Silber::N,سپین زر,арцу
225,Kohle::N,سکور,кӏалаш
226,Kohle::N,سکور,хъуручӏ
227,Kohle::N,سکاره,кӏалаш
228,Kohle::N,سکاره,хъуручӏ
229,Glas::N,ښيښه,пюрун
230,Lehm::N,خټه,сина аьрщи
231,Sand::N,شګه,къун
232,Mensch::N,انسان,инсан
233,Mann::N,سړی,чув
234,Mann::N,سړی,адимина
235,Mann::N,نارینه,чув
236,Mann::N,نارینه,адимина
237,Frau::N,ښځه,щарсса
238,Frau::N,ښځه,хъамитайпа
239,Kind::N,بچی,чӏиви оьрчӏ
240,Kind::N,ماشوم,чӏиви оьрчӏ
241,Junge::N,هلک,оьрчӏ
242,Junge::N,هلک,бурхьин оьрчӏ
243,Mädchen::N,نجلۍ,душ
244,Familie::N,کورنۍ,кулпат
245,Großvater::N,بابا,ттатта
246,Großvater::N,بابا,ниттил ппу
247,Großmutter::N,انا,буттал нину
248,Eltern::N,مور او پلار,нину-ппу
249,Vater::N,پلار,ппу
250,Mutter::N,مور,нину
251,Sohn::N,زوی,арс
252,Tochter::N,لور,душ
253,Bruder::N,ورور,уссу
254,Schwester::N,خور,ссу
255,Onkel::N,تره,буттауссу
256,Onkel::N,ماما,буттауссу
257,Tante::N,خاله,буттал ссу
258,Ehemann::N,مېړه,лас
259,Ehefrau::N,مېرمن,щар
260,Ehefrau::N,مېرمن,щарсса
261,Freude::N,خوشحالي,шадшиву
262,Freude::N,خوشحالي,ххаришиву
263,Gelächter::N,خندا,хъяхъаву
264,Glück::N,بخت,талихӏ
265,Kummer::N,غم,дард
266,Wunsch::N,هيله,мурад
267,Wunsch::N,غوښتنه,мурад
268,Lust::N,شوق,гьавас
269,Lust::N,شوق,ччаву
270,Lust::N,مینه,гьавас
271,Lust::N,مینه,ччаву
272,Geist::N,روح,рухӏ
273,Gedanke::N,فکر,пикри
274,Gedächtnis::N,یاد,дакӏний личӏаву
275,Gedächtnis::N,حافظه,дакӏний личӏаву
276,Verstand::N,عقل,аькьлу
277,Verstand::N,شعور,аькьлу
278,Sinn::N,معنی,мяъна
279,Grund::N,علت,багьана
280,Grund::N,اساس,багьана
281,Wahrheit::N,حقیقت,тӏайламур
282,Wahrheit::N,حقیقت,хӏакьмур
283,Gespräch::N,مرکه,ихтилат
284,Gespräch::N,خبرې اترې,ихтилат
285,Märchen::N,افسانه,магьа
286,Erzählung::N,قصه,хавар
287,Erzählung::N,کیسه,хавар
288,Nachricht::N,خبر,хавар
289,Neuigkeit::N,نوی خبر,хавар
290,Name::N,نوم,цӏа
291,Rätsel::N,کیسۍ,ссигьа
292,Rätsel::N,چیستان,ссигьа
293,Rede::N,وینا,гъалгъа
294,Sprache::N,ژبه,маз
295,Stimme::N,غږ,чӏу
296,Stimme::N,غږ,чӏукӏа
297,Stimme::N,اواز,чӏу
298,Stimme::N,اواز,чӏукӏа
299,Wort::N,لغت,махъ
300,Wort::N,کلمه,махъ
301,Zeichen::N,نښه,лишан
302,Zeichen::N,اشاره,лишан
303,Ruf::N,ږغ,
304,Ruf::N,بلنه,
305,Lärm::N,غالمغال,чӏу
306,Laut::N,ږغ,чӏу
307,Ton::N,اواز,чӏу
308,Lied::N,غزله,балай
309,Lied::N,سندره,балай
310,Ruhe::N,ارامي,дигьалагру
311,Leute::N,خلک,инсантал
312,Volk::N,ولس,ил
313,Volk::N,ولس,халкь
314,Arbeit::N,کار,заву
315,Gast::N,مېلمه,хъамаличу
316,Geschenk::N,تحفه,бухчакарши
317,Geschenk::N,تحفه,лажинккакку
318,Geschenk::N,سوغات,бухчакарши
319,Geschenk::N,سوغات,лажинккакку
320,Spiel::N,لوبه,тӏуркӏу
321,Gesellschaft::N,ډله,жямат
322,Gesellschaft::N,ډله,ккуран
323,Hilfe::N,کومک,кумаг
324,Hilfe::N,مرسته,кумаг
325,Freund::N,ملګری,дус
326,Kamerad::N,انډيوال,хӏаласу
327,Angelegenheit::N,موضوع,иш
328,Anzahl::N,شمېر,аьдад
329,Anzahl::N,تعداد,аьдад
330,Art::N,ډول,жинс
331,Stück::N,ټوټه,касак
332,Teil::N,برخه,бутӏа
333,Hälfte::N,نیم,дачӏи
334,Kreis::N,دایره,кюрщан
335,Kreuz::N,صلیب,ххач
336,Linie::N,خط,щва
337,Linie::N,لیکه,щва
338,Strich::N,کرښه,щва
339,Abstand::N,فاصله,манзил
340,Entfernung::N,واټن,манзил
341,Gegend::N,سیمه,кӏану
342,Gegend::N,منطقه,кӏану
343,Platz::N,ځای,
344,Ort::N,ځای,кӏану
345,Seite::N,مخ,чул
346,Seite::N,مخ,чулухалу
347,Seite::N,اړخ,чул
348,Seite::N,اړخ,чулухалу
349,Mitte::N,وسط,дя
350,Mitte::N,مینځ,дя
351,Gegenstand::N,شی,зат
352,Sache::N,شی,зат
353,Sache::N,څيز,зат
354,Rand::N,څنډه,зума
355,Rand::N,کناره,зума
356,Kante::N,اړخ,
357,Ecke::N,ګوټ,мурцӏу
358,Spitze::N,څوکه,мицӏ
359,Ende::N,څوکه,зума
360,Loch::N,سوری,ккутӏ
361,Winkel::N,کنج,мурцӏу
362,Winkel::N,کوتی,мурцӏу
363,Muster::N,نمونه,накьич
364,Größe::N,قد,
365,Größe::N,لويوالی,
366,Länge::N,طول,лахъишиву
367,Länge::N,اوږد والی,лахъишиву
368,Höhe::N,جګوالی,лахъшиву
369,Gewicht::N,وزن,дуццин
370,Gewicht::N,وزن,кӏушиву
371,Menge::N,اندازه,
372,Haufen::N,کوټه,бакӏу
373,Reihe::N,صف,кьюкьа
374,Reihe::N,کتار,кьюкьа
375,Boot::N,قايق,луткка
376,Ruder::N,چپه,весло
377,Ruder::N,چپه,чӏатӏа
378,Schlitten::N,ښویېدونی,чана
379,Schlitten::N,ښویېدونی,санкка
380,Ski::N,سکي,лижарду
381,Lagerfeuer::N,اور,къавтӏн
382,Last::N,بار,гьиву
383,Last::N,پېټی,гьиву
384,Gang::N,تګ,нанаву
385,Schritt::N,ګام,ша
386,Norden::N,شمال,ухссав
387,Norden::N,شمال,ухссавнил чулухалу
388,Süden::N,سوېل,кьилва
389,Westen::N,لوېدېځ,баргълагавал
390,Westen::N,لوېدېځ,баргълагавал чул
391,Osten::N,شرق,баргъбуккай чулухалу
392,Osten::N,ختیځ,баргъбуккай чулухалу
393,Holz::N,لرګی,тӏама
394,Brett::N,تخته,тахта
395,Platte::N,تخته,гъуни
396,Stütze::N,تکیوان,гьалакӏу
397,Stange::N,ډاګه,къазихъ
398,Stock::N,لرګی,ттархь
399,Stab::N,چيخله,ччантӏакъу
400,Rohr::N,نل,бургъу
401,Haus::N,کور,къатта
402,Heim::N,کور,къатта
403,Ofen::N,تودنۍ,пач
404,Fußboden::N,غولی,чӏанкъатта
405,Tisch::N,مېز,усттул
406,Stuhl::N,چوکۍ,кӏану
407,Wiege::N,زانګو,оьрчӏал кӏану
408,Bett::N,کټ,тах
409,Bett::N,چپرکټ,тах
410,Regal::N,تاخچۍ,чӏаму
411,Kiste::N,صندوق,яшикӏ
412,Kiste::N,صندوق,къурши
413,Fenster::N,کړکۍ,чӏавахьулу
414,Tür::N,دروازه,нуз
415,Tür::N,دروازه,нузкьун
416,Tor::N,دروازه,къапу
417,Tor::N,دروازه,дарваза
418,Zaun::N,کټاره,дайгьузанну
419,Dach::N,بام,магъи
420,Dach::N,بام,цӏиялу
421,Leiter::N,زينه,чуртту
422,Besen::N,جارو,чӏатлу
423,Spaten::N,یوم,бил
424,Schaufel::N,بېلچه,чӏатӏа
425,Gabel::N,پنجه,гьиссилу
426,Löffel::N,کاشوغه,къуса
427,Messer::N,چاقو,чӏила
428,Nagel::N,ميخ,мяр
429,Netz::N,جال,къери
430,Haken::N,څنګک,къича
431,Griff::N,لاستی,куяму
432,Schloss::N,کلپ,кьункьула
433,Bild::N,رسم,сурат
434,Figur::N,قدوقامت,
435,Puppe::N,ګوډۍ,ссихьу
436,Beutel::N,کڅوړه,чантай
437,Bündel::N,دسته,гьи
438,Bündel::N,دسته,къар
439,Tasche::N,بکس,
440,Tasche::N,توبره,
441,Eimer::N,سطل,бадра
442,Deckel::N,سرپوښ,къапаза
443,Geschirr::N,لوښی,пюрунчӏул
444,Geschirr::N,لوښی,тӏахӏникӏичӏу
445,Sack::N,جوال,къап
446,Sack::N,جوال,дарваг
447,Tasse::N,پیاله,пижан
448,Tasse::N,پیاله,пинжан
449,Tasse::N,پیاله,инкираччатӏи
450,Tasse::N,پیاله,цинцилттал бушкъап
451,Topf::N,دېګی,кӏункӏур
452,Kessel::N,دېګ,чаг
453,Kessel::N,دېګ,кӏункӏур
454,Essen::N,خوراک,дукия
455,Essen::N,خوراک,дукин
456,Nahrung::N,خوراک,дукра
457,Speise::N,خواړه,дукра
458,Fleisch::N,غوښه,дикӏ
459,Getreide::N,غله,къама
460,Brei::N,اوګره,ккурч
461,Brot::N,ډوډۍ,ччатӏ
462,Scheibe::N,مړۍ,парча
463,Fett::N,غوړي,аьгъушиву
464,Butter::N,کوچ,нагь
465,Butter::N,کوچ,лагаву
466,Öl::N,تېل,
467,Salz::N,مالګه,цӏву
468,Suppe::N,شوربا,накь
469,Honig::N,شات,ницӏ
470,Milch::N,شوده,накӏ
471,Tee::N,چای,чяй
472,Leder::N,څرمن,бурчу
473,Wolle::N,پشم,ппал
474,Stoff::N,ټوټه,янна
475,Nadel::N,ستن,ххалаххи
476,Faden::N,تار,ххал
477,Knopf::N,تڼۍ,банд
478,Knopf::N,تکمه,банд
479,Knoten::N,غوټه,къурхъ
480,Farbe::N,رنګ,сир
481,Kleidung::N,کالي,янна
482,Kleidung::N,کالي,лаххия
483,Hemd::N,کميس,гьухъа
484,Kragen::N,غاړه,дарвач
485,Ärmel::N,لستوڼی,кахха
486,Hose::N,پطلون,хӏажак
487,Gürtel::N,کمربند,мухӏлу
488,Mütze::N,خولۍ,кьяпа
489,Schuh::N,بوټ,
490,Stiefel::N,موزه,чакма
491,Ring::N,ګوته,кӏисса
492,Band::N,فيته,линт
493,Kamm::N,ګمنځ,ттарал
494,Spiegel::N,ایینه,дагьани
495,Spiegel::N,هنداره,дагьани
496,Riemen::N,تسمه,эн
497,Schnur::N,مزی,хьхьа
498,Leine::N,رسۍ,
499,Decke::N,بړستن,виргъан
500,Kissen::N,بالښت,кӏаралу
501,Tuch::N,ټیکری,карщи
502,Handtuch::N,دسمال,калихьу
503,Handtuch::N,دسمال,лажинлихьу
504,Kraft::N,زور,эллаж
505,Kraft::N,توان,эллаж
506,Stärke::N,قوت,гуж
507,Gesundheit::N,صحت,цӏуллу-сагъшиву
508,Gesundheit::N,روغتیا,цӏуллу-сагъшиву
509,Krankheit::N,مرض,къашайшиву
510,Krankheit::N,ناروغي,къашайшиву
511,Schmerz::N,درد,къюву
512,Wunde::N,ټپ,щаву
513,Wunde::N,زخم,щаву
514,Fieber::N,تبه,кӏиришиву
515,Arznei::N,دوا,дару
516,Arznei::N,دارو,дару
517,Brücke::N,پول,ламу
518,Brunnen::N,څاه,къуй
519,Brunnen::N,کوهی,къуй
520,Weide::N,وله,бизантту
521,Pfad::N,تړه,жегъир ххуллу
522,Weg::N,لیار,ххуллу
523,Straße::N,سړک,ххуллу
524,Dorf::N,کلی,щар
525,Dorf::N,کلی,шяравалу
526,Stadt::N,ښار,шагьру
527,Brief::N,لیک,чагъар
528,Brief::N,مکتوب,чагъар
529,Buch::N,کتاب,лу
530,Buchstabe::N,حرف,хӏарп
531,Buchstabe::N,توری,хӏарп
532,Zeitung::N,اخبار,кказит
533,Leben::N,ژوند,оьрму
534,Tod::N,مرګ,ажал
535,Tod::N,مرګ,бивкӏу
536,Tod::N,مرګ,ивчӏаву
537,Tod::N,مړینه,ажал
538,Tod::N,مړینه,бивкӏу
539,Tod::N,مړینه,ивчӏаву
540,Grab::N,قبر,гьав
541,Grab::N,ډورۍ,гьав
542,Kirche::N,کلیسا,килиса
543,Sünde::N,ګناه,бунагъ
544,Gott::N,خدای,зал
545,Arbeiter::N,کاریګر,зузала
546,Chef::N,آمر,ялувма
547,Meister::N,استاد,усттар
548,Arzt::N,طبیب,хӏакин
549,Arzt::N,ډاکټر,хӏакин
550,Lehrer::N,معلم,учитель
551,Lehrer::N,ښوونکی,учитель
552,Geld::N,پیسې,арцу
553,Geschäft::N,سوداګري,даву
554,Laden::N,دکان,ттучан
555,Laden::N,مغازه,ттучан
556,Preis::N,بیه,багъа
557,Ware::N,مال,хъус
558,Nutzen::N,ګټه,хайр
559,Nutzen::N,ګټه,мюнпат
560,Reichtum::N,شتمني,давлат
561,Reichtum::N,شتمني,аваданшиву
562,Welt::N,نړۍ,дуниял
563,Welt::N,دنیا,дуниял
564,Land::N,هېواد,билаят
565,Staat::N,دولت,паччахӏлугъ
566,König::N,باچا,
567,König::N,پادشاه,
568,Macht::N,قدرت,власть
569,Grenze::N,حد,дазу
570,Grenze::N,سرحد,дазу
571,Krieg::N,جګړه,дяъви
572,Feind::N,دښمن,душман
573,Gewalt::N,زور,къия
574,Gewalt::N,تشدد,къия
575,Kampf::N,جنګ,лачӏуи уккаву
576,Kampf::N,مبارزه,лачӏуи уккаву
577,Bogen[Waffe]::N,لیندۍ,ккуртта
578,Pfeil::N,غشی,чӏатӏаракӏ
579,Gewehr::N,ټوپک,ттупанг
580,Fehler::N,خطا,гъалатӏ
581,Fehler::N,غلطي,гъалатӏ
582,Lüge::N,دروغ,щялмахъ
583,Schaden::N,زیان,зарал
584,Schaden::N,تاوان,зарал
585,Unglück::N,بدبختي,бала
586,Schuld::N,ګناه,тахсир
587,Alter::N,منګ,оьрму
588,Schluss::N,اخر,ахир
589,Zeit::N,وخت,чӏун
590,Tag::N,ورځ,кьини
591,Morgen::N,سبا,кӏюрх
592,Morgen::N,سهار,кӏюрх
593,Mittag::N,غرمه,ахттайн
594,Mittag::N,غرمه,дяахттайн
595,Mittag::N,غرمه,ахттайн чӏун
596,Abend::N,ماښام,маркӏачӏан
597,Nacht::N,شپه,хьхьу
598,Woche::N,اونۍ,нюжмар
599,Monat::N,مياشت,барз
600,Jahr::N,کال,шин
601,Frühling::N,پسرلی,инт
602,Sommer::N,دوبی,гъи
603,Herbst::N,منی,ссут
604,Herbst::N,خزان,ссут
605,Winter::N,ژمی,кӏи
606,Januar::N,جنوري,цалчинмур барз
607,Februar::N,فبروري,кӏилчинмур барз
608,März::N,مارچ,шамилчинмур барз
609,April::N,اپریل,апрель
610,April::N,اپریل,мукьилчинмур барз
611,Mai::N,مې,май
612,Mai::N,مې,ххюлчинмур барз
613,Juni::N,جون,июнь
614,Juni::N,جون,ряххилчинмур барз
615,Juli::N,جولای,июль
616,Juli::N,جولای,Арулчинмур барз
617,August::N,اګست,мяйлчинмур барз
618,September::N,سپټامبر,урчӏилчинмур барз
619,Oktober::N,اکتوبر,ацӏилчинмур барз
620,November::N,نومبر,ацӏния цалчинмур барз
621,Dezember::N,دسمبر,ацӏния кӏилчинмур барз
622,Montag::N,دوشنبه,итин
623,Montag::N,دوشنبه,итин кьини
624,Dienstag::N,سه شنبه,тталат
625,Dienstag::N,سه شنبه,тталат кьини
626,Mittwoch::N,چارشنبه,арвахӏ
627,Donnerstag::N,پنجشنبه,хамис
628,Freitag::N,جمعه,нюжмар
629,Freitag::N,جمعه,нюжмар кьини
630,Samstag::N,خالي,ххуллун
631,Samstag::N,خالي,ххуллун кьини
632,Sonntag::N,یکشنبه,алхӏат
633,Sonntag::N,یکشنبه,алхӏат кьини
634,groß::A,لوی,бугъарасса
635,klein::A,وړوکی,чӏивисса
636,lang::A,اوړد,лахъисса
637,kurz::A,لنډ,кутӏасса
638,breit::A,پراخه,уттасса
639,schmal::A,تنګ,уттакӏюласса
640,dicht::A,ګڼ,ццунсса
641,dick[Gegenstand]::A,پنډ,ганзсса
642,dünn::A,نری,кӏюласса
643,fein::A,نازک,
644,fest::A,کلک,цӏакьсса
645,fest::A,کلک,кьянкьасса
646,fest::A,ټینګ,цӏакьсса
647,fest::A,ټینګ,кьянкьасса
648,flach::A,هوار,баягъисса
649,flach::A,هوار,цӏубакъасса
650,flach::A,هوار,куртӏ дакъасса
651,glatt::A,ښوی,дюрчӏусса
652,hart::A,کلک,кьянкьасса
653,weich::A,نرم,кӏукӏлусса
654,weich::A,پوست,кӏукӏлусса
655,rund::A,ګرد,ккурккисса
656,spitz::A,تېره,ярксса
657,spitz::A,تېره,дайлсса
658,spitz::A,تېره,мицӏ бусса
659,scharf::A,تېز,ярксса
660,scharf::A,تېز,дайлсса
661,scharf::A,تېز,мицӏ бусса
662,scharf::A,تېره,ярксса
663,scharf::A,تېره,дайлсса
664,scharf::A,تېره,мицӏ бусса
665,stumpf::A,پڅ,къуркъасса
666,schwer::A,دروند,кӏусса
667,schön::A,ښکلی,аьнтӏикӏасса
668,heiß::A,تود,кӏирисса
669,warm::A,تود,гъелисса
670,kalt::A,ېخ,дяркъусса
671,kalt::A,سوړ,дяркъусса
672,kühl::A,ېخ,дюхлулсса
673,kühl::A,سوړ,дюхлулсса
674,frisch::A,تازه,цӏусса
675,feucht::A,مرطوب,атилсса
676,feucht::A,مرطوب,хъавтусса
677,nass::A,لوند,атилсса
678,nass::A,لوند,хъавтусса
679,trocken::A,وچ,кьавкьсса
680,trocken::A,وچ,кьакьан бувсса
681,voll::A,ډک,бувцӏусса
682,leer::A,خالی,бачӏвасса
683,offen::A,خلاص,тӏивтӏусса
684,offen::A,پرانیستی,тӏивтӏусса
685,geschlossen::A,تړلی,лавкьусса
686,sauber::A,پاک,марцӏсса
687,schmutzig::A,چټل,чапалсса
688,roh::A,خام,шакъавхьсса
689,reif::A,پوخ,дирсса
690,reif::A,رسېدلی,дирсса
691,lecker::A,خوندور,нахӏусса
692,lecker::A,خوندور,тӏааьнсса
693,lecker::A,مزه دار,нахӏусса
694,lecker::A,مزه دار,тӏааьнсса
695,süß::A,خوږ,нацӏусса
696,süß::A,شیرین,нацӏусса
697,bitter::A,تریخ,кьурчӏисса
698,sauer::A,ټاک,туршсса
699,sauer::A,تريو,туршсса
700,hell::A,روڼ,чаннасса
701,hell::A,روښان,чаннасса
702,dunkel::A,تیاره,цӏансса
703,schwarz::A,تور,лухӏисса
704,weiß::A,سپين,кӏяласса
705,rot::A,سور,ятӏулсса
706,gelb::A,زېړ,хъахъисса
707,blau::A,شین,някӏсса
708,blau::A,اسماني رنګه,някӏсса
709,grün::A,زرغون,щюлисса
710,grau::A,خړ,оьрусса
711,bunt::A,رنګارنګ,оьрчӏикӏурисса
712,billig::A,ارزان,кьювкьусса
713,teuer::A,ګران,ххирасса
714,wertvoll::A,قیمتي,багьасса
715,blind::A,ړوند,мурчӏисса
716,taub::A,کوڼ,къюкӏсса
717,kräftig::A,قوی,гужсса
718,stark::A,قوی,кьянкьасса
719,stark::A,تکړه,кьянкьасса
720,schwach::A,ضعیف,заэвсса
721,schwach::A,کمزوری,заэвсса
722,fett::A,چاغ,бучсса
723,schlank::A,خوش اندام,бювхъусса
724,hübsch::A,ښکلی,янусса
725,hübsch::A,ښایسته,янусса
726,böse::A,شریر,оьсса
727,böse::A,قهرناک,оьсса
