,Concept_ID,ps,lbe
1371,verstehen::V,پوهېدل,
1372,lernen::V,زده کول,лахьлан
1373,lernen::V,زده کول,лахьхьин
1374,lernen::V,درس لوستل,лахьлан
1375,lernen::V,درس لوستل,лахьхьин
1376,wissen::V,پوهېدل,кӏулну бикӏан
1377,wissen::V,پوهېدل,хавар бикӏан
1378,sich erinnern an::V,یادول,дакӏнин бутан
1379,sich erinnern an::V,په یاد راوړل,дакӏнин бутан
1380,vergessen::V,هېرول,хъама битан
1381,messen::V,اندازه کول,дуцин дуллан
1382,messen::V,اندازه کول,дуцин дан
1383,zählen::V,شمارل,дуккин
1384,rechnen::V,حسابول,хӏисав дан
1385,lesen::V,لوستل,ккалан
1386,malen::V,رسمول,сурат дуллан
1387,zeichnen::V,رسمول,сурат дуллан
1388,schreiben::V,لیکل,чичин
1389,schreiben::V,لیکل,чичлан
1390,besitzen::V,لرل,дуну икӏан
1391,besitzen::V,لرل,дуну дикӏан
1392,besitzen::V,لرل,заллуну икӏан
1393,kaufen::V,رانیول,машан ласун
1394,verkaufen::V,خرڅول,баххан
1395,bezahlen::V,تأدیه کول,арцу дулун
1396,bezahlen::V,تأدیه کول,багьа булун
1397,zahlen::V,کسات اخيستل,арцу дулун
1398,zahlen::V,کسات اخيستل,багьа булун
1399,beherrschen::V,تسلط لرل,дуну икӏан
1400,beherrschen::V,تسلط لرل,заллуну икӏан
1401,ertragen::V,زغمل,бухӏан
