,Concept_ID,da,mdf
70,Wasser::N,vand,ведь
71,Stein::N,sten,кев
72,Boden::N,jord,мода
73,Boden::N,jord,потмакс
74,Erde::N,jord,мода
75,Erde::N,jord,мастор
76,Staub::N,støv,пуль
77,Rauch::N,røg,качам
78,Funke::N,gnist,ця́тка
79,Feuer::N,ild,тол
80,Licht::N,lys,ва́лда
81,Schatten::N,skygge,цильф
82,Wetter::N,vejr,уша
83,Nebel::N,tåge,тума́н
84,Wolke::N,sky,ковол
85,Regen::N,regn,пизем
86,Schnee::N,sne,лов
87,Eis::N,is,эй
88,Frost::N,frost,ке́льме
89,Kälte::N,kulde,якшама
90,Hitze::N,hede,пси
91,Raureif::N,rimfrost,леш
92,Regenbogen::N,regnbue,а́тямъёнга
93,Donner::N,torden,атям
94,Strömung::N,strømning,шудема́
95,Tropfen::N,dråbe,путькс
96,Tropfen::N,dråbe,пътняфкс
97,Schaum::N,skum,шов
98,Schmutz::N,snavs,ърда́з
99,See::N,sø,эрьхке
100,Sumpf::N,sump,шяй
101,Moor::N,mose,шяй
102,Wiese::N,eng,луга
103,Wald::N,skov,вирь
104,Hügel::N,høj,губо́р
105,Hügel::N,høj,пандоня
106,Hügel::N,bakke,губо́р
107,Hügel::N,bakke,пандоня
108,Anhöhe::N,høj,губо́р
109,Anhöhe::N,bakke,губо́р
110,Berg::N,bjerg,панда
111,Gipfel::N,top,пря
112,Höhle::N,hule,у́нда
113,Abhang::N,skrænt,па́нда ша́ма
114,Abhang::N,skråning,па́нда ша́ма
115,Quelle::N,kilde,эшиня
116,Bach::N,bæk,шудерькс
117,Fluss::N,flod,ляй
118,Ufer::N,bred,търва́
119,Küste::N,kyst,ляйтърва́
120,Festland::N,fastland,мода
121,Meer::N,hav,моря
122,Bucht::N,bugt,ведьуське
123,Insel::N,ø,цёнга
124,Blume::N,blomst,панчф
125,Gras::N,græs,тише
126,Wurzel::N,rod,юр
127,Wurzel::N,rod,ункс
128,Baum::N,træ,шуфта
129,Stamm::N,stamme,ро́нга
130,Rinde::N,bark,кер
131,Ast::N,gren,морга
132,Zweig::N,kvist,тарад
133,Blatt::N,blad,лопа
134,Birke::N,birk,ке́лу
135,Kiefer[Baum]::N,fyrretræ,пиче
136,Weide[Baum]::N,piletræ,каль
137,Tanne::N,gran,куз
138,Horn::N,horn,сюра
139,Feder::N,fjer,толга
140,Fell::N,skind,кедь
141,Flügel::N,vinge,паця
142,Klaue::N,klov,кенже
143,Kralle::N,klo,кенже
144,Schwanz::N,hale,пула
145,Ei::N,æg,ал
146,Nest::N,rede,пиза
147,Bau::N,bo,пиза
148,Tier::N,dyr,жува́та
149,Herde::N,flok,нал
150,Herde::N,flok,стада
151,Kuh::N,ko,скал
152,Kuh::N,ko,тракс
153,Bulle::N,tyr,бука
154,Pferd::N,hest,лишме
155,Schaf::N,får,уча́
156,Schwein::N,gris,тува
157,Hund::N,hund,пине
158,Katze::N,kat,катоня
159,Katze::N,kat,аваката
160,Bär::N,bjørn,офта
161,Eichhörnchen::N,egern,ур
162,Elch::N,elg,ся́рда
163,Fuchs::N,ræv,келазь
164,Hase::N,hare,ну́мол
165,Maus::N,mus,шеер
166,Wolf::N,ulv,върьгаз
167,Vogel::N,fugl,нармонь
168,Schwarm::N,sværm,ко́вол
169,Schwarm::N,sværm,ме́швеле
170,Huhn::N,høne,сараз
171,Hahn::N,hane,а́тякш
172,Gans::N,gås,маци
173,Adler::N,ørn,куцькан
174,Ente::N,and,яксярга
175,Eule::N,ugle,ко́рож
176,Kranich::N,trane,ка́рга
177,Krähe::N,krage,ва́рси
178,Kuckuck::N,gøg,ку́ку
179,Schwan::N,svane,ло́ксти
180,Fisch::N,fisk,кал
181,Barsch::N,aborre,о́кунь
182,Hecht::N,gedde,щу́ка
183,Schlange[Tier]::N,slange,куй
184,Wurm::N,orm,сукс
185,Spinne::N,edderkop,унжа́
186,Ameise::N,myre,панжам
187,Laus::N,lus,си
188,Mücke::N,myg,ся́ське
189,Fliege::N,flue,кару
190,Schmetterling::N,sommerfugl,ме́лав
191,Beere::N,bær,и́мож
192,Apfel::N,æble,марь
193,Pilz::N,svamp,панга
194,Zwiebel::N,løg,шурьхкя́
195,Saat::N,sæd,видьмот
196,Korn::N,korn,сёра
197,Heu::N,hø,тише
198,Schale::N,skræl,кедь
199,Grube::N,grav,лотка
200,Falle::N,fælde,туфкс
201,Falle::N,fælde,кунда́ма
202,Schlinge::N,snare,килькш
203,Spur::N,spor,пильгоки́
204,Asche::N,aske,кулу
205,Dreck::N,snavs,ърда́з
206,Eisen::N,jern,кшни
207,Gold::N,guld,ока
208,Gold::N,guld,золота
209,Silber::N,sølv,сия́
210,Kohle::N,kul,седь
211,Kohle::N,kul,седьвальмя
212,Glas::N,glas,кля́нцек
213,Lehm::N,ler,сёвонь
214,Sand::N,sand,шува́р
215,Mensch::N,mennesge,ломань
216,Mann::N,mand,аля
217,Mann::N,mand,цёраломань
218,Frau::N,kvinde,ава
219,Kind::N,barn,идь
220,Kind::N,barn,шаба
221,Junge::N,dreng,цёраня
222,Mädchen::N,pige,стирня́
223,Familie::N,familie,тнал
224,Familie::N,familie,семья
225,Großvater::N,bedstefar,атя
226,Großvater::N,bedstefar,щя́тя
227,Großmutter::N,bedstemor,баба
228,Eltern::N,forældre,тя́дят-а́лят
229,Vater::N,far,аля
230,Mutter::N,mor,ава
231,Mutter::N,mor,тядя
232,Sohn::N,søn,цёра
233,Tochter::N,datter,стирь
234,Bruder::N,bror,дуган
235,Bruder::N,bror,пяльне
236,Schwester::N,søster,ака
237,Schwester::N,søster,сазор
238,Onkel::N,onkel,оця
239,Onkel::N,onkel,патя
240,Onkel::N,onkel,щеня́
241,Tante::N,tante,ака
242,Tante::N,tante,щака
243,Ehemann::N,ægtemand,мирде
244,Ehefrau::N,hustru,ърьвя́
245,Freude::N,glæde,ке́нярдема
246,Gelächter::N,latter,рахсема
247,Glück::N,lykke,паваз
248,Kummer::N,sorg,ризф
249,Kummer::N,sorg,пичефкс
250,Wunsch::N,ønske,мяль
251,Wunsch::N,ønske,таколдома
252,Lust::N,lyst,таколдома
253,Geist::N,ånd,вайме
254,Gedanke::N,tanke,мяль
255,Gedächtnis::N,hukommelse,прявий
256,Verstand::N,forstand,прявий
257,Sinn::N,mening,ён
258,Sinn::N,betydning,ён
259,Grund::N,grund,туфта́л
260,Wahrheit::N,sandhed,ви́де
261,Wahrheit::N,sandhed,видеши́
262,Gespräch::N,samtale,корхтама
263,Märchen::N,eventyr,ёфкс
264,Erzählung::N,fortælling,азкс
265,Nachricht::N,efterretning,куля́
266,Neuigkeit::N,nyhed,куля́
267,Name::N,navn,лем
268,Rätsel::N,gåde,со́дама ёфкс
269,Rede::N,tale,вал
270,Rede::N,tale,корхтама
271,Sprache::N,sprog,кяль
272,Stimme::N,stemme,вайгяль
273,Wort::N,ord,вал
274,Zeichen::N,tegn,тя́ште
275,Zeichen::N,tegn,тя́штькс
276,Ruf::N,råb,тердема
277,Lärm::N,larm,гайф
278,Lärm::N,larm,жалакодома
279,Laut::N,lyd,вайгяль
280,Ton::N,tone,вайгяль
281,Lied::N,sang,мора
282,Ruhe::N,ro,сетьме
283,Ruhe::N,hvile,сетьме
284,Leute::N,folk,ломатть
285,Leute::N,mennesker,ломатть
286,Volk::N,folk,наро́д
287,Arbeit::N,arbejde,тев
288,Gast::N,gæst,и́нжи
289,Gast::N,gæst,ко́нак
290,Geschenk::N,gave,казне
291,Spiel::N,leg,налхкома
292,Spiel::N,leg,налхксема
293,Gesellschaft::N,selskab,кружок
294,Hilfe::N,hjælp,лездома
295,Freund::N,ven,я́лга
296,Kamerad::N,kammerat,я́лга
297,Angelegenheit::N,sag,тев
298,Angelegenheit::N,anliggende,тев
299,Anzahl::N,antal,лувкс
300,Art::N,art,вид
301,Stück::N,stykke,пакш
302,Teil::N,del,часть
303,Teil::N,del,пялькс
304,Hälfte::N,halvdel,пяле
305,Kreis::N,cirkel,шаркс
306,Kreuz::N,kors,крёз
307,Kreuz::N,kryds,крёз
308,Linie::N,linie,межа
309,Linie::N,linie,китькс
310,Strich::N,streg,межа
311,Abstand::N,afstand,ётка
312,Entfernung::N,afstand,ётка
313,Gegend::N,egn,ва́ста
314,Gegend::N,egn,перьфпя́ль
315,Platz::N,plads,ва́ста
316,Ort::N,sted,ва́ста
317,Seite::N,side,пяле
318,Mitte::N,midte,кучка́
319,Gegenstand::N,genstand,веща
320,Sache::N,sag,тев
321,Sache::N,sag,веща
322,Rand::N,rand,пе
323,Kante::N,kant,и́рдез
324,Ecke::N,hjørne,ужа
325,Spitze::N,spids,пря
326,Ende::N,ende,пе
327,Loch::N,hul,варя
328,Winkel::N,vinkel,ужа
329,Muster::N,mønster,сёрма
330,Größe::N,størrelse,серь
331,Länge::N,længde,кува́лма
332,Höhe::N,højde,серь
333,Gewicht::N,vægt,сталма
334,Menge::N,mængde,лувкс
335,Haufen::N,bunke,мар
336,Reihe::N,række,ряд
337,Boot::N,båd,венеж
338,Ruder::N,åre,миле
339,Schlitten::N,kælk,ну́рда
340,Schlitten::N,slæde,ну́рда
341,Ski::N,ski,сокс
342,Lagerfeuer::N,lejrbål,то́лмар
343,Last::N,last,канкс
344,Last::N,last,сталма
345,Last::N,byrde,канкс
346,Last::N,byrde,сталма
347,Gang::N,gang,молема
348,Schritt::N,skridt,аськолкс
349,Norden::N,nord,якшама шире
350,Süden::N,syd,ля́мбе ши́ре
351,Westen::N,vest,ши валгома шире
352,Osten::N,øst,шинь стяма шире
353,Holz::N,træ,вирь
354,Holz::N,træ,шуфта
355,Brett::N,bræt,лавця
356,Platte::N,plade,плита́
357,Stütze::N,støtte,неже
358,Stange::N,stang,олга
359,Stock::N,stok,байдек
360,Stab::N,stav,олгоня
361,Rohr::N,rør,турама
362,Haus::N,hus,куд
363,Heim::N,hjem,куд
364,Ofen::N,ovn,пянакуд
365,Fußboden::N,gulv,кия́кс
366,Tisch::N,bord,шра
367,Tisch::N,bord,моркш
368,Stuhl::N,stol,стул
369,Wiege::N,vugge,нюря́м
370,Bett::N,seng,ацам
371,Regal::N,reol,лавцяланга
372,Kiste::N,kasse,парга
373,Fenster::N,vindue,валмья
374,Tür::N,dør,кенкш
375,Tor::N,port,ортат
376,Zaun::N,stakit,перяфкс
377,Dach::N,tag,кудпря
378,Leiter::N,stige,куцема
379,Besen::N,kost,тяльме
380,Spaten::N,spade,ка́йме
381,Schaufel::N,skovl,ко́поня
382,Schaufel::N,skovl,ця́рдом
383,Gabel::N,gaffel,ця́нгоня
384,Löffel::N,ske,куцю
385,Messer::N,kniv,пеель
386,Nagel::N,søm,эска
387,Netz::N,net,
388,Haken::N,krog,кя́чказ
389,Griff::N,tag,недь
390,Griff::N,tag,кунда́мка
391,Griff::N,håndtag,недь
392,Griff::N,håndtag,кунда́мка
393,Schloss::N,lås,замо́к
394,Bild::N,billede,карти́на
395,Figur::N,figur,ронга-понда
396,Puppe::N,dukke,ня́ка
397,Beutel::N,pose,кяскав
398,Bündel::N,bylt,кярьме
399,Bündel::N,bundt,кярьме
400,Tasche::N,taske,кошяльня
401,Eimer::N,spand,ве́дарка
402,Deckel::N,låg,тавадкс
403,Deckel::N,låg,вельхкс
404,Geschirr::N,husgeråd,кядьге
405,Sack::N,sæk,кяскав
406,Tasse::N,kop,ша́ваня
407,Topf::N,gryde,кавозь
408,Kessel::N,kedel,сргавозь
409,Essen::N,måltid,ярхцама
410,Nahrung::N,mad,ярхцампяль
411,Nahrung::N,næring,ярхцампяль
412,Speise::N,ret,ярхцама
413,Fleisch::N,kød,пал
414,Fleisch::N,kød,сиволь
415,Getreide::N,korn,сёра
416,Brei::N,grød,ям
417,Brot::N,brød,кши
418,Scheibe::N,skive,кочам
419,Fett::N,fedt,куя́
420,Butter::N,smør,вай
421,Öl::N,olie,вай
422,Salz::N,salt,сал
423,Suppe::N,suppe,шонгарям
424,Suppe::N,suppe,коршампяль
425,Honig::N,honning,медь
426,Milch::N,mælk,лофца
427,Tee::N,te,чай
428,Leder::N,skind,кедь
429,Wolle::N,uld,пона
430,Stoff::N,stof,котф
431,Nadel::N,nål,салмокс
432,Faden::N,tråd,сюре
433,Knopf::N,knap,пуня
434,Knoten::N,knude,сюлма
435,Farbe::N,farve,архтомбяль
436,Kleidung::N,påklædning,щам
437,Hemd::N,skjorte,па́нар
438,Kragen::N,krave,сиве
439,Ärmel::N,ærme,ожа
440,Hose::N,bukser,понкст
441,Gürtel::N,bælte,каркс
442,Mütze::N,hue,вазь
443,Schuh::N,sko,башма́к
444,Stiefel::N,støvle,кя́ме
445,Ring::N,ring,суркс
446,Band::N,bånd,керькс
447,Band::N,bånd,лента
448,Kamm::N,kam,сюрьхцем
449,Spiegel::N,spejl,ванома
450,Riemen::N,rem,шнань каркс
451,Schnur::N,snor,пикс
452,Schnur::N,snor,карькскя
453,Leine::N,snor,вядьме
454,Decke::N,tæppe,вельхкс
455,Kissen::N,pude,тоду
456,Tuch::N,sjaltørklæde,руця́
457,Handtuch::N,håndklæde,на́рдама
458,Kraft::N,kraft,вий
459,Stärke::N,styrke,вииши
460,Gesundheit::N,sundhed,шумбраши́
461,Krankheit::N,sygdom,урма́
462,Krankheit::N,sygdom,сярядема
463,Schmerz::N,smerte,маряма
464,Wunde::N,sår,керф
465,Fieber::N,feber,маштыкс
466,Arznei::N,medicin,надо́бья
467,Arznei::N,medicin,пъчка́фтома
468,Arznei::N,lægemiddel,надо́бья
469,Arznei::N,lægemiddel,пъчка́фтома
470,Brücke::N,bro,седь
471,Brunnen::N,brønd,эши
472,Weide::N,græsgang,ванома васта
473,Pfad::N,sti,ян
474,Pfad::N,sti,киня́
475,Weg::N,vej,ки
476,Straße::N,gade,ки
477,Dorf::N,landsby,веле
478,Stadt::N,by,ош
479,Brief::N,brev,сёрма
480,Buch::N,bog,книга
481,Buchstabe::N,bogstav,бу́ква
482,Zeitung::N,avis,газе́та
483,Leben::N,liv,эряф
484,Leben::N,liv,эряма
485,Tod::N,død,кулома́
486,Grab::N,grav,калма
487,Kirche::N,kirke,це́рькав
488,Sünde::N,synd,пежеть
489,Sünde::N,synd,муворкс
490,Gott::N,gud,шкай
491,Arbeiter::N,arbejder,трудендай
492,Arbeiter::N,arbejder,работник
493,Chef::N,chef,азор
494,Chef::N,chef,оцюня
495,Meister::N,mester,мастяр
496,Arzt::N,læge,врач
497,Arzt::N,læge,доктор
498,Lehrer::N,lærer,учи́тель
499,Geld::N,penge,ярмакт
500,Geschäft::N,forretning,ладяфкс
501,Geschäft::N,forretning,ладяф тев
502,Laden::N,butik,ла́вка
503,Laden::N,forretning,ла́вка
504,Preis::N,pris,питне
505,Ware::N,vare,миф
506,Ware::N,vare,ра́маф
507,Nutzen::N,nytte,пара
508,Nutzen::N,nytte,лезкс
509,Reichtum::N,rigdom,ко́зяши
510,Welt::N,verden,свет
511,Land::N,land,мастор
512,Staat::N,stat,государства
513,König::N,konge,король
514,Macht::N,magt,азорондама
515,Macht::N,magt,азорксши
516,Grenze::N,grænse,ёткаян
517,Krieg::N,krig,война́
518,Feind::N,fjende,душман
519,Feind::N,fjende,каршек тюри
520,Gewalt::N,vold,наругама
521,Kampf::N,kamp,тюрема́
522,Bogen[Waffe]::N,bue,нал
523,Pfeil::N,pil,нал
524,Gewehr::N,gevær,винто́вка
525,Fehler::N,fejl,эльбядькс
526,Lüge::N,løgn,васькафнема
527,Schaden::N,skade,зия́н
528,Unglück::N,uheld,зия́н
529,Unglück::N,ulykke,зия́н
530,Schuld::N,skyld,муворши
531,Alter::N,alder,эряф кизот
532,Alter::N,alder,эряфонь пинге
533,Schluss::N,slut,пе
534,Schluss::N,slutning,пе
535,Zeit::N,tid,пинге
536,Tag::N,dag,ши
537,Morgen::N,morgen,шобдава
538,Mittag::N,middag,шикучка
539,Abend::N,aften,иля́дь
540,Nacht::N,nat,ве
541,Woche::N,uge,недя́ля
542,Monat::N,måned,ков
543,Jahr::N,år,киза
544,Frühling::N,forår,тунда́
545,Sommer::N,sommer,киза
546,Herbst::N,efterår,сёксе
547,Winter::N,vinter,тяла
548,Januar::N,januar,кельмеков
549,Februar::N,februar,уфайков
550,März::N,marts,марайков
551,April::N,april,шудиков
552,Mai::N,maj,панжиков
553,Juni::N,juni,лямбеков
554,Juli::N,juli,псиков
555,August::N,august,сёроньков
556,September::N,september,тюжягов
557,Oktober::N,oktober,кельмазаков
558,November::N,november,эйндамков
559,Dezember::N,december,кучкаков
560,Montag::N,mandag,одговши
561,Dienstag::N,tirsdag,ша́вши
562,Mittwoch::N,onsdag,вержи
563,Donnerstag::N,torsdag,шува́ланя
564,Freitag::N,fredag,пя́денця
565,Samstag::N,lørdag,ёткши
566,Sonntag::N,søndag,таргоши
567,groß::A,stor,оцю
568,klein::A,lille,ёмла
569,lang::A,lang,кува́ка
570,kurz::A,kort,нюрьхкя́ня
571,breit::A,bred,кели
572,schmal::A,smal,тяйня
573,dicht::A,tæt,сиде
574,dicht::A,tæt,туста
575,dick[Gegenstand]::A,tyk,эчке
576,dünn::A,tynd,шува́ня
577,fein::A,fin,шува́ня
578,fest::A,fast,кеме
579,flach::A,flad,лапш
580,glatt::A,glat,вадяв
581,glatt::A,glat,такор
582,hart::A,hård,калгода
583,weich::A,blød,ляпе
584,rund::A,rund,кру́глай
585,spitz::A,spids,ботаз
586,spitz::A,spids,оржа
587,scharf::A,skarp,оржа
588,stumpf::A,sløv,ношка
589,stumpf::A,stump,ношка
590,schwer::A,tung,стака
591,schön::A,skøn,мазы
592,heiß::A,hed,пси
593,warm::A,varm,лямбе
594,kalt::A,kold,кельме
595,kühl::A,kølig,эше
596,frisch::A,frisk,свежай
597,feucht::A,fugtig,летьке
598,nass::A,våd,начка
599,trocken::A,tør,коське
600,voll::A,fuld,пяшксе
601,leer::A,tom,шава
602,offen::A,åben,панжада
603,offen::A,åben,виде
604,geschlossen::A,lukket,пякстаф
605,geschlossen::A,lukket,сёлгф
606,sauber::A,ren,ару
607,schmutzig::A,snavset,рда́зу
608,schmutzig::A,snavset,пя́ндра
609,roh::A,rå,верок
610,reif::A,moden,ке́нерьф
611,lecker::A,lækker,танцти
612,süß::A,sød,ламбама
613,bitter::A,bitter,сяпи
614,sauer::A,sur,шапама
615,hell::A,lys,валда
616,dunkel::A,mørk,шобда
617,schwarz::A,sort,равжа
618,weiß::A,hvid,акша
619,rot::A,rød,якстерь
620,gelb::A,gul,тюжя́
621,blau::A,blå,сенем
622,grün::A,grøn,пиже
623,grün::A,grøn,сянгяря
624,grau::A,grå,уле
625,bunt::A,broget,сёрмав
626,billig::A,billig,у́цез
627,billig::A,billig,аф пи́тни
628,teuer::A,dyr,пи́тни
629,wertvoll::A,værdifuld,питни
630,blind::A,blind,сокор
631,taub::A,døv,пярав
632,kräftig::A,kraftig,пяк вии
633,stark::A,stærk,вии
634,schwach::A,svag,лафча
635,fett::A,fed,куя́
636,schlank::A,slank,виде ронга
637,hübsch::A,køn,мазы
638,böse::A,ond,кяжи
639,böse::A,slem,кяжи
640,dumm::A,dum,аф ёню
641,dumm::A,dum,шава пря
642,faul::A,doven,нола
643,fleißig::A,flittig,ку́лхцонды
644,geizig::A,gerrig,кирьжя
645,geizig::A,gerrig,жаднай
646,klug::A,klog,ёню
647,klug::A,klog,пря́ви
648,geschickt::A,dygtig,маштозь тиф
649,geschickt::A,behændig,маштозь тиф
650,lieb::A,rar,цебярь
651,lustig::A,lystig,ра́хси
652,sanft::A,blid,сетьме
653,hungrig::A,sulten,вача
654,hungrig::A,sulten,вачеда
655,krank::A,syg,сяряди
656,nackt::A,nøgen,штада
657,nackt::A,nøgen,кърхтапа
658,traurig::A,bedrøvet,ла́жнай
659,lebendig::A,levende,эряй
660,gut::A,god,пара
661,gut::A,god,цебярь
662,schlecht::A,dårlig,кальдяв
663,richtig::A,rigtig,виде
664,schlimm::A,slem,кальдяв
665,wahr::A,sand,афкуксонь
666,alt::A,gammel,ташта
667,neu::A,ny,од
668,ehemalig::A,forhenværende,и́нгольдень
669,alt[Lebewesen]::A,gammel,сире
670,jung::A,ung,од
671,arm::A,fattig,а́шу
672,reich::A,rig,козя
673,bekannt::A,kendt,содаф
674,berühmt::A,berømt,содавикс
675,fremd::A,fremmed,лия
676,fremd::A,fremmed,аф содаф
677,verschieden::A,forskellig,аф фкя ла́цонь
678,nah::A,nær,мала
679,nah::A,nær,аф ичкоздень
680,fern::A,fjern,и́чкоздень
681,fern::A,fjern,куна́рдонь
682,linker::A,venstre,кержи
683,rechter::A,højre,види
684,anderer::A,anden,лия
685,erster::A,første,васенце
686,zweiter::A,anden,омбоце
687,dritter::A,tredje,колмоце
688,letzter::A,sidste,ме́кольце
689,allein::ADV,alene,ськамонза
690,auf einmal::ADV,på én gang,вихцок
691,zusammen::ADV,sammen,марс
692,zusammen::ADV,sammen,ма́рса
693,lange::ADV,længe,кува́тьс
694,plötzlich::ADV,pludselig,а́пак учт
695,sofort::ADV,straks,тяникиге
696,später::ADV,senere,ме́ле
697,jetzt::ADV,nu,тяни
698,heute::ADV,i dag,тячи
699,morgen::ADV,i morgen,ва́нды
700,bald::ADV,snart,курок
701,dann::ADV,så,меле
702,dann::ADV,så,сяда меле
703,gestern::ADV,i går,ися́к
704,einst::ADV,engang,весть
705,einst::ADV,engang,мзя́рда-бди
706,damals::ADV,dengang,эста
707,danach::ADV,derefter,меле
708,vorher::ADV,før,инголи
709,vorher::ADV,forud,инголи
710,zuerst::ADV,først,ва́сенда
711,einmal::ADV,en gang,весть
712,manchmal::ADV,sommetider,лия́ста
713,manchmal::ADV,sommetider,ко́ста-ко́ста
714,oft::ADV,ofte,си́деста
715,immer::ADV,altid,фалу
716,immer::ADV,altid,най
717,niemals::ADV,aldrig,аф мзя́рдонга
718,hier::ADV,her,тяса
719,hierhin::ADV,hid,сей
720,hierhin::ADV,hid,тяза
721,hierhin::ADV,herhen,сей
722,hierhin::ADV,herhen,тяза
723,von hier::ADV,herfra,тя́ста
724,dort::ADV,der,тоса
725,dorthin::ADV,derhen,тов
726,dorthin::ADV,derhen,тоза
727,geradeaus::ADV,lige ud,ви́деста
728,vorwärts::ADV,fremad,и́нголи
729,rückwärts::ADV,baglæns,ме́ки
730,zurück::ADV,tilbage,ме́ки
731,unten::ADV,nede,ала
732,unten::ADV,forneden,ала
733,hinab::ADV,ned,алу
734,hinab::ADV,nedad,алу
735,oben::ADV,oppe,вяре
736,oben::ADV,ovenpå,вяре
737,hinauf::ADV,op,вяри
738,hinauf::ADV,opad,вяри
739,überall::ADV,overalt,се́мбе ва́стова
740,nicht::ADV,ikke,аф
741,ein wenig::ADV,lidt,аф лама
742,kaum::ADV,knap,а́ньцек
743,kaum::ADV,næppe,а́ньцек
744,sehr::ADV,meget,пяк
745,so::ADV,så,ста́не
746,noch::ADV,endnu,нинге
747,nur::ADV,kun,аньцек
748,nur::ADV,bare,аньцек
749,schon::ADV,alt,ни
750,schon::ADV,allerede,ни
751,wieder::ADV,igen,та́га
752,vergebens::ADV,forgæves,стак
753,vor::PRP,foran,инголе
754,vor::PRP,uden for,инголе
755,hinter::PRP,bag,фтала
756,hinter::PRP,bag,мельге
757,hinter::PRP,bagved,фтала
758,hinter::PRP,bagved,мельге
759,unter::PRP,under,ала
760,durch::PRP,gennem,пачк
761,durch::PRP,igennem,пачк
762,neben::PRP,ved siden af,ваксса
763,zwischen::PRP,mellem,ёткса
764,wegen::PRP,på grund af,сюнеда
765,dies::PRN,dette,тя
766,das::PRN,det,ся
767,das::PRN,det,тона
768,alles::PRN,alt,сембе
769,ich::PRN,jeg,мон
770,du::PRN,du,тон
771,er::PRN,han,сон
772,wir::PRN,vi,минь
773,ihr::PRN,I,тинь
774,sie::PRN,de,синь
775,was::FPRN,hvad,мезе
776,wer::FPRN,hvem,кие
777,wo::FADV,hvor,коса
778,wohin::FADV,hvorhen,ков
779,wohin::FADV,hvorhen,коза
780,wie::FADV,hvordan,ко́да
781,warum::FADV,hvorfor,мес
782,wieviel::FNUM,hvor meget,мзя́ра
783,eins::NUM,én,фкя
784,zwei::NUM,to,кафта
785,drei::NUM,tre,колма
786,vier::NUM,fire,ниле
787,fünf::NUM,fem,вете
788,sechs::NUM,seks,кота
789,sieben::NUM,syv,сисем
790,acht::NUM,otte,кафкса
791,neun::NUM,ni,ве́йхкса
792,zehn::NUM,ti,кемонь
793,elf::NUM,elleve,кефкие
794,zwölf::NUM,tolv,кемгафтува
795,zwanzig::NUM,tyve,комсь
796,dreißig::NUM,tredive,колмогемонь
797,vierzig::NUM,fyrre,нильге́монь
798,vierzig::NUM,fyrretyve,нильге́монь
799,fünfzig::NUM,halvtreds,ве́дьгемонь
800,sechzig::NUM,tres,ко́дгемонь
801,siebzig::NUM,halvfjerds,сизьге́монь
802,achtzig::NUM,firs,ка́фксогемонь
803,neunzig::NUM,halvfems,ве́йхксогемонь
804,hundert::NUM,hundrede,сяда
805,tausend::NUM,tusind,тёжянь
806,und::CNJ,og,и
807,und::CNJ,og,дъ
808,oder::CNJ,eller,или
809,oder::CNJ,eller,али
810,stehen::V,stå,а́щемс стя́да
811,sitzen::V,sidde,ащемс озада
812,liegen::V,ligge,ма́дозь а́щемс
813,hängen::V,hænge,нюрьгомс
814,werden::V,blive,арамс
815,werden::V,blive,тиевомс
816,passieren::V,ske,лисэмс
817,passieren::V,ske,эвондамс
