,Concept_ID,it,ga
1557,lernen::V,imparare,foghlaim
1558,lernen::V,apprèndere,foghlaim
1559,wissen::V,sapere,tá a fhios ag
1560,sich erinnern an::V,ricordare,cuimhnigh ar
1561,sich erinnern an::V,ricordare,is cuimhne ar
1562,sich erinnern an::V,ricordarsi di,cuimhnigh ar
1563,sich erinnern an::V,ricordarsi di,is cuimhne ar
1564,vergessen::V,dimenticare,dearmad
1565,messen::V,misurare,tomhais
1566,zählen::V,contare,cuntais
1567,rechnen::V,contare,ríomh
1568,rechnen::V,contare,áirigh
1569,rechnen::V,calcolare,ríomh
1570,rechnen::V,calcolare,áirigh
1571,lesen::V,lèggere,léigh
1572,malen::V,dipìngere,péinteáil
1573,zeichnen::V,disegnare,línigh
1574,zeichnen::V,disegnare,tarraing
1575,schreiben::V,scrìvere,scríobh
1576,besitzen::V,possedere,is le
1577,kaufen::V,comprare,ceannaigh
1578,kaufen::V,acquistare,ceannaigh
1579,verkaufen::V,vendere,díol
1580,bezahlen::V,pagare,íoc as
1581,zahlen::V,pagare,íoc
1582,beherrschen::V,dominare,rialaigh
1583,ertragen::V,sopportare,seas
1584,ertragen::V,sopportare,fulaing
1585,ertragen::V,sopportare,foighnigh
