,Concept_ID,bg,ku
80,Erde::N,земя,ax
81,Erde::N,почва,ax
82,Staub::N,прах,toz
83,Rauch::N,дим,dû
84,Rauch::N,пушек,dû
85,Funke::N,искра,çirûşk
86,Feuer::N,огън,agir
87,Licht::N,светлина,ronahî
88,Schatten::N,сянка,sî
89,Wetter::N,време,hewa
90,Nebel::N,мъгла,mij
91,Wolke::N,облак,ewr
92,Regen::N,дъжд,baran
93,Schnee::N,сняг,berf
94,Eis::N,лед,qeşa
95,Frost::N,мраз,xûsik
96,Kälte::N,студ,serma
97,Hitze::N,жега,germayî
98,Hitze::N,горещина,germayî
99,Raureif::N,скреж,şext
100,Raureif::N,слана,şext
101,Regenbogen::N,дъга,heftreng
102,Donner::N,гръм,gire-gir
103,Strömung::N,течение,şewl
104,Tropfen::N,капка,dilop
105,Schaum::N,пяна,kef
106,Schmutz::N,кал,gemar
107,Schmutz::N,мръсотия,gemar
108,See::N,езеро,gol
109,Sumpf::N,блато,hezek
110,Moor::N,мочурище,mafêl
111,Wiese::N,ливада,sûrik
112,Wald::N,гора,çiya
113,Wald::N,гора,daristan
114,Hügel::N,рид,gir
115,Hügel::N,хълм,gir
116,Anhöhe::N,могила,sere gir
117,Anhöhe::N,възвишение,sere gir
118,Berg::N,планина,kaş
119,Gipfel::N,връх,sere gir
120,Höhle::N,пещера,şikeft
121,Abhang::N,склон,kaş
122,Abhang::N,стръмнина,kaş
123,Quelle::N,извор,kanî
124,Bach::N,поток,çem
125,Fluss::N,река,çem
126,Fluss::N,река,rûbar
127,Ufer::N,бряг,kevî
128,Küste::N,бряг,berav
129,Küste::N,крайбрежие,berav
130,Festland::N,суша,bejahî
131,Meer::N,море,behr
132,Bucht::N,залив,derav
133,Insel::N,остров,girav
134,Blume::N,цвете,kulînk
135,Gras::N,трева,giha
136,Wurzel::N,корен,reh
137,Baum::N,дърво,dar
138,Stamm::N,стъбло,bavik
139,Rinde::N,кора,qaqil
140,Ast::N,клон,gulî
141,Zweig::N,клон,şax
142,Blatt::N,лист,pel
143,Birke::N,бреза,dara sipî
144,Kiefer[Baum]::N,бор,dara bî
145,Weide[Baum]::N,върба,dara belalûk
146,Tanne::N,ела,merx
147,Horn::N,рог,strô
148,Feder::N,перо,pîrtîk
149,Fell::N,кожа,heyar
150,Flügel::N,крило,per
151,Klaue::N,нокът,napîk
152,Kralle::N,нокът,dinik
153,Kralle::N,нокът,dirnax
154,Schwanz::N,опашка,dûv
155,Ei::N,яйце,hêk
156,Nest::N,гнездо,hêlîn
157,Bau::N,дупка,avahî
158,Tier::N,животно,heywan
159,Herde::N,стадо,hoz
160,Kuh::N,крава,çêlek
161,Bulle::N,бик,ga
162,Pferd::N,кон,hesp
163,Schaf::N,овца,mîh
164,Schwein::N,свиня,beraz
165,Hund::N,куче,seh
166,Katze::N,котка,pişîk
167,Bär::N,мечка,hirç
168,Eichhörnchen::N,катерица,pilûr
169,Elch::N,лос,pazkovî
170,Fuchs::N,лисица,rovî
171,Hase::N,заек,kîroşk
172,Maus::N,мишка,mişk
173,Wolf::N,вълк,gur
174,Vogel::N,птица,çûk
175,Schwarm::N,рой,lufik
176,Schwarm::N,рояк,lufik
177,Huhn::N,кокошка,mirîşk
178,Hahn::N,петел,dîk
179,Gans::N,гъска,qaz
180,Adler::N,орел,eylo
181,Ente::N,патица,werdek
182,Eule::N,сова,bûm
183,Eule::N,сова,kund
184,Kranich::N,жерав,quling
185,Krähe::N,врана,qijik
186,Kuckuck::N,кукувица,pepûk
187,Schwan::N,лебед,qû
188,Fisch::N,риба,masî
189,Barsch::N,костур,okûn
190,Hecht::N,щука,mesîyê lûf
191,Schlange[Tier]::N,змия,mar
192,Wurm::N,червей,kurm
193,Spinne::N,паяк,pîrê
194,Ameise::N,мравка,mîro
195,Ameise::N,мравка,gêrîk
196,Laus::N,въшка,spi
197,Mücke::N,комар,mêş
198,Fliege::N,муха,mêş
199,Schmetterling::N,пеперуда,perperîk
200,Beere::N,плод,hirç
201,Apfel::N,ябълка,sêv
202,Pilz::N,гъба,bîrov
203,Zwiebel::N,лук,pîvaz
204,Zwiebel::N,кромид,pîvaz
205,Saat::N,семе,tov
206,Korn::N,зърно,dexl
207,Heu::N,сено,sap
208,Schale::N,кора,qaşik
209,Grube::N,яма,çahl
210,Grube::N,дупка,çahl
211,Falle::N,примка,dafik
212,Schlinge::N,клуп,dahf
213,Spur::N,диря,rêç
214,Spur::N,следа,rêç
215,Asche::N,пепел,xweli
216,Dreck::N,кал,gemarî
217,Eisen::N,желязо,hesing
218,Gold::N,злато,zêr
219,Silber::N,сребро,zîv
220,Kohle::N,въглища,komir
221,Glas::N,стъкло,qedeh
222,Lehm::N,глина,kelpîç
223,Sand::N,пясък,qûm
224,Mensch::N,човек,mirov
225,Mann::N,мъж,mêr
226,Frau::N,жена,jin
227,Kind::N,дете,zarok
228,Junge::N,момче,kur
229,Mädchen::N,момиче,keç
230,Mädchen::N,момиче,keçik
231,Familie::N,фамилия,malbat
232,Familie::N,семейство,malbat
233,Großvater::N,дядо,bapîr
234,Großmutter::N,баба,pîrik
235,Eltern::N,родители,bavudê
236,Vater::N,баща,bav
237,Mutter::N,майка,dê
238,Mutter::N,майка,dayik
239,Sohn::N,син,kur
240,Tochter::N,дъщеря,keç
241,Bruder::N,брат,bira
242,Schwester::N,сестра,xweh
243,Onkel::N,чичо,am
244,Onkel::N,чичо,xal
245,Onkel::N,вуйчо,am
246,Onkel::N,вуйчо,xal
247,Tante::N,леля,metik
248,Tante::N,леля,xaltîk
249,Ehemann::N,съпруг,mêr
250,Ehefrau::N,съпруга,kulfet
251,Freude::N,радост,kêfxweşî
252,Gelächter::N,смях,pîrqînî
253,Glück::N,щастие,bext
254,Kummer::N,тъга,derd
255,Wunsch::N,желание,daxwaz
256,Wunsch::N,желание,xwestek
257,Lust::N,желание,şewq
258,Geist::N,дух,aqil
259,Gedanke::N,мисъл,fikir
260,Gedächtnis::N,памет,aqil
261,Verstand::N,ум,fêm
262,Verstand::N,разум,fêm
263,Sinn::N,смисъл,aqil
264,Grund::N,причина,asas
265,Wahrheit::N,правда,rastî
266,Gespräch::N,разговор,guftûgo
267,Märchen::N,приказка,çirok
268,Erzählung::N,разказ,çirok
269,Erzählung::N,разказ,vegotin
270,Nachricht::N,вест,nûçe
271,Nachricht::N,известие,nûçe
272,Neuigkeit::N,новина,hewal
273,Name::N,име,nav
274,Name::N,име,paşnav
275,Rätsel::N,гатанка,tiştonek
276,Rede::N,реч,gotar
277,Rede::N,реч,axavtin
278,Rede::N,слово,gotar
279,Rede::N,слово,axavtin
280,Sprache::N,език,ziman
281,Stimme::N,глас,pejn
282,Wort::N,дума,gotin
283,Zeichen::N,знак,şanek
284,Ruf::N,зов,hawar
285,Lärm::N,шум,xarbalix
286,Lärm::N,глъчка,xarbalix
287,Laut::N,звук,deng
288,Laut::N,звук,hês
289,Ton::N,тон,awaz
290,Lied::N,песен,sitran
291,Ruhe::N,тишина,rihetî
292,Ruhe::N,спокойствие,rihetî
293,Leute::N,хора,xelk
294,Volk::N,народ,xelk
295,Arbeit::N,труд,xebat
296,Arbeit::N,работа,xebat
297,Gast::N,гост,mêvan
298,Geschenk::N,дар,diyarî
299,Geschenk::N,подарък,diyarî
300,Spiel::N,игра,lîstik
301,Gesellschaft::N,общество,komal
302,Hilfe::N,помощ,alîkarî
303,Freund::N,приятел,heval
304,Kamerad::N,другар,heval
305,Angelegenheit::N,работа,pirsgirêk
306,Anzahl::N,брой,çend
307,Anzahl::N,количество,çend
308,Art::N,вид,çeh
309,Stück::N,къс,lib
310,Stück::N,къс,parçe
311,Stück::N,парче,lib
312,Stück::N,парче,parçe
313,Teil::N,дял,parçe
314,Teil::N,част,parçe
315,Hälfte::N,половина,nîvî
316,Kreis::N,кръг,çemil
317,Kreuz::N,кръст,xaç
318,Linie::N,черта,xezik
319,Strich::N,щрих,xezik
320,Strich::N,черта,xezik
321,Abstand::N,дистанция,dûrahî
322,Abstand::N,разстояние,dûrahî
323,Entfernung::N,разстояние,dûrahî
324,Gegend::N,местност,dever
325,Platz::N,място,çih
326,Ort::N,място,dever
327,Seite::N,страна,rûpel
328,Mitte::N,среда,nav
329,Mitte::N,среда,nabênê
330,Gegenstand::N,предмет,tişt
331,Sache::N,вещ,tişt
332,Rand::N,ръб,kevî
333,Kante::N,ръб,kevî
334,Kante::N,кант,kevî
335,Ecke::N,ъгъл,qunç
336,Spitze::N,връх,derzî
337,Spitze::N,острие,derzî
338,Ende::N,край,talî
339,Loch::N,дупка,qul
340,Winkel::N,кът,kurnîşk
341,Winkel::N,ъгъл,kurnîşk
342,Muster::N,десен,desen
343,Muster::N,образец,desen
344,Größe::N,големина,mezinî
345,Länge::N,дължина,dirêjahî
346,Höhe::N,висота,bilindayî
347,Höhe::N,височина,bilindayî
348,Gewicht::N,тегло,giranî
349,Gewicht::N,тежест,giranî
350,Menge::N,количество,qas
351,Haufen::N,куп,lod
352,Haufen::N,грамада,lod
353,Reihe::N,ред,rêz
354,Reihe::N,редица,rêz
355,Boot::N,лодка,kelek
356,Ruder::N,весло,bêrik
357,Ruder::N,гребло,bêrik
358,Schlitten::N,шейна,xîjik
359,Ski::N,ски,lakan
360,Lagerfeuer::N,огнище,agir
361,Last::N,товар,bar
362,Gang::N,ход,fîtêz
363,Gang::N,вървеж,fîtêz
364,Schritt::N,стъпка,gav
365,Norden::N,север,bakur
366,Süden::N,юг,başur
367,Westen::N,запад,rojava
368,Osten::N,изток,rojhilat
369,Holz::N,дърво,dep
370,Brett::N,дъска,dep
371,Stange::N,прът,sing
372,Stange::N,върлина,sing
373,Stock::N,прът,çam
374,Stock::N,тояга,çam
375,Stab::N,прът,qat
376,Rohr::N,цев,borî
377,Rohr::N,тръба,borî
378,Haus::N,къща,mal
379,Haus::N,къща,xanî
380,Heim::N,дом,mal
381,Ofen::N,печка,sobe
382,Fußboden::N,под,binpê
383,Tisch::N,маса,mase
384,Stuhl::N,стол,kursî
385,Wiege::N,люлка,derguş
386,Bett::N,легло,qerewêle
387,Bett::N,креват,qerewêle
388,Regal::N,рафт,rêbaz
389,Regal::N,етажерка,rêbaz
390,Kiste::N,кутия,sindoq
391,Kiste::N,сандък,sindoq
392,Fenster::N,прозорец,çam
393,Fenster::N,прозорец,şibeke
394,Tür::N,врата,derî
395,Tor::N,врата,derge
396,Zaun::N,ограда,hejik
397,Dach::N,покрив,sere xanî
398,Leiter::N,стълба,pêling
399,Besen::N,метла,melkes
400,Spaten::N,лопата,mer
401,Schaufel::N,лопата,bêr
402,Gabel::N,вилица,çetel
403,Löffel::N,лъжица,kevçî
404,Messer::N,нож,kêr
405,Nagel::N,гвоздей,bizmar
406,Netz::N,мрежа,tor
407,Haken::N,кука,çenqel
408,Haken::N,закачалка,çenqel
409,Griff::N,ръчка,destî
410,Griff::N,дръжка,destî
411,Schloss::N,брава,qonax
412,Schloss::N,ключалка,qonax
413,Bild::N,картина,dimen
414,Figur::N,фигура,figûr
415,Puppe::N,кукла,bûk
416,Beutel::N,кесия,kîsik
417,Bündel::N,връзка,pêçek
418,Tasche::N,чанта,bêrîk
419,Eimer::N,кофа,dewl
420,Deckel::N,капак,devik
421,Deckel::N,похлупак,devik
422,Geschirr::N,съдове,ferax
423,Sack::N,чувал,tûr
424,Tasse::N,чаша,kada
425,Topf::N,гърне,beroş
426,Topf::N,тенджера,beroş
427,Kessel::N,котел,şîril
428,Essen::N,ядене,xwarin
429,Nahrung::N,храна,xwarin
430,Speise::N,ястие,xwarin
431,Fleisch::N,месо,goşt
432,Getreide::N,зърнено храни,zad
433,Brei::N,каша,hewdêl
434,Brot::N,хляб,
435,Scheibe::N,резен,parçe
436,Fett::N,мазнина,rûn
437,Butter::N,масло,rûn
438,Öl::N,олио,rûn
439,Öl::N,оливия,rûn
440,Salz::N,сол,xwe
441,Suppe::N,супа,şorbe
442,Honig::N,мед,hingiv
443,Milch::N,мляко,şîr
444,Tee::N,чай,çay
445,Leder::N,кожа,çerm
446,Wolle::N,вълна,herî
447,Stoff::N,плат,paç
448,Stoff::N,материал,paç
449,Nadel::N,игла,derzî
450,Faden::N,конец,ta
451,Knopf::N,копче,bişkok
452,Knoten::N,възел,girêk
453,Farbe::N,боя,boyax
454,Kleidung::N,дрехи,çil
455,Kleidung::N,облекло,çil
456,Hemd::N,риза,qutik
457,Hemd::N,риза,miltan
458,Kragen::N,яка,stûvang
459,Ärmel::N,ръкав,hûçik
460,Hose::N,панталони,şewel
461,Gürtel::N,пояс,qayiş
462,Gürtel::N,колан,qayiş
463,Mütze::N,каскет,fîno
464,Mütze::N,фуражка,fîno
465,Schuh::N,обувка,şêkal
466,Stiefel::N,ботуш,gizme
467,Stiefel::N,ботуш,çizme
468,Ring::N,пръстен,xelek
469,Band::N,лента,band
470,Band::N,връзка,band
471,Kamm::N,гребен,şeh
472,Spiegel::N,огледало,eynik
473,Riemen::N,каиш,qayiş
474,Riemen::N,ремък,qayiş
475,Schnur::N,връв,doxin
476,Leine::N,връв,şirît
477,Leine::N,въже,şirît
478,Decke::N,покривка,bataniye
479,Kissen::N,възглавница,balgî
480,Tuch::N,сукно,şar
481,Handtuch::N,пешкир,dezmal
482,Handtuch::N,кърпа за лице,dezmal
483,Kraft::N,мощ,hêz
484,Kraft::N,мощ,qewet
485,Kraft::N,сила,hêz
486,Kraft::N,сила,qewet
487,Stärke::N,сила,xurtî
488,Gesundheit::N,здраве,nojdarî
489,Krankheit::N,болест,nexweşî
490,Schmerz::N,болка,êş
491,Wunde::N,рана,kul
492,Fieber::N,треска,ta
493,Fieber::N,температура,ta
494,Arznei::N,лек,derman
495,Arznei::N,лекарство,derman
496,Brücke::N,мост,kopî
497,Brunnen::N,чешма,çal
498,Brunnen::N,чешма,kani
499,Brunnen::N,кладенец,çal
500,Brunnen::N,кладенец,kani
501,Weide::N,паша,beyar
502,Weide::N,пасище,beyar
503,Pfad::N,пътека,xaçirek
504,Weg::N,път,rê
505,Straße::N,шосе,rê
506,Dorf::N,село,gund
507,Stadt::N,град,baçar
508,Brief::N,писмо,name
509,Buch::N,книга,kitêb
510,Buch::N,книга,pirtûk
511,Buchstabe::N,буква,herf
512,Zeitung::N,вестник,rojname
513,Leben::N,живот,jiyan
514,Tod::N,смърт,mirin
515,Grab::N,гроб,mezel
516,Kirche::N,църква,gilyas
517,Sünde::N,грях,guneh
518,Gott::N,бог,xwedê
519,Arbeiter::N,работник,hîşçî
520,Chef::N,шеф,bêg
521,Chef::N,началник,bêg
522,Meister::N,майстор,hoste
523,Arzt::N,лекар,doktor
524,Lehrer::N,учител,mamoste
525,Geld::N,пари,pere
526,Geschäft::N,сделка,firoşgeh
527,Laden::N,дюкян,dikan
528,Laden::N,магазин,dikan
529,Preis::N,цена,buha
530,Ware::N,стока,tişt
531,Nutzen::N,полза,fêde
532,Nutzen::N,облага,fêde
533,Reichtum::N,богатство,serwet
534,Welt::N,свят,dinya
535,Land::N,страна,welat
536,Staat::N,щат,dewlet
537,Staat::N,държава,dewlet
538,König::N,крал,şah
539,König::N,крал,qral
540,Macht::N,мощ,qewet
541,Macht::N,мощ,destihilat
542,Macht::N,власт,qewet
543,Macht::N,власт,destihilat
544,Grenze::N,граница,kevî
545,Krieg::N,война,çeng
546,Krieg::N,война,sêwaş
547,Feind::N,враг,dijmin
548,Feind::N,неприятел,dijmin
549,Gewalt::N,сила,zor
550,Gewalt::N,насилие,zor
551,Kampf::N,борба,şer
552,Kampf::N,сражение,şer
553,Bogen[Waffe]::N,лък,kêvan
554,Pfeil::N,стрела,çîrik
555,Gewehr::N,пушка,tifing
556,Fehler::N,грешка,şaşî
557,Lüge::N,лъжа,derew
558,Schaden::N,повреда,xisar
559,Unglück::N,нещастие,bêbextî
560,Schuld::N,вина,suç
561,Alter::N,възраст,temen
562,Schluss::N,край,girtin
563,Zeit::N,време,çax
564,Tag::N,ден,roj
565,Morgen::N,утро,sibeh
566,Morgen::N,сутрин,sibeh
567,Mittag::N,обед,nîro
568,Mittag::N,пладне,nîro
569,Abend::N,вечер,êvar
570,Nacht::N,нощ,şev
571,Woche::N,седмица,heftî
572,Monat::N,месец,meh
573,Jahr::N,година,sal
574,Frühling::N,пролет,bihar
575,Sommer::N,лято,havîn
576,Herbst::N,есен,payîz
577,Winter::N,зима,zistan
578,Januar::N,януари,çile
579,Februar::N,февруари,sibat
580,März::N,март,adar
581,April::N,април,nîsan
582,Mai::N,май,gûlan
583,Juni::N,юни,hezîran
584,Juli::N,юли,tîmeh
585,August::N,август,tebax
586,September::N,септември,îlon
587,Oktober::N,октомври,çotmeh
588,November::N,ноември,mijdar
589,Dezember::N,декември,kanûn
590,Montag::N,понеделник,duşemb
591,Dienstag::N,вторник,sêşem
592,Mittwoch::N,сряда,çarşemb
593,Donnerstag::N,четвъртък,pêşemb
594,Freitag::N,петък,în
595,Samstag::N,събота,şemî
596,Sonntag::N,неделя,yekşemb
597,groß::A,едър,mezin
598,groß::A,голям,mezin
599,klein::A,малък,çûçik
600,klein::A,дребен,çûçik
601,lang::A,дълъг,dirêj
602,kurz::A,къс,kin
603,breit::A,широк,fireh
604,schmal::A,тесен,tenik
605,dicht::A,гъст,gir
606,dick[Gegenstand]::A,дебел,şîşman
607,dünn::A,тънък,zirav
608,fein::A,фин,tenik
609,fein::A,тънък,tenik
610,fest::A,твърд,saxlem
611,fest::A,плътен,saxlem
612,flach::A,равен,pahn
613,flach::A,плосък,pahn
614,glatt::A,гладък,dûz
615,glatt::A,гладък,şayîk
616,hart::A,твърд,hişk
617,hart::A,корав,hişk
618,weich::A,мек,nerm
619,rund::A,кръгъл,gilover
620,spitz::A,островръх,pîj
621,scharf::A,остър,tûj
622,stumpf::A,тъп,ne tûj
623,schwer::A,тежък,giran
624,schön::A,хубав,xweş
625,schön::A,хубав,xweşik
626,schön::A,красив,xweş
627,schön::A,красив,xweşik
628,heiß::A,жарък,kelandî
629,warm::A,топъл,germ
630,kalt::A,студен,sar
631,kühl::A,хладен,jemîrî
632,frisch::A,свеж,ter
633,feucht::A,влажен,şil
634,nass::A,мокър,şilek
635,trocken::A,сух,zuwa
636,voll::A,пълен,tijî
637,leer::A,празен,vala
638,offen::A,откровен,vekirî
639,geschlossen::A,закрит,asê
640,geschlossen::A,затворен,asê
641,sauber::A,чист,pakij
642,schmutzig::A,мръсен,lewitî
643,roh::A,суров,xav
644,reif::A,зрял,gihaştî
645,lecker::A,вкусен,xweş
646,süß::A,сладък,şîrîn
647,bitter::A,горчив,tahl
648,sauer::A,кисел,tirş
649,hell::A,ясен,ronî
650,hell::A,светъл,ronî
651,dunkel::A,тъмен,tarî
652,schwarz::A,черен,reş
653,weiß::A,бял,sipî
654,rot::A,червен,sor
655,gelb::A,жълт,zer
656,blau::A,син,şîn
657,grün::A,зелен,şîn
658,grau::A,сив,gewr
659,bunt::A,шарен,rengîn
660,bunt::A,пъстър,rengîn
661,billig::A,евтин,erzan
662,teuer::A,скъп,biha
663,wertvoll::A,ценен,hêja
664,wertvoll::A,ценен,giranbiha
665,blind::A,сляп,kor
666,taub::A,глух,kerr
667,kräftig::A,силен,gir
668,kräftig::A,силен,xurt
669,stark::A,здрав,xurt
670,stark::A,силен,xurt
671,schwach::A,слаб,kesad
672,fett::A,тлъст,qelew
673,schlank::A,тънък,zirav
674,schlank::A,строен,zirav
675,hübsch::A,хубав,xweşik
676,böse::A,зъл,xerab
677,böse::A,зъл,aciz
678,dumm::A,глупав,gêj
679,faul::A,ленив,têmbêl
680,faul::A,мързелив,têmbêl
681,fleißig::A,прилежен,jêhatî
682,geizig::A,скъпернически,destgirtî
683,klug::A,умен,baqil
684,klug::A,разумен,baqil
685,geschickt::A,умел,zîrek
686,geschickt::A,умел,ziring
687,geschickt::A,сръчен,zîrek
688,geschickt::A,сръчен,ziring
689,lieb::A,мил,delal
690,lieb::A,драг,delal
691,lustig::A,весел,kêfxweş
692,sanft::A,нежен,nazenîn
693,sanft::A,кротък,nazenîn
694,hungrig::A,гладен,birçî
695,krank::A,болен,nexweş
696,nackt::A,гол,rût
697,nackt::A,гол,tazî
698,traurig::A,тъжен,xemgîn
699,traurig::A,печален,xemgîn
700,lebendig::A,жив,bisaxî
701,gut::A,добър,baş
702,schlecht::A,лош,xerab
703,richtig::A,правилен,rast
704,richtig::A,правилен,saxlem
705,schlimm::A,лош,nebaş
706,wahr::A,верен,rast
707,wahr::A,истински,rast
708,alt::A,стар,pîr
709,alt::A,стар,kevn
710,alt::A,древен,pîr
711,alt::A,древен,kevn
712,neu::A,нов,nû
713,ehemalig::A,бивш,kevnar
714,ehemalig::A,бивш,peşidar
715,alt[Lebewesen]::A,стар,pîr
716,jung::A,млад,xort
717,arm::A,беден,feqîr
718,arm::A,беден,desteng
719,reich::A,богат,dewlemend
720,bekannt::A,познат,naskirî
721,bekannt::A,известен,naskirî
722,berühmt::A,почут,navdar
723,berühmt::A,известен,navdar
724,fremd::A,чужд,xerîb
725,verschieden::A,разен,çîhê
726,verschieden::A,различен,çîhê
727,nah::A,близък,nêzîk
728,fern::A,далечен,dûr
729,linker::A,ляв,çepê
730,rechter::A,прав,rastê
731,anderer::A,друг,yê din
732,erster::A,пръв,yekemîn
733,erster::A,първи,yekemîn
734,zweiter::A,втори,duda
735,dritter::A,трети,sisêya
736,letzter::A,последен,paşîn
737,allein::ADV,само,tenê
738,auf einmal::ADV,същевременно,jar kê
739,zusammen::ADV,заедно,tev
740,zusammen::ADV,заедно,bi hev re
741,lange::ADV,дълго,dirêj
742,plötzlich::ADV,изведнъж,ji nişkave
743,sofort::ADV,веднага,yekser
744,später::ADV,по-късно,paşiyê
745,jetzt::ADV,сега,nuha
746,heute::ADV,днес,îro
747,morgen::ADV,утре,sibeh
748,bald::ADV,скоро,nêzîk
749,dann::ADV,после,paşê
750,dann::ADV,тогава,paşê
751,gestern::ADV,вчера,do
752,einst::ADV,някога,jar ke
753,damals::ADV,тогава,hîngî
754,danach::ADV,после,piştra
755,danach::ADV,след това,piştra
756,vorher::ADV,преди,pîşî
757,vorher::ADV,преди това,pîşî
758,zuerst::ADV,най-напред,bere
759,einmal::ADV,веднъж,çarik
760,einmal::ADV,един път,çarik
761,manchmal::ADV,понякога,çarna
762,oft::ADV,често,gelek çaran
763,immer::ADV,винаги,daîm
764,niemals::ADV,никога,tu çar
765,hier::ADV,тук,li vir
766,hier::ADV,тука,li vir
767,hierhin::ADV,насам,vir
768,von hier::ADV,оттук,ji vir
769,von hier::ADV,оттука,ji vir
770,dort::ADV,там,li wê derê
771,dorthin::ADV,натам,wêda
772,dorthin::ADV,нататък,wêda
773,geradeaus::ADV,направо,rastê rast
774,vorwärts::ADV,напред,ber bi pêş
775,rückwärts::ADV,назад,paşpê
776,zurück::ADV,обратно,paşdo
777,zurück::ADV,обратно,paşvê
778,unten::ADV,долу,jêrî
779,hinab::ADV,надолу,berjêr
780,oben::ADV,горе,banî
781,hinauf::ADV,нагоре,banî
782,überall::ADV,навсякъде,li her derê
783,nicht::ADV,не,ne
784,nicht::ADV,не,nîn
785,nicht::ADV,не,tine
786,ein wenig::ADV,малко,hebkî
787,kaum::ADV,едва,tema
788,kaum::ADV,едва,himangi
789,kaum::ADV,едвам,tema
790,kaum::ADV,едвам,himangi
791,sehr::ADV,много,gelek
792,sehr::ADV,твърде,gelek
793,so::ADV,тъй,weha
794,so::ADV,така,weha
795,noch::ADV,още,hêj
796,noch::ADV,още,dîsa
797,nur::ADV,само,tenê
798,nur::ADV,само,bes
799,schon::ADV,вече,hew
800,wieder::ADV,пак,jar din
801,wieder::ADV,пак,dîsa
802,wieder::ADV,отново,jar din
803,wieder::ADV,отново,dîsa
804,vergebens::ADV,напразно,deya çun
805,vergebens::ADV,напразно,îfleh bûn
806,vor::PRP,пред,li ber
807,hinter::PRP,зад,li pişt
808,unter::PRP,под,li bin
809,durch::PRP,през,kura
810,neben::PRP,до,li ba
811,neben::PRP,при,li ba
812,zwischen::PRP,между,nabeyne
813,zwischen::PRP,между,di nav...da
814,zwischen::PRP,помежду,nabeyne
815,zwischen::PRP,помежду,di nav...da
816,wegen::PRP,заради,ji bo
817,wegen::PRP,заради,ji ber
818,dies::PRN,този,ev
819,das::PRN,туй,ev
820,das::PRN,това,ev
821,alles::PRN,всичко,hemû
822,ich::PRN,аз,ez
823,du::PRN,ти,tu
824,er::PRN,той,wî
825,wir::PRN,ние,êm
826,ihr::PRN,вие,hûn
827,sie::PRN,те,we
828,was::FPRN,що,çi
829,was::FPRN,какво,çi
830,wer::FPRN,кой,ki
831,wo::FADV,къде,li ku dere
832,wohin::FADV,накъде,li ku dere
833,wohin::FADV,накъдето,li ku dere
834,wie::FADV,как,çawa
835,warum::FADV,защо,çima
836,wieviel::FNUM,колко,çend
837,eins::NUM,един,yek
838,zwei::NUM,два,didu
839,drei::NUM,три,sisê
840,vier::NUM,четири,çar
841,fünf::NUM,пет,penç
842,sechs::NUM,шест,şeş
843,sieben::NUM,седем,heft
844,acht::NUM,осем,heşt
845,neun::NUM,девет,neh
846,zehn::NUM,десет,deh
847,elf::NUM,единайсет,yazdeh
848,elf::NUM,единадесет,yazdeh
