,Concept_ID,kv,be
63,Sonne::N,шондi,сонца
64,Mond::N,тӧлiсь,месяц
65,Stern::N,кӧдзыв,зорка
66,Luft::N,ру,паветра
67,Wind::N,тӧв,вецер
68,Welle::N,гы,хваля
69,Wasser::N,ва,вада
70,Stein::N,из,камень
71,Boden::N,му,глеба
72,Erde::N,му,зямля
73,Staub::N,бус,пыл
74,Rauch::N,тшын,дым
75,Funke::N,бичир,іскра
76,Feuer::N,би,агонь
77,Licht::N,би,святло
78,Schatten::N,вуджӧр,цень
79,Wetter::N,погоддя,пагода
80,Wetter::N,погоддя,надворʼе
81,Nebel::N,туман,туман
82,Wolke::N,кымӧр,воблака
83,Regen::N,зэр,дождж
84,Schnee::N,лым,снег
85,Eis::N,йы,лёд
86,Frost::N,мороз,мароз
87,Kälte::N,кӧдзыт,холад
88,Hitze::N,ӧд,спёка
89,Raureif::N,кижа,іней
90,Regenbogen::N,енӧшка,вясёлка
91,Donner::N,гым,гром
92,Strömung::N,визывтӧм,цячэнне
93,Tropfen::N,тёп,кропля
94,Schaum::N,быг,пена
95,Schmutz::N,нять,гразь
96,See::N,ты,возера
97,Sumpf::N,арай,багна
98,Moor::N,нюр,балота
99,Wiese::N,видз,луг
100,Wald::N,вӧр,лес
101,Hügel::N,мыльк,узгорак
102,Anhöhe::N,вывтас,узвышша
103,Anhöhe::N,вылынін,узвышша
104,Berg::N,керӧс,гара
105,Gipfel::N,йыв,вяршыня
106,Höhle::N,нора,пячора
107,Abhang::N,покат,схіл
108,Quelle::N,больган,крыніца
109,Bach::N,шор,ручай
110,Fluss::N,ю,рака
111,Ufer::N,берег,бераг
112,Küste::N,берег,узбярэжжа
113,Festland::N,му,суша
114,Meer::N,море,мора
115,Bucht::N,курья,бухта
116,Blume::N,цветок,кветка
117,Gras::N,турун,трава
118,Wurzel::N,вуж,корань
119,Baum::N,пу,дрэва
120,Stamm::N,мыр,ствол
121,Stamm::N,кер,ствол
122,Rinde::N,кач,кара
123,Ast::N,ув,сук
124,Zweig::N,ув,галіна
125,Blatt::N,лист,ліст
126,Birke::N,кыдз,бяроза
127,Kiefer[Baum]::N,пожум,хвоя
128,Kiefer[Baum]::N,пожум,сасна
129,Weide[Baum]::N,бадь,вярба
130,Tanne::N,кӧз,яліна
131,Horn::N,сюр,рог
132,Feder::N,гӧн,пяро
133,Fell::N,кучик,шкура
134,Flügel::N,борд,крыло
135,Klaue::N,гыж,кіпцюр
136,Kralle::N,кабыр,лапа
137,Schwanz::N,бӧж,хвост
138,Ei::N,кольть,яйка
139,Nest::N,поз,гняздо
140,Bau::N,осьта,нара
141,Bau::N,нора,нара
142,Tier::N,зверь,жывёла
143,Herde::N,гурт,статак
144,Kuh::N,мӧс,карова
145,Bulle::N,ӧшка,бык
146,Pferd::N,вӧв,конь
147,Schaf::N,баля,авечка
148,Schwein::N,порсь,свіння
149,Hund::N,пон,сабака
150,Katze::N,кань,кошка
151,Bär::N,ош,мядзведзь
152,Eichhörnchen::N,ур,вавёрка
153,Elch::N,вӧр мӧс,лось
154,Fuchs::N,руч,ліса
155,Hase::N,кӧч,заяц
156,Maus::N,шыр,мыш
157,Wolf::N,кӧин,воўк
158,Vogel::N,кай,птах
159,Vogel::N,кай,птушка
160,Schwarm::N,стая,чарада
161,Schwarm::N,чукӧр,чарада
162,Huhn::N,курӧг,курыца
163,Hahn::N,петух,певень
164,Hahn::N,ай курӧг,певень
165,Gans::N,дзодзог,гусь
166,Adler::N,куч,арол
167,Adler::N,кутш,арол
168,Ente::N,утка,качка
169,Eule::N,тупка,сава
170,Kranich::N,тури,жораў
171,Kranich::N,тури,журавель
172,Krähe::N,рака,варона
173,Kuckuck::N,кӧк,зязюля
174,Schwan::N,юсь,лебедзь
175,Fisch::N,чери,рыба
176,Barsch::N,ёкыш,акунь
177,Hecht::N,сирпинь,шчупак
178,Schlange[Tier]::N,змей,змяя
179,Wurm::N,номыр,чарвяк
180,Spinne::N,черань,павук
181,Ameise::N,кӧдзывкар,мурашка
182,Laus::N,ляпа той,вош
183,Mücke::N,ном,камар
184,Fliege::N,гут,муха
185,Schmetterling::N,бабыв,матыль
186,Beere::N,ягӧд,ягада
187,Apfel::N,яблоко,яблык
188,Pilz::N,тшак,грыб
189,Zwiebel::N,грез,цыбуля
190,Saat::N,кӧдзыс,семя
191,Korn::N,сю,зерне
192,Heu::N,турун,сена
193,Schale::N,кыш,шалупінне
194,Schale::N,киль,шалупінне
195,Grube::N,яма,яма
196,Falle::N,нальк,пастка
197,Falle::N,кляпча,пастка
198,Schlinge::N,лӧч,сіло
199,Spur::N,туй,след
200,Asche::N,пӧим,попел
201,Dreck::N,нять,бруд
202,Eisen::N,кӧрт,жалеза
203,Gold::N,зарни,золата
204,Silber::N,язісь,сребра
205,Kohle::N,шом,вугаль
206,Kohle::N,уголь,вугаль
207,Glas::N,стекло,шкло
208,Lehm::N,сёй,гліна
209,Sand::N,лыа,пясок
210,Mensch::N,морт,чалавек
211,Mann::N,мужик,мужчына
212,Frau::N,инька,жанчына
213,Kind::N,кага,дзіця
214,Junge::N,зонка,хлопчык
215,Mädchen::N,нывкаок,дзяўчынка
216,Familie::N,семья,сямʼя
217,Großvater::N,дед,дзядуля
218,Großmutter::N,баб,бабуля
219,Eltern::N,ай-мам,бацькі
220,Vater::N,ай,бацька
221,Mutter::N,мам,маці
222,Sohn::N,зон,сын
223,Tochter::N,ныв,дачка
224,Bruder::N,вон,брат
225,Schwester::N,сой,сястра
226,Onkel::N,дядь,дзядзька
227,Tante::N,айӧлӧн сой,цётка
228,Tante::N,ичинь,цётка
229,Ehemann::N,жӧник,муж
230,Ehefrau::N,инь,жонка
231,Freude::N,гаж,радасць
232,Freude::N,радъялӧм,радасць
233,Gelächter::N,сералӧм,смех
234,Glück::N,мичлун,шчасце
235,Kummer::N,шог,гора
236,Wunsch::N,мӧдӧм,жаданне
237,Wunsch::N,охотитӧм,жаданне
238,Lust::N,охота,цяга
239,Geist::N,лов,дух
240,Gedanke::N,дума,думка
241,Gedächtnis::N,тӧдвыв,памяць
242,Verstand::N,вежӧр,розум
243,Sinn::N,ылӧс,сэнс
244,Grund::N,мог,зачэпка
245,Wahrheit::N,правда,праўда
246,Gespräch::N,сёрни,размова
247,Märchen::N,сказка,казка
248,Erzählung::N,висьт,расказ
249,Erzählung::N,висьт,апавяданне
250,Nachricht::N,юӧр,вестка
251,Nachricht::N,юӧр,паведамленне
252,Nachricht::N,висьталӧм,вестка
253,Nachricht::N,висьталӧм,паведамленне
254,Neuigkeit::N,новость,навіна
255,Name::N,ним,імя
256,Rätsel::N,загадка,загадка
257,Rede::N,сёрни,прамова
258,Sprache::N,кыв,мова
259,Stimme::N,голос,голас
260,Wort::N,кыв,слова
261,Zeichen::N,пас,знак
262,Ruf::N,чуксӧм,кліч
263,Ruf::N,чукӧстӧм,кліч
264,Lärm::N,шум,шум
265,Laut::N,шы,гук
266,Ton::N,гор,гучанне
267,Lied::N,сьыланкыв,песня
268,Ruhe::N,спокой,спакой
269,Leute::N,йӧз,людзі
270,Volk::N,йӧз,народ
271,Volk::N,народ,народ
272,Arbeit::N,удж,праца
273,Arbeit::N,удж,работа
274,Gast::N,гӧсь,госць
275,Geschenk::N,гӧснеч,падарунак
276,Geschenk::N,подарок,падарунак
277,Spiel::N,орсӧм,гульня
278,Gesellschaft::N,компания,таварыства
279,Hilfe::N,отсӧт,дапамога
280,Freund::N,модз,друг
281,Freund::N,модз,сябар
282,Freund::N,дружок,друг
283,Freund::N,дружок,сябар
284,Kamerad::N,тӧдса,прыяцель
285,Angelegenheit::N,дело,справа
286,Anzahl::N,лыд,колькасць
287,Art::N,пӧлӧс,від
288,Stück::N,тор,кусок
289,Stück::N,тор,кавалак
290,Teil::N,юкӧм,частка
291,Hälfte::N,джын,палова
292,Hälfte::N,джын,палавіна
293,Kreis::N,круг,круг
294,Kreuz::N,перна,крыж
295,Linie::N,визь,лінія
296,Strich::N,кырӧв,рыса
297,Abstand::N,колас,прамежак
298,Entfernung::N,ылына,адлегласць
299,Gegend::N,места,мясцовасць
300,Platz::N,места,месца
301,Ort::N,места,месца
302,Seite::N,ладор,бок
303,Mitte::N,шӧр,сярэдзіна
304,Gegenstand::N,тор,прадмет
305,Sache::N,тор,рэч
306,Rand::N,дор,край
307,Kante::N,ордлы,руб
308,Kante::N,ордлы,кант
309,Ecke::N,пельӧс,вугал
310,Spitze::N,йыв,кончык
311,Ende::N,йыв,канец
312,Loch::N,осьта,дзірка
313,Winkel::N,пельӧс,вугал
314,Muster::N,сер,узор
315,Größe::N,ыжда,памер
316,Länge::N,кузя,даўжыня
317,Höhe::N,сувда,вышыня
318,Höhe::N,вылына,вышыня
319,Gewicht::N,сьӧкта,вага
320,Haufen::N,куча,куча
321,Reihe::N,лёдз,рад
322,Boot::N,пыж,лодка
323,Ruder::N,пелыс,вясло
324,Schlitten::N,додь,сані
325,Ski::N,лямпа,лыжа
326,Lagerfeuer::N,бипур,вогнішча
327,Last::N,тягота,цяжар
328,Gang::N,мунӧм,ход
329,Schritt::N,вожмӧв,шаг
330,Schritt::N,вожмӧв,крок
331,Norden::N,ой,поўнач
332,Süden::N,лун,поўдзень
333,Westen::N,рытвыв,захад
334,Osten::N,асыв,усход
335,Holz::N,пу,дрэва
336,Holz::N,пу,драўніна
337,Brett::N,пӧв,дошка
338,Platte::N,плита,пліта
339,Stütze::N,пика,падпорка
340,Stange::N,зор,жэрдка
341,Stange::N,потш,жэрдка
342,Stock::N,бедь,палка
343,Stab::N,шест,шост
344,Rohr::N,труба,труба
345,Haus::N,керку,дом
346,Heim::N,керку,дом
347,Heim::N,керку,хата
348,Ofen::N,пӧжавны,печ
349,Fußboden::N,джодж,падлога
350,Tisch::N,пызан,стол
351,Stuhl::N,стул,стул
352,Stuhl::N,стул,крэсла
353,Wiege::N,зыбка,калыска
354,Bett::N,кровать,ложак
355,Bett::N,кровать,пасцель
356,Regal::N,джадж,паліца
357,Kiste::N,ящик,скрынка
358,Fenster::N,ӧшын,акно
359,Tür::N,ыбӧс,дзверы
360,Tor::N,ворота,вароты
361,Zaun::N,забор,агароджа
362,Dach::N,крыша,дах
363,Leiter::N,лиснич,лесвіца
364,Besen::N,рос,мятла
365,Spaten::N,зыр,лапата
366,Spaten::N,зыр,жалязняк
367,Schaufel::N,зыр,шуфлік
368,Schaufel::N,зыр,лапатка
369,Gabel::N,вила,відэлец
370,Löffel::N,пань,лыжка
371,Messer::N,пурт,нож
372,Nagel::N,кӧрттув,цвік
373,Netz::N,кыйӧт,сетка
374,Haken::N,ем,крук
375,Griff::N,пу,ручка
376,Schloss::N,замок,замок
377,Bild::N,картина,карціна
378,Figur::N,мыгӧр,фігура
379,Puppe::N,акань,лялька
380,Beutel::N,мешӧк,мяшок
381,Bündel::N,нин,вязка
382,Tasche::N,сумка,торба
383,Eimer::N,ведра,вядро
384,Deckel::N,вевт,накрыўка
385,Geschirr::N,доз,пасуда
386,Geschirr::N,бекӧрпань,пасуда
387,Sack::N,мешӧк,мех
388,Tasse::N,бекӧр,кубак
389,Topf::N,кастрюля,каструля
390,Kessel::N,пӧрт,кацёл
391,Essen::N,сёйӧм,ежа
392,Nahrung::N,вердан,харч
393,Speise::N,сёян,страва
394,Fleisch::N,яй,мяса
395,Getreide::N,сю,збожжа
396,Brei::N,каша,каша
397,Brot::N,нянь,хлеб
398,Scheibe::N,шӧрӧм,луста
399,Scheibe::N,шӧрӧм,скібка
400,Fett::N,гос,тлушч
401,Butter::N,ви,масла
402,Öl::N,ви,алей
403,Salz::N,сов,соль
404,Suppe::N,шыд,суп
405,Honig::N,ма,мёд
406,Milch::N,йӧв,малако
407,Tee::N,чай,чай
408,Tee::N,чай,гарбата
409,Leder::N,кучик,скура
410,Wolle::N,гӧн,воўна
411,Stoff::N,дӧра,тканіна
412,Nadel::N,ем,іголка
413,Faden::N,сунис,нітка
414,Knopf::N,кизь,гузік
415,Knoten::N,узӧв,вузел
416,Knoten::N,гӧрӧд,вузел
417,Farbe::N,краска,фарба
418,Kleidung::N,паськӧм,адзенне
419,Hemd::N,йӧрнӧс,кашуля
420,Kragen::N,воротник,каўнер
421,Ärmel::N,сос,рукаў
422,Hose::N,вешьян,штаны
423,Gürtel::N,йи,пояс
424,Mütze::N,шапка,шапка
425,Schuh::N,ботинки,чаравік
426,Stiefel::N,сапог,бот
427,Ring::N,чунькытш,кольца
428,Band::N,ленточка,стужка
429,Kamm::N,сынан,расчоска
430,Spiegel::N,зеркало,люстра
431,Riemen::N,ремень,рэмень
432,Schnur::N,гез,вяроўка
433,Leine::N,повод,павадок
434,Decke::N,одеяло,коўдра
435,Kissen::N,подушка,падушка
436,Tuch::N,чышьян,хустка
437,Handtuch::N,чышкӧт,ручнік
438,Kraft::N,прак,сіла
439,Stärke::N,вын,моц
440,Gesundheit::N,здоровье,здароўе
441,Krankheit::N,шог,хвароба
442,Schmerz::N,зубыт,боль
443,Wunde::N,рана,рана
444,Fieber::N,лёк тресся,гарачка
445,Fieber::N,лёк тресся,ліхаманка
446,Fieber::N,кынтан шогӧт,гарачка
447,Fieber::N,кынтан шогӧт,ліхаманка
448,Arznei::N,лекарство,лекі
449,Brücke::N,пос,мост
450,Brunnen::N,колодец ,калодзеж
451,Weide::N,пода йирсян,паша
452,Pfad::N,туй,сцежка
453,Weg::N,туй,шлях
454,Weg::N,туй,дарога
455,Straße::N,туй,вуліца
456,Dorf::N,деревня,вёска
457,Stadt::N,город,горад
458,Brief::N,гижӧт,ліст
459,Brief::N,гижӧт,пісьмо
460,Buch::N,книга,кніга
461,Buchstabe::N,буква,літара
462,Zeitung::N,газета,газета
463,Leben::N,олан,жыццё
464,Tod::N,кулӧм,смерць
465,Grab::N,гу,магіла
466,Kirche::N,вичку,касцёл
467,Kirche::N,вичку,царква
468,Sünde::N,грек,грэх
469,Gott::N,ен,бог
470,Arbeiter::N,уджалiсь,рабочы
471,Chef::N,начальник,начальнік
472,Meister::N,мастер,майстар
473,Arzt::N,врач,урач
474,Lehrer::N,велӧтісь,настаўнік
475,Geld::N,деньга,грошы
476,Geschäft::N,удж,заняцце
477,Laden::N,магазин,крама
478,Laden::N,магазин,магазін
479,Preis::N,дон,цана
480,Ware::N,товар,тавар
481,Nutzen::N,путь,выгада
482,Reichtum::N,богатство,багацце
483,Welt::N,му,свет
484,Land::N,страна,краіна
485,Staat::N,государство,дзяржава
486,König::N,кан,кароль
487,Macht::N,власть,улада
488,Grenze::N,граница,граніца
489,Krieg::N,война,вайна
490,Feind::N,враг,вораг
491,Kampf::N,нярасьӧм,барацьба
492,Kampf::N,вермасьӧм,барацьба
493,Bogen[Waffe]::N,лук,лук
494,Pfeil::N,ньӧв,страла
495,Gewehr::N,ружьё,ружжо
496,Fehler::N,ошибка,памылка
497,Lüge::N,ылӧтӧм,хлусня
498,Lüge::N,пӧрьялӧм,хлусня
499,Schaden::N,лёк,шкода
500,Unglück::N,пик,ліха
501,Unglück::N,пик,бядота
502,Unglück::N,оказзё,ліха
503,Unglück::N,оказзё,бядота
504,Schuld::N,вина,віна
505,Schluss::N,ком,канец
506,Zeit::N,кад,час
507,Tag::N,лун,дзень
508,Morgen::N,асыв,ранак
509,Morgen::N,асыв,раніца
510,Mittag::N,луншӧр кад,паўдня
511,Mittag::N,луншӧр кад,поўдзень
512,Abend::N,рыт,вечар
513,Nacht::N,ой,ноч
514,Woche::N,неделя,тыдзень
515,Monat::N,тӧлicь,месяц
516,Jahr::N,год,год
517,Frühling::N,тулыс,вясна
518,Sommer::N,гожум,лета
519,Herbst::N,ар,восень
520,Winter::N,тӧв,зіма
521,Januar::N,январ,студзень
522,Februar::N,февраль,люты
523,März::N,март,сакавік
524,April::N,апрель,красавік
525,Mai::N,май,май
526,Mai::N,май,травень
527,Juni::N,юнь,чэрвень
528,Juli::N,юль,ліпень
529,August::N,август,жнівень
530,September::N,сентяб,верасень
531,Oktober::N,октяб,кастрычнік
532,November::N,нояб,лістапад
533,Dezember::N,декаб,снежань
534,Montag::N,вильлун,панядзелак
535,Dienstag::N,мӧдӧдзлун,аўторак
536,Mittwoch::N,шӧрлун,серада
537,Donnerstag::N,нёльӧдзлун,чацвер
538,Freitag::N,витӧдзлун,пятніца
539,Samstag::N,пывсянлун,субота
540,Sonntag::N,кресення,нядзеля
541,groß::A,ыджыт,вялікі
542,klein::A,учӧтик,маленькі
543,lang::A,кузь,доўгі
544,kurz::A,дженыт,кароткі
545,breit::A,ота,шырокі
546,schmal::A,векнит,вузкі
547,dicht::A,тшӧк,густы
548,dick[Gegenstand]::A,кыз,тоўсты
549,dünn::A,вӧснит,тонкі
550,fein::A,вӧснит,тонкі
551,fest::A,крепыт,моцны
552,flach::A,лапкӧса,плоскі
553,glatt::A,волькыт,гладкі
554,hart::A,чӧрыт,цвёрды
555,weich::A,небыт,мяккі
556,rund::A,гӧгрӧса,круглы
557,spitz::A,ёся,спічасты
558,spitz::A,ёся,востраканцовы
559,scharf::A,лэчыт,востры
560,stumpf::A,ныж,тупы
561,schwer::A,сьӧкыт,цяжкі
562,schön::A,басӧк,прыгожы
563,heiß::A,жар,гарачы
564,warm::A,шоныт,цёплы
565,kalt::A,кӧдзыт,холадны
566,kühl::A,сайкыт,халаднаваты
567,frisch::A,виль,свежы
568,feucht::A,вакодь,вільготны
569,nass::A,ва,мокры
570,trocken::A,кӧс,сухі
571,voll::A,тыра,поўны
572,leer::A,тыртӧм,пусты
573,offen::A,оссьӧм,адкрыты
574,offen::A,оссьӧм,адчынены
575,geschlossen::A,игана,закрыты
576,geschlossen::A,игана,зачынены
577,geschlossen::A,пӧдана,закрыты
578,geschlossen::A,пӧдана,зачынены
579,sauber::A,сӧдз,чысты
580,sauber::A,сӧстӧм,чысты
581,schmutzig::A,нятьӧсь,брудны
582,roh::A,путӧм,сыры
583,reif::A,кисьмалӧм,спелы
584,lecker::A,кӧра ,смачны
585,süß::A,чӧскыт,салодкі
586,bitter::A,курыт,горкі
587,sauer::A,шӧма ,кіслы
588,hell::A,югыт,светлы
589,dunkel::A,пемыт,цёмны
590,schwarz::A,сьӧд,чорны
591,weiß::A,чочком,белы
592,rot::A,гӧрд,чырвоны
593,gelb::A,веж,жоўты
594,blau::A,лӧз,сіні
595,grün::A,веж,зялёны
596,grau::A,руд,шэры
597,grau::A,бусӧй,шэры
598,bunt::A,быдрӧма,пяресты
599,billig::A,донтӧм,танны
600,teuer::A,дона,дарагі
601,wertvoll::A,дона,цэнны
602,wertvoll::A,дона,каштоўны
603,blind::A,синтӧм,сляпы
604,taub::A,пельтӧм,глухі
605,kräftig::A,вына,магутны
606,stark::A,вына,сільны
607,schwach::A,некодя,слабы
608,fett::A,госа,тлусты
609,schlank::A,статя,стройны
610,hübsch::A,басӧк,чароўны
611,böse::A,лёк,злы
612,dumm::A,бӧбӧв,дурны
613,dumm::A,вежӧртӧм,дурны
614,faul::A,дыш,лянівы
615,fleißig::A,уджалicь,руплівы
616,geizig::A,жикмӧра,прагны
617,geizig::A,горшаліcь,прагны
618,klug::A,авья,разумны
619,klug::A,вежӧра,разумны
620,geschickt::A,кипода,умелы
621,lieb::A,муса,мілы
622,lieb::A,дзулиньӧй,мілы
623,lustig::A,гажа,вясёлы
624,sanft::A,лебезнӧй,ласкавы
625,hungrig::A,тшыг,галодны
626,krank::A,шогалiсь,хворы
627,nackt::A,куш,голы
628,traurig::A,жугыль,сумны
629,lebendig::A,ловья,жывы
630,gut::A,бур,добры
631,schlecht::A,умӧль,кепскі
632,schlimm::A,нештӧм,агідны
633,alt::A,важ,стары
634,neu::A,виль,новы
635,ehemalig::A,вӧвлӧм,былы
636,alt[Lebewesen]::A,года,стары
637,alt[Lebewesen]::A,годдэза,стары
638,jung::A,том,малады
639,arm::A,гов,бедны
640,arm::A,беднӧй,бедны
641,reich::A,эма,багаты
642,bekannt::A,тӧдса,знаёмы
643,fremd::A,чужӧй,чужы
644,verschieden::A,быдкодь,розны
645,nah::A,матiсь,блізкі
646,fern::A,ылicь,далёкі
647,linker::A,шульга,левы
648,rechter::A,веськытланись,правы
649,anderer::A,мукӧд,іншы
650,anderer::A,мукӧд,другі
651,erster::A,медодзза,першы
652,zweiter::A,кыкӧт,другі
653,dritter::A,куимӧт,трэці
654,dritter::A,куимӧдз,трэці
655,letzter::A,бӧрья,апошні
656,letzter::A,мёдбӧрья,апошні
657,auf einmal::ADV,тшӧтш,адразу
658,zusammen::ADV,ӧтлаын,разам
659,lange::ADV,дыр,доўга
660,plötzlich::ADV,друг,раптам
661,sofort::ADV,тшӧтш,зараз
662,später::ADV,медбӧрын,пазней
663,jetzt::ADV,ӧні,цяпер
664,heute::ADV,талун,сёння
665,morgen::ADV,ашын,заўтра
666,bald::ADV,чожа,хутка
667,bald::ADV,чожа,неўзабаве
668,dann::ADV,сыбӧрын,потым
669,gestern::ADV,тӧн,учора
670,einst::ADV,ӧтпыр,аднойчы
671,damals::ADV,сэк,тады
672,damals::ADV,сэки,тады
673,danach::ADV,сэсся,затым
674,vorher::ADV,одзжык,раней
675,zuerst::ADV,наперво,спярша
676,zuerst::ADV,наперво,спачатку
677,einmal::ADV,ӧтпыр,адзін раз
678,manchmal::ADV,мукӧдпыр,часам
679,oft::ADV,-лы-,часта
680,immer::ADV,быдпыр,заўсёды
681,immer::ADV,быдпырся,заўсёды
682,niemals::ADV,некӧр,ніколі
683,hier::ADV,татӧн,тут
684,hierhin::ADV,татчӧ,сюды
685,von hier::ADV,тасянь,адсюль
686,von hier::ADV,тасянь,адгэтуль
687,dort::ADV,сэтӧн,там
688,dorthin::ADV,сэтчин,туды
689,geradeaus::ADV,веськыта,прама
690,vorwärts::ADV,одзӧ,наперад
691,rückwärts::ADV,бӧр,назад
692,zurück::ADV,бӧр,назад
693,unten::ADV,увтын,унізе
694,hinab::ADV,увтас,уніз
695,oben::ADV,вевдӧрас,угары
696,oben::ADV,вевдӧрас,наверсе
697,hinauf::ADV,вывлань,угару
698,hinauf::ADV,вывланьӧ,угару
699,überall::ADV,быдлан,усюды
700,nicht::ADV,ог,не
701,ein wenig::ADV,-ышт,трошкі
702,ein wenig::ADV,невна,трошкі
703,kaum::ADV,ӧдва,ледзьве
704,sehr::ADV,вывтi,вельмі
705,so::ADV,сiдз,так
706,noch::ADV,эшӧ,яшчэ
707,nur::ADV,только,толькі
708,schon::ADV,ни,ужо
709,wieder::ADV,бӧра,зноў
710,vergebens::ADV,весись,дарма
711,vergebens::ADV,весись,дарэмна
712,vor::PRP,одзас,перад
713,hinter::PRP,бӧрӧ,за
714,hinter::PRP,бӧрӧ,ззаду
715,unter::PRP,увтын,пад
716,durch::PRP,пыр,праз
717,neben::PRP,бокам,каля
718,neben::PRP,боксиным,каля
719,zwischen::PRP,коласас,між
720,zwischen::PRP,коласас,паміж
721,wegen::PRP,понда,з-за
722,dies::PRN,эта,гэта
723,das::PRN,сiя,тое
724,alles::PRN,быдӧс,усё
725,ich::PRN,ме,я
726,du::PRN,тэ,ты
727,er::PRN,сiя,ён
728,wir::PRN,мийӧ,мы
729,ihr::PRN,ті,вы
730,sie::PRN,нія,яны
731,was::FPRN,мый,што
732,wer::FPRN,кин,хто
733,wo::FADV,кытӧн,дзе
734,wohin::FADV,кытчӧ,куды
735,wie::FADV,дзик,як
736,warum::FADV,мыля,чаму
737,warum::FADV,мыйсянь,чаму
738,wieviel::FNUM,мымда,колькі
739,eins::NUM,ӧт,адзін
740,zwei::NUM,кык,два
741,drei::NUM,куим,тры
742,vier::NUM,нёль,чатыры
743,fünf::NUM,вит,пяць
744,sechs::NUM,квать,шесць
745,sieben::NUM,сизим,сем
746,acht::NUM,кыкьямыс,восем
747,neun::NUM,ӧкмыс,дзевяць
748,zehn::NUM,дас,дзесяць
749,elf::NUM,дасотік,адзінаццаць
750,zwölf::NUM,даскык,дванаццаць
751,zwanzig::NUM,кыкдас,дваццаць
752,dreißig::NUM,куимдас,трыццаць
753,vierzig::NUM,нёльдас,сорак
754,fünfzig::NUM,витдас,пядзесят
755,sechzig::NUM,кватьдас,шесдзесят
756,siebzig::NUM,сизимдас,семдзесят
757,achtzig::NUM,кыкьямысдас,восемдзесят
758,neunzig::NUM,ӧкмысдас,дзевяноста
759,hundert::NUM,сто,сто
760,tausend::NUM,тысяча,тысяча
761,und::CNJ,и,і
762,und::CNJ,и,ды
763,und::CNJ,да,і
764,und::CNJ,да,ды
765,oder::CNJ,или,або
766,stehen::V,сулавны,стаяць
767,sitzen::V,пукавны,сядзець
768,liegen::V,куйлыны,ляжаць
769,hängen::V,ӧшавны,вісець
770,werden::V,лоны,стаць
771,werden::V,лоны,зрабіцца
772,passieren::V,аркмыны,трапіцца
773,beginnen::V,петны,пачацца
774,enden::V,-сь,кончыцца
775,enden::V,бырны,кончыцца
776,wechseln::V,вежсьыны,мяняцца
777,aufgehen[Sonne]::V,петавны,узысці
778,untergehen[Sonne]::V,пуксьыны,зайсці
779,scheinen[Sonne]::V,югьявны,свяціць
780,donnern::V,гымавны,грымець
781,wehen::V,пӧлявны,дзьмуць
782,strömen::V,киссьыны,ліцца
783,fließen::V,визывтны,цячы
784,sich drehen::V,бергавны,круціцца
785,sich drehen::V,бергавны,варочацца
786,schwanken::V,кӧвьясьны,хістацца
787,schwingen::V,дюттясьны,гайдацца
788,schwingen::V,дюттясьны,калыхацца
789,fallen::V,усьны,падаць
790,brennen::V,сотчыны,гарэць
791,rauchen::V,тшынасьны,дымець
792,regnen::V,зэрны,дажджыць
793,gefrieren::V,гегдыны,замерзнуць
