,Concept_ID,tt,sah
208,Grube::N,баз,дьаама
209,Grube::N,чокыр,дьаама
210,Falle::N,тозак,сохсо
211,Falle::N,капкын,сохсо
212,Schlinge::N,элмәк,уктаа
213,Spur::N,эз,суол
214,Asche::N,көл,күл
215,Dreck::N,пычрак,бадараан
216,Eisen::N,тимер,тимир
217,Gold::N,алтын,көмүс
218,Gold::N,алтын,кыһыл көмүс
219,Silber::N,көмеш,көмүс
220,Silber::N,көмеш,үрүҥ көмүс
221,Kohle::N,күмер,чох
222,Glas::N,пыяла,өстүөкүлэ
223,Lehm::N,балчык,туой
224,Sand::N,ком,кумах
225,Mensch::N,адәм,киһи
226,Mensch::N,инсан,киһи
227,Mann::N,ир,эр
228,Frau::N,хатын,дьахтар
229,Kind::N,бала,оҕо
230,Junge::N,малай,уол
231,Mädchen::N,кыз,кыыс оҕо
232,Familie::N,гаилә,кэргэн
233,Großvater::N,бабай,эһэ
234,Großmutter::N,әби,эбэ
235,Eltern::N,ата-ана,аҕа-ийэ
236,Vater::N,ата,аҕа
237,Mutter::N,ана,ийэ
238,Sohn::N,ул,уол
239,Tochter::N,кыз,кыыс
240,Bruder::N,кардәш,убай
241,Bruder::N,кардәш,быраат
242,Schwester::N,апа,аҕас
243,Schwester::N,апа,балыс
244,Schwester::N,сеңел,аҕас
245,Schwester::N,сеңел,балыс
246,Onkel::N,дәдә,таай
247,Onkel::N,дәдә,абаҕа
248,Onkel::N,дәдәй,таай
249,Onkel::N,дәдәй,абаҕа
250,Tante::N,түти,эдьиий
251,Tante::N,тәтәй,эдьиий
252,Ehemann::N,ир,эр
253,Ehefrau::N,хатын,ойох
254,Freude::N,сөенеч,үөрүү
255,Gelächter::N,көлү,күлүү
256,Gelächter::N,көлеш,күлүү
257,Glück::N,бәхет,дьол
258,Glück::N,бәхет,соргу
259,Kummer::N,хәсрәт,кутурҕан
260,Wunsch::N,теләк,баҕарыы
261,Lust::N,теләк,баҕа
262,Lust::N,теләү,баҕа
263,Geist::N,рух,тыын
264,Gedanke::N,уй,санаа
265,Gedanke::N,фикер,санаа
266,Gedächtnis::N,хәтер,өй
267,Verstand::N,акыл,өй
268,Sinn::N,мәгънә,суолта
269,Grund::N,сәбәп,төрүөт
270,Wahrheit::N,хак,кырдьык
271,Gespräch::N,әңгәмә,бэсиэдэ
272,Gespräch::N,әңгәмә,кэпсэтии
273,Märchen::N,әкият,остуоруйа
274,Erzählung::N,хикәя,кэпсээн
275,Nachricht::N,хәбәр,биллэриллии
276,Neuigkeit::N,яңалык,сонун
277,Name::N,исем,аат
278,Rätsel::N,табышмак,таабырын
279,Rede::N,нотык,этии
280,Sprache::N,тел,тыл
281,Stimme::N,тавыш,куолас
282,Wort::N,сүз,тыл
283,Zeichen::N,ишарә,бэлиэ
284,Ruf::N,дәшү,ыҥырыы
285,Lärm::N,шау,айдаан
286,Laut::N,аваз,тыас
287,Ton::N,шалтырату,дорҕоон
288,Lied::N,җыр,ырыа
289,Ruhe::N,тынлык,уу чуумпу
290,Leute::N,халык,дьон
291,Volk::N,халык,дьон
292,Volk::N,халык,норуот
293,Arbeit::N,эш,үлэ
294,Arbeit::N,хезмәт,үлэ
295,Gast::N,кунак,ыалдьыт
296,Geschenk::N,бүләк,бэлэх
297,Spiel::N,уен,оонньуу
298,Gesellschaft::N,җәмгыять,общество
299,Hilfe::N,ярдәм,көмө
300,Hilfe::N,булышлык,көмө
301,Freund::N,дус,доҕор
302,Kamerad::N,иптәш,атас
303,Angelegenheit::N,эш,дьыала
304,Anzahl::N,микъдар,ахсаан
305,Art::N,төр,биис
306,Stück::N,кисәк,кырбас
307,Teil::N,өлеш,ирээт
308,Hälfte::N,ярым,аҥар
309,Kreis::N,түгәрәк,төгүрүк
310,Kreis::N,түгәрәк,төгүрүмтэ
311,Kreuz::N,хач,кириэс
312,Kreuz::N,тәре,кириэс
313,Linie::N,сызык,сурааһын
314,Strich::N,сызык,сурааһын
315,Abstand::N,ара,арыт
316,Entfernung::N,ераклык,ыраах
317,Gegend::N,урын,сир
318,Platz::N,бушлык,арыт
319,Ort::N,урын,сир
320,Seite::N,як,өрүт
321,Seite::N,як,сирэй
322,Mitte::N,урта,орто
323,Gegenstand::N,нәрсә,предмет
324,Sache::N,нәрсә,мал
325,Rand::N,чит,кытыы
326,Rand::N,чит,ойоҕос
327,Kante::N,кырый,кырыы
328,Ecke::N,почмак,муннук
329,Spitze::N,оч,чыпчаал
330,Ende::N,азак,төбө
331,Loch::N,тишек,тэһэҕэс
332,Loch::N,тишек,дьөлөҕөс
333,Winkel::N,почмак,муннук
334,Muster::N,парча,оһуор
335,Größe::N,зурлык,кээмэй
336,Länge::N,озынлык,уста
337,Höhe::N,биеклек,үрдүк
338,Gewicht::N,авырлык,ыйааһын
339,Menge::N,микъдар,ахсаан
340,Haufen::N,өем,чөмчөх
341,Reihe::N,рәт,кэккэ
342,Boot::N,каек,оҥочо
343,Boot::N,көймә,оҥочо
344,Ruder::N,ишкәк,эрдии
345,Schlitten::N,чана,сыарҕа
346,Ski::N,чаңгы,хайыһар
347,Lagerfeuer::N,костёр,кутаа
348,Last::N,йөк,ыарахан
349,Gang::N,йөреш,хаамыы
350,Schritt::N,адым,хардыы
351,Norden::N,төньяк,хоту
352,Süden::N,көньяк,соҕуруу
353,Westen::N,көнбатыш,арҕаа
354,Osten::N,шәрык,илин
355,Osten::N,көнчыгыш,илин
356,Holz::N,агач,мас
357,Brett::N,такта,дуоска
358,Brett::N,такта,хаптаһын
359,Platte::N,плитә,билиитэ
360,Stütze::N,таяу,тулааһын
361,Stange::N,колга,ураҕас
362,Stock::N,таяк,мас
363,Stock::N,таяк,баалкы
364,Stab::N,таяк,ураҕас
365,Rohr::N,торба,турба
366,Haus::N,өй,дьиэ
367,Haus::N,йорт,дьиэ
368,Heim::N,гаилә,дьиэ
369,Heim::N,нәсел,дьиэ
370,Ofen::N,мич,оһох
371,Fußboden::N,идән,муоста
372,Tisch::N,өстәл,остуол
373,Stuhl::N,утыргыч,устуул
374,Wiege::N,бишек,биһик
375,Bett::N,ятак,кырабаат
376,Bett::N,урын-җир,кырабаат
377,Regal::N,киштә,долбуур
378,Regal::N,шүрлек,долбуур
379,Kiste::N,әрҗә,дьааһык
380,Fenster::N,тәрәзә,түннүк
381,Tür::N,ишек,аан
382,Tor::N,капка,аан
383,Zaun::N,койма,соппулуот
384,Dach::N,түбә,кырыыса
385,Leiter::N,баскыч,кирилиэс
386,Besen::N,себерке,миинньик
387,Spaten::N,көрәк,күрдьэх
388,Schaufel::N,көрәк,күрдьэх
389,Gabel::N,чәннечке,биилкэ
390,Löffel::N,кашык,луоска
391,Messer::N,пычак,быһах
392,Nagel::N,кадак,тоһоҕо
393,Netz::N,челтәр,илим
394,Haken::N,ыргак,көхө
395,Griff::N,тотка,ук
396,Griff::N,тотка,тутаах
397,Schloss::N,йозак,күлүүс
398,Bild::N,рәсем,хартыына
399,Bild::N,картина,хартыына
400,Figur::N,сын,фигура
401,Figur::N,фигура,фигура
402,Puppe::N,курчак,куукула
403,Beutel::N,луза,мөһөөччук
404,Bündel::N,бәйләм,баайыы
405,Tasche::N,букча,суумка
406,Eimer::N,чиләк,биэдэрэ
407,Deckel::N,капкач,хаппах
408,Geschirr::N,савыт-саба,иһит
409,Geschirr::N,кашык-аяк,иһит
410,Sack::N,капчык,куул
411,Tasse::N,чынаяк,сэлиэнэй
412,Topf::N,чүлмәк,көстүрүүҥкэ
413,Kessel::N,казан,хочуол
414,Essen::N,ашау,аһылык
415,Nahrung::N,азык,ас
416,Nahrung::N,тәгам,ас
417,Nahrung::N,ашамлык,ас
418,Speise::N,ризык,аһылык
419,Fleisch::N,ит,эт
420,Getreide::N,ашлык,злактар
421,Brei::N,ботка,хааһы
422,Brot::N,ипи,килиэп
423,Brot::N,икмәк,килиэп
424,Scheibe::N,телем,куһуок
425,Fett::N,май,сыа
426,Butter::N,май,арыы
427,Öl::N,май,арыы
428,Salz::N,тоз,туус
429,Suppe::N,шулпа,мин
430,Honig::N,бал,мүөт
431,Milch::N,сөт,үүт
432,Tee::N,чәй,чэй
433,Leder::N,күн,тирии
434,Wolle::N,йон,түү
435,Stoff::N,тукыма,таҥас
436,Nadel::N,энә,иннэ
437,Faden::N,җеп,сап
438,Knopf::N,төймә,тимэх
439,Knoten::N,төен,түмүк
440,Farbe::N,буяу,кырааска
441,Kleidung::N,кием,таҥас
442,Hemd::N,күлмәк,ырбаахы
443,Kragen::N,яка,саҕа
444,Ärmel::N,җиң,сиэх
445,Hose::N,чалбар,ыстаан
446,Hose::N,чалбар,бүрүүкэ
447,Gürtel::N,билбау,кур
448,Mütze::N,бүрек,бэргэһэ
449,Schuh::N,башмак,бачыыҥка
450,Stiefel::N,итек,саппыкы
451,Ring::N,балдак,биһилэх
452,Band::N,тасма,лиэнтэ
453,Kamm::N,тарак,тараах
454,Spiegel::N,көзге,сиэркилэ
455,Riemen::N,каеш,кур
456,Schnur::N,бау,быа
457,Leine::N,тезген,тэһиин
458,Decke::N,юрган,суорҕан
459,Kissen::N,мендәр,сыттык
460,Tuch::N,яулык,былаат
461,Handtuch::N,сөлгә,соттор
462,Kraft::N,егәр,сыра
463,Kraft::N,дәрман,сыра
464,Stärke::N,көч,күүс
465,Stärke::N,дәрман,күүс
466,Gesundheit::N,саулык,доруобуйа
467,Krankheit::N,чир,ыарыы
468,Krankheit::N,хаста,ыарыы
469,Krankheit::N,сырхау,ыарыы
470,Schmerz::N,авырту,ыарыы
471,Wunde::N,яра,баас
472,Wunde::N,җәрәхәт,баас
473,Fieber::N,бизгәк,түрүлгэн
474,Fieber::N,бизгәк,лихорадка
475,Fieber::N,бизгәк,температура
476,Arznei::N,дару,эмп
477,Brücke::N,күпер,күргэ
478,Brunnen::N,кое,холуодьас
479,Weide::N,утлавык,мэччирэҥ
480,Pfad::N,сукмак,ыллык
481,Weg::N,юл,суол
482,Straße::N,урам,суол
483,Dorf::N,авыл,дэриэбинэ
484,Stadt::N,шәһәр,куорат
485,Brief::N,хат,сурук
486,Buch::N,китап,кинигэ
487,Buchstabe::N,хәреф,буква
488,Zeitung::N,газет,хаһыат
489,Zeitung::N,газета,хаһыат
490,Leben::N,гомер,тыын
491,Leben::N,тормыш,тыын
492,Leben::N,тереклек,тыын
493,Tod::N,үлем,өлүү
494,Grab::N,гүр,иин
495,Grab::N,кабер,иин
496,Kirche::N,чиркәү,таҥара дьиэтэ
497,Sünde::N,язык,айыы
498,Sünde::N,гөнаһ,айыы
499,Gott::N,алла,тангара
500,Gott::N,ходай,тангара
501,Arbeiter::N,эшче,үлэһит
502,Chef::N,башлык,баһылык
503,Chef::N,башлык,начальник
504,Meister::N,оста,уус
505,Meister::N,оста,маастар
506,Arzt::N,врач,врач
507,Arzt::N,табиб,врач
508,Lehrer::N,укытучы,учуутал
509,Lehrer::N,мөгаллим,учуутал
510,Geld::N,акча,харчы
511,Geschäft::N,эш,идэ
512,Laden::N,кибет,маҕаһыын
513,Laden::N,магазин,маҕаһыын
514,Preis::N,бәя,сыана
515,Preis::N,бәһа,сыана
516,Ware::N,товар,табаар
517,Nutzen::N,файда,туһа
518,Reichtum::N,байлык,баай
519,Welt::N,дөнья,аан дойду
520,Land::N,ил,дойду
521,Staat::N,дәүләт,государство
522,König::N,патша,король
523,Macht::N,хакимият,былаас
524,Grenze::N,чик,кыраныысса
525,Krieg::N,сугыш,сэрии
526,Feind::N,дошман,өстөөх
527,Gewalt::N,көчләү,күүһүлээһин
528,Kampf::N,көрәш,охсуһуу
529,Bogen[Waffe]::N,җәя,ох
530,Pfeil::N,ук,ох
531,Gewehr::N,мылтык,саа
532,Fehler::N,хата,сыыһа
533,Lüge::N,ялган,сымыйа
534,Schaden::N,зыян,хоромньу
535,Schaden::N,зарар,хоромньу
536,Unglück::N,бәла,алдьархай
537,Schuld::N,гаеп,буруй
538,Alter::N,яшь,саас
539,Schluss::N,ахыр,тиһэх
540,Zeit::N,заман,бириэмэ
541,Tag::N,көн,күн
542,Morgen::N,иртә,сарсыарда
543,Mittag::N,өйлә,күн ортото
544,Abend::N,кич,киэһэ
545,Nacht::N,төн,түүн
546,Woche::N,атна,нэдиэлэ
547,Monat::N,ай,ый
548,Jahr::N,ел,сыл
549,Jahr::N,ел,дьыл
550,Frühling::N,яз,саас
551,Sommer::N,җәй,сайын
552,Herbst::N,көз,күһүн
553,Winter::N,кыш,кыһын
554,Januar::N,гыйнвар,тохсунньу
555,Februar::N,февраль,олунньу
556,März::N,март,кулун тутар
557,April::N,апрель,муус устар ый
558,Mai::N,май,ыам ыйа
559,Juni::N,июнь,бэс ыйа
560,Juli::N,июль,от ыйа
561,August::N,август,атырдьах ыйа
562,September::N,сентябрь,балаҕан ыйа
563,Oktober::N,октябрь,алтынньы
564,November::N,ноябрь,сэтинньи
565,Dezember::N,декабрь,ахсынньы
566,Montag::N,дүшәмбе,бэнидиэнньик
567,Dienstag::N,сишәмбе,оптуорунньук
568,Mittwoch::N,чәршәмбе,сэрэдэ
569,Donnerstag::N,атнакич,чэппиэр
570,Donnerstag::N,пәнҗешәмбе,чэппиэр
571,Freitag::N,җомга,бээтинсэ
572,Samstag::N,шимбә,субуота
573,Sonntag::N,якшәмбе,баскыһыанньа
574,groß::A,зур,бөдөҥ
575,groß::A,зур,улахан
576,klein::A,кечкенә,кыр
577,lang::A,озын,уһун
578,kurz::A,кыска,кылгас
579,breit::A,киң,кэтит
580,schmal::A,кысык,кыараҕас
581,dicht::A,куе,хойуу
582,dick[Gegenstand]::A,калын,суон
583,dick[Gegenstand]::A,калын,хойуу
584,dünn::A,нечкә,чараас
585,fein::A,нәзакәтле,бытархай
586,fein::A,нәзакәтле,синньигес
587,fest::A,нык,бөҕө
588,fest::A,нык,кытаанах
589,flach::A,яссы,хаптаҕай
590,flach::A,ялпак,хаптаҕай
591,glatt::A,шома,кылааккай
592,hart::A,каты,хатан
593,hart::A,каты,кытаанах
594,weich::A,йомшак,сымнаҕас
595,rund::A,түгәрәк,төгүрүк
596,spitz::A,очлы,сытыы
597,spitz::A,очлы,уһуктаах
598,scharf::A,үткен,сытыы
599,stumpf::A,үтмәс,сыппах
600,schwer::A,салмак,ыарахан
601,schön::A,гүзәл,кыраһыабай
602,heiß::A,эссе,итии
603,warm::A,җылы,ичигэс
604,kalt::A,суык,тымныы
605,kalt::A,салкын,тымныы
606,kühl::A,салкынча,сөрүүн
607,frisch::A,салкынча,ыраас
608,frisch::A,салкынча,сөрүүн
609,frisch::A,салкынча,тымныы
610,feucht::A,юеш,сииктээх
611,nass::A,дымлы,инчэҕэй
612,trocken::A,коры,кураан
613,voll::A,тулы,толору
614,leer::A,буш,иччитэх
615,offen::A,ачык,аһаҕас
616,geschlossen::A,йомык,бүтэй
617,sauber::A,пакь,сэбэр
618,sauber::A,чиста,сэбэр
619,schmutzig::A,керле,кирдээх
620,schmutzig::A,пычрак,кирдээх
621,roh::A,чи,сиикэй
622,reif::A,өлгергән,буспут
623,reif::A,өлгергән,сиппит-хоппут
624,lecker::A,тәмле,минньигэс
625,süß::A,татлы,минньигэс
626,bitter::A,ачы,аһыы
627,sauer::A,әче,аһыы
628,hell::A,якты,сырдык
629,dunkel::A,кара,хараҥа
630,schwarz::A,кара,хара
631,weiß::A,ак,үрүҥ
632,weiß::A,ак,маҥан
633,rot::A,кызыл,кыһыл
634,gelb::A,сары,саһархай
635,blau::A,күк,күөх
636,grün::A,яшел,күөх
637,grün::A,яшел,от күөҕэ
638,grau::A,соры,сиэрэй
639,bunt::A,чуар,эриэн
640,billig::A,арзан,чэпчэки
641,teuer::A,хаклы,сыаналаах
642,wertvoll::A,кыйммәтле,сыаналаах
643,blind::A,сукыр,хараҕа суох
644,blind::A,күзсез,хараҕа суох
645,taub::A,чукрак,дьүлэй
646,taub::A,саңгырау,дьүлэй
647,kräftig::A,егәрле,модун
648,stark::A,нык,күүстээх
649,stark::A,базык,күүстээх
650,schwach::A,зәгыйфь,мөлтөх
651,fett::A,симез,эмис
652,schlank::A,нәзек,дьылҕан
653,schlank::A,нәзек,дьыпсаҕай
654,hübsch::A,чибәр,олус кэрэ
655,hübsch::A,чибәр,көрүөхтэн үчүгэй
656,böse::A,усал,өһүөннээх
657,dumm::A,акылсыз,акаары
658,faul::A,ялкау,нэс
659,faul::A,иренчәк,нэс
660,fleißig::A,тырыш,кыһамньылаах
661,fleißig::A,тырышучан,кыһамньылаах
662,geizig::A,саран,иҥсэлээх
663,klug::A,акыллы,өйдөөх
664,geschickt::A,маһир,наһаа дьоҕурдаах
665,lieb::A,сөекле,тапталлаах
666,lustig::A,күңелле,көрдөөх
667,sanft::A,басынкы,намчы
668,sanft::A,басынкы,сымнаҕас
669,hungrig::A,ач,аччык
670,krank::A,чирле,ыалдьар
671,krank::A,сырхау,ыалдьар
672,nackt::A,шәрә,сыгынньах
673,traurig::A,ямансу,санаарҕабыллаах
674,lebendig::A,тере,тыыннаах
675,gut::A,яхшы,үтүө
676,gut::A,яхшы,үчүгэй
677,schlecht::A,начар,куһаҕан
678,richtig::A,дөрес,сөп
679,schlimm::A,әшәкә,сидьиҥ
680,schlimm::A,әшәкә,быдьар
681,wahr::A,чып-чын,кырдьык
682,alt::A,иске,былыргы
683,neu::A,яңа,саҥа
684,ehemalig::A,элекке,урукку
685,alt[Lebewesen]::A,карт,кырдьаҕас
686,jung::A,яшь,эдэр
687,arm::A,фәкыйрь,дьадаҥы
688,reich::A,бай,баай
689,bekannt::A,таныш,билэр
690,berühmt::A,атаклы,аатырбыт
691,fremd::A,ят,атын
692,verschieden::A,төрле,араас
693,nah::A,якын,чугас
694,fern::A,ерак,ыраах
695,linker::A,сул,хаҥас
696,rechter::A,уң,уҥа
697,anderer::A,бүтән,атын
698,erster::A,беренче,маҥнайгы
699,zweiter::A,икенче,иккис
700,dritter::A,өченче,үһүс
701,letzter::A,ахыргы,тиһэх
702,allein::ADV,ялгыз,соҕотох
703,auf einmal::ADV,бердән,биирдэ
704,zusammen::ADV,бергә,холбуу
705,lange::ADV,озак,уһуннук
706,plötzlich::ADV,искәрмәстән,эмискэ
707,sofort::ADV,хәзер,тута
708,später::ADV,соңрак,хойут
709,jetzt::ADV,хәзер,билигин
710,heute::ADV,бүген,бүгүн
711,morgen::ADV,иртәгә,сарсын
712,bald::ADV,тиздән,өтөр
713,dann::ADV,аннары,кэнна
714,gestern::ADV,кичә,бэҕэһээ
715,einst::ADV,берчак,биир төгүл
716,einst::ADV,берчак,арай биирдэ
717,damals::ADV,ул вакытта,оччоҕо
718,damals::ADV,ул чакта,оччоҕо
719,danach::ADV,да,аары
720,danach::ADV,да,ол кэнниттэн
721,vorher::ADV,элек,урут
722,zuerst::ADV,башта,маҥнай
723,einmal::ADV,бер,биирдэ
724,einmal::ADV,бер мәртәбә,биирдэ
725,manchmal::ADV,кайчакта,арыт
726,oft::ADV,еш,чаастатык
727,immer::ADV,һәркайчан,мэлдьи
728,niemals::ADV,hичбер вакыт,хаһан да
729,hier::ADV,монда,маныаха
730,hier::ADV,биредә,маныаха
731,hierhin::ADV,монда,бэттэх
732,von hier::ADV,моннан,мантан
733,dort::ADV,анда,онно
734,dorthin::ADV,тегеләй,онно
735,geradeaus::ADV,турыдан-туры,быһа
736,geradeaus::ADV,турыдан-туры,быһаччы
737,vorwärts::ADV,алга,инники
738,rückwärts::ADV,кире,төттөру
739,zurück::ADV,кире,төттөрү
740,unten::ADV,түбәндә,аллара
741,hinab::ADV,аска,аллара
742,oben::ADV,өстә,үөһэ
743,oben::ADV,югарыда,үөһэ
744,hinauf::ADV,өскә,өрө
745,hinauf::ADV,өскә,үөһэ
746,überall::ADV,hәркайда,бэйдиэ
747,nicht::ADV,түгел,буолбатах
748,ein wenig::ADV,бераз,кыратык
749,kaum::ADV,көчкә,нэһиилэ
750,sehr::ADV,бик,бэрт
751,sehr::ADV,бик,наһаа
752,so::ADV,алай,оччо
753,so::ADV,алай,оннук
754,noch::ADV,янә,өссө
755,noch::ADV,тагын,өссө
756,nur::ADV,фәкать,эрэ
757,nur::ADV,фәкать,сыччах
758,schon::ADV,инде,бэлиэр
759,wieder::ADV,янә,эмиэ
760,wieder::ADV,тагын,эмиэ
761,vergebens::ADV,юкка,таак
762,vor::PRP,алдыннан,иннигэр
