,Concept_ID,bg,en
119,Berg::N,планина,mountain
120,Gipfel::N,връх,summit
121,Höhle::N,пещера,cave
122,Abhang::N,склон,slope
123,Abhang::N,стръмнина,slope
124,Quelle::N,извор,source
125,Bach::N,поток,brook
126,Fluss::N,река,river
127,Ufer::N,бряг,shore
128,Küste::N,бряг,coast
129,Küste::N,крайбрежие,coast
130,Festland::N,суша,land
131,Meer::N,море,sea
132,Bucht::N,залив,cove
133,Insel::N,остров,island
134,Blume::N,цвете,flower
135,Gras::N,трева,grass
136,Wurzel::N,корен,root
137,Baum::N,дърво,tree
138,Stamm::N,стъбло,trunk
139,Rinde::N,кора,bark
140,Ast::N,клон,limb
141,Zweig::N,клон,branch
142,Blatt::N,лист,leaf
143,Birke::N,бреза,birch
144,Kiefer[Baum]::N,бор,pine
145,Weide[Baum]::N,върба,willow
146,Tanne::N,ела,fir
147,Horn::N,рог,horn
148,Feder::N,перо,feather
149,Fell::N,кожа,fur
150,Flügel::N,крило,wing
151,Klaue::N,нокът,claw
152,Kralle::N,нокът,claw
153,Schwanz::N,опашка,tail
154,Ei::N,яйце,egg
155,Nest::N,гнездо,nest
156,Bau::N,дупка,lair
157,Tier::N,животно,animal
158,Herde::N,стадо,flock
159,Kuh::N,крава,cow
160,Bulle::N,бик,bull
161,Pferd::N,кон,horse
162,Schaf::N,овца,sheep
163,Schwein::N,свиня,pig
164,Hund::N,куче,dog
165,Katze::N,котка,cat
166,Bär::N,мечка,bear
167,Eichhörnchen::N,катерица,squirrel
168,Elch::N,лос,elk
169,Fuchs::N,лисица,fox
170,Hase::N,заек,hare
171,Maus::N,мишка,mouse
172,Wolf::N,вълк,wolf
173,Vogel::N,птица,bird
174,Schwarm::N,рой,swarm
175,Schwarm::N,рояк,swarm
176,Huhn::N,кокошка,chicken
177,Hahn::N,петел,cock
178,Gans::N,гъска,goose
179,Adler::N,орел,eagle
180,Ente::N,патица,duck
181,Eule::N,сова,owl
182,Kranich::N,жерав,crane
183,Krähe::N,врана,crow
184,Kuckuck::N,кукувица,cuckoo
185,Schwan::N,лебед,swan
186,Fisch::N,риба,fish
187,Barsch::N,костур,perch
188,Hecht::N,щука,pike
189,Schlange[Tier]::N,змия,snake
190,Wurm::N,червей,worm
191,Spinne::N,паяк,spider
192,Ameise::N,мравка,ant
193,Laus::N,въшка,louse
194,Mücke::N,комар,midge
195,Fliege::N,муха,fly
196,Schmetterling::N,пеперуда,butterfly
197,Beere::N,плод,berry
198,Apfel::N,ябълка,apple
199,Pilz::N,гъба,mushroom
200,Zwiebel::N,лук,onion
201,Zwiebel::N,кромид,onion
202,Saat::N,семе,seed
203,Korn::N,зърно,grain
204,Heu::N,сено,hay
205,Schale::N,кора,husk
206,Grube::N,яма,pit
207,Grube::N,дупка,pit
208,Falle::N,примка,trap
209,Schlinge::N,клуп,noose
210,Spur::N,диря,track
211,Spur::N,следа,track
212,Asche::N,пепел,ashes
213,Dreck::N,кал,filth
214,Eisen::N,желязо,iron
215,Gold::N,злато,gold
216,Silber::N,сребро,silver
217,Kohle::N,въглища,coal
218,Glas::N,стъкло,glass
219,Lehm::N,глина,clay
220,Sand::N,пясък,sand
221,Mensch::N,човек,human
222,Mann::N,мъж,man
223,Frau::N,жена,woman
224,Kind::N,дете,child
225,Junge::N,момче,boy
226,Mädchen::N,момиче,girl
227,Familie::N,фамилия,family
228,Familie::N,семейство,family
229,Großvater::N,дядо,grandfather
230,Großmutter::N,баба,grandmother
231,Eltern::N,родители,parents
232,Vater::N,баща,father
233,Mutter::N,майка,mother
234,Sohn::N,син,son
235,Tochter::N,дъщеря,daughter
236,Bruder::N,брат,brother
237,Schwester::N,сестра,sister
238,Onkel::N,чичо,uncle
239,Onkel::N,вуйчо,uncle
240,Tante::N,леля,aunt
241,Ehemann::N,съпруг,husband
242,Ehefrau::N,съпруга,wife
243,Freude::N,радост,joy
244,Gelächter::N,смях,laughter
245,Glück::N,щастие,happiness
246,Kummer::N,тъга,grief
247,Wunsch::N,желание,wish
248,Lust::N,желание,desire
249,Geist::N,дух,spirit
250,Gedanke::N,мисъл,thought
251,Gedächtnis::N,памет,memory
252,Verstand::N,ум,mind
253,Verstand::N,разум,mind
254,Sinn::N,смисъл,meaning
255,Grund::N,причина,reason
256,Wahrheit::N,правда,truth
257,Gespräch::N,разговор,talk
258,Märchen::N,приказка,fairy tale
259,Erzählung::N,разказ,story
260,Nachricht::N,вест,message
261,Nachricht::N,известие,message
262,Neuigkeit::N,новина,news
263,Name::N,име,name
264,Rätsel::N,гатанка,puzzle
265,Rede::N,реч,speech
266,Rede::N,слово,speech
267,Sprache::N,език,language
268,Stimme::N,глас,voice
269,Wort::N,дума,word
270,Zeichen::N,знак,sign
271,Ruf::N,зов,call
272,Lärm::N,шум,noise
273,Lärm::N,глъчка,noise
274,Laut::N,звук,sound
275,Ton::N,тон,tone
276,Lied::N,песен,song
277,Ruhe::N,тишина,calm
278,Ruhe::N,спокойствие,calm
279,Leute::N,хора,people
280,Volk::N,народ,nation
281,Arbeit::N,труд,work
282,Arbeit::N,работа,work
283,Gast::N,гост,guest
284,Geschenk::N,дар,gift
285,Geschenk::N,подарък,gift
286,Spiel::N,игра,game
287,Gesellschaft::N,общество,company
288,Hilfe::N,помощ,help
289,Freund::N,приятел,friend
290,Kamerad::N,другар,companion
291,Angelegenheit::N,работа,matter
292,Anzahl::N,брой,count
293,Anzahl::N,количество,count
294,Art::N,вид,sort
295,Stück::N,къс,piece
296,Stück::N,парче,piece
297,Teil::N,дял,part
298,Teil::N,част,part
299,Hälfte::N,половина,half
300,Kreis::N,кръг,circle
301,Kreuz::N,кръст,cross
302,Linie::N,черта,line
303,Strich::N,щрих,stroke
304,Strich::N,черта,stroke
305,Abstand::N,дистанция,gap
306,Abstand::N,разстояние,gap
307,Entfernung::N,разстояние,distance
308,Gegend::N,местност,area
309,Platz::N,място,space
310,Ort::N,място,place
311,Seite::N,страна,side
312,Mitte::N,среда,middle
313,Gegenstand::N,предмет,item
314,Sache::N,вещ,thing
315,Rand::N,ръб,fringe
316,Kante::N,ръб,edge
317,Kante::N,кант,edge
318,Ecke::N,ъгъл,corner
319,Spitze::N,връх,tip
320,Spitze::N,острие,tip
321,Ende::N,край,end
322,Loch::N,дупка,hole
323,Winkel::N,кът,angle
324,Winkel::N,ъгъл,angle
325,Muster::N,десен,pattern
326,Muster::N,образец,pattern
327,Größe::N,големина,size
328,Länge::N,дължина,length
329,Höhe::N,висота,height
330,Höhe::N,височина,height
331,Gewicht::N,тегло,weight
332,Gewicht::N,тежест,weight
333,Menge::N,количество,amount
334,Haufen::N,куп,heap
335,Haufen::N,грамада,heap
336,Reihe::N,ред,row
337,Reihe::N,редица,row
338,Boot::N,лодка,boat
339,Ruder::N,весло,oar
340,Ruder::N,гребло,oar
341,Schlitten::N,шейна,sleigh
342,Ski::N,ски,ski
343,Lagerfeuer::N,огнище,campfire
344,Last::N,товар,load
345,Gang::N,ход,walk
346,Gang::N,вървеж,walk
347,Schritt::N,стъпка,step
348,Norden::N,север,north
349,Süden::N,юг,south
350,Westen::N,запад,west
351,Osten::N,изток,east
352,Holz::N,дърво,wood
353,Brett::N,дъска,board
354,Stange::N,прът,pole
355,Stange::N,върлина,pole
356,Stock::N,прът,stick
357,Stock::N,тояга,stick
358,Stab::N,прът,staff
359,Rohr::N,цев,pipe
360,Rohr::N,тръба,pipe
361,Haus::N,къща,house
362,Heim::N,дом,home
363,Ofen::N,печка,stove
364,Fußboden::N,под,floor
365,Tisch::N,маса,table
366,Stuhl::N,стол,chair
367,Wiege::N,люлка,cradle
368,Bett::N,легло,bed
369,Bett::N,креват,bed
370,Regal::N,рафт,shelf
371,Regal::N,етажерка,shelf
372,Kiste::N,кутия,box
373,Kiste::N,сандък,box
374,Fenster::N,прозорец,window
375,Tür::N,врата,door
376,Tor::N,врата,gate
377,Zaun::N,ограда,fence
378,Dach::N,покрив,roof
379,Leiter::N,стълба,ladder
380,Besen::N,метла,broom
381,Spaten::N,лопата,spade
382,Schaufel::N,лопата,shovel
383,Gabel::N,вилица,fork
384,Löffel::N,лъжица,spoon
385,Messer::N,нож,knife
386,Nagel::N,гвоздей,nail
387,Netz::N,мрежа,net
388,Haken::N,кука,hook
389,Haken::N,закачалка,hook
390,Griff::N,ръчка,handle
391,Griff::N,дръжка,handle
392,Schloss::N,брава,lock
393,Schloss::N,ключалка,lock
394,Bild::N,картина,picture
395,Figur::N,фигура,figure
396,Puppe::N,кукла,doll
397,Beutel::N,кесия,pouch
398,Bündel::N,връзка,bundle
399,Tasche::N,чанта,bag
400,Eimer::N,кофа,bucket
401,Deckel::N,капак,cover
402,Deckel::N,похлупак,cover
403,Geschirr::N,съдове,dishes
404,Sack::N,чувал,sack
405,Tasse::N,чаша,cup
406,Topf::N,гърне,pot
407,Topf::N,тенджера,pot
408,Kessel::N,котел,kettle
409,Essen::N,ядене,meal
410,Nahrung::N,храна,food
411,Speise::N,ястие,dish
412,Fleisch::N,месо,meat
413,Getreide::N,зърнено храни,corn
414,Brei::N,каша,mush
415,Brot::N,хляб,bread
416,Scheibe::N,резен,slice
417,Fett::N,мазнина,fat
418,Butter::N,масло,butter
419,Öl::N,олио,oil
420,Öl::N,оливия,oil
421,Salz::N,сол,salt
422,Suppe::N,супа,soup
423,Honig::N,мед,honey
424,Milch::N,мляко,milk
425,Tee::N,чай,tea
426,Leder::N,кожа,leather
427,Wolle::N,вълна,wool
428,Stoff::N,плат,cloth
429,Stoff::N,материал,cloth
430,Nadel::N,игла,needle
431,Faden::N,конец,thread
432,Knopf::N,копче,button
433,Knoten::N,възел,knot
434,Farbe::N,боя,paint
435,Kleidung::N,дрехи,clothes
436,Kleidung::N,облекло,clothes
437,Hemd::N,риза,shirt
438,Kragen::N,яка,collar
439,Ärmel::N,ръкав,sleeve
440,Hose::N,панталони,trousers
441,Gürtel::N,пояс,belt
442,Gürtel::N,колан,belt
443,Mütze::N,каскет,cap
444,Mütze::N,фуражка,cap
445,Schuh::N,обувка,shoe
446,Stiefel::N,ботуш,boot
447,Ring::N,пръстен,ring
448,Band::N,лента,ribbon
449,Band::N,връзка,ribbon
450,Kamm::N,гребен,comb
451,Spiegel::N,огледало,mirror
452,Riemen::N,каиш,strap
453,Riemen::N,ремък,strap
454,Schnur::N,връв,string
455,Leine::N,връв,leash
456,Leine::N,въже,leash
457,Decke::N,покривка,blanket
458,Kissen::N,възглавница,pillow
459,Tuch::N,сукно,scarf
460,Handtuch::N,пешкир,towel
461,Handtuch::N,кърпа за лице,towel
462,Kraft::N,мощ,force
463,Kraft::N,сила,force
464,Stärke::N,сила,strength
465,Gesundheit::N,здраве,health
466,Krankheit::N,болест,illness
467,Schmerz::N,болка,pain
468,Wunde::N,рана,wound
469,Fieber::N,треска,fever
470,Fieber::N,температура,fever
471,Arznei::N,лек,medicine
472,Arznei::N,лекарство,medicine
473,Brücke::N,мост,bridge
474,Brunnen::N,чешма,well
475,Brunnen::N,кладенец,well
476,Weide::N,паша,pasture
477,Weide::N,пасище,pasture
478,Pfad::N,пътека,path
479,Weg::N,път,way
480,Straße::N,шосе,road
481,Dorf::N,село,village
482,Stadt::N,град,town
483,Brief::N,писмо,letter
484,Buch::N,книга,book
485,Buchstabe::N,буква,character
486,Zeitung::N,вестник,newspaper
487,Leben::N,живот,life
488,Tod::N,смърт,death
489,Grab::N,гроб,grave
490,Kirche::N,църква,church
491,Sünde::N,грях,sin
492,Gott::N,бог,god
493,Arbeiter::N,работник,worker
494,Chef::N,шеф,boss
495,Chef::N,началник,boss
496,Meister::N,майстор,master
497,Arzt::N,лекар,doctor
498,Lehrer::N,учител,teacher
499,Geld::N,пари,money
500,Geschäft::N,сделка,business
501,Laden::N,дюкян,shop
502,Laden::N,магазин,shop
503,Preis::N,цена,price
504,Ware::N,стока,ware
505,Nutzen::N,полза,profit
506,Nutzen::N,облага,profit
507,Reichtum::N,богатство,wealth
508,Welt::N,свят,world
509,Land::N,страна,country
510,Staat::N,щат,state
511,Staat::N,държава,state
512,König::N,крал,king
513,Macht::N,мощ,power
514,Macht::N,власт,power
515,Grenze::N,граница,border
516,Krieg::N,война,war
517,Feind::N,враг,enemy
518,Feind::N,неприятел,enemy
519,Gewalt::N,сила,violence
520,Gewalt::N,насилие,violence
521,Kampf::N,борба,fight
522,Kampf::N,сражение,fight
523,Bogen[Waffe]::N,лък,bow
524,Pfeil::N,стрела,arrow
525,Gewehr::N,пушка,gun
526,Fehler::N,грешка,mistake
527,Lüge::N,лъжа,lie
528,Schaden::N,повреда,damage
529,Unglück::N,нещастие,misfortune
530,Schuld::N,вина,fault
531,Alter::N,възраст,age
532,Schluss::N,край,conclusion
533,Zeit::N,време,time
534,Tag::N,ден,day
535,Morgen::N,утро,morning
536,Morgen::N,сутрин,morning
537,Mittag::N,обед,noon
538,Mittag::N,пладне,noon
539,Abend::N,вечер,evening
540,Nacht::N,нощ,night
541,Woche::N,седмица,week
542,Monat::N,месец,month
543,Jahr::N,година,year
544,Frühling::N,пролет,spring
545,Sommer::N,лято,summer
546,Herbst::N,есен,autumn
547,Winter::N,зима,winter
548,Januar::N,януари,January
549,Februar::N,февруари,February
550,März::N,март,March
551,April::N,април,April
552,Mai::N,май,May
553,Juni::N,юни,June
554,Juli::N,юли,July
555,August::N,август,August
556,September::N,септември,September
557,Oktober::N,октомври,October
558,November::N,ноември,November
559,Dezember::N,декември,December
560,Montag::N,понеделник,Monday
561,Dienstag::N,вторник,Tuesday
562,Mittwoch::N,сряда,Wednesday
563,Donnerstag::N,четвъртък,Thursday
564,Freitag::N,петък,Friday
565,Samstag::N,събота,Saturday
566,Sonntag::N,неделя,Sunday
567,groß::A,едър,big
568,groß::A,голям,big
569,klein::A,малък,little
570,klein::A,дребен,little
571,lang::A,дълъг,long
572,kurz::A,къс,short
573,breit::A,широк,wide
574,schmal::A,тесен,narrow
575,dicht::A,гъст,dense
576,dick[Gegenstand]::A,дебел,thick
577,dünn::A,тънък,thin
578,fein::A,фин,delicate
579,fein::A,тънък,delicate
580,fest::A,твърд,firm
581,fest::A,плътен,firm
582,flach::A,равен,flat
583,flach::A,плосък,flat
584,glatt::A,гладък,smooth
585,hart::A,твърд,hard
586,hart::A,корав,hard
587,weich::A,мек,soft
588,rund::A,кръгъл,round
589,spitz::A,островръх,pointed
590,scharf::A,остър,sharp
591,stumpf::A,тъп,blunt
592,schwer::A,тежък,heavy
593,schön::A,хубав,beautiful
594,schön::A,красив,beautiful
595,heiß::A,жарък,hot
596,warm::A,топъл,warm
597,kalt::A,студен,cold
598,kühl::A,хладен,cool
599,frisch::A,свеж,fresh
600,feucht::A,влажен,damp
601,nass::A,мокър,wet
602,trocken::A,сух,dry
603,voll::A,пълен,full
604,leer::A,празен,empty
605,offen::A,откровен,open
606,geschlossen::A,закрит,closed
607,geschlossen::A,затворен,closed
608,sauber::A,чист,clean
609,schmutzig::A,мръсен,dirty
610,roh::A,суров,raw
611,reif::A,зрял,ripe
612,lecker::A,вкусен,delicious
613,süß::A,сладък,sweet
614,bitter::A,горчив,bitter
615,sauer::A,кисел,sour
616,hell::A,ясен,bright
617,hell::A,светъл,bright
618,dunkel::A,тъмен,dark
619,schwarz::A,черен,black
620,weiß::A,бял,white
621,rot::A,червен,red
622,gelb::A,жълт,yellow
623,blau::A,син,blue
624,grün::A,зелен,green
625,grau::A,сив,grey
626,bunt::A,шарен,colourful
627,bunt::A,шарен,colorful
628,bunt::A,пъстър,colourful
629,bunt::A,пъстър,colorful
630,billig::A,евтин,cheap
631,teuer::A,скъп,dear
632,wertvoll::A,ценен,precious
633,blind::A,сляп,blind
634,taub::A,глух,deaf
635,kräftig::A,силен,powerful
636,stark::A,здрав,strong
637,stark::A,силен,strong
638,schwach::A,слаб,weak
639,fett::A,тлъст,fat
640,schlank::A,тънък,slim
641,schlank::A,строен,slim
642,hübsch::A,хубав,pretty
643,böse::A,зъл,evil
644,dumm::A,глупав,stupid
645,faul::A,ленив,lazy
646,faul::A,мързелив,lazy
647,fleißig::A,прилежен,diligent
648,geizig::A,скъпернически,stingy
649,klug::A,умен,clever
650,klug::A,разумен,clever
651,geschickt::A,умел,skilful
652,geschickt::A,умел,skillful
653,geschickt::A,сръчен,skilful
654,geschickt::A,сръчен,skillful
655,lieb::A,мил,dear
656,lieb::A,драг,dear
657,lustig::A,весел,merry
658,sanft::A,нежен,gentle
659,sanft::A,кротък,gentle
660,hungrig::A,гладен,hungry
661,krank::A,болен,sick
662,nackt::A,гол,naked
663,traurig::A,тъжен,sad
664,traurig::A,печален,sad
665,lebendig::A,жив,living
666,gut::A,добър,good
667,schlecht::A,лош,bad
668,richtig::A,правилен,correct
669,schlimm::A,лош,nasty
670,wahr::A,верен,true
671,wahr::A,истински,true
672,alt::A,стар,old
673,alt::A,древен,old
674,neu::A,нов,new
675,ehemalig::A,бивш,former
676,alt[Lebewesen]::A,стар,aged
677,jung::A,млад,young
678,arm::A,беден,poor
679,reich::A,богат,rich
680,bekannt::A,познат,familiar
681,bekannt::A,известен,familiar
682,berühmt::A,почут,famous
683,berühmt::A,известен,famous
684,fremd::A,чужд,foreign
685,verschieden::A,разен,different
686,verschieden::A,различен,different
687,nah::A,близък,near
688,fern::A,далечен,far
689,linker::A,ляв,left
690,rechter::A,прав,right
691,anderer::A,друг,other
692,erster::A,пръв,first
693,erster::A,първи,first
694,zweiter::A,втори,second
695,dritter::A,трети,third
696,letzter::A,последен,last
697,allein::ADV,само,alone
698,auf einmal::ADV,същевременно,at once
699,zusammen::ADV,заедно,together
700,lange::ADV,дълго,long
701,plötzlich::ADV,изведнъж,suddenly
702,sofort::ADV,веднага,instantly
703,später::ADV,по-късно,later
704,jetzt::ADV,сега,now
705,heute::ADV,днес,today
706,morgen::ADV,утре,tomorrow
707,bald::ADV,скоро,soon
708,dann::ADV,после,then
709,dann::ADV,тогава,then
710,gestern::ADV,вчера,yesterday
711,einst::ADV,някога,once
712,damals::ADV,тогава,at that time
713,danach::ADV,после,afterwards
714,danach::ADV,след това,afterwards
715,vorher::ADV,преди,before
716,vorher::ADV,преди това,before
717,zuerst::ADV,най-напред,at first
718,einmal::ADV,веднъж,once
719,einmal::ADV,един път,once
720,manchmal::ADV,понякога,sometimes
721,oft::ADV,често,often
722,immer::ADV,винаги,always
723,niemals::ADV,никога,never
724,hier::ADV,тук,here
725,hier::ADV,тука,here
726,hierhin::ADV,насам,hither
727,hierhin::ADV,насам,to here
728,hierhin::ADV,насам,here
729,von hier::ADV,оттук,hence
730,von hier::ADV,оттука,hence
731,dort::ADV,там,there
732,dorthin::ADV,натам,thither
733,dorthin::ADV,натам,there
734,dorthin::ADV,натам,to there
735,dorthin::ADV,нататък,thither
736,dorthin::ADV,нататък,there
737,dorthin::ADV,нататък,to there
738,geradeaus::ADV,направо,ahead
739,vorwärts::ADV,напред,forward
740,rückwärts::ADV,назад,backward
741,zurück::ADV,обратно,back
742,unten::ADV,долу,below
743,hinab::ADV,надолу,down
744,oben::ADV,горе,above
745,hinauf::ADV,нагоре,up
746,überall::ADV,навсякъде,everywhere
747,nicht::ADV,не,not
748,ein wenig::ADV,малко,a little
749,kaum::ADV,едва,hardly
750,kaum::ADV,едвам,hardly
751,sehr::ADV,много,very
752,sehr::ADV,твърде,very
753,so::ADV,тъй,so
754,so::ADV,така,so
755,noch::ADV,още,still
756,nur::ADV,само,only
757,schon::ADV,вече,already
758,wieder::ADV,пак,again
759,wieder::ADV,отново,again
760,vergebens::ADV,напразно,in vain
761,vor::PRP,пред,in front of
762,hinter::PRP,зад,behind
763,unter::PRP,под,under
764,durch::PRP,през,through
765,neben::PRP,до,next to
766,neben::PRP,при,next to
767,zwischen::PRP,между,between
768,zwischen::PRP,помежду,between
769,wegen::PRP,заради,because of
770,dies::PRN,този,this
771,das::PRN,туй,that
772,das::PRN,това,that
773,alles::PRN,всичко,everything
774,ich::PRN,аз,I
775,du::PRN,ти,you
776,du::PRN,ти,thou
777,er::PRN,той,he
778,wir::PRN,ние,we
779,ihr::PRN,вие,you
780,sie::PRN,те,they
781,was::FPRN,що,what
782,was::FPRN,какво,what
783,wer::FPRN,кой,who
784,wo::FADV,къде,where
785,wohin::FADV,накъде,where ... to
786,wohin::FADV,накъде,where to
787,wohin::FADV,накъде,where
788,wohin::FADV,накъдето,where ... to
789,wohin::FADV,накъдето,where to
790,wohin::FADV,накъдето,where
791,wie::FADV,как,how
792,warum::FADV,защо,why
793,wieviel::FNUM,колко,how much
794,eins::NUM,един,one
795,zwei::NUM,два,two
796,drei::NUM,три,three
797,vier::NUM,четири,four
798,fünf::NUM,пет,five
799,sechs::NUM,шест,six
800,sieben::NUM,седем,seven
801,acht::NUM,осем,eight
802,neun::NUM,девет,nine
803,zehn::NUM,десет,ten
804,elf::NUM,единайсет,eleven
805,elf::NUM,единадесет,eleven
806,zwölf::NUM,дванайсет,twelve
807,zwölf::NUM,дванадесет,twelve
808,zwanzig::NUM,двайсет,twenty
809,zwanzig::NUM,двадесет,twenty
810,dreißig::NUM,тридесет,thirty
811,vierzig::NUM,четиридесет,forty
812,fünfzig::NUM,петдесет,fifty
813,sechzig::NUM,шестдесет,sixty
814,siebzig::NUM,седемдесет,seventy
815,achtzig::NUM,осемдесет,eighty
816,neunzig::NUM,деветдесет,ninety
817,hundert::NUM,сто,a hundred
818,tausend::NUM,хиляда,a thousand
819,und::CNJ,а,and
820,und::CNJ,та,and
821,oder::CNJ,или,or
822,stehen::V,стоя,stand
823,sitzen::V,седя,sit
824,liegen::V,лежа,lie
825,hängen::V,вися,hang
826,werden::V,бъда,become
827,werden::V,стана,become
828,passieren::V,случа се,happen
829,beginnen::V,започна,begin
830,enden::V,свърша,end
831,wechseln::V,променям,change
832,aufgehen[Sonne]::V,изгрея,rise
833,untergehen[Sonne]::V,заляза,set
834,scheinen[Sonne]::V,грея,shine
835,scheinen[Sonne]::V,светя,shine
836,donnern::V,гърмя,thunder
837,wehen::V,вея,blow
838,wehen::V,духам,blow
839,strömen::V,тека,stream
840,strömen::V,лея се,stream
841,fließen::V,тека,flow
842,sich drehen::V,въртя се,revolve
843,schwanken::V,клатя се,sway
844,schwingen::V,трептя,swing
845,fallen::V,падам,fall
846,brennen::V,горя,burn
847,rauchen::V,димя,smoke
848,regnen::V,вали дъжд,rain
849,gefrieren::V,замръзна,freeze
850,tauen::V,топя се,thaw
851,schmelzen::V,разтопя се,melt
852,trocknen::V,съхна,dry
853,sieden::V,вря,boil
854,sieden::V,кипя,boil
855,faulen::V,гния,rot
856,verfaulen::V,изгния,decay
857,reißen::V,напукам се,snap
858,versinken::V,потъна,sink
859,vergehen::V,минавам,pass
860,erscheinen::V,явя се,appear
861,verschwinden::V,изчезна,disappear
862,sinken::V,падна,drop
863,abnehmen::V,отслабна,decrease
864,zunehmen::V,нарасна,increase
865,steigen::V,увелича се,rise
866,steigen::V,покачвам се,rise
867,wachsen::V,раста,grow
868,glänzen::V,лъщя,shine
869,glänzen::V,блестя,shine
870,funkeln::V,искря,sparkle
871,lärmen::V,шумя,be noisy
872,läuten::V,звъня,chime
873,klingeln::V,звъня,ring
874,klirren::V,звънтя,tinkle
875,klirren::V,дрънкам,tinkle
876,brausen::V,буча,roar
877,rauschen::V,шумя,rustle
878,klingen::V,звуча,sound
879,bellen::V,лая,bark
880,heulen::V,вия,howl
881,heulen::V,рева,howl
882,blasen::V,духна,blow
883,pfeifen::V,свиря,whistle
884,schreien::V,крещя,shout
885,stöhnen::V,стена,groan
886,stöhnen::V,пъшкам,groan
887,zittern::V,треперя,tremble
888,leben::V,живея,be alive
889,geboren werden::V,родя се,be born
890,atmen::V,дишам,breathe
891,trinken::V,пия,drink
892,essen::V,ям,eat
893,schlucken::V,гълтам,swallow
894,müde werden::V,уморя се,get tired
895,einschlafen::V,заспя,fall asleep
896,schlafen::V,спя,sleep
897,aufwachen::V,събудя се,wake up
898,aufstehen::V,стана,get up
899,sich erholen::V,отдъхвам си,relax
900,krank werden::V,заболея,fall ill
