,Concept_ID,lt,cs
88,Wolke::N,debesis,oblak
89,Regen::N,lietus,déšť
90,Schnee::N,sniegas,sníh
91,Eis::N,ledas,led
92,Frost::N,šalna,mráz
93,Kälte::N,šaltis,chlad
94,Hitze::N,karštis,horko
95,Raureif::N,šerkšnas,jinovatka
96,Regenbogen::N,vaivorykštė,duha
97,Donner::N,perkūnas,hrom
98,Donner::N,griaustinis,hrom
99,Strömung::N,tėkmė,proudění
100,Tropfen::N,lašas,kapka
101,Schaum::N,putos,pěna
102,Schmutz::N,purvas,špína
103,See::N,ežeras,jezero
104,Sumpf::N,klampynė,močál
105,Sumpf::N,klampynė,bažina
106,Sumpf::N,liūnas,močál
107,Sumpf::N,liūnas,bažina
108,Moor::N,pelkė,bažina
109,Moor::N,pelkė,slatina
110,Wiese::N,pieva,louka
111,Wald::N,miškas,les
112,Hügel::N,kalva,kopec
113,Anhöhe::N,kauburys,pahorek
114,Berg::N,kalnas,hora
115,Gipfel::N,viršūnė,vrchol
116,Höhle::N,ola,jeskyně
117,Abhang::N,šlaitas,svah
118,Abhang::N,šlaitas,stráň
119,Abhang::N,nuokalnė,svah
120,Abhang::N,nuokalnė,stráň
121,Quelle::N,versmė,pramen
122,Quelle::N,šaltinis,pramen
123,Bach::N,upelis,potok
124,Fluss::N,upė,řeka
125,Ufer::N,krantas,břeh
126,Küste::N,pajūris,pobřeží
127,Festland::N,sausuma,souš
128,Festland::N,sausuma,pevnina
129,Meer::N,jūra,moře
130,Bucht::N,įlanka,záliv
131,Bucht::N,įlanka,zátoka
132,Bucht::N,užutekis,záliv
133,Bucht::N,užutekis,zátoka
134,Insel::N,sala,ostrov
135,Blume::N,gėlė,květina
136,Gras::N,žolė,tráva
137,Wurzel::N,šaknis,kořen
138,Baum::N,medis,strom
139,Stamm::N,kamienas,kmen
140,Rinde::N,žievė,kůra
141,Ast::N,šaka,větev
142,Zweig::N,šakelė,větev
143,Blatt::N,lapas,lupen
144,Birke::N,beržas,bříza
145,Kiefer[Baum]::N,pušis,sosna
146,Kiefer[Baum]::N,pušis,borovice
147,Weide[Baum]::N,karklas,vrba
148,Tanne::N,eglė,jedle
149,Tanne::N,kėnis,jedle
150,Horn::N,ragas,roh
151,Feder::N,plunksna,pero
152,Fell::N,kailis,srst
153,Flügel::N,sparnas,křídlo
154,Klaue::N,kanopa,dráp
155,Klaue::N,kanopa,pazneht
156,Kralle::N,nagas,dráp
157,Schwanz::N,uodega,ocas
158,Ei::N,kiaušinis,vejce
159,Nest::N,gūžta,hnízdo
160,Nest::N,lizdas,hnízdo
161,Bau::N,ola,nora
162,Tier::N,gyvūnas,zvíře
163,Herde::N,banda,stádo
164,Herde::N,kaimenė,stádo
165,Kuh::N,karvė,kráva
166,Bulle::N,bulius,býk
167,Pferd::N,arklys,kůň
168,Schaf::N,avis,ovce
169,Schwein::N,kiaulė,vepř
170,Schwein::N,kiaulė,prase
171,Hund::N,šuo,pes
172,Katze::N,katė,kočka
173,Bär::N,lokys,medvěd
174,Eichhörnchen::N,voveraitė,veverka
175,Elch::N,briedis,los
176,Fuchs::N,lapė,liška
177,Hase::N,kiškas,zajíc
178,Maus::N,pelė,myš
179,Wolf::N,vilkas,vlk
180,Vogel::N,paukštis,pták
181,Schwarm::N,spiečius,roj
182,Schwarm::N,spiečius,hejno
183,Huhn::N,višta,kuře
184,Huhn::N,višta,slepice
185,Hahn::N,gaidys,kohout
186,Gans::N,žąsis,husa
187,Adler::N,erelis,orel
188,Ente::N,antis,kachna
189,Eule::N,pelėda,sova
190,Kranich::N,gervė,jeřáb
191,Krähe::N,varna,vrána
192,Kuckuck::N,gegužė,kukačka
193,Schwan::N,gulbė,labuť
194,Fisch::N,žuvis,ryba
195,Barsch::N,ešerys,okoun
196,Hecht::N,lydeka,štika
197,Schlange[Tier]::N,gyvatė,had
198,Wurm::N,kirmėlė,červ
199,Spinne::N,voras,pavouk
200,Ameise::N,skruzdė,mravenec
201,Laus::N,utėlė,veš
202,Mücke::N,uodas,komár
203,Fliege::N,musė,moucha
204,Schmetterling::N,drugys,motýl
205,Schmetterling::N,peteliškė,motýl
206,Beere::N,uoga,bobule
207,Apfel::N,obuolys,jablko
208,Pilz::N,grybas,houba
209,Zwiebel::N,svogūnas,cibule
210,Saat::N,sėkla,osivo
211,Korn::N,grūdai,zrno
212,Heu::N,šienas,seno
213,Schale::N,žievelė,slupka
214,Schale::N,žievelė,skořápka
215,Grube::N,duobė,jáma
216,Falle::N,pinklės,past
217,Falle::N,pinklės,léčka
218,Falle::N,žabangai,past
219,Falle::N,žabangai,léčka
220,Schlinge::N,kilpa,smyčka
221,Spur::N,vėžė,stopa
222,Spur::N,pėdos,stopa
223,Spur::N,pėdsakas,stopa
224,Asche::N,pelenai,popel
225,Dreck::N,purvas,špína
226,Eisen::N,geležis,železo
227,Gold::N,auksas,zlato
228,Silber::N,sidabras,stříbro
229,Kohle::N,anglis,uhlí
230,Glas::N,stiklas,sklo
231,Lehm::N,molis,jíl
232,Lehm::N,molis,hlína
233,Sand::N,smėlis,písek
234,Mensch::N,žmogus,člověk
235,Mann::N,vyras,muž
236,Mann::N,vyriškis,muž
237,Frau::N,moteris,žena
238,Kind::N,vaikas,dítě
239,Junge::N,vaikinas,hoch
240,Junge::N,vaikinas,chlapec
241,Junge::N,berniukas,hoch
242,Junge::N,berniukas,chlapec
243,Mädchen::N,mergytė,děvče
244,Mädchen::N,mergaitė,děvče
245,Familie::N,šeima,rodina
246,Großvater::N,senelis,děd
247,Großvater::N,senelis,dědeček
248,Großmutter::N,senelė,babička
249,Eltern::N,tėvai,rodiče
250,Vater::N,tėvas,otec
251,Mutter::N,motina,matka
252,Sohn::N,sūnus,syn
253,Tochter::N,duktė,dcera
254,Bruder::N,brolis,bratr
255,Schwester::N,sesuo,sestra
256,Onkel::N,dėdė,strýc
257,Tante::N,teta,teta
258,Ehemann::N,vyras,choť
259,Ehemann::N,vyras,manžel
260,Ehefrau::N,žmona,choť
261,Ehefrau::N,žmona,manželka
262,Freude::N,džiaugsmas,radost
263,Gelächter::N,juokas,smích
264,Glück::N,laimė,štěstí
265,Kummer::N,vargas,žal
266,Kummer::N,vargas,trápení
267,Kummer::N,rūpestis,žal
268,Kummer::N,rūpestis,trápení
269,Wunsch::N,troškimas,přání
270,Wunsch::N,pageidavimas,přání
271,Lust::N,noras,chuť
272,Lust::N,geidulys,chuť
273,Geist::N,dvasia,duch
274,Gedanke::N,mintis,myšlenka
275,Gedächtnis::N,atmintis,paměť
276,Verstand::N,protas,rozum
277,Sinn::N,prasmė,smysl
278,Grund::N,priežastis,důvod
279,Wahrheit::N,tiesa,pravda
280,Wahrheit::N,teisybė,pravda
281,Gespräch::N,pokalbis,rozhovor
282,Märchen::N,pasaka,pohádka
283,Erzählung::N,apsakymas,povídka
284,Erzählung::N,pasakojimas,povídka
285,Nachricht::N,žinia,zpráva
286,Neuigkeit::N,naujiena,novina
287,Neuigkeit::N,naujiena,novinka
288,Name::N,vardas,jméno
289,Rätsel::N,mįslė,hádanka
290,Rede::N,kalba,řeč
291,Rede::N,kalba,proslov
292,Sprache::N,kalba,řeč
293,Sprache::N,kalba,jazyk
294,Stimme::N,balsas,hlas
295,Wort::N,žodis,slovo
296,Zeichen::N,žymė,znamení
297,Zeichen::N,ženklas,znamení
298,Ruf::N,šauksmas,zavolání
299,Lärm::N,triukšmas,hluk
300,Laut::N,garsas,zvuk
301,Ton::N,tonas,tón
302,Ton::N,garsas,tón
303,Lied::N,daina,píseň
304,Lied::N,giesmė,píseň
305,Ruhe::N,ramybė,klid
306,Ruhe::N,ramybė,pokoj
307,Ruhe::N,ramumas,klid
308,Ruhe::N,ramumas,pokoj
309,Leute::N,žmonės,lidé
310,Volk::N,tauta,národ
311,Arbeit::N,darbas,práce
312,Arbeit::N,triūsas,práce
313,Gast::N,svečias,host
314,Geschenk::N,dovana,dar
315,Spiel::N,žaismas,hra
316,Spiel::N,žaidimas,hra
317,Gesellschaft::N,draugija,společnost
318,Gesellschaft::N,kompanija,společnost
319,Hilfe::N,pagalba,pomoc
320,Freund::N,draugas,přítel
321,Freund::N,bičiulis,přítel
322,Kamerad::N,draugas,kamarád
323,Angelegenheit::N,dalykas,záležitost
324,Angelegenheit::N,reikalas,záležitost
325,Anzahl::N,kiekis,počet
326,Anzahl::N,skaičius,počet
327,Art::N,rūšis,druh
328,Stück::N,gabalas,kus
329,Stück::N,gabalas,kousek
330,Teil::N,dalis,díl
331,Teil::N,dalis,část
332,Hälfte::N,pusė,půl
333,Kreis::N,ratas,kruh
334,Kreis::N,apskritis,kruh
335,Kreis::N,apskritimas,kruh
336,Kreuz::N,kryžius,kříž
337,Linie::N,linija,linka
338,Strich::N,brėžis,čára
339,Strich::N,brėžis,čárka
340,Strich::N,brūkšnys,čára
341,Strich::N,brūkšnys,čárka
342,Abstand::N,atstumas,vzdálenost
343,Entfernung::N,atstumas,vzdálenost
344,Gegend::N,vietovė,krajina
345,Platz::N,vieta,prostor
346,Ort::N,vieta,místo
347,Ort::N,vietovė,místo
348,Seite::N,pusė,strana
349,Seite::N,šonas,strana
350,Mitte::N,vidurys,střed
351,Mitte::N,vidurys,prostředek
352,Gegenstand::N,dalykas,předmět
353,Sache::N,daiktas,věc
354,Rand::N,kraštas,kraj
355,Rand::N,kraštas,okraj
356,Rand::N,pakraštys,kraj
357,Rand::N,pakraštys,okraj
358,Kante::N,kraštas,hrana
359,Ecke::N,kertė,roh
360,Ecke::N,kampas,roh
361,Spitze::N,priekis,hrot
362,Spitze::N,priekis,špička
363,Spitze::N,priešakys,hrot
364,Spitze::N,priešakys,špička
365,Ende::N,galas,konec
366,Loch::N,skylė,díra
367,Winkel::N,kampas,kout
368,Winkel::N,kampelis,kout
369,Muster::N,raštas,vzor
370,Größe::N,dydis,velikost
371,Größe::N,didumas,velikost
372,Länge::N,ilgis,délka
373,Länge::N,ilgumas,délka
374,Höhe::N,aukštis,výška
375,Höhe::N,aukštuma,výška
376,Gewicht::N,svoris,váha
377,Gewicht::N,svarstis,váha
378,Menge::N,kiekis,množství
379,Menge::N,daugybė,množství
380,Haufen::N,krūva,kupa
381,Haufen::N,krūva,hromada
382,Haufen::N,šūsnis,kupa
383,Haufen::N,šūsnis,hromada
384,Reihe::N,greta,řada
385,Reihe::N,greta,řádek
386,Boot::N,valtis,člun
387,Boot::N,laivelis,člun
388,Ruder::N,irklas,veslo
389,Schlitten::N,rogės,sáně
390,Schlitten::N,rogutės,sáně
391,Ski::N,slidė,lyže
392,Lagerfeuer::N,laužas,táborák
393,Last::N,našta,náklad
394,Last::N,našta,břemeno
395,Last::N,nešulys,náklad
396,Last::N,nešulys,břemeno
397,Gang::N,eisena,chůze
398,Gang::N,eisena,chodba
399,Schritt::N,žingsnis,krok
400,Norden::N,šiaurė,sever
401,Norden::N,žiemiai,sever
402,Süden::N,pietūs,jih
403,Westen::N,vakarai,západ
404,Osten::N,rytai,východ
405,Holz::N,mediena,dřevo
406,Brett::N,lenta,prkno
407,Platte::N,plokštė,deska
408,Stütze::N,atrama,opěra
409,Stütze::N,atspara,opěra
410,Stange::N,lazda,tyč
411,Stange::N,lazda,tyčka
412,Stange::N,kartis,tyč
413,Stange::N,kartis,tyčka
414,Stock::N,lazda,hůlka
415,Stab::N,kartis,hůl
416,Rohr::N,vamzdis,trubka
417,Haus::N,namas,dům
418,Heim::N,namai,domov
419,Ofen::N,krosnis,kamna
420,Fußboden::N,grindys,podlaha
421,Tisch::N,stalas,stůl
422,Stuhl::N,kėdė,židle
423,Wiege::N,lopšys,kolébka
424,Bett::N,lova,postel
425,Bett::N,patalai,postel
426,Regal::N,lentyna,regál
427,Regal::N,lentyna,police
428,Kiste::N,dėžė,bedna
429,Fenster::N,langas,okno
430,Tür::N,durys,dveře
431,Tor::N,vartai,vrata
432,Zaun::N,tvora,plot
433,Dach::N,stogas,střecha
434,Leiter::N,kopėčios,žebřík
435,Besen::N,šluota,koště
436,Besen::N,šluota,smeták
437,Spaten::N,lopeta,rýč
438,Spaten::N,kastuvas,rýč
439,Schaufel::N,semtuvas,lopata
440,Gabel::N,šakutė,vidlička
441,Löffel::N,šaukštas,lžíce
442,Messer::N,peilis,nůž
443,Nagel::N,vinis,hřebík
444,Netz::N,tinklas,síť
445,Haken::N,vagis,hák
446,Haken::N,kablys,hák
447,Griff::N,kotas,držadlo
448,Griff::N,rankena,držadlo
449,Schloss::N,spyna,zámek
450,Schloss::N,užraktas,zámek
451,Bild::N,paveikslas,obraz
452,Figur::N,figūra,figura
453,Puppe::N,lėlė,panenka
454,Beutel::N,krepšys,pytlík
455,Beutel::N,maišelis,pytlík
456,Bündel::N,ryšulys,svazek
457,Tasche::N,krepšelis,taška
458,Tasche::N,krepšelis,brašna
459,Eimer::N,kibiras,kýbl
460,Eimer::N,kibiras,vědro
461,Deckel::N,dangtis,víko
462,Deckel::N,dangtis,příklop
463,Geschirr::N,indai,nádobí
464,Sack::N,maišas,pytel
465,Tasse::N,puodukas,šálek
466,Topf::N,puodas,hrnec
467,Kessel::N,katilas,kotel
468,Essen::N,valgis,jídlo
469,Nahrung::N,penas,strava
470,Nahrung::N,penas,potrava
471,Nahrung::N,maistas,strava
472,Nahrung::N,maistas,potrava
473,Speise::N,patiekalas,jídlo
474,Fleisch::N,mėsa,maso
475,Getreide::N,javai,obilí
476,Brei::N,košė,kaše
477,Brot::N,duona,chléb
478,Scheibe::N,riekė,krajíc
479,Fett::N,taukai,tuk
480,Fett::N,taukai,omastek
481,Fett::N,riebalai,tuk
482,Fett::N,riebalai,omastek
483,Butter::N,sviestas,máslo
484,Öl::N,aliejus,olej
485,Salz::N,druska,sůl
486,Suppe::N,sriuba,polévka
487,Honig::N,medus,med
488,Milch::N,pienas,mléko
489,Tee::N,arbata,čaj
490,Leder::N,oda,kůže
491,Wolle::N,vilna,vlna
492,Stoff::N,audeklas,látka
493,Nadel::N,adata,jehla
494,Faden::N,gija,nit
495,Faden::N,siūlas,nit
496,Knopf::N,saga,knoflík
497,Knoten::N,mazgas,uzel
498,Farbe::N,dažai,barva
499,Kleidung::N,rūbai,šaty
500,Kleidung::N,rūbai,šatstvo
501,Kleidung::N,drabužiai,šaty
502,Kleidung::N,drabužiai,šatstvo
503,Hemd::N,marškiniai,košile
504,Kragen::N,apykaklė,límec
505,Ärmel::N,rankovė,rukáv
506,Hose::N,kelnės,kalhoty
507,Gürtel::N,juosta,pás
508,Gürtel::N,juosta,opasek
509,Gürtel::N,diržas,pás
510,Gürtel::N,diržas,opasek
511,Mütze::N,kepurė,čepice
512,Schuh::N,batas,bota
513,Stiefel::N,auliniai batai,holínka
514,Ring::N,žiedas,prsten
515,Band::N,kaspinas,pásek
516,Kamm::N,šukos,hřeben
517,Spiegel::N,veidrodis,zrcadlo
518,Riemen::N,diržas,řemen
519,Schnur::N,virvė,šňůra
520,Leine::N,pavadėlis,vodítko
521,Decke::N,antklodė,pokrývka
522,Decke::N,antklodė,přikrývka
523,Kissen::N,pagalvė,polštář
524,Kissen::N,priegalvis,polštář
525,Tuch::N,skarelė,šátek
526,Handtuch::N,rankšluostis,ručník
527,Kraft::N,jėga,síla
528,Stärke::N,stiprumas,síla
529,Gesundheit::N,sveikata,zdraví
530,Krankheit::N,liga,nemoc
531,Krankheit::N,liga,choroba
532,Schmerz::N,skausmas,bolest
533,Wunde::N,žaizda,rána
534,Fieber::N,karštis,horečka
535,Arznei::N,vaistas,lék
536,Brücke::N,tiltas,most
537,Brunnen::N,šulinys,studna
538,Weide::N,ganykla,pastva
539,Weide::N,ganykla,pastvina
540,Weide::N,gluosnis,pastva
541,Weide::N,gluosnis,pastvina
542,Pfad::N,takas,pěšina
543,Weg::N,kelias,cesta
544,Straße::N,gatvė,silnice
545,Dorf::N,kaimas,vesnice
546,Dorf::N,sodžius,vesnice
547,Stadt::N,miestas,město
548,Brief::N,laiškas,dopis
549,Buch::N,knyga,kniha
550,Buchstabe::N,raidė,písmeno
551,Zeitung::N,laikraštis,noviny
552,Leben::N,gyvybė,život
553,Leben::N,gyvenimas,život
554,Tod::N,mirtis,smrt
555,Grab::N,kapas,hrob
556,Kirche::N,bažnyčia,kostel
557,Sünde::N,nuodėmė,hřích
558,Sünde::N,nusidėjimas,hřích
559,Gott::N,dievas,bůh
560,Arbeiter::N,darbininkas,dělník
561,Arbeiter::N,darbininkas,pracovník
562,Chef::N,šefas,šéf
563,Chef::N,šefas,vedoucí
564,Chef::N,vadovas,šéf
565,Chef::N,vadovas,vedoucí
566,Chef::N,viršininkas,šéf
567,Chef::N,viršininkas,vedoucí
568,Meister::N,meistras,mistr
569,Arzt::N,gydytojas,lékař
570,Lehrer::N,mokytojas,učitel
571,Geld::N,pinigai,peníze
572,Geschäft::N,biznis,obchod
573,Laden::N,krautuvė,krám
574,Laden::N,parduotuvė,krám
575,Preis::N,kaina,cena
576,Ware::N,prekė,zboží
577,Nutzen::N,nauda,užitek
578,Nutzen::N,pelnas,užitek
579,Reichtum::N,turtas,bohatství
580,Welt::N,pasaulis,svět
581,Land::N,žemė,země
582,Land::N,šalis,země
583,Staat::N,valstija,stát
584,König::N,karalius,král
585,Macht::N,galia,moc
586,Macht::N,galia,mocnost
587,Macht::N,valdžia,moc
588,Macht::N,valdžia,mocnost
589,Grenze::N,riba,hranice
590,Grenze::N,siena,hranice
591,Krieg::N,karas,válka
592,Feind::N,priešas,nepřítel
593,Gewalt::N,jėga,násilí
594,Gewalt::N,smurtas,násilí
595,Gewalt::N,prievarta,násilí
596,Kampf::N,kova,boj
597,Bogen[Waffe]::N,lankas,luk
598,Pfeil::N,strėlė,šíp
599,Gewehr::N,šautuvas,puška
600,Gewehr::N,šautuvas,ručnice
601,Fehler::N,klaida,chyba
602,Lüge::N,melas,lež
603,Schaden::N,nuostolis,škoda
604,Schaden::N,apgadinimas,škoda
605,Unglück::N,nelaimė,neštěstí
606,Schuld::N,kaltė,vina
607,Alter::N,amžius,věk
608,Schluss::N,pabaiga,konec
609,Zeit::N,laikas,čas
610,Tag::N,diena,den
611,Morgen::N,rytas,ráno
612,Morgen::N,rytas,jitro
613,Mittag::N,vidurdienis,poledne
614,Abend::N,vakaras,večer
615,Nacht::N,naktis,noc
616,Woche::N,savaitė,týden
617,Monat::N,mėnuo,měsíc
618,Jahr::N,metai,rok
619,Frühling::N,pavasaris,jaro
620,Sommer::N,vasara,léto
621,Herbst::N,ruduo,podzim
622,Winter::N,žiema,zima
623,Januar::N,sausis,leden
624,Februar::N,vasaris,únor
625,März::N,kovas,březen
626,April::N,balandis,duben
627,Mai::N,gegužė,květen
628,Juni::N,birželis,červen
629,Juli::N,liepa,červenec
630,August::N,rugpjūtis,srpen
631,September::N,rugsėjis,září
632,Oktober::N,spalis,říjen
633,November::N,lapkritis,listopad
634,Dezember::N,gruodis,prosinec
635,Montag::N,pirmadienis,pondělí
636,Montag::N,pirmadienis,pondělek
637,Dienstag::N,antradienis,úterý
638,Mittwoch::N,trečiadienis,středa
639,Donnerstag::N,ketvirtadienis,čtvrtek
640,Freitag::N,penktadienis,pátek
641,Samstag::N,šeštadienis,sobota
642,Sonntag::N,sekmadienis,neděle
643,groß::A,didis,velký
644,groß::A,didelis,velký
645,klein::A,mažas,malý
646,lang::A,ilgas,dlouhý
647,kurz::A,trumpas,krátký
648,breit::A,platus,široký
649,schmal::A,smulkus,úzký
650,dicht::A,tankus,hustý
651,dick[Gegenstand]::A,storas,tlustý
652,dünn::A,plonas,tenký
653,fein::A,smulkus,jemný
654,fest::A,kietas,pevný
655,fest::A,tvirtas,pevný
656,flach::A,lėkštas,plochý
657,flach::A,lėkštas,placatý
658,flach::A,plokščias,plochý
659,flach::A,plokščias,placatý
660,glatt::A,slidus,hladký
661,hart::A,kietas,tvrdý
662,weich::A,minkštas,měkký
663,rund::A,apvalus,kulatý
664,rund::A,apvalus,okrouhlý
665,rund::A,apskritas,kulatý
666,rund::A,apskritas,okrouhlý
667,spitz::A,aštrus,špičatý
668,spitz::A,smailus,špičatý
669,scharf::A,aštrus,ostrý
670,stumpf::A,bukas,tupý
671,stumpf::A,atšipęs,tupý
672,schwer::A,sunkus,těžký
673,schön::A,gražus,pěkný
674,schön::A,gražus,krásný
675,heiß::A,karštas,horký
676,warm::A,šiltas,teplý
677,kalt::A,šaltas,studený
678,kühl::A,vėsus,chladný
679,kühl::A,bejausmis,chladný
680,frisch::A,šviežias,svěží
681,feucht::A,drėgnas,vlhký
682,nass::A,šlapias,mokrý
683,trocken::A,sausas,suchý
684,voll::A,pilnas,plný
685,leer::A,tuščias,prázdný
686,offen::A,atviras,otevřený
687,geschlossen::A,uždaras,zavřený
688,geschlossen::A,uždarytas,zavřený
689,sauber::A,švarus,čistý
690,schmutzig::A,nešvarus,špinavý
691,schmutzig::A,purvinas,špinavý
692,roh::A,žalias,syrový
693,reif::A,prinokęs,zralý
694,reif::A,pribrendęs,zralý
695,lecker::A,gardus,chutný
696,süß::A,saldus,sladký
697,bitter::A,kartus,hořký
698,sauer::A,gižus,kyselý
699,sauer::A,rūgštus,kyselý
700,hell::A,šviesus,světlý
701,hell::A,skaistus,světlý
702,dunkel::A,tamsus,temný
703,schwarz::A,juodas,černý
704,weiß::A,baltas,bílý
705,rot::A,raudonas,rudý
706,rot::A,raudonas,červený
707,gelb::A,geltonas,žlutý
708,blau::A,mėlynas,modrý
709,grün::A,žalias,zelený
710,grau::A,pilkas,šedý
711,grau::A,pilkas,šedivý
712,bunt::A,margas,pestrý
713,bunt::A,spalvotas,pestrý
714,billig::A,pigus,levný
715,billig::A,pigus,laciný
716,teuer::A,brangus,drahý
717,wertvoll::A,vertingas,cenný
718,blind::A,aklas,slepý
719,taub::A,kurčias,hluchý
720,kräftig::A,stiprus,silný
721,stark::A,stiprus,silný
722,schwach::A,silpnas,slabý
723,fett::A,riebus,tučný
724,fett::A,riebus,tlustý
725,schlank::A,laibas,štíhlý
726,schlank::A,lieknas,štíhlý
727,hübsch::A,gražus,hezký
728,böse::A,blogas,zlý
729,dumm::A,paikas,hloupý
730,dumm::A,kvailas,hloupý
731,faul::A,tingus,líný
732,fleißig::A,stropus,pilný
733,fleißig::A,kruopštus,pilný
734,geizig::A,šykštus,lakomý
735,klug::A,sumanus,chytrý
736,klug::A,protingas,chytrý
737,geschickt::A,apsukrus,šikovný
738,lieb::A,mielas,milý
739,lustig::A,smagus,veselý
740,lustig::A,linksmas,veselý
741,sanft::A,švelnus,mírný
742,sanft::A,minkštas,mírný
743,hungrig::A,alkanas,hladový
744,krank::A,ligotas,nemocný
745,krank::A,sergantis,nemocný
746,nackt::A,nuogas,nahý
747,traurig::A,liūdnas,smutný
748,traurig::A,liūdnas,truchlivý
749,lebendig::A,gyvas,živý
750,gut::A,geras,dobrý
751,schlecht::A,blogas,špatný
752,schlecht::A,prastas,špatný
753,richtig::A,tikras,pravý
754,richtig::A,tikras,správný
755,richtig::A,teisingas,pravý
756,richtig::A,teisingas,správný
757,schlimm::A,blogas,zlý
758,schlimm::A,prastas,zlý
759,wahr::A,tikras,pravdivý
760,alt::A,senas,starý
761,neu::A,naujas,nový
762,ehemalig::A,buvęs,bývalý
763,alt[Lebewesen]::A,pagyvenęs,starý
764,jung::A,jaunas,mladý
765,arm::A,neturtingas,chudý
766,reich::A,turtingas,bohatý
767,bekannt::A,žinomas,známý
768,bekannt::A,pažįstamas,známý
769,berühmt::A,žymus,slavný
770,berühmt::A,garsus,slavný
771,fremd::A,svetimas,cizí
772,verschieden::A,įvairus,různý
773,verschieden::A,įvairus,rozličný
774,nah::A,artimas,blízký
775,fern::A,tolimas,daleký
776,linker::A,kairys,levý
777,rechter::A,dešinys,pravý
778,anderer::A,kitas,jiný
779,erster::A,pirmas,první
780,zweiter::A,antras,druhý
781,dritter::A,trečias,třetí
782,letzter::A,paskutinis,poslední
783,allein::ADV,vienas,sám
784,auf einmal::ADV,iš karto,najednou
785,zusammen::ADV,kartu,spolu
786,zusammen::ADV,kartu,dohromady
787,zusammen::ADV,drauge,spolu
788,zusammen::ADV,drauge,dohromady
789,lange::ADV,ilgai,dlouho
790,plötzlich::ADV,staiga,vtom
791,plötzlich::ADV,staiga,náhle
792,sofort::ADV,tuojau,hned
793,sofort::ADV,tuojau,ihned
794,später::ADV,vėliau,později
795,später::ADV,paskiau,později
796,jetzt::ADV,dabãr,teď
797,jetzt::ADV,dabãr,nyní
798,heute::ADV,šiandien,dnes
799,heute::ADV,šiandien,dneska
800,morgen::ADV,rytoj,zítra
801,bald::ADV,greitai,brzo
802,bald::ADV,netrukus,brzo
803,dann::ADV,po to,pak
804,dann::ADV,po to,potom
805,gestern::ADV,vakar,včera
