,Concept_ID,pt,ga
67,Geruch::N,odor,boladh
68,Geruch::N,cheiro,boladh
69,Schlaf::N,sono,suan
70,Schlaf::N,sono,codladh
71,Traum::N,sonho,taibhreamh
72,Himmel::N,céu,spéir
73,Sonne::N,sol,grian
74,Mond::N,lua,ré
75,Mond::N,lua,gealach
76,Stern::N,estrela,rinn
77,Stern::N,estrela,réalta
78,Luft::N,ar,aer
79,Wind::N,vento,gaoth
80,Welle::N,onda,tonn
81,Wasser::N,água,uisce
82,Stein::N,pedra,cloch
83,Boden::N,solo,talamh
84,Erde::N,terra,cré
85,Erde::N,terra,ithir
86,Staub::N,pó,dusta
87,Staub::N,pó,deannach
88,Rauch::N,fumo,toit
89,Rauch::N,fumo,deatach
90,Funke::N,faísca,drithle
91,Funke::N,centelha,drithle
92,Feuer::N,fogo,tine
93,Licht::N,luz,solas
94,Schatten::N,sombra,scáth
95,Wetter::N,tempo,aimsir
96,Nebel::N,nevoeiro,ceo
97,Wolke::N,nuvem,néal
98,Wolke::N,nuvem,scamall
99,Regen::N,chuva,báisteach
100,Regen::N,chuva,fearthainn
101,Schnee::N,neve,sneachta
102,Eis::N,gelo,oighear
103,Frost::N,gelo,sioc
104,Frost::N,geada,sioc
105,Kälte::N,frio,fuacht
106,Hitze::N,ardor,teas
107,Hitze::N,ardor,teocht
108,Raureif::N,geada,sioc bán
109,Regenbogen::N,arco-iris,stua ceatha
110,Regenbogen::N,arco-iris,bogha báistí
111,Donner::N,trovão,toirneach
112,Strömung::N,corrente,sruth
113,Tropfen::N,gota,deoir
114,Schaum::N,espuma,cúr
115,Schmutz::N,sujidade,salachar
116,Schmutz::N,imundície,salachar
117,See::N,lago,loch
118,Sumpf::N,charco,portach
119,Sumpf::N,pântano,portach
120,Moor::N,pântano,caorán
121,Moor::N,pântano,móinteán
122,Wiese::N,prado,cluain
123,Wiese::N,prado,móinéar
124,Wald::N,bosque,coill
125,Wald::N,bosque,foraois
126,Wald::N,floresta,coill
127,Wald::N,floresta,foraois
128,Hügel::N,colina,ard
129,Anhöhe::N,alto,ard
130,Anhöhe::N,alto,ardán
131,Anhöhe::N,outeiro,ard
132,Anhöhe::N,outeiro,ardán
133,Berg::N,monte,sliabh
134,Berg::N,montanha,sliabh
135,Gipfel::N,pico,barr
136,Gipfel::N,pico,mullach
137,Höhle::N,caverna,uaimh
138,Höhle::N,caverna,pluais
139,Abhang::N,encosta,fána
140,Quelle::N,fonte,foinse
141,Bach::N,regato,sruthán
142,Bach::N,ribeiro,sruthán
143,Fluss::N,rio,abhainn
144,Ufer::N,beira,bruach
145,Küste::N,costa,cósta
146,Küste::N,costa,cladach
147,Festland::N,terra firme,míntír
148,Meer::N,mar,muir
149,Meer::N,mar,farraige
150,Bucht::N,baía,bá
151,Bucht::N,baía,cuan
152,Insel::N,ilha,inis
153,Insel::N,ilha,oileán
154,Blume::N,flor,bláth
155,Gras::N,erva,féar
156,Wurzel::N,raiz,rúta
157,Wurzel::N,raiz,fréamh
158,Baum::N,árvore,crann
159,Stamm::N,tronco,stoc
160,Stamm::N,tronco,tamhan
161,Rinde::N,casca,coirt
162,Rinde::N,casca,craiceann
163,Ast::N,ramo,géag
164,Zweig::N,galho,géag
165,Zweig::N,galho,craobh
166,Blatt::N,folha,duille
167,Blatt::N,folha,duilleog
168,Birke::N,bétula,beith
169,Birke::N,bétula,crann beithe
170,Kiefer[Baum]::N,pinheiro,péine
171,Weide[Baum]::N,salgueiro,saileach
172,Tanne::N,abeto,giúis
173,Horn::N,corno,adharc
174,Horn::N,chifre,adharc
175,Feder::N,pena,cleite
176,Fell::N,pele,clúmh
177,Flügel::N,asa,eite
178,Flügel::N,asa,sciathán
179,Klaue::N,pata,crúb
180,Klaue::N,pata,crobh
181,Kralle::N,unha,crobh
182,Kralle::N,garra,crobh
183,Schwanz::N,rabo,eireaball
184,Schwanz::N,cauda,eireaball
185,Ei::N,ovo,ubh
186,Nest::N,ninho,nead
187,Bau::N,toca,brocais
188,Bau::N,covil,brocais
189,Tier::N,animal,ainmhí
190,Tier::N,animal,beithíoch
191,Herde::N,rebanho,tréad
192,Kuh::N,vaca,bó
193,Bulle::N,touro,tarbh
194,Pferd::N,cavalo,each
195,Pferd::N,cavalo,capall
196,Schaf::N,ovelha,caora
197,Schwein::N,porco,muc
198,Hund::N,cão,madra
199,Katze::N,gata,cat
200,Bär::N,urso,béar
201,Eichhörnchen::N,esquilo,iora
202,Elch::N,alce,eilc
203,Fuchs::N,raposa,sionnach
204,Fuchs::N,raposa,madra rua
205,Hase::N,lebre,giorria
206,Maus::N,rato,luch
207,Wolf::N,lobo,mac tíre
208,Vogel::N,ave,éan
209,Vogel::N,pássaro,éan
210,Schwarm::N,bando,saithe
211,Schwarm::N,enxame,saithe
212,Huhn::N,galinha,cearc
213,Hahn::N,galo,coileach
214,Gans::N,ganso,gé
215,Adler::N,águia,iolar
216,Ente::N,pata,lacha
217,Eule::N,mocho,ulchabhán
218,Eule::N,coruja,ulchabhán
219,Kranich::N,grou,grús
220,Krähe::N,gralha,caróg
221,Krähe::N,gralha,préachán
222,Kuckuck::N,cuco,cuach
223,Schwan::N,cisne,eala
224,Fisch::N,peixe,iasc
225,Barsch::N,perca,péirse
226,Hecht::N,lúcio,liús
227,Schlange[Tier]::N,serpente,nathair
228,Wurm::N,verme,péist
229,Spinne::N,aranha,damhán alla
230,Ameise::N,formiga,seangán
231,Laus::N,piolho,míol
232,Mücke::N,mosquito,muiscít
233,Mücke::N,mosquito,corrmhíol
234,Fliege::N,mosca,cuil
235,Fliege::N,mosca,cuileog
236,Schmetterling::N,borboleta,féileacán
237,Beere::N,bago,caor
238,Apfel::N,maçã,úll
239,Pilz::N,fungo,beacán
240,Pilz::N,fungo,muisiriún
241,Pilz::N,cogumelo,beacán
242,Pilz::N,cogumelo,muisiriún
243,Zwiebel::N,cebola,oinniún
244,Saat::N,sementeira,síol
245,Korn::N,grão,gráinne
246,Heu::N,feno,féar
247,Schale::N,casca,scaimh
248,Grube::N,cova,poll
249,Grube::N,fossa,poll
250,Falle::N,armadilha,gaiste
251,Schlinge::N,laço,sealán
252,Spur::N,pista,rian
253,Spur::N,vestígio,rian
254,Asche::N,cinza,luaith
255,Dreck::N,sujidade,salachar
256,Eisen::N,ferro,iarann
257,Gold::N,ouro,ór
258,Silber::N,prata,airgead
259,Kohle::N,carvão,gual
260,Glas::N,vidro,gloine
261,Lehm::N,barro,cré
262,Lehm::N,argila,cré
263,Sand::N,areia,gaineamh
264,Mensch::N,homem,duine
265,Mensch::N,pessoa,duine
266,Mann::N,homem,fear
267,Frau::N,mulher,bean
268,Kind::N,filho,gasúr
269,Kind::N,filho,páiste
270,Kind::N,criança,gasúr
271,Kind::N,criança,páiste
272,Junge::N,rapaz,buachaill
273,Junge::N,menino,buachaill
274,Mädchen::N,menina,cailín
275,Mädchen::N,rapariga,cailín
276,Familie::N,família,teaghlach
277,Familie::N,família,comhluadar
278,Großvater::N,avô,seanathair
279,Großmutter::N,avó,seanmháthair
280,Eltern::N,pais,tuismitheoirí
281,Vater::N,pai,athair
282,Mutter::N,mãe,máthair
283,Sohn::N,filho,mac
284,Tochter::N,filha,iníon
285,Bruder::N,irmão,deartháir
286,Schwester::N,irmã,deirfiúr
287,Onkel::N,tio,uncail
288,Tante::N,tia,aintín
289,Ehemann::N,esposo,fear céile
290,Ehefrau::N,esposa,bean chéile
291,Freude::N,prazer,áthas
292,Freude::N,alegria,áthas
293,Gelächter::N,risada,gáire
294,Gelächter::N,gargalhada,gáire
295,Glück::N,felicidade,séan
296,Glück::N,felicidade,sonas
297,Kummer::N,aflição,brón
298,Kummer::N,aflição,buairt
299,Kummer::N,desgosto,brón
300,Kummer::N,desgosto,buairt
301,Wunsch::N,desejo,guí
302,Wunsch::N,desejo,achainí
303,Lust::N,vontade,fonn
304,Geist::N,mente,meon
305,Geist::N,mente,spiorad
306,Geist::N,espírito,meon
307,Geist::N,espírito,spiorad
308,Gedanke::N,ideia,smaoineamh
309,Gedanke::N,pensamento,smaoineamh
310,Gedächtnis::N,memória,cuimhne
311,Verstand::N,razão,ciall
312,Verstand::N,razão,intinn
313,Verstand::N,inteligência,ciall
314,Verstand::N,inteligência,intinn
315,Sinn::N,sentido,brí
316,Sinn::N,sentido,ciall
317,Sinn::N,significado,brí
318,Sinn::N,significado,ciall
319,Grund::N,causa,fáth
320,Grund::N,motivo,fáth
321,Wahrheit::N,verdade,fírinne
322,Gespräch::N,conversa,comhrá
323,Gespräch::N,conversação,comhrá
324,Märchen::N,conto,scéal
325,Erzählung::N,conto,scéal
326,Erzählung::N,narrativa,scéal
327,Nachricht::N,mensagem,teachtaireacht
328,Neuigkeit::N,notícia,scéala
329,Neuigkeit::N,novidade,scéala
330,Name::N,nome,ainm
331,Rätsel::N,adivinha,tomhas
332,Rede::N,oração,óráid
333,Rede::N,oração,aitheasc
334,Rede::N,discurso,óráid
335,Rede::N,discurso,aitheasc
336,Sprache::N,língua,teanga
337,Stimme::N,voz,guth
338,Wort::N,palavra,focal
339,Zeichen::N,marca,comhartha
340,Ruf::N,grito,glaoch
341,Ruf::N,chamada,glaoch
342,Lärm::N,ruído,torann
343,Lärm::N,barulho,torann
344,Laut::N,som,fuaim
345,Ton::N,tom,ton
346,Lied::N,canção,amhrán
347,Ruhe::N,calma,suaimhneas
348,Ruhe::N,silêncio,suaimhneas
349,Leute::N,gente,muintir
350,Leute::N,pessoas,muintir
351,Volk::N,povo,pobal
352,Volk::N,nação,pobal
353,Arbeit::N,trabalho,obair
354,Gast::N,hóspede,aoi
355,Gast::N,convidado,aoi
356,Geschenk::N,prenda,féirín
357,Geschenk::N,prenda,bronntanas
358,Geschenk::N,presente,féirín
359,Geschenk::N,presente,bronntanas
360,Spiel::N,jogo,cluiche
361,Gesellschaft::N,companhia,comhluadar
362,Hilfe::N,ajuda,cúnamh
363,Hilfe::N,ajuda,cabhair
364,Hilfe::N,socorro,cúnamh
365,Hilfe::N,socorro,cabhair
366,Freund::N,amigo,cara
367,Kamerad::N,camarada,comrádaí
368,Angelegenheit::N,assunto,ábhar
369,Anzahl::N,número,líon
370,Anzahl::N,quantidade,líon
371,Art::N,tipo,sórt
372,Art::N,tipo,saghas
373,Art::N,espécie,sórt
374,Art::N,espécie,saghas
375,Stück::N,pedaço,píosa
376,Teil::N,peça,cuid
377,Teil::N,peça,páirt
378,Teil::N,parte,cuid
379,Teil::N,parte,páirt
380,Hälfte::N,metade,leath
381,Kreis::N,círculo,ciorcal
382,Kreuz::N,cruz,cros
383,Linie::N,linha,líne
384,Strich::N,traço,stríoc
385,Abstand::N,distância,achar
386,Entfernung::N,distância,fad
387,Gegend::N,área,ceantar
388,Gegend::N,região,ceantar
389,Platz::N,lugar,áit
390,Platz::N,lugar,spás
391,Ort::N,sítio,áit
392,Seite::N,lado,taobh
393,Mitte::N,meio,lár
394,Gegenstand::N,objecto,ball
395,Gegenstand::N,objecto,ábhar
396,Sache::N,coisa,ní
397,Sache::N,coisa,rud
398,Rand::N,bordo,imeall
399,Rand::N,bordo,ciumhais
400,Rand::N,margem,imeall
401,Rand::N,margem,ciumhais
402,Kante::N,borda,corr
403,Kante::N,borda,colbha
404,Kante::N,aresta,corr
405,Kante::N,aresta,colbha
406,Ecke::N,esquina,coirnéal
407,Spitze::N,ponta,gob
408,Spitze::N,ponta,barr
409,Ende::N,cabo,ceann
410,Ende::N,cabo,foirceann
411,Ende::N,extremo,ceann
412,Ende::N,extremo,foirceann
413,Loch::N,furo,poll
414,Loch::N,buraco,poll
415,Winkel::N,canto,cúinne
416,Winkel::N,canto,uillinn
417,Winkel::N,ângulo,cúinne
418,Winkel::N,ângulo,uillinn
419,Muster::N,padrão,patrún
420,Muster::N,desenho,patrún
421,Größe::N,tamanho,méid
422,Größe::N,tamanho,toise
423,Länge::N,comprimento,fad
424,Höhe::N,altura,airde
425,Höhe::N,altitude,airde
426,Gewicht::N,peso,meáchan
427,Menge::N,quantidade,méid
428,Haufen::N,pilha,cnap
429,Reihe::N,fila,líne
430,Reihe::N,fila,sraith
431,Boot::N,barco,bád
432,Ruder::N,remo,rámh
433,Ruder::N,remo,maide rámha
434,Schlitten::N,trenó,carr sleamhnáin
435,Ski::N,esqui,scí
436,Lagerfeuer::N,fogueira,tine champa
437,Last::N,carga,ualach
438,Gang::N,curso,siúlóid
439,Gang::N,caminhada,siúlóid
440,Schritt::N,passo,céim
441,Schritt::N,passo,coiscéim
442,Norden::N,norte,tuaisceart
443,Süden::N,sul,deisceart
444,Westen::N,oeste,iarthar
445,Westen::N,ocidente,iarthar
446,Osten::N,este,oirthear
447,Osten::N,leste,oirthear
448,Osten::N,oriente,oirthear
449,Holz::N,madeira,adhmad
450,Brett::N,tábua,clár
451,Brett::N,prancha,clár
452,Platte::N,laje,leac
453,Platte::N,chapa,leac
454,Stütze::N,apoio,taca
455,Stütze::N,suporte,taca
456,Stange::N,vara,polla
457,Stange::N,vara,cuaille
458,Stange::N,barra,polla
459,Stange::N,barra,cuaille
460,Stock::N,pau,bata
461,Stock::N,pau,maide
462,Stock::N,bengala,bata
463,Stock::N,bengala,maide
464,Stab::N,bastão,maide
465,Stab::N,bastão,bachall
466,Rohr::N,cano,píopa
467,Haus::N,casa,teach
468,Heim::N,lar,baile
469,Heim::N,casa,baile
470,Ofen::N,estufa,sornóg
471,Ofen::N,aquecedor,sornóg
472,Fußboden::N,piso,urlár
473,Tisch::N,mesa,bord
474,Tisch::N,mesa,tábla
475,Stuhl::N,cadeira,cathaoir
476,Wiege::N,berço,cliabhán
477,Bett::N,cama,leaba
478,Regal::N,estante,seilf
479,Regal::N,prateleira,seilf
480,Kiste::N,caixa,bosca
481,Fenster::N,janela,fuinneoig
482,Tür::N,porta,doras
483,Tor::N,portão,geata
484,Zaun::N,cerca,fál
485,Zaun::N,cerca,claí
486,Zaun::N,vedação,fál
487,Zaun::N,vedação,claí
488,Dach::N,telhado,díon
489,Leiter::N,escada,dréimire
490,Leiter::N,escada móvel,dréimire
491,Besen::N,vassoura,scuab
492,Spaten::N,pá,spád
493,Spaten::N,pá,rámhainn
494,Schaufel::N,pá,sluasaid
495,Gabel::N,garfo,forc
496,Gabel::N,garfo,gabhlóg
497,Löffel::N,colher,spúnóg
498,Messer::N,faca,scian
499,Nagel::N,cravo,tairne
500,Netz::N,rede,líon
501,Netz::N,rede,eangach
502,Haken::N,gancho,croch
503,Griff::N,asa,cos
504,Griff::N,asa,hanla
505,Griff::N,cabo,cos
506,Griff::N,cabo,hanla
507,Schloss::N,fechadura,glas
508,Bild::N,imagem,pictiúr
509,Figur::N,figura,fíor
510,Puppe::N,boneca,bábóg
511,Beutel::N,saco,mála
512,Beutel::N,saco,mealbhóg
513,Beutel::N,bolsa,mála
514,Beutel::N,bolsa,mealbhóg
515,Bündel::N,fardo,beart
516,Tasche::N,saco,mála
517,Tasche::N,bolso,mála
518,Eimer::N,balde,buicéad
519,Deckel::N,tampa,clár
520,Deckel::N,tampa,claibín
521,Geschirr::N,louça,soithí
522,Geschirr::N,louça,gréithe
523,Sack::N,saca,sac
524,Sack::N,saca,mála
525,Tasse::N,chávena,cupán
526,Topf::N,tacho,pota
527,Topf::N,panela,pota
528,Kessel::N,caldeira,citeal
529,Essen::N,refeição,béile
530,Nahrung::N,comida,bia
531,Nahrung::N,alimento,bia
532,Speise::N,prato,mias
533,Fleisch::N,carne,feoil
534,Getreide::N,cereais,grán
535,Getreide::N,cereais,arbhar
536,Brei::N,puré,brúitín
537,Brot::N,pão,arán
538,Scheibe::N,fatia,píosa
539,Scheibe::N,fatia,slisne
540,Fett::N,banha,saill
541,Fett::N,banha,méathras
542,Fett::N,gordura,saill
543,Fett::N,gordura,méathras
544,Butter::N,manteiga,im
545,Öl::N,azeite,ola
546,Salz::N,sal,salann
547,Suppe::N,sopa,sú
548,Suppe::N,sopa,anraith
549,Suppe::N,caldo,sú
550,Suppe::N,caldo,anraith
551,Honig::N,mel,mil
552,Milch::N,leite,bainne
553,Tee::N,chá,tae
554,Leder::N,couro,leathar
555,Wolle::N,lã,olann
556,Stoff::N,pano,éadach
557,Stoff::N,tecido,éadach
558,Nadel::N,agulha,snáthaid
559,Faden::N,fio,snáth
560,Knopf::N,botão,cnaipe
561,Knoten::N,nó,snaidhm
562,Farbe::N,corante,péint
563,Kleidung::N,roupa,éadaí
564,Kleidung::N,vestuário,éadaí
565,Hemd::N,camisa,léine
566,Kragen::N,gola,bóna
567,Ärmel::N,manga,muinchille
568,Hose::N,calça,bríste
569,Hose::N,calça,treabhsar
570,Gürtel::N,cinto,crios
571,Mütze::N,boné,caipín
572,Mütze::N,barrete,caipín
573,Schuh::N,sapato,bróg
574,Stiefel::N,bota,buatais
575,Ring::N,anel,fáinne
576,Band::N,fita,ribín
577,Band::N,faixa,ribín
578,Kamm::N,pente,cíor
579,Spiegel::N,espelho,scáthán
580,Riemen::N,correia,iall
581,Riemen::N,correia,strapa
582,Schnur::N,corda,téad
583,Schnur::N,corda,sreangán
584,Schnur::N,cordel,téad
585,Schnur::N,cordel,sreangán
586,Leine::N,trela,iall
587,Decke::N,cobertor,pluid
588,Decke::N,cobertor,blaincéad
589,Kissen::N,almofada,piliúr
590,Kissen::N,almofada,adhartán
591,Tuch::N,pano,scaif
592,Handtuch::N,toalha,tuáille
593,Kraft::N,força,fórsa
594,Stärke::N,força,neart
595,Gesundheit::N,saúde,sláinte
596,Krankheit::N,doença,tinneas
597,Krankheit::N,doença,breoiteacht
598,Krankheit::N,enfermidade,tinneas
599,Krankheit::N,enfermidade,breoiteacht
600,Schmerz::N,dor,pian
601,Wunde::N,chaga,goin
602,Wunde::N,ferida,goin
603,Fieber::N,febre,fiabhras
604,Arznei::N,remédio,cógas
605,Brücke::N,ponte,droichead
606,Brunnen::N,poço,tobar
607,Weide::N,pastagem,féarach
608,Pfad::N,senda,cosán
609,Pfad::N,senda,conair
610,Pfad::N,trilho,cosán
611,Pfad::N,trilho,conair
612,Weg::N,caminho,slí
613,Weg::N,caminho,bealach
614,Straße::N,via,bóthar
615,Straße::N,estrada,bóthar
616,Dorf::N,aldeia,sráidbhaile
617,Stadt::N,cidade,baile
618,Stadt::N,cidade,cathair
619,Brief::N,carta,litir
620,Buch::N,livro,cín
621,Buch::N,livro,leabhar
622,Buchstabe::N,letra,litir
623,Zeitung::N,jornal,nuachtán
624,Leben::N,vida,saol
625,Leben::N,vida,beatha
626,Tod::N,morte,bás
627,Grab::N,túmulo,uaigh
628,Grab::N,sepultura,uaigh
629,Kirche::N,igreja,eaglais
630,Sünde::N,pecado,peaca
631,Gott::N,deus,dia
632,Arbeiter::N,operário,oibrí
633,Arbeiter::N,trabalhador,oibrí
634,Chef::N,chefe,saoiste
635,Chef::N,chefe,ceannasaí
636,Chef::N,patrão,saoiste
637,Chef::N,patrão,ceannasaí
638,Meister::N,mestre,máistir
639,Arzt::N,médico,lia
640,Arzt::N,médico,dochtúir
641,Lehrer::N,professor,oide
642,Lehrer::N,professor,múinteoir
643,Geld::N,dinheiro,airgead
644,Geschäft::N,negócio,gnó
645,Laden::N,loja,siopa
646,Preis::N,preço,praghas
647,Ware::N,mercadoria,earra
648,Nutzen::N,proveito,tairbhe
649,Reichtum::N,riqueza,rachmas
650,Reichtum::N,riqueza,saibhreas
651,Welt::N,mundo,domhan
652,Land::N,país,tír
653,Staat::N,Estado,stát
654,König::N,rei,rí
655,Macht::N,poder,cumhacht
656,Macht::N,potência,cumhacht
657,Grenze::N,fronteira,críoch
658,Grenze::N,fronteira,teorainn
659,Krieg::N,guerra,cogadh
660,Feind::N,inimigo,namhaid
661,Gewalt::N,violência,foréigean
662,Kampf::N,luta,troid
663,Kampf::N,combate,troid
664,Bogen[Waffe]::N,arco,bogha
665,Pfeil::N,seta,saighead
666,Pfeil::N,flecha,saighead
667,Gewehr::N,espingarda,gunna
668,Fehler::N,erro,botún
669,Fehler::N,erro,meancóg
670,Fehler::N,falha,botún
671,Fehler::N,falha,meancóg
672,Lüge::N,mentira,bréag
673,Lüge::N,mentira,éitheach
674,Schaden::N,dano,dochar
675,Schaden::N,dano,damáiste
676,Schaden::N,estrago,dochar
677,Schaden::N,estrago,damáiste
678,Unglück::N,desgraça,drochrath
679,Schuld::N,culpa,locht
680,Schuld::N,culpa,milleán
681,Alter::N,idade,aois
682,Schluss::N,fim,deireadh
683,Zeit::N,tempo,am
684,Zeit::N,tempo,aimsir
685,Tag::N,dia,lá
686,Morgen::N,manhã,maidin
687,Mittag::N,meio-dia,nóin
688,Abend::N,noite,tráthnóna
689,Abend::N,tardinha,tráthnóna
690,Nacht::N,noite,oíche
691,Woche::N,semana,seachtain
692,Monat::N,mês,mí
693,Jahr::N,ano,bliain
694,Frühling::N,primavera,earrach
695,Sommer::N,verão,samhradh
696,Herbst::N,outono,fómhar
697,Winter::N,inverno,geimhreadh
698,Januar::N,Janeiro,Eanáir
699,Februar::N,Fevereiro,Feabhra
700,März::N,Março,Márta
701,April::N,Abril,Aibreán
702,Mai::N,Maio,Bealtaine
703,Juni::N,Junho,Meitheamh
704,Juli::N,Julho,Iúil
705,August::N,Agosto,Lúnasa
706,September::N,Setembro,Meán Fómhair
707,Oktober::N,Outubro,Deireadh Fómhair
708,November::N,Novembro,Samhain
709,November::N,Novembro,Mí na Samhna
710,Dezember::N,Dezembro,Mí na Nollag
711,Montag::N,segunda-feira,Luan
712,Montag::N,segunda-feira,Dé Luain
713,Dienstag::N,terça-feira,Máirt
714,Dienstag::N,terça-feira,Dé Máirt
715,Mittwoch::N,quarta-feira,Céadaoin
716,Mittwoch::N,quarta-feira,Dé Céadaoin
717,Donnerstag::N,quinta-feira,Déardaoin
718,Freitag::N,sexta-feira,Aoine
719,Freitag::N,sexta-feira,Dé hAoine
720,Samstag::N,sábado,Satharn
721,Samstag::N,sábado,Dé Sathairn
722,Sonntag::N,domingo,Domhnach
723,Sonntag::N,domingo,Dé Domhnaigh
724,groß::A,grande,mór
725,klein::A,pequeno,beag
726,lang::A,comprido,fada
727,kurz::A,curto,gearr
728,kurz::A,curto,gairid
729,breit::A,largo,leathan
730,breit::A,largo,fairsing
731,schmal::A,estreito,cúng
732,dicht::A,denso,dlúth
733,dick[Gegenstand]::A,grosso,tiubh
734,dünn::A,delgado,caol
735,dünn::A,delgado,tanaí
736,fein::A,fino,scáinte
737,fein::A,fino,fíneálta
738,fein::A,subtil,scáinte
739,fein::A,subtil,fíneálta
740,fest::A,firme,daingean
741,fest::A,sólido,daingean
742,flach::A,plano,cothrom
743,glatt::A,liso,mín
744,glatt::A,liso,sleamhain
745,hart::A,duro,crua
746,weich::A,mole,bog
747,rund::A,redondo,cruinn
748,spitz::A,agudo,gobach
749,spitz::A,agudo,biorach
750,scharf::A,afiado,géar
751,scharf::A,afiado,faobhrach
752,stumpf::A,rombo,maol
753,schwer::A,pesado,trom
754,schön::A,belo,álainn
755,schön::A,bonito,álainn
756,heiß::A,quente,te
757,warm::A,quente,te
758,kalt::A,frio,fuar
759,kühl::A,fresco,fionnuar
760,frisch::A,fresco,úr
761,frisch::A,fresco,friseáilte
762,feucht::A,húmido,tais
763,nass::A,molhado,fliuch
764,trocken::A,seco,tirim
765,voll::A,cheio,lán
766,leer::A,vazio,folamh
767,offen::A,aberto,oscailte
768,geschlossen::A,fechado,dúnta
769,geschlossen::A,fechado,druidte
770,sauber::A,limpo,glan
771,schmutzig::A,sujo,salach
772,roh::A,cru,amh
773,reif::A,maduro,aibí
774,lecker::A,delicioso,blasta
775,süß::A,doce,milis
776,bitter::A,amargo,searbh
777,sauer::A,azedo,géar
778,sauer::A,azedo,searbh
779,hell::A,claro,geal
780,hell::A,claro,soilseach
781,dunkel::A,escuro,dorcha
782,dunkel::A,sombrio,dorcha
783,schwarz::A,preto,dubh
784,weiß::A,branco,bán
785,rot::A,vermelho,dearg
786,gelb::A,amarelo,buí
787,blau::A,azul,gorm
788,grün::A,verde,glas
789,grün::A,verde,uaine
790,grau::A,cinzento,liath
791,bunt::A,colorido,ildathach
792,bunt::A,colorido,dathannach
793,billig::A,barato,saor
794,teuer::A,caro,daor
795,teuer::A,caro,costasach
796,wertvoll::A,valioso,luachmhar
797,wertvoll::A,precioso,luachmhar
798,blind::A,cego,dall
799,blind::A,cego,caoch
800,taub::A,surdo,bodhar
801,kräftig::A,forte,cumhachtach
802,kräftig::A,poderoso,cumhachtach
803,stark::A,forte,tréan
804,stark::A,forte,láidir
805,stark::A,robusto,tréan
806,stark::A,robusto,láidir
807,schwach::A,débil,lag
808,schwach::A,débil,fann
809,fett::A,gordo,ramhar
810,schlank::A,esbelto,caol
811,schlank::A,esbelto,seang
812,hübsch::A,giro,álainn
813,hübsch::A,giro,dathúil
814,hübsch::A,bonito,álainn
815,hübsch::A,bonito,dathúil
816,böse::A,mau,olc
817,dumm::A,parvo,dúr
818,dumm::A,parvo,amaideach
819,dumm::A,estúpido,dúr
820,dumm::A,estúpido,amaideach
821,faul::A,preguiçoso,falsa
822,faul::A,preguiçoso,leisciúil
823,fleißig::A,aplicado,dícheallach
824,fleißig::A,diligente,dícheallach
825,geizig::A,avarento,barainneach
826,geizig::A,avarento,sprionlaithe
827,klug::A,prudente,cliste
828,klug::A,inteligente,cliste
829,geschickt::A,hábil,oilte
830,geschickt::A,hábil,ealaíonta
831,lieb::A,caro,dil
832,lieb::A,caro,dílis
833,lieb::A,querido,dil
834,lieb::A,querido,dílis
835,lustig::A,alegre,aerach
