,Concept_ID,da,la
99,Sumpf::N,sump,palus
100,Moor::N,mose,palus
101,Wiese::N,eng,pratum
102,Wald::N,skov,silva
103,Hügel::N,høj,collis
104,Hügel::N,bakke,collis
105,Anhöhe::N,høj,specula
106,Anhöhe::N,bakke,specula
107,Berg::N,bjerg,mons
108,Gipfel::N,top,vertex
109,Höhle::N,hule,caverna
110,Höhle::N,hule,spelunca
111,Abhang::N,skrænt,declivum
112,Abhang::N,skråning,declivum
113,Quelle::N,kilde,fons
114,Bach::N,bæk,rivus
115,Fluss::N,flod,flumen
116,Ufer::N,bred,ripa
117,Küste::N,kyst,litus
118,Festland::N,fastland,continens
119,Meer::N,hav,mare
120,Bucht::N,bugt,sinus
121,Insel::N,ø,insula
122,Blume::N,blomst,flos
123,Gras::N,græs,herba
124,Gras::N,græs,gramen
125,Wurzel::N,rod,radix
126,Baum::N,træ,arbor
127,Stamm::N,stamme,truncus
128,Rinde::N,bark,cortex
129,Ast::N,gren,ramus
130,Zweig::N,kvist,ramus
131,Blatt::N,blad,folium
132,Birke::N,birk,betulla
133,Kiefer[Baum]::N,fyrretræ,pinus
134,Weide[Baum]::N,piletræ,salix
135,Tanne::N,gran,abies
136,Horn::N,horn,cornu
137,Feder::N,fjer,penna
138,Fell::N,skind,pellis
139,Flügel::N,vinge,ala
140,Klaue::N,klov,unguis
141,Kralle::N,klo,unguis
142,Schwanz::N,hale,cauda
143,Ei::N,æg,ovum
144,Nest::N,rede,nidus
145,Bau::N,bo,cavum
146,Bau::N,bo,latibulum
147,Tier::N,dyr,bestia
148,Herde::N,flok,grex
149,Kuh::N,ko,vacca
150,Bulle::N,tyr,taurus
151,Pferd::N,hest,equus
152,Schaf::N,får,ovis
153,Schwein::N,gris,sus
154,Schwein::N,gris,porcus
155,Hund::N,hund,canis
156,Katze::N,kat,felis
157,Bär::N,bjørn,ursus
158,Eichhörnchen::N,egern,sciurus
159,Elch::N,elg,alces
160,Fuchs::N,ræv,vulpes
161,Hase::N,hare,lepus
162,Maus::N,mus,mus
163,Wolf::N,ulv,lupus
164,Vogel::N,fugl,avis
165,Schwarm::N,sværm,examen
166,Huhn::N,høne,gallina
167,Hahn::N,hane,gallus
168,Gans::N,gås,anser
169,Adler::N,ørn,aquila
170,Ente::N,and,anas
171,Eule::N,ugle,ulula
172,Eule::N,ugle,noctua
173,Kranich::N,trane,grus
174,Krähe::N,krage,cornix
175,Kuckuck::N,gøg,cuculus
176,Schwan::N,svane,olor
177,Schwan::N,svane,cycnus
178,Fisch::N,fisk,piscis
179,Barsch::N,aborre,perca
180,Hecht::N,gedde,esox
181,Schlange[Tier]::N,slange,serpens
182,Wurm::N,orm,vermis
183,Spinne::N,edderkop,aranea
184,Ameise::N,myre,formica
185,Laus::N,lus,pediculus
186,Mücke::N,myg,culex
187,Fliege::N,flue,musca
188,Schmetterling::N,sommerfugl,papilio
189,Beere::N,bær,baca
190,Apfel::N,æble,malum
191,Pilz::N,svamp,fungus
192,Zwiebel::N,løg,cepa
193,Saat::N,sæd,seges
194,Korn::N,korn,granum
195,Heu::N,hø,faenum
196,Schale::N,skræl,putamen
197,Grube::N,grav,fovea
198,Falle::N,fælde,pedica
199,Schlinge::N,snare,laqueus
200,Spur::N,spor,vestigium
201,Asche::N,aske,cinis
202,Dreck::N,snavs,lutum
203,Eisen::N,jern,ferrum
204,Gold::N,guld,aurum
205,Silber::N,sølv,argentum
206,Kohle::N,kul,carbo
207,Glas::N,glas,vitrum
208,Lehm::N,ler,lutum
209,Sand::N,sand,arena
210,Mensch::N,mennesge,homo
211,Mann::N,mand,vir
212,Frau::N,kvinde,mulier
213,Kind::N,barn,puer
214,Kind::N,barn,infans
215,Junge::N,dreng,puer
216,Mädchen::N,pige,puella
217,Familie::N,familie,familia
218,Großvater::N,bedstefar,avus
219,Großmutter::N,bedstemor,avia
220,Eltern::N,forældre,parentes
221,Vater::N,far,pater
222,Mutter::N,mor,mater
223,Sohn::N,søn,filius
224,Tochter::N,datter,filia
225,Bruder::N,bror,frater
226,Schwester::N,søster,soror
227,Onkel::N,onkel,patruus
228,Onkel::N,onkel,avunculus
229,Tante::N,tante,amita
230,Ehemann::N,ægtemand,maritus
231,Ehefrau::N,hustru,uxor
232,Freude::N,glæde,gaudium
233,Freude::N,glæde,laetitia
234,Gelächter::N,latter,risus
235,Glück::N,lykke,felicitas
236,Kummer::N,sorg,aegritudo
237,Wunsch::N,ønske,voluntas
238,Wunsch::N,ønske,desiderium
239,Lust::N,lyst,libido
240,Lust::N,lyst,voluptas
241,Geist::N,ånd,mens
242,Geist::N,ånd,animus
243,Gedanke::N,tanke,sententia
244,Gedächtnis::N,hukommelse,memoria
245,Verstand::N,forstand,ratio
246,Verstand::N,forstand,ingenium
247,Sinn::N,mening,sensus
248,Sinn::N,betydning,sensus
249,Grund::N,grund,causa
250,Wahrheit::N,sandhed,veritas
251,Gespräch::N,samtale,sermo
252,Märchen::N,eventyr,fabula
253,Erzählung::N,fortælling,fabula
254,Erzählung::N,fortælling,narratio
255,Nachricht::N,efterretning,nuntius
256,Neuigkeit::N,nyhed,novitas
257,Name::N,navn,nomen
258,Rätsel::N,gåde,aenigma
259,Rede::N,tale,oratio
260,Sprache::N,sprog,lingua
261,Stimme::N,stemme,vox
262,Wort::N,ord,verbum
263,Wort::N,ord,vocabulum
264,Zeichen::N,tegn,signum
265,Ruf::N,råb,clamor
266,Lärm::N,larm,strepitus
267,Laut::N,lyd,sonus
268,Ton::N,tone,sonus
269,Lied::N,sang,carmen
270,Ruhe::N,ro,quies
271,Ruhe::N,hvile,quies
272,Leute::N,folk,homines
273,Leute::N,mennesker,homines
274,Volk::N,folk,populus
275,Arbeit::N,arbejde,labor
276,Gast::N,gæst,hospes
277,Gast::N,gæst,conviva
278,Geschenk::N,gave,munus
279,Spiel::N,leg,ludus
280,Gesellschaft::N,selskab,societas
281,Hilfe::N,hjælp,auxilium
282,Hilfe::N,hjælp,subsidium
283,Freund::N,ven,amicus
284,Kamerad::N,kammerat,socius
285,Angelegenheit::N,sag,res
286,Angelegenheit::N,anliggende,res
287,Anzahl::N,antal,numerus
288,Art::N,art,genus
289,Stück::N,stykke,frustum
290,Stück::N,stykke,fragmentum
291,Teil::N,del,pars
292,Hälfte::N,halvdel,dimidium
293,Kreis::N,cirkel,orbis
294,Kreis::N,cirkel,circus
295,Kreuz::N,kors,crux
296,Kreuz::N,kryds,crux
297,Linie::N,linie,linea
298,Strich::N,streg,lineamentum
299,Abstand::N,afstand,intervallum
300,Entfernung::N,afstand,spatium
301,Gegend::N,egn,loca
302,Gegend::N,egn,regio
303,Platz::N,plads,locus
304,Ort::N,sted,locus
305,Seite::N,side,latus
306,Mitte::N,midte,medium
307,Gegenstand::N,genstand,res
308,Sache::N,sag,res
309,Rand::N,rand,margo
310,Kante::N,kant,angulus
311,Ecke::N,hjørne,angulus
312,Spitze::N,spids,cacumen
313,Ende::N,ende,caput
314,Loch::N,hul,foramen
315,Winkel::N,vinkel,angulus
316,Muster::N,mønster,exemplum
317,Größe::N,størrelse,magnitudo
318,Länge::N,længde,longitudo
319,Höhe::N,højde,altitudo
320,Gewicht::N,vægt,pondus
321,Menge::N,mængde,copia
322,Haufen::N,bunke,acervus
323,Reihe::N,række,ordo
324,Boot::N,båd,navicula
325,Ruder::N,åre,remus
326,Schlitten::N,kælk,sclodia
327,Schlitten::N,slæde,sclodia
328,Ski::N,ski,narta
329,Lagerfeuer::N,lejrbål,ignis
330,Last::N,last,onus
331,Last::N,byrde,onus
332,Gang::N,gang,cursus
333,Schritt::N,skridt,gradus
334,Norden::N,nord,septentriones
335,Süden::N,syd,meridies
336,Westen::N,vest,occidens
337,Osten::N,øst,oriens
338,Holz::N,træ,lignum
339,Brett::N,bræt,tabula
340,Platte::N,plade,lamina
341,Stütze::N,støtte,adminiculum
342,Stange::N,stang,pertica
343,Stock::N,stok,baculum
344,Stab::N,stav,scipio
345,Rohr::N,rør,tubus
346,Haus::N,hus,aedes
347,Heim::N,hjem,domicilium
348,Ofen::N,ovn,fornax
349,Fußboden::N,gulv,solum
350,Tisch::N,bord,mensa
351,Stuhl::N,stol,sella
352,Wiege::N,vugge,cunae
353,Bett::N,seng,lectus
354,Regal::N,reol,foruli
355,Kiste::N,kasse,cista
356,Fenster::N,vindue,fenestra
357,Tür::N,dør,ianua
358,Tor::N,port,porta
359,Zaun::N,stakit,saepes
360,Dach::N,tag,tectum
361,Leiter::N,stige,scalae
362,Besen::N,kost,scopae
363,Spaten::N,spade,pala
364,Schaufel::N,skovl,pala
365,Gabel::N,gaffel,fuscinula
366,Löffel::N,ske,coclear
367,Messer::N,kniv,culter
368,Nagel::N,søm,clavus
369,Netz::N,net,rete
370,Haken::N,krog,hamus
371,Griff::N,tag,manubrium
372,Griff::N,håndtag,manubrium
373,Schloss::N,lås,claustra
374,Bild::N,billede,tabula
375,Bild::N,billede,pictura
376,Figur::N,figur,statunculum
377,Puppe::N,dukke,pupa
378,Beutel::N,pose,sacculus
379,Bündel::N,bylt,fascis
380,Bündel::N,bundt,fascis
381,Tasche::N,taske,sacculus
382,Eimer::N,spand,situla
383,Deckel::N,låg,operculum
384,Geschirr::N,husgeråd,vasa
385,Sack::N,sæk,saccus
386,Tasse::N,kop,pocillum
387,Topf::N,gryde,olla
388,Kessel::N,kedel,aenum
389,Essen::N,måltid,cena
390,Nahrung::N,mad,cibus
391,Nahrung::N,mad,alimenta
392,Nahrung::N,næring,cibus
393,Nahrung::N,næring,alimenta
394,Speise::N,ret,cibus
395,Fleisch::N,kød,caro
396,Getreide::N,korn,frumentum
397,Brei::N,grød,puls
398,Brot::N,brød,panis
399,Scheibe::N,skive,frustum
400,Fett::N,fedt,pingue
401,Butter::N,smør,butȳrum
402,Öl::N,olie,oleum
403,Salz::N,salt,sal
404,Suppe::N,suppe,ius
405,Honig::N,honning,mel
406,Milch::N,mælk,lac
407,Tee::N,te,thea
408,Leder::N,skind,corium
409,Wolle::N,uld,lana
410,Stoff::N,stof,textum
411,Nadel::N,nål,acus
412,Faden::N,tråd,filum
413,Knopf::N,knap,bulla
414,Knoten::N,knude,nodus
415,Farbe::N,farve,pigmentum
416,Kleidung::N,påklædning,vestimenta
417,Hemd::N,skjorte,tunica
418,Kragen::N,krave,collare
419,Ärmel::N,ærme,manica
420,Hose::N,bukser,bracae
421,Gürtel::N,bælte,cingulum
422,Mütze::N,hue,pilleus
423,Schuh::N,sko,calceus
424,Stiefel::N,støvle,pero
425,Stiefel::N,støvle,caliga
426,Ring::N,ring,anulus
427,Band::N,bånd,redimiculum
428,Kamm::N,kam,pecten
429,Spiegel::N,spejl,speculum
430,Riemen::N,rem,lorum
431,Schnur::N,snor,linum
432,Leine::N,snor,retinaculum
433,Decke::N,tæppe,lodix
434,Kissen::N,pude,pulvinus
435,Tuch::N,sjaltørklæde,velum
436,Handtuch::N,håndklæde,mantele
437,Kraft::N,kraft,vis
438,Stärke::N,styrke,robur
439,Gesundheit::N,sundhed,valetudo
440,Krankheit::N,sygdom,morbus
441,Schmerz::N,smerte,dolor
442,Wunde::N,sår,vulnus
443,Fieber::N,feber,febris
444,Arznei::N,medicin,remedium
445,Arznei::N,lægemiddel,remedium
446,Brücke::N,bro,pons
447,Brunnen::N,brønd,puteus
448,Weide::N,græsgang,pascua
449,Pfad::N,sti,semita
450,Weg::N,vej,iter
451,Straße::N,gade,via
452,Dorf::N,landsby,vicus
453,Stadt::N,by,urbs
454,Stadt::N,by,oppidum
455,Brief::N,brev,epistula
456,Buch::N,bog,liber
457,Buchstabe::N,bogstav,littera
458,Zeitung::N,avis,diurnum
459,Leben::N,liv,vita
460,Tod::N,død,mors
461,Grab::N,grav,sepulcrum
462,Kirche::N,kirke,ecclesia
463,Sünde::N,synd,peccatum
464,Gott::N,gud,deus
465,Arbeiter::N,arbejder,operarius
466,Chef::N,chef,praefectus
467,Meister::N,mester,magister
468,Arzt::N,læge,medicus
469,Lehrer::N,lærer,magister
470,Geld::N,penge,aes
471,Geld::N,penge,pecunia
472,Geschäft::N,forretning,negotium
473,Laden::N,butik,taberna
474,Laden::N,forretning,taberna
475,Preis::N,pris,pretium
476,Ware::N,vare,merx
477,Nutzen::N,nytte,utilitas
478,Reichtum::N,rigdom,opes
479,Reichtum::N,rigdom,divitiae
480,Welt::N,verden,mundus
481,Land::N,land,terra
482,Staat::N,stat,res publica
483,König::N,konge,rex
484,Macht::N,magt,potestas
485,Grenze::N,grænse,limes
486,Krieg::N,krig,bellum
487,Feind::N,fjende,inimicus
488,Gewalt::N,vold,vis
489,Kampf::N,kamp,pugna
490,Bogen[Waffe]::N,bue,arcus
491,Pfeil::N,pil,sagitta
492,Gewehr::N,gevær,sclopetum
493,Fehler::N,fejl,error
494,Lüge::N,løgn,mendacium
495,Schaden::N,skade,damnum
496,Schaden::N,skade,detrimentum
497,Unglück::N,uheld,miseria
498,Unglück::N,uheld,calamitas
499,Unglück::N,ulykke,miseria
500,Unglück::N,ulykke,calamitas
501,Schuld::N,skyld,culpa
502,Alter::N,alder,aetas
503,Schluss::N,slut,finis
504,Schluss::N,slutning,finis
505,Zeit::N,tid,tempus
506,Tag::N,dag,dies
507,Morgen::N,morgen,mane
508,Mittag::N,middag,meridies
509,Abend::N,aften,vesper
510,Nacht::N,nat,nox
511,Woche::N,uge,septimana
512,Monat::N,måned,mensis
513,Jahr::N,år,annus
514,Frühling::N,forår,ver
515,Sommer::N,sommer,aestas
516,Herbst::N,efterår,autumnus
517,Winter::N,vinter,hiems
518,Januar::N,januar,Ianuarius
519,Februar::N,februar,Februarius
520,März::N,marts,Martius
521,April::N,april,Aprilis
522,Mai::N,maj,Maius
523,Juni::N,juni,Iunius
524,Juli::N,juli,Iulius
525,August::N,august,Augustus
526,September::N,september,September
527,Oktober::N,oktober,Octobris
528,November::N,november,Novembris
529,Dezember::N,december,December
530,Montag::N,mandag,dies lunae
531,Dienstag::N,tirsdag,dies Martis 
532,Mittwoch::N,onsdag,dies Mercurii
533,Donnerstag::N,torsdag,dies Iovis
534,Freitag::N,fredag,dies Veneris
535,Samstag::N,lørdag,dies Saturni
536,Sonntag::N,søndag,dominicus
537,Sonntag::N,søndag,dies solis
538,groß::A,stor,magnus
539,klein::A,lille,parvus
540,lang::A,lang,longus
541,kurz::A,kort,brevis
542,breit::A,bred,latus
543,schmal::A,smal,angustus
544,dicht::A,tæt,densus
545,dick[Gegenstand]::A,tyk,crassus
546,dünn::A,tynd,tenuis
547,fein::A,fin,subtilis
548,fest::A,fast,solidus
549,fest::A,fast,stabilis
550,flach::A,flad,planus
551,glatt::A,glat,levis
552,hart::A,hård,durus
553,weich::A,blød,mollis
554,rund::A,rund,rotundus
555,spitz::A,spids,acutus
556,scharf::A,skarp,acer
557,stumpf::A,sløv,hebes
558,stumpf::A,stump,hebes
559,schwer::A,tung,gravis
560,schön::A,skøn,pulcher
561,schön::A,skøn,formosus
562,heiß::A,hed,fervidus
563,warm::A,varm,calidus
564,kalt::A,kold,frigidus
565,kühl::A,kølig,frigidus
566,frisch::A,frisk,recens
567,feucht::A,fugtig,umidus
568,nass::A,våd,madidus
569,trocken::A,tør,aridus
570,voll::A,fuld,plenus
571,leer::A,tom,vacuus
572,offen::A,åben,apertus
573,geschlossen::A,lukket,clausus
574,sauber::A,ren,lautus
575,schmutzig::A,snavset,sordidus
576,roh::A,rå,crudus
577,reif::A,moden,maturus
578,lecker::A,lækker,delicatus
579,süß::A,sød,dulcis
580,bitter::A,bitter,amarus
581,bitter::A,bitter,acerbus
582,sauer::A,sur,acidus
583,hell::A,lys,clarus
584,dunkel::A,mørk,obscurus
585,schwarz::A,sort,niger
586,weiß::A,hvid,albus
587,rot::A,rød,ruber
588,gelb::A,gul,flavus
589,blau::A,blå,caeruleus
590,grün::A,grøn,viridis
591,grau::A,grå,canus
592,bunt::A,broget,varius
593,billig::A,billig,vilis
594,teuer::A,dyr,carus
595,wertvoll::A,værdifuld,pretiosus
596,blind::A,blind,caecus
597,taub::A,døv,surdus
598,kräftig::A,kraftig,robustus
599,stark::A,stærk,firmus
600,stark::A,stærk,validus
601,schwach::A,svag,debilis
602,schwach::A,svag,infirmus
603,fett::A,fed,crassus
604,schlank::A,slank,procerus
605,hübsch::A,køn,pulcher
606,böse::A,ond,improbus
607,böse::A,slem,improbus
608,dumm::A,dum,stultus
609,dumm::A,dum,stupidus
610,faul::A,doven,piger
611,fleißig::A,flittig,sedulus
612,geizig::A,gerrig,avarus
613,klug::A,klog,prudens
614,geschickt::A,dygtig,sollers
615,geschickt::A,behændig,sollers
616,lieb::A,rar,carus
617,lustig::A,lystig,iocosus
618,sanft::A,blid,clemens
619,hungrig::A,sulten,impastus
620,krank::A,syg,aeger
621,nackt::A,nøgen,nudus
622,traurig::A,bedrøvet,maestus
623,lebendig::A,levende,vivus
624,gut::A,god,bonus
625,schlecht::A,dårlig,malus
626,richtig::A,rigtig,rectus
627,schlimm::A,slem,malus
628,wahr::A,sand,verus
629,alt::A,gammel,antiquus
630,neu::A,ny,novus
631,ehemalig::A,forhenværende,pristinus
632,alt[Lebewesen]::A,gammel,vetus
633,jung::A,ung,iuvenis
634,arm::A,fattig,pauper
635,reich::A,rig,dives
636,bekannt::A,kendt,notus
637,berühmt::A,berømt,celeber
638,berühmt::A,berømt,illustris
639,fremd::A,fremmed,peregrinus
640,verschieden::A,forskellig,varius
641,nah::A,nær,propinquus
642,fern::A,fjern,longinquus
643,linker::A,venstre,sinister
644,rechter::A,højre,dexter
645,anderer::A,anden,alius
646,erster::A,første,primus
647,zweiter::A,anden,secundus
648,dritter::A,tredje,tertius
649,letzter::A,sidste,ultimus
650,allein::ADV,alene,solum
651,auf einmal::ADV,på én gang,simul
652,zusammen::ADV,sammen,una
653,lange::ADV,længe,diu
654,plötzlich::ADV,pludselig,subito
655,plötzlich::ADV,pludselig,repente
656,sofort::ADV,straks,statim
657,später::ADV,senere,postea
658,jetzt::ADV,nu,nunc
659,heute::ADV,i dag,hodie
660,morgen::ADV,i morgen,cras
661,bald::ADV,snart,mox
662,dann::ADV,så,deinde
663,gestern::ADV,i går,heri
664,einst::ADV,engang,olim
665,damals::ADV,dengang,tum
666,danach::ADV,derefter,postea
667,vorher::ADV,før,antea
668,vorher::ADV,forud,antea
669,zuerst::ADV,først,primo
670,einmal::ADV,en gang,semel
671,manchmal::ADV,sommetider,interdum
672,oft::ADV,ofte,saepe
673,immer::ADV,altid,semper
674,niemals::ADV,aldrig,numquam
675,hier::ADV,her,hic
676,hierhin::ADV,hid,huc
677,hierhin::ADV,herhen,huc
678,von hier::ADV,herfra,hinc
679,dort::ADV,der,ibi
680,dorthin::ADV,derhen,eo
681,geradeaus::ADV,lige ud,recte
682,vorwärts::ADV,fremad,porro
683,rückwärts::ADV,baglæns,retro
684,zurück::ADV,tilbage,retro
685,unten::ADV,nede,infra
686,unten::ADV,forneden,infra
687,hinab::ADV,ned,pessum
688,hinab::ADV,nedad,pessum
689,oben::ADV,oppe,supra
690,oben::ADV,ovenpå,supra
691,hinauf::ADV,op,sursum
692,hinauf::ADV,opad,sursum
693,überall::ADV,overalt,ubique
694,nicht::ADV,ikke,non
695,ein wenig::ADV,lidt,paulum
696,kaum::ADV,knap,vix
697,kaum::ADV,knap,aegre
698,kaum::ADV,næppe,vix
699,kaum::ADV,næppe,aegre
700,sehr::ADV,meget,valde
701,sehr::ADV,meget,magnopere
702,so::ADV,så,ita
703,noch::ADV,endnu,etiam
704,nur::ADV,kun,solum
705,nur::ADV,kun,tantum
706,nur::ADV,bare,solum
707,nur::ADV,bare,tantum
708,schon::ADV,alt,iam
709,schon::ADV,allerede,iam
710,wieder::ADV,igen,rursus
711,vergebens::ADV,forgæves,frustra
712,vor::PRP,foran,ante
713,vor::PRP,uden for,ante
714,hinter::PRP,bag,post
715,hinter::PRP,bagved,post
716,unter::PRP,under,sub
717,durch::PRP,gennem,per
718,durch::PRP,igennem,per
719,neben::PRP,ved siden af,iuxta
720,zwischen::PRP,mellem,inter
721,wegen::PRP,på grund af,propter
722,dies::PRN,dette,hoc
723,das::PRN,det,id
724,alles::PRN,alt,omnia
725,ich::PRN,jeg,ego
726,du::PRN,du,tu
727,er::PRN,han,is
728,er::PRN,han,ille
729,wir::PRN,vi,nos
730,ihr::PRN,I,vos
731,sie::PRN,de,ii
732,sie::PRN,de,illi
733,was::FPRN,hvad,quid
734,wer::FPRN,hvem,quis
735,wo::FADV,hvor,ubi
736,wohin::FADV,hvorhen,quo
737,wie::FADV,hvordan,quomodo
738,warum::FADV,hvorfor,cur
739,wieviel::FNUM,hvor meget,quantum
740,eins::NUM,én,unus
741,zwei::NUM,to,duo
742,drei::NUM,tre,tres
743,vier::NUM,fire,quattuor
744,fünf::NUM,fem,quinque
745,sechs::NUM,seks,sex
746,sieben::NUM,syv,septem
747,acht::NUM,otte,octo
748,neun::NUM,ni,novem
749,zehn::NUM,ti,decem
750,elf::NUM,elleve,undecim
751,zwölf::NUM,tolv,duodecim
752,zwanzig::NUM,tyve,viginti
753,dreißig::NUM,tredive,triginta
754,vierzig::NUM,fyrre,quadraginta
755,vierzig::NUM,fyrretyve,quadraginta
756,fünfzig::NUM,halvtreds,quinquaginta
757,sechzig::NUM,tres,sexaginta
758,siebzig::NUM,halvfjerds,septuaginta
759,achtzig::NUM,firs,octoginta
760,neunzig::NUM,halvfems,nonaginta
761,hundert::NUM,hundrede,centum
762,tausend::NUM,tusind,mille
763,und::CNJ,og,et
764,und::CNJ,og,-que
765,oder::CNJ,eller,vel
766,stehen::V,stå,stare
767,sitzen::V,sidde,sedere
768,liegen::V,ligge,iacere
769,hängen::V,hænge,pendere
770,werden::V,blive,fieri
771,passieren::V,ske,accidere
772,passieren::V,hænde,accidere
773,beginnen::V,begynde,incipere
774,enden::V,ende,finem habere
775,wechseln::V,veksle,mutari
776,aufgehen[Sonne]::V,gå op,oriri
777,aufgehen[Sonne]::V,stå op,oriri
778,untergehen[Sonne]::V,gå ned,occidere
779,scheinen[Sonne]::V,skinne,lucere
780,donnern::V,tordne,tonare
781,wehen::V,blæse,flare
782,strömen::V,strømme,fluere
783,fließen::V,flyde,manare
784,sich drehen::V,dreje sig,torqueri
785,schwanken::V,vakle,vacillare
786,schwingen::V,svinge,vibrare
787,fallen::V,falde,cadere
788,brennen::V,brænde,ardere
789,rauchen::V,ryge,fumare
790,regnen::V,regne,pluere
791,gefrieren::V,fryse,congelari
792,tauen::V,tø,rorare
793,schmelzen::V,smelte,liquescere
794,trocknen::V,tørre,arescere
795,sieden::V,koge,fervere
796,faulen::V,rådne,putescere
797,verfaulen::V,rådne,putescere
798,reißen::V,briste,scindi
799,versinken::V,synke,mergi
800,versinken::V,synke ned,mergi
801,vergehen::V,forløbe,praeterire
802,erscheinen::V,vise sig,apparere
803,verschwinden::V,forsvinde,discedere
804,sinken::V,synke,labi
805,abnehmen::V,aftage,deminui
806,zunehmen::V,tiltage,augeri
807,steigen::V,stige,augescere
808,wachsen::V,gro,crescere
809,wachsen::V,vokse,crescere
810,glänzen::V,glinse,splendere
811,funkeln::V,tindre,micare
812,lärmen::V,larme,strepere
813,läuten::V,ringe,sonare
814,klingeln::V,ringe,tinnire
815,klirren::V,klirre,crepare
816,brausen::V,bruse,saevire
817,rauschen::V,suse,crepare
818,klingen::V,lyde,sonare
819,klingen::V,klinge,sonare
820,bellen::V,gø,latrare
821,heulen::V,hyle,ululare
822,blasen::V,blæse,flare
823,pfeifen::V,fløjte,sibilare
824,schreien::V,skrige,clamare
825,stöhnen::V,stønne,gemere
826,zittern::V,dirre,tremere
827,zittern::V,dirre,trepidare
828,zittern::V,skælve,tremere
829,zittern::V,skælve,trepidare
830,leben::V,leve,vivere
831,geboren werden::V,fødes,nasci
832,atmen::V,ånde,spirare
833,trinken::V,drikke,bibere
834,essen::V,spise,edere
835,schlucken::V,synke,devorare
836,müde werden::V,blive træt,fatigari
837,einschlafen::V,falde i søvn,obdormiscere
838,schlafen::V,sove,dormire
839,aufwachen::V,vågne,expergisci
840,aufstehen::V,stå op,exsurgere
841,sich erholen::V,komme sig,se reficere
842,krank werden::V,blive syg,aegrescere
843,krank sein::V,være syg,aegrotare
844,schmerzen::V,smerte,dolere
845,husten::V,hoste,tussire
846,genesen::V,komme sig,convalescere
847,sterben::V,dø,mori
848,umkommen::V,omkomme,perire
849,sich bewegen::V,bevæge sig,se movere
850,sich rühren::V,røre på sig,micare
851,sich erheben::V,rejse sig,surgere
852,sich setzen::V,sætte sig,considere
