,Concept_ID,ce,kv
198,Eisen::N,эчиг,кӧрт
199,Gold::N,деши,зарни
200,Silber::N,дети,язісь
201,Kohle::N,кӏора,шом
202,Kohle::N,кӏора,уголь
203,Glas::N,aнгали,стекло
204,Lehm::N,поппар,сёй
205,Sand::N,гӏум,лыа
206,Mensch::N,адам,морт
207,Mann::N,майра,мужик
208,Frau::N,зуда,инька
209,Kind::N,бер,кага
210,Junge::N,жимха,зонка
211,Mädchen::N,жима йоӏ,нывкаок
212,Familie::N,доьзал,семья
213,Großvater::N,ненада,дед
214,Großmutter::N,денана,баб
215,Eltern::N,да-нана,ай-мам
216,Vater::N,да,ай
217,Mutter::N,нана,мам
218,Sohn::N,кӏант,зон
219,Tochter::N,йоӏ,ныв
220,Bruder::N,ваша,вон
221,Schwester::N,йиша,сой
222,Onkel::N,деваша,дядь
223,Tante::N,дейиша,айӧлӧн сой
224,Tante::N,дейиша,ичинь
225,Ehemann::N,майра,жӧник
226,Ehefrau::N,зуда,инь
227,Freude::N,самукъа,гаж
228,Freude::N,самукъа,радъялӧм
229,Freude::N,хазахетар,гаж
230,Freude::N,хазахетар,радъялӧм
231,Gelächter::N,белам,сералӧм
232,Glück::N,ирс,мичлун
233,Kummer::N,бала,шог
234,Wunsch::N,лаам,мӧдӧм
235,Wunsch::N,лаам,охотитӧм
236,Lust::N,лаам,охота
237,Geist::N,са,лов
238,Gedanke::N,ойла,дума
239,Gedächtnis::N,диццадалар,тӧдвыв
240,Verstand::N,хьекъал,вежӧр
241,Sinn::N,маьӏна,ылӧс
242,Grund::N,бахьана,мог
243,Wahrheit::N,бакъдерг,правда
244,Gespräch::N,къамел,сёрни
245,Märchen::N,туьйра,сказка
246,Erzählung::N,дийцар,висьт
247,Nachricht::N,хаам,юӧр
248,Nachricht::N,хаам,висьталӧм
249,Neuigkeit::N,керланиг,новость
250,Name::N,цӏе,ним
251,Rätsel::N,хӏетал-метал,загадка
252,Rede::N,къамел,сёрни
253,Sprache::N,мотт,кыв
254,Stimme::N,aз,голос
255,Wort::N,дош,кыв
256,Zeichen::N,билгало,пас
257,Ruf::N,кхайкхар,чуксӧм
258,Ruf::N,кхайкхар,чукӧстӧм
259,Lärm::N,гӏовгӏа,шум
260,Laut::N,аз,шы
261,Ton::N,aз,гор
262,Lied::N,илли,сьыланкыв
263,Ruhe::N,тийналла,спокой
264,Leute::N,нах,йӧз
265,Volk::N,халкъ,йӧз
266,Volk::N,халкъ,народ
267,Arbeit::N,болх,удж
268,Gast::N,хьаша,гӧсь
269,Geschenk::N,совгӏат,гӧснеч
270,Geschenk::N,совгӏат,подарок
271,Spiel::N,ловзар,орсӧм
272,Gesellschaft::N,юкъаралла,компания
273,Hilfe::N,гӏо,отсӧт
274,Freund::N,доттагl,модз
275,Freund::N,доттагl,дружок
276,Kamerad::N,накъост,тӧдса
277,Angelegenheit::N,гӏуллакх,дело
278,Anzahl::N,терахь,лыд
279,Stück::N,юьхк,тор
280,Teil::N,дакъа,юкӧм
281,Hälfte::N,ах,джын
282,Kreis::N,го,круг
283,Kreuz::N,жӏара,перна
284,Linie::N,сиз,визь
285,Strich::N,сиз,кырӧв
286,Abstand::N,юкъ,колас
287,Gegend::N,мeттиг,места
288,Platz::N,майда,места
289,Ort::N,меттиг,места
290,Seite::N,aгӏo,ладор
291,Mitte::N,юкъ,шӧр
292,Gegenstand::N,хӏума,тор
293,Sache::N,хӏума,тор
294,Rand::N,йист,дор
295,Kante::N,йист,ордлы
296,Ecke::N,са,пельӧс
297,Spitze::N,ралла,йыв
298,Ende::N,юьхьиг,йыв
299,Loch::N,ӏуьрг,осьта
300,Winkel::N,са,пельӧс
301,Muster::N,дагар,сер
302,Muster::N,тӏамар,сер
303,Größe::N,барам,ыжда
304,Länge::N,йохалла,кузя
305,Höhe::N,локхалла,сувда
306,Höhe::N,локхалла,вылына
307,Gewicht::N,йозалла,сьӧкта
308,Menge::N,дукхалла,
309,Haufen::N,сал,куча
310,Haufen::N,оьла,куча
311,Reihe::N,рагӏ,лёдз
312,Reihe::N,могӏа,лёдз
313,Boot::N,кема,пыж
314,Ruder::N,пийсиг,пелыс
315,Schlitten::N,салаз,додь
316,Ski::N,когсалаз,лямпа
317,Lagerfeuer::N,цӏе,бипур
318,Last::N,дукъ,тягота
319,Gang::N,лелар,мунӧм
320,Schritt::N,гӏулч,вожмӧв
321,Norden::N,къилбаседе,ой
322,Süden::N,къилбе,лун
323,Westen::N,малхбузе,рытвыв
324,Osten::N,малхбале,асыв
325,Holz::N,дечиг,пу
326,Brett::N,у,пӧв
327,Platte::N,у,плита
328,Stütze::N,гӏopтоp,пика
329,Stange::N,гӏуркх,зор
330,Stange::N,гӏуркх,потш
331,Stock::N,ӏаса,бедь
332,Stab::N,гӏаж,шест
333,Rohr::N,биргӏа,труба
334,Haus::N,цӏа,керку
335,Heim::N,кхерч,керку
336,Ofen::N,кхерч,пӧжавны
337,Fußboden::N,цӏенкъа,джодж
338,Tisch::N,шун,пызан
339,Stuhl::N,гӏант,стул
340,Wiege::N,ага,зыбка
341,Bett::N,маьнга,кровать
342,Regal::N,терхи,джадж
343,Kiste::N,яьшка,ящик
344,Fenster::N,кор,ӧшын
345,Tür::N,неӏ,ыбӧс
346,Tor::N,ков,ворота
347,Zaun::N,керт,забор
348,Dach::N,тхов,крыша
349,Leiter::N,лами,лиснич
350,Besen::N,нуй,рос
351,Spaten::N,бел,зыр
352,Schaufel::N,аьшкал,зыр
353,Gabel::N,мӏара,вила
354,Löffel::N,ӏайг,пань
355,Messer::N,урс,пурт
356,Nagel::N,хьостам,кӧрттув
357,Netz::N,бой,кыйӧт
358,Haken::N,мӏара,ем
359,Schloss::N,чӏега,замок
360,Bild::N,сурт,картина
361,Puppe::N,тайниг,акань
362,Beutel::N,гали,мешӧк
363,Bündel::N,кочар,нин
364,Tasche::N,тӏоьрмиг,сумка
365,Eimer::N,чийлик,ведра
366,Deckel::N,негӏар,вевт
367,Geschirr::N,пхьегӏа,доз
368,Geschirr::N,пхьегӏа,бекӧрпань
369,Sack::N,гали,мешӧк
370,Tasse::N,кад,бекӧр
371,Topf::N,яй,кастрюля
372,Kessel::N,яй,пӧрт
373,Essen::N,юург,сёйӧм
374,Nahrung::N,кхача,вердан
375,Speise::N,юург,сёян
376,Fleisch::N,жижиг,яй
377,Getreide::N,буьртиг,сю
378,Brei::N,xудар,каша
379,Brot::N,бепиг,нянь
380,Brot::N,кхаллар,нянь
381,Scheibe::N,цастар,шӧрӧм
382,Fett::N,мохь,гос
383,Butter::N,налха,ви
384,Öl::N,даьтта,ви
385,Salz::N,туьха,сов
386,Suppe::N,чорпа,шыд
387,Honig::N,моз,ма
388,Milch::N,шура,йӧв
389,Tee::N,чай,чай
390,Leder::N,цӏока,кучик
391,Wolle::N,тӏapгӏa,гӧн
392,Stoff::N,кӏади,дӧра
393,Nadel::N,маха,ем
394,Faden::N,тай,сунис
395,Knopf::N,нуьйда,кизь
396,Knoten::N,шад,узӧв
397,Knoten::N,шад,гӧрӧд
398,Farbe::N,сир,краска
399,Farbe::N,басар,краска
400,Kleidung::N,бедар,паськӧм
401,Hemd::N,коч,йӧрнӧс
402,Kragen::N,кач,воротник
403,Ärmel::N,пхьош,сос
404,Hose::N,хеча,вешьян
405,Gürtel::N,доьхка,йи
406,Mütze::N,куй,шапка
407,Schuh::N,мача,ботинки
408,Stiefel::N,этка,сапог
409,Ring::N,чӏуг,чунькытш
410,Band::N,лента,ленточка
411,Kamm::N,ехк,сынан
412,Spiegel::N,куьзга,зеркало
413,Riemen::N,доьхка,ремень
414,Schnur::N,муш,гез
415,Leine::N,кочатосу доьхка,повод
416,Decke::N,юргӏа,одеяло
417,Kissen::N,гIайба,подушка
418,Tuch::N,исхар,чышьян
419,Handtuch::N,гата,чышкӧт
420,Kraft::N,гӏора,прак
421,Stärke::N,гӏап,вын
422,Gesundheit::N,могашалла,здоровье
423,Krankheit::N,цамгар,шог
424,Schmerz::N,лазар,зубыт
425,Wunde::N,чов,рана
426,Fieber::N,xорша,лёк тресся
427,Fieber::N,xорша,кынтан шогӧт
428,Arznei::N,молха,лекарство
429,Brücke::N,тӏай,пос
430,Brunnen::N,гӏу,колодец 
431,Weide::N,дак,пода йирсян
432,Pfad::N,тача,туй
433,Weg::N,некъ,туй
434,Straße::N,урам,туй
435,Dorf::N,юрт,деревня
436,Stadt::N,гӏала,город
437,Brief::N,кехат,гижӧт
438,Buch::N,жайна,книга
439,Buchstabe::N,элп,буква
440,Zeitung::N,газет,газета
441,Leben::N,дахар,олан
442,Tod::N,далар,кулӧм
443,Tod::N,ӏожалла,кулӧм
444,Grab::N,каш,гу
445,Kirche::N,килс,вичку
446,Sünde::N,къа,грек
447,Gott::N,дела,ен
448,Arbeiter::N,белхало,уджалiсь
449,Chef::N,хьаькам,начальник
450,Meister::N,говзанча,мастер
451,Arzt::N,лор,врач
452,Lehrer::N,хьехархо,велӧтісь
453,Geld::N,aхча,деньга
454,Geschäft::N,туька,удж
455,Laden::N,туька,магазин
456,Preis::N,мах,дон
457,Ware::N,хlума,товар
458,Nutzen::N,пайда,путь
459,Reichtum::N,хьал,богатство
460,Welt::N,дуьне,му
461,Land::N,мохк,страна
462,Staat::N,пачхьалкх,государство
463,König::N,паччахь,кан
464,Macht::N,ӏедал,власть
465,Grenze::N,доза,граница
466,Krieg::N,тӏом,война
467,Feind::N,мостагӏ,враг
468,Gewalt::N,гӏело,
469,Kampf::N,къийсам,нярасьӧм
470,Kampf::N,къийсам,вермасьӧм
471,Pfeil::N,пха,ньӧв
472,Gewehr::N,топ,ружьё
473,Fehler::N,гӏалат,ошибка
474,Lüge::N,аьшпаш,ылӧтӧм
475,Lüge::N,аьшпаш,пӧрьялӧм
476,Schaden::N,зен,лёк
477,Unglück::N,бала,пик
478,Unglück::N,бала,оказзё
479,Schuld::N,бехк,вина
480,Alter::N,хан,
481,Schluss::N,чакхе,ком
482,Zeit::N,хан,кад
483,Tag::N,де,лун
484,Morgen::N,ӏуьйре,асыв
485,Mittag::N,делкъе,луншӧр кад
486,Abend::N,суьйре,рыт
487,Nacht::N,буьйса,ой
488,Woche::N,кӏира,неделя
489,Monat::N,бутт,тӧлicь
490,Jahr::N,шо,год
491,Frühling::N,бӏаьсте,тулыс
492,Sommer::N,аьхке,гожум
493,Herbst::N,гуьйре,ар
494,Winter::N,ӏа,тӧв
495,Januar::N,январь,январ
496,Februar::N,февраль,февраль
497,März::N,март,март
498,April::N,апрель,апрель
499,Mai::N,май,май
500,Juni::N,июнь,юнь
501,Juli::N,июль,юль
502,August::N,август,август
503,September::N,сентябрь,сентяб
504,Oktober::N,октябрь,октяб
505,November::N,ноябрь,нояб
506,Dezember::N,декабрь,декаб
507,Montag::N,оршот,вильлун
508,Dienstag::N,шинара,мӧдӧдзлун
509,Mittwoch::N,кхаара,шӧрлун
510,Donnerstag::N,еара,нёльӧдзлун
511,Freitag::N,пӏераска,витӧдзлун
512,Samstag::N,шот,пывсянлун
513,Sonntag::N,кӏиранде,кресення
514,groß::A,доккха,ыджыт
515,klein::A,кегий,учӧтик
516,lang::A,еха,кузь
517,kurz::A,доца,дженыт
518,breit::A,шуьйра,ота
519,schmal::A,готта,векнит
520,dicht::A,луьста,тшӧк
521,dick[Gegenstand]::A,стомма,кыз
522,dünn::A,дуткъа,вӧснит
523,fein::A,ховха,вӧснит
524,fest::A,чӏогӏа,крепыт
525,flach::A,чӏапа,лапкӧса
526,glatt::A,шера,волькыт
527,hart::A,чӏогӏa,чӧрыт
528,weich::A,кӏеда,небыт
529,rund::A,горга,гӧгрӧса
530,spitz::A,ира,ёся
531,scharf::A,ира,лэчыт
532,stumpf::A,аьртa,ныж
533,schwer::A,деза,сьӧкыт
534,schön::A,хаза,басӧк
535,heiß::A,довха,жар
536,warm::A,довха,шоныт
537,kalt::A,шийла,кӧдзыт
538,kühl::A,шийла,сайкыт
539,frisch::A,керла,виль
540,feucht::A,тӏуьна,вакодь
541,nass::A,тӏеда,ва
542,trocken::A,eкъа,кӧс
543,voll::A,дуьзна,тыра
544,leer::A,яьсса,тыртӧм
545,offen::A,диллина,оссьӧм
546,geschlossen::A,дӏакъевлина,игана
547,geschlossen::A,дӏакъевлина,пӧдана
548,geschlossen::A,дӏачӏагӏдина,игана
549,geschlossen::A,дӏачӏагӏдина,пӧдана
550,sauber::A,цӏена,сӧдз
551,sauber::A,цӏена,сӧстӧм
552,schmutzig::A,боьха,нятьӧсь
553,roh::A,буьйда,путӧм
554,reif::A,хилла,кисьмалӧм
555,lecker::A,чоме,кӧра 
556,süß::A,мерза,чӧскыт
557,bitter::A,къаьхьа,курыт
558,sauer::A,муьста,шӧма 
559,hell::A,сирла,югыт
560,dunkel::A,бодане,пемыт
561,schwarz::A,ӏаьржа,сьӧд
562,weiß::A,кӏайн,чочком
563,rot::A,цӏен,гӧрд
564,gelb::A,можа,веж
565,blau::A,сийна,лӧз
566,grün::A,баьццара,веж
567,grau::A,cира,руд
568,grau::A,cира,бусӧй
569,grau::A,мокха,руд
570,grau::A,мокха,бусӧй
571,bunt::A,къорза,быдрӧма
572,billig::A,дораха,донтӧм
573,teuer::A,деза,дона
574,wertvoll::A,мехала,дона
575,blind::A,бӏаьрзе,синтӧм
576,taub::A,къора,пельтӧм
577,kräftig::A,нуьцкъала,вына
578,stark::A,зоьртала,вына
579,stark::A,нуьцкъала,вына
580,schwach::A,гӏорасиза,некодя
581,fett::A,дерстана,госа
582,schlank::A,куц долу,статя
583,hübsch::A,хаза,басӧк
584,böse::A,вон,лёк
585,dumm::A,сонта,бӧбӧв
586,dumm::A,сонта,вежӧртӧм
587,faul::A,мало ен,дыш
588,fleißig::A,тӏера,уджалicь
589,geizig::A,пис,жикмӧра
590,geizig::A,пис,горшаліcь
591,geizig::A,сутара,жикмӧра
592,geizig::A,сутара,горшаліcь
593,klug::A,хьекъале,авья
594,klug::A,хьекъале,вежӧра
595,geschickt::A,тӏахъаьлла,кипода
596,lieb::A,хьоме,муса
597,lieb::A,хьоме,дзулиньӧй
598,lustig::A,самукъане,гажа
599,sanft::A,кlеда,лебезнӧй
600,hungrig::A,меца,тшыг
601,krank::A,цомгуш долу,шогалiсь
602,nackt::A,дерзана,куш
603,traurig::A,самукъане воцу,жугыль
604,lebendig::A,дийна,ловья
605,gut::A,дика,бур
606,schlecht::A,вон,умӧль
607,richtig::A,нийса,
608,schlimm::A,вон,нештӧм
609,wahr::A,бакъдолу,
610,alt::A,къена,важ
611,neu::A,керла,виль
612,ehemalig::A,хилла,вӧвлӧм
613,alt[Lebewesen]::A,къена,года
614,alt[Lebewesen]::A,къена,годдэза
615,jung::A,къона,том
616,arm::A,къен,гов
617,arm::A,къен,беднӧй
618,reich::A,хьоле,эма
619,bekannt::A,девзаш долу,тӧдса
620,berühmt::A,цӏеяхана,
621,fremd::A,нехан,чужӧй
622,verschieden::A,тайп-тайпанара,быдкодь
623,nah::A,гергара,матiсь
624,fern::A,гена,ылicь
625,fern::A,генара,ылicь
626,linker::A,аьрру,шульга
627,rechter::A,аьтту,веськытланись
628,anderer::A,кхин,мукӧд
629,erster::A,хьалхара,медодзза
630,zweiter::A,шолгIа,кыкӧт
631,dritter::A,кхоалгӏа,куимӧт
632,dritter::A,кхоалгӏа,куимӧдз
633,letzter::A,тӏаьххьара,бӧрья
634,letzter::A,тӏаьххьара,мёдбӧрья
635,allein::ADV,цхьаъ,
636,auf einmal::ADV,цу сохьтта,тшӧтш
637,zusammen::ADV,цхьана,ӧтлаын
638,lange::ADV,дукха,дыр
639,plötzlich::ADV,цIеххьана,друг
640,sofort::ADV,цу сохьтта,тшӧтш
641,später::ADV,тӏаьхьо,медбӧрын
642,jetzt::ADV,хӏинца,ӧні
643,heute::ADV,тахана,талун
644,morgen::ADV,кхана,ашын
645,bald::ADV,кеста,чожа
646,dann::ADV,тӏаккха,сыбӧрын
647,gestern::ADV,селхана,тӧн
648,einst::ADV,цкъа,ӧтпыр
649,damals::ADV,хӏетахьь,сэк
650,damals::ADV,хӏетахьь,сэки
651,danach::ADV,тӏаккха,сэсся
652,vorher::ADV,хьалхa,одзжык
653,zuerst::ADV,хьалха,наперво
654,einmal::ADV,цкъа,ӧтпыр
655,manchmal::ADV,цкъаццкъа,мукӧдпыр
656,oft::ADV,кест-кеста,-лы-
657,immer::ADV,даим,быдпыр
658,immer::ADV,даим,быдпырся
659,niemals::ADV,цкъа а,некӧр
660,hier::ADV,кхузахь,татӧн
661,hierhin::ADV,кхуза,татчӧ
662,von hier::ADV,кхузара,тасянь
663,dort::ADV,цигахь,сэтӧн
664,dorthin::ADV,цига,сэтчин
665,geradeaus::ADV,нийса дӏа,веськыта
666,vorwärts::ADV,хьалха,одзӧ
667,rückwärts::ADV,юха,бӧр
668,zurück::ADV,юха,бӧр
669,unten::ADV,лахахь,увтын
670,hinab::ADV,охьа,увтас
671,oben::ADV,лакхахь,вевдӧрас
672,hinauf::ADV,хьала,вывлань
673,hinauf::ADV,хьала,вывланьӧ
674,überall::ADV,массанхьа,быдлан
675,nicht::ADV,ца,ог
676,ein wenig::ADV,кӏеззиг,-ышт
677,ein wenig::ADV,кӏеззиг,невна
678,kaum::ADV,халла,ӧдва
679,sehr::ADV,вуно,вывтi
680,noch::ADV,кхин,эшӧ
681,nur::ADV,бен ...ца,только
682,schon::ADV,хӏинцале,ни
683,wieder::ADV,юха а,бӧра
684,vergebens::ADV,эрна,весись
685,vor::PRP,хьалха,одзас
686,hinter::PRP,тӏехьа,бӧрӧ
687,unter::PRP,кIелахь,увтын
688,durch::PRP,чекх,пыр
689,neben::PRP,юххе,бокам
690,neben::PRP,юххе,боксиным
691,zwischen::PRP,юккъехь,коласас
692,wegen::PRP,дуьхьа,понда
693,dies::PRN,и,эта
694,dies::PRN,иза,эта
695,das::PRN,и,сiя
696,das::PRN,иза,сiя
697,alles::PRN,дерриг,быдӧс
698,ich::PRN,cо,ме
699,du::PRN,хьо,тэ
700,er::PRN,и,сiя
701,er::PRN,иза,сiя
702,wir::PRN,тхо,мийӧ
703,wir::PRN,вай,мийӧ
704,ihr::PRN,шу,ті
705,sie::PRN,уьш,нія
706,was::FPRN,хӏун,мый
707,wer::FPRN,мила,кин
708,wo::FADV,мичaхь,кытӧн
709,wohin::FADV,мича,кытчӧ
710,wie::FADV,муха,дзик
711,warum::FADV,хӏунда,мыля
712,warum::FADV,хӏунда,мыйсянь
713,wieviel::FNUM,мел,мымда
714,wieviel::FNUM,маса,мымда
715,eins::NUM,цхьаъ,ӧт
716,zwei::NUM,шиъ,кык
717,drei::NUM,кхоъ,куим
718,vier::NUM,диъ,нёль
719,fünf::NUM,пхиъ,вит
720,sechs::NUM,ялх,квать
721,sieben::NUM,ворхӏ,сизим
722,acht::NUM,бархӏ,кыкьямыс
723,neun::NUM,исс,ӧкмыс
724,zehn::NUM,итт,дас
725,elf::NUM,цхьайтта,дасотік
726,zwölf::NUM,шийтта,даскык
727,zwanzig::NUM,ткъа,кыкдас
728,dreißig::NUM,ткъе итт,куимдас
729,vierzig::NUM,шовзткъа,нёльдас
730,fünfzig::NUM,шовзткъе итт,витдас
731,sechzig::NUM,кхузткъа,кватьдас
732,siebzig::NUM,кхузткъе итт,сизимдас
733,achtzig::NUM,дезткъа,кыкьямысдас
734,neunzig::NUM,дезткъе итт,ӧкмысдас
735,hundert::NUM,бӏе,сто
736,tausend::NUM,эзар,тысяча
737,und::CNJ,a,и
738,und::CNJ,a,да
739,oder::CNJ,я,или
740,stehen::V,латта,сулавны
741,sitzen::V,хиъна ӏан,пукавны
742,liegen::V,ӏилла,куйлыны
743,hängen::V,кхаза,ӧшавны
744,werden::V,хила,лоны
745,passieren::V,хила,аркмыны
746,beginnen::V,доло,петны
747,enden::V,дӏадерза,-сь
748,enden::V,дӏадерза,бырны
749,wechseln::V,хийца,вежсьыны
750,aufgehen[Sonne]::V,кхета,петавны
751,untergehen[Sonne]::V,чубуза,пуксьыны
752,scheinen[Sonne]::V,серло яла,югьявны
753,donnern::V,къекъа,гымавны
754,wehen::V,хьекха,пӧлявны
755,strömen::V,эха,киссьыны
756,fließen::V,охьаэха,визывтны
757,sich drehen::V,хьийза,бергавны
758,schwanken::V,леста,кӧвьясьны
759,schwingen::V,лесто,дюттясьны
760,fallen::V,охьакхета,усьны
761,brennen::V,дага,сотчыны
762,rauchen::V,оза,тшынасьны
763,regnen::V,догlа догlу,зэрны
764,gefrieren::V,гӏоро,гегдыны
765,tauen::V,даша,сывны
766,schmelzen::V,лала,сывны
767,trocknen::V,дакъо,косьмыны
768,sieden::V,кхехка,пизьны
769,faulen::V,дахкадала,нёльзьыны
770,verfaulen::V,дахкадала,тӧрмыны
