,Concept_ID,te,sah
365,Puppe::N,బొమ్మ,куукула
366,Beutel::N,సంచి,мөһөөччук
367,Bündel::N,మూట,баайыы
368,Tasche::N,సంచి,суумка
369,Eimer::N,చేద,биэдэрэ
370,Deckel::N,మూత,хаппах
371,Geschirr::N,వంటకాలు,иһит
372,Sack::N,గోనెసంచి,куул
373,Tasse::N,గిన్నె,сэлиэнэй
374,Topf::N,కుండ,көстүрүүҥкэ
375,Kessel::N,నీరుకాచుపాత్ర,хочуол
376,Essen::N,ఆహారము,аһылык
377,Nahrung::N,ఆహారము,ас
378,Speise::N,ఆహారము,аһылык
379,Fleisch::N,మాంసము,эт
380,Getreide::N,ధాన్యము,злактар
381,Brei::N,గుజ్జు,хааһы
382,Brot::N,రొట్టె,килиэп
383,Scheibe::N,బద్ద,куһуок
384,Fett::N,క్రొవ్వు,сыа
385,Butter::N,వెన్న,арыы
386,Öl::N,నూనె,арыы
387,Salz::N,ఉప్పు,туус
388,Suppe::N,చారు,мин
389,Honig::N,తెనె,мүөт
390,Milch::N,పాలు,үүт
391,Tee::N,తేనీరు,чэй
392,Leder::N,బాగుచేసివతోలు,тирии
393,Wolle::N,ఉన్ని,түү
394,Stoff::N,బట్ట,таҥас
395,Nadel::N,సూది,иннэ
396,Faden::N,దారము,сап
397,Knopf::N,బొత్తాము,тимэх
398,Knoten::N,ముడి,түмүк
399,Farbe::N,రంగు,кырааска
400,Kleidung::N,బట్టలు,таҥас
401,Hemd::N,చొక్కాయ,ырбаахы
402,Kragen::N,మాల,саҕа
403,Ärmel::N,చొక్కాయచెయ్యి,сиэх
404,Hose::N,ఇజారు,ыстаан
405,Hose::N,ఇజారు,бүрүүкэ
406,Gürtel::N,పటకా,кур
407,Mütze::N,టోపి,бэргэһэ
408,Schuh::N,పాదరక్ష,бачыыҥка
409,Stiefel::N,బూటు,саппыкы
410,Ring::N,ఉంగరము,биһилэх
411,Band::N,నాడా,лиэнтэ
412,Kamm::N,దువ్వెన,тараах
413,Spiegel::N,అద్దము,сиэркилэ
414,Riemen::N,వాడా,кур
415,Schnur::N,దారము,быа
416,Leine::N,వారు,тэһиин
417,Decke::N,కంబళి,суорҕан
418,Kissen::N,తలగడ,сыттык
419,Tuch::N,బట్ట,былаат
420,Handtuch::N,తువాలు,соттор
421,Kraft::N,బలము,сыра
422,Stärke::N,శక్తి,күүс
423,Gesundheit::N,ఆరోగ్యము,доруобуйа
424,Krankheit::N,రోగము,ыарыы
425,Schmerz::N,నొప్పి,ыарыы
426,Wunde::N,గాయము,баас
427,Fieber::N,జ్వరము,түрүлгэн
428,Fieber::N,జ్వరము,лихорадка
429,Fieber::N,జ్వరము,температура
430,Arznei::N,మందు,эмп
431,Brücke::N,వంతెన,күргэ
432,Brunnen::N,బావి,холуодьас
433,Brunnen::N,కూపము,холуодьас
434,Brunnen::N,నుయ్యి,холуодьас
435,Weide::N,పచ్చికబయలు,мэччирэҥ
436,Pfad::N,కాలిత్రోవ,ыллык
437,Weg::N,మార్గము,суол
438,Straße::N,బాట,суол
439,Dorf::N,గ్రామము,дэриэбинэ
440,Stadt::N,పట్టణము,куорат
441,Brief::N,జాబు,сурук
442,Buch::N,పుస్తకము,кинигэ
443,Buchstabe::N,అక్షరము,буква
444,Zeitung::N,వార్తాపత్రిక,хаһыат
445,Leben::N,ప్రాణము,тыын
446,Tod::N,మరణము,өлүү
447,Grab::N,సమాధి,иин
448,Kirche::N,క్రెస్తవులగుడి,таҥара дьиэтэ
449,Sünde::N,పాపము,айыы
450,Gott::N,దేవుడు,тангара
451,Arbeiter::N,పనిపాటుచేశేవాడు,үлэһит
452,Chef::N,యజమానుడు,баһылык
453,Chef::N,యజమానుడు,начальник
454,Meister::N,కళాకారుడు,уус
455,Meister::N,కళాకారుడు,маастар
456,Arzt::N,వైద్యుడు,врач
457,Lehrer::N,ఉపాధ్యాయుడు,учуутал
458,Geld::N,ద్రవ్యము,харчы
459,Geschäft::N,వ్యాపారము,идэ
460,Laden::N,అంగడి,маҕаһыын
461,Preis::N,వెల,сыана
462,Ware::N,సరకులు,табаар
463,Nutzen::N,ప్రయోజనము,туһа
464,Reichtum::N,ధనము,баай
465,Welt::N,ప్రపంచము,аан дойду
466,Land::N,దేశము,дойду
467,Staat::N,రాజ్యము,государство
468,König::N,రాజు,король
469,Macht::N,అధికారము,былаас
470,Grenze::N,సరిహద్దు,кыраныысса
471,Krieg::N,యుద్ధము,сэрии
472,Feind::N,శత్రువు,өстөөх
473,Gewalt::N,దౌర్జన్యము,күүһүлээһин
474,Kampf::N,పోట్లాట,охсуһуу
475,Bogen[Waffe]::N,విల్లు,ох
476,Pfeil::N,బాణము,ох
477,Gewehr::N,తుపాకి,саа
478,Fehler::N,తప్ప,сыыһа
479,Lüge::N,అసత్యము,сымыйа
480,Schaden::N,నష్టము,хоромньу
481,Unglück::N,దురదృష్టము,алдьархай
482,Schuld::N,తప్పు,буруй
483,Alter::N,వయస్సు,саас
484,Schluss::N,ముగింపు,тиһэх
485,Zeit::N,కాలము,бириэмэ
486,Tag::N,దినము,күн
487,Morgen::N,ఉదయము,сарсыарда
488,Mittag::N,మధ్యాహ్నము,күн ортото
489,Abend::N,సాయంకాలము,киэһэ
490,Nacht::N,రత్రి,түүн
491,Woche::N,వారము,нэдиэлэ
492,Monat::N,నెల,ый
493,Jahr::N,సంవత్సరము,сыл
494,Jahr::N,సంవత్సరము,дьыл
495,Frühling::N,వసంతకాలము,саас
496,Sommer::N,వేసవికాము,сайын
497,Herbst::N,ఆకురాలుకాలము,күһүн
498,Winter::N,శీతకాలము,кыһын
499,Januar::N,జనవరి,тохсунньу
500,Februar::N,ఫిబ్రవరి,олунньу
501,März::N,మార్చి,кулун тутар
502,April::N,ఏప్రిలు,муус устар ый
503,Mai::N,మే,ыам ыйа
504,Juni::N,జూన్,бэс ыйа
505,Juli::N,జూలై,от ыйа
506,August::N,ఆగస్టు,атырдьах ыйа
507,September::N,సెప్ఠెంబరు,балаҕан ыйа
508,Oktober::N,అక్టోబరు,алтынньы
509,November::N,నవంబరు,сэтинньи
510,Dezember::N,డిసెంబర్,ахсынньы
511,Montag::N,సోమవారము,бэнидиэнньик
512,Dienstag::N,మంగళవారము,оптуорунньук
513,Mittwoch::N,బుధవారము,сэрэдэ
514,Donnerstag::N,గురువారము,чэппиэр
515,Freitag::N,శుక్రవారము,бээтинсэ
516,Samstag::N,శనివారము,субуота
517,Sonntag::N,ఆదివారము,баскыһыанньа
518,groß::A,గొప్పైన,бөдөҥ
519,groß::A,గొప్పైన,улахан
520,klein::A,చిన్న,кыр
521,lang::A,పొడుగాటి,уһун
522,kurz::A,పొట్టి,кылгас
523,breit::A,వెడల్పైన,кэтит
524,schmal::A,ఇఱుకైన,кыараҕас
525,dicht::A,దట్టమైన,хойуу
526,dick[Gegenstand]::A,దట్టమైన,суон
527,dick[Gegenstand]::A,దట్టమైన,хойуу
528,dünn::A,పలుచని,чараас
529,fein::A,నాజాకైన,бытархай
530,fein::A,నాజాకైన,синньигес
531,fest::A,దృడమైవ,бөҕө
532,fest::A,దృడమైవ,кытаанах
533,flach::A,చదువైన,хаптаҕай
534,glatt::A,నున్నని,кылааккай
535,hart::A,కఠినమైన,хатан
536,hart::A,కఠినమైన,кытаанах
537,weich::A,మృదువైన,сымнаҕас
538,rund::A,గుండ్రని,төгүрүк
539,spitz::A,మొనగల,сытыы
540,spitz::A,మొనగల,уһуктаах
541,scharf::A,పదనైన,сытыы
542,stumpf::A,వాడిలేని,сыппах
543,schwer::A,బరువ్తెన,ыарахан
544,schön::A,సుందరమైన,кыраһыабай
545,heiß::A,వేడియైన,итии
546,warm::A,వెచ్చని,ичигэс
547,kalt::A,చల్లని,тымныы
548,kühl::A,చల్లని,сөрүүн
549,frisch::A,తాజాయైన,ыраас
550,frisch::A,తాజాయైన,сөрүүн
551,frisch::A,తాజాయైన,тымныы
552,feucht::A,చెమ్మగానున్న,сииктээх
553,nass::A,తడిగామన్న,инчэҕэй
554,trocken::A,ఎండిన,кураан
555,voll::A,నిండు,толору
556,leer::A,శూన్యమైన,иччитэх
557,offen::A,తెఱచియున్న,аһаҕас
558,geschlossen::A,మూసిన,бүтэй
559,sauber::A,పరిశుద్ధమైన,сэбэр
560,schmutzig::A,ముఱికియైన,кирдээх
561,roh::A,పచ్చి,сиикэй
562,reif::A,పండివ,буспут
563,reif::A,పండివ,сиппит-хоппут
564,lecker::A,రుచి గల,минньигэс
565,süß::A,తియ్యని,минньигэс
566,bitter::A,చేదైన,аһыы
567,sauer::A,పుల్లని,аһыы
568,hell::A,కాంతిగల,сырдык
569,dunkel::A,చీకటియైన,хараҥа
570,schwarz::A,నల్లని,хара
571,weiß::A,తెలుపు,үрүҥ
572,weiß::A,తెలుపు,маҥан
573,rot::A,ఎఱ్ఱని,кыһыл
574,gelb::A,పసుపు పచ్చ,саһархай
575,blau::A,నీలవర్ణము,күөх
576,grün::A,ఆకుపచ్చని,күөх
577,grün::A,ఆకుపచ్చని,от күөҕэ
578,grau::A,నెరిసిన,сиэрэй
579,bunt::A,రంగేలీ,эриэн
580,billig::A,చౌకయైన,чэпчэки
581,teuer::A,వెలపొడుగైన,сыаналаах
582,wertvoll::A,విలుప్తెన,сыаналаах
583,blind::A,గ్రుడ్డి,хараҕа суох
584,taub::A,చెవిటి,дьүлэй
585,kräftig::A,శక్తి గల,модун
586,stark::A,బలమైన,күүстээх
587,schwach::A,బలహీనమైన,мөлтөх
588,fett::A,క్రొవ్విన,эмис
589,schlank::A,సన్నని,дьылҕан
590,schlank::A,సన్నని,дьыпсаҕай
591,hübsch::A,సాగప్తెన,олус кэрэ
592,hübsch::A,సాగప్తెన,көрүөхтэн үчүгэй
593,böse::A,చెడ్డ,өһүөннээх
594,dumm::A,తెలివిలేని,акаары
595,faul::A,సోమరియైన,нэс
596,fleißig::A,శ్రద్దగల,кыһамньылаах
597,geizig::A,పిసినారియైన,иҥсэлээх
598,klug::A,తెలివిగల,өйдөөх
599,geschickt::A,నిపుణతగల,наһаа дьоҕурдаах
600,lieb::A,ప్రియమైన,тапталлаах
601,lustig::A,ఉల్లాసము గల,көрдөөх
602,sanft::A,సాధువైన,намчы
603,sanft::A,సాధువైన,сымнаҕас
604,hungrig::A,ఆకలిగొనిన,аччык
605,krank::A,వ్యాధిగల,ыалдьар
606,nackt::A,దిగంబరమైన,сыгынньах
607,traurig::A,విచారముగల,санаарҕабыллаах
608,lebendig::A,ప్రాణముతో నున్న,тыыннаах
609,gut::A,మంచి,үтүө
610,gut::A,మంచి,үчүгэй
611,schlecht::A,చెడ్డ,куһаҕан
612,richtig::A,సరియైన,сөп
613,schlimm::A,అసహ్యమైన,сидьиҥ
614,schlimm::A,అసహ్యమైన,быдьар
615,wahr::A,నిజమైన,кырдьык
616,alt::A,ముసలి,былыргы
617,neu::A,క్రొత్త,саҥа
618,ehemalig::A,పూర్వపు,урукку
619,alt[Lebewesen]::A,ముసలి,кырдьаҕас
620,jung::A,పసి,эдэр
621,arm::A,బీద,дьадаҥы
622,reich::A,ధనవంతుడైన,баай
623,bekannt::A,తెలిసిన,билэр
624,berühmt::A,ప్రపిద్దికెక్కివ,аатырбыт
625,fremd::A,అన్యమైన,атын
626,verschieden::A,భేదమైన,араас
627,nah::A,దగ్గఱనున్న,чугас
628,fern::A,దూరమందున్న,ыраах
629,linker::A,ఎడమప్రక్కగ,хаҥас
630,rechter::A,కుడి,уҥа
631,anderer::A,వేఱ్తెన,атын
632,erster::A,మొదటి,маҥнайгы
633,zweiter::A,రెండన,иккис
634,dritter::A,మూడో,үһүс
635,letzter::A,కడపటి,тиһэх
636,allein::ADV,ఒంటిగా,соҕотох
637,auf einmal::ADV,హరాత్తుగ,биирдэ
638,zusammen::ADV,కలిసి,холбуу
639,lange::ADV,బహుకాలము,уһуннук
640,plötzlich::ADV,హరాత్తుగ,эмискэ
641,sofort::ADV,తక్షణము,тута
642,später::ADV,ఇటీవలి,хойут
643,jetzt::ADV,ఇప్పుడు,билигин
644,heute::ADV,నేడు,бүгүн
645,morgen::ADV,ఱేపు,сарсын
646,bald::ADV,శీఘ్రముగ,өтөр
647,dann::ADV,అప్పుడు,кэнна
648,gestern::ADV,నిన్నటి దినము,бэҕэһээ
649,einst::ADV,పూర్వమొకప్పుడు,биир төгүл
650,einst::ADV,పూర్వమొకప్పుడు,арай биирдэ
651,damals::ADV,అప్పుడు,оччоҕо
652,danach::ADV,అప్పుడు,аары
653,danach::ADV,అప్పుడు,ол кэнниттэн
654,vorher::ADV,ఎదుట,урут
655,zuerst::ADV,మొదటిలో,маҥнай
656,einmal::ADV,ఒకసారి,биирдэ
