,Concept_ID,zh,pt
86,Frost::N,霜冻,gelo
87,Frost::N,霜冻,geada
88,Kälte::N,寒冷,frio
89,Hitze::N,炎热,ardor
90,Raureif::N,霜,geada
91,Regenbogen::N,虹,arco-iris
92,Donner::N,雷,trovão
93,Strömung::N,水流,corrente
94,Tropfen::N,滴,gota
95,Schaum::N,泡沫,espuma
96,Schmutz::N,赃物,sujidade
97,Schmutz::N,赃物,imundície
98,See::N,湖,lago
99,Sumpf::N,沼泽,charco
100,Sumpf::N,沼泽,pântano
101,Moor::N,沼泽,pântano
102,Wiese::N,草地,prado
103,Wald::N,森林,bosque
104,Wald::N,森林,floresta
105,Hügel::N,丘陵,colina
106,Anhöhe::N,山丘,alto
107,Anhöhe::N,山丘,outeiro
108,Berg::N,山,monte
109,Berg::N,山,montanha
110,Gipfel::N,峰,pico
111,Höhle::N,洞穴,caverna
112,Abhang::N,斜坡,encosta
113,Quelle::N,泉,fonte
114,Bach::N,溪,regato
115,Bach::N,溪,ribeiro
116,Fluss::N,河流,rio
117,Ufer::N,岸,beira
118,Küste::N,海岸,costa
119,Festland::N,大陆,terra firme
120,Meer::N,海,mar
121,Bucht::N,海湾,baía
122,Insel::N,岛,ilha
123,Blume::N,花,flor
124,Gras::N,草,erva
125,Wurzel::N,根,raiz
126,Baum::N,树,árvore
127,Stamm::N,树干,tronco
128,Rinde::N,树皮,casca
129,Ast::N,树枝,ramo
130,Zweig::N,树枝,galho
131,Blatt::N,叶子,folha
132,Birke::N,桦木,bétula
133,Kiefer[Baum]::N,松树,pinheiro
134,Weide[Baum]::N,柳树,salgueiro
135,Tanne::N,冷杉,abeto
136,Horn::N,角,corno
137,Horn::N,角,chifre
138,Feder::N,羽毛,pena
139,Fell::N,皮毛,pele
140,Flügel::N,翅膀,asa
141,Klaue::N,爪子,pata
142,Kralle::N,爪子,unha
143,Kralle::N,爪子,garra
144,Schwanz::N,尾巴,rabo
145,Schwanz::N,尾巴,cauda
146,Ei::N,蛋,ovo
147,Nest::N,巢,ninho
148,Bau::N,穴,toca
149,Bau::N,穴,covil
150,Tier::N,动物,animal
151,Herde::N,群,rebanho
152,Kuh::N,母牛,vaca
153,Bulle::N,公牛,touro
154,Pferd::N,马,cavalo
155,Schaf::N,羊,ovelha
156,Schwein::N,猪,porco
157,Hund::N,狗,cão
158,Katze::N,猫,gata
159,Bär::N,熊,urso
160,Eichhörnchen::N,松鼠,esquilo
161,Elch::N,麋鹿,alce
162,Fuchs::N,狐狸,raposa
163,Hase::N,兔子,lebre
164,Maus::N,老鼠,rato
165,Wolf::N,狼,lobo
166,Vogel::N,鸟,ave
167,Vogel::N,鸟,pássaro
168,Schwarm::N,群,bando
169,Schwarm::N,群,enxame
170,Huhn::N,鸡,galinha
171,Hahn::N,公鸡,galo
172,Gans::N,鹅,ganso
173,Adler::N,鹰,águia
174,Ente::N,鸭,pata
175,Eule::N,猫头鹰,mocho
176,Eule::N,猫头鹰,coruja
177,Kranich::N,鹤,grou
178,Krähe::N,乌鸦,gralha
179,Kuckuck::N,布谷鸟,cuco
180,Schwan::N,天鹅,cisne
181,Fisch::N,鱼,peixe
182,Barsch::N,鲈鱼,perca
183,Hecht::N,狗鱼,lúcio
184,Schlange[Tier]::N,蛇,serpente
185,Wurm::N,蠕虫,verme
186,Spinne::N,蜘蛛,aranha
187,Ameise::N,蚂蚁,formiga
188,Laus::N,虱子,piolho
189,Mücke::N,蚊子,mosquito
190,Fliege::N,苍蝇,mosca
191,Schmetterling::N,蝴蝶,borboleta
192,Beere::N,将果,bago
193,Apfel::N,苹果,maçã
194,Pilz::N,蘑菇,fungo
195,Pilz::N,蘑菇,cogumelo
196,Zwiebel::N,洋葱,cebola
197,Saat::N,种子,sementeira
198,Korn::N,谷粒,grão
199,Heu::N,干草,feno
200,Schale::N,壳,casca
201,Grube::N,坑,cova
202,Grube::N,坑,fossa
203,Falle::N,圈套,armadilha
204,Schlinge::N,活扣,laço
205,Spur::N,踪迹,pista
206,Spur::N,踪迹,vestígio
207,Asche::N,灰烬,cinza
208,Dreck::N,污垢,sujidade
209,Eisen::N,铁,ferro
210,Gold::N,金子,ouro
211,Silber::N,银,prata
212,Kohle::N,煤,carvão
213,Glas::N,玻璃,vidro
214,Lehm::N,粘土,barro
215,Lehm::N,粘土,argila
216,Sand::N,沙,areia
217,Mensch::N,人,homem
218,Mensch::N,人,pessoa
219,Mann::N,男子,homem
220,Frau::N,妇女,mulher
221,Kind::N,小孩,filho
222,Kind::N,小孩,criança
223,Junge::N,男孩,rapaz
224,Junge::N,男孩,menino
225,Mädchen::N,女孩,menina
226,Mädchen::N,女孩,rapariga
227,Familie::N,家庭,família
228,Großvater::N,祖父,avô
229,Großmutter::N,祖母,avó
230,Eltern::N,父母,pais
231,Vater::N,父亲,pai
232,Mutter::N,母亲,mãe
233,Sohn::N,儿子,filho
234,Tochter::N,女儿,filha
235,Bruder::N,兄弟,irmão
236,Schwester::N,姐妹,irmã
237,Onkel::N,伯父,tio
238,Tante::N,阿姨,tia
239,Ehemann::N,丈夫,esposo
240,Ehefrau::N,妻子,esposa
241,Freude::N,愉快,prazer
242,Freude::N,愉快,alegria
243,Gelächter::N,大笑,risada
244,Gelächter::N,大笑,gargalhada
245,Glück::N,运气,felicidade
246,Kummer::N,苦恼,aflição
247,Kummer::N,苦恼,desgosto
248,Wunsch::N,愿望,desejo
249,Lust::N,乐趣,vontade
250,Geist::N,精神,mente
251,Geist::N,精神,espírito
252,Gedanke::N,思想,ideia
253,Gedanke::N,思想,pensamento
254,Gedächtnis::N,记性,memória
255,Verstand::N,理智,razão
256,Verstand::N,理智,inteligência
257,Sinn::N,感觉,sentido
258,Sinn::N,感觉,significado
259,Grund::N,理由,causa
260,Grund::N,理由,motivo
261,Wahrheit::N,真理,verdade
262,Gespräch::N,谈话,conversa
263,Gespräch::N,谈话,conversação
264,Märchen::N,童话,conto
265,Erzählung::N,故事,conto
266,Erzählung::N,故事,narrativa
267,Nachricht::N,消息,mensagem
268,Neuigkeit::N,新闻,notícia
269,Neuigkeit::N,新闻,novidade
270,Name::N,名字,nome
271,Rätsel::N,谜语,adivinha
272,Rede::N,讲话,oração
273,Rede::N,讲话,discurso
274,Sprache::N,语言,língua
275,Stimme::N,声音,voz
276,Wort::N,词,palavra
277,Zeichen::N,标记,marca
278,Ruf::N,呼喊,grito
279,Ruf::N,呼喊,chamada
280,Lärm::N,噪音,ruído
281,Lärm::N,噪音,barulho
282,Laut::N,响声,som
283,Ton::N,声音,tom
284,Lied::N,歌曲,canção
285,Ruhe::N,安静,calma
286,Ruhe::N,安静,silêncio
287,Leute::N,人们,gente
288,Leute::N,人们,pessoas
289,Volk::N,人民,povo
290,Volk::N,人民,nação
291,Arbeit::N,劳动,trabalho
292,Gast::N,客人,hóspede
293,Gast::N,客人,convidado
294,Geschenk::N,礼物,prenda
295,Geschenk::N,礼物,presente
296,Spiel::N,游戏,jogo
297,Gesellschaft::N,陪同,companhia
298,Hilfe::N,帮助,ajuda
299,Hilfe::N,帮助,socorro
300,Freund::N,朋友,amigo
301,Kamerad::N,同志,camarada
302,Angelegenheit::N,事情,assunto
303,Anzahl::N,数目,número
304,Anzahl::N,数目,quantidade
305,Art::N,种类,tipo
306,Art::N,种类,espécie
307,Stück::N,块,pedaço
308,Teil::N,部分,peça
309,Teil::N,部分,parte
310,Hälfte::N,一半,metade
311,Kreis::N,圆,círculo
312,Kreuz::N,十字架,cruz
313,Linie::N,线条,linha
314,Strich::N,划,traço
315,Abstand::N,距离,distância
316,Entfernung::N,距离,distância
317,Gegend::N,地区,área
318,Gegend::N,地区,região
319,Platz::N,场所,lugar
320,Ort::N,地点,sítio
321,Seite::N,面,lado
322,Mitte::N,中间,meio
323,Gegenstand::N,物品,objecto
324,Sache::N,物,coisa
325,Rand::N,边,bordo
326,Rand::N,边,margem
327,Kante::N,棱,borda
328,Kante::N,棱,aresta
329,Ecke::N,角,esquina
330,Spitze::N,尖,ponta
331,Ende::N,结尾,cabo
332,Ende::N,结尾,extremo
333,Loch::N,洞,furo
334,Loch::N,洞,buraco
335,Winkel::N,角度,canto
336,Winkel::N,角度,ângulo
337,Muster::N,模型,padrão
338,Muster::N,模型,desenho
339,Größe::N,大小,tamanho
340,Länge::N,长度,comprimento
341,Höhe::N,高度,altura
342,Höhe::N,高度,altitude
343,Gewicht::N,重量,peso
344,Menge::N,数量,quantidade
345,Haufen::N,堆,pilha
346,Reihe::N,行,fila
347,Boot::N,小船,barco
348,Ruder::N,奖,remo
349,Schlitten::N,雪橇,trenó
350,Ski::N,雪板,esqui
351,Lagerfeuer::N,营火,fogueira
352,Last::N,负担,carga
353,Gang::N,行走,curso
354,Gang::N,行走,caminhada
355,Schritt::N,步伐,passo
356,Norden::N,北,norte
357,Süden::N,南,sul
358,Westen::N,西,oeste
359,Westen::N,西,ocidente
360,Osten::N,东,este
361,Osten::N,东,leste
362,Osten::N,东,oriente
363,Holz::N,木材,madeira
364,Brett::N,木板,tábua
365,Brett::N,木板,prancha
366,Platte::N,平板,laje
367,Platte::N,平板,chapa
368,Stütze::N,支架,apoio
369,Stütze::N,支架,suporte
370,Stange::N,杆,vara
371,Stange::N,杆,barra
372,Stock::N,棒,pau
373,Stock::N,棒,bengala
374,Stab::N,棍,bastão
375,Rohr::N,管子,cano
376,Haus::N,房屋,casa
377,Heim::N,家,lar
378,Heim::N,家,casa
379,Ofen::N,炉子,estufa
380,Ofen::N,炉子,aquecedor
381,Fußboden::N,地板,piso
382,Tisch::N,桌子,mesa
383,Stuhl::N,椅子,cadeira
384,Wiege::N,摇蓝,berço
385,Bett::N,床,cama
386,Regal::N,架子,estante
387,Regal::N,架子,prateleira
388,Kiste::N,箱子,caixa
389,Fenster::N,窗户,janela
390,Tür::N,门,porta
391,Tor::N,大门,portão
392,Zaun::N,篱笆,cerca
393,Zaun::N,篱笆,vedação
394,Dach::N,屋顶,telhado
395,Leiter::N,梯子,escada
396,Leiter::N,梯子,escada móvel
397,Besen::N,扫帚,vassoura
398,Spaten::N,铁锹,pá
399,Schaufel::N,铁锹,pá
400,Gabel::N,叉,garfo
401,Löffel::N,食匙,colher
402,Messer::N,刀,faca
403,Nagel::N,钉子,cravo
404,Netz::N,网,rede
405,Haken::N,钩子,gancho
406,Griff::N,把柄,asa
407,Griff::N,把柄,cabo
408,Schloss::N,锁,fechadura
409,Bild::N,图画,imagem
410,Figur::N,人像,figura
411,Puppe::N,娃娃,boneca
412,Beutel::N,袋子,saco
413,Beutel::N,袋子,bolsa
414,Bündel::N,捆,fardo
415,Tasche::N,手提包,saco
416,Tasche::N,手提包,bolso
417,Eimer::N,桶,balde
418,Deckel::N,盖子,tampa
419,Geschirr::N,餐具,louça
420,Sack::N,袋子,saca
421,Tasse::N,杯子,chávena
422,Topf::N,锅,tacho
423,Topf::N,锅,panela
424,Kessel::N,水壶,caldeira
425,Essen::N,进餐,refeição
426,Nahrung::N,食物,comida
427,Nahrung::N,食物,alimento
428,Speise::N,菜肴,prato
429,Fleisch::N,肉,carne
430,Getreide::N,谷物,cereais
431,Brei::N,粥,puré
432,Brot::N,面包,pão
433,Scheibe::N,片,fatia
434,Fett::N,脂肪,banha
435,Fett::N,脂肪,gordura
436,Butter::N,黄油,manteiga
437,Öl::N,油,azeite
438,Salz::N,盐,sal
439,Suppe::N,汤,sopa
440,Suppe::N,汤,caldo
441,Honig::N,蜂蜜,mel
442,Milch::N,奶,leite
443,Tee::N,茶,chá
444,Leder::N,皮革,couro
445,Wolle::N,毛线,lã
446,Stoff::N,织物,pano
447,Stoff::N,织物,tecido
448,Nadel::N,针,agulha
449,Faden::N,线,fio
450,Knopf::N,纽扣,botão
451,Knoten::N,结,nó
452,Farbe::N,颜色,corante
453,Kleidung::N,衣服,roupa
454,Kleidung::N,衣服,vestuário
455,Hemd::N,衬衫,camisa
456,Kragen::N,领子,gola
457,Ärmel::N,袖子,manga
458,Hose::N,裤子,calça
459,Gürtel::N,腰带,cinto
460,Mütze::N,帽子,boné
461,Mütze::N,帽子,barrete
462,Schuh::N,鞋,sapato
463,Stiefel::N,靴子,bota
464,Ring::N,戒指,anel
465,Band::N,带子,fita
466,Band::N,带子,faixa
467,Kamm::N,梳子,pente
468,Spiegel::N,镜子,espelho
469,Riemen::N,皮带,correia
470,Schnur::N,绳子,corda
471,Schnur::N,绳子,cordel
472,Leine::N,皮带,trela
473,Decke::N,被子,cobertor
474,Kissen::N,软垫,almofada
475,Tuch::N,巾,pano
476,Handtuch::N,手巾,toalha
477,Kraft::N,力,força
478,Stärke::N,力量,força
479,Gesundheit::N,健康,saúde
480,Krankheit::N,病,doença
481,Krankheit::N,病,enfermidade
482,Schmerz::N,痛,dor
483,Wunde::N,伤口,chaga
484,Wunde::N,伤口,ferida
485,Fieber::N,发烧,febre
486,Arznei::N,药,remédio
487,Brücke::N,桥,ponte
488,Brunnen::N,井,poço
489,Weide::N,牧场,pastagem
490,Pfad::N,小路,senda
491,Pfad::N,小路,trilho
492,Weg::N,路,caminho
493,Straße::N,街,via
494,Straße::N,街,estrada
495,Dorf::N,村庄,aldeia
496,Stadt::N,城市,cidade
497,Brief::N,信,carta
498,Buch::N,书,livro
499,Buchstabe::N,字母,letra
500,Zeitung::N,报纸,jornal
501,Leben::N,生命,vida
502,Tod::N,死亡,morte
503,Grab::N,坟墓,túmulo
504,Grab::N,坟墓,sepultura
505,Kirche::N,教堂,igreja
506,Sünde::N,罪,pecado
507,Gott::N,上帝,deus
508,Arbeiter::N,工人,operário
509,Arbeiter::N,工人,trabalhador
510,Chef::N,上司,chefe
511,Chef::N,上司,patrão
512,Meister::N,师傅,mestre
513,Arzt::N,医生,médico
514,Lehrer::N,教师,professor
515,Geld::N,钱,dinheiro
516,Geschäft::N,交易,negócio
517,Laden::N,商店,loja
518,Preis::N,价格,preço
519,Ware::N,商品,mercadoria
520,Nutzen::N,好处,proveito
521,Reichtum::N,财富,riqueza
522,Welt::N,世界,mundo
523,Land::N,国家,país
524,Staat::N,国家,Estado
525,König::N,国王,rei
526,Macht::N,权力,poder
527,Macht::N,权力,potência
528,Grenze::N,边界,fronteira
529,Krieg::N,战争,guerra
530,Feind::N,敌人,inimigo
531,Gewalt::N,暴力,violência
532,Kampf::N,战斗,luta
533,Kampf::N,战斗,combate
534,Bogen[Waffe]::N,弓,arco
535,Pfeil::N,箭,seta
536,Pfeil::N,箭,flecha
537,Gewehr::N,枪,espingarda
538,Fehler::N,错误,erro
539,Fehler::N,错误,falha
540,Lüge::N,谎话,mentira
541,Schaden::N,损失,dano
542,Schaden::N,损失,estrago
543,Unglück::N,不幸,desgraça
544,Schuld::N,过错,culpa
545,Alter::N,年龄,idade
546,Schluss::N,结束,fim
547,Zeit::N,时间,tempo
548,Tag::N,天,dia
549,Morgen::N,早晨,manhã
550,Mittag::N,中午,meio-dia
551,Abend::N,晚上,noite
552,Abend::N,晚上,tardinha
553,Nacht::N,夜,noite
554,Woche::N,星期,semana
555,Monat::N,月,mês
556,Jahr::N,年,ano
557,Frühling::N,春天,primavera
558,Sommer::N,夏天,verão
559,Herbst::N,秋天,outono
560,Winter::N,冬天,inverno
561,Januar::N,一月,Janeiro
562,Februar::N,二月,Fevereiro
563,März::N,三月,Março
564,April::N,四月,Abril
565,Mai::N,五月,Maio
566,Juni::N,六月,Junho
567,Juli::N,七月,Julho
568,August::N,八月,Agosto
569,September::N,九月,Setembro
570,Oktober::N,十月,Outubro
571,November::N,十一月,Novembro
572,Dezember::N,十二月,Dezembro
573,Montag::N,星期一,segunda-feira
574,Dienstag::N,星期二,terça-feira
575,Mittwoch::N,星期三,quarta-feira
576,Donnerstag::N,星期四,quinta-feira
577,Freitag::N,星期五,sexta-feira
578,Samstag::N,星期六,sábado
579,Sonntag::N,星期日,domingo
580,groß::A,大,grande
581,klein::A,小,pequeno
582,lang::A,长,comprido
583,kurz::A,短,curto
584,breit::A,宽,largo
585,schmal::A,细长的,estreito
586,dicht::A,密,denso
587,dick[Gegenstand]::A,厚,grosso
588,dünn::A,薄,delgado
589,fein::A,细小,fino
590,fein::A,细小,subtil
591,fest::A,固体,firme
592,fest::A,固体,sólido
593,flach::A,平坦,plano
594,glatt::A,光滑,liso
595,hart::A,硬,duro
596,weich::A,软,mole
597,rund::A,圆,redondo
598,spitz::A,尖,agudo
599,scharf::A,锋利,afiado
600,stumpf::A,钝,rombo
601,schwer::A,重,pesado
602,schön::A,美丽,belo
603,schön::A,美丽,bonito
604,heiß::A,烫,quente
605,warm::A,暖和,quente
606,kalt::A,冷,frio
607,kühl::A,凉,fresco
608,frisch::A,新鲜,fresco
609,feucht::A,潮湿,húmido
610,nass::A,湿,molhado
611,trocken::A,干,seco
612,voll::A,满,cheio
613,leer::A,空,vazio
614,offen::A,敞开,aberto
615,geschlossen::A,关闭,fechado
616,sauber::A,干净,limpo
617,schmutzig::A,肮脏,sujo
618,roh::A,生,cru
619,reif::A,成熟,maduro
620,lecker::A,好吃,delicioso
621,süß::A,甜,doce
622,bitter::A,苦,amargo
623,sauer::A,酸,azedo
624,hell::A,亮,claro
625,dunkel::A,阴暗,escuro
626,dunkel::A,阴暗,sombrio
627,schwarz::A,黑,preto
628,weiß::A,白,branco
629,rot::A,红,vermelho
630,gelb::A,黄,amarelo
631,blau::A,蓝,azul
632,grün::A,绿,verde
633,grau::A,灰色,cinzento
634,bunt::A,五彩,colorido
635,billig::A,便宜,barato
636,teuer::A,贵,caro
637,wertvoll::A,贵重,valioso
638,wertvoll::A,贵重,precioso
639,blind::A,瞎,cego
640,taub::A,聋,surdo
641,kräftig::A,强壮,forte
642,kräftig::A,强壮,poderoso
643,stark::A,强壮,forte
644,stark::A,强壮,robusto
645,schwach::A,弱,débil
646,fett::A,胖,gordo
647,schlank::A,苗条,esbelto
648,hübsch::A,漂亮,giro
649,hübsch::A,漂亮,bonito
650,böse::A,邪恶,mau
651,dumm::A,笨,parvo
652,dumm::A,笨,estúpido
653,faul::A,懒惰,preguiçoso
654,fleißig::A,勤奋,aplicado
655,fleißig::A,勤奋,diligente
656,geizig::A,吝啬,avarento
657,klug::A,聪明,prudente
658,klug::A,聪明,inteligente
659,geschickt::A,灵巧,hábil
660,lieb::A,可爱,caro
661,lieb::A,可爱,querido
662,lustig::A,快乐,alegre
663,sanft::A,柔和,suave
664,sanft::A,柔和,brando
665,hungrig::A,饥饿,faminto
666,krank::A,患病,doente
667,krank::A,患病,enfermo
668,nackt::A,裸体,nu
669,nackt::A,裸体,despido
670,traurig::A,悲哀,triste
671,lebendig::A,活,vivo
672,gut::A,好,bom
673,schlecht::A,坏,mau
674,schlecht::A,坏,ruim
675,richtig::A,正确,justo
676,richtig::A,正确,correcto
677,schlimm::A,糟糕,mau
678,schlimm::A,糟糕,grave
679,wahr::A,真,verdadeiro
680,alt::A,旧,velho
681,alt::A,旧,antigo
682,neu::A,新,novo
683,ehemalig::A,以前,antigo
684,alt[Lebewesen]::A,老,velho
685,jung::A,年轻,jovem
686,arm::A,贫穷,pobre
687,reich::A,富裕,rico
688,bekannt::A,出名,conhecido
689,berühmt::A,著名,famoso
690,berühmt::A,著名,célebre
691,fremd::A,陌生,alheio
692,fremd::A,陌生,estranho
693,verschieden::A,不同,diverso
694,verschieden::A,不同,diferente
695,nah::A,近,próximo
696,fern::A,遥远,remoto
697,fern::A,遥远,distante
698,linker::A,左,esquerdo
699,rechter::A,右,direito
700,anderer::A,别的,outro
701,erster::A,第一,primeiro
702,zweiter::A,第二,segundo
703,dritter::A,第三,terceiro
704,letzter::A,最后,final
705,letzter::A,最后,último
706,allein::ADV,单独,só
707,auf einmal::ADV,同时,de vez
708,zusammen::ADV,一起,juntos
709,lange::ADV,许久,muito tempo
710,plötzlich::ADV,忽然,de repente
711,sofort::ADV,立刻,imediatamente
712,später::ADV,以后,mais tarde
713,jetzt::ADV,现在,agora
714,heute::ADV,今天,hoje
715,morgen::ADV,明天,amanhã
716,bald::ADV,即将,logo
717,bald::ADV,即将,breve
718,dann::ADV,然后,então
719,dann::ADV,然后,depois
720,gestern::ADV,昨天,ontem
721,einst::ADV,曾经,antigamente
722,damals::ADV,当时,então
723,danach::ADV,随后,logo
724,danach::ADV,随后,depois
725,vorher::ADV,事先,antes
726,zuerst::ADV,首先,primeiro
727,einmal::ADV,一次,uma vez
728,manchmal::ADV,有时,às vezes
729,oft::ADV,时常,muitas vezes
730,immer::ADV,总是,sempre
731,niemals::ADV,从未,nunca
732,hier::ADV,这里,cá
733,hier::ADV,这里,aqui
734,hierhin::ADV,到这里,para cá
735,von hier::ADV,由此,daqui
736,dort::ADV,那里,lá
737,dort::ADV,那里,ali
738,dorthin::ADV,到那里,lá
739,dorthin::ADV,到那里,para lá
740,geradeaus::ADV,一直往前,em frente
741,vorwärts::ADV,向前,avante
742,rückwärts::ADV,向后,para trás
743,zurück::ADV,退后,atrás
744,unten::ADV,下面,debaixo
745,unten::ADV,下面,em baixo
746,hinab::ADV,向下,para baixo
747,oben::ADV,上面,em cima
748,hinauf::ADV,向上,para cima
749,überall::ADV,到处,em toda parte
750,nicht::ADV,不,não
751,ein wenig::ADV,一点儿,um pouco
752,ein wenig::ADV,一点儿,um bocado
753,kaum::ADV,几乎不,apenas
754,sehr::ADV,很,muito
755,so::ADV,如此,tão
756,so::ADV,如此,assim
757,noch::ADV,还,ainda
758,nur::ADV,只,só
759,nur::ADV,只,apenas
760,nur::ADV,只,somente
761,schon::ADV,已经,já
762,wieder::ADV,又,outra vez
763,vor::PRP,在...面前,diante de
764,hinter::PRP,在...背后,atrás de
765,unter::PRP,在...下面,sob
766,unter::PRP,在...下面,debaixo de
767,durch::PRP,穿过,por
768,durch::PRP,穿过,através de
769,neben::PRP,在...旁,junto de
770,neben::PRP,在...旁,ao lado de
771,zwischen::PRP,在...之间,entre
772,wegen::PRP,由于,por
773,wegen::PRP,由于,por causa de
774,dies::PRN,这,isto
775,das::PRN,那,isso
776,das::PRN,那,aquilo
777,alles::PRN,一切,todo
778,ich::PRN,我,eu
779,du::PRN,你,tu
780,er::PRN,他,ele
781,wir::PRN,我们,nós
782,ihr::PRN,你们,vós
783,ihr::PRN,你们,vocês
784,sie::PRN,她,eles
785,was::FPRN,什么,quê
786,wer::FPRN,谁,quem
787,wo::FADV,哪里,onde
788,wohin::FADV,去哪里,aonde
789,wohin::FADV,去哪里,para onde
790,wie::FADV,怎么,como
791,warum::FADV,为什么,porquê
792,warum::FADV,为什么,por que
793,wieviel::FNUM,多少,quanto
794,eins::NUM,一,um
795,zwei::NUM,二,dois
796,drei::NUM,三,três
797,vier::NUM,四,quatro
798,fünf::NUM,五,cinco
799,sechs::NUM,六,seis
800,sieben::NUM,七,sete
801,acht::NUM,八,oito
802,neun::NUM,九,nove
803,zehn::NUM,十,dez
804,elf::NUM,十一,onze
805,zwölf::NUM,十二,doze
806,zwanzig::NUM,二十,vinte
807,dreißig::NUM,三十,trinta
808,vierzig::NUM,四十,quarenta
809,fünfzig::NUM,五十,cinquenta
810,sechzig::NUM,六十,sessenta
811,siebzig::NUM,七十,setenta
812,achtzig::NUM,八十,oitenta
813,neunzig::NUM,九十,noventa
814,hundert::NUM,百,cem
815,hundert::NUM,百,cento
816,tausend::NUM,千,mil
817,und::CNJ,和,e
818,oder::CNJ,或者,ou
819,stehen::V,站,estar em pé
820,sitzen::V,坐,estar sentado
821,liegen::V,躺着,jazer
822,liegen::V,躺着,estar deitado
823,hängen::V,挂着,pender
824,hängen::V,挂着,estar pendurado
825,werden::V,成为,tornar-se
826,passieren::V,发生,acontecer
827,beginnen::V,开始,começar
828,enden::V,终止,acabar
829,enden::V,终止,terminar
830,wechseln::V,变迁,variar
831,wechseln::V,变迁,alternar
832,aufgehen[Sonne]::V,升起,nascer
833,untergehen[Sonne]::V,下落,pôr-se
834,scheinen[Sonne]::V,照射,brilhar
835,donnern::V,打雷,trovejar
836,wehen::V,飘扬,soprar
837,strömen::V,流,correr
838,fließen::V,流动,fluir
839,sich drehen::V,转动,girar
840,schwanken::V,摇摆,oscilar
841,schwingen::V,摇,vibrar
842,fallen::V,坠落,cair
843,brennen::V,燃烧,arder
844,rauchen::V,冒烟,fumegar
845,regnen::V,下雨,chover
846,gefrieren::V,结冰,gelar
847,gefrieren::V,结冰,congelar
848,tauen::V,融化,derreter
849,tauen::V,融化,descongelar
850,schmelzen::V,溶化,fundir-se
851,trocknen::V,变干,secar
852,sieden::V,煮,ferver
853,faulen::V,腐烂,estragar-se
854,verfaulen::V,腐烂,apodrecer
855,reißen::V,撕,romper-se
856,versinken::V,下沉,afundar-se
857,vergehen::V,流逝,passar
858,erscheinen::V,出现,aparecer
859,verschwinden::V,消失,desaparecer
860,sinken::V,下降,descer
861,abnehmen::V,减少,diminuir
862,abnehmen::V,减少,decrescer
863,zunehmen::V,增加,crescer
864,zunehmen::V,增加,aumentar
865,steigen::V,上升,subir
866,wachsen::V,生长,crescer
867,glänzen::V,发光,brilhar
