,Concept_ID,ga,la
154,Wurzel::N,fréamh,radix
155,Baum::N,crann,arbor
156,Stamm::N,stoc,truncus
157,Stamm::N,tamhan,truncus
158,Rinde::N,coirt,cortex
159,Rinde::N,craiceann,cortex
160,Ast::N,géag,ramus
161,Zweig::N,géag,ramus
162,Zweig::N,craobh,ramus
163,Blatt::N,duille,folium
164,Blatt::N,duilleog,folium
165,Birke::N,beith,betulla
166,Birke::N,crann beithe,betulla
167,Kiefer[Baum]::N,péine,pinus
168,Weide[Baum]::N,saileach,salix
169,Tanne::N,giúis,abies
170,Horn::N,adharc,cornu
171,Feder::N,cleite,penna
172,Fell::N,clúmh,pellis
173,Flügel::N,eite,ala
174,Flügel::N,sciathán,ala
175,Klaue::N,crúb,unguis
176,Klaue::N,crobh,unguis
177,Kralle::N,crobh,unguis
178,Schwanz::N,eireaball,cauda
179,Ei::N,ubh,ovum
180,Nest::N,nead,nidus
181,Bau::N,brocais,cavum
182,Bau::N,brocais,latibulum
183,Tier::N,ainmhí,bestia
184,Tier::N,beithíoch,bestia
185,Herde::N,tréad,grex
186,Kuh::N,bó,vacca
187,Bulle::N,tarbh,taurus
188,Pferd::N,each,equus
189,Pferd::N,capall,equus
190,Schaf::N,caora,ovis
191,Schwein::N,muc,sus
192,Schwein::N,muc,porcus
193,Hund::N,madra,canis
194,Katze::N,cat,felis
195,Bär::N,béar,ursus
196,Eichhörnchen::N,iora,sciurus
197,Elch::N,eilc,alces
198,Fuchs::N,sionnach,vulpes
199,Fuchs::N,madra rua,vulpes
200,Hase::N,giorria,lepus
201,Maus::N,luch,mus
202,Wolf::N,mac tíre,lupus
203,Vogel::N,éan,avis
204,Schwarm::N,saithe,examen
205,Huhn::N,cearc,gallina
206,Hahn::N,coileach,gallus
207,Gans::N,gé,anser
208,Adler::N,iolar,aquila
209,Ente::N,lacha,anas
210,Eule::N,ulchabhán,ulula
211,Eule::N,ulchabhán,noctua
212,Kranich::N,grús,grus
213,Krähe::N,caróg,cornix
214,Krähe::N,préachán,cornix
215,Kuckuck::N,cuach,cuculus
216,Schwan::N,eala,olor
217,Schwan::N,eala,cycnus
218,Fisch::N,iasc,piscis
219,Barsch::N,péirse,perca
220,Hecht::N,liús,esox
221,Schlange[Tier]::N,nathair,serpens
222,Wurm::N,péist,vermis
223,Spinne::N,damhán alla,aranea
224,Ameise::N,seangán,formica
225,Laus::N,míol,pediculus
226,Mücke::N,muiscít,culex
227,Mücke::N,corrmhíol,culex
228,Fliege::N,cuil,musca
229,Fliege::N,cuileog,musca
230,Schmetterling::N,féileacán,papilio
231,Beere::N,caor,baca
232,Apfel::N,úll,malum
233,Pilz::N,beacán,fungus
234,Pilz::N,muisiriún,fungus
235,Zwiebel::N,oinniún,cepa
236,Saat::N,síol,seges
237,Korn::N,gráinne,granum
238,Heu::N,féar,faenum
239,Schale::N,scaimh,putamen
240,Grube::N,poll,fovea
241,Falle::N,gaiste,pedica
242,Schlinge::N,sealán,laqueus
243,Spur::N,rian,vestigium
244,Asche::N,luaith,cinis
245,Dreck::N,salachar,lutum
246,Eisen::N,iarann,ferrum
247,Gold::N,ór,aurum
248,Silber::N,airgead,argentum
249,Kohle::N,gual,carbo
250,Glas::N,gloine,vitrum
251,Lehm::N,cré,lutum
252,Sand::N,gaineamh,arena
253,Mensch::N,duine,homo
254,Mann::N,fear,vir
255,Frau::N,bean,mulier
256,Kind::N,gasúr,puer
257,Kind::N,gasúr,infans
258,Kind::N,páiste,puer
259,Kind::N,páiste,infans
260,Junge::N,buachaill,puer
261,Mädchen::N,cailín,puella
262,Familie::N,teaghlach,familia
263,Familie::N,comhluadar,familia
264,Großvater::N,seanathair,avus
265,Großmutter::N,seanmháthair,avia
266,Eltern::N,tuismitheoirí,parentes
267,Vater::N,athair,pater
268,Mutter::N,máthair,mater
269,Sohn::N,mac,filius
270,Tochter::N,iníon,filia
271,Bruder::N,deartháir,frater
272,Schwester::N,deirfiúr,soror
273,Onkel::N,uncail,patruus
274,Onkel::N,uncail,avunculus
275,Tante::N,aintín,amita
276,Ehemann::N,fear céile,maritus
277,Ehefrau::N,bean chéile,uxor
278,Freude::N,áthas,gaudium
279,Freude::N,áthas,laetitia
280,Gelächter::N,gáire,risus
281,Glück::N,séan,felicitas
282,Glück::N,sonas,felicitas
283,Kummer::N,brón,aegritudo
284,Kummer::N,buairt,aegritudo
285,Wunsch::N,guí,voluntas
286,Wunsch::N,guí,desiderium
287,Wunsch::N,achainí,voluntas
288,Wunsch::N,achainí,desiderium
289,Lust::N,fonn,libido
290,Lust::N,fonn,voluptas
291,Geist::N,meon,mens
292,Geist::N,meon,animus
293,Geist::N,spiorad,mens
294,Geist::N,spiorad,animus
295,Gedanke::N,smaoineamh,sententia
296,Gedächtnis::N,cuimhne,memoria
297,Verstand::N,ciall,ratio
298,Verstand::N,ciall,ingenium
299,Verstand::N,intinn,ratio
300,Verstand::N,intinn,ingenium
301,Sinn::N,brí,sensus
302,Sinn::N,ciall,sensus
303,Grund::N,fáth,causa
304,Wahrheit::N,fírinne,veritas
305,Gespräch::N,comhrá,sermo
306,Märchen::N,scéal,fabula
307,Erzählung::N,scéal,fabula
308,Erzählung::N,scéal,narratio
309,Nachricht::N,teachtaireacht,nuntius
310,Neuigkeit::N,scéala,novitas
311,Name::N,ainm,nomen
312,Rätsel::N,tomhas,aenigma
313,Rede::N,óráid,oratio
314,Rede::N,aitheasc,oratio
315,Sprache::N,teanga,lingua
316,Stimme::N,guth,vox
317,Wort::N,focal,verbum
318,Wort::N,focal,vocabulum
319,Zeichen::N,comhartha,signum
320,Ruf::N,glaoch,clamor
321,Lärm::N,torann,strepitus
322,Laut::N,fuaim,sonus
323,Ton::N,ton,sonus
324,Lied::N,amhrán,carmen
325,Ruhe::N,suaimhneas,quies
326,Leute::N,muintir,homines
327,Volk::N,pobal,populus
328,Arbeit::N,obair,labor
329,Gast::N,aoi,hospes
330,Gast::N,aoi,conviva
331,Geschenk::N,féirín,munus
332,Geschenk::N,bronntanas,munus
333,Spiel::N,cluiche,ludus
334,Gesellschaft::N,comhluadar,societas
335,Hilfe::N,cúnamh,auxilium
336,Hilfe::N,cúnamh,subsidium
337,Hilfe::N,cabhair,auxilium
338,Hilfe::N,cabhair,subsidium
339,Freund::N,cara,amicus
340,Kamerad::N,comrádaí,socius
341,Angelegenheit::N,ábhar,res
342,Anzahl::N,líon,numerus
343,Art::N,sórt,genus
344,Art::N,saghas,genus
345,Stück::N,píosa,frustum
346,Stück::N,píosa,fragmentum
347,Teil::N,cuid,pars
348,Teil::N,páirt,pars
349,Hälfte::N,leath,dimidium
350,Kreis::N,ciorcal,orbis
351,Kreis::N,ciorcal,circus
352,Kreuz::N,cros,crux
353,Linie::N,líne,linea
354,Strich::N,stríoc,lineamentum
355,Abstand::N,achar,intervallum
356,Entfernung::N,fad,spatium
357,Gegend::N,ceantar,loca
358,Gegend::N,ceantar,regio
359,Platz::N,áit,locus
360,Platz::N,spás,locus
361,Ort::N,áit,locus
362,Seite::N,taobh,latus
363,Mitte::N,lár,medium
364,Gegenstand::N,ball,res
365,Gegenstand::N,ábhar,res
366,Sache::N,ní,res
367,Sache::N,rud,res
368,Rand::N,imeall,margo
369,Rand::N,ciumhais,margo
370,Kante::N,corr,angulus
371,Kante::N,colbha,angulus
372,Ecke::N,coirnéal,angulus
373,Spitze::N,gob,cacumen
374,Spitze::N,barr,cacumen
375,Ende::N,ceann,caput
376,Ende::N,foirceann,caput
377,Loch::N,poll,foramen
378,Winkel::N,cúinne,angulus
379,Winkel::N,uillinn,angulus
380,Muster::N,patrún,exemplum
381,Größe::N,méid,magnitudo
382,Größe::N,toise,magnitudo
383,Länge::N,fad,longitudo
384,Höhe::N,airde,altitudo
385,Gewicht::N,meáchan,pondus
386,Menge::N,méid,copia
387,Haufen::N,cnap,acervus
388,Reihe::N,líne,ordo
389,Reihe::N,sraith,ordo
390,Boot::N,bád,navicula
391,Ruder::N,rámh,remus
392,Ruder::N,maide rámha,remus
393,Schlitten::N,carr sleamhnáin,sclodia
394,Ski::N,scí,narta
395,Lagerfeuer::N,tine champa,ignis
396,Last::N,ualach,onus
397,Gang::N,siúlóid,cursus
398,Schritt::N,céim,gradus
399,Schritt::N,coiscéim,gradus
400,Norden::N,tuaisceart,septentriones
401,Süden::N,deisceart,meridies
402,Westen::N,iarthar,occidens
403,Osten::N,oirthear,oriens
404,Holz::N,adhmad,lignum
405,Brett::N,clár,tabula
406,Platte::N,leac,lamina
407,Stütze::N,taca,adminiculum
408,Stange::N,polla,pertica
409,Stange::N,cuaille,pertica
410,Stock::N,bata,baculum
411,Stock::N,maide,baculum
412,Stab::N,maide,scipio
413,Stab::N,bachall,scipio
414,Rohr::N,píopa,tubus
415,Haus::N,teach,aedes
416,Heim::N,baile,domicilium
417,Ofen::N,sornóg,fornax
418,Fußboden::N,urlár,solum
419,Tisch::N,bord,mensa
420,Tisch::N,tábla,mensa
421,Stuhl::N,cathaoir,sella
422,Wiege::N,cliabhán,cunae
423,Bett::N,leaba,lectus
424,Regal::N,seilf,foruli
425,Kiste::N,bosca,cista
426,Fenster::N,fuinneoig,fenestra
427,Tür::N,doras,ianua
428,Tor::N,geata,porta
429,Zaun::N,fál,saepes
430,Zaun::N,claí,saepes
431,Dach::N,díon,tectum
432,Leiter::N,dréimire,scalae
433,Besen::N,scuab,scopae
434,Spaten::N,spád,pala
435,Spaten::N,rámhainn,pala
436,Schaufel::N,sluasaid,pala
437,Gabel::N,forc,fuscinula
438,Gabel::N,gabhlóg,fuscinula
439,Löffel::N,spúnóg,coclear
440,Messer::N,scian,culter
441,Nagel::N,tairne,clavus
442,Netz::N,líon,rete
443,Netz::N,eangach,rete
444,Haken::N,croch,hamus
445,Griff::N,cos,manubrium
446,Griff::N,hanla,manubrium
447,Schloss::N,glas,claustra
448,Bild::N,pictiúr,tabula
449,Bild::N,pictiúr,pictura
450,Figur::N,fíor,statunculum
451,Puppe::N,bábóg,pupa
452,Beutel::N,mála,sacculus
453,Beutel::N,mealbhóg,sacculus
454,Bündel::N,beart,fascis
455,Tasche::N,mála,sacculus
456,Eimer::N,buicéad,situla
457,Deckel::N,clár,operculum
458,Deckel::N,claibín,operculum
459,Geschirr::N,soithí,vasa
460,Geschirr::N,gréithe,vasa
461,Sack::N,sac,saccus
462,Sack::N,mála,saccus
463,Tasse::N,cupán,pocillum
464,Topf::N,pota,olla
465,Kessel::N,citeal,aenum
466,Essen::N,béile,cena
467,Nahrung::N,bia,cibus
468,Nahrung::N,bia,alimenta
469,Speise::N,mias,cibus
470,Fleisch::N,feoil,caro
471,Getreide::N,grán,frumentum
472,Getreide::N,arbhar,frumentum
473,Brei::N,brúitín,puls
474,Brot::N,arán,panis
475,Scheibe::N,píosa,frustum
476,Scheibe::N,slisne,frustum
477,Fett::N,saill,pingue
478,Fett::N,méathras,pingue
479,Butter::N,im,butȳrum
480,Öl::N,ola,oleum
481,Salz::N,salann,sal
482,Suppe::N,sú,ius
483,Suppe::N,anraith,ius
484,Honig::N,mil,mel
485,Milch::N,bainne,lac
486,Tee::N,tae,thea
487,Leder::N,leathar,corium
488,Wolle::N,olann,lana
489,Stoff::N,éadach,textum
490,Nadel::N,snáthaid,acus
491,Faden::N,snáth,filum
492,Knopf::N,cnaipe,bulla
493,Knoten::N,snaidhm,nodus
494,Farbe::N,péint,pigmentum
495,Kleidung::N,éadaí,vestimenta
496,Hemd::N,léine,tunica
497,Kragen::N,bóna,collare
498,Ärmel::N,muinchille,manica
499,Hose::N,bríste,bracae
500,Hose::N,treabhsar,bracae
501,Gürtel::N,crios,cingulum
502,Mütze::N,caipín,pilleus
503,Schuh::N,bróg,calceus
504,Stiefel::N,buatais,pero
505,Stiefel::N,buatais,caliga
506,Ring::N,fáinne,anulus
507,Band::N,ribín,redimiculum
508,Kamm::N,cíor,pecten
509,Spiegel::N,scáthán,speculum
510,Riemen::N,iall,lorum
511,Riemen::N,strapa,lorum
512,Schnur::N,téad,linum
513,Schnur::N,sreangán,linum
514,Leine::N,iall,retinaculum
515,Decke::N,pluid,lodix
516,Decke::N,blaincéad,lodix
517,Kissen::N,piliúr,pulvinus
518,Kissen::N,adhartán,pulvinus
519,Tuch::N,scaif,velum
520,Handtuch::N,tuáille,mantele
521,Kraft::N,fórsa,vis
522,Stärke::N,neart,robur
523,Gesundheit::N,sláinte,valetudo
524,Krankheit::N,tinneas,morbus
525,Krankheit::N,breoiteacht,morbus
526,Schmerz::N,pian,dolor
527,Wunde::N,goin,vulnus
528,Fieber::N,fiabhras,febris
529,Arznei::N,cógas,remedium
530,Brücke::N,droichead,pons
531,Brunnen::N,tobar,puteus
532,Weide::N,féarach,pascua
533,Pfad::N,cosán,semita
534,Pfad::N,conair,semita
535,Weg::N,slí,iter
536,Weg::N,bealach,iter
537,Straße::N,bóthar,via
538,Dorf::N,sráidbhaile,vicus
539,Stadt::N,baile,urbs
540,Stadt::N,baile,oppidum
541,Stadt::N,cathair,urbs
542,Stadt::N,cathair,oppidum
543,Brief::N,litir,epistula
544,Buch::N,cín,liber
545,Buch::N,leabhar,liber
546,Buchstabe::N,litir,littera
547,Zeitung::N,nuachtán,diurnum
548,Leben::N,saol,vita
549,Leben::N,beatha,vita
550,Tod::N,bás,mors
551,Grab::N,uaigh,sepulcrum
552,Kirche::N,eaglais,ecclesia
553,Sünde::N,peaca,peccatum
554,Gott::N,dia,deus
555,Arbeiter::N,oibrí,operarius
556,Chef::N,saoiste,praefectus
557,Chef::N,ceannasaí,praefectus
558,Meister::N,máistir,magister
559,Arzt::N,lia,medicus
560,Arzt::N,dochtúir,medicus
561,Lehrer::N,oide,magister
562,Lehrer::N,múinteoir,magister
563,Geld::N,airgead,aes
564,Geld::N,airgead,pecunia
565,Geschäft::N,gnó,negotium
566,Laden::N,siopa,taberna
567,Preis::N,praghas,pretium
568,Ware::N,earra,merx
569,Nutzen::N,tairbhe,utilitas
570,Reichtum::N,rachmas,opes
571,Reichtum::N,rachmas,divitiae
572,Reichtum::N,saibhreas,opes
573,Reichtum::N,saibhreas,divitiae
574,Welt::N,domhan,mundus
575,Land::N,tír,terra
576,Staat::N,stát,res publica
577,König::N,rí,rex
578,Macht::N,cumhacht,potestas
579,Grenze::N,críoch,limes
580,Grenze::N,teorainn,limes
581,Krieg::N,cogadh,bellum
582,Feind::N,namhaid,inimicus
583,Gewalt::N,foréigean,vis
584,Kampf::N,troid,pugna
585,Bogen[Waffe]::N,bogha,arcus
586,Pfeil::N,saighead,sagitta
587,Gewehr::N,gunna,sclopetum
588,Fehler::N,botún,error
589,Fehler::N,meancóg,error
590,Lüge::N,bréag,mendacium
591,Lüge::N,éitheach,mendacium
592,Schaden::N,dochar,damnum
593,Schaden::N,dochar,detrimentum
594,Schaden::N,damáiste,damnum
595,Schaden::N,damáiste,detrimentum
596,Unglück::N,drochrath,miseria
597,Unglück::N,drochrath,calamitas
598,Schuld::N,locht,culpa
599,Schuld::N,milleán,culpa
600,Alter::N,aois,aetas
601,Schluss::N,deireadh,finis
602,Zeit::N,am,tempus
603,Zeit::N,aimsir,tempus
604,Tag::N,lá,dies
605,Morgen::N,maidin,mane
606,Mittag::N,nóin,meridies
607,Abend::N,tráthnóna,vesper
608,Nacht::N,oíche,nox
609,Woche::N,seachtain,septimana
610,Monat::N,mí,mensis
611,Jahr::N,bliain,annus
612,Frühling::N,earrach,ver
613,Sommer::N,samhradh,aestas
614,Herbst::N,fómhar,autumnus
615,Winter::N,geimhreadh,hiems
616,Januar::N,Eanáir,Ianuarius
617,Februar::N,Feabhra,Februarius
618,März::N,Márta,Martius
619,April::N,Aibreán,Aprilis
620,Mai::N,Bealtaine,Maius
621,Juni::N,Meitheamh,Iunius
622,Juli::N,Iúil,Iulius
623,August::N,Lúnasa,Augustus
624,September::N,Meán Fómhair,September
625,Oktober::N,Deireadh Fómhair,Octobris
626,November::N,Samhain,Novembris
627,November::N,Mí na Samhna,Novembris
628,Dezember::N,Mí na Nollag,December
629,Montag::N,Luan,dies lunae
630,Montag::N,Dé Luain,dies lunae
631,Dienstag::N,Máirt,dies Martis 
632,Dienstag::N,Dé Máirt,dies Martis 
633,Mittwoch::N,Céadaoin,dies Mercurii
634,Mittwoch::N,Dé Céadaoin,dies Mercurii
635,Donnerstag::N,Déardaoin,dies Iovis
636,Freitag::N,Aoine,dies Veneris
637,Freitag::N,Dé hAoine,dies Veneris
638,Samstag::N,Satharn,dies Saturni
639,Samstag::N,Dé Sathairn,dies Saturni
640,Sonntag::N,Domhnach,dominicus
641,Sonntag::N,Domhnach,dies solis
642,Sonntag::N,Dé Domhnaigh,dominicus
643,Sonntag::N,Dé Domhnaigh,dies solis
644,groß::A,mór,magnus
645,klein::A,beag,parvus
646,lang::A,fada,longus
647,kurz::A,gearr,brevis
648,kurz::A,gairid,brevis
649,breit::A,leathan,latus
650,breit::A,fairsing,latus
651,schmal::A,cúng,angustus
652,dicht::A,dlúth,densus
653,dick[Gegenstand]::A,tiubh,crassus
654,dünn::A,caol,tenuis
655,dünn::A,tanaí,tenuis
656,fein::A,scáinte,subtilis
657,fein::A,fíneálta,subtilis
658,fest::A,daingean,solidus
659,fest::A,daingean,stabilis
660,flach::A,cothrom,planus
661,glatt::A,mín,levis
662,glatt::A,sleamhain,levis
663,hart::A,crua,durus
664,weich::A,bog,mollis
665,rund::A,cruinn,rotundus
666,spitz::A,gobach,acutus
667,spitz::A,biorach,acutus
668,scharf::A,géar,acer
669,scharf::A,faobhrach,acer
670,stumpf::A,maol,hebes
671,schwer::A,trom,gravis
672,schön::A,álainn,pulcher
673,schön::A,álainn,formosus
674,heiß::A,te,fervidus
675,warm::A,te,calidus
676,kalt::A,fuar,frigidus
677,kühl::A,fionnuar,frigidus
678,frisch::A,úr,recens
679,frisch::A,friseáilte,recens
680,feucht::A,tais,umidus
681,nass::A,fliuch,madidus
682,trocken::A,tirim,aridus
683,voll::A,lán,plenus
684,leer::A,folamh,vacuus
685,offen::A,oscailte,apertus
686,geschlossen::A,dúnta,clausus
687,geschlossen::A,druidte,clausus
688,sauber::A,glan,lautus
689,schmutzig::A,salach,sordidus
690,roh::A,amh,crudus
691,reif::A,aibí,maturus
692,lecker::A,blasta,delicatus
693,süß::A,milis,dulcis
694,bitter::A,searbh,amarus
695,bitter::A,searbh,acerbus
696,sauer::A,géar,acidus
697,sauer::A,searbh,acidus
698,hell::A,geal,clarus
699,hell::A,soilseach,clarus
700,dunkel::A,dorcha,obscurus
701,schwarz::A,dubh,niger
702,weiß::A,bán,albus
703,rot::A,dearg,ruber
704,gelb::A,buí,flavus
705,blau::A,gorm,caeruleus
706,grün::A,glas,viridis
707,grün::A,uaine,viridis
708,grau::A,liath,canus
709,bunt::A,ildathach,varius
710,bunt::A,dathannach,varius
711,billig::A,saor,vilis
712,teuer::A,daor,carus
713,teuer::A,costasach,carus
714,wertvoll::A,luachmhar,pretiosus
715,blind::A,dall,caecus
716,blind::A,caoch,caecus
717,taub::A,bodhar,surdus
718,kräftig::A,cumhachtach,robustus
719,stark::A,tréan,firmus
720,stark::A,tréan,validus
721,stark::A,láidir,firmus
722,stark::A,láidir,validus
723,schwach::A,lag,debilis
724,schwach::A,lag,infirmus
725,schwach::A,fann,debilis
726,schwach::A,fann,infirmus
727,fett::A,ramhar,crassus
728,schlank::A,caol,procerus
729,schlank::A,seang,procerus
730,hübsch::A,álainn,pulcher
731,hübsch::A,dathúil,pulcher
732,böse::A,olc,improbus
733,dumm::A,dúr,stultus
734,dumm::A,dúr,stupidus
735,dumm::A,amaideach,stultus
736,dumm::A,amaideach,stupidus
737,faul::A,falsa,piger
738,faul::A,leisciúil,piger
739,fleißig::A,dícheallach,sedulus
740,geizig::A,barainneach,avarus
741,geizig::A,sprionlaithe,avarus
742,klug::A,cliste,prudens
743,geschickt::A,oilte,sollers
744,geschickt::A,ealaíonta,sollers
745,lieb::A,dil,carus
746,lieb::A,dílis,carus
747,lustig::A,aerach,iocosus
748,lustig::A,meidhreach,iocosus
749,sanft::A,bog,clemens
750,sanft::A,séimh,clemens
751,hungrig::A,ocrach,impastus
752,krank::A,tinn,aeger
753,krank::A,breoite,aeger
754,nackt::A,nocht,nudus
755,traurig::A,brónach,maestus
756,lebendig::A,beo,vivus
757,gut::A,maith,bonus
758,schlecht::A,dona,malus
759,schlecht::A,droch-,malus
760,richtig::A,ceart,rectus
761,schlimm::A,gránna,malus
762,schlimm::A,tubaisteach,malus
763,wahr::A,fíor,verus
764,alt::A,sean,antiquus
765,neu::A,úr,novus
766,neu::A,nua,novus
767,ehemalig::A,iar-,pristinus
768,ehemalig::A,sean-,pristinus
769,alt[Lebewesen]::A,sean,vetus
770,alt[Lebewesen]::A,aosta,vetus
771,jung::A,óg,iuvenis
772,arm::A,bocht,pauper
773,reich::A,saibhir,dives
774,reich::A,rachmasach,dives
775,bekannt::A,atá eolas air,notus
776,berühmt::A,cailiúil,celeber
777,berühmt::A,cailiúil,illustris
778,berühmt::A,clúiteach,celeber
779,berühmt::A,clúiteach,illustris
780,fremd::A,coimhthíoch,peregrinus
781,verschieden::A,éagsúil,varius
782,verschieden::A,difriúil,varius
783,nah::A,gar,propinquus
784,nah::A,deas,propinquus
785,fern::A,i bhfad uainn,longinquus
786,fern::A,i bhfad i gcéin,longinquus
787,linker::A,clé,sinister
788,rechter::A,deas,dexter
789,anderer::A,eile,alius
790,erster::A,céad,primus
791,zweiter::A,dóú,secundus
792,zweiter::A,dara,secundus
793,dritter::A,tríú,tertius
794,dritter::A,treas,tertius
795,letzter::A,déanach,ultimus
796,letzter::A,deireanach,ultimus
797,allein::ADV,i d'aonar,solum
798,auf einmal::ADV,ag an am céanna,simul
799,zusammen::ADV,le chéile,una
800,zusammen::ADV,in eineacht,una
801,lange::ADV,fada,diu
802,plötzlich::ADV,go tobann,subito
803,plötzlich::ADV,go tobann,repente
804,plötzlich::ADV,i dtobainne,subito
805,plötzlich::ADV,i dtobainne,repente
806,sofort::ADV,ar an toirt,statim
807,sofort::ADV,ar an bpointe,statim
808,später::ADV,níos déanaí,postea
809,jetzt::ADV,anois,nunc
810,heute::ADV,inniu,hodie
811,morgen::ADV,amárach,cras
812,bald::ADV,go luath,mox
813,bald::ADV,gan mhoill,mox
814,dann::ADV,ansin,deinde
815,gestern::ADV,inné,heri
816,einst::ADV,tráth,olim
817,einst::ADV,uair amháin,olim
818,damals::ADV,ag an am,tum
819,damals::ADV,an t-am sin,tum
820,danach::ADV,ina dhiaidh sin,postea
821,vorher::ADV,cheana,antea
822,vorher::ADV,roimhe sin,antea
823,zuerst::ADV,ar dtús,primo
