,Concept_ID,ps,fa
375,Mitte::N,وسط,میان
376,Mitte::N,مینځ,وسط
377,Mitte::N,مینځ,میان
378,Gegenstand::N,شی,چیز
379,Sache::N,شی,چیز
380,Sache::N,څيز,چیز
381,Rand::N,څنډه,کنار
382,Rand::N,څنډه,حاشیه
383,Rand::N,کناره,کنار
384,Rand::N,کناره,حاشیه
385,Kante::N,اړخ,لبه
386,Ecke::N,ګوټ,گوشه
387,Spitze::N,څوکه,سر
388,Spitze::N,څوکه,نوک
389,Ende::N,څوکه,ته
390,Ende::N,څوکه,آخر
391,Loch::N,سوری,سوراخ
392,Winkel::N,کنج,کنج
393,Winkel::N,کوتی,کنج
394,Muster::N,نمونه,نقش
395,Größe::N,قد,قد
396,Größe::N,قد,بزرگی
397,Größe::N,لويوالی,قد
398,Größe::N,لويوالی,بزرگی
399,Länge::N,طول,طول
400,Länge::N,اوږد والی,طول
401,Höhe::N,جګوالی,بلندی
402,Gewicht::N,وزن,وزن
403,Menge::N,اندازه,مقدار
404,Menge::N,اندازه,اندازه
405,Haufen::N,کوټه,توده
406,Reihe::N,صف,ردیف
407,Reihe::N,کتار,ردیف
408,Boot::N,قايق,قایق
409,Ruder::N,چپه,پارو
410,Schlitten::N,ښویېدونی,سورتمه
411,Ski::N,سکي,اسکی
412,Lagerfeuer::N,اور,آتش
413,Last::N,بار,بار
414,Last::N,بار,سنگینی
415,Last::N,پېټی,بار
416,Last::N,پېټی,سنگینی
417,Gang::N,تګ,راه رفتن
418,Schritt::N,ګام,قدم
419,Norden::N,شمال,شمال
420,Süden::N,سوېل,جنوب
421,Westen::N,لوېدېځ,غرب
422,Osten::N,شرق,شرق
423,Osten::N,ختیځ,شرق
424,Holz::N,لرګی,چوب
425,Brett::N,تخته,تخته
426,Platte::N,تخته,صفحه
427,Stütze::N,تکیوان,تکیه
428,Stange::N,ډاګه,میله
429,Stock::N,لرګی,چوب
430,Stab::N,چيخله,عصا
431,Rohr::N,نل,لوله
432,Haus::N,کور,منزل
433,Heim::N,کور,خانه
434,Heim::N,کور,کاشانه
435,Ofen::N,تودنۍ,بخاری
436,Fußboden::N,غولی,کف اتاق
437,Tisch::N,مېز,میز
438,Stuhl::N,چوکۍ,صندلی
439,Wiege::N,زانګو,گهواره
440,Bett::N,کټ,تختخواب
441,Bett::N,چپرکټ,تختخواب
442,Regal::N,تاخچۍ,قفسه
443,Kiste::N,صندوق,صندوق
444,Fenster::N,کړکۍ,پنجره
445,Tür::N,دروازه,در
446,Tür::N,دروازه,درب
447,Tor::N,دروازه,دروازه
448,Zaun::N,کټاره,حصار
449,Dach::N,بام,بام
450,Leiter::N,زينه,نردبان
451,Besen::N,جارو,جارو
452,Spaten::N,یوم,بیل
453,Schaufel::N,بېلچه,بیل
454,Schaufel::N,بېلچه,پارو
455,Gabel::N,پنجه,چنگال
456,Löffel::N,کاشوغه,قاشق
457,Messer::N,چاقو,کارد
458,Nagel::N,ميخ,میخ
459,Netz::N,جال,تور
460,Netz::N,جال,شبکه
461,Haken::N,څنګک,قلاب
462,Griff::N,لاستی,دسته
463,Schloss::N,کلپ,قفل
464,Bild::N,رسم,عکس
465,Bild::N,رسم,تصویر
466,Figur::N,قدوقامت,تندیس
467,Puppe::N,ګوډۍ,عروسک
468,Beutel::N,کڅوړه,کیسه
469,Bündel::N,دسته,بسته
470,Tasche::N,بکس,کیف
471,Tasche::N,توبره,کیف
472,Eimer::N,سطل,سطل
473,Deckel::N,سرپوښ,در
474,Geschirr::N,لوښی,ظرف
475,Sack::N,جوال,گونی
476,Tasse::N,پیاله,فنجان
477,Topf::N,دېګی,دیگ
478,Topf::N,دېګی,قابلمه
479,Kessel::N,دېګ,دیگ
480,Essen::N,خوراک,خوراک
481,Nahrung::N,خوراک,غذا
482,Speise::N,خواړه,خوراک
483,Fleisch::N,غوښه,گوشت
484,Getreide::N,غله,غله
485,Brei::N,اوګره,فرنی
486,Brei::N,اوګره,حریره
487,Brot::N,ډوډۍ,نان
488,Scheibe::N,مړۍ,قاچ
489,Scheibe::N,مړۍ,لزگه
490,Fett::N,غوړي,چربی
491,Butter::N,کوچ,کره
492,Öl::N,تېل,روغن
493,Salz::N,مالګه,نمک
494,Suppe::N,شوربا,آش
495,Suppe::N,شوربا,سوپ
496,Honig::N,شات,عسل
497,Milch::N,شوده,شیر
498,Tee::N,چای,چای
499,Leder::N,څرمن,چرم
500,Wolle::N,پشم,پشم
501,Stoff::N,ټوټه,پارچه
502,Nadel::N,ستن,سوزن
503,Faden::N,تار,نخ
504,Knopf::N,تڼۍ,دکمه
505,Knopf::N,تکمه,دکمه
506,Knoten::N,غوټه,گره
507,Farbe::N,رنګ,رنگ
508,Kleidung::N,کالي,لباس
509,Kleidung::N,کالي,پوشاک
510,Hemd::N,کميس,پیراهن
511,Kragen::N,غاړه,یقه
512,Ärmel::N,لستوڼی,آستین
513,Hose::N,پطلون,شلوار
514,Gürtel::N,کمربند,کمر‌بند
515,Mütze::N,خولۍ,کلاه
516,Schuh::N,بوټ,کفش
517,Stiefel::N,موزه,چکمه
518,Ring::N,ګوته,حلقه
519,Ring::N,ګوته,انگشتر
520,Band::N,فيته,نوار
521,Band::N,فيته,روبان
522,Kamm::N,ګمنځ,شانه
523,Spiegel::N,ایینه,آینه
524,Spiegel::N,هنداره,آینه
525,Riemen::N,تسمه,تسمه
526,Schnur::N,مزی,ریسمان
527,Leine::N,رسۍ,قلاده
528,Decke::N,بړستن,پتو
529,Kissen::N,بالښت,بالش
530,Tuch::N,ټیکری,شال
531,Handtuch::N,دسمال,حوله
532,Kraft::N,زور,نیرو
533,Kraft::N,توان,نیرو
534,Stärke::N,قوت,زور
535,Gesundheit::N,صحت,سلامتی
536,Gesundheit::N,صحت,تندرستی
537,Gesundheit::N,روغتیا,سلامتی
538,Gesundheit::N,روغتیا,تندرستی
539,Krankheit::N,مرض,بیماری
540,Krankheit::N,ناروغي,بیماری
541,Schmerz::N,درد,درد
542,Wunde::N,ټپ,زخم
543,Wunde::N,زخم,زخم
544,Fieber::N,تبه,تب
545,Arznei::N,دوا,دارو
546,Arznei::N,دارو,دارو
547,Brücke::N,پول,پل
548,Brunnen::N,څاه,چاه
549,Brunnen::N,کوهی,چاه
550,Weide::N,وله,چراگاه
551,Pfad::N,تړه,راه
552,Weg::N,لیار,راه
553,Weg::N,لیار,طریق
554,Straße::N,سړک,راه
555,Straße::N,سړک,جاده
556,Dorf::N,کلی,ده
557,Dorf::N,کلی,روستا
558,Stadt::N,ښار,شهر
559,Brief::N,لیک,نامه
560,Brief::N,مکتوب,نامه
561,Buch::N,کتاب,کتاب
562,Buchstabe::N,حرف,حرف
563,Buchstabe::N,توری,حرف
564,Zeitung::N,اخبار,روزنامه
565,Leben::N,ژوند,عمر
566,Leben::N,ژوند,زندگی
567,Tod::N,مرګ,مرگ
568,Tod::N,مړینه,مرگ
569,Grab::N,قبر,گور
570,Grab::N,قبر,مزار
571,Grab::N,ډورۍ,گور
572,Grab::N,ډورۍ,مزار
573,Kirche::N,کلیسا,کلیسا
574,Sünde::N,ګناه,بزه
575,Sünde::N,ګناه,گناه
576,Gott::N,خدای,خدا
577,Arbeiter::N,کاریګر,کارگر
578,Chef::N,آمر,رئیس
579,Meister::N,استاد,استاد
580,Arzt::N,طبیب,پزشک
581,Arzt::N,ډاکټر,پزشک
582,Lehrer::N,معلم,معلم
583,Lehrer::N,معلم,آموزگار
584,Lehrer::N,ښوونکی,معلم
585,Lehrer::N,ښوونکی,آموزگار
586,Geld::N,پیسې,پول
587,Geschäft::N,سوداګري,کار
588,Geschäft::N,سوداګري,بیزنس
589,Laden::N,دکان,دکان
590,Laden::N,دکان,مغازه
591,Laden::N,مغازه,دکان
592,Laden::N,مغازه,مغازه
593,Preis::N,بیه,بها
594,Preis::N,بیه,قیمت
595,Ware::N,مال,جنس
596,Ware::N,مال,کالا
597,Nutzen::N,ګټه,مزیت
598,Nutzen::N,ګټه,امتیاز
599,Reichtum::N,شتمني,مال
600,Reichtum::N,شتمني,ثروت
601,Welt::N,نړۍ,دنیا
602,Welt::N,دنیا,دنیا
603,Land::N,هېواد,کشور
604,Land::N,هېواد,مملکت
605,Staat::N,دولت,دولت
606,König::N,باچا,شاه
607,König::N,باچا,پادشاه
608,König::N,پادشاه,شاه
609,König::N,پادشاه,پادشاه
610,Macht::N,قدرت,قدرت
611,Macht::N,قدرت,اختیار
612,Grenze::N,حد,مرز
613,Grenze::N,سرحد,مرز
614,Krieg::N,جګړه,جنگ
615,Feind::N,دښمن,دشمن
616,Gewalt::N,زور,زور
617,Gewalt::N,زور,خشونت
618,Gewalt::N,تشدد,زور
619,Gewalt::N,تشدد,خشونت
620,Kampf::N,جنګ,نبرد
621,Kampf::N,جنګ,مبارزه
622,Kampf::N,مبارزه,نبرد
623,Kampf::N,مبارزه,مبارزه
624,Bogen[Waffe]::N,لیندۍ,کمان
625,Pfeil::N,غشی,تیر
626,Gewehr::N,ټوپک,تفنگ
627,Fehler::N,خطا,غلط
628,Fehler::N,خطا,اشتباه
629,Fehler::N,غلطي,غلط
630,Fehler::N,غلطي,اشتباه
631,Lüge::N,دروغ,دروغ
632,Schaden::N,زیان,آسیب
633,Schaden::N,زیان,خسارت
634,Schaden::N,تاوان,آسیب
635,Schaden::N,تاوان,خسارت
636,Unglück::N,بدبختي,بلا
637,Schuld::N,ګناه,گناه
638,Schuld::N,ګناه,تقصیر
639,Alter::N,منګ,سن
640,Alter::N,منګ,عمر
641,Schluss::N,اخر,انتها
642,Zeit::N,وخت,وقت
643,Zeit::N,وخت,زمان
644,Tag::N,ورځ,روز
645,Morgen::N,سبا,صبح
646,Morgen::N,سهار,صبح
647,Mittag::N,غرمه,ظهر
648,Abend::N,ماښام,شب
649,Abend::N,ماښام,عصر
650,Nacht::N,شپه,شب
651,Woche::N,اونۍ,هفته
652,Monat::N,مياشت,ماه
653,Jahr::N,کال,سال
654,Frühling::N,پسرلی,بهار
655,Sommer::N,دوبی,تابستان
656,Herbst::N,منی,پاییز
657,Herbst::N,خزان,پاییز
658,Winter::N,ژمی,زمستان
659,Januar::N,جنوري,ژانویه
660,Februar::N,فبروري,فوریه
661,März::N,مارچ,مارس
662,April::N,اپریل,آوریل
663,Mai::N,مې,مه
664,Juni::N,جون,ژوئن
665,Juli::N,جولای,ژویه
666,August::N,اګست,اوت
667,September::N,سپټامبر,سپتامبر
668,Oktober::N,اکتوبر,اکتبر
669,November::N,نومبر,نوامبر
670,Dezember::N,دسمبر,دسامبر
671,Montag::N,دوشنبه,دو‌شنبه
672,Dienstag::N,سه شنبه,سه‌شنبه
673,Mittwoch::N,چارشنبه,چهار‌شنبه
674,Donnerstag::N,پنجشنبه,پنج شنبه
675,Freitag::N,جمعه,جمعه
676,Samstag::N,خالي,شنبه
677,Sonntag::N,یکشنبه,یکشنبه
678,groß::A,لوی,بزرگ
679,klein::A,وړوکی,کوچک
680,lang::A,اوړد,بلند
681,kurz::A,لنډ,کوتاه
682,breit::A,پراخه,پهن
683,schmal::A,تنګ,تنگ
684,schmal::A,تنګ,نازک
685,dicht::A,ګڼ,چگال
686,dicht::A,ګڼ,انبوه
687,dick[Gegenstand]::A,پنډ,ضخیم
688,dünn::A,نری,نازک
689,fein::A,نازک,ریز
690,fein::A,نازک,باریک
691,fest::A,کلک,محکم
692,fest::A,ټینګ,محکم
693,flach::A,هوار,صاف
694,flach::A,هوار,مسطح
695,glatt::A,ښوی,لیز
696,hart::A,کلک,سفت
697,weich::A,نرم,نرم
698,weich::A,نرم,ملایم
699,weich::A,پوست,نرم
700,weich::A,پوست,ملایم
701,rund::A,ګرد,گرد
702,spitz::A,تېره,تیز
703,spitz::A,تېره,نوک‌تیز
704,scharf::A,تېز,تیز
705,scharf::A,تېز,برنده
706,scharf::A,تېره,تیز
707,scharf::A,تېره,برنده
708,stumpf::A,پڅ,کند
709,schwer::A,دروند,سنگین
710,schön::A,ښکلی,زیبا
711,heiß::A,تود,داغ
712,warm::A,تود,گرم
713,kalt::A,ېخ,سرد
714,kalt::A,سوړ,سرد
715,kühl::A,ېخ,خنک
716,kühl::A,سوړ,خنک
717,frisch::A,تازه,تازه
718,feucht::A,مرطوب,مرطوب
719,nass::A,لوند,تر
720,nass::A,لوند,خیش
721,trocken::A,وچ,خشک
722,voll::A,ډک,پر
723,leer::A,خالی,خالی
724,offen::A,خلاص,باز
725,offen::A,پرانیستی,باز
726,geschlossen::A,تړلی,بسته
727,sauber::A,پاک,پاک
728,sauber::A,پاک,تمیز
729,schmutzig::A,چټل,کثیف
730,schmutzig::A,چټل,آلوده
731,roh::A,خام,خام
732,reif::A,پوخ,رسیده
733,reif::A,رسېدلی,رسیده
734,lecker::A,خوندور,لذیذ
735,lecker::A,خوندور,خوشمزه
736,lecker::A,مزه دار,لذیذ
737,lecker::A,مزه دار,خوشمزه
738,süß::A,خوږ,شیرین
739,süß::A,شیرین,شیرین
740,bitter::A,تریخ,تلخ
741,sauer::A,ټاک,ترش
742,sauer::A,تريو,ترش
743,hell::A,روڼ,روشن
744,hell::A,روښان,روشن
745,dunkel::A,تیاره,تاریک
746,schwarz::A,تور,سیاه
747,weiß::A,سپين,سفید
748,rot::A,سور,سرخ
749,rot::A,سور,قرمز
750,gelb::A,زېړ,زرد
751,blau::A,شین,آبی
752,blau::A,اسماني رنګه,آبی
753,grün::A,زرغون,سبز
754,grau::A,خړ,طوسی
755,grau::A,خړ,خاکستری
756,bunt::A,رنګارنګ,رنگارنگ
757,billig::A,ارزان,ارزان
758,teuer::A,ګران,گران
759,wertvoll::A,قیمتي,قیمتی
760,wertvoll::A,قیمتي,گرانبها
761,blind::A,ړوند,کور
762,blind::A,ړوند,نابینا
763,taub::A,کوڼ,کر
764,taub::A,کوڼ,ناشنوا
765,kräftig::A,قوی,قوی
766,stark::A,قوی,قوی
767,stark::A,قوی,نیرومند
768,stark::A,تکړه,قوی
769,stark::A,تکړه,نیرومند
770,schwach::A,ضعیف,ضعیف
771,schwach::A,کمزوری,ضعیف
772,fett::A,چاغ,چرب
773,schlank::A,خوش اندام,باریک‌اندام
774,hübsch::A,ښکلی,قشنگ
775,hübsch::A,ښکلی,خوشگل
776,hübsch::A,ښایسته,قشنگ
777,hübsch::A,ښایسته,خوشگل
778,böse::A,شریر,بد
