,Concept_ID,ps,fa
1430,begreifen::V,رسېدل,درک کردن
1431,begreifen::V,پوهېدل,فهمیدن
1432,begreifen::V,پوهېدل,درک کردن
1433,verstehen::V,پوهېدل,فهمیدن
1434,lernen::V,زده کول,آموختن
1435,lernen::V,زده کول,یاد گرفتن
1436,lernen::V,درس لوستل,آموختن
1437,lernen::V,درس لوستل,یاد گرفتن
1438,wissen::V,پوهېدل,دانستن
1439,sich erinnern an::V,یادول,به یاد آوردن
1440,sich erinnern an::V,په یاد راوړل,به یاد آوردن
1441,vergessen::V,هېرول,فراموش کردن
1442,messen::V,اندازه کول,اندازه گرفتن
1443,zählen::V,شمارل,شمردن
1444,rechnen::V,حسابول,حساب کردن
1445,lesen::V,لوستل,خواندن
1446,malen::V,رسمول,نقاشی کردن
1447,zeichnen::V,رسمول,کشیدن
1448,zeichnen::V,رسمول,رسم کردن
1449,schreiben::V,لیکل,نوشتن
1450,besitzen::V,لرل,داشتن
1451,kaufen::V,رانیول,خریدن
1452,kaufen::V,رانیول,خرید کردن
1453,verkaufen::V,خرڅول,فروختن
1454,bezahlen::V,تأدیه کول,پرداختن
1455,zahlen::V,کسات اخيستل,پرداخت کردن
1456,beherrschen::V,تسلط لرل,مسلط بودن
1457,ertragen::V,زغمل,تحمل کردن
1458,Barsch::N,,ماهی خاردار
1459,Hecht::N,,اردک ماهی
