,Concept_ID,ta,ml
135,Bau::N,குகை,മാളം
136,Tier::N,விலங்கு,മൃഗം
137,Herde::N,கூட்டம்,കൂട്ടം
138,Kuh::N,பசு,പശു
139,Bulle::N,காளை,കാള
140,Pferd::N,குதிரை,കുതിര
141,Schaf::N,செம்மறிஆடு,ആട്
142,Schwein::N,பன்றி,പന്നി
143,Hund::N,நாய்,നായ്
144,Katze::N,பூனை,പൂച്ച
145,Bär::N,கரடி,കരടി
146,Eichhörnchen::N,அணில்,അണ്ണാൻ
147,Elch::N,கடம்பை,കടമാന്
148,Fuchs::N,நரி,കുറുക്കൻ
149,Hase::N,முயல்,മുയൽ
150,Maus::N,எலி,ചുണ്ടലി
151,Wolf::N,ஓநாய்,ചെന്നായ
152,Vogel::N,பறவை,പക്ഷി
153,Schwarm::N,தொகுதி,കൂട്ടം
154,Huhn::N,கோழிக்குஞசு,കോഴി
155,Hahn::N,சேவல்,പൂവൻകോഴി
156,Gans::N,பெண் வாத்து,അരയന്നം
157,Adler::N,பருநது,കഴുകൻ
158,Ente::N,வாத்து,താറാവ്
159,Eule::N,ஆந்தை,മൂങ്ങ
160,Kranich::N,நாரை,കൊക്ക്
161,Krähe::N,காகம்,കാക്ക
162,Kuckuck::N,குயில்,കുയിൽ
163,Schwan::N,அன்னம்,അരയന്നം
164,Fisch::N,மீன்,മത്സ്യം
165,Barsch::N,பேர்ச்,ഒരിനം മത്സ്യം
166,Hecht::N,கோலாச்சி மீன்,ഒരു മത്സ്യം
167,Schlange[Tier]::N,பாம்பு,പാമ്പ്
168,Wurm::N,புழு,വിര
169,Spinne::N,சிலந்தி,ചിലന്തി
170,Ameise::N,எறும்பு,ഉറുമ്പ്
171,Laus::N,பேன்,പേന്
172,Mücke::N,கொசுவினப்பூச்சி,മശകം
173,Fliege::N,ஈ,ഈച്ച
174,Schmetterling::N,வண்ணத்துப்பூச்சி,ചിത്രശലഭം
175,Beere::N,சதைப்பழம்,ബെറി
176,Apfel::N,ஆப்பிள பழம்,ആപ്പിൾ
177,Pilz::N,காளான்,കൂൺ
178,Zwiebel::N,வெங்காயம்,സവാള
179,Saat::N,விதை,വിത്ത്
180,Korn::N,தானியம்,ധാന്യം
181,Heu::N,வைக்கோல்,വയ്ക്കോൽ
182,Schale::N,தோல்,തൊലി
183,Grube::N,குழி,കുഴി
184,Falle::N,பொறி,കെണി
185,Schlinge::N,கண்ணி,കുടുക്ക്
186,Spur::N,சுவடு,ചുവട്
187,Asche::N,சாம்பல்,ചാരം
188,Dreck::N,அழுக்கு,അഴുക്ക്
189,Eisen::N,இரும்பு,ഇരുമ്പ്
190,Gold::N,தங்கம்,സ്വർണ്ണം
191,Silber::N,வெள்ளி,വെള്ളി
192,Kohle::N,நிலக்கரி,കൽക്കരി
193,Glas::N,கண்ணாடி,ഗ്ലാസ്
194,Lehm::N,களிமண்,കളിമണ്ണ്
195,Sand::N,மணல்,മണൽ
196,Mensch::N,மனிதர்கள்,മനുഷ്യർ
197,Mann::N,மனிதன்,പുരുഷൻ
198,Frau::N,பெண்,സ്ത്രീ
199,Kind::N,குழந்தை,കുഞ്ഞ്
200,Junge::N,பையன்,ആൺകുട്ടി
201,Mädchen::N,சிறுமி,പെൺകുട്ടി
202,Familie::N,குடும்பம்,കുടുംബം
203,Großvater::N,தாத்தா,അപ്പൂപ്പൻ
204,Großmutter::N,பாட்டி,അമ്മുമ്മ
205,Eltern::N,பெற்றோர்,മാതാപിതാക്കള്
206,Vater::N,தந்தை,അച്ഛൻ
207,Mutter::N,தாய்,അമ്മ
208,Sohn::N,மகன்,മകൻ
209,Tochter::N,மகள்,മകൾ
210,Bruder::N,சகோதரன்,ചേട്ടൻ
211,Bruder::N,சகோதரன்,അനിയൻ
212,Schwester::N,அக்கா,ചേച്ചി
213,Schwester::N,அக்கா,അനിയത്തി
214,Onkel::N,தாய் மாமன்,അമ്മാവൻ
215,Tante::N,அத்தை,മാമി
216,Ehemann::N,கணவன்,ഭർത്താവ്
217,Ehefrau::N,மனைவி,ഭാര്യ
218,Freude::N,கொண்டாட்டம்,ആഹ്ലാദം
219,Gelächter::N,சிரிப்பு,ചിരിയുടെ ശബ്ദം
220,Glück::N,மகிழ்ச்சி,സന്തോഷം
221,Glück::N,மகிழ்ச்சி,സന്തുഷ്ടി
222,Kummer::N,துயரம்,ശോകം
223,Wunsch::N,விருப்பம்,ആഗ്രഹം
224,Lust::N,விருப்பம்,ആഗ്രഹം
225,Geist::N,ஆன்மா,ചുറുചുറുക്ക്
226,Gedanke::N,எண்ணம்,ചിന്ത
227,Gedächtnis::N,ஞாபகம்,ഓർമ്മശക്തി
228,Verstand::N,மனம்,മനസ്സ്
229,Sinn::N,அர்த்தம்,അർത്ഥം
230,Grund::N,காரணம்,കാരണം
231,Wahrheit::N,உண்நை,സത്യം
232,Gespräch::N,பெசு,സല്ലാപം
233,Märchen::N,நம்பத்தகாத கதை,യക്ഷിക്കഥ
234,Erzählung::N,கதை,കഥ
235,Nachricht::N,செய்தி,സന്ദേശം
236,Neuigkeit::N,செய்தி,വാർത്ത
237,Name::N,பெயர்,പേര്
238,Rätsel::N,புதிர்,പ്രഹേളിക
239,Rede::N,பேச்சு,സംസാരം
240,Sprache::N,மொழி,ഭാഷ
241,Stimme::N,குரல்,സ്വരം
242,Wort::N,வார்த்தை,വാക്ക്
243,Zeichen::N,குறி,സംജ്ഞ
244,Ruf::N,அழைப்பு,വിളി
245,Lärm::N,சத்தம்,ആരവം
246,Laut::N,ஒலி,ശബ്ദം
247,Ton::N,குரல்,സ്വരഭേദം
248,Lied::N,பாட்டு,പാട്ട്
249,Ruhe::N,அமைதி,നിശ്ചലത
250,Leute::N,மக்கள்,ജനങ്ങൾ
251,Volk::N,மக்கள்,രാഷ്ടം
252,Arbeit::N,வேலை,ജോലി
253,Gast::N,விருந்தாளி,അതിലി
254,Geschenk::N,பரிசுப் பொருள்,സമ്മാനം
255,Spiel::N,விளையாட்டு,കളി
256,Gesellschaft::N,சமுதாயம்,കൂട്ടായ്മ
257,Hilfe::N,உதவி,സഹായം
258,Freund::N,நண்பன்,സുഹൃത്ത്
259,Kamerad::N,உடனிருப்பவன்,കൂട്ടാളി
260,Angelegenheit::N,செய்தி,കാര്യം
261,Anzahl::N,எண்ணிக்கை,എണ്ണം
262,Art::N,வகை,തരം
263,Stück::N,துண்டம்,കഷണം
264,Teil::N,பகுதி,ഭാഗം
265,Hälfte::N,பாதி,പകുതി
266,Kreis::N,வட்டம்,വൃത്തം
267,Kreuz::N,சிலுவை,കുരിശടയാളം
268,Linie::N,கோடு,വര
269,Linie::N,கோடு,രേഖ
270,Strich::N,வாத நோய்,പക്ഷാഘാതം
271,Abstand::N,இடைவெளி,വിടവ്
272,Entfernung::N,தூரம்,അകലം
273,Gegend::N,வட்டாரம்,പ്രദേശം
274,Platz::N,வெற்றிடம்,ഇടം
275,Ort::N,இடம்,സ്ഥലം
276,Seite::N,பக்கம்,വശം
277,Mitte::N,இடைப்பகுதி,മധ്യസ്ഥാനം
278,Gegenstand::N,உருப்படி,സാധനം
279,Sache::N,பொருள்,വസ്തു
280,Rand::N,தொங்கு,തൊങ്ങൽ
281,Kante::N,விளிம்பு,അറ്റം
282,Ecke::N,மூலை,മൂല
283,Spitze::N,முனை,അഗ്രം
284,Ende::N,முடிவு,അവസാനം
285,Loch::N,துளை,ദ്വാരം
286,Winkel::N,கோணம்,കോൺ
287,Muster::N,பாங்கு,ക്രമം
288,Größe::N,அளவு,വലുപ്പം
289,Länge::N,நீளம்,നീളം
290,Höhe::N,உயரம்,ഉയരം
291,Gewicht::N,எடை,കട്ടി
292,Menge::N,தொகை,അളവ്
293,Haufen::N,குவியல்,കൂമ്പാരം
294,Reihe::N,வரிசை,വരി
295,Boot::N,படகு,ബോട്ട്
296,Ruder::N,துடுப்பு,പങ്കായം
297,Schlitten::N,சகடையிலா வண்டி,ഉരുളില്ലാവണ്ടി
298,Ski::N,பனிச் சறுக்கல்,ഹിമപാദുകം
299,Lagerfeuer::N,மூட்டம்,തീ
300,Last::N,பாரம்,ഭാരം
301,Gang::N,நடை,നടത്തം
302,Schritt::N,காலடி,ചുവട്
303,Norden::N,வடக்கு,വടക്ക്
304,Süden::N,தெற்கு,തെക്ക്
305,Westen::N,மேற்கு திசை,പടിഞ്ഞാറ്
306,Osten::N,கிழக்கு,കിഴക്ക്
307,Holz::N,மரக்கட்டை,തടി
308,Brett::N,பலகை,ബോർഡ്
309,Platte::N,பலகம்,തകിട്
310,Stütze::N,அடைப்புகன்,താങ്ങ്
311,Stange::N,கம்பம்,കമ്പ്
312,Stock::N,குச்சி,വടി
313,Stab::N,கம்பு,കുറുവടി
314,Rohr::N,குழாய்,കുഴൽ
315,Haus::N,வீடு,വീട്
316,Heim::N,வீடு,വീട്
317,Ofen::N,அடுப்பு,സ്റ്റൌ
318,Fußboden::N,தரை,തറ
319,Tisch::N,மேசை,മേശ
320,Stuhl::N,நாற்காலி,കസേര
321,Wiege::N,தொட்டில்,തൊട്ടിൽ
322,Bett::N,படுக்கை,കിടക്ക
323,Regal::N,அலமாரி,ഷെൽഫ്
324,Kiste::N,பெட்டி,പെട്ടി
325,Fenster::N,சாளரம்,ജനൽ
326,Tür::N,கதவு,വാതിൽ
327,Tor::N,வாசற்கதவு,കവാടം
328,Zaun::N,வேலி,വേലി
329,Dach::N,கூரை,മേൽക്കുര
330,Leiter::N,ஏணி,ഏണി
331,Besen::N,விளக்குமாறு,ചൂല്
332,Spaten::N,மண்வெட்டி,തൂമ്പ
333,Schaufel::N,அடிதண்டா,തൂമ്പ
334,Gabel::N,முட்கரண்டி,മുൾക്കത്തി
335,Löffel::N,கரண்டி,സ്പൂൺ
336,Messer::N,கத்தி,കത്തി
337,Nagel::N,ஆணி,ആണി
338,Netz::N,வலை,വല
339,Haken::N,கொக்கி,കൊളുത്ത്
340,Griff::N,கைப்பிடி,കൈപ്പിടി
341,Schloss::N,பூட்டு,പൂട്ട്
342,Bild::N,படம்,ചിത്രം
343,Figur::N,எண்ணிக்கை,കണക്ക്
344,Puppe::N,பொம்மை,പാവ
345,Beutel::N,பை,ബാഗ്
346,Bündel::N,பொதி,കെട്ട്
347,Tasche::N,பை,ബാഗ്
348,Eimer::N,வாளி,ബക്കറ്റ്
349,Deckel::N,உறை,ഉറ
350,Geschirr::N,பாத்திரம்,പിഞ്ഞാണം
351,Sack::N,பை,ചാക്ക്
352,Tasse::N,கிண்ணம்,കപ്പ്
353,Topf::N,பானை,പാത്രം
354,Kessel::N,கெண்டி,കെറ്റ്ല്
355,Essen::N,உணவருந்துதல்,ആഹാരസമയം
356,Nahrung::N,உணவு,ഭക്ഷണം
357,Speise::N,உணவு வகை,ഡിഷ്
358,Fleisch::N,இறைச்சி,മാംസം
359,Getreide::N,மக்காச்சோளம்,ചോളം
360,Brei::N,கஞ்சி,കഞ്ഞി
361,Brot::N,ரொட்டி,റോട്ടി
362,Scheibe::N,துண்டு,തുണ്ട്
363,Fett::N,கொழுப்பு,കൊഴുപ്പ്
364,Butter::N,வெண்ணெய்,വെണ്ണ
365,Öl::N,எண்ணெய்,എണ്ണ
366,Salz::N,உப்பு,ഉപ്പ്
367,Suppe::N,ரசம்,സൂപ്പ്
368,Honig::N,தேன்,തേൻ
369,Milch::N,பால்,പാൽ
370,Tee::N,தெனீர்,ചായ
371,Leder::N,பதம் செய்யப்பட்ட தோல்,തുകൽ
372,Wolle::N,கம்பளி,കമ്പിളി
373,Stoff::N,துணி,തുണി
374,Nadel::N,ஊசி,സൂചി
375,Faden::N,நூல்,നൂല്
376,Knopf::N,பொத்தான்,ബട്ടൺ
377,Knoten::N,முடிச்சு,കുരുക്ക്
378,Farbe::N,வண்ணக் குழம்பு,പെയിൻറ്
379,Kleidung::N,ஆடைகள்,വസ്ത്രങ്ങൾ
380,Hemd::N,சட்டை,ഷർട്ട്
381,Kragen::N,கழுத்துப் பட்டை,കുപ്പായക്കഴുത്ത്
382,Ärmel::N,சட்டைக்கை,കുപ്പായക്കൈ
383,Hose::N,கால்சட்டை,ട്രൌസർ
384,Gürtel::N,பெல்ட்,ബെൽറ്റ്
385,Mütze::N,தொப்பி,തൊപ്പി
386,Schuh::N,காலணி,ഷൂ
387,Stiefel::N,காலணி,ബൂട്ട്
388,Ring::N,மோதிரம்,മോതിരം
389,Band::N,நாடா,റിബൺ
390,Kamm::N,கீப்பு,ചീപ്പ്
391,Spiegel::N,ஆடி,കണ്ണാടി
392,Spiegel::N,கண்ணாடி,കണ്ണാടി
393,Riemen::N,வார்,സ്ട്രാപ്പ്
394,Schnur::N,கயிறு,ചരട്
395,Leine::N,தோல்வார்,കെട്ടാനുള്ള തോൽവാർ
396,Decke::N,போர்வை,പുതപ്പ്
397,Kissen::N,தலையணை,തലയിണ
398,Tuch::N,துணி,സ്കാർഫ്
399,Handtuch::N,தண்டு,തോർത്ത്
400,Kraft::N,நிர்பந்தம்,ശക്തി
401,Stärke::N,பலம்,ശക്തി
402,Gesundheit::N,ஆரோக்கியம்,ആരോഗ്യം
403,Krankheit::N,நோய்,അസുഖം
404,Schmerz::N,வலி,വേദന
405,Wunde::N,காயம்,മുറിവ്
406,Fieber::N,காய்ச்சல்,പനി
407,Arznei::N,மருந்து,മരുന്ന്
408,Brücke::N,பாலம்,പാലം
409,Brunnen::N,கேணி,കിണർ
410,Weide::N,மேய்ச்சல் நிலம்,മേച്ചൽ
411,Pfad::N,நடை வழி,വഴി
412,Weg::N,வழி,വഴി
413,Straße::N,சாலை,റോഡ്
414,Dorf::N,கிராமம்,ഗ്രാമം
415,Stadt::N,நகரம்,നഗരം
416,Brief::N,கடிதம்,കത്ത്
417,Buch::N,புத்தகம்,പുസ്തകം
418,Buchstabe::N,எழத்து,അക്ഷരം
419,Zeitung::N,செய்தித்தாள்,വർത്തമാനപത്രം
420,Leben::N,வாழ்க்கை,ജീവൻ
421,Tod::N,மரணம்,മരണം
422,Grab::N,சமாதி,ശവക്കുഴി
423,Kirche::N,தேவாலயம்,പള്ളി
424,Sünde::N,பாவம்,പാപം
425,Gott::N,கடவுள்,ദൈവം
426,Arbeiter::N,தொழிலாளி,ജോലിക്കാരൻ
427,Chef::N,மேலாளர்,മേധാവി
428,Meister::N,தலைவன்,യജമാനൻ
429,Arzt::N,மருத்துவர்,ഡോക്ടർ
430,Lehrer::N,ஆசிரியர்,അധ്യാപകൻ
431,Geld::N,பணம்,പണം
432,Geschäft::N,வாணிபம்,ബിസിനസ്
433,Laden::N,கடை,കട
434,Preis::N,விலை,വില
435,Ware::N,சாமன்கள்,ചരക്ക്
436,Nutzen::N,இலாபம்,ലാഭം
437,Reichtum::N,சொத்து,ധനം
438,Welt::N,உலகம்,ലോകം
439,Land::N,நாடு,രാജ്യം
440,Staat::N,நாடு,രാജ്യം
441,König::N,அரசன்,രാജാവ്
442,Macht::N,அதிகாரம்,അധികാരം
443,Grenze::N,எல்லை,അതിർത്തി
444,Krieg::N,போர்,യുദ്ധം
445,Feind::N,எதிரி,ശത്രു
446,Gewalt::N,வன்முறை,അക്രമം
447,Kampf::N,போராட்டம்,പോരാട്ടം
448,Bogen[Waffe]::N,வில்,വില്ല്
449,Pfeil::N,அம்பு,അമ്പ്
450,Gewehr::N,துப்பாக்கி,തോക്ക്
451,Fehler::N,தவறு,പിശക്
452,Lüge::N,பொய்,കള്ളം
453,Schaden::N,சேதாரம்,കേടുപാട്
454,Unglück::N,இடையூறு,ദൌർഭാഗ്യം
455,Schuld::N,குற்றம்,തെറ്റ്
456,Alter::N,வயது,വയസ്സ്
457,Schluss::N,முடிவு,നിഗമനം
458,Zeit::N,காலம்,സമയം
459,Tag::N,நாள்,ദിവസം
460,Morgen::N,காலை நேரம்,പ്രഭാതം
461,Mittag::N,மதியம்,ഉച്ച
462,Abend::N,மாலைப் பொழுது,സായാഹ്നം
463,Nacht::N,இரவு,രാത്രി
464,Woche::N,வாரம்,ആഴ്ച
465,Monat::N,மாதம்,മാസം
466,Jahr::N,வருடம்,വർഷം
467,Frühling::N,வசந்தம்,വസന്തം
468,Sommer::N,கோடை,വേനൽ
469,Herbst::N,இலையுதிர் காலம்,ശരത്കാലം
470,Winter::N,குளிர்காலம்,ശൈത്യം
471,Januar::N,ஜனவரி,ജനുവരി
472,Februar::N,பிபரவரி மாதம்,ഫെബ്രുവരി
473,März::N,மார்ச் மாதம்,മാർച്ച്
474,April::N,ஏப்ரல் மாதம்,ഏപ്രിൾ മാസം
475,Mai::N,மே மாதம்,മെയ് മാസം
476,Juni::N,ஜூன் மாதம்,ജൂൺ
477,Juli::N,ஜூலை மாதம்,ജൂലൈ
478,August::N,ஆகஸ்ட் மாதம்,ആഗസ്റ്റ്
479,September::N,செப்டம்பர் மாதம்,സെപ്തംബർ
480,Oktober::N,அக்டோபர் மாதம்,ഒക്ടോബർ
481,November::N,நவம்பர் மாதம்,നവംബർ
482,Dezember::N,டிசம்பர்,ഡിസംബർ
483,Montag::N,திங்கட் கிழமை,തിങ്കളാഴ്ച
484,Dienstag::N,செவ்வாய்க்கிழமை,ചൊവ്വ
485,Mittwoch::N,புதன் கிழமை,ബുധനാഴ്ച
486,Donnerstag::N,வியாழக் கிழமை,വ്യാഴാഴ്ച
487,Freitag::N,வெள்ளிக்கிழமை,വെള്ളിയാഴ്ച
488,Samstag::N,சனிக்கிழமை,ശനിയാഴ്ച
489,Sonntag::N,ஞாயிறுக் கிழமை,ഞായറാഴ്ച
490,groß::A,பெரிய,വലിയ
491,klein::A,சிறிய,ചെറിയ
492,lang::A,நீண்ட,നീണ്ട
493,kurz::A,குட்டையான,ഹ്രസ്വമായ
494,breit::A,அகலமான,വിശാലമായ
495,schmal::A,குறுகலான,ഇടുങ്ങിയ
496,dicht::A,அடர்த்தியான,നിബിഡമായ
497,dick[Gegenstand]::A,தடித்த,തടിച്ച
498,dünn::A,சன்னமான,മെലിഞ്ഞ
499,fein::A,மெல்லிய,നേർത്ത
500,fest::A,உறுதியாள,ഉറപ്പുള്ള
501,flach::A,தட்டையான,പരന്ന
502,glatt::A,வழுவழுப்பான,മിനുസമുള്ള
503,hart::A,கடினமான,കട്ടിയുള്ള
504,weich::A,மென்மையான,മൃദുവായ
505,rund::A,உருண்டையான,വട്ടത്തിലുള്ള
506,spitz::A,திகந்தமாக,മുനയുള്ള
507,scharf::A,கூரான,മൂർച്ചയുള്ള
508,stumpf::A,உளம் திறந்த,തുറന്നടിക്കുന്ന
509,schwer::A,கனமான,ഭാരമുള്ള
510,schön::A,அழகான,മനോഹരമായ
511,heiß::A,சூடான,ചൂടുള്ള
512,warm::A,இதமான,ചൂടുള്ള
513,kalt::A,குளிர்ச்சியான,തണുത്ത
514,kühl::A,குளிர்ச்சியான,തണുപ്പുള്ള
515,frisch::A,சுத்தமான,ശുദ്ധമായ
516,feucht::A,ஈரமான,ഈറനുള്ള
517,nass::A,ஈரமான,നനഞ്ഞ
518,trocken::A,உலர்ந்த,വരണ്ട
519,voll::A,நிரம்பிய,നിറയെ
520,leer::A,காலியான,ഒഴിഞ്ഞ
521,offen::A,திறந்த,തുറന്ന
522,geschlossen::A,மூடப்பட்ட,അടച്ച
523,sauber::A,சுத்தமான,വൃത്തിയുള്ള
524,schmutzig::A,அழக்கான,അഴുക്കുനിറഞ്ഞ
525,roh::A,கச்சா,അസംസ്കൃതമായ
526,reif::A,பழுத்த,പഴുത്ത
527,lecker::A,சுவைமிக்க,രുചികരമായ
528,süß::A,இனிப்பான,മധുരമുള്ള
529,bitter::A,கசப்பான,കടുത്ത
530,sauer::A,புளிப்பாக,പുളിപ്പുള്ള
531,hell::A,பளபளப்பான,ജ്വലിക്കുന്ന
532,dunkel::A,கருமையான,ഇരുണ്ട
533,schwarz::A,கருப்பு வண்ண,കറുത്ത
534,weiß::A,வெண்மையன,വെളുത്ത
535,rot::A,சிவப்பு,ചുവന്ന
536,gelb::A,மஞ்சள் வண்ணம்,മഞ്ഞനിറമായ
537,blau::A,நீல வண்ண,നീലനിറമുള്ള
538,grün::A,பச்சை வண்ண,പച്ചനിറമുള്ള
539,grau::A,சாம்பல் நிற,ചാരനിറത്തിലുള്ള
540,bunt::A,வண்ண மயமான,വർണ്ണശബളമായ
541,billig::A,மலிவான,വിലകുറഞ്ഞ
542,teuer::A,விலை அதிகமான,ചെലവേറിയ
543,wertvoll::A,மதிப்புள்ள,വിലപിടിപ്പുള്ള
544,blind::A,பார்வையற்ற,അന്ധനായ
545,taub::A,செவிடான,കേൾവിക്കുറവുള്ള
546,kräftig::A,வலிமையான,ശക്തിയുള്ള
547,stark::A,பலமான,ബലമുള്ള
548,schwach::A,பலவீனமான,ക്ഷീണിച്ച
549,fett::A,பருமனாக,കൊഴുപ്പുള്ള
550,schlank::A,ஒல்லியான,മെലിഞ്ഞ
551,hübsch::A,அழகிய,മനോഹരമായ
552,böse::A,கேடு விளைவிக்கும்,പാപിയായ
553,dumm::A,முட்டாள்தனமான,വിവരംകെട്ട
554,faul::A,சோம்பலான,അലസനായ
555,fleißig::A,ஊக்கந்தளராத,അദ്ധ്വാനശീലമുള്ള
556,geizig::A,கஞேசத்தனமான,പിശുക്കനായ
557,klug::A,சாதுரியமான,ബുദ്ധിസാമർഥ്യമുള്ള
558,geschickt::A,திறமையள்ள,പ്രതിഭാശാലി
559,lieb::A,அன்புக்குரிய,പ്രിയപ്പെട്ട
