,Concept_ID,nl,mhr
84,Wetter::N,weer,иге́че
85,Nebel::N,mist,тӱтыра́
86,Nebel::N,nevel,тӱтыра́
87,Wolke::N,wolk,пыл
88,Regen::N,regen,йӱр
89,Schnee::N,sneeuw,лум
90,Eis::N,ijs,ий
91,Frost::N,vorst,чатлама́
92,Kälte::N,kou,йӱ́штӧ
93,Kälte::N,koude,йӱ́штӧ
94,Hitze::N,hitte,шо́кшо
95,Raureif::N,rijp,пӧрш
96,Raureif::N,rijp,по́кшым
97,Regenbogen::N,regenboog,шонанпы́л
98,Donner::N,donder,кӱ́дырчӧ
99,Strömung::N,stroming,йо́гын
100,Tropfen::N,druppel,чӱча́лтыш
101,Schaum::N,schuim,шоҥ
102,Schmutz::N,vuil,лавыра́
103,See::N,meer,ер
104,Sumpf::N,moeras,лӱ́кӧ
105,Moor::N,veen,куп
106,Wiese::N,wei,о́лык
107,Wiese::N,weide,о́лык
108,Wald::N,bos,чодыра́
109,Hügel::N,heuvel,арка́
110,Anhöhe::N,hoogte,тӧва́
111,Anhöhe::N,hoogte,кӱкшака́
112,Berg::N,berg,ку́рык
113,Gipfel::N,top,чаҥга́
114,Gipfel::N,top,курыкву́й
115,Höhle::N,hol,пеще́р
116,Höhle::N,hol,курыкпо́мыш
117,Abhang::N,helling,та́йыл
118,Quelle::N,bron,важ
119,Quelle::N,bron,вӱдшинча́
120,Bach::N,beek,изэҥе́р
121,Fluss::N,stroom,эҥе́р
122,Ufer::N,wal,сер
123,Ufer::N,oever,сер
124,Küste::N,kust,вӱдтӱ́р
125,Festland::N,vasteland,мла́нде
126,Meer::N,zee,те́ҥыз
127,Bucht::N,baai,икса́
128,Bucht::N,inham,икса́
129,Insel::N,eiland,отро́
130,Blume::N,bloem,пеле́дыш
131,Gras::N,gras,шу́до
132,Wurzel::N,wortel,вож
133,Baum::N,boom,пуше́ҥге
134,Stamm::N,stam,йы́тыр
135,Rinde::N,schors,шӱм
136,Ast::N,tak,укш
137,Zweig::N,twijg,торма́к
138,Blatt::N,blad,лышта́ш
139,Birke::N,berk,куэ́
140,Kiefer[Baum]::N,den,пӱ́нчӧ
141,Weide[Baum]::N,wilg,уа́
142,Tanne::N,spar,кож
143,Horn::N,hoorn,шур
144,Feder::N,veer,пы́стыл
145,Feder::N,pluim,пы́стыл
146,Fell::N,vel,кова́ште
147,Flügel::N,vleugel,шу́лдыр
148,Klaue::N,klauw,кӱч
149,Kralle::N,klauw,ла́па
150,Kralle::N,klauw,копа́
151,Schwanz::N,staart,поч
152,Ei::N,ei,му́но
153,Nest::N,nest,пыжа́ш
154,Bau::N,hol,пыжа́ш
155,Tier::N,dier,я́нлык
156,Tier::N,dier,живо́тный
157,Herde::N,kudde,кӱ́тӱ
158,Herde::N,kudde,тӱшка́
159,Kuh::N,koe,ушка́л
160,Bulle::N,stier,ӱ́шкыж
161,Pferd::N,paard,и́мне
162,Schaf::N,schaap,шо́рык
163,Schwein::N,varken,сӧсна́
164,Hund::N,hond,пий
165,Katze::N,kat,пы́рыс
166,Bär::N,beer,маска́
167,Eichhörnchen::N,eekhoorntje,ур
168,Elch::N,eland,шо́рдо
169,Fuchs::N,vos,ры́выж
170,Hase::N,haas,мера́ҥ
171,Maus::N,muis,коля́
172,Wolf::N,wolf,пи́ре
173,Vogel::N,vogel,ка́йык
174,Schwarm::N,zwerm,каша́к
175,Huhn::N,kip,чы́ве
176,Huhn::N,hoen,чы́ве
177,Hahn::N,haan,агыта́н
178,Gans::N,gans,ко́мбо
179,Adler::N,arend,карагу́ш
180,Ente::N,eend,лу́до
181,Eule::N,uil,тумна́
182,Kranich::N,kraanvogel,турня́
183,Krähe::N,kraai,кора́к
184,Kuckuck::N,koekoek,куку́
185,Schwan::N,zwaan,йӱ́ксӧ
186,Fisch::N,vis,кол
187,Barsch::N,baars,ола́ҥге
188,Hecht::N,snoek,нуж
189,Hecht::N,snoek,чорта́н
190,Schlange[Tier]::N,slang,ки́шке
191,Wurm::N,worm,шукш
192,Spinne::N,spin,эҥыре́мыш
193,Ameise::N,mier,ку́тко
194,Laus::N,luis,тий
195,Mücke::N,mug,шыҥа́
196,Fliege::N,vlieg,ка́рме
197,Schmetterling::N,vlinder,лы́ве
198,Beere::N,bes,мӧр
199,Apfel::N,appel,олма́
200,Pilz::N,paddestoel,по́ҥго
201,Zwiebel::N,ui,шога́н
202,Saat::N,zaad,нӧ́шмӧ
203,Saat::N,zaad,туш
204,Korn::N,graan,шу́рно
205,Korn::N,korrel,шу́рно
206,Heu::N,hooi,шу́до
207,Schale::N,schil,шӱм
208,Grube::N,kuil,выне́м
209,Falle::N,val,лӧ́дӧ
210,Schlinge::N,strop,о́птыш
211,Schlinge::N,strop,шӧрга́лтыш
212,Spur::N,spoor,кыша́
213,Asche::N,as,ло́мыж
214,Dreck::N,drek,лавыра́
215,Eisen::N,ijzer,кӱ́ртньӧ
216,Gold::N,goud,шӧ́ртньӧ
217,Silber::N,zilver,ший
218,Kohle::N,kool,мландышӱ́й
219,Glas::N,glas,янда́
220,Lehm::N,klei,шун
221,Sand::N,zand,ошма́
222,Mensch::N,mens,еҥ
223,Mensch::N,mens,айде́ме
224,Mann::N,man,пӧръе́ҥ
225,Frau::N,vrouw,ӱдырама́ш
226,Kind::N,kind,аза́
227,Junge::N,jongen,рве́зе
228,Mädchen::N,meisje,ӱдыра́ш
229,Familie::N,gezin,еш
230,Familie::N,familie,еш
231,Großvater::N,grootvader,коча́
232,Großmutter::N,grootmoeder,кова́
233,Eltern::N,ouders,ача́-ава́
234,Vater::N,vader,ача́
235,Mutter::N,moeder,ава́
236,Sohn::N,zoon,э́рге
237,Tochter::N,dochter,ӱ́дыр
238,Bruder::N,broer,иза́
239,Bruder::N,broer,шо́льо
240,Bruder::N,broeder,иза́
241,Bruder::N,broeder,шо́льо
242,Schwester::N,zus,ака́
243,Schwester::N,zuster,ака́
244,Onkel::N,oom,иза́
245,Tante::N,tante,кока́
246,Ehemann::N,echtgenoot,мари́й
247,Ehefrau::N,echtgenote,ва́те
248,Freude::N,vreugde,куа́н
249,Freude::N,vreugde,куаныма́ш
250,Gelächter::N,gelach,во́штылтыш
251,Glück::N,geluk,пиа́л
252,Kummer::N,verdriet,о́йго
253,Wunsch::N,wens,ку́мыл
254,Wunsch::N,verlangen,ку́мыл
255,Lust::N,zin,ку́мыл
256,Lust::N,lust,ку́мыл
257,Geist::N,geest,ӧрт
258,Geist::N,geest,чон
259,Gedanke::N,gedachte,ой
260,Gedanke::N,gedachte,шоныма́ш
261,Gedächtnis::N,geheugen,шарныма́ш
262,Verstand::N,verstand,уш
263,Sinn::N,betekenis,смысл
264,Grund::N,reden,ама́л
265,Wahrheit::N,waarheid,чын
266,Gespräch::N,gesprek,мутланыма́ш
267,Märchen::N,sprookje,йома́к
268,Erzählung::N,verhaal,ойлыма́ш
269,Nachricht::N,tijding,увертарыма́ш
270,Neuigkeit::N,nieuws,уве́р
271,Neuigkeit::N,nieuwtje,уве́р
272,Name::N,naam,лӱм
273,Rätsel::N,raadsel,ту́што
274,Rede::N,rede,ойлыма́ш
275,Sprache::N,taal,йы́лме
276,Stimme::N,stem,йӱк
277,Wort::N,woord,ой
278,Wort::N,woord,мут
279,Zeichen::N,teken,ти́ште
280,Zeichen::N,teken,знак
281,Ruf::N,roep,ӱжма́ш
282,Lärm::N,lawaai,лӱшкыма́ш
283,Lärm::N,lawaai,йӱк-йӱа́н
284,Laut::N,klank,йӱк
285,Laut::N,geluid,йӱк
286,Ton::N,toon,йӱксе́м
287,Ton::N,klank,йӱксе́м
288,Lied::N,lied,му́ро
289,Ruhe::N,rust,ты́мык
290,Ruhe::N,stilte,ты́мык
291,Leute::N,lui,еҥ-влак
292,Leute::N,mensen,еҥ-влак
293,Volk::N,volk,ка́лык
294,Arbeit::N,werk,паша́
295,Arbeit::N,arbeid,паша́
296,Gast::N,gast,уна́
297,Geschenk::N,cadeau,пӧле́к
298,Geschenk::N,geschenk,пӧле́к
299,Spiel::N,spel,мо́дыш
300,Spiel::N,spel,модма́ш
301,Gesellschaft::N,gezelschap,тӱшка́
302,Hilfe::N,hulp,по́лыш
303,Freund::N,vriend,таҥ
304,Freund::N,vriend,йолта́ш
305,Kamerad::N,maat,таҥ
306,Kamerad::N,metgezel,таҥ
307,Angelegenheit::N,zaak,паша́
308,Angelegenheit::N,aangelegenheid,паша́
309,Anzahl::N,tal,чот
310,Anzahl::N,aantal,чот
311,Art::N,slag,вид
312,Art::N,soort,вид
313,Stück::N,stuk,ка́тыш
314,Stück::N,stuk,ла́стык
315,Teil::N,deel,ужа́ш
316,Hälfte::N,helft,пел
317,Hälfte::N,helft,пе́ле
318,Kreis::N,kring,ты́ртыш
319,Kreis::N,cirkel,ты́ртыш
320,Kreuz::N,kruis,ыре́с
321,Linie::N,lijn,ли́ний
322,Strich::N,haal,коре́ш
323,Strich::N,streep,коре́ш
324,Abstand::N,afstand,кокла́
325,Entfernung::N,afstand,тора́
326,Entfernung::N,afstand,ку́жыт
327,Gegend::N,streek,кунде́м
328,Platz::N,ruimte,ку́мдык
329,Ort::N,oord,вер
330,Ort::N,oord,о́лмо
331,Ort::N,plaats,вер
332,Ort::N,plaats,о́лмо
333,Seite::N,zij,ӧ́рдыж
334,Seite::N,kant,ӧ́рдыж
335,Seite::N,zijde,ӧ́рдыж
336,Mitte::N,midden,покше́л
337,Gegenstand::N,voorwerp,наста́
338,Sache::N,zaak,наста́
339,Rand::N,rand,тӱр
340,Rand::N,boord,тӱр
341,Kante::N,kant,тӱр
342,Ecke::N,hoek,лук
343,Spitze::N,punt,вуй
344,Spitze::N,spits,вуй
345,Ende::N,einde,муча́ш
346,Ende::N,uiteinde,муча́ш
347,Loch::N,gat,рож
348,Winkel::N,hoek,лук
349,Muster::N,dessin,пеза́к
350,Muster::N,dessin,узо́р
351,Muster::N,dessin,ӱ́лгӧ
352,Muster::N,patroon,пеза́к
353,Muster::N,patroon,узо́р
354,Muster::N,patroon,ӱ́лгӧ
355,Größe::N,grootte,кӱ́кшыт
356,Länge::N,lengte,ку́тыш
357,Höhe::N,hoogte,кӱ́кшыт
358,Gewicht::N,gewicht,не́лыт
359,Menge::N,hoeveelheid,чот
360,Haufen::N,hoop,кы́шыл
361,Reihe::N,rij,рада́м
362,Reihe::N,reeks,рада́м
363,Boot::N,boot,пуш
364,Ruder::N,roeiriem,эшка́к
365,Schlitten::N,slee,тер
366,Schlitten::N,slee,изде́р
367,Schlitten::N,slede,тер
368,Schlitten::N,slede,изде́р
369,Ski::N,ski,е́че
370,Lagerfeuer::N,kampvuur,туло́то
371,Last::N,last,нӧ́лтыш
372,Last::N,vracht,нӧ́лтыш
373,Gang::N,wandeling,ошкылма́ш
374,Schritt::N,stap,о́шкыл
375,Schritt::N,schrede,о́шкыл
376,Norden::N,noorden,йӱдйыма́л
377,Süden::N,zuiden,кечывалве́л
378,Westen::N,westen,касве́л
379,Osten::N,oosten,эрве́л
380,Holz::N,hout,пу
381,Brett::N,plank,оҥа́
382,Platte::N,plaat,аста́р
383,Stütze::N,stut,чара́к
384,Stütze::N,steun,чара́к
385,Stange::N,stang,лома́ш
386,Stock::N,stok,тоя́
387,Stab::N,staf,вара́
388,Stab::N,staf,кашта́
389,Rohr::N,pijp,пуч
390,Haus::N,huis,пӧрт
391,Heim::N,tehuis,мӧ́ҥгӧ
392,Ofen::N,kachel,комака́
393,Fußboden::N,vloer,кӱва́р
394,Tisch::N,tafel,ӱсте́л
395,Stuhl::N,stoel,пӱке́н
396,Wiege::N,wieg,шепка́
397,Bett::N,bed,ва́кшыш
398,Regal::N,rek,шӧ́рлык
399,Kiste::N,kist,шо́ндык
400,Kiste::N,kist,я́шлык
401,Fenster::N,raam,окна́
402,Fenster::N,venster,окна́
403,Tür::N,deur,омса́
404,Tor::N,poort,капка́
405,Zaun::N,omheining,сава́р
406,Dach::N,dak,леве́дыш
407,Leiter::N,ladder,тошка́лтыш
408,Besen::N,bezem,ӱштерво́штыр
409,Spaten::N,schop,ко́льмо
410,Schaufel::N,schep,сово́к
411,Schaufel::N,schep,су́ско
412,Gabel::N,vork,ви́лке
413,Löffel::N,lepel,па́не
414,Löffel::N,lepel,совла́
415,Messer::N,mes,кӱ́зӧ
416,Nagel::N,spijker,пуда́
417,Netz::N,net,вапш
418,Haken::N,haak,са́гыле
419,Griff::N,handvat,кыл
420,Schloss::N,slot,кӧгӧ́н
421,Bild::N,beeld,сӱре́т
422,Figur::N,figuur,фигу́р
423,Puppe::N,pop,курча́к
424,Beutel::N,zak,меша́к
425,Beutel::N,buidel,меша́к
426,Bündel::N,pak,арша́ш
427,Bündel::N,bundel,арша́ш
428,Tasche::N,tas,сумка́
429,Eimer::N,emmer,ведра́
430,Deckel::N,deksel,ко́мдыш
431,Geschirr::N,vaatwerk,а́те
432,Sack::N,zak,куль
433,Sack::N,zak,меша́к
434,Tasse::N,kop,чу́кыр
435,Tasse::N,kop,чашка́
436,Topf::N,pan,ми́ске
437,Kessel::N,ketel,под
438,Essen::N,eten,ко́чкыш
439,Nahrung::N,voedsel,ку́рго
440,Speise::N,spijs,ко́чкыш
441,Fleisch::N,vlees,шыл
442,Getreide::N,graan,шу́рно
443,Brei::N,pap,пу́чымыш
444,Brei::N,brij,пу́чымыш
445,Brot::N,brood,ки́нде
446,Scheibe::N,plak,ка́тыш
447,Scheibe::N,snede,ка́тыш
448,Fett::N,vet,коя́
449,Butter::N,boter,ӱй
450,Öl::N,olie,ӱй
451,Salz::N,zout,шинча́л
452,Suppe::N,soep,шӱр
453,Honig::N,honing,мӱй
454,Milch::N,melk,шӧр
455,Tee::N,thee,чай
456,Leder::N,leer,сура́н
457,Leder::N,leer,шӱ́штӧ
458,Leder::N,leder,сура́н
459,Leder::N,leder,шӱ́штӧ
460,Wolle::N,wol,пун
461,Stoff::N,stof,куэ́м
462,Stoff::N,stof,посто́
463,Nadel::N,naald,и́ме
464,Faden::N,draad,шӱ́ртӧ
465,Knopf::N,knoop,по́лдыш
466,Knoten::N,knoop,пышке́м
467,Farbe::N,verf,чия́
468,Kleidung::N,kledij,чие́м
469,Kleidung::N,kledij,вурге́м
470,Kleidung::N,kleding,чие́м
471,Kleidung::N,kleding,вурге́м
472,Hemd::N,hemd,ту́выр
473,Kragen::N,kraag,сога́
474,Ärmel::N,mouw,шокш
475,Hose::N,broek,йола́ш
476,Hose::N,pantalon,йола́ш
477,Gürtel::N,riem,ӱ́штӧ
478,Gürtel::N,gordel,ӱ́штӧ
479,Mütze::N,muts,упш
480,Schuh::N,schoen,боти́нке
481,Stiefel::N,laars,кем
482,Ring::N,ring,шерга́ш
483,Band::N,lint,тасма́
484,Band::N,lint,ле́нте
485,Kamm::N,kam,шерге́
486,Spiegel::N,spiegel,вошто́нчыш
487,Riemen::N,riem,кӱзанӱ́штӧ
488,Schnur::N,koord,кере́м
489,Schnur::N,koord,кандыра́
490,Leine::N,lijn,вӱра́ҥ
491,Decke::N,deken,леве́дыш
492,Decke::N,deken,одея́л
493,Kissen::N,kussen,кӱ́пчык
494,Tuch::N,doek,шо́выч
495,Handtuch::N,handdoek,со́лык
496,Kraft::N,kracht,вий
497,Kraft::N,kracht,куа́т
498,Stärke::N,sterkte,куа́т
499,Stärke::N,sterkte,карма́н
500,Gesundheit::N,gezondheid,таза́лык
501,Krankheit::N,ziekte,чер
502,Schmerz::N,pijn,ко́рштыш
503,Wunde::N,wond,су́сыр
504,Fieber::N,koorts,йӱштыму́ж
505,Fieber::N,koorts,лихора́дке
506,Arznei::N,medicament,эм
507,Arznei::N,geneesmiddel,эм
508,Brücke::N,brug,кӱва́р
509,Brunnen::N,put,вӱдвыне́м
510,Brunnen::N,bron,вӱдвыне́м
511,Weide::N,wei,нурше́р
512,Weide::N,weide,нурше́р
513,Pfad::N,pad,йолго́рно
514,Pfad::N,pad,сокма́к
515,Weg::N,weg,ко́рно
516,Straße::N,baan,ко́рно
517,Straße::N,straat,ко́рно
518,Dorf::N,dorp,ял
519,Stadt::N,stad,ола́
520,Brief::N,brief,се́рыш
521,Buch::N,boek,книга́
522,Buchstabe::N,letter,буква́
523,Zeitung::N,krant,газе́т
524,Zeitung::N,dagblad,газе́т
525,Leben::N,leven,и́лыш
526,Tod::N,dood,колыма́ш
527,Grab::N,graf,шӱга́р
528,Kirche::N,kerk,че́рке
529,Sünde::N,zonde,су́лык
530,Gott::N,god,ю́мо
531,Arbeiter::N,arbeider,паша́зе
532,Chef::N,chef,тӧра́
533,Meister::N,meester,маста́р
534,Arzt::N,arts,врач
535,Arzt::N,dokter,врач
536,Lehrer::N,leraar,ту́ныктышо
537,Lehrer::N,onderwijzer,ту́ныктышо
538,Geld::N,geld,окса́
539,Geschäft::N,zaak,сатулыма́ш
540,Laden::N,winkel,ке́выт
541,Preis::N,prijs,ак
542,Ware::N,waar,сату́
543,Nutzen::N,nut,пайда́
544,Nutzen::N,voordeel,пайда́
545,Reichtum::N,rijkdom,поя́нлык
546,Welt::N,wereld,тӱня́
547,Land::N,land,эл
548,Staat::N,staat,кугыжа́ныш
549,König::N,koning,кугыжа́
550,Macht::N,macht,власть
551,Grenze::N,grens,грани́ца
552,Krieg::N,oorlog,сар
553,Feind::N,vijand,тушма́н
554,Gewalt::N,geweld,виешлыма́ш
555,Kampf::N,strijd,кредалма́ш
556,Kampf::N,gevecht,кредалма́ш
557,Bogen[Waffe]::N,boog,юҥе́ж
558,Pfeil::N,pijl,пикш
559,Gewehr::N,geweer,пыча́л
560,Fehler::N,fout,йо́ҥылыш
561,Lüge::N,leugen,шоя́к
562,Schaden::N,schade,зия́н
563,Unglück::N,tegenspoed,эҥге́к
564,Schuld::N,schuld,тита́к
565,Schuld::N,schuld,йола́
566,Alter::N,leeftijd,ийго́т
567,Schluss::N,slot,муча́ш
568,Zeit::N,tijd,жап
569,Zeit::N,tijd,па́гыт
570,Tag::N,dag,ке́че
571,Morgen::N,morgen,эр
572,Morgen::N,ochtend,эр
573,Mittag::N,middag,кечыва́л
574,Abend::N,avond,кас
575,Nacht::N,nacht,йӱд
576,Woche::N,week,арня́
577,Monat::N,maand,ты́лзе
578,Jahr::N,jaar,ий
579,Frühling::N,lente,шо́шо
580,Frühling::N,voorjaar,шо́шо
581,Sommer::N,zomer,кеҥе́ж
582,Herbst::N,herfst,шы́же
583,Winter::N,winter,те́ле
584,Januar::N,januari,шоркыйол
585,Januar::N,januari,идалыкву́й
586,Januar::N,januari,янва́рь
587,Februar::N,februari,пургыж
588,Februar::N,februari,февра́ль
589,März::N,maart,ӱярня
590,März::N,maart,март
591,April::N,april,апре́ль
592,Mai::N,mei,ага
593,Mai::N,mei,май
594,Juni::N,juni,пеледыш
595,Juni::N,juni,ию́нь
596,Juli::N,juli,сӱрем
597,Juli::N,juli,ию́ль
598,August::N,augustus,сорла
599,August::N,augustus,агарма́н
600,August::N,augustus,а́вгуст
601,September::N,september,идым
602,September::N,september,сентя́брь
603,Oktober::N,oktober,шыжа
604,Oktober::N,oktober,октя́брь
605,November::N,november,кылме тылзе
606,November::N,november,ноя́брь
607,Dezember::N,december,дека́брь
608,Montag::N,maandag,шо́чмо
609,Dienstag::N,dinsdag,ку́шкыжмо
610,Mittwoch::N,woensdag,вӱрге́че
611,Donnerstag::N,donderdag,изарня́
612,Freitag::N,vrijdag,кугарня́
613,Samstag::N,zaterdag,шуматке́че
614,Sonntag::N,zondag,рушарня́
615,groß::A,groot,кугу́
616,klein::A,klein,изи́
617,lang::A,lang,кужу́
618,kurz::A,kort,кӱ́чык
619,breit::A,breed,кумда́
620,schmal::A,smal,а́ҥысыр
621,dicht::A,dicht,ну́гыдо
622,dick[Gegenstand]::A,dik,кӱ́жгӧ
623,dünn::A,dun,ви́чкыж
624,fein::A,fijn,ты́гыде
625,fest::A,vast,чо́ткыдо
626,flach::A,plat,лапка́
627,glatt::A,glad,яклака́
628,hart::A,hard,пе́ҥгыде
629,weich::A,week,пу́шкыдо
630,rund::A,rond,йырге́шке
631,spitz::A,spits,коша́р
632,spitz::A,puntig,коша́р
633,scharf::A,scherp,пӱ́сӧ
634,stumpf::A,stomp,токма́к
635,schwer::A,zwaar,не́ле
636,schön::A,mooi,сы́лне
637,schön::A,fraai,сы́лне
638,heiß::A,heet,шо́кшо
639,warm::A,warm,ле́ве
640,kalt::A,koud,йӱ́штӧ
641,kühl::A,koel,юа́лге
642,kühl::A,koel,южгата́
643,frisch::A,fris,свежа́
644,feucht::A,vochtig,вӱ́дыжгӧ
645,nass::A,nat,нӧ́рӧ
646,trocken::A,droog,ку́кшо
647,voll::A,vol,тич
648,leer::A,leeg,яра́
649,offen::A,open,виш
650,geschlossen::A,gesloten,пе́тырыме
651,geschlossen::A,gesloten,тӱ́чмӧ
652,sauber::A,net,ару́
653,sauber::A,net,янда́р
654,sauber::A,schoon,ару́
655,sauber::A,schoon,янда́р
656,schmutzig::A,vuil,лавыра́н
657,schmutzig::A,vuil,ла́выргыше
658,roh::A,rauw,кӱ́чымӧ
659,reif::A,rijp,лӧза́
660,lecker::A,lekker,ту́тло
661,süß::A,zoet,ше́ре
662,bitter::A,bitter,ко́чо
663,sauer::A,zuur,шо́по
664,hell::A,licht,во́лгыдо
665,hell::A,helder,во́лгыдо
666,dunkel::A,donker,пычке́мыш
667,schwarz::A,zwart,шола́
668,weiß::A,wit,ош
669,rot::A,rood,йошка́р
670,gelb::A,geel,сар
671,blau::A,blauw,ка́нде
672,grün::A,groen,ужа́р
673,grau::A,grijs,сур
674,bunt::A,bont,олача́
675,billig::A,goedkoop,шу́лдо
676,teuer::A,duur,ше́рге
677,wertvoll::A,kostbaar,шергака́н
678,wertvoll::A,waardevol,шергака́н
679,blind::A,blind,со́кыр
680,taub::A,doof,соҥгыра́
681,kräftig::A,krachtig,куа́тле
682,stark::A,sterk,вия́н
683,schwach::A,zwak,а́лдыме
684,fett::A,vet,коя́
685,schlank::A,slank,йоштката́
686,schlank::A,slank,яжу́
687,hübsch::A,leuk,чеве́р
688,böse::A,kwaad,шы́де
689,dumm::A,dom,аҥыра́
690,faul::A,lui,його
691,fleißig::A,vlijtig,ты́ршыше
692,geizig::A,gierig,чаҥга́
693,klug::A,slim,уша́н
694,klug::A,schrander,уша́н
695,klug::A,verstandig,уша́н
696,geschickt::A,handig,уста́
697,geschickt::A,vaardig,уста́
698,lieb::A,lief,ала́л
699,lustig::A,vrolijk,весела́
700,sanft::A,zacht,ны́жылге
701,hungrig::A,hongerig,шу́жышо
702,krank::A,ziek,че́рле
703,nackt::A,naakt,чарама́т
704,traurig::A,treurig,ойга́н
705,traurig::A,bedroefd,ойга́н
706,lebendig::A,levend,и́лыше
707,gut::A,goed,сай
708,schlecht::A,slecht,уда́
709,schlecht::A,slecht,шӱ́кшӧ
710,richtig::A,juist,чы́нле
711,schlimm::A,erg,аля́к
712,schlimm::A,erg,тыра́н
713,schlimm::A,kwaad,аля́к
714,schlimm::A,kwaad,тыра́н
715,wahr::A,waar,чы́нле
716,wahr::A,waar,настоя́щий
717,alt::A,oud,то́што
718,neu::A,nieuw,у
719,ehemalig::A,voormalig,о́нчычсо
720,ehemalig::A,voormalig,онда́кысе
721,alt[Lebewesen]::A,oud,шо́нто
722,jung::A,jong,са́мырык
723,arm::A,arm,нужна́
724,reich::A,rijk,поя́н
725,bekannt::A,bekend,па́лыме
726,berühmt::A,beroemd,лӱ́млӧ
727,fremd::A,vreemd,йот
728,verschieden::A,verscheiden,тӱ́рлӧ
729,verschieden::A,verschillend,тӱ́рлӧ
730,nah::A,nabij,ли́шыл
731,nah::A,nabijgelegen,ли́шыл
732,fern::A,ver,тора́
733,fern::A,ver,мӱ́ндыр
734,linker::A,linker,шола́
735,rechter::A,rechter,пурла́
736,anderer::A,andere,вес
737,anderer::A,andere,мо́ло
738,erster::A,eerste,и́кымше
739,zweiter::A,tweede,ко́кымшо
740,dritter::A,derde,ку́мшо
741,letzter::A,laatste,пыта́ртыш
742,allein::ADV,alleen,шкет
743,auf einmal::ADV,ineens,икана́ште
744,auf einmal::ADV,tegelijk,икана́ште
745,zusammen::ADV,samen,пырля́
746,zusammen::ADV,bijeen,пырля́
747,lange::ADV,lang,кужу́н
748,plötzlich::ADV,eensklaps,кенета́
749,plötzlich::ADV,plotsklaps,кенета́
750,sofort::ADV,terstond,кызыта́к
751,sofort::ADV,aanstonds,кызыта́к
752,sofort::ADV,onmiddelijk,кызыта́к
753,später::ADV,later,варара́к
754,jetzt::ADV,nu,ы́нде
755,jetzt::ADV,nu,кы́зыт
756,jetzt::ADV,nou,ы́нде
757,jetzt::ADV,nou,кы́зыт
758,jetzt::ADV,thans,ы́нде
759,jetzt::ADV,thans,кы́зыт
