,Concept_ID,en,ps
98,Donner::N,thunder,تالنده
99,Strömung::N,current,بهېدنه
100,Tropfen::N,drop,قطره
101,Tropfen::N,drop,څاڅکی
102,Schaum::N,foam,ځګ
103,Schmutz::N,dirt,ناپاکي
104,See::N,lake,جهیل
105,Sumpf::N,swamp,جبه
106,Moor::N,moor,جبه
107,Wiese::N,meadow,چمن
108,Wiese::N,meadow,شنېلی
109,Wald::N,forest,ځنګل
110,Hügel::N,hill,تپه
111,Anhöhe::N,elevation,غونډۍ
112,Berg::N,mountain,غ‍‍‍‍‍ر
113,Gipfel::N,summit,څوکه
114,Höhle::N,cave,کاز
115,Abhang::N,slope,لمن
116,Quelle::N,source,چینه
117,Bach::N,brook,واله
118,Fluss::N,river,سیند
119,Ufer::N,shore,غاړه
120,Küste::N,coast,ساحل
121,Festland::N,land,وچه
122,Meer::N,sea,بحر
123,Meer::N,sea,سمندر
124,Bucht::N,cove,کارۍ
125,Insel::N,island,ټاپو
126,Insel::N,island,جزيره
127,Blume::N,flower,ګل
128,Gras::N,grass,واښه
129,Wurzel::N,root,ریښه
130,Baum::N,tree,ونه
131,Stamm::N,trunk,ډډ
132,Rinde::N,bark,پوستکی
133,Ast::N,limb,ښاخ
134,Zweig::N,branch,څانګه
135,Blatt::N,leaf,پاڼه
136,Birke::N,birch,توس
137,Kiefer[Baum]::N,pine,نښتر
138,Weide[Baum]::N,willow,وله
139,Tanne::N,fir,ناجو
140,Horn::N,horn,ښکر
141,Feder::N,feather,بڼکه
142,Fell::N,fur,پوستکی
143,Flügel::N,wing,وزر
144,Klaue::N,claw,پنجه
145,Klaue::N,claw,منګول
146,Kralle::N,claw,پنجه
147,Kralle::N,claw,منګول
148,Schwanz::N,tail,لکۍ
149,Ei::N,egg,وۍ
150,Ei::N,egg,هګۍ
151,Nest::N,nest,جاله
152,Bau::N,lair,کاز
153,Tier::N,animal,ژوی
154,Tier::N,animal,حیوان
155,Herde::N,flock,رمه
156,Herde::N,flock,غېله
157,Kuh::N,cow,غوا
158,Bulle::N,bull,غوئی
159,Pferd::N,horse,آس
160,Schaf::N,sheep,پسه
161,Schwein::N,pig,سرکوزی
162,Hund::N,dog,سپی
163,Katze::N,cat,پشه
164,Bär::N,bear,خرس
165,Eichhörnchen::N,squirrel,خړ لمی
166,Elch::N,elk,ګوزن
167,Fuchs::N,fox,سپلم
168,Hase::N,hare,سوی
169,Maus::N,mouse,مږک
170,Wolf::N,wolf,لېوه
171,Vogel::N,bird,مرغه
172,Schwarm::N,swarm,سېل
173,Huhn::N,chicken,چرګه
174,Hahn::N,cock,چرګ
175,Gans::N,goose,بته
176,Adler::N,eagle,عقاب
177,Ente::N,duck,ایلۍ
178,Eule::N,owl,ګونګی
179,Kranich::N,crane,کلنګ
180,Krähe::N,crow,کارغه
181,Kuckuck::N,cuckoo,فاخته
182,Schwan::N,swan,قو
183,Fisch::N,fish,کب
184,Fisch::N,fish,ماهی
185,Barsch::N,perch,
186,Hecht::N,pike,
187,Schlange[Tier]::N,snake,مار
188,Wurm::N,worm,چینجی
189,Spinne::N,spider,غڼه
190,Spinne::N,spider,تارکښ
191,Ameise::N,ant,مېږی
192,Laus::N,louse,سپږه
193,Mücke::N,midge,ماشی
194,Fliege::N,fly,مچ
195,Schmetterling::N,butterfly,پتنګ
196,Beere::N,berry,مېوۍ
197,Apfel::N,apple,مڼه
198,Pilz::N,mushroom,خرېړی
199,Zwiebel::N,onion,پیاز
200,Saat::N,seed,تخم
201,Korn::N,grain,تخم
202,Korn::N,grain,دانه
203,Heu::N,hay,بوس
204,Heu::N,hay,پروړه
205,Schale::N,husk,پوستکی
206,Grube::N,pit,کنده
207,Falle::N,trap,دام
208,Falle::N,trap,لومه
209,Schlinge::N,noose,کړۍ
210,Spur::N,track,نښه
211,Asche::N,ashes,آس
212,Asche::N,ashes,ایره
213,Dreck::N,filth,ناپاکي
214,Eisen::N,iron,اوسپنه
215,Gold::N,gold,سره زر
216,Silber::N,silver,نقره
217,Silber::N,silver,سپین زر
218,Kohle::N,coal,سکور
219,Kohle::N,coal,سکاره
220,Glas::N,glass,ښيښه
221,Lehm::N,clay,خټه
222,Sand::N,sand,شګه
223,Mensch::N,human,انسان
224,Mann::N,man,سړی
225,Mann::N,man,نارینه
226,Frau::N,woman,ښځه
227,Kind::N,child,بچی
228,Kind::N,child,ماشوم
229,Junge::N,boy,هلک
230,Mädchen::N,girl,نجلۍ
231,Familie::N,family,کورنۍ
232,Großvater::N,grandfather,بابا
233,Großmutter::N,grandmother,انا
234,Eltern::N,parents,مور او پلار
235,Vater::N,father,پلار
236,Mutter::N,mother,مور
237,Sohn::N,son,زوی
238,Tochter::N,daughter,لور
239,Bruder::N,brother,ورور
240,Schwester::N,sister,خور
241,Onkel::N,uncle,تره
242,Onkel::N,uncle,ماما
243,Tante::N,aunt,خاله
244,Ehemann::N,husband,مېړه
245,Ehefrau::N,wife,مېرمن
246,Freude::N,joy,خوشحالي
247,Gelächter::N,laughter,خندا
248,Glück::N,happiness,بخت
249,Kummer::N,grief,غم
250,Wunsch::N,wish,هيله
251,Wunsch::N,wish,غوښتنه
252,Lust::N,desire,شوق
253,Lust::N,desire,مینه
254,Geist::N,spirit,روح
255,Gedanke::N,thought,فکر
256,Gedächtnis::N,memory,یاد
257,Gedächtnis::N,memory,حافظه
258,Verstand::N,mind,عقل
259,Verstand::N,mind,شعور
260,Sinn::N,meaning,معنی
261,Grund::N,reason,علت
262,Grund::N,reason,اساس
263,Wahrheit::N,truth,حقیقت
264,Gespräch::N,talk,مرکه
265,Gespräch::N,talk,خبرې اترې
266,Märchen::N,fairy tale,افسانه
267,Erzählung::N,story,قصه
268,Erzählung::N,story,کیسه
269,Nachricht::N,message,خبر
270,Neuigkeit::N,news,نوی خبر
271,Name::N,name,نوم
272,Rätsel::N,puzzle,کیسۍ
273,Rätsel::N,puzzle,چیستان
274,Rede::N,speech,وینا
275,Sprache::N,language,ژبه
276,Stimme::N,voice,غږ
277,Stimme::N,voice,اواز
278,Wort::N,word,لغت
279,Wort::N,word,کلمه
280,Zeichen::N,sign,نښه
281,Zeichen::N,sign,اشاره
282,Ruf::N,call,ږغ
283,Ruf::N,call,بلنه
284,Lärm::N,noise,غالمغال
285,Laut::N,sound,ږغ
286,Ton::N,tone,اواز
287,Lied::N,song,غزله
288,Lied::N,song,سندره
289,Ruhe::N,calm,ارامي
290,Leute::N,people,خلک
291,Volk::N,nation,ولس
292,Arbeit::N,work,کار
293,Gast::N,guest,مېلمه
294,Geschenk::N,gift,تحفه
295,Geschenk::N,gift,سوغات
296,Spiel::N,game,لوبه
297,Gesellschaft::N,company,ډله
298,Hilfe::N,help,کومک
299,Hilfe::N,help,مرسته
300,Freund::N,friend,ملګری
301,Kamerad::N,companion,انډيوال
302,Angelegenheit::N,matter,موضوع
303,Anzahl::N,count,شمېر
304,Anzahl::N,count,تعداد
305,Art::N,sort,ډول
306,Stück::N,piece,ټوټه
307,Teil::N,part,برخه
308,Hälfte::N,half,نیم
309,Kreis::N,circle,دایره
310,Kreuz::N,cross,صلیب
311,Linie::N,line,خط
312,Linie::N,line,لیکه
313,Strich::N,stroke,کرښه
314,Abstand::N,gap,فاصله
315,Entfernung::N,distance,واټن
316,Gegend::N,area,سیمه
317,Gegend::N,area,منطقه
318,Platz::N,space,ځای
319,Ort::N,place,ځای
320,Seite::N,side,مخ
321,Seite::N,side,اړخ
322,Mitte::N,middle,وسط
323,Mitte::N,middle,مینځ
324,Gegenstand::N,item,شی
325,Sache::N,thing,شی
326,Sache::N,thing,څيز
327,Rand::N,fringe,څنډه
328,Rand::N,fringe,کناره
329,Kante::N,edge,اړخ
330,Ecke::N,corner,ګوټ
331,Spitze::N,tip,څوکه
332,Ende::N,end,څوکه
333,Loch::N,hole,سوری
334,Winkel::N,angle,کنج
335,Winkel::N,angle,کوتی
336,Muster::N,pattern,نمونه
337,Größe::N,size,قد
338,Größe::N,size,لويوالی
339,Länge::N,length,طول
340,Länge::N,length,اوږد والی
341,Höhe::N,height,جګوالی
342,Gewicht::N,weight,وزن
343,Menge::N,amount,اندازه
344,Haufen::N,heap,کوټه
345,Reihe::N,row,صف
346,Reihe::N,row,کتار
347,Boot::N,boat,قايق
348,Ruder::N,oar,چپه
349,Schlitten::N,sleigh,ښویېدونی
350,Ski::N,ski,سکي
351,Lagerfeuer::N,campfire,اور
352,Last::N,load,بار
353,Last::N,load,پېټی
354,Gang::N,walk,تګ
355,Schritt::N,step,ګام
356,Norden::N,north,شمال
357,Süden::N,south,سوېل
358,Westen::N,west,لوېدېځ
359,Osten::N,east,شرق
360,Osten::N,east,ختیځ
361,Holz::N,wood,لرګی
362,Brett::N,board,تخته
363,Platte::N,slab,تخته
364,Stütze::N,bracket,تکیوان
365,Stange::N,pole,ډاګه
366,Stock::N,stick,لرګی
367,Stab::N,staff,چيخله
368,Rohr::N,pipe,نل
369,Haus::N,house,کور
370,Heim::N,home,کور
371,Ofen::N,stove,تودنۍ
372,Fußboden::N,floor,غولی
373,Tisch::N,table,مېز
374,Stuhl::N,chair,چوکۍ
375,Wiege::N,cradle,زانګو
376,Bett::N,bed,کټ
377,Bett::N,bed,چپرکټ
378,Regal::N,shelf,تاخچۍ
379,Kiste::N,box,صندوق
380,Fenster::N,window,کړکۍ
381,Tür::N,door,دروازه
382,Tor::N,gate,دروازه
383,Zaun::N,fence,کټاره
384,Dach::N,roof,بام
385,Leiter::N,ladder,زينه
386,Besen::N,broom,جارو
387,Spaten::N,spade,یوم
388,Schaufel::N,shovel,بېلچه
389,Gabel::N,fork,پنجه
390,Löffel::N,spoon,کاشوغه
391,Messer::N,knife,چاقو
392,Nagel::N,nail,ميخ
393,Netz::N,net,جال
394,Haken::N,hook,څنګک
395,Griff::N,handle,لاستی
396,Schloss::N,lock,کلپ
397,Bild::N,picture,رسم
398,Figur::N,figure,قدوقامت
399,Puppe::N,doll,ګوډۍ
400,Beutel::N,pouch,کڅوړه
401,Bündel::N,bundle,دسته
402,Tasche::N,bag,بکس
403,Tasche::N,bag,توبره
404,Eimer::N,bucket,سطل
405,Deckel::N,cover,سرپوښ
406,Geschirr::N,dishes,لوښی
407,Sack::N,sack,جوال
408,Tasse::N,cup,پیاله
409,Topf::N,pot,دېګی
410,Kessel::N,kettle,دېګ
411,Essen::N,meal,خوراک
412,Nahrung::N,food,خوراک
413,Speise::N,dish,خواړه
414,Fleisch::N,meat,غوښه
415,Getreide::N,corn,غله
416,Brei::N,mush,اوګره
417,Brot::N,bread,ډوډۍ
418,Scheibe::N,slice,مړۍ
419,Fett::N,fat,غوړي
420,Butter::N,butter,کوچ
421,Öl::N,oil,تېل
422,Salz::N,salt,مالګه
423,Suppe::N,soup,شوربا
424,Honig::N,honey,شات
425,Milch::N,milk,شوده
426,Tee::N,tea,چای
427,Leder::N,leather,څرمن
428,Wolle::N,wool,پشم
429,Stoff::N,cloth,ټوټه
430,Nadel::N,needle,ستن
431,Faden::N,thread,تار
432,Knopf::N,button,تڼۍ
433,Knopf::N,button,تکمه
434,Knoten::N,knot,غوټه
435,Farbe::N,paint,رنګ
436,Kleidung::N,clothes,کالي
437,Hemd::N,shirt,کميس
438,Kragen::N,collar,غاړه
439,Ärmel::N,sleeve,لستوڼی
440,Hose::N,trousers,پطلون
441,Gürtel::N,belt,کمربند
442,Mütze::N,cap,خولۍ
443,Schuh::N,shoe,بوټ
444,Stiefel::N,boot,موزه
445,Ring::N,ring,ګوته
446,Band::N,ribbon,فيته
447,Kamm::N,comb,ګمنځ
448,Spiegel::N,mirror,ایینه
449,Spiegel::N,mirror,هنداره
450,Riemen::N,strap,تسمه
451,Schnur::N,string,مزی
452,Leine::N,leash,رسۍ
453,Decke::N,blanket,بړستن
454,Kissen::N,pillow,بالښت
455,Tuch::N,scarf,ټیکری
456,Handtuch::N,towel,دسمال
457,Kraft::N,force,زور
458,Kraft::N,force,توان
459,Stärke::N,strength,قوت
460,Gesundheit::N,health,صحت
461,Gesundheit::N,health,روغتیا
462,Krankheit::N,illness,مرض
463,Krankheit::N,illness,ناروغي
464,Schmerz::N,pain,درد
465,Wunde::N,wound,ټپ
466,Wunde::N,wound,زخم
467,Fieber::N,fever,تبه
468,Arznei::N,medicine,دوا
469,Arznei::N,medicine,دارو
470,Brücke::N,bridge,پول
471,Brunnen::N,well,څاه
472,Brunnen::N,well,کوهی
473,Weide::N,pasture,وله
474,Pfad::N,path,تړه
475,Weg::N,way,لیار
476,Straße::N,road,سړک
477,Dorf::N,village,کلی
478,Stadt::N,town,ښار
479,Brief::N,letter,لیک
480,Brief::N,letter,مکتوب
481,Buch::N,book,کتاب
482,Buchstabe::N,character,حرف
483,Buchstabe::N,character,توری
484,Zeitung::N,newspaper,اخبار
485,Leben::N,life,ژوند
486,Tod::N,death,مرګ
487,Tod::N,death,مړینه
488,Grab::N,grave,قبر
489,Grab::N,grave,ډورۍ
490,Kirche::N,church,کلیسا
491,Sünde::N,sin,ګناه
492,Gott::N,god,خدای
493,Arbeiter::N,worker,کاریګر
494,Chef::N,boss,آمر
495,Meister::N,master,استاد
496,Arzt::N,doctor,طبیب
497,Arzt::N,doctor,ډاکټر
498,Lehrer::N,teacher,معلم
499,Lehrer::N,teacher,ښوونکی
500,Geld::N,money,پیسې
501,Geschäft::N,business,سوداګري
502,Laden::N,shop,دکان
503,Laden::N,shop,مغازه
504,Preis::N,price,بیه
505,Ware::N,ware,مال
506,Nutzen::N,profit,ګټه
507,Reichtum::N,wealth,شتمني
508,Welt::N,world,نړۍ
509,Welt::N,world,دنیا
510,Land::N,country,هېواد
511,Staat::N,state,دولت
512,König::N,king,باچا
513,König::N,king,پادشاه
514,Macht::N,power,قدرت
515,Grenze::N,border,حد
516,Grenze::N,border,سرحد
517,Krieg::N,war,جګړه
518,Feind::N,enemy,دښمن
519,Gewalt::N,violence,زور
520,Gewalt::N,violence,تشدد
521,Kampf::N,fight,جنګ
522,Kampf::N,fight,مبارزه
523,Bogen[Waffe]::N,bow,لیندۍ
524,Pfeil::N,arrow,غشی
525,Gewehr::N,gun,ټوپک
526,Fehler::N,mistake,خطا
527,Fehler::N,mistake,غلطي
528,Lüge::N,lie,دروغ
529,Schaden::N,damage,زیان
530,Schaden::N,damage,تاوان
531,Unglück::N,misfortune,بدبختي
532,Schuld::N,fault,ګناه
533,Alter::N,age,منګ
534,Schluss::N,conclusion,اخر
535,Zeit::N,time,وخت
536,Tag::N,day,ورځ
537,Morgen::N,morning,سبا
538,Morgen::N,morning,سهار
539,Mittag::N,noon,غرمه
540,Abend::N,evening,ماښام
541,Nacht::N,night,شپه
542,Woche::N,week,اونۍ
543,Monat::N,month,مياشت
544,Jahr::N,year,کال
545,Frühling::N,spring,پسرلی
546,Sommer::N,summer,دوبی
547,Herbst::N,autumn,منی
548,Herbst::N,autumn,خزان
549,Winter::N,winter,ژمی
550,Januar::N,January,جنوري
551,Februar::N,February,فبروري
552,März::N,March,مارچ
553,April::N,April,اپریل
554,Mai::N,May,مې
555,Juni::N,June,جون
556,Juli::N,July,جولای
557,August::N,August,اګست
558,September::N,September,سپټامبر
559,Oktober::N,October,اکتوبر
560,November::N,November,نومبر
561,Dezember::N,December,دسمبر
562,Montag::N,Monday,دوشنبه
563,Dienstag::N,Tuesday,سه شنبه
564,Mittwoch::N,Wednesday,چارشنبه
565,Donnerstag::N,Thursday,پنجشنبه
566,Freitag::N,Friday,جمعه
567,Samstag::N,Saturday,خالي
568,Sonntag::N,Sunday,یکشنبه
569,groß::A,big,لوی
570,klein::A,little,وړوکی
571,lang::A,long,اوړد
572,kurz::A,short,لنډ
573,breit::A,wide,پراخه
574,schmal::A,narrow,تنګ
575,dicht::A,dense,ګڼ
576,dick[Gegenstand]::A,thick,پنډ
577,dünn::A,thin,نری
578,fein::A,delicate,نازک
579,fest::A,firm,کلک
580,fest::A,firm,ټینګ
581,flach::A,flat,هوار
582,glatt::A,smooth,ښوی
583,hart::A,hard,کلک
584,weich::A,soft,نرم
585,weich::A,soft,پوست
586,rund::A,round,ګرد
587,spitz::A,pointed,تېره
588,scharf::A,sharp,تېز
589,scharf::A,sharp,تېره
590,stumpf::A,blunt,پڅ
591,schwer::A,heavy,دروند
592,schön::A,beautiful,ښکلی
593,heiß::A,hot,تود
594,warm::A,warm,تود
595,kalt::A,cold,ېخ
596,kalt::A,cold,سوړ
597,kühl::A,cool,ېخ
598,kühl::A,cool,سوړ
599,frisch::A,fresh,تازه
600,feucht::A,damp,مرطوب
601,nass::A,wet,لوند
602,trocken::A,dry,وچ
603,voll::A,full,ډک
604,leer::A,empty,خالی
605,offen::A,open,خلاص
606,offen::A,open,پرانیستی
607,geschlossen::A,closed,تړلی
608,sauber::A,clean,پاک
609,schmutzig::A,dirty,چټل
610,roh::A,raw,خام
611,reif::A,ripe,پوخ
612,reif::A,ripe,رسېدلی
613,lecker::A,delicious,خوندور
614,lecker::A,delicious,مزه دار
615,süß::A,sweet,خوږ
616,süß::A,sweet,شیرین
617,bitter::A,bitter,تریخ
618,sauer::A,sour,ټاک
619,sauer::A,sour,تريو
620,hell::A,bright,روڼ
621,hell::A,bright,روښان
622,dunkel::A,dark,تیاره
623,schwarz::A,black,تور
624,weiß::A,white,سپين
625,rot::A,red,سور
626,gelb::A,yellow,زېړ
627,blau::A,blue,شین
628,blau::A,blue,اسماني رنګه
629,grün::A,green,زرغون
630,grau::A,grey,خړ
631,bunt::A,colourful,رنګارنګ
632,bunt::A,colorful,رنګارنګ
633,billig::A,cheap,ارزان
634,teuer::A,dear,ګران
635,wertvoll::A,precious,قیمتي
636,blind::A,blind,ړوند
637,taub::A,deaf,کوڼ
638,kräftig::A,powerful,قوی
639,stark::A,strong,قوی
640,stark::A,strong,تکړه
641,schwach::A,weak,ضعیف
642,schwach::A,weak,کمزوری
643,fett::A,fat,چاغ
644,schlank::A,slim,خوش اندام
645,hübsch::A,pretty,ښکلی
646,hübsch::A,pretty,ښایسته
647,böse::A,evil,شریر
648,böse::A,evil,قهرناک
649,dumm::A,stupid,احمق
650,faul::A,lazy,لټ
651,faul::A,lazy,تنبل
652,fleißig::A,diligent,زحمت کښ
653,geizig::A,stingy,بخیل
654,klug::A,clever,عاقل
655,klug::A,clever,هوښیار
656,geschickt::A,skilful,ماهر
657,geschickt::A,skillful,ماهر
658,lieb::A,dear,عزیز
659,lieb::A,dear,محبوب
660,lustig::A,merry,خوشحال
661,sanft::A,gentle,پوست
662,sanft::A,gentle,ملایم
663,hungrig::A,hungry,وږی
664,krank::A,sick,مريض
665,krank::A,sick,ناروغ
666,nackt::A,naked,لوڅ
667,traurig::A,sad,غمجن
668,lebendig::A,living,ژوندی
669,gut::A,good,ښه
670,schlecht::A,bad,بد
671,schlecht::A,bad,خراب
672,richtig::A,correct,سم
673,richtig::A,correct,صحیح
674,schlimm::A,nasty,بد
675,schlimm::A,nasty,مخوف
676,wahr::A,true,واقعي
677,alt::A,old,زوړ
678,neu::A,new,نوی
679,ehemalig::A,former,پخوانی
680,alt[Lebewesen]::A,aged,زوړ
681,jung::A,young,ځوان
682,arm::A,poor,غریب
683,arm::A,poor,بې وزله
684,reich::A,rich,شتمن
685,reich::A,rich,دولتمند
686,bekannt::A,familiar,اشنا
687,berühmt::A,famous,مشهور
688,fremd::A,foreign,پردی
689,fremd::A,foreign,بېګانه
690,verschieden::A,different,مختلف
691,nah::A,near,نژدې
692,fern::A,far,لیری
693,linker::A,left,چپ
694,linker::A,left,کیڼ
695,rechter::A,right,ښی
696,anderer::A,other,بل
697,erster::A,first,لومړی
698,zweiter::A,second,دوهم
699,dritter::A,third,درېم
700,letzter::A,last,آخرنی
701,letzter::A,last,وروستی
702,allein::ADV,alone,یوازې
703,auf einmal::ADV,at once,په یوه وخت کی
704,zusammen::ADV,together,یو ځای
705,lange::ADV,long,ډېر وخت
706,lange::ADV,long,ډېره موده
707,plötzlich::ADV,suddenly,ناببره
708,plötzlich::ADV,suddenly,یوناڅاپه
709,sofort::ADV,instantly,فوراً
710,sofort::ADV,instantly,سمدلاسه
711,später::ADV,later,وروسته
712,jetzt::ADV,now,اوس
713,heute::ADV,today,نن
714,morgen::ADV,tomorrow,سبا
715,bald::ADV,soon,ژر
716,dann::ADV,then,پس
717,dann::ADV,then,وروسته
718,gestern::ADV,yesterday,پرون
719,einst::ADV,once,پخوا
720,damals::ADV,at that time,هغه وخت
721,danach::ADV,afterwards,بیا
722,vorher::ADV,before,دمخه
723,zuerst::ADV,at first,لومړی
724,einmal::ADV,once,یو ځل
725,manchmal::ADV,sometimes,ګاهی ګاهی
726,oft::ADV,often,ډېر ځله
727,immer::ADV,always,تل
728,immer::ADV,always,همېشه
729,niemals::ADV,never,هیڅکله نه
730,hier::ADV,here,دلته
731,hierhin::ADV,hither,دلته
732,hierhin::ADV,hither,دې ځای ته
733,hierhin::ADV,to here,دلته
734,hierhin::ADV,to here,دې ځای ته
735,hierhin::ADV,here,دلته
736,hierhin::ADV,here,دې ځای ته
737,von hier::ADV,hence,د دې ځای نه
738,dort::ADV,there,هلته
739,dorthin::ADV,thither,هلته
740,dorthin::ADV,thither,هغه ځای ته
741,dorthin::ADV,there,هلته
742,dorthin::ADV,there,هغه ځای ته
743,dorthin::ADV,to there,هلته
744,dorthin::ADV,to there,هغه ځای ته
745,geradeaus::ADV,ahead,مخامخ
746,vorwärts::ADV,forward,مخ پهٔ وړاندې
747,rückwärts::ADV,backward,بېرته
748,zurück::ADV,back,بېرته
749,unten::ADV,below,لاندي
750,hinab::ADV,down,ښکته
751,oben::ADV,above,پورته
752,hinauf::ADV,up,پاس
753,überall::ADV,everywhere,هره خوا
754,nicht::ADV,not,نه
755,ein wenig::ADV,a little,یو څه
756,kaum::ADV,hardly,ایله
757,sehr::ADV,very,ډېر
758,sehr::ADV,very,زيات
759,so::ADV,so,داسې
760,so::ADV,so,دومره
761,noch::ADV,still,نور
762,nur::ADV,only,تش
763,nur::ADV,only,صرف
764,schon::ADV,already,دمخه
765,wieder::ADV,again,بیا
766,vergebens::ADV,in vain,عبث
767,vor::PRP,in front of,دمخه
768,hinter::PRP,behind,شاته
769,unter::PRP,under,لاندي
770,durch::PRP,through,د مینځ نه
771,neben::PRP,next to,نژدې
772,zwischen::PRP,between,ترمینځ
773,wegen::PRP,because of,د ... له لاسه
774,dies::PRN,this,دا
775,das::PRN,that,دا
776,alles::PRN,everything,هرڅهٔ
777,ich::PRN,I,زه
778,du::PRN,you,ته
779,du::PRN,thou,ته
780,er::PRN,he,دی
781,wir::PRN,we,مونږ
782,ihr::PRN,you,تاسې
783,sie::PRN,they,هغوی
784,was::FPRN,what,څهٔ
785,wer::FPRN,who,چا
786,wer::FPRN,who,څوک
787,wo::FADV,where,چيری
788,wo::FADV,where,چېرته
789,wohin::FADV,where ... to,چېرته
790,wohin::FADV,where to,چېرته
791,wohin::FADV,where,چېرته
792,wie::FADV,how,څنګه
793,warum::FADV,why,ولې
794,wieviel::FNUM,how much,څو
795,wieviel::FNUM,how much,څومره
796,eins::NUM,one,یو
797,zwei::NUM,two,دوه
798,drei::NUM,three,درې
799,vier::NUM,four,څلور
800,fünf::NUM,five,پنځه
801,sechs::NUM,six,شپږ
802,sieben::NUM,seven,اوه
803,acht::NUM,eight,اته
804,neun::NUM,nine,نهه
805,zehn::NUM,ten,لس
806,elf::NUM,eleven,یوولس
807,zwölf::NUM,twelve,دولس
808,zwanzig::NUM,twenty,شل
809,dreißig::NUM,thirty,دېرش
810,vierzig::NUM,forty,څلوېښت
811,fünfzig::NUM,fifty,پنځوس
812,sechzig::NUM,sixty,شپېته
813,siebzig::NUM,seventy,اویا
814,achtzig::NUM,eighty,اتیا
815,neunzig::NUM,ninety,نوي
816,hundert::NUM,a hundred,سل
817,tausend::NUM,a thousand,زر
818,und::CNJ,and,او
819,oder::CNJ,or,ېا
820,stehen::V,stand,درېدل
821,sitzen::V,sit,کښېنستل
822,liegen::V,lie,ملاستل
823,hängen::V,hang,ځړېدل
824,werden::V,become,کېدل
825,passieren::V,happen,پېښېدل
826,beginnen::V,begin,شروع کېدل
827,enden::V,end,خلاصدل
828,enden::V,end,تمامېدل
829,wechseln::V,change,تغییر موندل
830,aufgehen[Sonne]::V,rise,ختل
831,untergehen[Sonne]::V,set,لوېدل
832,untergehen[Sonne]::V,set,پرېوتل
833,scheinen[Sonne]::V,shine,رڼا کول
834,donnern::V,thunder,تنېدل
835,donnern::V,thunder,غړمبېدل
