,Concept_ID,he,os
366,Osten::N,מזרח,скæсæн
367,Holz::N,עץ,хъӕдӕрмӕг
368,Brett::N,קרש,фæйнæг
369,Platte::N,לוח,къӕй
370,Stütze::N,משען,быцæу
371,Stange::N,מוט,хъил
372,Stock::N,מקל,лӕдзӕг
373,Stab::N,מוט,хъил
374,Rohr::N,צנור,хӕтӕл
375,Haus::N,בית,хӕдзар
376,Heim::N,בית,къона
377,Ofen::N,תנור,пец
378,Fußboden::N,רצפה,астӕрд
379,Tisch::N,שלחן,стъол
380,Stuhl::N,כסא,бандон
381,Wiege::N,ערש,авдæн
382,Bett::N,מטה,сынтӕг
383,Regal::N,מדף,тӕрхӕг
384,Regal::N,מדף,уӕлвӕйнӕг
385,Kiste::N,תבה,асыкк
386,Kiste::N,ארגז,асыкк
387,Fenster::N,חלון,рудзынг
388,Fenster::N,חלון,фæрссаг
389,Tür::N,דלת,дуар
390,Tor::N,שער,кулдуар
391,Zaun::N,גדר,æмбонд
392,Zaun::N,גדר,быру
393,Zaun::N,גדר,гæрæн
394,Dach::N,גג,уӕлхӕдзар
395,Leiter::N,סלם,асин
396,Besen::N,מטאטא,уисой
397,Spaten::N,את,бел
398,Schaufel::N,את,æвгæнæн
399,Schaufel::N,את,кæфой
400,Gabel::N,מזלג,вилкæ
401,Löffel::N,כף,уидыг
402,Messer::N,סכין,кард
403,Nagel::N,מסמר,зӕгӕл
404,Netz::N,רשת,хыз
405,Haken::N,וו,хæдз
406,Haken::N,וו,хæбырæгъ
407,Haken::N,קרס,хæдз
408,Haken::N,קרס,хæбырæгъ
409,Griff::N,ידית,фистон
410,Schloss::N,מנעול,гуыдыр
411,Bild::N,תמונה,ныв
412,Figur::N,פסל,кæрдгæныв
413,Puppe::N,בבה,чындз
414,Beutel::N,שק,дзӕкъул
415,Bündel::N,צרור,баст
416,Tasche::N,שקית,хызын
417,Tasche::N,שקית,дзæкъул
418,Eimer::N,דלי,къæрта
419,Eimer::N,דלי,чъыбыла
420,Eimer::N,דלי,ведра
421,Deckel::N,מכסה,сæр
422,Deckel::N,מכסה,æмбæрзæн
423,Geschirr::N,כלים,мигæнæн
424,Geschirr::N,כלים,мигæнæнтæ
425,Sack::N,שק,голлаг
426,Tasse::N,ספל,пиала
427,Tasse::N,ספל,къус
428,Topf::N,סיר,аг
429,Topf::N,סיר,чысыл аг
430,Kessel::N,קנקן,аг
431,Essen::N,אכל,хӕрд
432,Essen::N,ארוחה,хӕрд
433,Nahrung::N,הזנה,хойраг
434,Nahrung::N,תזונה,хойраг
435,Speise::N,מאכל,хӕринаг
436,Speise::N,ארוחה,хӕринаг
437,Fleisch::N,בשר,дзидза
438,Fleisch::N,בשר,фыдызгъӕл
439,Getreide::N,דגן,халсар
440,Brei::N,מחית,кас
441,Brot::N,לחם,дзул
442,Scheibe::N,עגול,къӕбӕр
443,Scheibe::N,פרוסה,къӕбӕр
444,Fett::N,שמן,сой
445,Butter::N,חמאה,нӕлхӕ
446,Öl::N,שמן,зети
447,Salz::N,מלח,цӕхх
448,Suppe::N,מרק,бас
449,Honig::N,דבש,мыд
450,Milch::N,חלב,ӕхсыр
451,Tee::N,תה,цай
452,Leder::N,עור,мæскуы
453,Wolle::N,צמר,фӕсмын
454,Stoff::N,בד,хъуымац
455,Stoff::N,אריג,хъуымац
456,Nadel::N,מחט,судзин
457,Faden::N,חוט,ӕндах
458,Knopf::N,כפתור,цӕппӕр
459,Knoten::N,קשר,ӕлхынцъ
460,Farbe::N,צבע,ахорæн
461,Kleidung::N,בגדים,дарӕс
462,Hemd::N,חלצה,хӕдон
463,Kragen::N,צוארון,æфцæггот
464,Ärmel::N,שרוול,дыс
465,Hose::N,מכנסים,хæлаф
466,Hose::N,מכנסים,æддаг хæлаф
467,Hose::N,מכנסים,салбар
468,Gürtel::N,חגורה,рон
469,Mütze::N,כובע,худ
470,Schuh::N,נעל,басмахъ
471,Stiefel::N,מגף,цырыхъхъ
472,Ring::N,טבעת,къухдарӕн
473,Band::N,סרט,лент
474,Kamm::N,מסרק,сӕрвасӕн
475,Spiegel::N,מראה,айдæн
476,Spiegel::N,מראה,кæсæн
477,Riemen::N,רצועה,гӕрз
478,Schnur::N,חבל,бӕндӕн
479,Leine::N,מושכות,
480,Decke::N,שמיכה,хъӕццул
481,Kissen::N,כרית,баз
482,Tuch::N,צעיף,кæлмæрзæн
483,Tuch::N,צעיף,кæрдæн
484,Handtuch::N,מגבת,хисæрфæн
485,Kraft::N,כוח,тых
486,Kraft::N,כוח,хъомыс
487,Stärke::N,און,тых
488,Stärke::N,און,æхсар
489,Gesundheit::N,בריאות,æнæниздзинад
490,Krankheit::N,מחלה,низ
491,Krankheit::N,מחלה,рын
492,Schmerz::N,כאב,рис
493,Wunde::N,פציעה,цӕф
494,Fieber::N,חם,ризӕг
495,Fieber::N,חם,тӕфсӕг
496,Arznei::N,תרופה,хос
497,Brücke::N,גשר,хид
498,Brunnen::N,באר,цъай
499,Weide::N,אחו,хизæн
500,Weide::N,אחו,хизæнуат
501,Weide::N,אחו,сæрвæт
502,Weide::N,מרעה,хизæн
503,Weide::N,מרעה,хизæнуат
504,Weide::N,מרעה,сæрвæт
505,Pfad::N,שביל,къахвæндаг
506,Pfad::N,שביל,къахвæд
507,Pfad::N,מדרכה,къахвæндаг
508,Pfad::N,מדרכה,къахвæд
509,Weg::N,דרך,фӕндаг
510,Straße::N,כביש,фӕндаг
511,Dorf::N,כפר,хъӕу
512,Stadt::N,עיר,сахар
513,Brief::N,מכתב,фыстӕг
514,Buch::N,ספר,чиныг
515,Buchstabe::N,אות,дамгъӕ
516,Zeitung::N,עתון,газет
517,Leben::N,חיים,цард
518,Leben::N,חיים,цӕрӕнбон
519,Tod::N,מות,мæлæт
520,Tod::N,מות,адзал
521,Grab::N,קבר,ингӕн
522,Kirche::N,כנסיה,аргъуан
523,Sünde::N,חטא,тæригъæд
524,Gott::N,אל,хуыцау
525,Arbeiter::N,פועל,кусæг
526,Chef::N,ראש,ӕмцег
527,Chef::N,מנהל,ӕмцег
528,Meister::N,ממחה,мастер
529,Meister::N,ממחה,дæсны
530,Arzt::N,רופא,хосгæнæг
531,Arzt::N,רופא,дохтыр
532,Lehrer::N,מורה,ахуыргæнæг
533,Geld::N,כסף,ӕхца
534,Geschäft::N,עסקה,бизнес
535,Geschäft::N,עסקה,хъуыддаг
536,Laden::N,חנות,дукани
537,Preis::N,מחיר,аргъ
538,Ware::N,סחורה,базайраг
539,Nutzen::N,תועלת,пайда
540,Reichtum::N,עשר,хъæздыгдзинад
541,Reichtum::N,עשר,исбон
542,Reichtum::N,עשר,мулк
543,Welt::N,עולם,дуне
544,Land::N,ארץ,бӕстӕ
545,Staat::N,מדינה,паддзахад
546,König::N,מלך,къарол
547,Macht::N,כוח,хицаудзинад
548,Grenze::N,גבול,арӕн
549,Krieg::N,מלחמה,хӕст
550,Feind::N,אויב,знаг
551,Feind::N,אויב,фыдгул
552,Feind::N,אויב,фыдзæрдæ
553,Feind::N,אויב,сон
554,Gewalt::N,אלימות,тыхми
555,Gewalt::N,אלימות,тыхдзинад
556,Kampf::N,קרב,хæст
557,Kampf::N,קרב,хъæбысæйхæст
558,Kampf::N,קרב,тох
559,Kampf::N,לחימה,хæст
560,Kampf::N,לחימה,хъæбысæйхæст
561,Kampf::N,לחימה,тох
562,Bogen[Waffe]::N,קשת,ӕрдын
563,Pfeil::N,חץ,фат
564,Gewehr::N,רובה,топп
565,Fehler::N,טעות,рӕдыд
566,Lüge::N,שקר,мӕнг
567,Lüge::N,שקר,гӕдыдзинад
568,Schaden::N,נזק,зиан
569,Unglück::N,מזל רע,бæллæх
570,Schuld::N,אשמה,азым
571,Alter::N,גיל,кар
572,Schluss::N,סיום,кæрон
573,Zeit::N,זמן,рӕстӕг
574,Tag::N,יום,бон
575,Morgen::N,בקר,райсом
576,Mittag::N,צהרים,æмбисбон
577,Abend::N,ערב,изӕр
578,Nacht::N,לילה,ӕхсӕв
579,Woche::N,שבוע,къуыри
580,Monat::N,חדש,мӕй
581,Jahr::N,שנה,аз
582,Jahr::N,שנה,афӕдз
583,Frühling::N,אביב,уалдзæг
584,Sommer::N,קיץ,сӕрд
585,Herbst::N,סתו,фæззæг
586,Winter::N,חרף,зымӕг
587,Januar::N,ינואר,январь
588,Februar::N,פברואר,февраль
589,März::N,מרץ,мартъи
590,April::N,אפריל,апрель
591,Mai::N,מאי,май
592,Juni::N,יוני,июнь
593,Juli::N,יולי,июль
594,August::N,אוגוסט,август
595,September::N,ספטמבר,сентябрь
596,Oktober::N,אוקטובר,октябрь
597,November::N,נובמבר,ноябрь
598,Dezember::N,דצמבר,декабрь
599,Montag::N,יום שני,къуырисæр
600,Dienstag::N,יום שלישי,дыццæг
601,Mittwoch::N,יום רביעי,æртыццæг
602,Donnerstag::N,יום חמישי,цыппæрæм
603,Freitag::N,יום ששי,майрæмбон
604,Samstag::N,יום שבת,сабат
605,Sonntag::N,יום ראשון,хуыцаубон
606,groß::A,גדול,дынджыр
607,klein::A,קטן,гыццыл
608,lang::A,ארך,даргъ
609,kurz::A,קצר,цыбыр
610,breit::A,רחב,фӕтӕн
611,schmal::A,צר,нарӕг
612,schmal::A,צר,уынгӕг
613,dicht::A,צפוף,бæзджын
614,dicht::A,צפוף,тар
615,dick[Gegenstand]::A,עבה,сӕвджын
616,dünn::A,דק,тæнæг
617,fein::A,מעדן,лыстӕг
618,fest::A,מוצק,фидар
619,fest::A,מוצק,хъӕддых
620,flach::A,שטוח,тъӕпӕн
621,glatt::A,חלק,лӕгъз
622,hart::A,קשיח,хъӕбӕр
623,weich::A,רך,фӕлмӕн
624,rund::A,עגל,тымбыл
625,spitz::A,חד,цыргъбырынкъ
626,spitz::A,חד,цыргъфындз
627,scharf::A,חד,цыргъ
628,stumpf::A,קהה,къуымых
629,schwer::A,כבד,уӕззау
630,schön::A,יפה,аив
631,schön::A,יפה,рӕсугъд
632,heiß::A,חם,тӕвд
633,warm::A,חם,хъарм
634,kalt::A,קר,уазал
635,kühl::A,צונן,сатæг
636,kühl::A,צונן,уазалгомау
637,frisch::A,טרי,сатæг
638,feucht::A,לח,уымӕл
639,nass::A,רטוב,хуылыдз
640,trocken::A,יבש,хус
641,voll::A,מלא,дзаг
642,voll::A,מלא,йедзаг 
643,leer::A,ריק,афтид
644,offen::A,פתוח,гом
645,geschlossen::A,סגור,æхгæд
646,sauber::A,נקי,сыгъдæг
647,schmutzig::A,מלכלך,чъиллон
648,roh::A,חי,хом
649,reif::A,בשל,рӕгъӕд
650,lecker::A,טעים,хӕрзад
651,süß::A,מתוק,адджын
652,bitter::A,מר,судзаг
653,sauer::A,חמוץ,туаг
654,hell::A,בהיר,рухс
655,dunkel::A,עמום,талынг
656,schwarz::A,שחר,сау
657,weiß::A,לבן,урс
658,rot::A,אדם,сырх
659,gelb::A,צהב,бур
660,blau::A,כחל,цъӕх
661,grün::A,ירק,цъӕх
662,grün::A,ירק,кӕрдӕгхуыз
663,grau::A,אפר,цъӕх
664,grau::A,אפר,фӕныкхуыз
665,bunt::A,צבעוני,хъулон
666,bunt::A,צבעוני,гæрæм
667,billig::A,זול,аслам
668,teuer::A,יקר,зынаргъ
669,wertvoll::A,יקר ערך,зынаргъ
670,blind::A,עור,куырм
671,taub::A,חרש,къуырма
672,kräftig::A,חסן,домбай
673,kräftig::A,חסן,тыхджын
674,stark::A,חזק,тыхджын
675,schwach::A,חלש,ӕнӕбон
676,fett::A,שמן,нард
677,schlank::A,רזה,гуырвидыц
678,schlank::A,רזה,хæрзконд
679,schlank::A,רזה,рæхснæг
680,schlank::A,רזה,сагамад
681,hübsch::A,יפה תאר,аив
682,hübsch::A,יפה תאר,рӕсугъд
683,böse::A,רשע,фыдзӕрдӕ
684,dumm::A,טפש,ӕдылы
685,faul::A,עצלן,зивӕг
686,faul::A,עצלן,зивӕггӕнаг
687,fleißig::A,חרוץ,æнæзивæг
688,fleißig::A,חרוץ,æнувыд
689,geizig::A,קמצן,чъынды
690,geizig::A,קמצן,æлгъин
691,geizig::A,קמצן,мæрддзæст
692,klug::A,נבון,зондджын
693,klug::A,פקח,зондджын
694,geschickt::A,מימן,хӕрзарӕхст
695,lieb::A,יקר,уарзон
696,lieb::A,אהוב,уарзон
697,lustig::A,עליז,хъӕлдзӕг
698,sanft::A,עדין,мынчын
699,hungrig::A,רעב,ӕххормаг
700,krank::A,חולה,нӕфӕразгӕ
701,nackt::A,ערום,бӕгънӕг
702,traurig::A,עצוב,ӕрхӕндӕг
703,lebendig::A,חי,цардӕгас
704,gut::A,טוב,хорз
705,schlecht::A,גרוע,цауд
706,richtig::A,נכון,раст
707,schlimm::A,רע,ӕвзӕр
708,wahr::A,אמתי,ӕцӕг
709,alt::A,ישן,зӕронд
710,neu::A,חדש,ног
711,ehemalig::A,לשעבר,раздӕры
712,alt[Lebewesen]::A,זקן,ацӕргӕ
713,jung::A,צעיר,ӕрыгон
714,arm::A,עני,мӕгуыр
715,reich::A,עשיר,хъӕздыг
716,bekannt::A,ידוע,зонгӕ
717,berühmt::A,מפרסם,номдзыд
718,fremd::A,זר,æцæгæлон
719,verschieden::A,שונה,æндæр æмæ æндæр
720,verschieden::A,שונה,алы
721,verschieden::A,שונה,алыхуызон
722,nah::A,קרוב,хӕстӕг
723,fern::A,רחוק,дард
724,fern::A,רחוק,дӕрддаг
725,linker::A,שמאלי,галиу
726,rechter::A,ימין,рахиз
727,anderer::A,אחר,иннӕ
728,anderer::A,אחר,ӕндӕр
729,erster::A,ראשון,фыццаг
730,erster::A,ראשון,фыццӕгӕм
731,zweiter::A,שני,дыккаг
732,zweiter::A,שני,дыккæгæм
733,dritter::A,שלישי,æртыккаг
734,dritter::A,שלישי,æртыккæгæм
735,letzter::A,אחרון,фӕстаг
736,allein::ADV,לבד,иунæг
737,auf einmal::ADV,בו-זמנית,уайтагъд
738,auf einmal::ADV,בו-זמנית,æвиппайды
739,auf einmal::ADV,בו-זמנית,æваст
740,zusammen::ADV,ביחד,иумӕ
741,lange::ADV,הרבה זמן,бирæ рæстæг
