,Concept_ID,kn,eu
119,Quelle::N,ಮೂಲ,iturri
120,Quelle::N,ಮೂಲ,iturbegi
121,Bach::N,ತೊರೆ,lats
122,Bach::N,ತೊರೆ,erreka
123,Fluss::N,ನದಿ,ibai
124,Fluss::N,ನದಿ,uhaitz
125,Ufer::N,ತೀರ,bazter
126,Küste::N,ದಂಡೆ,itsasalde
127,Festland::N,ಭೂಮಿ,lehor
128,Meer::N,ಕಡಲು,itsaso
129,Bucht::N,ಖಾರಿ,golko
130,Insel::N,ದ್ವೀಪ,irla
131,Insel::N,ದ್ವೀಪ,uharte
132,Blume::N,ಸುಮ,lili
133,Gras::N,ಹುಲ್ಲು,belar
134,Wurzel::N,ಬೇರು,zuztar
135,Wurzel::N,ಬೇರು,sustrai
136,Baum::N,ಮರ,zuhaitz
137,Stamm::N,ಕಾಂಡ,enbor
138,Rinde::N,ತೂಗಟಿ,azal
139,Ast::N,ಶಾಖೆ,adar
140,Zweig::N,ರೆಂಬೆ,abar
141,Blatt::N,ಎಲೆ,hosto
142,Birke::N,ಬರ್ಚ್ ಮರ,urki
143,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,ler
144,Weide[Baum]::N,ವಿಲೋಮರ,zume
145,Weide[Baum]::N,ವಿಲೋಮರ,sahats
146,Tanne::N,ಭದ್ರದಾರು,izei
147,Horn::N,ಕೊಂಬು,adar
148,Feder::N,ಪುಕ್ಕ,luma
149,Feder::N,ಪುಕ್ಕ,hegaki
150,Fell::N,ರೋಮ,ile
151,Fell::N,ರೋಮ,larru
152,Flügel::N,ರೆಕ್ಕೆ,hego
153,Klaue::N,ಪಂಜ,atzapar
154,Kralle::N,ಉಗುರು,erpe
155,Kralle::N,ಉಗುರು,atzapar
156,Schwanz::N,ಬಾಲ,isats
157,Schwanz::N,ಬಾಲ,buztan
158,Ei::N,ಮೊಟ್ಟೆ,arrautza
159,Nest::N,ಗೂಡು,habia
160,Bau::N,ಅಡಗುದಾಣ,ohantze
161,Tier::N,ಪ್ರಾಣಿ,abere
162,Tier::N,ಪ್ರಾಣಿ,piztia
163,Herde::N,ಗುಂಪು,saldo
164,Herde::N,ಗುಂಪು,abere talde
165,Kuh::N,ಹಸು,behi
166,Bulle::N,ಗೂಳಿ,zezen
167,Pferd::N,ಕುದುರೆ,zaldi
168,Schaf::N,ಕುರಿ,ardi
169,Schwein::N,ಹಂದಿ,urde
170,Schwein::N,ಹಂದಿ,txerri
171,Hund::N,ನಾಯಿ,txakur
172,Katze::N,ಬೆಕ್ಕು,katu
173,Bär::N,ಕರಡಿ,hartz
174,Eichhörnchen::N,ಉಡುತೆ,urtxintxa
175,Elch::N,ಕಡವೆ,altze
176,Fuchs::N,ನರಿ,azeri
177,Hase::N,ಮೊಲ,erbi
178,Maus::N,ಇಲಿ,sagu
179,Wolf::N,ತೋಳ,otso
180,Vogel::N,ಪಕ್ಷಿ,txori
181,Vogel::N,ಪಕ್ಷಿ,hegazti
182,Schwarm::N,ಗುಂಪು,aldra
183,Huhn::N,ಚಿಕ್,oilo
184,Hahn::N,ಹುಂಜ,oilar
185,Gans::N,ವರಟೆ,antzara
186,Adler::N,ಗರುಡ,arrano
187,Ente::N,ಬಾತು,ahate
188,Eule::N,ಗೂಬೆ,hontza
189,Kranich::N,ಕೊಕ್ಕರ,kurrilo
190,Krähe::N,ಕಾಗೆ,bele
191,Kuckuck::N,ಕೋಗಿಲೆ,kuku
192,Schwan::N,ಹಂಸಪಕ್ಷಿ,beltxarga
193,Fisch::N,ಮೀನು,arrain
194,Barsch::N,ಪರ್ಚ್ ಮೀನು,perka
195,Hecht::N,ಪೈಕ್ ಮೀನು,lutxo
196,Schlange[Tier]::N,ಹಾವು,suge
197,Wurm::N,ಹುಳು,har
198,Spinne::N,ಊರ್ಣನಾಭ,armiarma
199,Ameise::N,ಇರುವೆ,inurri
200,Laus::N,ಹೇನು,zorri
201,Mücke::N,ಸೊಳ್ಳೆ,eltxo
202,Fliege::N,ನೊಣ,euli
203,Schmetterling::N,ಪತಂಗ,pinpirin
204,Schmetterling::N,ಪತಂಗ,tximeleta
205,Beere::N,ನಯವಣ್ಣು,baia
206,Apfel::N,ಸೇಬು,sagar
207,Pilz::N,ಅಣಬೆ,onddo
208,Pilz::N,ಅಣಬೆ,perretxiko
209,Zwiebel::N,ನೀರುಳ್ಳಿ,tipula
210,Saat::N,ಬಿತ್ತ,haziak
211,Korn::N,ಬೀಜ,ale
212,Korn::N,ಬೀಜ,pikor
213,Heu::N,ಕರಡ,belar ondu
214,Schale::N,ಹೊಟ್ಟು,azal
215,Grube::N,ಗುಂಡಿ,hobi
216,Falle::N,ಬೋನು,harrapagailu
217,Schlinge::N,ಉರುಲು,bilur
218,Schlinge::N,ಉರುಲು,xedera
219,Spur::N,ಜಾಡು,lorratz
220,Asche::N,ಬೂದಿ,errauts
221,Dreck::N,ಹೊಲಸು,satsukeria
222,Eisen::N,ಕಬ್ಬಿಣ,burdina
223,Gold::N,ಚಿನ್ನ,urre
224,Gold::N,ಚಿನ್ನ,urregorri
225,Silber::N,ಬೆಳ್ಳಿ,zilar
226,Silber::N,ಬೆಳ್ಳಿ,urrezuri
227,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ikatz
228,Glas::N,ಗಾಜು,beira
229,Lehm::N,ಜೇಡಿಮಣ್ಣು,buztin
230,Sand::N,ಮರಳು,harea
231,Sand::N,ಮರಳು,hondar
232,Mensch::N,ಪುರುಷ,gizaki
233,Mann::N,ಆಳು,gizon
234,Frau::N,ಹೆಣ್ಣು,andere
235,Frau::N,ಹೆಣ್ಣು,emakume
236,Kind::N,ಮಗು,haur
237,Junge::N,ಹುಡುಗ,mutil
238,Mädchen::N,ಹುಡುಗಿ,neska
239,Familie::N,ಕುಟುಂಬ,sendi
240,Familie::N,ಕುಟುಂಬ,familia
241,Großvater::N,ಅಜ್ಜ,aitona
242,Großvater::N,ಅಜ್ಜ,aitatxi
243,Großmutter::N,ಅಮ್ಮ,amona
244,Großmutter::N,ಅಮ್ಮ,amatxi
245,Eltern::N,ಹೆತ್ತವರು,gurasoak
246,Vater::N,ತಂದೆ,aita
247,Mutter::N,ಅಮ್ಮ,ama
248,Sohn::N,ಮಗ ,seme
249,Tochter::N,ಮಗಳು,alaba
250,Bruder::N,ತಮ್ಮ,neba
251,Bruder::N,ತಮ್ಮ,anaia
252,Schwester::N,ತಂಗಿ,ahizpa
253,Onkel::N,ಸೋದರಮಾವ,osaba
254,Onkel::N,ದೊಡ್ಡಪ್ಪ,osaba
255,Tante::N,ಚಿಕ್ಕಮ್ಮ,izeba
256,Ehemann::N,ಗಂಡ,senar
257,Ehefrau::N,ಹೆಂಡತಿ,emazte
258,Freude::N,ನಲಿವು,poz
259,Freude::N,ನಲಿವು,pozkari
260,Gelächter::N,ನಗೆ,barre
261,Gelächter::N,ನಗೆ,karkara
262,Glück::N,ಆನಂದ,zori
263,Kummer::N,ದುಃಖ,xangrin
264,Kummer::N,ದುಃಖ,atsekabe
265,Wunsch::N,ಬಯಕೆ,nahi
266,Wunsch::N,ಬಯಕೆ,nahikunde
267,Lust::N,ಇಷ್ಟ,gogo
268,Geist::N,ಆತ್ಮ,gogo
269,Gedanke::N,ಯೋಚನೆ,gogoeta
270,Gedächtnis::N,ಸ್ಮರಣೆ,oroimen
271,Gedächtnis::N,ಸ್ಮರಣೆ,gogoramen
272,Verstand::N,ಮನಸ್ಸು,adimen
273,Verstand::N,ಮನಸ್ಸು,ulermen
274,Sinn::N,ಅರ್ಥ,zentzu
275,Grund::N,ಕಾರಣ,zergati
276,Wahrheit::N,ಸತ್ಯ,egia
277,Gespräch::N,ಸಂಭಾಷಣೆ,hizketa
278,Gespräch::N,ಸಂಭಾಷಣೆ,elkarrizketa
279,Märchen::N,ಸುಳ್ಳು ಕಥೆ,ipuin
280,Erzählung::N,ಕಥೆ,edesti
281,Erzählung::N,ಕಥೆ,kontakizun
282,Nachricht::N,ಸಂದೇಶ,albiste
283,Neuigkeit::N,ಸುದ್ದಿ,berri
284,Name::N,ಹೆಸರು,izen
285,Rätsel::N,ಒಗಟು,asmakizun
286,Rede::N,ಮಾತು,hitzaldi
287,Rede::N,ಮಾತು,mintzaldi
288,Sprache::N,ಭಾಷೆ,hizkuntza
289,Stimme::N,ಧ್ವನಿ,ahots
290,Wort::N,ಮಾತು,hitz
291,Zeichen::N,ಗುರುತು,agerbide
292,Zeichen::N,ಗುರುತು,agergarri
293,Ruf::N,ಕೂಗು,dei
294,Lärm::N,ಸದ್ದು,zarata
295,Lärm::N,ಸದ್ದು,harrabots
296,Laut::N,ಶಬ್ದ,hots
297,Ton::N,ನಾದ,tonu
298,Ton::N,ನಾದ,soinu
299,Lied::N,ಗಾನ,abesti
300,Ruhe::N,ಶಾಂತಿ,nasaitasun
301,Leute::N,ಮಂದಿ,jende
302,Volk::N,ಜನಾಂಗ,herri
303,Volk::N,ಜನಾಂಗ,populu
304,Arbeit::N,ಕೆಲಸ,lan
305,Gast::N,ಅತಿಥಿ,arrotz
306,Gast::N,ಅತಿಥಿ,apopilo
307,Geschenk::N,ಕಾಣಿಕೆ,opari
308,Spiel::N,ಆಟ,jolas
309,Gesellschaft::N,ಸಂಗ,gizarte
310,Hilfe::N,ಸಹಾಯ,helpide
311,Hilfe::N,ಸಹಾಯ,laguntza
312,Freund::N,ಸ್ನೇಹಿತ,lagun
313,Kamerad::N,ಜೊತೆಗಾರ,adiskide
314,Kamerad::N,ಜೊತೆಗಾರ,lagunkide
315,Angelegenheit::N,ವಿಚಾರ,afera
316,Anzahl::N,ಎಣಿಕೆ,kopuru
317,Art::N,ತರ,mota
318,Stück::N,ತುಂಡು,puska
319,Teil::N,ಭಾಗ,atal
320,Hälfte::N,ಅರ್ಧ,erdi
321,Kreis::N,ವೃತ್ತ,biribilki
322,Kreuz::N,ಶಿಲುಬೆ,gurutze
323,Linie::N,ರೀಖೆ,linea
324,Strich::N,ಗೀಟು,marra
325,Abstand::N,ಅಂತರ,tarte
326,Entfernung::N,ದೂರ,urrunera
327,Gegend::N,ವಿಸ್ತೀರ್ಣ,alderdi
328,Gegend::N,ವಿಸ್ತೀರ್ಣ,eskualde
329,Platz::N,ಅಂತರ,leku
330,Ort::N,ಸ್ಥಳ,toki
331,Seite::N,ಪಕ್ಷ,albo
332,Mitte::N,ನಡು,erdi
333,Gegenstand::N,ವಸ್ತು,gauzaki
334,Sache::N,ವಸ್ತು,gauza
335,Rand::N,ಅಂಚು,ertz
336,Kante::N,ಅಂಚು,ertz
337,Ecke::N,ಮೂಲೆ,kantoi
338,Spitze::N,ತುದಿ,punta
339,Ende::N,ಕೊನೆ,buru
340,Ende::N,ಕೊನೆ,mutur
341,Loch::N,ತೂತು,zulo
342,Winkel::N,ಕೋನ,zoko
343,Winkel::N,ಕೋನ,bazter
344,Muster::N,ನಮೂನೆ,eredu
345,Muster::N,ನಮೂನೆ,marrazki
346,Größe::N,ಪ್ರಮಾಣ,kaizu
347,Größe::N,ಪ್ರಮಾಣ,tamaina
348,Länge::N,ಉದ್ದ,luzera
349,Höhe::N,ಎತ್ತರ,goiera
350,Höhe::N,ಎತ್ತರ,garaiera
351,Gewicht::N,ತೂಕ,hazta
352,Menge::N,ಮೊತ್ತ,kopuru
353,Haufen::N,ರಾಶಿ,pila
354,Haufen::N,ರಾಶಿ,mendoi
355,Reihe::N,ಸಾಲು,ilara
356,Reihe::N,ಸಾಲು,errenkada
357,Boot::N,ದೋಣಿ,potin
358,Boot::N,ದೋಣಿ,txalupa
359,Ruder::N,ಹುಟ್ಟು,arraun
360,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,lera
361,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,narra
362,Ski::N,ಜಾರುಪಟ್ಟಿ,eski
363,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,su
364,Last::N,ಹೊರೆ,zama
365,Last::N,ಹೊರೆ,karga
366,Gang::N,ತಿರುಗಾಟ,ibilera
367,Schritt::N,ಹೆಜ್ಜೆ,pauso
368,Schritt::N,ಹೆಜ್ಜೆ,urrats
369,Norden::N,ಉತ್ತರ,ipar
370,Norden::N,ಉತ್ತರ,iparralde
371,Süden::N,ದಕ್ಷಿಣ,hego
372,Süden::N,ದಕ್ಷಿಣ,hegoalde
373,Westen::N,ಪಶ್ಚಿಮ,sartalde
374,Westen::N,ಪಶ್ಚಿಮ,mendebalde
375,Osten::N,ಮೂಡಲು,ekialde
376,Osten::N,ಮೂಡಲು,sortalde
377,Holz::N,ಚೌಬೀನೆ,zur
378,Brett::N,ಹಲಗೆ,ohol
379,Platte::N,ಹಲಗೆ,lauza
380,Stütze::N,ಆಸರೆ,irozgarri
381,Stütze::N,ಆಸರೆ,bermagailu
382,Stange::N,ಕಂಬ,haga
383,Stock::N,ಕೋಲು,makila
384,Stab::N,ದೊಣ್ಣೆ,makila
385,Rohr::N,ನಳಿಕೆ,hodi
386,Haus::N,ಮನೆ,etxe
387,Heim::N,ಗೃಹ,etxe
388,Heim::N,ಗೃಹ,etxaleku
389,Ofen::N,ಒಲೆ,berogailu
390,Fußboden::N,ನೆಲ,zoru
391,Tisch::N,ಮೇಜು,mahai
392,Stuhl::N,ಕುರ್ಚಿ,aulki
393,Wiege::N,ತೊಟ್ಟಿಲು,kuma
394,Wiege::N,ತೊಟ್ಟಿಲು,sehaska
395,Bett::N,ಹಾಸಿಗೆ,ohe
396,Bett::N,ಹಾಸಿಗೆ,ohatze
397,Regal::N,ಬೀರು,apalategi
398,Kiste::N,ಪಟ್ಟಿಗೆ,kutxa
399,Fenster::N,ಕಿಟಕಿ,leiho
400,Tür::N,ಬಾಗಿಲು,ate
401,Tor::N,ಹೆಬ್ಬಾಗಿಲು,atari
402,Zaun::N,ಬೇಲಿ,hesi
403,Dach::N,ಮಾಳಿಗೆ,teilatu
404,Leiter::N,ಏಣಿ,zurubi
405,Besen::N,ಪೊರಕೆ,erratz
406,Spaten::N,ಗುದ್ದಲಿ,burdinpala
407,Schaufel::N,ಸನಿಕೆ,pala
408,Gabel::N,ಕವಲು,sardexka
409,Löffel::N,ಚಮಚ,koilara
410,Messer::N,ಚಾಕು,aizto
411,Nagel::N,ಆಣಿ,iltze
412,Netz::N,ಬಲೆ,sare
413,Haken::N,ಕೊಂಡಿ,mako
414,Griff::N,ಹಿಡಿ,eskutoki
415,Schloss::N,ವೀಗ,sarraila
416,Bild::N,ಚಿತ್ರ,irudi
417,Figur::N,ಆಕಾರ,figura
418,Puppe::N,ಗೊಂಬೆ,panpina
419,Puppe::N,ಗೊಂಬೆ,andrakila
420,Beutel::N,ಸಂಚಿ,zorro
421,Bündel::N,ಕಟ್ಟು,azao
422,Bündel::N,ಕಟ್ಟು,espal
423,Tasche::N,ಚೀಲ,poltsa
424,Eimer::N,ಬಾನೆ,treska
425,Deckel::N,ಮುಚ್ಚಳ,tapa
426,Deckel::N,ಮುಚ್ಚಳ,estalki
427,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,baxera
428,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,ontziteria
429,Sack::N,ಮೂಟೆ,zaku
430,Tasse::N,ಬಟ್ಟಲು,kikara
431,Topf::N,ಮಡಕೆ,ontzi
432,Topf::N,ಮಡಕೆ,lapiko
433,Kessel::N,ಕೆಟಲ್,pazia
434,Essen::N,ಊಟ,janaldi
435,Nahrung::N,ಆಹಾರ,jan
436,Speise::N,ಊಟ,jaki
437,Fleisch::N,ಮಾಂಸ,okela
438,Fleisch::N,ಮಾಂಸ,haragi
439,Getreide::N,ಧಾನ್ಯ,labore
440,Brei::N,ಗಂಜಿ,ahi
441,Brei::N,ಗಂಜಿ,pure
442,Brot::N,ರೊಟ್ಟಿ,ogi
443,Scheibe::N,ಹೋಳು,xerra
444,Scheibe::N,ಹೋಳು,pirripita
445,Fett::N,ಕೊಬ್ಬು,urin
446,Fett::N,ಕೊಬ್ಬು,koipe
447,Butter::N,ಬೆಣ್ಣೆ,gurin
448,Öl::N,ಎಣ್ಣೆ,olio
449,Salz::N,ಉಪ್ಪು,gatz
450,Suppe::N,ಎಸರು,zopa
451,Suppe::N,ಎಸರು,salda
452,Honig::N,ಮಧು,ezti
453,Milch::N,ಹಾಲು,esne
454,Tee::N,ಚಹ,te
455,Leder::N,ಚಕ್ಕಳ,larru
456,Wolle::N,ಉಣ್ಣೆ,artile
457,Stoff::N,ಬಟ್ಟೆ,ehun
458,Nadel::N,ಸೂಜಿ,orratz
459,Nadel::N,ಸೂಜಿ,jostorratz
460,Faden::N,ದಾರ,hari
461,Knopf::N,ಗುಂಡು,botoi
462,Knoten::N,ಗಂಟು,korapilo
463,Farbe::N,ಬಣ್ಣ,pintura
464,Kleidung::N,ಅರಿವೆ,arropa
465,Kleidung::N,ಅರಿವೆ,jantziak
466,Hemd::N,ಅಂಗಿ,atorra
467,Hemd::N,ಅಂಗಿ,alkandora
468,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,idun
469,Ärmel::N,ತೋಳು,mahuka
470,Hose::N,ಇಜಾರ,prakak
471,Hose::N,ಇಜಾರ,galtzak
472,Gürtel::N,ಬೆಲ್ಟು,gerriko
473,Mütze::N,ಟೋಪಿ,txano
474,Mütze::N,ಟೋಪಿ,txapel
475,Schuh::N,ಪಾದರಕ್ಷೆ,oski
476,Schuh::N,ಪಾದರಕ್ಷೆ,oinetako
477,Stiefel::N,ಬೂಟು,bota
478,Ring::N,ಉಂಗುರ,uztai
479,Band::N,ರಿಬ್ಬನ್,zinta
480,Band::N,ರಿಬ್ಬನ್,xingola
481,Kamm::N,ಹಣಿಗೆ,orrazi
482,Spiegel::N,ಕನ್ನಡಿ,mirail
483,Riemen::N,ಬಾರು,uhal
484,Schnur::N,ಹುರಿ,lokailu
485,Leine::N,ಹಗ್ಗ,lotura
486,Decke::N,ಕಂಬಳಿ,burusi
487,Kissen::N,ದಿಂಬು,kuxin
488,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,zapi
489,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,oihal
490,Handtuch::N,ಚೌಕ,eskuzapi
491,Handtuch::N,ಚೌಕ,eskuoihal
492,Kraft::N,ಬಲ,indar
493,Stärke::N,ಶಕ್ತಿ,indar
494,Gesundheit::N,ಆರೋಗ್ಯ,osasun
495,Krankheit::N,ರೋಗ,eritasun
496,Krankheit::N,ರೋಗ,gaixotasun
497,Schmerz::N,ನೋವು,min
498,Wunde::N,ಗಾಯ,zauri
499,Fieber::N,ಜ್ವರ,sukar
500,Arznei::N,ಔಷಧ,osagai
501,Arznei::N,ಔಷಧ,sendagai
502,Brücke::N,ಸೇತುವೆ,zubi
503,Brunnen::N,ಬಾವಿ,putzu
504,Weide::N,ಗೋಮಾಳ,alha
505,Weide::N,ಗೋಮಾಳ,bazkaleku
506,Pfad::N,ದಾರಿ,zidor
507,Pfad::N,ದಾರಿ,bidexka
508,Weg::N,ಹಾದಿ,bide
509,Straße::N,ರಸ್ತೆ,errepide
510,Dorf::N,ಹಳ್ಳಿ,herri
511,Stadt::N,ಪಟ್ಟಣ,hiri
512,Brief::N,ಕಾಗದ,gutun
513,Brief::N,ಕಾಗದ,eskutitz
514,Buch::N,ಪುಸ್ತಕ,liburu
515,Buchstabe::N,ಅಕ್ಷರ,hizki
516,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,egunkari
517,Leben::N,ಜೀವನ,bizi
518,Leben::N,ಜೀವನ,bizitza
519,Tod::N,ಮರಣ,herio
520,Tod::N,ಮರಣ,heriotza
521,Grab::N,ಗೋರಿ,hobi
522,Grab::N,ಗೋರಿ,hilobi
523,Kirche::N,ಚರ್ಚು,eliza
524,Sünde::N,ಪಾಪ,hoben
525,Sünde::N,ಪಾಪ,bekatu
526,Gott::N,ದೇವರು,jainko
527,Arbeiter::N,ಕೆಲಸಗಾರ,langile
528,Arbeiter::N,ಕೆಲಸಗಾರ,behargin
529,Chef::N,ದಣಿ,nagusi
530,Meister::N,ಶಿಕ್ಷಕ,maisu
531,Arzt::N,ವೈದ್ಯ,osagile
532,Arzt::N,ವೈದ್ಯ,sendagile
533,Lehrer::N,ಉಪಾಧ್ಯಾಯ,irakasle
534,Geld::N,ಹಣ,diru
535,Geschäft::N,ವಾಣಿಜ್ಯ,negozio
536,Laden::N,ಅಂಗಡಿ,denda
537,Laden::N,ಅಂಗಡಿ,saltegi
538,Preis::N,ಬೆಲೆ,prezio
539,Preis::N,ಬೆಲೆ,salneurri
540,Ware::N,ಸರಕು,salgai
541,Nutzen::N,ಲಾಭ,onura
542,Nutzen::N,ಲಾಭ,probetxu
543,Reichtum::N,ಸಂಪತ್ತು,aberastasun
544,Welt::N,ಭೂಲೋಕ,ludi
545,Welt::N,ಭೂಲೋಕ,mundu
546,Land::N,ದೇಶ,herrialde
547,Staat::N,ರಾಜ್ಯ,estatu
548,König::N,ರಾಜ,errege
549,Macht::N,ಅಧಿಕಾರ,botere
550,Grenze::N,ಗಡಿ,muga
551,Krieg::N,ಯುದ್ಧ,guda
552,Feind::N,ಶತ್ರು,etsai
553,Feind::N,ಶತ್ರು,arerio
554,Gewalt::N,ಹಿಂಸೆ,bortxa
555,Gewalt::N,ಹಿಂಸೆ,bortizkeria
556,Kampf::N,ಹೋರಾಟ,gudu
557,Kampf::N,ಹೋರಾಟ,auska
558,Bogen[Waffe]::N,ಬಿಲ್ಲು,arku
559,Pfeil::N,ಅಂಬು,gezi
560,Gewehr::N,ಬಂದೂಕು,fusil
561,Fehler::N,ತಪ್ಪು,huts
562,Fehler::N,ತಪ್ಪು,hutsegin
563,Lüge::N,ಸುಳ್ಳು,gezur
564,Schaden::N,ಹಾನಿ,kalte
565,Unglück::N,ಅಪಾಯ,zoritxar
566,Unglück::N,ಅಪಾಯ,zorigaitz
567,Schuld::N,ದೋಷ,erru
568,Alter::N,ಮುಪ್ಪು,adin
