,Concept_ID,sv,et
311,Kamerad::N,kamrat,sõber
312,Angelegenheit::N,ärende,asi
313,Angelegenheit::N,angelägenhet,asi
314,Anzahl::N,antal,arv
315,Anzahl::N,antal,hulk
316,Art::N,art,liik
317,Art::N,slag,liik
318,Stück::N,stycke,tükk
319,Teil::N,del,osa
320,Hälfte::N,halva,pool
321,Kreis::N,krets,ring
322,Kreis::N,cirkel,ring
323,Kreuz::N,kors,rist
324,Kreuz::N,kryss,rist
325,Linie::N,linje,joon
326,Strich::N,streck,joon
327,Abstand::N,avstånd,vahe
328,Entfernung::N,avstånd,kaugus
329,Entfernung::N,avstånd,vahemaa
330,Gegend::N,trakt,ümbrus
331,Platz::N,plats,ruum
332,Ort::N,plats,paik
333,Ort::N,ställe,paik
334,Seite::N,sida,pool
335,Mitte::N,mitt,keskpaik
336,Gegenstand::N,föremål,ese
337,Sache::N,sak,ese
338,Rand::N,rand,äär
339,Rand::N,rand,serv
340,Kante::N,kant,kant
341,Ecke::N,vrå,nurk
342,Ecke::N,hörn,nurk
343,Spitze::N,spets,teravik
344,Ende::N,ända,ots
345,Ende::N,ända,jupp
346,Loch::N,hål,auk
347,Winkel::N,vinkel,nurk
348,Muster::N,mönster,muster
349,Größe::N,storlek,suurus
350,Länge::N,längd,pikkus
351,Höhe::N,höjd,kõrgus
352,Gewicht::N,tyngd,kaal
353,Gewicht::N,tyngd,raskus
354,Menge::N,mängd,arv
355,Menge::N,mängd,hulk
356,Haufen::N,hög,hunnik
357,Reihe::N,rad,rivi
358,Boot::N,båt,paat
359,Ruder::N,åra,aer
360,Schlitten::N,släde,saan
361,Ski::N,skida,suusk
362,Lagerfeuer::N,lägereld,lõke
363,Last::N,last,koorem
364,Last::N,börda,koorem
365,Gang::N,gång,käik
366,Schritt::N,steg,samm
367,Norden::N,norr,põhi
368,Süden::N,söder,lõuna
369,Westen::N,väster,lääs
370,Osten::N,öster,ida
371,Holz::N,trä,puu
372,Brett::N,bräda,saelaud
373,Platte::N,platta,plaat
374,Stütze::N,stöd,tugi
375,Stütze::N,stötta,tugi
376,Stange::N,stång,latt
377,Stange::N,stång,teivas
378,Stock::N,käpp,kepp
379,Stock::N,pinne,kepp
380,Stab::N,stav,varras
381,Rohr::N,rör,toru
382,Haus::N,hus,maja
383,Heim::N,hem,kodu
384,Ofen::N,ugn,ahi
385,Fußboden::N,golv,põrand
386,Tisch::N,bord,laud
387,Stuhl::N,stol,tool
388,Wiege::N,vagga,häll
389,Wiege::N,vagga,kätki
390,Bett::N,säng,voodi
391,Regal::N,hylla,riiul
392,Kiste::N,låda,kast
393,Fenster::N,fönster,aken
394,Tür::N,dörr,uks
395,Tor::N,port,värav
396,Zaun::N,staket,aed
397,Zaun::N,staket,tara
398,Zaun::N,stängsel,aed
399,Zaun::N,stängsel,tara
400,Dach::N,tak,katus
401,Leiter::N,stege,redel
402,Besen::N,kvast,luud
403,Spaten::N,spade,labidas
404,Schaufel::N,skovel,kühvel
405,Schaufel::N,skyffel,kühvel
406,Gabel::N,gaffel,kahvel
407,Löffel::N,sked,lusikas
408,Messer::N,kniv,nuga
409,Nagel::N,spik,nael
410,Netz::N,nät,võrk
411,Haken::N,krok,haak
412,Haken::N,krok,konks
413,Griff::N,tag,sang
414,Griff::N,tag,käepide
415,Griff::N,handtag,sang
416,Griff::N,handtag,käepide
417,Schloss::N,las,lukk
418,Bild::N,bild,pilt
419,Figur::N,figur,kuju
420,Figur::N,figur,kujund
421,Puppe::N,docka,nukk
422,Beutel::N,påse,paun
423,Bündel::N,bunt,kimp
424,Bündel::N,knippa,kimp
425,Tasche::N,väska,kott
426,Eimer::N,hink,pang
427,Eimer::N,hink,ämber
428,Eimer::N,ämbar,pang
429,Eimer::N,ämbar,ämber
430,Deckel::N,lock,kaas
431,Geschirr::N,servis,nõud
432,Geschirr::N,porslin,nõud
433,Sack::N,säck,kott
434,Tasse::N,kopp,tass
435,Topf::N,gryta,pada
436,Topf::N,kastrull,pada
437,Kessel::N,kittel,pada
438,Essen::N,mål,söök
439,Nahrung::N,näring,toit
440,Speise::N,maträtt,roog
441,Fleisch::N,kött,liha
442,Getreide::N,säd,teravili
443,Getreide::N,spannmål,teravili
444,Brei::N,gröt,puder
445,Brot::N,bröd,sai
446,Brot::N,bröd,leib
447,Scheibe::N,skiva,viil
448,Scheibe::N,skiva,viilukas
449,Fett::N,fett,rasv
450,Butter::N,smör,või
451,Öl::N,olja,õli
452,Salz::N,salt,sool
453,Suppe::N,soppa,supp
454,Honig::N,honung,mesi
455,Milch::N,mjölk,piim
456,Tee::N,te,tee
457,Leder::N,läder,nahk
458,Wolle::N,ull,vill
459,Wolle::N,ylle,vill
460,Stoff::N,tyg,kangas
461,Stoff::N,stoff,kangas
462,Nadel::N,nål,nõel
463,Faden::N,tråd,niit
464,Knopf::N,knapp,nööp
465,Knoten::N,knut,sõlm
466,Farbe::N,färg,värv
467,Kleidung::N,klädsel,riided
468,Kleidung::N,klädsel,riietus
469,Hemd::N,skjorta,särk
470,Kragen::N,krage,krae
471,Ärmel::N,ärm,varrukas
472,Hose::N,byxor,püksid
473,Gürtel::N,bälte,vöö
474,Mütze::N,mössa,müts
475,Schuh::N,sko,king
476,Stiefel::N,stövel,saabas
477,Ring::N,ring,sõrmus
478,Band::N,band,lint
479,Kamm::N,kam,kamm
480,Spiegel::N,spegel,peegel
481,Riemen::N,rem,rihm
482,Schnur::N,snöre,nöör
483,Leine::N,lina,jalutusrihm
484,Decke::N,täcke,tekk
485,Kissen::N,dyna,padi
486,Kissen::N,kudde,padi
487,Tuch::N,sjal,kalev
488,Handtuch::N,handduk,käterätik
489,Kraft::N,kraft,jõud
490,Stärke::N,styrka,tugevus
491,Gesundheit::N,hälsa,tervis
492,Krankheit::N,sjukdom,haigus
493,Schmerz::N,smärta,valu
494,Wunde::N,sår,haav
495,Fieber::N,feber,palavik
496,Arznei::N,medicin,ravim
497,Arznei::N,läkemedel,ravim
498,Brücke::N,bro,sild
499,Brunnen::N,brunn,kaev
500,Weide::N,bete,karjamaa
501,Pfad::N,stig,rada
502,Weg::N,väg,tee
503,Straße::N,gata,tee
504,Dorf::N,by,küla
505,Stadt::N,stad,linn
506,Brief::N,brev,kiri
507,Buch::N,bok,raamat
508,Buchstabe::N,bokstav,täht
509,Zeitung::N,tidning,ajaleht
510,Leben::N,liv,elu
511,Tod::N,död,surm
512,Grab::N,grav,haud
513,Kirche::N,kyrka,kirik
514,Sünde::N,synd,patt
515,Gott::N,gud,jumal
516,Arbeiter::N,arbetare,tööline
517,Chef::N,chef,ülemus
518,Chef::N,chef,juhataja
519,Meister::N,mästare,meister
520,Arzt::N,läkare,arst
521,Lehrer::N,lärare,õpetaja
522,Geld::N,pengar,raha
523,Geschäft::N,rörelse,äri
524,Laden::N,affär,pood
525,Laden::N,affär,kauplus
526,Preis::N,pris,hind
527,Ware::N,vara,kaup
528,Nutzen::N,gagn,tulu
529,Nutzen::N,gagn,kasulikkus
530,Nutzen::N,nytta,tulu
531,Nutzen::N,nytta,kasulikkus
532,Reichtum::N,rikedom,rikkus
533,Welt::N,värld,maailm
534,Land::N,land,maa
535,Staat::N,stat,riik
536,König::N,kung,kuningas
537,König::N,konung,kuningas
538,Macht::N,makt,võim
539,Grenze::N,gräns,piir
540,Krieg::N,krig,sõda
541,Feind::N,fiende,vaenlane
542,Gewalt::N,våld,väevõim
543,Kampf::N,kamp,võitlus
544,Kampf::N,strid,võitlus
545,Bogen[Waffe]::N,båge,vibu
546,Pfeil::N,pil,nool
547,Gewehr::N,gevär,püss
548,Fehler::N,fel,viga
549,Lüge::N,lögn,vale
550,Schaden::N,skada,kahju
551,Unglück::N,otur,häda
552,Unglück::N,otur,õnnetus
553,Unglück::N,olycka,häda
554,Unglück::N,olycka,õnnetus
555,Schuld::N,skuld,süü
556,Alter::N,ålder,iga
557,Schluss::N,slut,lõpp
558,Zeit::N,tid,aeg
559,Tag::N,dag,päev
560,Morgen::N,morgon,hommik
561,Mittag::N,middag,lõuna
562,Mittag::N,middag,keskpäev
563,Abend::N,kväll,õhtu
564,Nacht::N,natt,öö
565,Woche::N,vecka,nädal
566,Monat::N,månad,kuu
567,Jahr::N,år,aasta
568,Frühling::N,vår,kevad
569,Sommer::N,sommar,suvi
570,Herbst::N,höst,sügis
571,Winter::N,vinter,talv
572,Januar::N,januari,jaanuar
573,Februar::N,februari,veebruar
574,März::N,mars,märts
575,April::N,april,aprill
576,Mai::N,maj,mai
577,Juni::N,juni,juuni
578,Juli::N,juli,juuli
579,August::N,augusti,august
580,September::N,september,september
581,Oktober::N,oktober,oktoober
582,November::N,november,november
583,Dezember::N,december,detsember
584,Montag::N,måndag,esmaspäev
585,Dienstag::N,tisdag,teisipäev
586,Mittwoch::N,onsdag,kesknädal
587,Donnerstag::N,torsdag,neljapäev
588,Freitag::N,fredag,reede
589,Samstag::N,lördag,laupäev
590,Sonntag::N,söndag,pühapäev
591,groß::A,stor,suur
592,klein::A,liten,väike
593,klein::A,liten,pisike
594,lang::A,lång,pikk
595,kurz::A,kort,lühike
596,breit::A,bred,lai
597,schmal::A,smal,kitsas
598,dicht::A,tät,tihe
599,dick[Gegenstand]::A,tjock,jäme
600,dünn::A,tunn,õhuke
601,dünn::A,tunn,peenike
602,fein::A,fin,peen
603,fein::A,fin,õhuke
604,fest::A,fast,püsiv
605,fest::A,fast,kindel
606,flach::A,platt,lame
607,flach::A,platt,tasane
608,glatt::A,glatt,sile
609,hart::A,hård,kõva
610,weich::A,mjuk,pehme
611,rund::A,rund,ümar
612,spitz::A,toppig,torkav
613,spitz::A,spetsig,torkav
614,scharf::A,vass,terav
615,scharf::A,skarp,terav
616,stumpf::A,slö,nüri
617,schwer::A,tung,raske
618,schön::A,skön,kena
619,schön::A,vacker,kena
620,heiß::A,het,kuum
621,heiß::A,het,palav
622,warm::A,varm,soe
623,kalt::A,kall,külm
624,kühl::A,sval,jahe
625,kühl::A,kylig,jahe
626,frisch::A,färsk,värske
627,feucht::A,fuktig,niiske
628,nass::A,våt,märg
629,trocken::A,torr,kuiv
630,voll::A,full,täis
631,leer::A,tom,tühi
632,offen::A,öppen,avatud
633,offen::A,öppen,lahtine
634,geschlossen::A,stängd,suletud
635,sauber::A,ren,puhas
636,schmutzig::A,snuskig,räpane
637,schmutzig::A,snuskig,määrdunud
638,roh::A,rå,toores
639,reif::A,mogen,küps
640,lecker::A,läcker,hõrk
641,lecker::A,läcker,maitsev
642,süß::A,söt,magus
643,bitter::A,besk,mõru
644,bitter::A,bitter,mõru
645,sauer::A,sur,hapu
646,hell::A,ljus,hele
647,dunkel::A,mörk,pime
648,schwarz::A,svart,must
649,weiß::A,vit,valge
650,rot::A,röd,punane
651,gelb::A,gul,kollane
652,blau::A,blå,sinine
653,grün::A,grön,roheline
654,grau::A,grå,hall
655,bunt::A,brokig,kirju
656,bunt::A,brokig,värviline
657,billig::A,billig,odav
658,teuer::A,dyr,kallis
659,wertvoll::A,värdefull,väärtuslik
660,blind::A,blind,pime
661,taub::A,döv,kurt
662,kräftig::A,kraftig,jõuline
663,stark::A,stark,tugev
664,schwach::A,svag,nõrk
665,schwach::A,svag,jõuetu
666,fett::A,fet,rasvane
667,schlank::A,slank,sale
668,hübsch::A,snygg,kena
669,hübsch::A,vacker,kena
670,böse::A,ond,tige
671,böse::A,elak,tige
672,dumm::A,dum,juhm
673,dumm::A,dum,rumal
674,faul::A,lat,laisk
675,fleißig::A,flitig,virk
676,fleißig::A,flitig,hoolas
677,geizig::A,snål,ihne
678,geizig::A,girig,ihne
679,klug::A,klok,tark
680,klug::A,klok,arukas
681,klug::A,klok,mõistlik
682,geschickt::A,händig,osav
683,geschickt::A,skicklig,osav
684,lieb::A,kär,armas
685,lieb::A,snäll,armas
686,lustig::A,rolig,lõbus
687,lustig::A,lustig,lõbus
688,sanft::A,mild,õrn
689,hungrig::A,hungrig,näljane
690,krank::A,sjuk,haige
691,nackt::A,naken,alasti
692,traurig::A,ledsen,kurb
693,traurig::A,sorgsen,kurb
694,lebendig::A,levande,elus
695,gut::A,bra,hea
696,schlecht::A,dålig,halb
697,richtig::A,riktig,õige
698,schlimm::A,illa,paha
699,wahr::A,sann,tõene
700,alt::A,gammal,vana
701,neu::A,ny,uus
702,ehemalig::A,forn,endine
703,ehemalig::A,tidigare,endine
704,alt[Lebewesen]::A,gammal,vana
705,jung::A,ung,noor
706,arm::A,fattig,vaene
707,reich::A,rik,rikas
708,bekannt::A,känd,teada
709,bekannt::A,känd,tuttav
710,berühmt::A,berömd,tuntud
711,fremd::A,främmande,võõras
712,verschieden::A,åtskillig,erinev
713,nah::A,nära,lähedane
714,fern::A,fjärran,kauge
715,linker::A,vänster,vasak
716,rechter::A,höger,parem
717,anderer::A,annan,muu
718,anderer::A,annan,teine
719,erster::A,första,esimene
720,zweiter::A,andra,teine
721,dritter::A,tredje,kolmas
722,letzter::A,sist,viimane
723,allein::ADV,allena,üksi
724,auf einmal::ADV,på en gång,korraga
725,auf einmal::ADV,på en gång,ühekorraga
726,zusammen::ADV,tillsammans,koos
727,zusammen::ADV,tillsammans,üheskoos
728,lange::ADV,länge,kaua
729,plötzlich::ADV,plötsligt,äkki
730,plötzlich::ADV,plötsligt,järsku
731,sofort::ADV,strax,kohe
732,sofort::ADV,genast,kohe
733,später::ADV,senare,hiljem
734,jetzt::ADV,nu,nüüd
735,heute::ADV,i dag,täna
736,morgen::ADV,i morgon,homme
737,bald::ADV,snart,pea
738,bald::ADV,snart,varsti
739,dann::ADV,då,siis
740,gestern::ADV,i går,eile
741,einst::ADV,en gång,vanasti
742,damals::ADV,då,tookord
743,damals::ADV,den gången,tookord
744,danach::ADV,därefter,seejärel
745,vorher::ADV,före,enne
746,vorher::ADV,förut,enne
747,zuerst::ADV,först,enne
748,zuerst::ADV,först,esmalt
749,einmal::ADV,en gång,kord
750,einmal::ADV,en gång,üks kord
751,manchmal::ADV,ibland,mõnikord
752,oft::ADV,ofta,tihti
753,oft::ADV,ofta,sageli
754,immer::ADV,alltid,ikka
755,immer::ADV,alltid,alati
756,niemals::ADV,aldrig,mitte kunagi
757,hier::ADV,här,siin
758,hierhin::ADV,hit,siia
759,von hier::ADV,härifrån,siit
760,dort::ADV,där,seal
761,dorthin::ADV,dit,sinna
762,geradeaus::ADV,rätt fram,otse edasi
763,vorwärts::ADV,fram,edasi
764,vorwärts::ADV,framåt,edasi
765,rückwärts::ADV,baklänges,tagurpidi
766,zurück::ADV,tillbaka,tagasi
767,unten::ADV,nere,all
768,unten::ADV,nere,allpool
769,unten::ADV,nedanför,all
770,unten::ADV,nedanför,allpool
771,hinab::ADV,ned,alla
772,hinab::ADV,nedåt,alla
773,oben::ADV,ovan,ülal
774,oben::ADV,ovanpå,ülal
775,hinauf::ADV,upp,üles
776,hinauf::ADV,uppåt,üles
777,überall::ADV,överallt,kõikjal
778,nicht::ADV,ej,ei
779,nicht::ADV,ej,mitte
780,nicht::ADV,inte,ei
781,nicht::ADV,inte,mitte
782,ein wenig::ADV,litet,veidi
783,ein wenig::ADV,litet,natuke
784,kaum::ADV,knappt,vaevalt
785,kaum::ADV,knappast,vaevalt
786,sehr::ADV,mycket,väga
787,so::ADV,så,nii
788,noch::ADV,än,veel
789,noch::ADV,ännu,veel
790,nur::ADV,bara,ainult
791,nur::ADV,endast,ainult
792,schon::ADV,redan,juba
793,wieder::ADV,åter,jälle
794,vergebens::ADV,förgäves,asjata
795,vor::PRP,utanför,ees
796,hinter::PRP,bakom,taha
797,unter::PRP,under,all
798,durch::PRP,genom,läbi
799,durch::PRP,genom,kaudu
800,durch::PRP,igenom,läbi
801,durch::PRP,igenom,kaudu
802,neben::PRP,bredvid,kõrval
803,neben::PRP,vid sidan av,kõrval
804,zwischen::PRP,mellan,vahel
805,wegen::PRP,på grund av,tõttu
806,wegen::PRP,på grund av,pärast
807,dies::PRN,detta,see
808,das::PRN,det,see
809,alles::PRN,allt,kõik
810,ich::PRN,jag,mina
811,du::PRN,du,sina
812,er::PRN,han,tema
813,wir::PRN,vi,me
814,ihr::PRN,ni,te
815,sie::PRN,de,nad
816,was::FPRN,vad,mis
817,wer::FPRN,vem,kes
818,wo::FADV,var,kus
819,wohin::FADV,vart,kuhu
820,wie::FADV,hur,kuidas
821,warum::FADV,varför,miks
822,wieviel::FNUM,hur mycket,mitu
823,wieviel::FNUM,hur mycket,kui palju
824,eins::NUM,en,üks
825,eins::NUM,ett,üks
826,zwei::NUM,två,kaks
827,drei::NUM,tre,kolm
828,vier::NUM,fyra,neli
829,fünf::NUM,fem,viis
830,sechs::NUM,sex,kuus
831,sieben::NUM,sju,seitse
832,acht::NUM,åtta,kaheksa
833,neun::NUM,nio,üheksa
834,zehn::NUM,tio,kümme
835,elf::NUM,elva,üksteist
836,zwölf::NUM,tolv,kaksteist
837,zwanzig::NUM,tjugo,kakskümmend
838,dreißig::NUM,trettio,kolmkümmend
839,vierzig::NUM,fyrtio,nelikümmend
840,fünfzig::NUM,femtio,viiskümmend
841,sechzig::NUM,sextio,kuuskümmend
842,siebzig::NUM,sjuttio,seitsekümmend
843,achtzig::NUM,åttio,kaheksakümmend
844,neunzig::NUM,nittio,üheksakümmend
845,hundert::NUM,hundra,sada
846,tausend::NUM,tusen,tuhat
847,und::CNJ,och,ja
848,oder::CNJ,eller,või
849,stehen::V,stå,seisma
850,sitzen::V,sitta,istuma
851,liegen::V,ligga,lamama
852,hängen::V,hänga,rippuma
853,werden::V,bli,saama
854,werden::V,bli,hakkama
855,passieren::V,ske,juhtuma
856,passieren::V,hända,juhtuma
