,Concept_ID,el,az
55,Leber::N,συκωτί,qara ciyər
56,Atem::N,αναπνοή,nəfəs
57,Hunger::N,πείνα,aclıq
58,Träne::N,δάκρυ,göz yaşı
59,Geschmack::N,γεύση,tam
60,Geschmack::N,γεύση,ləzzət
61,Geruch::N,οσμή,qoxu
62,Geruch::N,μυρωδία,qoxu
63,Schlaf::N,ύπνος,yuxu
64,Traum::N,όνειρο,röya
65,Himmel::N,ουρανός,göy
66,Himmel::N,ουρανός,səma
67,Sonne::N,ήλιος,günəş
68,Mond::N,σελήνη,ay
69,Mond::N,φεγγάρι,ay
70,Stern::N,άστρο,ulduz
71,Stern::N,αστέρι,ulduz
72,Luft::N,αέρας,hava
73,Wind::N,αέρας,yel
74,Wind::N,αέρας,külək
75,Wind::N,άνεμος,yel
76,Wind::N,άνεμος,külək
77,Welle::N,κύμα,dalğa
78,Wasser::N,νερό,su
79,Stein::N,πέτρα,daş
80,Boden::N,χώμα,yer
81,Boden::N,χώμα,zəmin
82,Erde::N,γη,yer torpaq
83,Staub::N,σκόνη,toz
84,Rauch::N,καπνός,tüstü
85,Funke::N,σπίθα,qığılcım
86,Funke::N,σπινθήρας,qığılcım
87,Feuer::N,φωτιά,od
88,Licht::N,φως,işıq
89,Schatten::N,σκιά,kölgə
90,Schatten::N,ίσκιος,kölgə
91,Wetter::N,καιρός,hava
92,Nebel::N,ομίχλη,duman
93,Wolke::N,σύννεφο,bulud
94,Regen::N,βροχή,yağış
95,Regen::N,βροχή,yağmur
96,Schnee::N,χιόνι,qar
97,Eis::N,πάγος,buz
98,Frost::N,παγωνία,ayaz
99,Kälte::N,κρύο,soyuq
100,Kälte::N,ψύχος,soyuq
101,Hitze::N,ζέστη,coşğunluq
102,Raureif::N,πάχνη,qırov
103,Regenbogen::N,ουράνιο τόξο,göy qurşağı
104,Donner::N,βροντή,göy gurultusu
105,Strömung::N,ρεύμα,axın
106,Tropfen::N,στάλα,damcı
107,Schaum::N,αφρός,köpük
108,Schmutz::N,βρωμιά,çamır
109,See::N,λίμνη,göl
110,Sumpf::N,βάλτος,bataqlıq
111,Moor::N,έλος,bataqlıq
112,Wiese::N,λιβάδι,çəmən
113,Wald::N,δάσος,meşə
114,Hügel::N,λόφος,təpə
115,Anhöhe::N,ύψωμα,təpə
116,Berg::N,όρος,dağ
117,Berg::N,βουνό,dağ
118,Gipfel::N,κορυφή,zirvə
119,Höhle::N,σπηλιά,mağara
120,Abhang::N,πλαγιά,yamac
121,Quelle::N,πηγή,bulaq
122,Quelle::N,βρύση,bulaq
123,Bach::N,ρυάκι,kiçik çay
124,Fluss::N,ποτάμι,çay
125,Fluss::N,ποταμός,çay
126,Ufer::N,όχθη,kənar
127,Küste::N,ακτή,sahil
128,Küste::N,ακρογιαλιά,sahil
129,Festland::N,στεριά,materik
130,Meer::N,θάλασσα,dəniz
131,Bucht::N,κόλπος,körfəz
132,Insel::N,νησί,ada
133,Insel::N,νήσος,ada
134,Blume::N,άνθος,çiçək
135,Blume::N,λουλούδι,çiçək
136,Gras::N,χόρτο,ot
137,Gras::N,χορτάρι,ot
138,Wurzel::N,ρίζα,kök
139,Baum::N,δέντρο,ağac
140,Stamm::N,κορμός,gövdə
141,Rinde::N,φλούδα,qabıq
142,Ast::N,κλαδί,şax
143,Zweig::N,κλαδί,budaq
144,Zweig::N,κλάδος,budaq
145,Blatt::N,φύλλο,yarpaq
146,Birke::N,σημύδα,tozağacı
147,Kiefer[Baum]::N,πεύκο,şam
148,Weide[Baum]::N,ιτιά,söyüd
149,Tanne::N,έλατο,küknar
150,Horn::N,κέρας,buynuz
151,Horn::N,κέρατο,buynuz
152,Feder::N,φτερό,tük
153,Feder::N,φτερό,lələk
154,Fell::N,δέρμα,xəz
155,Fell::N,τομάρι,xəz
156,Flügel::N,πτερύγιο,qanad
157,Klaue::N,κουλό,pəncə
158,Kralle::N,νύχι,dırnaq
159,Schwanz::N,ουρά,quyruq
160,Ei::N,αβγό,yumurta
161,Nest::N,φωλιά,yuva
162,Bau::N,φωλιά,yuva
163,Tier::N,ζώο,heyvan
164,Herde::N,κοπάδι,sürü
165,Kuh::N,αγελάδα,inək
166,Bulle::N,ταύρος,öküz
167,Pferd::N,άλογο,at
168,Schaf::N,πρόβατο,qoyun
169,Schwein::N,γουρούνι,donuz
170,Hund::N,σκυλί,it
171,Hund::N,σκυλί,köpək
172,Hund::N,σκύλος,it
173,Hund::N,σκύλος,köpək
174,Katze::N,γάτα,pişik
175,Bär::N,άρκτος,ayı
176,Bär::N,αρκούδα,ayı
177,Eichhörnchen::N,βερβερίτσα,dələ
178,Elch::N,άλκη,sığın
179,Fuchs::N,αλεπού,tülkü
180,Hase::N,λαγός,dovşan
181,Maus::N,ποντικός,siçan
182,Wolf::N,λύκος,qurd
183,Vogel::N,πουλί,quş
184,Schwarm::N,σμήνος,sürü
185,Huhn::N,κότα,toyuq
186,Huhn::N,όρνιθα,toyuq
187,Hahn::N,πετεινός,xoruz
188,Gans::N,χήνα,qaz
189,Adler::N,αετός,qartal
190,Adler::N,αετός,qaraquş
191,Ente::N,πάπια,ördək
192,Eule::N,κουκουβάγια,bayquş
193,Kranich::N,γερανός,durna
194,Krähe::N,καρακάξα,qarğa
195,Kuckuck::N,κούκος,ququ
196,Schwan::N,κύκνος,qu quşu
197,Fisch::N,ψάρι,balıq
198,Barsch::N,πέρκα,tar
199,Hecht::N,λούτσος,durnabalığı
200,Schlange[Tier]::N,φίδι,ilan
201,Wurm::N,σκουλήκι,qurd
202,Spinne::N,αράχνη,hörümçək
203,Ameise::N,μυρμήγκι,qarışqa
204,Laus::N,ψείρα,bit
205,Mücke::N,κουνούπι,ağcaqanad
206,Fliege::N,μύγα,milçək
207,Schmetterling::N,πεταλούδα,kəpənək
208,Beere::N,ρόγα,gilə
209,Apfel::N,μήλο,alma
210,Pilz::N,μανιτάρι,göbələk
211,Zwiebel::N,κρεμμύδι,soğan
212,Saat::N,σπόρος,əkin
213,Korn::N,σπυρί,taxıl
214,Heu::N,σανός,quru ot
215,Schale::N,τσόφλι,qabıq
216,Grube::N,λάκκος,çuxur
217,Falle::N,παγίδα,tələ
218,Falle::N,παγίδα,duzaq
219,Schlinge::N,θηλειά,ilmək
220,Spur::N,ίχνος,iz
221,Asche::N,στάχτη,kül
222,Dreck::N,βρωμιά,kir
223,Eisen::N,σίδερο,dəmir
224,Gold::N,μάλαμα,altun
225,Gold::N,χρυσάφι,altun
226,Silber::N,ασήμι,gümüş
227,Silber::N,άργυρος,gümüş
228,Kohle::N,κάρβουνο,kömür
229,Glas::N,γυαλί,şüşə
230,Lehm::N,πηλός,gil
231,Lehm::N,πηλός,palçıq
232,Sand::N,άμμος,qum
233,Mensch::N,άνθρωπος,adam
234,Mensch::N,άνθρωπος,insan
235,Mann::N,άνδρας,kişi
236,Frau::N,γυναίκα,qadın
237,Kind::N,παιδί,uşaq
238,Junge::N,αγόρι,oğlan
239,Mädchen::N,κοπέλα,qız
240,Mädchen::N,κορίτσι,qız
241,Familie::N,οικογένεια,ailə
242,Großvater::N,παππούς,baba
243,Großmutter::N,γιαγιά,nənə
244,Eltern::N,γονείς,valideyn
245,Vater::N,πατέρας,ata
246,Mutter::N,μητέρα,ana
247,Sohn::N,γιος,oğul
248,Tochter::N,κόρη,qız
249,Bruder::N,αδελφός,qardaş
250,Schwester::N,αδελφή,bacı
251,Onkel::N,θείος,əmi
252,Onkel::N,θείος,dayı
253,Tante::N,θεία,bibi
254,Ehemann::N,σύζυγος,ər
255,Ehefrau::N,σύζυγος,arvad
256,Freude::N,χαρά,nəşə
257,Freude::N,χαρά,sevinc
258,Gelächter::N,γέλια,gülüş
259,Gelächter::N,γέλια,qəhqəhə
260,Glück::N,ευτυχία,səadət
261,Glück::N,ευτυχία,xoşbəxtlik
262,Kummer::N,έγνοια,qəm
263,Kummer::N,έγνοια,kədər
264,Wunsch::N,επιθυμία,arzu
265,Lust::N,όρεξη,həvəs
266,Geist::N,πνέυμα,ruh
267,Gedanke::N,σκέψη,fikir
268,Gedanke::N,σκέψη,düşüncə
269,Gedächtnis::N,μνήμη,xatir
270,Gedächtnis::N,μνήμη,hafizə
271,Verstand::N,νους,ağıl
272,Sinn::N,νόημα,məna
273,Grund::N,λόγος,səbəb
274,Wahrheit::N,αλήθεια,haqq
275,Wahrheit::N,αλήθεια,doğruluq
276,Gespräch::N,συνομιλία,söhbət
277,Gespräch::N,συνομιλία,qonuşma
278,Märchen::N,παραμύθι,nağıl
279,Erzählung::N,διήγημα,hekayə
280,Nachricht::N,είδηση,xəbər
281,Neuigkeit::N,νέο,xəbər
282,Neuigkeit::N,νέο,yenilik
283,Name::N,όνομα,ad
284,Rätsel::N,αίνιγμα,tapmaca
285,Rede::N,λόγος,nitq
286,Rede::N,ομιλία,nitq
287,Sprache::N,γλώσσα,dil
288,Stimme::N,φωνή,səs
289,Wort::N,λέξη,söz
290,Wort::N,λέξη,kəlmə
291,Zeichen::N,σημείο,nişan
292,Ruf::N,κραυγή,çığırtı
293,Lärm::N,θόρυβος,gurultu
294,Laut::N,ήχος,səs
295,Ton::N,ήχος,ton
296,Ton::N,τόνος,ton
297,Lied::N,τραγούδι,mahnı
298,Ruhe::N,ησυχία,sakitlik
299,Leute::N,κόσμος,xalq
300,Leute::N,άνθρωποι,xalq
301,Volk::N,λαός,millət
302,Arbeit::N,εργασία,iş
303,Arbeit::N,εργασία,əmək
304,Gast::N,επισκέπτης,qonaq
305,Gast::N,επισκέπτης,müsafir
306,Geschenk::N,δώρο,hədiyyə
307,Spiel::N,παιχνίδι,oyun
308,Spiel::N,παιχνίδι,tamaşa
309,Gesellschaft::N,κοινωνία,cəmiyyet
310,Hilfe::N,βοήθεια,kömək
311,Hilfe::N,βοήθεια,yardım
312,Freund::N,φίλος,dost
313,Kamerad::N,σύντροφος,yoldaş
314,Angelegenheit::N,υπόθεση,iş
315,Anzahl::N,αριθμός,say
316,Art::N,είδος,çeşid
317,Stück::N,κομμάτι,dənə
318,Stück::N,κομμάτι,parça
319,Teil::N,μέρος,qisim
320,Hälfte::N,μισό,yarım
321,Kreis::N,κύκλος,dairə
322,Kreuz::N,σταυρός,xaç
323,Linie::N,γραμμή,xətt
324,Strich::N,γραμμή,cızıq
325,Abstand::N,απόσταση,məsafə
326,Entfernung::N,απόσταση,məsafə
327,Entfernung::N,απόσταση,uzaqlıq
328,Gegend::N,περιοχή,bölgə
329,Gegend::N,τοποθεσία,bölgə
330,Platz::N,χώρος,yer
331,Ort::N,τόπος,yer
332,Seite::N,πλευρά,yan
333,Seite::N,πλευρά,tərəf
334,Mitte::N,μέση,orta
335,Gegenstand::N,αντικείμενο,şey
336,Sache::N,πράγμα,şey
337,Rand::N,άκρη,kənar
338,Rand::N,χείλος,kənar
339,Kante::N,άκρη,tiyə
340,Kante::N,άκρη,kənar
341,Ecke::N,γωνιά,bucaq
342,Spitze::N,μύτη,uc
343,Ende::N,άκρη,son
344,Ende::N,άκρη,axır
345,Loch::N,τρύπα,deşik
346,Winkel::N,γωνία,guşə
347,Muster::N,σχέδιο,ülgü
348,Größe::N,μέγεθος,böyüklük
349,Länge::N,μήκος,uzunluq
350,Höhe::N,ύψος,yüksəklik
351,Gewicht::N,βάρος,çəki
352,Gewicht::N,βάρος,ağırlıq
353,Menge::N,ποσότητα,miqdar
354,Haufen::N,σωρός,yığın
355,Reihe::N,αράδα,səf
356,Reihe::N,αράδα,sıra
357,Boot::N,βάρκα,qayıq
358,Ruder::N,κουπί,kürək
359,Schlitten::N,έλκηθρο,kirşə
360,Ski::N,σκι,xizək
361,Lagerfeuer::N,φωτιά,düşərgə tonqalı
362,Last::N,φορτίο,yük
363,Gang::N,δρόμος,yeriş
364,Schritt::N,βήμα,addım
365,Norden::N,βορράς,şimal
366,Süden::N,νότος,cənub
367,Westen::N,δύση,qərb
368,Osten::N,ανατολή,şərq
369,Holz::N,ξύλο,ağac
370,Holz::N,ξύλο,taxta
371,Brett::N,σανίδι,taxta
372,Platte::N,πλάκα,lövhə
373,Stütze::N,στήριγμα,dayaq
374,Stütze::N,στήριγμα,dəstək
375,Stange::N,ραβδί,şüvül
376,Stange::N,κοντός,şüvül
377,Stock::N,ξύλο,dəyənək
378,Stock::N,μπαστούνι,dəyənək
379,Stab::N,ραβδί,əsa
380,Stab::N,ραβδί,şüvül
381,Rohr::N,σωλήνας,boru
382,Rohr::N,σωλήνας,truba
383,Haus::N,σπίτι,ev
384,Heim::N,σπίτι,ev
385,Ofen::N,σόμπα,peç
386,Ofen::N,σόμπα,soba
387,Ofen::N,θερμάστρα,peç
388,Ofen::N,θερμάστρα,soba
389,Fußboden::N,πάτωμα,döşəmə
390,Tisch::N,τραπέζι,masa
391,Stuhl::N,καρέκλα,stul
392,Wiege::N,κούνια,beşik
393,Bett::N,κρεβάτι,yataq
394,Regal::N,ράφι,rəf
395,Kiste::N,κιβώτιο,yeşik
396,Kiste::N,κιβώτιο,sandıq
397,Fenster::N,παράθυρο,pəncərə
398,Tür::N,πόρτα,qapı
399,Tor::N,πύλη,darvaza
400,Zaun::N,φράχτης,çəpər
401,Dach::N,στέγη,dam
402,Leiter::N,σκάλα,nərdivan
403,Leiter::N,κλίμακα,nərdivan
404,Besen::N,σκούπα,süpürgə
405,Spaten::N,φτυάρι,kürək
406,Schaufel::N,φτυάρι,kürək
407,Gabel::N,πιρούνι,çəngəl
408,Löffel::N,κουτάλι,qaşıq
409,Messer::N,μαχαίρι,bıçaq
410,Nagel::N,καρφί,mıx
411,Netz::N,δίχτυ,tor
412,Haken::N,γάντζος,çəngəl
413,Haken::N,αγκίστρι,çəngəl
414,Griff::N,λαβή,qulp
415,Griff::N,λαβή,tutacaq
416,Schloss::N,κλειδαριά,qıfıl
417,Bild::N,εικόνα,rəsm
418,Figur::N,ανάστημα,şəkil
419,Figur::N,ανάστημα,heykəl
420,Puppe::N,κούκλα,kukla
421,Puppe::N,κούκλα,gəlincik
422,Beutel::N,πουγγί,kisə
423,Beutel::N,πουγγί,torba
424,Bündel::N,δεμάτι,bağlama
425,Tasche::N,τσάντα,çanta
426,Eimer::N,κουβάς,vedrə
427,Eimer::N,κουβάς,çəllək
428,Deckel::N,καπάκι,qapaq
429,Geschirr::N,σκεύη,qab-qazan
430,Sack::N,σάκος,çuval
431,Tasse::N,φλιτζάνι,fincan
432,Topf::N,χύτρα,qazan
433,Kessel::N,καζάνι,qazan
434,Essen::N,φαγητό,yemək
435,Nahrung::N,τροφή,qida
436,Speise::N,φαγητό,xörək
437,Fleisch::N,κρέας,ət
438,Getreide::N,σιτάρι,taxıl
439,Brei::N,χυλός,aş
440,Brei::N,χυλός,sıyıq
441,Brot::N,ψωμί,çörək
442,Brot::N,άρτος,çörək
443,Scheibe::N,φέτα,dilim
444,Fett::N,πάχος,yağ
445,Butter::N,βούτυρο,kərə yağı
446,Öl::N,λάδι,yağ
447,Salz::N,αλάτι,duz
448,Suppe::N,σούπα,şorba
449,Honig::N,μέλι,bal
450,Milch::N,γάλα,süd
451,Tee::N,τσάι,çay
452,Leder::N,πετσί,dəri
453,Wolle::N,μαλλί,yun
454,Stoff::N,ύφασμα,qumaş
455,Nadel::N,βελόνα,iynə
456,Faden::N,κλωστή,sap
457,Knopf::N,κουμπί,düymə
458,Knoten::N,κόμπος,düyün
459,Farbe::N,μπογιά,boya
460,Kleidung::N,ρούχα,geyim
461,Kleidung::N,ενδυμασία,geyim
462,Hemd::N,πουκάμισο,köynək
463,Kragen::N,κολάρο,yaxa
464,Ärmel::N,μανίκι,qol
465,Hose::N,πανταλόνι,şalvar
466,Gürtel::N,ζώνη,kəmər
467,Mütze::N,σκούφος,şapka
468,Schuh::N,παπούτσι,tufli
469,Schuh::N,παπούτσι,ayaqqabı
470,Stiefel::N,μπότα,çəkmə
471,Ring::N,δαχτυλίδι,üzük
472,Band::N,κορδέλα,lent
473,Kamm::N,χτένα,daraq
474,Spiegel::N,καθρέφτης,güzgü
475,Riemen::N,λουρί,qayış
476,Schnur::N,κορδόνι,ip
477,Leine::N,σχοινί,kəmsik
478,Decke::N,κουβέρτα,ədyal
479,Decke::N,κουβέρτα,yorğan
480,Kissen::N,μαξιλάρι,yastıq
481,Tuch::N,πανί,şarf
482,Tuch::N,πανί,kaşne
483,Tuch::N,μαντήλι,şarf
484,Tuch::N,μαντήλι,kaşne
485,Handtuch::N,πετσέτα,dəsmal
486,Kraft::N,δύναμη,güc
487,Stärke::N,ισχύς,qüvvət
488,Stärke::N,δύναμη,qüvvət
489,Gesundheit::N,υγεία,sağlamlıq
490,Krankheit::N,αρρώστια,xəstəlik
491,Schmerz::N,πόνος,ağrı
492,Schmerz::N,πόνος,sancı
493,Wunde::N,πληγή,yara
494,Fieber::N,πυρετός,isitmə
495,Fieber::N,πυρετός,qızdırma
496,Arznei::N,φάρμακο,ilaç
497,Arznei::N,φάρμακο,dərman
498,Brücke::N,γέφυρα,körpü
499,Brunnen::N,πηγάδι,quyu
500,Weide::N,βοσκή,otlaq
501,Pfad::N,μονοπάτι,cığır
502,Weg::N,δρόμος,yol
503,Straße::N,οδός,küçə
504,Straße::N,δρόμος,küçə
505,Dorf::N,χωριό,kənd
506,Stadt::N,πόλη,şəhər
507,Brief::N,γράμμα,məktub
508,Brief::N,επιστολή,məktub
509,Buch::N,βιβλίο,kitab
510,Buchstabe::N,γράμμα,hərf
511,Zeitung::N,εφημερίδα,qəzet
512,Leben::N,ζωή,həyat
513,Leben::N,βίος,həyat
514,Tod::N,θάνατος,ölüm
515,Grab::N,τάφος,qəbir
516,Kirche::N,εκκλησία,kilsə
517,Sünde::N,αμαρτία,günah
518,Gott::N,θεός,tanrı
519,Arbeiter::N,εργάτης,işçi
520,Chef::N,προϊστάμενος,şef
521,Chef::N,προϊστάμενος,rəis
522,Meister::N,μάστορας,usta
523,Meister::N,αρχιτεχνίτης,usta
524,Arzt::N,γιατρός,həkim
525,Arzt::N,γιατρός,doktor
526,Lehrer::N,δάσκαλος,müəllim
527,Geld::N,λεφτά,pul
528,Geld::N,χρήματα,pul
529,Geschäft::N,συναλλαγή,ticarət
530,Laden::N,μαγαζί,dükan
531,Laden::N,κατάστημα,dükan
532,Preis::N,τιμή,qiymət
533,Ware::N,εμπόρευμα,mal
534,Nutzen::N,όφελος,fayda
535,Reichtum::N,πλούτος,zənginlik
536,Welt::N,κόσμος,aləm
537,Welt::N,κόσμος,dünya
538,Land::N,χώρα,ölkə
539,Staat::N,κράτος,dövlət
540,Staat::N,πολιτεία,dövlət
541,König::N,βασιλιάς,kral
542,König::N,βασιλιάς,məlik
543,Macht::N,εξουσία,qüdrət
544,Grenze::N,σύνορα,hüdud
545,Grenze::N,σύνορα,sərhət
546,Krieg::N,πόλεμος,hərb
547,Krieg::N,πόλεμος,müharibə
548,Feind::N,εχθρός,düşmən
549,Gewalt::N,βία,cəbr
550,Kampf::N,αγώνας,savaş
551,Bogen[Waffe]::N,τόξο,yay
552,Pfeil::N,σαΐτα,ox
553,Gewehr::N,τουφέκι,tüfəng
554,Fehler::N,λάθος,xəta
555,Fehler::N,σφάλμα,xəta
556,Lüge::N,ψέμα,yalan
557,Lüge::N,ψεύδος,yalan
558,Schaden::N,ζημία,ziyan
559,Unglück::N,δυστυχία,bəla
560,Schuld::N,ενοχή,təqsir
561,Schuld::N,φταίξιμο,təqsir
562,Alter::N,ηλικία,yaş
563,Schluss::N,τέλος,son
564,Zeit::N,χρόνος,vaxt
565,Zeit::N,χρόνος,zaman
566,Tag::N,μέρα,gün
567,Tag::N,ημέρα,gün
568,Morgen::N,πρωί,sabah
569,Mittag::N,μεσημέρι,günorta
570,Abend::N,βράδυ,axşam
571,Nacht::N,νύχτα,gecə
572,Woche::N,εβδομάδα,həftə
573,Monat::N,μήνας,ay
574,Jahr::N,έτος,il
575,Jahr::N,χρόνος,il
576,Frühling::N,άνοιξη,yaz
577,Frühling::N,άνοιξη,bahar
578,Sommer::N,καλοκαίρι,yay
579,Herbst::N,φθινόπωρο,payız
580,Winter::N,χειμώνας,qış
581,Januar::N,Ιανουάριος,Janvar
582,Februar::N,Φεβρουάριος,Fevral
583,März::N,Μάρτιος,Mart
584,April::N,Απρίλιος,Aprel
585,Mai::N,Μάιος,May
586,Juni::N,Ιούνιος,İyun
587,Juli::N,Ιούλιος,İyul
588,August::N,Αύγουστος,Avqust
589,September::N,Σεπτέμβριος,Sentyabr
590,Oktober::N,Οκτώβριος,Oktyabr
591,November::N,Νοέμβριος,Noyabr
592,Dezember::N,Δεκέμβριος,Dekabr
593,Montag::N,Δευτέρα,bazar ertəsi
594,Dienstag::N,Τρίτη,çərşənbə axşamı
595,Mittwoch::N,Τετάρτη,çərşənbə
596,Donnerstag::N,Πέμπτη,cüme axşamı
597,Freitag::N,Παρασκευή,cüme
598,Samstag::N,Σάββατο,şənbə
599,Sonntag::N,Κυριακή,bazar
600,groß::A,μεγάλος,böyük
601,klein::A,μικρός,kiçik
602,lang::A,μακρύς,uzun
603,kurz::A,κοντός,qısa
604,breit::A,φαρδύς,enli
605,breit::A,φαρδύς,geniş
606,schmal::A,στενός,dar
607,dicht::A,πυκνός,sıx
608,dick[Gegenstand]::A,παχύς,qalın
609,dick[Gegenstand]::A,χοντρός,qalın
610,dünn::A,ψιλός,nazik
611,dünn::A,λεπτός,nazik
612,fein::A,ψιλός,incə
613,fest::A,στερεός,bərk
614,fest::A,στερεός,möhkəm
615,flach::A,επίπεδος,düz
616,glatt::A,λείος,hamar
617,glatt::A,ομαλός,hamar
618,hart::A,σκληρός,sərt
619,weich::A,μαλακός,yumşaq
620,rund::A,στρογγυλός,yuvarlaq
621,spitz::A,μυτερός,uclu
622,spitz::A,μυτερός,sivri
623,scharf::A,κοφτερός,kəskin
624,stumpf::A,αμβλύς,küt
625,schwer::A,βαρύς,ağır
626,schön::A,ωραίος,gözəl
627,schön::A,ωραίος,gəşəng
628,schön::A,όμορφος,gözəl
629,schön::A,όμορφος,gəşəng
630,heiß::A,ζεστός,isti
631,warm::A,θερμός,ilıq
632,kalt::A,κρύος,soyuq
633,kalt::A,ψυχρός,soyuq
634,kühl::A,δροσερός,sərin
635,frisch::A,νωπός,təzə
636,frisch::A,φρέσκος,təzə
637,feucht::A,υγρός,nəm
638,nass::A,βρεγμένος,yaş
639,trocken::A,ξηρός,quru
640,trocken::A,στεγνός,quru
641,voll::A,γεμάτος,dolu
642,leer::A,άδειος,boş
643,offen::A,ανοιχτός,açıq
644,geschlossen::A,κλειστός,qapalı
645,sauber::A,καθαρός,təmiz
646,schmutzig::A,βρώμικος,kirli
647,schmutzig::A,λερωμένος,kirli
648,roh::A,ωμός,çiy
649,reif::A,ώριμος,yetişmiş
650,lecker::A,νόστιμος,dadlı
651,lecker::A,νόστιμος,ləzzətli
652,süß::A,γλυκός,şirin
653,bitter::A,πικρός,acı
654,sauer::A,ξινός,turş
655,hell::A,φωτεινός,aydın
656,dunkel::A,σκοτεινός,qaranlıq
657,schwarz::A,μαύρος,qara
658,schwarz::A,μελανός,qara
659,weiß::A,άσπρος,ağ
660,rot::A,κόκκινος,qırmızı
661,gelb::A,κίτρινος,sarı
662,blau::A,μπλε,göy
663,blau::A,μπλε,mavi
664,blau::A,γαλανός,göy
665,blau::A,γαλανός,mavi
666,grün::A,πράσινος,yaşıl
667,grau::A,γκρίζος,boz
668,bunt::A,ποικιλόχρωπος,əlvan
669,bunt::A,ποικιλόχρωπος,rəngli
670,billig::A,φτηνός,ucuz
671,teuer::A,ακριβός,bahalı
672,wertvoll::A,πολύτιμος,qiymətli
673,blind::A,τυφλός,kor
674,taub::A,κουφός,kar
675,kräftig::A,δυνατός,güclü
676,stark::A,γερός,qüvvətli
677,schwach::A,αδύνατος,zəif
678,schwach::A,αδύνατος,gücsüz
679,fett::A,παχύς,şişman
680,schlank::A,λεπτός,zərif
681,schlank::A,λυγερός,zərif
682,hübsch::A,όμορφος,göyçək
683,hübsch::A,χαριτωμένος,göyçək
684,böse::A,κακός,fəna
685,dumm::A,κουτός,axmaq
686,dumm::A,ανόητος,axmaq
687,faul::A,τεμπέλης,tənbəl
688,fleißig::A,εργατικός,çalışqan
689,geizig::A,τσιγγούνης,xəsis
690,klug::A,έξυπνος,ağıllı
691,geschickt::A,επιδέξιος,bacarıqlı
692,lieb::A,φίλος,əziz
693,lieb::A,φίλος,sevimli
694,lieb::A,αγαπητός,əziz
695,lieb::A,αγαπητός,sevimli
696,lustig::A,εύθυμος,məzəli
697,lustig::A,εύθυμος,gülməli
698,lustig::A,χαρούμενος,məzəli
699,lustig::A,χαρούμενος,gülməli
700,sanft::A,ήπιος,mülayim
701,hungrig::A,πεινασμένος,ac
702,krank::A,άρρωστος,xəstə
703,nackt::A,γυμνός,çılpaq
704,traurig::A,λυπημένος,qəmgin
705,traurig::A,λυπημένος,kədərli
706,lebendig::A,ζωντανός,canlı
707,gut::A,καλός,yaxşı
708,schlecht::A,κακός,pis
709,richtig::A,σωστός,doğru
710,schlimm::A,άσχημος,fəna
711,wahr::A,αληθής,gərçək
712,wahr::A,αληθινός,gərçək
713,alt::A,παλιός,əski
714,alt::A,παλιός,köhnə
715,neu::A,νέος,yeni
716,neu::A,καινούργιος,yeni
717,ehemalig::A,παλιός,əvvəlki
718,alt[Lebewesen]::A,γέρος,qoca
719,jung::A,νέος,gənc
720,arm::A,φτωχός,kasıb
721,arm::A,φτωχός,yoxsul
722,reich::A,πλούσιος,zəngin
723,bekannt::A,γνωστός,tanış
724,berühmt::A,περίφημος,məşhur
725,berühmt::A,ξακουσμένος,məşhur
726,fremd::A,ξένος,yad
