,Concept_ID,la,uk
355,Stuhl::N,sella,стілець
356,Wiege::N,cunae,колиска
357,Bett::N,lectus,ліжко
358,Bett::N,lectus,постіль
359,Regal::N,foruli,полиця
360,Kiste::N,cista,ящик
361,Fenster::N,fenestra,вікно
362,Tür::N,ianua,двері
363,Tor::N,porta,ворота
364,Zaun::N,saepes,паркан
365,Zaun::N,saepes,огорожа
366,Dach::N,tectum,дах
367,Leiter::N,scalae,драбина
368,Besen::N,scopae,мітла
369,Spaten::N,pala,заступ
370,Schaufel::N,pala,совок
371,Schaufel::N,pala,лопата
372,Gabel::N,fuscinula,виделка
373,Löffel::N,coclear,ложка
374,Messer::N,culter,ніж
375,Nagel::N,clavus,цвях
376,Netz::N,rete,сіть
377,Haken::N,hamus,крюк
378,Griff::N,manubrium,ручка
379,Griff::N,manubrium,держак
380,Schloss::N,claustra,замок
381,Bild::N,tabula,картина
382,Bild::N,pictura,картина
383,Figur::N,statunculum,фігура
384,Puppe::N,pupa,лялька
385,Beutel::N,sacculus,мішечок
386,Beutel::N,sacculus,торбинка
387,Bündel::N,fascis,в’язка
388,Tasche::N,sacculus,сумка
389,Eimer::N,situla,відро
390,Deckel::N,operculum,кришка
391,Geschirr::N,vasa,посуд
392,Sack::N,saccus,мішок
393,Tasse::N,pocillum,чашка
394,Topf::N,olla,горщик
395,Kessel::N,aenum,котел
396,Essen::N,cena,їжа
397,Nahrung::N,cibus,харч
398,Nahrung::N,alimenta,харч
399,Speise::N,cibus,страва
400,Fleisch::N,caro,м’ясо
401,Getreide::N,frumentum,хліб
402,Getreide::N,frumentum,збіжжя
403,Brei::N,puls,каша
404,Brot::N,panis,хліб
405,Scheibe::N,frustum,скибочка
406,Fett::N,pingue,жир
407,Butter::N,butȳrum,масло
408,Öl::N,oleum,олія
409,Salz::N,sal,сіль
410,Suppe::N,ius,суп
411,Honig::N,mel,мед
412,Milch::N,lac,молоко
413,Tee::N,thea,чай
414,Leder::N,corium,шкіра
415,Wolle::N,lana,шерсть
416,Stoff::N,textum,тканина
417,Nadel::N,acus,голка
418,Faden::N,filum,нитка
419,Knopf::N,bulla,ґудзик
420,Knoten::N,nodus,вузол
421,Farbe::N,pigmentum,фарба
422,Kleidung::N,vestimenta,одяг
423,Kleidung::N,vestimenta,убрання
424,Hemd::N,tunica,сорочка
425,Kragen::N,collare,комір
426,Ärmel::N,manica,рукав
427,Hose::N,bracae,брюки
428,Gürtel::N,cingulum,пояс
429,Mütze::N,pilleus,шапка
430,Schuh::N,calceus,ботинок
431,Stiefel::N,pero,чобіт
432,Stiefel::N,caliga,чобіт
433,Ring::N,anulus,кільце
434,Band::N,redimiculum,стрічка
435,Kamm::N,pecten,гребінець
436,Spiegel::N,speculum,дзеркало
437,Riemen::N,lorum,ремінь
438,Schnur::N,linum,вірьовка
439,Leine::N,retinaculum,шворка
440,Decke::N,lodix,ковдра
441,Kissen::N,pulvinus,подушка
442,Tuch::N,velum,хустка
443,Handtuch::N,mantele,рушник
444,Kraft::N,vis,сила
445,Stärke::N,robur,сила
446,Gesundheit::N,valetudo,здоров’я
447,Krankheit::N,morbus,хвороба
448,Schmerz::N,dolor,біль
449,Wunde::N,vulnus,рана
450,Fieber::N,febris,гарячка
451,Arznei::N,remedium,ліки
452,Brücke::N,pons,міст
453,Brunnen::N,puteus,колодязь
454,Weide::N,pascua,пасовище
455,Pfad::N,semita,стежка
456,Weg::N,iter,шлях
457,Weg::N,iter,дорога
458,Straße::N,via,вулиця
459,Dorf::N,vicus,село
460,Stadt::N,urbs,місто
461,Stadt::N,oppidum,місто
462,Brief::N,epistula,лист
463,Buch::N,liber,книга
464,Buch::N,liber,книжка
465,Buchstabe::N,littera,буква
466,Buchstabe::N,littera,літера
467,Zeitung::N,diurnum,газета
468,Leben::N,vita,життя
469,Tod::N,mors,смерть
470,Grab::N,sepulcrum,могила
471,Kirche::N,ecclesia,церква
472,Sünde::N,peccatum,гріх
473,Gott::N,deus,бог
474,Arbeiter::N,operarius,робітник
475,Chef::N,praefectus,хазяїн
476,Meister::N,magister,умілець
477,Arzt::N,medicus,лікар
478,Lehrer::N,magister,вчитель
479,Geld::N,aes,гроші
480,Geld::N,pecunia,гроші
481,Geschäft::N,negotium,заняття
482,Laden::N,taberna,магазин
483,Laden::N,taberna,крамниця
484,Preis::N,pretium,ціна
485,Ware::N,merx,товар
486,Nutzen::N,utilitas,вигода
487,Nutzen::N,utilitas,користь
488,Reichtum::N,opes,багатство
489,Reichtum::N,divitiae,багатство
490,Welt::N,mundus,світ
491,Land::N,terra,країна
492,Staat::N,res publica,держава
493,König::N,rex,король
494,Macht::N,potestas,влада
495,Grenze::N,limes,кордон
496,Krieg::N,bellum,війна
497,Feind::N,inimicus,ворог
498,Gewalt::N,vis,насильство
499,Kampf::N,pugna,бій
500,Kampf::N,pugna,боротьба
501,Bogen[Waffe]::N,arcus,лук
502,Pfeil::N,sagitta,стріла
503,Gewehr::N,sclopetum,рушниця
504,Gewehr::N,sclopetum,гвинтівка
505,Fehler::N,error,помилка
506,Lüge::N,mendacium,брехня
507,Schaden::N,damnum,шкода
508,Schaden::N,damnum,збиток
509,Schaden::N,detrimentum,шкода
510,Schaden::N,detrimentum,збиток
511,Unglück::N,miseria,нещастя
512,Unglück::N,calamitas,нещастя
513,Schuld::N,culpa,провина
514,Alter::N,aetas,вік
515,Alter::N,aetas,літа
516,Schluss::N,finis,кінець
517,Zeit::N,tempus,час
518,Tag::N,dies,день
519,Morgen::N,mane,ранок
520,Mittag::N,meridies,південь
521,Abend::N,vesper,вечір
522,Nacht::N,nox,ніч
523,Woche::N,septimana,тиждень
524,Monat::N,mensis,місяць
525,Jahr::N,annus,рік
526,Frühling::N,ver,весна
527,Sommer::N,aestas,літо
528,Herbst::N,autumnus,осінь
529,Winter::N,hiems,зима
530,Januar::N,Ianuarius,січень
531,Februar::N,Februarius,лютий
532,März::N,Martius,березень
533,April::N,Aprilis,квітень
534,Mai::N,Maius,травень
535,Juni::N,Iunius,червень
536,Juli::N,Iulius,липень
537,August::N,Augustus,серпень
538,September::N,September,вересень
539,Oktober::N,Octobris,жовтень
540,November::N,Novembris,листопад
541,Dezember::N,December,грудень
542,Montag::N,dies lunae,понеділок
543,Dienstag::N,dies Martis ,вівторок
544,Mittwoch::N,dies Mercurii,середа
545,Donnerstag::N,dies Iovis,четвер
546,Freitag::N,dies Veneris,п’ятниця
547,Samstag::N,dies Saturni,субота
548,Sonntag::N,dominicus,неділя
549,Sonntag::N,dies solis,неділя
550,groß::A,magnus,великий
551,klein::A,parvus,малий
552,klein::A,parvus,маленький
553,lang::A,longus,довгий
554,kurz::A,brevis,короткий
555,breit::A,latus,широкий
556,schmal::A,angustus,вузький
557,dicht::A,densus,густий
558,dick[Gegenstand]::A,crassus,товстий
559,dünn::A,tenuis,тонкий
560,fein::A,subtilis,дрібний
561,fest::A,solidus,міцний
562,fest::A,stabilis,міцний
563,flach::A,planus,плоский
564,glatt::A,levis,рівний
565,glatt::A,levis,гладенький
566,hart::A,durus,твердий
567,weich::A,mollis,м’який
568,rund::A,rotundus,круглий
569,spitz::A,acutus,гострокінцевий
570,scharf::A,acer,гострий
571,stumpf::A,hebes,тупий
572,schwer::A,gravis,важкий
573,schön::A,pulcher,вродливий
574,schön::A,formosus,вродливий
575,heiß::A,fervidus,жаркий
576,heiß::A,fervidus,гарячий
577,warm::A,calidus,теплий
578,kalt::A,frigidus,холодний
579,kühl::A,frigidus,прохолодний
580,frisch::A,recens,свіжий
581,feucht::A,umidus,вогкий
582,nass::A,madidus,мокрий
583,trocken::A,aridus,сухий
584,voll::A,plenus,повний
585,leer::A,vacuus,пустий
586,offen::A,apertus,відкритий
587,geschlossen::A,clausus,закритий
588,geschlossen::A,clausus,зачинений
589,sauber::A,lautus,чистий
590,sauber::A,lautus,охайний
591,schmutzig::A,sordidus,брудний
592,roh::A,crudus,сирий
593,reif::A,maturus,зрілий
594,lecker::A,delicatus,смачний
595,süß::A,dulcis,солодкий
596,bitter::A,amarus,гіркий
597,bitter::A,acerbus,гіркий
598,sauer::A,acidus,кислий
599,hell::A,clarus,світлий
600,dunkel::A,obscurus,темний
601,schwarz::A,niger,чорний
602,weiß::A,albus,сивий
603,rot::A,ruber,червоний
604,gelb::A,flavus,жовтий
605,blau::A,caeruleus,синій
606,grün::A,viridis,зелений
607,grau::A,canus,сірий
608,bunt::A,varius,барвистий
609,billig::A,vilis,дешевий
610,teuer::A,carus,дорогий
611,wertvoll::A,pretiosus,цінний
612,blind::A,caecus,сліпий
613,taub::A,surdus,глухий
614,kräftig::A,robustus,могутній
615,stark::A,firmus,сильний
616,stark::A,validus,сильний
617,schwach::A,debilis,слабкий
618,schwach::A,infirmus,слабкий
619,fett::A,crassus,жирний
620,fett::A,crassus,товстий
621,schlank::A,procerus,тонкий
622,schlank::A,procerus,стрункий
623,hübsch::A,pulcher,чарівний
624,böse::A,improbus,злий
625,böse::A,improbus,лихий
626,dumm::A,stultus,дурний
627,dumm::A,stupidus,дурний
628,faul::A,piger,ледачий
629,fleißig::A,sedulus,старанний
630,geizig::A,avarus,скупий
631,klug::A,prudens,мудрий
632,klug::A,prudens,розумний
633,geschickt::A,sollers,умілий
634,lieb::A,carus,милий
635,lustig::A,iocosus,веселий
636,sanft::A,clemens,лагідний
637,hungrig::A,impastus,голодний
638,krank::A,aeger,слабий
639,nackt::A,nudus,голий
640,traurig::A,maestus,сумний
641,lebendig::A,vivus,живий
642,gut::A,bonus,добрий
643,schlecht::A,malus,поганий
644,schlecht::A,malus,кепський
645,richtig::A,rectus,правильний
646,schlimm::A,malus,бридкий
647,wahr::A,verus,справжній
648,alt::A,antiquus,старий
649,neu::A,novus,новий
650,ehemalig::A,pristinus,колишній
651,alt[Lebewesen]::A,vetus,старий
652,jung::A,iuvenis,молодий
653,arm::A,pauper,бідний
654,reich::A,dives,багатий
655,bekannt::A,notus,знайомий
656,berühmt::A,celeber,славетний
657,berühmt::A,illustris,славетний
658,fremd::A,peregrinus,чужий
659,verschieden::A,varius,різний
660,nah::A,propinquus,близький
661,fern::A,longinquus,далекий
662,linker::A,sinister,лівий
663,rechter::A,dexter,правий
664,anderer::A,alius,інакший
665,erster::A,primus,перший
666,zweiter::A,secundus,другий
667,dritter::A,tertius,третій
668,letzter::A,ultimus,останній
669,allein::ADV,solum,сам
670,allein::ADV,solum,один
671,auf einmal::ADV,simul,відразу
672,zusammen::ADV,una,разом
673,zusammen::ADV,una,спільно
674,lange::ADV,diu,довго
675,plötzlich::ADV,subito,раптом
676,plötzlich::ADV,repente,раптом
677,sofort::ADV,statim,зараз
678,später::ADV,postea,пізніше
679,jetzt::ADV,nunc,тепер
680,heute::ADV,hodie,сьогодні
681,morgen::ADV,cras,завтра
682,bald::ADV,mox,незабаром
683,dann::ADV,deinde,потім
684,gestern::ADV,heri,вчора
685,einst::ADV,olim,колись
686,damals::ADV,tum,тоді
687,danach::ADV,postea,згодом
688,vorher::ADV,antea,раніше
689,zuerst::ADV,primo,спершу
690,zuerst::ADV,primo,спочатку
691,einmal::ADV,semel,один раз
692,manchmal::ADV,interdum,іноді
693,manchmal::ADV,interdum,інколи
694,oft::ADV,saepe,часто
695,immer::ADV,semper,завжди
696,niemals::ADV,numquam,ніколи
697,hier::ADV,hic,тут
698,hierhin::ADV,huc,сюди
699,von hier::ADV,hinc,звідси
700,dort::ADV,ibi,там
701,dorthin::ADV,eo,туди
702,geradeaus::ADV,recte,прямо
703,vorwärts::ADV,porro,вперед
704,rückwärts::ADV,retro,назад
705,zurück::ADV,retro,назад
706,unten::ADV,infra,внизу
707,hinab::ADV,pessum,вниз
708,oben::ADV,supra,вгорі
709,hinauf::ADV,sursum,вгору
710,überall::ADV,ubique,скрізь
711,nicht::ADV,non,не
712,ein wenig::ADV,paulum,трохи
713,ein wenig::ADV,paulum,небагато
714,kaum::ADV,vix,ледве
715,kaum::ADV,aegre,ледве
716,sehr::ADV,valde,дуже
717,sehr::ADV,magnopere,дуже
718,so::ADV,ita,так
719,noch::ADV,etiam,ще
720,nur::ADV,solum,лише
721,nur::ADV,solum,тільки
722,nur::ADV,tantum,лише
723,nur::ADV,tantum,тільки
724,schon::ADV,iam,вже
725,wieder::ADV,rursus,знову
726,vergebens::ADV,frustra,дарма
727,vor::PRP,ante,перед
728,hinter::PRP,post,ззаду
729,hinter::PRP,post,позаду
730,unter::PRP,sub,під
731,durch::PRP,per,крізь
732,neben::PRP,iuxta,біля
733,zwischen::PRP,inter,між
734,wegen::PRP,propter,з-за
735,wegen::PRP,propter,через
736,dies::PRN,hoc,це
737,das::PRN,id,то
738,alles::PRN,omnia,все
739,ich::PRN,ego,я
740,du::PRN,tu,ти
741,er::PRN,is,він
742,er::PRN,ille,він
743,wir::PRN,nos,ми
744,ihr::PRN,vos,ви
745,sie::PRN,ii,вони
746,sie::PRN,illi,вони
747,was::FPRN,quid,що
748,wer::FPRN,quis,хто
749,wo::FADV,ubi,де
750,wohin::FADV,quo,куди
751,wie::FADV,quomodo,як
752,warum::FADV,cur,чому
753,wieviel::FNUM,quantum,скільки
754,eins::NUM,unus,один
755,zwei::NUM,duo,два
756,drei::NUM,tres,три
757,vier::NUM,quattuor,чотири
758,fünf::NUM,quinque,п’ять
759,sechs::NUM,sex,шість
760,sieben::NUM,septem,сім
761,acht::NUM,octo,вісім
762,neun::NUM,novem,дев’ять
763,zehn::NUM,decem,десять
764,elf::NUM,undecim,одинадцять
765,zwölf::NUM,duodecim,дванадцять
766,zwanzig::NUM,viginti,двадцять
767,dreißig::NUM,triginta,тридцять
768,vierzig::NUM,quadraginta,сорок
769,fünfzig::NUM,quinquaginta,п’ятдесят
770,sechzig::NUM,sexaginta,шістдесят
771,siebzig::NUM,septuaginta,сімдесят
772,achtzig::NUM,octoginta,вісімдесят
773,neunzig::NUM,nonaginta,дев’яносто
774,hundert::NUM,centum,сто
775,tausend::NUM,mille,тисяча
776,und::CNJ,et,і
777,und::CNJ,-que,і
778,oder::CNJ,vel,або
779,stehen::V,stare,стояти
780,sitzen::V,sedere,сидіти
781,liegen::V,iacere,лежати
782,hängen::V,pendere,висіти
783,werden::V,fieri,стати
784,werden::V,fieri,робитися
785,passieren::V,accidere,трапитися
786,beginnen::V,incipere,початися
787,enden::V,finem habere,кінчитися
788,wechseln::V,mutari,мінятися
789,aufgehen[Sonne]::V,oriri,зійти
790,untergehen[Sonne]::V,occidere,зайти
791,scheinen[Sonne]::V,lucere,світити
792,donnern::V,tonare,гриміти
793,wehen::V,flare,віяти
794,strömen::V,fluere,литися
795,fließen::V,manare,текти
796,sich drehen::V,torqueri,обертатися
797,schwanken::V,vacillare,коливатися
798,schwingen::V,vibrare,хитатися
799,schwingen::V,vibrare,гойдатися
800,fallen::V,cadere,падати
801,brennen::V,ardere,горіти
802,rauchen::V,fumare,диміти
803,regnen::V,pluere,дощити
804,gefrieren::V,congelari,змерзнути
805,tauen::V,rorare,танути
806,schmelzen::V,liquescere,плавитися
807,trocknen::V,arescere,сохнути
808,sieden::V,fervere,кипіти
809,faulen::V,putescere,гнити
810,verfaulen::V,putescere,згнити
811,reißen::V,scindi,рватися
812,versinken::V,mergi,тонути
813,vergehen::V,praeterire,проходити
814,erscheinen::V,apparere,з’явитися
815,verschwinden::V,discedere,щезнути
816,verschwinden::V,discedere,зникнути
817,sinken::V,labi,спадати
818,abnehmen::V,deminui,поменшитися
819,zunehmen::V,augeri,збільшуватися
820,steigen::V,augescere,підніматися
821,wachsen::V,crescere,рости
822,glänzen::V,splendere,блищати
823,funkeln::V,micare,блискати
824,lärmen::V,strepere,шуміти
825,läuten::V,sonare,дзвонити
826,klingeln::V,tinnire,дзвонити
827,klirren::V,crepare,дзвякати
828,brausen::V,saevire,бушувати
829,rauschen::V,crepare,шелестіти
830,klingen::V,sonare,лунати
831,klingen::V,sonare,звучати
832,bellen::V,latrare,гавкати
833,heulen::V,ululare,вити
834,blasen::V,flare,дунути
835,pfeifen::V,sibilare,свистіти
836,schreien::V,clamare,кричати
837,stöhnen::V,gemere,стогнати
838,zittern::V,tremere,тремтіти
839,zittern::V,trepidare,тремтіти
840,leben::V,vivere,жити
