,Concept_ID,ce,mn
114,Berg::N,лам,уул
115,Gipfel::N,бохь,орой
116,Gipfel::N,бохь,оргил
117,Höhle::N,хьех,агуй
118,Abhang::N,басе,хүр
119,Quelle::N,шовда,булаг
120,Bach::N,татол,горхи
121,Fluss::N,хи,гол
122,Fluss::N,хи,мөрөн
123,Ufer::N,хийист,эрэг
124,Küste::N,йист,эрэг
125,Festland::N,латта,хуурай газар
126,Meer::N,xӏорд,далай
127,Meer::N,xӏорд,тэнгис
128,Bucht::N,чож,булан
129,Bucht::N,чож,далайн тохой
130,Insel::N,гӏайре,арал
131,Blume::N,зезаг,цэцэг
132,Gras::N,буц,өвс
133,Gras::N,буц,ногоо
134,Wurzel::N,орам,үндэс
135,Baum::N,дитт,мод
136,Stamm::N,гӏад,иш
137,Stamm::N,гӏад,гуалин
138,Stamm::N,тайпа,иш
139,Stamm::N,тайпа,гуалин
140,Rinde::N,кевстиг,холтос
141,Ast::N,га,гишүү
142,Zweig::N,га,салаа
143,Blatt::N,гӏа,навч
144,Birke::N,дакх,хус
145,Kiefer[Baum]::N,бага,нарс
146,Weide[Baum]::N,дак,уд
147,Weide[Baum]::N,дак,бургас
148,Tanne::N,база,гачуур
149,Horn::N,маӏа,эвэр
150,Feder::N,пелаг,өд
151,Fell::N,цӏока,арьс
152,Flügel::N,тӏам,жигүүр
153,Flügel::N,тӏам,далавч
154,Klaue::N,мӏара,савар
155,Klaue::N,мӏара,хумс
156,Kralle::N,тlод,савар
157,Schwanz::N,цӏога,сүүл
158,Ei::N,xӏoa,өндөг
159,Nest::N,бен,үүр
160,Bau::N,lуьрг,нүх
161,Bau::N,lуьрг,элүү
162,Tier::N,дийнат,амьтан
163,Tier::N,дийнат,адгуус
164,Herde::N,жа,сүрэг
165,Kuh::N,етт,үнээ
166,Bulle::N,сту,бух
167,Pferd::N,говр,морь
168,Pferd::N,говр,адуу
169,Schaf::N,жий,хонь
170,Schaf::N,уьстагӏ,хонь
171,Schwein::N,хьакха,гахай
172,Hund::N,жӏаьла,нохой
173,Katze::N,цициг,муур
174,Katze::N,цициг,мигуй
175,Bär::N,ча,баавгай
176,Eichhörnchen::N,тарсал,хэрэм
177,Elch::N,сай,хандгай
178,Fuchs::N,цхьогал,үнэг
179,Hase::N,пхьагал,туулай
180,Maus::N,дахка,хулгана
181,Wolf::N,борз,чоно
182,Vogel::N,олхазар,шувуу
183,Huhn::N,котам,тахиа
184,Hahn::N,нӏаьна,эр тахиа
185,Hahn::N,боргӏал,эр тахиа
186,Gans::N,гӏаз,галуу
187,Adler::N,aьрзу,бүргэд
188,Ente::N,бад,нугас
189,Eule::N,бухӏа,ууль
190,Kranich::N,гӏаргӏули,тогоруу
191,Krähe::N,къиг,хэрээ
192,Kuckuck::N,aттйокх,хөхөө
193,Schwan::N,гӏургӏаз,хун
194,Fisch::N,чӏара,загас
195,Barsch::N,окунь,алгана
196,Hecht::N,гӏазкхийн чӏара,цурхай
197,Schlange[Tier]::N,лаьхьа,могой
198,Wurm::N,нӏаьна,өт
199,Wurm::N,нӏаьна,хорхой
200,Spinne::N,гезг,аалз
201,Ameise::N,зингат,шоргоолж
202,Laus::N,меза,бөөс
203,Laus::N,гӏениг,бөөс
204,Mücke::N,чуьрк,шумуул
205,Fliege::N,моза,ялаа
206,Schmetterling::N,полла,эрвээхэй
207,Beere::N,цӏазам,жимсгэнэ
208,Apfel::N,ӏаж,алим
209,Pilz::N,жӏаьлин нускал,мөөг
210,Zwiebel::N,xох,сонгино
211,Saat::N,чlу,тариа
212,Korn::N,буьртиг,үр
213,Korn::N,буьртиг,мөхлөг
214,Heu::N,йол,өвс
215,Schale::N,пардо,хальс
216,Grube::N,ор,алам
217,Grube::N,ор,нүх
218,Falle::N,кӏело,хавх
219,Falle::N,кӏело,занга
220,Spur::N,лар,мөр
221,Asche::N,чим,үнс
222,Dreck::N,мода,хир
223,Eisen::N,эчиг,төмөр
224,Gold::N,деши,алт
225,Silber::N,дети,мөнгө
226,Kohle::N,кӏора,нүүрс
227,Glas::N,aнгали,шил
228,Lehm::N,поппар,шавар
229,Sand::N,гӏум,элс
230,Mensch::N,адам,хүн
231,Mann::N,майра,эр
232,Mann::N,майра,эрэгтэй
233,Frau::N,зуда,эмэгтэй
234,Frau::N,зуда,хатагтай
235,Kind::N,бер,хүүхэд
236,Junge::N,жимха,хүү
237,Mädchen::N,жима йоӏ,охин
238,Mädchen::N,жима йоӏ,бүсгүй
239,Familie::N,доьзал,айл
240,Großvater::N,ненада,өвгөн аав
241,Großmutter::N,денана,эмэг эх
242,Großmutter::N,денана,эмгээ
243,Eltern::N,да-нана,эцэг эх
244,Vater::N,да,аав
245,Vater::N,да,эцэг
246,Mutter::N,нана,эх
247,Mutter::N,нана,ээж
248,Sohn::N,кӏант,хүү
249,Tochter::N,йоӏ,охин
250,Bruder::N,ваша,ах
251,Bruder::N,ваша,дүү
252,Schwester::N,йиша,эгч
253,Schwester::N,йиша,охин дүү
254,Onkel::N,деваша,авга ах
255,Onkel::N,деваша,нагац ах
256,Tante::N,дейиша,авга эгч
257,Tante::N,дейиша,нагац эгч
258,Ehemann::N,майра,нөхөр
259,Ehefrau::N,зуда,эхнэр
260,Ehefrau::N,зуда,гэргий
261,Freude::N,самукъа,баяр
262,Freude::N,самукъа,баясгалан
263,Freude::N,хазахетар,баяр
264,Freude::N,хазахетар,баясгалан
265,Gelächter::N,белам,инээдэм
266,Glück::N,ирс,жаргалан
267,Kummer::N,бала,гаслан
268,Wunsch::N,лаам,ерөөл
269,Lust::N,лаам,дур
270,Lust::N,лаам,хүсэл
271,Geist::N,са,оюун
272,Gedanke::N,ойла,сэтгэл
273,Gedächtnis::N,диццадалар,ой
274,Gedächtnis::N,диццадалар,цээж
275,Verstand::N,хьекъал,ухаан
276,Sinn::N,маьӏна,утга
277,Grund::N,бахьана,учир
278,Wahrheit::N,бакъдерг,үнэн
279,Gespräch::N,къамел,яриа
280,Märchen::N,туьйра,явган үлгэр
281,Erzählung::N,дийцар,тууж
282,Nachricht::N,хаам,мэдээ
283,Neuigkeit::N,керланиг,сонин
284,Name::N,цӏе,нэр
285,Rätsel::N,хӏетал-метал,оньсого
286,Rede::N,къамел,хэлсэн үг
287,Sprache::N,мотт,хэл
288,Stimme::N,aз,дуу
289,Wort::N,дош,үг
290,Zeichen::N,билгало,тамга
291,Zeichen::N,билгало,тэмдэг
292,Ruf::N,кхайкхар,дуудлага
293,Lärm::N,гӏовгӏа,шуугиан
294,Lärm::N,гӏовгӏа,чимээ
295,Laut::N,аз,анир
296,Laut::N,аз,дуу
297,Ton::N,aз,авиа
298,Ton::N,aз,аялгуу
299,Lied::N,илли,дуу
300,Ruhe::N,тийналла,энх
301,Ruhe::N,тийналла,тайван
302,Leute::N,нах,хүмүүс
303,Volk::N,халкъ,улс
304,Arbeit::N,болх,ажил
305,Arbeit::N,болх,хөдөлмөр
306,Gast::N,хьаша,зочин
307,Gast::N,хьаша,айлчин
308,Geschenk::N,совгӏат,бэлэг
309,Spiel::N,ловзар,наадам
310,Spiel::N,ловзар,тоглоом
311,Gesellschaft::N,юкъаралла,хамт байх
312,Hilfe::N,гӏо,тусламж
313,Freund::N,доттагl,найз
314,Freund::N,доттагl,нөхөр
315,Kamerad::N,накъост,хань
316,Kamerad::N,накъост,нөхөр
317,Angelegenheit::N,гӏуллакх,хэрэг
318,Anzahl::N,терахь,тоо
319,Stück::N,юьхк,хэсэг
320,Teil::N,дакъа,хувь
321,Teil::N,дакъа,хэсэг
322,Hälfte::N,ах,хагас
323,Kreis::N,го,тойрог
324,Kreis::N,го,хүрээ
325,Kreuz::N,жӏара,загалмай
326,Linie::N,сиз,шугам
327,Strich::N,сиз,зураас
328,Abstand::N,юкъ,зай
329,Gegend::N,мeттиг,хавь
330,Gegend::N,мeттиг,газар
331,Platz::N,майда,зай
332,Platz::N,майда,завсар
333,Ort::N,меттиг,газар
334,Ort::N,меттиг,байр
335,Seite::N,aгӏo,тал
336,Seite::N,aгӏo,этгээд
337,Mitte::N,юкъ,төв
338,Mitte::N,юкъ,дунд
339,Gegenstand::N,хӏума,юм
340,Sache::N,хӏума,үйл
341,Sache::N,хӏума,хэрэг
342,Rand::N,йист,зах
343,Rand::N,йист,хөвөө
344,Kante::N,йист,ирмэг
345,Ecke::N,са,өнцөг
346,Spitze::N,ралла,үзүүр
347,Ende::N,юьхьиг,зах
348,Ende::N,юьхьиг,үзүүр
349,Loch::N,ӏуьрг,цоорхой
350,Loch::N,ӏуьрг,онгорхой
351,Winkel::N,са,өнцөг
352,Muster::N,дагар,хээ
353,Muster::N,дагар,угалз
354,Muster::N,тӏамар,хээ
355,Muster::N,тӏамар,угалз
356,Größe::N,барам,хэмжээ
357,Länge::N,йохалла,урт
358,Höhe::N,локхалла,өндөр
359,Gewicht::N,йозалла,жин
360,Menge::N,дукхалла,тоо
361,Haufen::N,сал,бөөн
362,Haufen::N,оьла,бөөн
363,Reihe::N,рагӏ,эгнээ
364,Reihe::N,могӏа,эгнээ
365,Boot::N,кема,завь
366,Ruder::N,пийсиг,сэлүүр
367,Schlitten::N,салаз,чарга
368,Ski::N,когсалаз,цана
369,Lagerfeuer::N,цӏе,түүдэг
370,Last::N,дукъ,ачаа
371,Gang::N,лелар,явдал
372,Schritt::N,гӏулч,алхам
373,Norden::N,къилбаседе,умар
374,Süden::N,къилбе,урд
375,Süden::N,къилбе,өмнө
376,Westen::N,малхбузе,өрнө
377,Westen::N,малхбузе,баруун
378,Osten::N,малхбале,зүүн
379,Osten::N,малхбале,дорно
380,Holz::N,дечиг,мод
381,Brett::N,у,банз
382,Platte::N,у,хавтан
383,Stütze::N,гӏopтоp,тулгуур
384,Stütze::N,гӏopтоp,тулга
385,Stange::N,гӏуркх,сургааг
386,Stock::N,ӏаса,саваа
387,Stab::N,гӏаж,таяг
388,Rohr::N,биргӏа,хоолой
389,Haus::N,цӏа,гэр
390,Haus::N,цӏа,байшин
391,Heim::N,кхерч,гэр
392,Ofen::N,кхерч,зуух
393,Ofen::N,кхерч,пийшин
394,Fußboden::N,цӏенкъа,шал
395,Tisch::N,шун,ширээ
396,Stuhl::N,гӏант,сандал
397,Wiege::N,ага,өлгий
398,Bett::N,маьнга,ор
399,Regal::N,терхи,тавиур
400,Kiste::N,яьшка,авдар
401,Kiste::N,яьшка,хайрцаг
402,Fenster::N,кор,гэгээвч
403,Tür::N,неӏ,үүд
404,Tür::N,неӏ,хаалга
405,Tor::N,ков,хаалга
406,Zaun::N,керт,хашаа
407,Dach::N,тхов,дээвэр
408,Leiter::N,лами,шат
409,Besen::N,нуй,хамуур
410,Besen::N,нуй,туужуу
411,Spaten::N,бел,хүрз
412,Schaufel::N,аьшкал,хүрз
413,Gabel::N,мӏара,сэрээ
414,Löffel::N,ӏайг,халбага
415,Messer::N,урс,хутга
416,Nagel::N,хьостам,хадаас
417,Netz::N,бой,өөш
418,Netz::N,бой,тор
419,Haken::N,мӏара,гох
420,Schloss::N,чӏега,цуурга
421,Schloss::N,чӏега,цоож
422,Bild::N,сурт,зураг
423,Puppe::N,тайниг,хүүхэлдэй
424,Beutel::N,гали,агсаа
425,Beutel::N,гали,уут
426,Bündel::N,кочар,боодол
427,Tasche::N,тӏоьрмиг,цүнх
428,Eimer::N,чийлик,хөнөг
429,Eimer::N,чийлик,хувин
430,Deckel::N,негӏар,таг
431,Deckel::N,негӏар,хавхаг
432,Geschirr::N,пхьегӏа,сав суулга
433,Sack::N,гали,шуудай
434,Tasse::N,кад,аяга
435,Topf::N,яй,тогоо
436,Kessel::N,яй,тогоо
437,Essen::N,юург,идээ
438,Nahrung::N,кхача,хүнс
439,Speise::N,юург,идээ
440,Fleisch::N,жижиг,мах
441,Getreide::N,буьртиг,будаа
442,Brei::N,xудар,богшмол
443,Brei::N,xудар,будаа
444,Brot::N,бепиг,талх
445,Brot::N,кхаллар,талх
446,Scheibe::N,цастар,зүсэм
447,Scheibe::N,цастар,хэрчим
448,Fett::N,мохь,өөх
449,Butter::N,налха,тос
450,Öl::N,даьтта,тос
451,Salz::N,туьха,давс
452,Suppe::N,чорпа,шөл
453,Honig::N,моз,бал
454,Milch::N,шура,сүү
455,Tee::N,чай,цай
456,Leder::N,цӏока,арьс
457,Leder::N,цӏока,савхи
458,Wolle::N,тӏapгӏa,ноос
459,Wolle::N,тӏapгӏa,унгас
460,Stoff::N,кӏади,бөс
461,Nadel::N,маха,зүү
462,Faden::N,тай,боолт
463,Faden::N,тай,утас
464,Knopf::N,нуьйда,товч
465,Knoten::N,шад,зангилаа
466,Farbe::N,сир,будаг
467,Farbe::N,басар,будаг
468,Kleidung::N,бедар,хувцас
469,Hemd::N,коч,цамц
470,Kragen::N,кач,зах заам
471,Ärmel::N,пхьош,ханцуй
472,Hose::N,хеча,өмд
473,Gürtel::N,доьхка,бүс
474,Mütze::N,куй,малгай
475,Mütze::N,куй,бүрх
476,Schuh::N,мача,туфли
477,Stiefel::N,этка,гутал
478,Ring::N,чӏуг,бөгж
479,Band::N,лента,тууз
480,Kamm::N,ехк,сам
481,Spiegel::N,куьзга,толь
482,Riemen::N,доьхка,тасам
483,Riemen::N,доьхка,сур
484,Schnur::N,муш,татлага
485,Leine::N,кочатосу доьхка,оосор
486,Decke::N,юргӏа,хөнжил
487,Decke::N,юргӏа,хучлага
488,Kissen::N,гIайба,дэр
489,Tuch::N,исхар,алчуур
490,Tuch::N,исхар,даавуу
491,Handtuch::N,гата,алчуур
492,Kraft::N,гӏора,чадал
493,Kraft::N,гӏора,хүч
494,Stärke::N,гӏап,эрч
495,Stärke::N,гӏап,тэнхээ
496,Gesundheit::N,могашалла,бие
497,Gesundheit::N,могашалла,эрүүл мэнд
498,Krankheit::N,цамгар,эмгэг
499,Schmerz::N,лазар,өвчин
500,Wunde::N,чов,шарх
501,Fieber::N,xорша,халуун
502,Arznei::N,молха,эм
503,Brücke::N,тӏай,гүүр
504,Brunnen::N,гӏу,худаг
505,Weide::N,дак,бэлчээр
506,Pfad::N,тача,жим
507,Pfad::N,тача,зөрөг
508,Weg::N,некъ,зам
509,Weg::N,некъ,харгуй
510,Straße::N,урам,зам
511,Straße::N,урам,харгуй
512,Dorf::N,юрт,тосгон
513,Dorf::N,юрт,гацаа
514,Stadt::N,гӏала,хот
515,Brief::N,кехат,захидал
516,Brief::N,кехат,захиа
517,Buch::N,жайна,ном
518,Buch::N,жайна,бичиг
519,Buchstabe::N,элп,үсэг
520,Zeitung::N,газет,сонин
521,Leben::N,дахар,амь
522,Leben::N,дахар,амьдрал
523,Tod::N,далар,үхэл
524,Tod::N,ӏожалла,үхэл
525,Grab::N,каш,булш
526,Kirche::N,килс,сүм
527,Sünde::N,къа,нүгэл
528,Sünde::N,къа,хилэнц
529,Gott::N,дела,бурхан
530,Arbeiter::N,белхало,ажилчин
531,Arbeiter::N,белхало,хөдөлмөрчин
532,Chef::N,хьаькам,дарга
533,Meister::N,говзанча,дархан
534,Arzt::N,лор,эмч
535,Lehrer::N,хьехархо,багш
536,Geld::N,aхча,цаас
537,Geld::N,aхча,мөнгө
538,Geschäft::N,туька,наймаа
539,Laden::N,туька,дэлгүүр
540,Preis::N,мах,үнэ
541,Ware::N,хlума,таваар
542,Ware::N,хlума,бараа
543,Nutzen::N,пайда,ашиг
544,Reichtum::N,хьал,баялаг
545,Welt::N,дуьне,дэлхий
546,Welt::N,дуьне,орчлон
547,Land::N,мохк,улс
548,Land::N,мохк,орон
549,Staat::N,пачхьалкх,төр
550,Staat::N,пачхьалкх,гүрэн
551,König::N,паччахь,ван
552,Macht::N,ӏедал,засаг
553,Grenze::N,доза,хил
554,Krieg::N,тӏом,дайн
555,Feind::N,мостагӏ,дайсан
556,Gewalt::N,гӏело,хүчирхэх
557,Kampf::N,къийсам,тэмцэл
558,Kampf::N,къийсам,байлдаан
559,Pfeil::N,пха,годил
560,Pfeil::N,пха,сум
561,Gewehr::N,топ,буу
562,Fehler::N,гӏалат,эндэл
563,Fehler::N,гӏалат,алдаа
564,Lüge::N,аьшпаш,худал
565,Schaden::N,зен,хор
566,Schaden::N,зен,хөнөөл
567,Unglück::N,бала,гай
568,Unglück::N,бала,гамшиг
569,Schuld::N,бехк,гэм
570,Schuld::N,бехк,буруу
571,Alter::N,хан,нас
572,Schluss::N,чакхе,эцэс
573,Schluss::N,чакхе,төгсгөл
574,Zeit::N,хан,цаг
575,Tag::N,де,өдөр
576,Morgen::N,ӏуьйре,өглөө
577,Mittag::N,делкъе,үд
578,Abend::N,суьйре,үдэш
579,Nacht::N,буьйса,шөнө
580,Woche::N,кӏира,долоо хоног
581,Monat::N,бутт,сар
582,Jahr::N,шо,жил
583,Frühling::N,бӏаьсте,хавар
584,Sommer::N,аьхке,зун
585,Herbst::N,гуьйре,намар
586,Winter::N,ӏа,өвөл
587,Januar::N,январь,нэгдүгээр сар
588,Februar::N,февраль,хоёрдугаар сар
589,März::N,март,гуравдугаар сар
590,April::N,апрель,дөрөвдүгээр сар
591,Mai::N,май,тавдугаар сар
592,Juni::N,июнь,зургаадугаар сар
593,Juli::N,июль,долдугаар сар
594,August::N,август,наймдугаар сар
595,September::N,сентябрь,есдүгээр сар
596,Oktober::N,октябрь,аравдугаар сар
597,November::N,ноябрь,арван нэгдүгээр сар
598,Dezember::N,декабрь,арван хоёрдугаар сар
599,Montag::N,оршот,даваа
600,Dienstag::N,шинара,мягмар
601,Mittwoch::N,кхаара,лхагва
602,Donnerstag::N,еара,пүрэв
603,Freitag::N,пӏераска,баасан
604,Samstag::N,шот,бямба
605,Sonntag::N,кӏиранде,ням
606,groß::A,доккха,их
607,groß::A,доккха,том
608,klein::A,кегий,бага
609,klein::A,кегий,жаахан
610,lang::A,еха,урт
611,kurz::A,доца,охор
612,kurz::A,доца,богино
613,breit::A,шуьйра,өргөн
614,schmal::A,готта,уйтан
615,schmal::A,готта,нарийн
616,dicht::A,луьста,нягт
617,dicht::A,луьста,чигжүү
618,dick[Gegenstand]::A,стомма,зузаан
619,dünn::A,дуткъа,нимгэн
620,fein::A,ховха,нарийн
621,fest::A,чӏогӏа,бөх
622,fest::A,чӏогӏа,хатуу
623,flach::A,чӏапа,хавтгай
624,glatt::A,шера,цагаан
625,hart::A,чӏогӏa,хатуу
626,weich::A,кӏеда,зөөлөн
627,rund::A,горга,дугуй
628,rund::A,горга,дугариг
629,spitz::A,ира,шовх
630,spitz::A,ира,шовгор
631,scharf::A,ира,хурц
632,scharf::A,ира,иртэй
633,stumpf::A,аьртa,мохоо
634,schwer::A,деза,хүнд
635,schön::A,хаза,гуа
636,schön::A,хаза,сайхан
637,heiß::A,довха,халуун
638,warm::A,довха,дулаан
639,kalt::A,шийла,хүйтэн
640,kühl::A,шийла,сэрүүн
641,frisch::A,керла,эрүүл
642,frisch::A,керла,жихүүн
643,feucht::A,тӏуьна,чийгтэй
644,nass::A,тӏеда,нойтон
645,trocken::A,eкъа,хатсан
646,voll::A,дуьзна,дүүрэн
647,leer::A,яьсса,хоосон
648,offen::A,диллина,онгорхой
649,geschlossen::A,дӏакъевлина,битүү
650,geschlossen::A,дӏакъевлина,хаалтай
651,geschlossen::A,дӏачӏагӏдина,битүү
652,geschlossen::A,дӏачӏагӏдина,хаалтай
653,sauber::A,цӏена,цэвэр
654,sauber::A,цӏена,хиргүй
655,schmutzig::A,боьха,бохир
656,schmutzig::A,боьха,хиртэй
657,roh::A,буьйда,түүхий
658,reif::A,хилла,болсон
659,lecker::A,чоме,амттай
660,süß::A,мерза,амттай
661,süß::A,мерза,чихэрлэг
662,bitter::A,къаьхьа,гашуун
663,sauer::A,муьста,эсгэлэн
664,hell::A,сирла,гэгээн
665,hell::A,сирла,гэрэлтэй
666,dunkel::A,бодане,бараан
667,dunkel::A,бодане,харанхуй
668,schwarz::A,ӏаьржа,хар
669,weiß::A,кӏайн,цагаан
670,rot::A,цӏен,улаан
671,gelb::A,можа,шар
672,blau::A,сийна,хөх
673,blau::A,сийна,цэнхэр
674,grün::A,баьццара,ногоон
675,grau::A,cира,орог
676,grau::A,cира,саарал
677,grau::A,мокха,орог
678,grau::A,мокха,саарал
679,bunt::A,къорза,эрээн
680,billig::A,дораха,хямд
681,teuer::A,деза,үнэтэй
682,wertvoll::A,мехала,үнэт
683,blind::A,бӏаьрзе,сохор
684,taub::A,къора,чих хатуу
685,kräftig::A,нуьцкъала,чийрэг
686,stark::A,зоьртала,хүчтэй
687,stark::A,зоьртала,чадалтай
688,stark::A,нуьцкъала,хүчтэй
689,stark::A,нуьцкъала,чадалтай
690,schwach::A,гӏорасиза,сул
691,fett::A,дерстана,тарган
692,fett::A,дерстана,голигор
693,schlank::A,куц долу,голшиг
694,hübsch::A,хаза,сайхан
695,hübsch::A,хаза,хөөрхөн
696,böse::A,вон,муу
697,böse::A,вон,хортой
698,dumm::A,сонта,тэнэг
699,faul::A,мало ен,залхуу
700,fleißig::A,тӏера,чармайлтгай
701,geizig::A,пис,харамч
702,geizig::A,сутара,харамч
703,klug::A,хьекъале,цэцэн
704,geschickt::A,тӏахъаьлла,дүйтэй
705,lieb::A,хьоме,хайрт
706,lustig::A,самукъане,цэнгэлтэй
707,sanft::A,кlеда,наалинхай
708,hungrig::A,меца,өлөн
709,hungrig::A,меца,өлссөн
710,krank::A,цомгуш долу,өвчтэй
711,nackt::A,дерзана,нүцгэн
712,traurig::A,самукъане воцу,гунигт
713,lebendig::A,дийна,амьд
714,lebendig::A,дийна,амьтай
715,gut::A,дика,сайн
716,schlecht::A,вон,муу
717,schlecht::A,вон,өөдгүй
718,richtig::A,нийса,зөв
719,richtig::A,нийса,зүйтэй
720,schlimm::A,вон,муухай
721,wahr::A,бакъдолу,үнэн
722,wahr::A,бакъдолу,жинхэнэ
723,alt::A,къена,хуучин
724,neu::A,керла,шинэ
725,ehemalig::A,хилла,агсан
726,ehemalig::A,хилла,байсан
727,alt[Lebewesen]::A,къена,өвгөн
728,alt[Lebewesen]::A,къена,хижээл
729,jung::A,къона,залуу
730,arm::A,къен,ядуу
731,reich::A,хьоле,баян
732,reich::A,хьоле,баялаг
733,bekannt::A,девзаш долу,танил
734,berühmt::A,цӏеяхана,цуутай
735,berühmt::A,цӏеяхана,алдартай
736,fremd::A,нехан,харь
737,fremd::A,нехан,гадаад
738,verschieden::A,тайп-тайпанара,ондоо
739,verschieden::A,тайп-тайпанара,янз янзын
740,nah::A,гергара,ойрын
741,nah::A,гергара,дөтийн
742,fern::A,гена,холын
743,fern::A,генара,холын
744,linker::A,аьрру,буруу
745,rechter::A,аьтту,баруун
746,anderer::A,кхин,өөр
747,anderer::A,кхин,нөгөө
748,erster::A,хьалхара,нэгдэх
749,erster::A,хьалхара,нэгдүгээр
750,zweiter::A,шолгIа,хоёрдугаар
751,dritter::A,кхоалгӏа,гуравдугаар
752,letzter::A,тӏаьххьара,сүүлийн
753,allein::ADV,цхьаъ,ганцаараа
754,auf einmal::ADV,цу сохьтта,нэгмөсөн
755,zusammen::ADV,цхьана,цуг
756,zusammen::ADV,цхьана,хамт
757,lange::ADV,дукха,удаан
758,plötzlich::ADV,цIеххьана,гэнэт
759,sofort::ADV,цу сохьтта,дороо
760,später::ADV,тӏаьхьо,дараа
761,jetzt::ADV,хӏинца,өнөө
762,heute::ADV,тахана,өнөө
763,heute::ADV,тахана,өнөөдөр
764,morgen::ADV,кхана,маргааш
765,morgen::ADV,кхана,маргаадар
766,bald::ADV,кеста,түргэн
767,bald::ADV,кеста,удахгүй
768,dann::ADV,тӏаккха,хожим
769,dann::ADV,тӏаккха,тэгээд
770,gestern::ADV,селхана,өчигдөр
