,Concept_ID,be,lt
357,Menge::N,колькасць,daugybė
358,Haufen::N,куча,krūva
359,Haufen::N,куча,šūsnis
360,Reihe::N,рад,greta
361,Boot::N,лодка,valtis
362,Boot::N,лодка,laivelis
363,Ruder::N,вясло,irklas
364,Schlitten::N,сані,rogės
365,Schlitten::N,сані,rogutės
366,Ski::N,лыжа,slidė
367,Lagerfeuer::N,вогнішча,laužas
368,Last::N,цяжар,našta
369,Last::N,цяжар,nešulys
370,Gang::N,ход,eisena
371,Schritt::N,шаг,žingsnis
372,Schritt::N,крок,žingsnis
373,Norden::N,поўнач,šiaurė
374,Norden::N,поўнач,žiemiai
375,Süden::N,поўдзень,pietūs
376,Westen::N,захад,vakarai
377,Osten::N,усход,rytai
378,Holz::N,дрэва,mediena
379,Holz::N,драўніна,mediena
380,Brett::N,дошка,lenta
381,Platte::N,пліта,plokštė
382,Stütze::N,падпорка,atrama
383,Stütze::N,падпорка,atspara
384,Stange::N,жэрдка,lazda
385,Stange::N,жэрдка,kartis
386,Stock::N,палка,lazda
387,Stab::N,шост,kartis
388,Rohr::N,труба,vamzdis
389,Haus::N,дом,namas
390,Heim::N,дом,namai
391,Heim::N,хата,namai
392,Ofen::N,печ,krosnis
393,Fußboden::N,падлога,grindys
394,Tisch::N,стол,stalas
395,Stuhl::N,стул,kėdė
396,Stuhl::N,крэсла,kėdė
397,Wiege::N,калыска,lopšys
398,Bett::N,ложак,lova
399,Bett::N,ложак,patalai
400,Bett::N,пасцель,lova
401,Bett::N,пасцель,patalai
402,Regal::N,паліца,lentyna
403,Kiste::N,скрынка,dėžė
404,Fenster::N,акно,langas
405,Tür::N,дзверы,durys
406,Tor::N,вароты,vartai
407,Zaun::N,агароджа,tvora
408,Dach::N,дах,stogas
409,Leiter::N,лесвіца,kopėčios
410,Besen::N,мятла,šluota
411,Spaten::N,лапата,lopeta
412,Spaten::N,лапата,kastuvas
413,Spaten::N,жалязняк,lopeta
414,Spaten::N,жалязняк,kastuvas
415,Schaufel::N,шуфлік,semtuvas
416,Schaufel::N,лапатка,semtuvas
417,Gabel::N,відэлец,šakutė
418,Löffel::N,лыжка,šaukštas
419,Messer::N,нож,peilis
420,Nagel::N,цвік,vinis
421,Netz::N,сетка,tinklas
422,Haken::N,крук,vagis
423,Haken::N,крук,kablys
424,Griff::N,ручка,kotas
425,Griff::N,ручка,rankena
426,Schloss::N,замок,spyna
427,Schloss::N,замок,užraktas
428,Bild::N,карціна,paveikslas
429,Figur::N,фігура,figūra
430,Puppe::N,лялька,lėlė
431,Beutel::N,мяшок,krepšys
432,Beutel::N,мяшок,maišelis
433,Bündel::N,вязка,ryšulys
434,Tasche::N,торба,krepšelis
435,Eimer::N,вядро,kibiras
436,Deckel::N,накрыўка,dangtis
437,Geschirr::N,пасуда,indai
438,Sack::N,мех,maišas
439,Tasse::N,кубак,puodukas
440,Topf::N,каструля,puodas
441,Kessel::N,кацёл,katilas
442,Essen::N,ежа,valgis
443,Nahrung::N,харч,penas
444,Nahrung::N,харч,maistas
445,Speise::N,страва,patiekalas
446,Fleisch::N,мяса,mėsa
447,Getreide::N,збожжа,javai
448,Brei::N,каша,košė
449,Brot::N,хлеб,duona
450,Scheibe::N,луста,riekė
451,Scheibe::N,скібка,riekė
452,Fett::N,тлушч,taukai
453,Fett::N,тлушч,riebalai
454,Butter::N,масла,sviestas
455,Öl::N,алей,aliejus
456,Salz::N,соль,druska
457,Suppe::N,суп,sriuba
458,Honig::N,мёд,medus
459,Milch::N,малако,pienas
460,Tee::N,чай,arbata
461,Tee::N,гарбата,arbata
462,Leder::N,скура,oda
463,Wolle::N,воўна,vilna
464,Stoff::N,тканіна,audeklas
465,Nadel::N,іголка,adata
466,Faden::N,нітка,gija
467,Faden::N,нітка,siūlas
468,Knopf::N,гузік,saga
469,Knoten::N,вузел,mazgas
470,Farbe::N,фарба,dažai
471,Kleidung::N,адзенне,rūbai
472,Kleidung::N,адзенне,drabužiai
473,Hemd::N,кашуля,marškiniai
474,Kragen::N,каўнер,apykaklė
475,Ärmel::N,рукаў,rankovė
476,Hose::N,штаны,kelnės
477,Gürtel::N,пояс,juosta
478,Gürtel::N,пояс,diržas
479,Mütze::N,шапка,kepurė
480,Schuh::N,чаравік,batas
481,Stiefel::N,бот,auliniai batai
482,Ring::N,кольца,žiedas
483,Band::N,стужка,kaspinas
484,Kamm::N,расчоска,šukos
485,Spiegel::N,люстра,veidrodis
486,Riemen::N,рэмень,diržas
487,Schnur::N,вяроўка,virvė
488,Leine::N,павадок,pavadėlis
489,Decke::N,коўдра,antklodė
490,Kissen::N,падушка,pagalvė
491,Kissen::N,падушка,priegalvis
492,Tuch::N,хустка,skarelė
493,Handtuch::N,ручнік,rankšluostis
494,Kraft::N,сіла,jėga
495,Stärke::N,моц,stiprumas
496,Gesundheit::N,здароўе,sveikata
497,Krankheit::N,хвароба,liga
498,Schmerz::N,боль,skausmas
499,Wunde::N,рана,žaizda
500,Fieber::N,гарачка,karštis
501,Fieber::N,ліхаманка,karštis
502,Arznei::N,лекі,vaistas
503,Brücke::N,мост,tiltas
504,Brunnen::N,калодзеж,šulinys
505,Weide::N,паша,ganykla
506,Weide::N,паша,gluosnis
507,Pfad::N,сцежка,takas
508,Weg::N,шлях,kelias
509,Weg::N,дарога,kelias
510,Straße::N,вуліца,gatvė
511,Dorf::N,вёска,kaimas
512,Dorf::N,вёска,sodžius
513,Stadt::N,горад,miestas
514,Brief::N,ліст,laiškas
515,Brief::N,пісьмо,laiškas
516,Buch::N,кніга,knyga
517,Buchstabe::N,літара,raidė
518,Zeitung::N,газета,laikraštis
519,Leben::N,жыццё,gyvybė
520,Leben::N,жыццё,gyvenimas
521,Tod::N,смерць,mirtis
522,Grab::N,магіла,kapas
523,Kirche::N,касцёл,bažnyčia
524,Kirche::N,царква,bažnyčia
525,Sünde::N,грэх,nuodėmė
526,Sünde::N,грэх,nusidėjimas
527,Gott::N,бог,dievas
528,Arbeiter::N,рабочы,darbininkas
529,Chef::N,начальнік,šefas
530,Chef::N,начальнік,vadovas
531,Chef::N,начальнік,viršininkas
532,Meister::N,майстар,meistras
533,Arzt::N,урач,gydytojas
534,Lehrer::N,настаўнік,mokytojas
535,Geld::N,грошы,pinigai
536,Geschäft::N,заняцце,biznis
537,Laden::N,крама,krautuvė
538,Laden::N,крама,parduotuvė
539,Laden::N,магазін,krautuvė
540,Laden::N,магазін,parduotuvė
541,Preis::N,цана,kaina
542,Ware::N,тавар,prekė
543,Nutzen::N,выгада,nauda
544,Nutzen::N,выгада,pelnas
545,Reichtum::N,багацце,turtas
546,Welt::N,свет,pasaulis
547,Land::N,краіна,žemė
548,Land::N,краіна,šalis
549,Staat::N,дзяржава,valstija
550,König::N,кароль,karalius
551,Macht::N,улада,galia
552,Macht::N,улада,valdžia
553,Grenze::N,граніца,riba
554,Grenze::N,граніца,siena
555,Krieg::N,вайна,karas
556,Feind::N,вораг,priešas
557,Gewalt::N,насілле,jėga
558,Gewalt::N,насілле,smurtas
559,Gewalt::N,насілле,prievarta
560,Kampf::N,барацьба,kova
561,Bogen[Waffe]::N,лук,lankas
562,Pfeil::N,страла,strėlė
563,Gewehr::N,ружжо,šautuvas
564,Fehler::N,памылка,klaida
565,Lüge::N,хлусня,melas
566,Schaden::N,шкода,nuostolis
567,Schaden::N,шкода,apgadinimas
568,Unglück::N,ліха,nelaimė
569,Unglück::N,бядота,nelaimė
570,Schuld::N,віна,kaltė
571,Alter::N,узрост,amžius
572,Schluss::N,канец,pabaiga
573,Zeit::N,час,laikas
574,Tag::N,дзень,diena
575,Morgen::N,ранак,rytas
576,Morgen::N,раніца,rytas
577,Mittag::N,паўдня,vidurdienis
578,Mittag::N,поўдзень,vidurdienis
579,Abend::N,вечар,vakaras
580,Nacht::N,ноч,naktis
581,Woche::N,тыдзень,savaitė
582,Monat::N,месяц,mėnuo
583,Jahr::N,год,metai
584,Frühling::N,вясна,pavasaris
585,Sommer::N,лета,vasara
586,Herbst::N,восень,ruduo
587,Winter::N,зіма,žiema
588,Januar::N,студзень,sausis
589,Februar::N,люты,vasaris
590,März::N,сакавік,kovas
591,April::N,красавік,balandis
592,Mai::N,май,gegužė
593,Mai::N,травень,gegužė
594,Juni::N,чэрвень,birželis
595,Juli::N,ліпень,liepa
596,August::N,жнівень,rugpjūtis
597,September::N,верасень,rugsėjis
598,Oktober::N,кастрычнік,spalis
599,November::N,лістапад,lapkritis
600,Dezember::N,снежань,gruodis
601,Montag::N,панядзелак,pirmadienis
602,Dienstag::N,аўторак,antradienis
603,Mittwoch::N,серада,trečiadienis
604,Donnerstag::N,чацвер,ketvirtadienis
605,Freitag::N,пятніца,penktadienis
606,Samstag::N,субота,šeštadienis
607,Sonntag::N,нядзеля,sekmadienis
608,groß::A,вялікі,didis
609,groß::A,вялікі,didelis
610,klein::A,маленькі,mažas
611,lang::A,доўгі,ilgas
612,kurz::A,кароткі,trumpas
613,breit::A,шырокі,platus
614,schmal::A,вузкі,smulkus
615,dicht::A,густы,tankus
616,dick[Gegenstand]::A,тоўсты,storas
617,dünn::A,тонкі,plonas
618,fein::A,тонкі,smulkus
619,fest::A,моцны,kietas
620,fest::A,моцны,tvirtas
621,flach::A,плоскі,lėkštas
622,flach::A,плоскі,plokščias
623,glatt::A,гладкі,slidus
624,hart::A,цвёрды,kietas
625,weich::A,мяккі,minkštas
626,rund::A,круглы,apvalus
627,rund::A,круглы,apskritas
628,spitz::A,спічасты,aštrus
629,spitz::A,спічасты,smailus
630,spitz::A,востраканцовы,aštrus
631,spitz::A,востраканцовы,smailus
632,scharf::A,востры,aštrus
633,stumpf::A,тупы,bukas
634,stumpf::A,тупы,atšipęs
635,schwer::A,цяжкі,sunkus
636,schön::A,прыгожы,gražus
637,heiß::A,гарачы,karštas
638,warm::A,цёплы,šiltas
639,kalt::A,холадны,šaltas
640,kühl::A,халаднаваты,vėsus
641,kühl::A,халаднаваты,bejausmis
642,frisch::A,свежы,šviežias
643,feucht::A,вільготны,drėgnas
644,nass::A,мокры,šlapias
645,trocken::A,сухі,sausas
646,voll::A,поўны,pilnas
647,leer::A,пусты,tuščias
648,offen::A,адкрыты,atviras
649,offen::A,адчынены,atviras
650,geschlossen::A,закрыты,uždaras
651,geschlossen::A,закрыты,uždarytas
652,geschlossen::A,зачынены,uždaras
653,geschlossen::A,зачынены,uždarytas
654,sauber::A,чысты,švarus
655,schmutzig::A,брудны,nešvarus
656,schmutzig::A,брудны,purvinas
657,roh::A,сыры,žalias
658,reif::A,спелы,prinokęs
659,reif::A,спелы,pribrendęs
660,lecker::A,смачны,gardus
661,süß::A,салодкі,saldus
662,bitter::A,горкі,kartus
663,sauer::A,кіслы,gižus
664,sauer::A,кіслы,rūgštus
665,hell::A,светлы,šviesus
666,hell::A,светлы,skaistus
667,dunkel::A,цёмны,tamsus
668,schwarz::A,чорны,juodas
669,weiß::A,белы,baltas
670,rot::A,чырвоны,raudonas
671,gelb::A,жоўты,geltonas
672,blau::A,сіні,mėlynas
673,grün::A,зялёны,žalias
674,grau::A,шэры,pilkas
675,bunt::A,пяресты,margas
676,bunt::A,пяресты,spalvotas
677,billig::A,танны,pigus
678,teuer::A,дарагі,brangus
679,wertvoll::A,цэнны,vertingas
680,wertvoll::A,каштоўны,vertingas
681,blind::A,сляпы,aklas
682,taub::A,глухі,kurčias
683,kräftig::A,магутны,stiprus
684,stark::A,сільны,stiprus
685,schwach::A,слабы,silpnas
686,fett::A,тлусты,riebus
687,schlank::A,стройны,laibas
688,schlank::A,стройны,lieknas
689,hübsch::A,чароўны,gražus
690,böse::A,злы,blogas
691,dumm::A,дурны,paikas
692,dumm::A,дурны,kvailas
693,faul::A,лянівы,tingus
694,fleißig::A,руплівы,stropus
695,fleißig::A,руплівы,kruopštus
696,geizig::A,прагны,šykštus
697,klug::A,разумны,sumanus
698,klug::A,разумны,protingas
699,geschickt::A,умелы,apsukrus
700,lieb::A,мілы,mielas
701,lustig::A,вясёлы,smagus
702,lustig::A,вясёлы,linksmas
703,sanft::A,ласкавы,švelnus
704,sanft::A,ласкавы,minkštas
705,hungrig::A,галодны,alkanas
706,krank::A,хворы,ligotas
707,krank::A,хворы,sergantis
708,nackt::A,голы,nuogas
709,traurig::A,сумны,liūdnas
710,lebendig::A,жывы,gyvas
711,gut::A,добры,geras
712,schlecht::A,кепскі,blogas
713,schlecht::A,кепскі,prastas
714,richtig::A,правільны,tikras
715,richtig::A,правільны,teisingas
716,schlimm::A,агідны,blogas
717,schlimm::A,агідны,prastas
718,wahr::A,сапраўдны,tikras
719,alt::A,стары,senas
720,neu::A,новы,naujas
721,ehemalig::A,былы,buvęs
722,alt[Lebewesen]::A,стары,pagyvenęs
723,jung::A,малады,jaunas
724,arm::A,бедны,neturtingas
725,reich::A,багаты,turtingas
726,bekannt::A,знаёмы,žinomas
727,bekannt::A,знаёмы,pažįstamas
728,berühmt::A,славуты,žymus
729,berühmt::A,славуты,garsus
730,fremd::A,чужы,svetimas
731,verschieden::A,розны,įvairus
732,nah::A,блізкі,artimas
733,fern::A,далёкі,tolimas
734,linker::A,левы,kairys
735,rechter::A,правы,dešinys
736,anderer::A,іншы,kitas
737,anderer::A,другі,kitas
738,erster::A,першы,pirmas
739,zweiter::A,другі,antras
740,dritter::A,трэці,trečias
741,letzter::A,апошні,paskutinis
742,allein::ADV,сам,vienas
743,allein::ADV,адзін,vienas
744,auf einmal::ADV,адразу,iš karto
745,zusammen::ADV,разам,kartu
746,zusammen::ADV,разам,drauge
747,lange::ADV,доўга,ilgai
748,plötzlich::ADV,раптам,staiga
749,sofort::ADV,зараз,tuojau
750,später::ADV,пазней,vėliau
751,später::ADV,пазней,paskiau
752,jetzt::ADV,цяпер,dabãr
753,heute::ADV,сёння,šiandien
754,morgen::ADV,заўтра,rytoj
755,bald::ADV,хутка,greitai
756,bald::ADV,хутка,netrukus
757,bald::ADV,неўзабаве,greitai
758,bald::ADV,неўзабаве,netrukus
759,dann::ADV,потым,po to
760,gestern::ADV,учора,vakar
761,einst::ADV,аднойчы,kadaise
762,einst::ADV,аднойчы,kitą kartą
763,damals::ADV,тады,anuomet
764,damals::ADV,тады,anuokart
765,danach::ADV,затым,po to
766,danach::ADV,затым,paskui
767,vorher::ADV,раней,anksčiau
768,zuerst::ADV,спярша,pirma
769,zuerst::ADV,спярша,iš pradžių̃
770,zuerst::ADV,спачатку,pirma
771,zuerst::ADV,спачатку,iš pradžių̃
772,einmal::ADV,адзін раз,kartą
773,einmal::ADV,адзін раз,vieną kartą
774,manchmal::ADV,часам,kai kada
775,oft::ADV,часта,dažnai
776,immer::ADV,заўсёды,visada
777,immer::ADV,заўсёды,visuomet
778,niemals::ADV,ніколі,niekada
779,niemals::ADV,ніколі,niekuomet
780,hier::ADV,тут,čia
781,hierhin::ADV,сюды,šen
782,hierhin::ADV,сюды,čionai
783,von hier::ADV,адсюль,iš čia
784,von hier::ADV,адгэтуль,iš čia
785,dort::ADV,там,ten
786,dort::ADV,там,tenai
787,dorthin::ADV,туды,ten
788,dorthin::ADV,туды,ten link
789,geradeaus::ADV,прама,tiesiai
790,vorwärts::ADV,наперад,pirmyn
791,rückwärts::ADV,назад,atbulai
792,zurück::ADV,назад,atgal
