,Concept_ID,nl,eu
101,Regenbogen::N,regenboog,ortzadar
102,Donner::N,donder,ostots
103,Donner::N,donder,ihurtzuri
104,Strömung::N,stroming,laster
105,Tropfen::N,druppel,xorta
106,Schaum::N,schuim,bits
107,Schmutz::N,vuil,lohi
108,Schmutz::N,vuil,zikin
109,See::N,meer,laku
110,See::N,meer,aintzira
111,Sumpf::N,moeras,zingira
112,Moor::N,veen,zohikaztegi
113,Wiese::N,wei,larre
114,Wiese::N,wei,belardi
115,Wiese::N,weide,larre
116,Wiese::N,weide,belardi
117,Wald::N,bos,baso
118,Wald::N,bos,oihan
119,Hügel::N,heuvel,muino
120,Hügel::N,heuvel,pentoka
121,Anhöhe::N,hoogte,garai
122,Anhöhe::N,hoogte,goragune
123,Berg::N,berg,mendi
124,Gipfel::N,top,gain
125,Gipfel::N,top,tontor
126,Höhle::N,hol,kobazulo
127,Abhang::N,helling,aldapa
128,Quelle::N,bron,iturri
129,Quelle::N,bron,iturbegi
130,Bach::N,beek,lats
131,Bach::N,beek,erreka
132,Fluss::N,stroom,ibai
133,Fluss::N,stroom,uhaitz
134,Ufer::N,wal,bazter
135,Ufer::N,oever,bazter
136,Küste::N,kust,itsasalde
137,Festland::N,vasteland,lehor
138,Meer::N,zee,itsaso
139,Bucht::N,baai,golko
140,Bucht::N,inham,golko
141,Insel::N,eiland,irla
142,Insel::N,eiland,uharte
143,Blume::N,bloem,lili
144,Gras::N,gras,belar
145,Wurzel::N,wortel,zuztar
146,Wurzel::N,wortel,sustrai
147,Baum::N,boom,zuhaitz
148,Stamm::N,stam,enbor
149,Rinde::N,schors,azal
150,Ast::N,tak,adar
151,Zweig::N,twijg,abar
152,Blatt::N,blad,hosto
153,Birke::N,berk,urki
154,Kiefer[Baum]::N,den,ler
155,Weide[Baum]::N,wilg,zume
156,Weide[Baum]::N,wilg,sahats
157,Tanne::N,spar,izei
158,Horn::N,hoorn,adar
159,Feder::N,veer,luma
160,Feder::N,veer,hegaki
161,Feder::N,pluim,luma
162,Feder::N,pluim,hegaki
163,Fell::N,vel,ile
164,Fell::N,vel,larru
165,Flügel::N,vleugel,hego
166,Klaue::N,klauw,atzapar
167,Kralle::N,klauw,erpe
168,Kralle::N,klauw,atzapar
169,Schwanz::N,staart,isats
170,Schwanz::N,staart,buztan
171,Ei::N,ei,arrautza
172,Nest::N,nest,habia
173,Bau::N,hol,ohantze
174,Tier::N,dier,abere
175,Tier::N,dier,piztia
176,Herde::N,kudde,saldo
177,Herde::N,kudde,abere talde
178,Kuh::N,koe,behi
179,Bulle::N,stier,zezen
180,Pferd::N,paard,zaldi
181,Schaf::N,schaap,ardi
182,Schwein::N,varken,urde
183,Schwein::N,varken,txerri
184,Hund::N,hond,txakur
185,Katze::N,kat,katu
186,Bär::N,beer,hartz
187,Eichhörnchen::N,eekhoorntje,urtxintxa
188,Elch::N,eland,altze
189,Fuchs::N,vos,azeri
190,Hase::N,haas,erbi
191,Maus::N,muis,sagu
192,Wolf::N,wolf,otso
193,Vogel::N,vogel,txori
194,Vogel::N,vogel,hegazti
195,Schwarm::N,zwerm,aldra
196,Huhn::N,kip,oilo
197,Huhn::N,hoen,oilo
198,Hahn::N,haan,oilar
199,Gans::N,gans,antzara
200,Adler::N,arend,arrano
201,Ente::N,eend,ahate
202,Eule::N,uil,hontza
203,Kranich::N,kraanvogel,kurrilo
204,Krähe::N,kraai,bele
205,Kuckuck::N,koekoek,kuku
206,Schwan::N,zwaan,beltxarga
207,Fisch::N,vis,arrain
208,Barsch::N,baars,perka
209,Hecht::N,snoek,lutxo
210,Schlange[Tier]::N,slang,suge
211,Wurm::N,worm,har
212,Spinne::N,spin,armiarma
213,Ameise::N,mier,inurri
214,Laus::N,luis,zorri
215,Mücke::N,mug,eltxo
216,Fliege::N,vlieg,euli
217,Schmetterling::N,vlinder,pinpirin
218,Schmetterling::N,vlinder,tximeleta
219,Beere::N,bes,baia
220,Apfel::N,appel,sagar
221,Pilz::N,paddestoel,onddo
222,Pilz::N,paddestoel,perretxiko
223,Zwiebel::N,ui,tipula
224,Saat::N,zaad,haziak
225,Korn::N,graan,ale
226,Korn::N,graan,pikor
227,Korn::N,korrel,ale
228,Korn::N,korrel,pikor
229,Heu::N,hooi,belar ondu
230,Schale::N,schil,azal
231,Grube::N,kuil,hobi
232,Falle::N,val,harrapagailu
233,Schlinge::N,strop,bilur
234,Schlinge::N,strop,xedera
235,Spur::N,spoor,lorratz
236,Asche::N,as,errauts
237,Dreck::N,drek,satsukeria
238,Eisen::N,ijzer,burdina
239,Gold::N,goud,urre
240,Gold::N,goud,urregorri
241,Silber::N,zilver,zilar
242,Silber::N,zilver,urrezuri
243,Kohle::N,kool,ikatz
244,Glas::N,glas,beira
245,Lehm::N,klei,buztin
246,Sand::N,zand,harea
247,Sand::N,zand,hondar
248,Mensch::N,mens,gizaki
249,Mann::N,man,gizon
250,Frau::N,vrouw,andere
251,Frau::N,vrouw,emakume
252,Kind::N,kind,haur
253,Junge::N,jongen,mutil
254,Mädchen::N,meisje,neska
255,Familie::N,gezin,sendi
256,Familie::N,gezin,familia
257,Familie::N,familie,sendi
258,Familie::N,familie,familia
259,Großvater::N,grootvader,aitona
260,Großvater::N,grootvader,aitatxi
261,Großmutter::N,grootmoeder,amona
262,Großmutter::N,grootmoeder,amatxi
263,Eltern::N,ouders,gurasoak
264,Vater::N,vader,aita
265,Mutter::N,moeder,ama
266,Sohn::N,zoon,seme
267,Tochter::N,dochter,alaba
268,Bruder::N,broer,neba
269,Bruder::N,broer,anaia
270,Bruder::N,broeder,neba
271,Bruder::N,broeder,anaia
272,Schwester::N,zus,ahizpa
273,Schwester::N,zuster,ahizpa
274,Onkel::N,oom,osaba
275,Tante::N,tante,izeba
276,Ehemann::N,echtgenoot,senar
277,Ehefrau::N,echtgenote,emazte
278,Freude::N,vreugde,poz
279,Freude::N,vreugde,pozkari
280,Gelächter::N,gelach,barre
281,Gelächter::N,gelach,karkara
282,Glück::N,geluk,zori
283,Kummer::N,verdriet,xangrin
284,Kummer::N,verdriet,atsekabe
285,Wunsch::N,wens,nahi
286,Wunsch::N,wens,nahikunde
287,Wunsch::N,verlangen,nahi
288,Wunsch::N,verlangen,nahikunde
289,Lust::N,zin,gogo
290,Lust::N,lust,gogo
291,Geist::N,geest,gogo
292,Gedanke::N,gedachte,gogoeta
293,Gedächtnis::N,geheugen,oroimen
294,Gedächtnis::N,geheugen,gogoramen
295,Verstand::N,verstand,adimen
296,Verstand::N,verstand,ulermen
297,Sinn::N,betekenis,zentzu
298,Grund::N,reden,zergati
299,Wahrheit::N,waarheid,egia
300,Gespräch::N,gesprek,hizketa
301,Gespräch::N,gesprek,elkarrizketa
302,Märchen::N,sprookje,ipuin
303,Erzählung::N,verhaal,edesti
304,Erzählung::N,verhaal,kontakizun
305,Nachricht::N,tijding,albiste
306,Neuigkeit::N,nieuws,berri
307,Neuigkeit::N,nieuwtje,berri
308,Name::N,naam,izen
309,Rätsel::N,raadsel,asmakizun
310,Rede::N,rede,hitzaldi
311,Rede::N,rede,mintzaldi
312,Sprache::N,taal,hizkuntza
313,Stimme::N,stem,ahots
314,Wort::N,woord,hitz
315,Zeichen::N,teken,agerbide
316,Zeichen::N,teken,agergarri
317,Ruf::N,roep,dei
318,Lärm::N,lawaai,zarata
319,Lärm::N,lawaai,harrabots
320,Laut::N,klank,hots
321,Laut::N,geluid,hots
322,Ton::N,toon,tonu
323,Ton::N,toon,soinu
324,Ton::N,klank,tonu
325,Ton::N,klank,soinu
326,Lied::N,lied,abesti
327,Ruhe::N,rust,nasaitasun
328,Ruhe::N,stilte,nasaitasun
329,Leute::N,lui,jende
330,Leute::N,mensen,jende
331,Volk::N,volk,herri
332,Volk::N,volk,populu
333,Arbeit::N,werk,lan
334,Arbeit::N,arbeid,lan
335,Gast::N,gast,arrotz
336,Gast::N,gast,apopilo
337,Geschenk::N,cadeau,opari
338,Geschenk::N,geschenk,opari
339,Spiel::N,spel,jolas
340,Gesellschaft::N,gezelschap,gizarte
341,Hilfe::N,hulp,helpide
342,Hilfe::N,hulp,laguntza
343,Freund::N,vriend,lagun
344,Kamerad::N,maat,adiskide
345,Kamerad::N,maat,lagunkide
346,Kamerad::N,metgezel,adiskide
347,Kamerad::N,metgezel,lagunkide
348,Angelegenheit::N,zaak,afera
349,Angelegenheit::N,aangelegenheid,afera
350,Anzahl::N,tal,kopuru
351,Anzahl::N,aantal,kopuru
352,Art::N,slag,mota
353,Art::N,soort,mota
354,Stück::N,stuk,puska
355,Teil::N,deel,atal
356,Hälfte::N,helft,erdi
357,Kreis::N,kring,biribilki
358,Kreis::N,cirkel,biribilki
359,Kreuz::N,kruis,gurutze
360,Linie::N,lijn,linea
361,Strich::N,haal,marra
362,Strich::N,streep,marra
363,Abstand::N,afstand,tarte
364,Entfernung::N,afstand,urrunera
365,Gegend::N,streek,alderdi
366,Gegend::N,streek,eskualde
367,Platz::N,ruimte,leku
368,Ort::N,oord,toki
369,Ort::N,plaats,toki
370,Seite::N,zij,albo
371,Seite::N,kant,albo
372,Seite::N,zijde,albo
373,Mitte::N,midden,erdi
374,Gegenstand::N,voorwerp,gauzaki
375,Sache::N,zaak,gauza
376,Rand::N,rand,ertz
377,Rand::N,boord,ertz
378,Kante::N,kant,ertz
379,Ecke::N,hoek,kantoi
380,Spitze::N,punt,punta
381,Spitze::N,spits,punta
382,Ende::N,einde,buru
383,Ende::N,einde,mutur
384,Ende::N,uiteinde,buru
385,Ende::N,uiteinde,mutur
386,Loch::N,gat,zulo
387,Winkel::N,hoek,zoko
388,Winkel::N,hoek,bazter
389,Muster::N,dessin,eredu
390,Muster::N,dessin,marrazki
391,Muster::N,patroon,eredu
392,Muster::N,patroon,marrazki
393,Größe::N,grootte,kaizu
394,Größe::N,grootte,tamaina
395,Länge::N,lengte,luzera
396,Höhe::N,hoogte,goiera
397,Höhe::N,hoogte,garaiera
398,Gewicht::N,gewicht,hazta
399,Menge::N,hoeveelheid,kopuru
400,Haufen::N,hoop,pila
401,Haufen::N,hoop,mendoi
402,Reihe::N,rij,ilara
403,Reihe::N,rij,errenkada
404,Reihe::N,reeks,ilara
405,Reihe::N,reeks,errenkada
406,Boot::N,boot,potin
407,Boot::N,boot,txalupa
408,Ruder::N,roeiriem,arraun
409,Schlitten::N,slee,lera
410,Schlitten::N,slee,narra
411,Schlitten::N,slede,lera
412,Schlitten::N,slede,narra
413,Ski::N,ski,eski
414,Lagerfeuer::N,kampvuur,su
415,Last::N,last,zama
416,Last::N,last,karga
417,Last::N,vracht,zama
418,Last::N,vracht,karga
419,Gang::N,wandeling,ibilera
420,Schritt::N,stap,pauso
421,Schritt::N,stap,urrats
422,Schritt::N,schrede,pauso
423,Schritt::N,schrede,urrats
424,Norden::N,noorden,ipar
425,Norden::N,noorden,iparralde
426,Süden::N,zuiden,hego
427,Süden::N,zuiden,hegoalde
428,Westen::N,westen,sartalde
429,Westen::N,westen,mendebalde
430,Osten::N,oosten,ekialde
431,Osten::N,oosten,sortalde
432,Holz::N,hout,zur
433,Brett::N,plank,ohol
434,Platte::N,plaat,lauza
435,Stütze::N,stut,irozgarri
436,Stütze::N,stut,bermagailu
437,Stütze::N,steun,irozgarri
438,Stütze::N,steun,bermagailu
439,Stange::N,stang,haga
440,Stock::N,stok,makila
441,Stab::N,staf,makila
442,Rohr::N,pijp,hodi
443,Haus::N,huis,etxe
444,Heim::N,tehuis,etxe
445,Heim::N,tehuis,etxaleku
446,Ofen::N,kachel,berogailu
447,Fußboden::N,vloer,zoru
448,Tisch::N,tafel,mahai
449,Stuhl::N,stoel,aulki
450,Wiege::N,wieg,kuma
451,Wiege::N,wieg,sehaska
452,Bett::N,bed,ohe
453,Bett::N,bed,ohatze
454,Regal::N,rek,apalategi
455,Kiste::N,kist,kutxa
456,Fenster::N,raam,leiho
457,Fenster::N,venster,leiho
458,Tür::N,deur,ate
459,Tor::N,poort,atari
460,Zaun::N,omheining,hesi
461,Dach::N,dak,teilatu
462,Leiter::N,ladder,zurubi
463,Besen::N,bezem,erratz
464,Spaten::N,schop,burdinpala
465,Schaufel::N,schep,pala
466,Gabel::N,vork,sardexka
467,Löffel::N,lepel,koilara
468,Messer::N,mes,aizto
469,Nagel::N,spijker,iltze
470,Netz::N,net,sare
471,Haken::N,haak,mako
472,Griff::N,handvat,eskutoki
473,Schloss::N,slot,sarraila
474,Bild::N,beeld,irudi
475,Figur::N,figuur,figura
476,Puppe::N,pop,panpina
477,Puppe::N,pop,andrakila
478,Beutel::N,zak,zorro
479,Beutel::N,buidel,zorro
480,Bündel::N,pak,azao
481,Bündel::N,pak,espal
482,Bündel::N,bundel,azao
483,Bündel::N,bundel,espal
484,Tasche::N,tas,poltsa
485,Eimer::N,emmer,treska
486,Deckel::N,deksel,tapa
487,Deckel::N,deksel,estalki
488,Geschirr::N,vaatwerk,baxera
489,Geschirr::N,vaatwerk,ontziteria
490,Sack::N,zak,zaku
491,Tasse::N,kop,kikara
492,Topf::N,pan,ontzi
493,Topf::N,pan,lapiko
494,Kessel::N,ketel,pazia
495,Essen::N,eten,janaldi
496,Nahrung::N,voedsel,jan
497,Speise::N,spijs,jaki
498,Fleisch::N,vlees,okela
499,Fleisch::N,vlees,haragi
500,Getreide::N,graan,labore
501,Brei::N,pap,ahi
502,Brei::N,pap,pure
503,Brei::N,brij,ahi
504,Brei::N,brij,pure
505,Brot::N,brood,ogi
506,Scheibe::N,plak,xerra
507,Scheibe::N,plak,pirripita
508,Scheibe::N,snede,xerra
509,Scheibe::N,snede,pirripita
510,Fett::N,vet,urin
511,Fett::N,vet,koipe
512,Butter::N,boter,gurin
513,Öl::N,olie,olio
514,Salz::N,zout,gatz
515,Suppe::N,soep,zopa
516,Suppe::N,soep,salda
517,Honig::N,honing,ezti
518,Milch::N,melk,esne
519,Tee::N,thee,te
520,Leder::N,leer,larru
521,Leder::N,leder,larru
522,Wolle::N,wol,artile
523,Stoff::N,stof,ehun
524,Nadel::N,naald,orratz
525,Nadel::N,naald,jostorratz
526,Faden::N,draad,hari
527,Knopf::N,knoop,botoi
528,Knoten::N,knoop,korapilo
529,Farbe::N,verf,pintura
530,Kleidung::N,kledij,arropa
531,Kleidung::N,kledij,jantziak
532,Kleidung::N,kleding,arropa
533,Kleidung::N,kleding,jantziak
534,Hemd::N,hemd,atorra
535,Hemd::N,hemd,alkandora
536,Kragen::N,kraag,idun
537,Ärmel::N,mouw,mahuka
538,Hose::N,broek,prakak
539,Hose::N,broek,galtzak
540,Hose::N,pantalon,prakak
541,Hose::N,pantalon,galtzak
542,Gürtel::N,riem,gerriko
543,Gürtel::N,gordel,gerriko
544,Mütze::N,muts,txano
545,Mütze::N,muts,txapel
546,Schuh::N,schoen,oski
547,Schuh::N,schoen,oinetako
548,Stiefel::N,laars,bota
549,Ring::N,ring,uztai
550,Band::N,lint,zinta
551,Band::N,lint,xingola
552,Kamm::N,kam,orrazi
553,Spiegel::N,spiegel,mirail
554,Riemen::N,riem,uhal
555,Schnur::N,koord,lokailu
556,Leine::N,lijn,lotura
557,Decke::N,deken,burusi
558,Kissen::N,kussen,kuxin
559,Tuch::N,doek,zapi
560,Tuch::N,doek,oihal
561,Handtuch::N,handdoek,eskuzapi
562,Handtuch::N,handdoek,eskuoihal
563,Kraft::N,kracht,indar
564,Stärke::N,sterkte,indar
565,Gesundheit::N,gezondheid,osasun
566,Krankheit::N,ziekte,eritasun
567,Krankheit::N,ziekte,gaixotasun
568,Schmerz::N,pijn,min
569,Wunde::N,wond,zauri
570,Fieber::N,koorts,sukar
571,Arznei::N,medicament,osagai
572,Arznei::N,medicament,sendagai
573,Arznei::N,geneesmiddel,osagai
574,Arznei::N,geneesmiddel,sendagai
575,Brücke::N,brug,zubi
576,Brunnen::N,put,putzu
577,Brunnen::N,bron,putzu
578,Weide::N,wei,alha
579,Weide::N,wei,bazkaleku
580,Weide::N,weide,alha
581,Weide::N,weide,bazkaleku
582,Pfad::N,pad,zidor
583,Pfad::N,pad,bidexka
584,Weg::N,weg,bide
585,Straße::N,baan,errepide
586,Straße::N,straat,errepide
587,Dorf::N,dorp,herri
588,Stadt::N,stad,hiri
589,Brief::N,brief,gutun
590,Brief::N,brief,eskutitz
591,Buch::N,boek,liburu
592,Buchstabe::N,letter,hizki
593,Zeitung::N,krant,egunkari
594,Zeitung::N,dagblad,egunkari
595,Leben::N,leven,bizi
596,Leben::N,leven,bizitza
597,Tod::N,dood,herio
598,Tod::N,dood,heriotza
599,Grab::N,graf,hobi
600,Grab::N,graf,hilobi
601,Kirche::N,kerk,eliza
602,Sünde::N,zonde,hoben
603,Sünde::N,zonde,bekatu
604,Gott::N,god,jainko
605,Arbeiter::N,arbeider,langile
606,Arbeiter::N,arbeider,behargin
607,Chef::N,chef,nagusi
608,Meister::N,meester,maisu
609,Arzt::N,arts,osagile
610,Arzt::N,arts,sendagile
611,Arzt::N,dokter,osagile
612,Arzt::N,dokter,sendagile
613,Lehrer::N,leraar,irakasle
614,Lehrer::N,onderwijzer,irakasle
615,Geld::N,geld,diru
616,Geschäft::N,zaak,negozio
617,Laden::N,winkel,denda
618,Laden::N,winkel,saltegi
619,Preis::N,prijs,prezio
620,Preis::N,prijs,salneurri
621,Ware::N,waar,salgai
622,Nutzen::N,nut,onura
623,Nutzen::N,nut,probetxu
624,Nutzen::N,voordeel,onura
625,Nutzen::N,voordeel,probetxu
626,Reichtum::N,rijkdom,aberastasun
627,Welt::N,wereld,ludi
628,Welt::N,wereld,mundu
629,Land::N,land,herrialde
630,Staat::N,staat,estatu
631,König::N,koning,errege
632,Macht::N,macht,botere
633,Grenze::N,grens,muga
634,Krieg::N,oorlog,guda
635,Feind::N,vijand,etsai
636,Feind::N,vijand,arerio
637,Gewalt::N,geweld,bortxa
638,Gewalt::N,geweld,bortizkeria
639,Kampf::N,strijd,gudu
640,Kampf::N,strijd,auska
641,Kampf::N,gevecht,gudu
642,Kampf::N,gevecht,auska
643,Bogen[Waffe]::N,boog,arku
644,Pfeil::N,pijl,gezi
645,Gewehr::N,geweer,fusil
646,Fehler::N,fout,huts
647,Fehler::N,fout,hutsegin
648,Lüge::N,leugen,gezur
649,Schaden::N,schade,kalte
650,Unglück::N,tegenspoed,zoritxar
651,Unglück::N,tegenspoed,zorigaitz
652,Schuld::N,schuld,erru
653,Alter::N,leeftijd,adin
654,Schluss::N,slot,bukaera
655,Zeit::N,tijd,aldi
656,Zeit::N,tijd,denbora
657,Tag::N,dag,egun
658,Morgen::N,morgen,goiz
659,Morgen::N,ochtend,goiz
660,Mittag::N,middag,eguerdi
661,Abend::N,avond,arrats
662,Nacht::N,nacht,gau
663,Woche::N,week,aste
664,Monat::N,maand,hil
665,Jahr::N,jaar,urte
666,Frühling::N,lente,udalehen
667,Frühling::N,voorjaar,udalehen
668,Sommer::N,zomer,uda
669,Herbst::N,herfst,udazken
670,Herbst::N,herfst,neguantz
671,Winter::N,winter,negu
672,Januar::N,januari,urtarril
673,Februar::N,februari,otsail
674,März::N,maart,martxo
675,April::N,april,apiril
676,Mai::N,mei,maiatz
677,Juni::N,juni,ekain
678,Juli::N,juli,uztail
679,August::N,augustus,abuztu
680,September::N,september,irail
681,Oktober::N,oktober,urri
682,November::N,november,azaro
683,Dezember::N,december,abendu
684,Montag::N,maandag,astelehen
685,Dienstag::N,dinsdag,astearte
686,Mittwoch::N,woensdag,asteazken
687,Donnerstag::N,donderdag,ostegun
688,Freitag::N,vrijdag,ostiral
689,Samstag::N,zaterdag,larunbat
690,Sonntag::N,zondag,igande
691,groß::A,groot,handi
692,klein::A,klein,txiki
693,lang::A,lang,luze
694,kurz::A,kort,labur
695,breit::A,breed,zabal
696,schmal::A,smal,mehar
697,dicht::A,dicht,sarri
698,dicht::A,dicht,trinko
699,dick[Gegenstand]::A,dik,lodi
700,dünn::A,dun,mehe
701,fein::A,fijn,fin
702,fest::A,vast,tinko
703,flach::A,plat,lau
704,flach::A,plat,ordoki
705,glatt::A,glad,leun
706,hart::A,hard,gogor
707,weich::A,week,bigun
708,weich::A,week,beratz
709,rund::A,rond,biribil
710,spitz::A,spits,puntadun
711,spitz::A,puntig,puntadun
712,scharf::A,scherp,zorrotz
713,stumpf::A,stomp,kamuts
714,schwer::A,zwaar,astun
715,schwer::A,zwaar,pisutsu
716,schön::A,mooi,eder
717,schön::A,fraai,eder
718,heiß::A,heet,bero
719,heiß::A,heet,oso bero
720,warm::A,warm,bero
721,kalt::A,koud,hotz
722,kühl::A,koel,hotzil
723,frisch::A,fris,fresko
724,frisch::A,fris,hozkirri
725,feucht::A,vochtig,heze
726,nass::A,nat,busti
727,trocken::A,droog,siku
728,trocken::A,droog,lehor
729,voll::A,vol,bete
730,leer::A,leeg,huts
731,offen::A,open,ireki
732,geschlossen::A,gesloten,itxita
733,sauber::A,net,xahu
734,sauber::A,net,garbi
735,sauber::A,schoon,xahu
736,sauber::A,schoon,garbi
737,schmutzig::A,vuil,lohi
738,schmutzig::A,vuil,zikin
739,roh::A,rauw,gordin
740,reif::A,rijp,umo
741,reif::A,rijp,heldu
742,lecker::A,lekker,goxo
743,süß::A,zoet,goxo
744,bitter::A,bitter,karmin
745,bitter::A,bitter,garratz
746,sauer::A,zuur,mingots
747,hell::A,licht,argi
748,hell::A,helder,argi
749,dunkel::A,donker,ilun
750,schwarz::A,zwart,beltz
751,weiß::A,wit,zuri
752,rot::A,rood,gorri
753,gelb::A,geel,hori
754,blau::A,blauw,urdin
755,grün::A,groen,berde
756,grün::A,groen,musker
757,grau::A,grijs,urdin
758,grau::A,grijs,urdinabar
759,bunt::A,bont,koloretsu
760,billig::A,goedkoop,merke
761,teuer::A,duur,garesti
762,wertvoll::A,kostbaar,baliotsu
763,wertvoll::A,waardevol,baliotsu
764,blind::A,blind,itsu
765,taub::A,doof,gor
766,kräftig::A,krachtig,kementsu
767,stark::A,sterk,bizkor
768,stark::A,sterk,indartsu
769,schwach::A,zwak,ahul
770,schwach::A,zwak,indargabe
771,fett::A,vet,gizen
772,schlank::A,slank,lerden
773,hübsch::A,leuk,polit
774,böse::A,kwaad,tzar
775,böse::A,kwaad,gaizto
776,dumm::A,dom,lelo
777,dumm::A,dom,pello
778,faul::A,lui,nagi
779,faul::A,lui,alfer
780,fleißig::A,vlijtig,maratz
781,fleißig::A,vlijtig,lanzale
782,geizig::A,gierig,zeken
783,geizig::A,gierig,zikoitz
784,klug::A,slim,zuhur
785,klug::A,schrander,zuhur
786,klug::A,verstandig,zuhur
787,geschickt::A,handig,trebe
788,geschickt::A,handig,antzetsu
789,geschickt::A,vaardig,trebe
790,geschickt::A,vaardig,antzetsu
791,lieb::A,lief,maite
792,lieb::A,lief,laztan
793,lustig::A,vrolijk,alaitsu
794,sanft::A,zacht,eme
795,sanft::A,zacht,ezti
796,hungrig::A,hongerig,gose
797,krank::A,ziek,eri
798,krank::A,ziek,gaixo
799,nackt::A,naakt,biluzi
800,traurig::A,treurig,itun
801,traurig::A,treurig,betilun
802,traurig::A,bedroefd,itun
803,traurig::A,bedroefd,betilun
804,lebendig::A,levend,bizirik
805,gut::A,goed,on
806,schlecht::A,slecht,txar
807,richtig::A,juist,zuzen
808,schlimm::A,erg,larri
809,schlimm::A,kwaad,larri
810,wahr::A,waar,egiazko
811,alt::A,oud,zahar
812,neu::A,nieuw,berri
813,ehemalig::A,voormalig,lehengo
814,alt[Lebewesen]::A,oud,adindun
815,jung::A,jong,gazte
816,arm::A,arm,txiro
817,arm::A,arm,behartsu
818,reich::A,rijk,dirudun
819,bekannt::A,bekend,ezagun
820,berühmt::A,beroemd,entzun
821,berühmt::A,beroemd,ospetsu
822,fremd::A,vreemd,arrotz
823,verschieden::A,verscheiden,ezberdin
824,verschieden::A,verscheiden,desberdin
825,verschieden::A,verschillend,ezberdin
826,verschieden::A,verschillend,desberdin
827,nah::A,nabij,hurre
828,nah::A,nabij,hurbil
829,nah::A,nabijgelegen,hurre
830,nah::A,nabijgelegen,hurbil
831,fern::A,ver,urrun
832,linker::A,linker,ezker
833,rechter::A,rechter,eskuin
834,anderer::A,andere,beste
835,erster::A,eerste,lehen
836,erster::A,eerste,aurren
837,zweiter::A,tweede,bigarren
838,dritter::A,derde,hirugarren
839,letzter::A,laatste,azken
840,letzter::A,laatste,hondar
841,allein::ADV,alleen,bakarrik
842,auf einmal::ADV,ineens,batera
843,auf einmal::ADV,tegelijk,batera
