,Concept_ID,ba,bg
686,schwach::A,көсһөҙ,слаб
687,fett::A,һимеҙ,тлъст
688,schlank::A,зифа,тънък
689,schlank::A,зифа,строен
690,hübsch::A,матур,хубав
691,böse::A,асыулы,зъл
692,dumm::A,иҫәр,глупав
693,faul::A,иренсәк,ленив
694,faul::A,иренсәк,мързелив
695,fleißig::A,тырыш,прилежен
696,geizig::A,һаран,скъпернически
697,klug::A,аҡыллы,умен
698,klug::A,аҡыллы,разумен
699,geschickt::A,оҫта,умел
700,geschickt::A,оҫта,сръчен
701,lieb::A,яғымлы,мил
702,lieb::A,яғымлы,драг
703,lustig::A,күңелле,весел
704,sanft::A,йыуаш,нежен
705,sanft::A,йыуаш,кротък
706,hungrig::A,ас,гладен
707,krank::A,сирле,болен
708,krank::A,ауырыу,болен
709,nackt::A,яланғас,гол
710,traurig::A,яманһыу,тъжен
711,traurig::A,яманһыу,печален
712,lebendig::A,тере,жив
713,lebendig::A,йәнле,жив
714,gut::A,яҡшы,добър
715,schlecht::A,хөрт,лош
716,schlecht::A,алама,лош
717,richtig::A,дөрөҫ,правилен
718,schlimm::A,хөрт,лош
719,schlimm::A,алама,лош
720,wahr::A,дөрөҫ,верен
721,wahr::A,дөрөҫ,истински
722,alt::A,иҫке,стар
723,alt::A,иҫке,древен
724,alt::A,боронғо,стар
725,alt::A,боронғо,древен
726,neu::A,яңы,нов
727,ehemalig::A,элекке,бивш
728,alt[Lebewesen]::A,ҡарт,стар
729,jung::A,йәш,млад
730,arm::A,фәҡир,беден
731,reich::A,бай,богат
732,bekannt::A,таныш,познат
733,bekannt::A,таныш,известен
734,berühmt::A,атаҡлы,почут
735,berühmt::A,атаҡлы,известен
736,berühmt::A,данлыҡлы,почут
737,berühmt::A,данлыҡлы,известен
738,fremd::A,ят,чужд
739,fremd::A,сит,чужд
740,verschieden::A,төрлө,разен
741,verschieden::A,төрлө,различен
742,nah::A,яҡын,близък
743,fern::A,алыҫ,далечен
744,fern::A,йыраҡ,далечен
745,linker::A,һул,ляв
746,rechter::A,уң,прав
747,anderer::A,бутән,друг
748,erster::A,тәүге,пръв
749,erster::A,тәүге,първи
750,zweiter::A,икенсе,втори
751,dritter::A,өсөнсө,трети
752,letzter::A,һуңғы,последен
753,allein::ADV,бер үҙе,само
754,allein::ADV,яңғыҙ,само
755,auf einmal::ADV,бер юлы,същевременно
756,zusammen::ADV,бергә,заедно
757,lange::ADV,оҙаҡ,дълго
758,plötzlich::ADV,ҡапыл,изведнъж
759,sofort::ADV,шунда уҡ,веднага
760,später::ADV,һуңыраҡ,по-късно
761,jetzt::ADV,хәҙер,сега
762,heute::ADV,бөгөн,днес
763,morgen::ADV,иртәгә,утре
764,bald::ADV,тиҙҙән,скоро
765,dann::ADV,һуңынан,после
766,dann::ADV,һуңынан,тогава
767,gestern::ADV,кисә,вчера
768,einst::ADV,ҡасандыр,някога
769,einst::ADV,бер баҡыт,някога
770,damals::ADV,ул саҡта,тогава
771,danach::ADV,һуңынан,после
772,danach::ADV,һуңынан,след това
773,vorher::ADV,элек,преди
774,vorher::ADV,элек,преди това
775,zuerst::ADV,башта,най-напред
776,einmal::ADV,бер,веднъж
777,einmal::ADV,бер,един път
778,manchmal::ADV,ҡайһы берҙә,понякога
779,oft::ADV,йыш,често
780,immer::ADV,һәр ҡасан,винаги
781,niemals::ADV,бер ҡасан да,никога
782,niemals::ADV,бер ваҡытта ла,никога
783,hier::ADV,бында,тук
784,hier::ADV,бында,тука
785,hierhin::ADV,бында,насам
786,von hier::ADV,бынан,оттук
787,von hier::ADV,бынан,оттука
788,von hier::ADV,ошонан,оттук
789,von hier::ADV,ошонан,оттука
790,dort::ADV,шунда,там
791,dort::ADV,тегендә,там
