,Concept_ID,uz,mdf
106,Gipfel::N,cho'qqi,пря
107,Höhle::N,kavak,у́нда
108,Abhang::N,to'sh,па́нда ша́ма
109,Quelle::N,buloq,эшиня
110,Bach::N,o'zan,шудерькс
111,Fluss::N,daryo,ляй
112,Ufer::N,sohil,търва́
113,Küste::N,qirg'oq,ляйтърва́
114,Festland::N,materik,мода
115,Meer::N,dengiz,моря
116,Bucht::N,qo'ltiq,ведьуське
117,Insel::N,orol,цёнга
118,Blume::N,gul,панчф
119,Gras::N,sabza,тише
120,Wurzel::N,tub,юр
121,Wurzel::N,tub,ункс
122,Wurzel::N,tomir,юр
123,Wurzel::N,tomir,ункс
124,Baum::N,daraxt,шуфта
125,Stamm::N,o'simta,ро́нга
126,Rinde::N,qobiq,кер
127,Ast::N,shox,морга
128,Zweig::N,butoq,тарад
129,Blatt::N,barg,лопа
130,Birke::N,qayin,ке́лу
131,Kiefer[Baum]::N,qarag'ay,пиче
132,Weide[Baum]::N,shum,каль
133,Tanne::N,archa,куз
134,Horn::N,mugiz,сюра
135,Feder::N,par,толга
136,Fell::N,mo'yna,кедь
137,Flügel::N,qanot,паця
138,Klaue::N,tirnoq,кенже
139,Kralle::N,tirnoq,кенже
140,Schwanz::N,quyruq,пула
141,Ei::N,tuxum,ал
142,Nest::N,oshyon,пиза
143,Bau::N,o'pqon,пиза
144,Tier::N,hayvon,жува́та
145,Herde::N,gala,нал
146,Herde::N,gala,стада
147,Kuh::N,inak,скал
148,Kuh::N,inak,тракс
149,Bulle::N,ho'kiz,бука
150,Pferd::N,ot,лишме
151,Schaf::N,qo'y,уча́
152,Schwein::N,cho'chqa,тува
153,Hund::N,it,пине
154,Katze::N,mushuk,катоня
155,Katze::N,mushuk,аваката
156,Bär::N,ayiq,офта
157,Eichhörnchen::N,tiyin,ур
158,Elch::N,los,ся́рда
159,Fuchs::N,tulki,келазь
160,Hase::N,kuyon,ну́мол
161,Maus::N,sichqon,шеер
162,Wolf::N,bo'ri,върьгаз
163,Vogel::N,qush,нармонь
164,Schwarm::N,to'da,ко́вол
165,Schwarm::N,to'da,ме́швеле
166,Huhn::N,tovuq,сараз
167,Hahn::N,xo'roz,а́тякш
168,Gans::N,g'oz,маци
169,Adler::N,burgut,куцькан
170,Ente::N,o'rdak,яксярга
171,Eule::N,boyo'g'li,ко́рож
172,Kranich::N,turna,ка́рга
173,Krähe::N,qarg'a,ва́рси
174,Kuckuck::N,kakku,ку́ку
175,Schwan::N,oqkush,ло́ксти
176,Fisch::N,baliq,кал
177,Barsch::N,olabug'a,о́кунь
178,Hecht::N,cho'rtan,щу́ка
179,Schlange[Tier]::N,ilon,куй
180,Wurm::N,qurt,сукс
181,Spinne::N,o'rgimchak,унжа́
182,Ameise::N,chumoli,панжам
183,Laus::N,bit,си
184,Mücke::N,chivin,ся́ське
185,Fliege::N,pashsha,кару
186,Schmetterling::N,kapalak,ме́лав
187,Beere::N,meva,и́мож
188,Apfel::N,olma,марь
189,Pilz::N,qo'ziqorin,панга
190,Zwiebel::N,piyoz,шурьхкя́
191,Saat::N,äkin,видьмот
192,Korn::N,zarra,сёра
193,Heu::N,xashak,тише
194,Schale::N,po'choq,кедь
195,Grube::N,co'ra,лотка
196,Falle::N,qopqon,туфкс
197,Falle::N,qopqon,кунда́ма
198,Schlinge::N,sirtmoq,килькш
199,Spur::N,iz,пильгоки́
200,Asche::N,kul,кулу
201,Dreck::N,kir,ърда́з
202,Eisen::N,temir,кшни
203,Gold::N,tilla,ока
204,Gold::N,tilla,золота
205,Silber::N,kumush,сия́
206,Kohle::N,ko'mir,седь
207,Kohle::N,ko'mir,седьвальмя
208,Glas::N,oyna,кля́нцек
209,Lehm::N,loy,сёвонь
210,Sand::N,qum,шува́р
211,Mensch::N,odam,ломань
212,Mann::N,ärkak,аля
213,Mann::N,ärkak,цёраломань
214,Frau::N,ayol,ава
215,Kind::N,bola,идь
216,Kind::N,bola,шаба
217,Kind::N,kichkintoy,идь
218,Kind::N,kichkintoy,шаба
219,Junge::N,bola,цёраня
220,Mädchen::N,qiz,стирня́
221,Familie::N,oila,тнал
222,Familie::N,oila,семья
223,Großvater::N,buva,атя
224,Großvater::N,buva,щя́тя
225,Großvater::N,katta ota,атя
226,Großvater::N,katta ota,щя́тя
227,Großmutter::N,buvi,баба
228,Großmutter::N,katta oyi,баба
229,Eltern::N,ota-ona,тя́дят-а́лят
230,Vater::N,ota,аля
231,Mutter::N,ona,ава
232,Mutter::N,ona,тядя
233,Sohn::N,o'g'il,цёра
234,Tochter::N,qiz,стирь
235,Bruder::N,og'a,дуган
236,Bruder::N,og'a,пяльне
237,Bruder::N,uka,дуган
238,Bruder::N,uka,пяльне
239,Schwester::N,opa,ака
240,Schwester::N,opa,сазор
241,Schwester::N,singil,ака
242,Schwester::N,singil,сазор
243,Onkel::N,amaki,оця
244,Onkel::N,amaki,патя
245,Onkel::N,amaki,щеня́
246,Tante::N,amma,ака
247,Tante::N,amma,щака
248,Tante::N,xola,ака
249,Tante::N,xola,щака
250,Ehemann::N,är,мирде
251,Ehefrau::N,rafiqa,ърьвя́
252,Freude::N,ayish,ке́нярдема
253,Gelächter::N,kulgi,рахсема
254,Glück::N,saodat,паваз
255,Kummer::N,g'am,ризф
256,Kummer::N,g'am,пичефкс
257,Wunsch::N,orzu,мяль
258,Wunsch::N,orzu,таколдома
259,Lust::N,rag'bat,таколдома
260,Geist::N,ruh,вайме
261,Gedanke::N,fikr,мяль
262,Gedächtnis::N,äs,прявий
263,Verstand::N,aql,прявий
264,Sinn::N,ma'ni,ён
265,Grund::N,sabab,туфта́л
266,Wahrheit::N,haq,ви́де
267,Wahrheit::N,haq,видеши́
268,Gespräch::N,gap,корхтама
269,Märchen::N,ärtak,ёфкс
270,Erzählung::N,rivoyat,азкс
271,Nachricht::N,xabar,куля́
272,Neuigkeit::N,yangilik,куля́
273,Name::N,ot,лем
274,Rätsel::N,topishmoq,со́дама ёфкс
275,Rede::N,nutq,вал
276,Rede::N,nutq,корхтама
277,Sprache::N,til,кяль
278,Stimme::N,ovoz,вайгяль
279,Wort::N,so'z,вал
280,Zeichen::N,alomat,тя́ште
281,Zeichen::N,alomat,тя́штькс
282,Ruf::N,chaqiriq,тердема
283,Lärm::N,taraq,гайф
284,Lärm::N,taraq,жалакодома
285,Laut::N,tovush,вайгяль
286,Ton::N,un,вайгяль
287,Lied::N,ashula,мора
288,Ruhe::N,tinchlik,сетьме
289,Leute::N,xaloyiq,ломатть
290,Volk::N,xalq,наро́д
291,Arbeit::N,ish,тев
292,Gast::N,mehmon,и́нжи
293,Gast::N,mehmon,ко́нак
294,Geschenk::N,hadya,казне
295,Spiel::N,o'yin,налхкома
296,Spiel::N,o'yin,налхксема
297,Gesellschaft::N,jamiyat,кружок
298,Hilfe::N,yordam,лездома
299,Freund::N,do'st,я́лга
300,Kamerad::N,yo'ldosh,я́лга
301,Angelegenheit::N,daxl,тев
302,Anzahl::N,son,лувкс
303,Art::N,tur,вид
304,Stück::N,parcha,пакш
305,Teil::N,bo'lak,часть
306,Teil::N,bo'lak,пялькс
307,Hälfte::N,yarim,пяле
308,Kreis::N,aylana,шаркс
309,Kreuz::N,xoch,крёз
310,Linie::N,liniya,межа
311,Linie::N,liniya,китькс
312,Strich::N,chiziq,межа
313,Abstand::N,oralik,ётка
314,Entfernung::N,uzoqlik,ётка
315,Gegend::N,yer,ва́ста
316,Gegend::N,yer,перьфпя́ль
317,Platz::N,oralig,ва́ста
318,Ort::N,joy,ва́ста
319,Seite::N,yon,пяле
320,Mitte::N,o'rta,кучка́
321,Gegenstand::N,ashyo,веща
322,Sache::N,buyum,тев
323,Sache::N,buyum,веща
324,Rand::N,chek,пе
325,Kante::N,tig',и́рдез
326,Ecke::N,burchak,ужа
327,Spitze::N,uch,пря
328,Ende::N,oxir,пе
329,Loch::N,teshik,варя
330,Winkel::N,go'sha,ужа
331,Muster::N,nusha,сёрма
332,Größe::N,kattalik,серь
333,Länge::N,uzunlik,кува́лма
334,Höhe::N,yuksaklik,серь
335,Gewicht::N,solmoq,сталма
336,Menge::N,miqdor,лувкс
337,Haufen::N,uyum,мар
338,Reihe::N,saf,ряд
339,Boot::N,qayiq,венеж
340,Ruder::N,äshkak,миле
341,Schlitten::N,chana,ну́рда
342,Ski::N,chang'i,сокс
343,Lagerfeuer::N,gulxan,то́лмар
344,Last::N,yuk,канкс
345,Last::N,yuk,сталма
346,Gang::N,yurish,молема
347,Schritt::N,qadam,аськолкс
348,Norden::N,shimol,якшама шире
349,Süden::N,janub,ля́мбе ши́ре
350,Westen::N,g'arb,ши валгома шире
351,Osten::N,sharq,шинь стяма шире
352,Holz::N,yog'och,вирь
353,Holz::N,yog'och,шуфта
354,Brett::N,taxta,лавця
355,Platte::N,tabaqa,плита́
356,Stütze::N,tayanchi,неже
357,Stange::N,qo'noq,олга
358,Stock::N,tayoq,байдек
359,Stab::N,gavron,олгоня
360,Rohr::N,tarnov,турама
361,Haus::N,uy,куд
362,Heim::N,makon,куд
363,Ofen::N,pechka,пянакуд
364,Fußboden::N,pol,кия́кс
365,Tisch::N,mosa,шра
366,Tisch::N,mosa,моркш
367,Stuhl::N,o'rindiq,стул
368,Wiege::N,beshik,нюря́м
369,Bett::N,yotoq,ацам
370,Regal::N,tokcha,лавцяланга
371,Kiste::N,sandiq,парга
372,Fenster::N,deraza,валмья
373,Tür::N,äshik,кенкш
374,Tor::N,darvoza,ортат
375,Zaun::N,panjara,перяфкс
376,Dach::N,tom,кудпря
377,Leiter::N,narvon,куцема
378,Besen::N,supurgi,тяльме
379,Spaten::N,bel,ка́йме
380,Schaufel::N,kurak,ко́поня
381,Schaufel::N,kurak,ця́рдом
382,Gabel::N,bilka,ця́нгоня
383,Löffel::N,qoshiq,куцю
384,Messer::N,pichoq,пеель
385,Nagel::N,mix,эска
386,Netz::N,to'r,
387,Haken::N,ilgak,кя́чказ
388,Griff::N,sop,недь
389,Griff::N,sop,кунда́мка
390,Griff::N,tutqich,недь
391,Griff::N,tutqich,кунда́мка
392,Schloss::N,qulf,замо́к
393,Bild::N,rasm,карти́на
394,Figur::N,shakl,ронга-понда
395,Puppe::N,ko'g'irchoq,ня́ка
396,Beutel::N,to'rva,кяскав
397,Bündel::N,bog'lam,кярьме
398,Tasche::N,kissa,кошяльня
399,Eimer::N,chelak,ве́дарка
400,Deckel::N,qopqoq,тавадкс
401,Deckel::N,qopqoq,вельхкс
402,Geschirr::N,idish,кядьге
403,Sack::N,qop,кяскав
404,Tasse::N,piyola,ша́ваня
405,Topf::N,tuvak,кавозь
406,Kessel::N,qozon,сргавозь
407,Essen::N,tomoq,ярхцама
408,Nahrung::N,emak,ярхцампяль
409,Speise::N,taom,ярхцама
410,Fleisch::N,go'sht,пал
411,Fleisch::N,go'sht,сиволь
412,Getreide::N,g'alla,сёра
413,Brei::N,bo'tqa,ям
414,Brot::N,non,кши
415,Scheibe::N,disk,кочам
416,Fett::N,moy,куя́
417,Butter::N,yog',вай
418,Öl::N,moy,вай
419,Salz::N,tuz,сал
420,Suppe::N,sho'rva,шонгарям
421,Suppe::N,sho'rva,коршампяль
422,Honig::N,asal,медь
423,Milch::N,sut,лофца
424,Tee::N,choy,чай
425,Leder::N,charm,кедь
426,Wolle::N,jun,пона
427,Stoff::N,mato,котф
428,Nadel::N,igna,салмокс
429,Faden::N,ip,сюре
430,Knopf::N,tugma,пуня
431,Knoten::N,tugun,сюлма
432,Farbe::N,bo'yok,архтомбяль
433,Kleidung::N,kiyim,щам
434,Hemd::N,ko'ylak,па́нар
435,Kragen::N,yoqa,сиве
436,Ärmel::N,yeng,ожа
437,Hose::N,shim,понкст
438,Gürtel::N,tasma,каркс
439,Mütze::N,shapka,вазь
440,Schuh::N,but,башма́к
441,Stiefel::N,botinka,кя́ме
442,Ring::N,yuzuk,суркс
443,Band::N,rishta,керькс
444,Band::N,rishta,лента
445,Kamm::N,taroq,сюрьхцем
446,Spiegel::N,ko'zgu,ванома
447,Riemen::N,qayish,шнань каркс
448,Schnur::N,bog'ich,пикс
449,Schnur::N,bog'ich,карькскя
450,Leine::N,etak,вядьме
451,Decke::N,odyol,вельхкс
452,Kissen::N,yostiq,тоду
453,Tuch::N,gazlama,руця́
454,Handtuch::N,sochiq,на́рдама
455,Kraft::N,kuch,вий
456,Stärke::N,quvvat,вииши
457,Gesundheit::N,sog'lik,шумбраши́
458,Krankheit::N,kasallik,урма́
459,Krankheit::N,kasallik,сярядема
460,Schmerz::N,og'riq,маряма
461,Wunde::N,yara,керф
462,Fieber::N,bezgak,маштыкс
463,Arznei::N,dori,надо́бья
464,Arznei::N,dori,пъчка́фтома
465,Brücke::N,ko'prik,седь
466,Brunnen::N,buloq,эши
467,Weide::N,yaylov,ванома васта
468,Pfad::N,dorojka,ян
469,Pfad::N,dorojka,киня́
470,Weg::N,yo'l,ки
471,Straße::N,ko'cha,ки
472,Dorf::N,ovul,веле
473,Stadt::N,shahar,ош
474,Brief::N,maktub,сёрма
475,Buch::N,kitob,книга
476,Buchstabe::N,harf,бу́ква
477,Zeitung::N,gazet,газе́та
478,Leben::N,hayot,эряф
479,Leben::N,hayot,эряма
480,Tod::N,o'lim,кулома́
481,Grab::N,go'r,калма
482,Kirche::N,cherkov,це́рькав
483,Sünde::N,gunoh,пежеть
484,Sünde::N,gunoh,муворкс
485,Gott::N,olloh,шкай
486,Arbeiter::N,ishchi,трудендай
487,Arbeiter::N,ishchi,работник
488,Chef::N,rais,азор
489,Chef::N,rais,оцюня
490,Meister::N,usta,мастяр
491,Arzt::N,hakim,врач
492,Arzt::N,hakim,доктор
493,Lehrer::N,muallim,учи́тель
494,Geld::N,pul,ярмакт
495,Geschäft::N,savdo,ладяфкс
496,Geschäft::N,savdo,ладяф тев
497,Laden::N,do'kon,ла́вка
498,Preis::N,baho,питне
499,Ware::N,mol,миф
500,Ware::N,mol,ра́маф
501,Nutzen::N,foyda,пара
502,Nutzen::N,foyda,лезкс
503,Reichtum::N,boylik,ко́зяши
504,Welt::N,olam,свет
505,Land::N,o'lka,мастор
506,Staat::N,davlat,государства
507,König::N,qirol,король
508,Macht::N,iqtidor,азорондама
509,Macht::N,iqtidor,азорксши
510,Grenze::N,chegara,ёткаян
511,Krieg::N,harb,война́
512,Feind::N,dushman,душман
513,Feind::N,dushman,каршек тюри
514,Gewalt::N,zo'rlik,наругама
515,Kampf::N,kurash,тюрема́
516,Bogen[Waffe]::N,yoy,нал
517,Pfeil::N,o'q,нал
518,Gewehr::N,vintovka,винто́вка
519,Fehler::N,xato,эльбядькс
520,Lüge::N,yolg'on,васькафнема
521,Schaden::N,ziyon,зия́н
522,Unglück::N,balo,зия́н
523,Schuld::N,ayb,муворши
524,Alter::N,yosh,эряф кизот
525,Alter::N,yosh,эряфонь пинге
526,Schluss::N,tamom,пе
527,Zeit::N,vaqt,пинге
528,Tag::N,kun,ши
529,Morgen::N,saboh,шобдава
530,Mittag::N,kun tushlik,шикучка
531,Abend::N,oqshom,иля́дь
532,Nacht::N,tun,ве
533,Woche::N,hafta,недя́ля
534,Monat::N,oy,ков
535,Jahr::N,yil,киза
536,Frühling::N,bahor,тунда́
537,Sommer::N,yoz,киза
538,Herbst::N,kuz,сёксе
539,Herbst::N,xazon,сёксе
540,Winter::N,qish,тяла
541,Januar::N,yanvar',кельмеков
542,Februar::N,fevral',уфайков
543,März::N,mart,марайков
544,April::N,aprel',шудиков
545,Mai::N,may,панжиков
546,Juni::N,iyun',лямбеков
547,Juli::N,iyul',псиков
548,August::N,avgust,сёроньков
549,September::N,sentyabr',тюжягов
550,Oktober::N,oktyabr',кельмазаков
551,November::N,noyabr',эйндамков
552,Dezember::N,dekabr',кучкаков
553,Montag::N,dushanba,одговши
554,Dienstag::N,seshanba,ша́вши
555,Mittwoch::N,chorshanba,вержи
556,Donnerstag::N,payshanba,шува́ланя
557,Freitag::N,juma,пя́денця
558,Samstag::N,shanba,ёткши
559,Sonntag::N,yakshanba,таргоши
560,groß::A,buyuk,оцю
561,klein::A,kichik,ёмла
562,lang::A,uzun,кува́ка
563,kurz::A,qisqa,нюрьхкя́ня
564,breit::A,keng,кели
565,schmal::A,änsiz,тяйня
566,dicht::A,quyuq,сиде
567,dicht::A,quyuq,туста
568,dick[Gegenstand]::A,qalin,эчке
569,dünn::A,ingichka,шува́ня
570,fein::A,mayin,шува́ня
571,fest::A,qattiq,кеме
572,flach::A,yalpoq,лапш
573,glatt::A,tekis,вадяв
574,glatt::A,tekis,такор
575,hart::A,qattiq,калгода
576,weich::A,yumshoq,ляпе
577,rund::A,yumaloq,кру́глай
578,spitz::A,uchli,ботаз
579,spitz::A,uchli,оржа
580,scharf::A,keskir,оржа
581,stumpf::A,to'mtoq,ношка
582,schwer::A,salmoqli,стака
583,schön::A,go'zal,мазы
584,heiß::A,qiziq,пси
585,warm::A,issiq,лямбе
586,kalt::A,sovuq,кельме
587,kühl::A,salqin,эше
588,frisch::A,toza,свежай
589,feucht::A,namli,летьке
590,nass::A,nam,начка
591,trocken::A,quruq,коське
592,voll::A,to'la,пяшксе
593,leer::A,puch,шава
594,offen::A,ochiq,панжада
595,offen::A,ochiq,виде
596,geschlossen::A,berk,пякстаф
597,geschlossen::A,berk,сёлгф
598,sauber::A,ozoda,ару
599,schmutzig::A,kir,рда́зу
600,schmutzig::A,kir,пя́ндра
601,roh::A,xom,верок
602,reif::A,pishiq,ке́нерьф
603,lecker::A,shirin,танцти
604,süß::A,shirin,ламбама
605,bitter::A,achchiq,сяпи
606,sauer::A,achchiq,шапама
607,hell::A,yorug',валда
608,dunkel::A,qorong'i,шобда
609,schwarz::A,qora,равжа
610,weiß::A,oq,акша
611,rot::A,qizil,якстерь
612,gelb::A,sariq,тюжя́
613,blau::A,zangori,сенем
614,grün::A,yashil,пиже
615,grün::A,yashil,сянгяря
616,grau::A,bo'z,уле
617,bunt::A,ola,сёрмав
618,billig::A,arzon,у́цез
619,billig::A,arzon,аф пи́тни
620,teuer::A,qimmat,пи́тни
621,wertvoll::A,qimmat,питни
622,blind::A,ko'r,сокор
623,taub::A,garang,пярав
624,kräftig::A,kuchli,пяк вии
625,stark::A,quvvatli,вии
626,schwach::A,kuchsiz,лафча
627,fett::A,semiz,куя́
628,schlank::A,ingichka,виде ронга
629,hübsch::A,ko'rkam,мазы
630,böse::A,yovuz,кяжи
631,dumm::A,aqlsiz,аф ёню
632,dumm::A,aqlsiz,шава пря
633,faul::A,ärinchak,нола
634,fleißig::A,ishchan,ку́лхцонды
635,geizig::A,qurumsoq,кирьжя
636,geizig::A,qurumsoq,жаднай
637,klug::A,oqil,ёню
638,klug::A,oqil,пря́ви
639,geschickt::A,äpchil,маштозь тиф
640,lieb::A,aziz,цебярь
641,lustig::A,chaqchaq,ра́хси
642,sanft::A,asta,сетьме
643,hungrig::A,och,вача
644,hungrig::A,och,вачеда
645,krank::A,kasal,сяряди
646,nackt::A,yalang,штада
647,nackt::A,yalang,кърхтапа
648,traurig::A,xafa,ла́жнай
649,lebendig::A,hayotiy,эряй
650,gut::A,soz,пара
651,gut::A,soz,цебярь
652,schlecht::A,yomon,кальдяв
653,richtig::A,rost,виде
654,schlimm::A,yovuz,кальдяв
655,wahr::A,haqiqiy,афкуксонь
656,alt::A,äski,ташта
657,neu::A,yangi,од
658,ehemalig::A,sobiq,и́нгольдень
659,alt[Lebewesen]::A,qari,сире
660,jung::A,navqiron,од
661,arm::A,abgor,а́шу
662,reich::A,boy,козя
663,bekannt::A,ma'lum,содаф
664,berühmt::A,mashhur,содавикс
665,fremd::A,yot,лия
666,fremd::A,yot,аф содаф
667,verschieden::A,turli,аф фкя ла́цонь
668,nah::A,yaqindagi,мала
669,nah::A,yaqindagi,аф ичкоздень
670,fern::A,uzoq,и́чкоздень
671,fern::A,uzoq,куна́рдонь
672,linker::A,so'l,кержи
673,rechter::A,o'ng,види
674,anderer::A,boshqa,лия
675,erster::A,birinchi,васенце
676,zweiter::A,ikkinchi,омбоце
677,dritter::A,uchinchi,колмоце
678,letzter::A,oxirgi,ме́кольце
679,allein::ADV,o'zicha,ськамонза
680,auf einmal::ADV,varakay,вихцок
681,zusammen::ADV,barobar,марс
682,zusammen::ADV,barobar,ма́рса
683,lange::ADV,uzoq,кува́тьс
684,plötzlich::ADV,qo'qqisdan,а́пак учт
685,sofort::ADV,darrov,тяникиге
686,später::ADV,so'ngra,ме́ле
687,jetzt::ADV,hozirgina,тяни
688,heute::ADV,bugun,тячи
689,morgen::ADV,ärta,ва́нды
690,bald::ADV,toz,курок
691,dann::ADV,keyin,меле
692,dann::ADV,keyin,сяда меле
693,gestern::ADV,kecha,ися́к
694,einst::ADV,avvallari,весть
695,einst::ADV,avvallari,мзя́рда-бди
696,damals::ADV,ugal,эста
697,danach::ADV,so'ngra,меле
698,vorher::ADV,avval,инголи
699,zuerst::ADV,avval,ва́сенда
700,einmal::ADV,bir marta,весть
701,manchmal::ADV,onda-sonda,лия́ста
702,manchmal::ADV,onda-sonda,ко́ста-ко́ста
703,oft::ADV,tez-tez,си́деста
704,immer::ADV,har vaqt,фалу
705,immer::ADV,har vaqt,най
706,niemals::ADV,hargiz,аф мзя́рдонга
707,hier::ADV,shu erda,тяса
708,hierhin::ADV,beri,сей
709,hierhin::ADV,beri,тяза
710,von hier::ADV,shu erdan,тя́ста
711,dort::ADV,ana,тоса
712,dorthin::ADV,u yerga,тов
713,dorthin::ADV,u yerga,тоза
714,geradeaus::ADV,to'g'ri,ви́деста
715,vorwärts::ADV,ilgari,и́нголи
716,rückwärts::ADV,qoloq,ме́ки
717,zurück::ADV,orqada,ме́ки
718,unten::ADV,pastda,ала
719,hinab::ADV,tubanga,алу
720,oben::ADV,ustida,вяре
721,hinauf::ADV,yuqorida,вяри
722,überall::ADV,har erda,се́мбе ва́стова
723,nicht::ADV,ämas,аф
724,ein wenig::ADV,biroz,аф лама
725,kaum::ADV,arang,а́ньцек
726,sehr::ADV,ancha,пяк
727,so::ADV,shunday,ста́не
728,noch::ADV,hali,нинге
729,nur::ADV,yolg'iz,аньцек
730,schon::ADV,endi,ни
731,wieder::ADV,yana,та́га
732,vergebens::ADV,bekorga,стак
733,vor::PRP,burun,инголе
734,hinter::PRP,ketida,фтала
735,hinter::PRP,ketida,мельге
736,unter::PRP,ostida,ала
737,durch::PRP,bo'ylab,пачк
738,neben::PRP,yonida,ваксса
739,zwischen::PRP,orada,ёткса
740,wegen::PRP,sababli,сюнеда
741,dies::PRN,o'sha,тя
742,das::PRN,narigi,ся
743,das::PRN,narigi,тона
744,alles::PRN,har nima,сембе
745,ich::PRN,men,мон
746,du::PRN,sen,тон
747,er::PRN,u,сон
748,wir::PRN,biz,минь
749,ihr::PRN,siz,тинь
750,sie::PRN,ular,синь
751,was::FPRN,nima,мезе
752,wer::FPRN,kim,кие
753,wo::FADV,qaerda,коса
754,wohin::FADV,qayerga,ков
755,wohin::FADV,qayerga,коза
756,wie::FADV,qanday,ко́да
757,warum::FADV,nega,мес
758,wieviel::FNUM,qancha,мзя́ра
759,eins::NUM,bir,фкя
760,zwei::NUM,ikki,кафта
761,drei::NUM,uch,колма
762,vier::NUM,to'rt,ниле
763,fünf::NUM,besh,вете
764,sechs::NUM,olti,кота
765,sieben::NUM,etti,сисем
766,acht::NUM,sakkiz,кафкса
767,neun::NUM,to'qqiz,ве́йхкса
768,zehn::NUM,o'n,кемонь
769,elf::NUM,o'n bir,кефкие
770,zwölf::NUM,o'n ikki,кемгафтува
771,zwanzig::NUM,yigirma,комсь
772,dreißig::NUM,o'ttiz,колмогемонь
773,vierzig::NUM,qirq,нильге́монь
774,fünfzig::NUM,ällik,ве́дьгемонь
775,sechzig::NUM,oltmish,ко́дгемонь
776,siebzig::NUM,etmish,сизьге́монь
777,achtzig::NUM,sakson,ка́фксогемонь
778,neunzig::NUM,to'qson,ве́йхксогемонь
779,hundert::NUM,yuz,сяда
780,tausend::NUM,ming,тёжянь
781,und::CNJ,va,и
782,und::CNJ,va,дъ
