,Concept_ID,ba,hu
241,Vater::N,атай,atya
242,Mutter::N,әсә,anya
243,Sohn::N,ул,fiú
244,Tochter::N,ҡыҙ,lány
245,Bruder::N,агай,fivér
246,Bruder::N,агай,testvér
247,Schwester::N,алай,nővér
248,Schwester::N,алай,lánytestvér
249,Schwester::N,һеңле,nővér
250,Schwester::N,һеңле,lánytestvér
251,Onkel::N,ағай,nagybácsi
252,Tante::N,апай,nagynéni
253,Ehemann::N,ир,férj
254,Ehefrau::N,ҡатын,feleség
255,Freude::N,шатлыҡ,öröm
256,Freude::N,ҡыуаныс,öröm
257,Gelächter::N,көлөү,nevetés
258,Gelächter::N,көлөү,hahotázás
259,Glück::N,бәхет,boldogság
260,Kummer::N,ҡайғы,bánat
261,Wunsch::N,теләк,óhaj
262,Lust::N,әүәҫлек,kedv
263,Geist::N,аң,elme
264,Geist::N,аң,szellem
265,Geist::N,рух,elme
266,Geist::N,рух,szellem
267,Gedanke::N,уй,gondolat
268,Gedanke::N,фекер,gondolat
269,Gedächtnis::N,хәтер,emlékezet
270,Verstand::N,аҡыл,ész
271,Verstand::N,аҡыл,értelem
272,Sinn::N,мәғәня,értelem
273,Grund::N,сәбәп,ok
274,Grund::N,сәбәп,alap
275,Wahrheit::N,дөрөҫлөк,igaz
276,Wahrheit::N,дөрөҫлөк,igazság
277,Gespräch::N,әңгәмә,beszélgetés
278,Märchen::N,әкиәт,mese
279,Erzählung::N,хикәйә,elbeszélés
280,Nachricht::N,хәбәр,hír
281,Nachricht::N,хәбәр,híradás
282,Neuigkeit::N,яңылыҡ,újság
283,Name::N,исем,név
284,Rätsel::N,йомаҡ,rejtvény
285,Rede::N,телмәр,beszéd
286,Rede::N,телмәр,szónoklat
287,Sprache::N,тел,nyelv
288,Sprache::N,телмәр,nyelv
289,Stimme::N,тауыш,hang
290,Wort::N,һүҙ,szó
291,Zeichen::N,билдә,jel
292,Ruf::N,саҡырыу,kiáltás
293,Lärm::N,шаулау,zaj
294,Laut::N,тауыш,hang
295,Ton::N,яңғырау,hang
296,Lied::N,йыр,dal
297,Lied::N,йыр,ének
298,Ruhe::N,ял,csend
299,Ruhe::N,ял,nyugalom
300,Ruhe::N,тыныслыҡ,csend
301,Ruhe::N,тыныслыҡ,nyugalom
302,Leute::N,кешеләр,emberek
303,Volk::N,халҡ,nép
304,Arbeit::N,эш,dolog
305,Gast::N,ҡунаҡ,vendég
306,Geschenk::N,бүләк,ajándék
307,Spiel::N,уйын,játék
308,Gesellschaft::N,йәмғиәт,társaság
309,Hilfe::N,ярҙам,segítség
310,Freund::N,дуҫ,barát
311,Kamerad::N,иптәш,társ
312,Angelegenheit::N,әш,ügy
313,Anzahl::N,һан,szám
314,Art::N,төр,faj
315,Art::N,төр,fajta
316,Stück::N,киҫәк,darab
317,Teil::N,өлөш,rész
318,Hälfte::N,ярты,fél
319,Kreis::N,түңәрәк,kör
320,Kreuz::N,тәре,kereszt
321,Linie::N,һыҙыҡ,vonal
322,Strich::N,һыҙат,vonás
323,Abstand::N,ара,köz
324,Entfernung::N,алыҫлыҡ,távolság
325,Gegend::N,урын,táj
326,Gegend::N,урын,vidék
327,Platz::N,арауыҡ,hely
328,Ort::N,ерҙәр,hely
329,Ort::N,урындар,hely
330,Ort::N,эш урыны,hely
331,Seite::N,яҡ,fél
332,Seite::N,яҡ,oldal
333,Mitte::N,урталыҡ,közép
334,Gegenstand::N,нәмә,tárgy
335,Sache::N,нәмә,dolog
336,Sache::N,әйбер,dolog
337,Rand::N,сит,szél
338,Rand::N,сит,perem
339,Rand::N,сит,szegély
340,Kante::N,ҡабырға,él
341,Kante::N,ян,él
342,Ecke::N,мөйөш,sarok
343,Ecke::N,мөйөш,szöglet
344,Spitze::N,ос,csúcs
345,Ende::N,аҙаҡ,vég
346,Loch::N,тишек,lyuk
347,Winkel::N,мөйөш,szög
348,Muster::N,биҙәк,minta
349,Größe::N,ҙурлыҡ,nagyság
350,Länge::N,оҙонлоҡ,hossz
351,Länge::N,оҙонлоҡ,hosszúság
352,Höhe::N,бейеклек,magasság
353,Gewicht::N,үлсәү,súly
354,Menge::N,һан,sokaság
355,Menge::N,һан,mennyiség
356,Haufen::N,өйөм,halom
357,Reihe::N,рәт,sor
358,Boot::N,кәмә,csónak
359,Ruder::N,ишкәк,evező
360,Schlitten::N,сана,szánkó
361,Ski::N,саңгы,sí
362,Lagerfeuer::N,костер,tábortűz
363,Last::N,ауырлыҡ,teher
364,Gang::N,барыу,járás
365,Schritt::N,аҙым,lépés
366,Norden::N,төньяҡ,észak
367,Süden::N,көньяҡ,dél
368,Westen::N,көнбайыш,nyugat
369,Osten::N,көнсығыш,kelet
370,Holz::N,үағас,fa
371,Brett::N,таҡта,deszka
372,Platte::N,плита,lap
373,Platte::N,плита,lemez
374,Stütze::N,терәк,támasz
375,Stütze::N,терәк,támaszték
376,Stange::N,кәртә,rúd
377,Stange::N,кәртә,pózna
378,Stock::N,таяҡ,pálca
379,Stab::N,ҡолға,bot
380,Rohr::N,торба,cső
381,Haus::N,өй,ház
382,Haus::N,йорт,ház
383,Heim::N,өй,otthon
384,Ofen::N,мейес,kályha
385,Fußboden::N,енес,padló
386,Tisch::N,өҫтәл,asztal
387,Stuhl::N,ултырғыс,szék
388,Wiege::N,бишек,bölcső
389,Bett::N,карауат,ágy
390,Regal::N,кәштә,polc
391,Regal::N,кәштә,állvány
392,Kiste::N,йәшинк,láda
393,Fenster::N,тәҙрә,ablak
394,Tür::N,ишек,ajtó
395,Tor::N,ҡапҡа,kapu
396,Zaun::N,ҡойма,kerítés
397,Dach::N,түбә,tető
398,Dach::N,ҡыйыҡ,tető
399,Leiter::N,баҫҡыс,létra
400,Besen::N,һепертке,seprű
401,Spaten::N,көрәк,ásó
402,Schaufel::N,көрәк,lapát
403,Gabel::N,сәнске,villa
404,Löffel::N,ҡалаҡ,kanál
405,Messer::N,бысаҡ,kés
406,Nagel::N,сөй,szeg
407,Netz::N,ау,háló
408,Haken::N,ыргаҡ,kampó
409,Griff::N,тотҡа,nyél
410,Griff::N,тотҡа,fogantyú
411,Schloss::N,йоҙаҡ,zár
412,Bild::N,картина,kép
413,Figur::N,һын,alak
414,Puppe::N,ҡурсаҡ,bábu
415,Beutel::N,тоҡ,zacskó
416,Bündel::N,төргәк,köteg
417,Tasche::N,сумка,táska
418,Eimer::N,биҙрә,vödör
419,Deckel::N,ҡапҡас,fedő
420,Deckel::N,ҡапҡас,fedél
421,Geschirr::N,һауыт-һаба,edény
422,Sack::N,тоҡ,zsák
423,Tasse::N,сынаяҡ,csésze
424,Topf::N,кәстрүл,fazék
425,Kessel::N,ҡаҙан,üst
426,Kessel::N,ҡаҙан,bogrács
427,Essen::N,ашау,evés
428,Essen::N,ашау,étkezés
429,Nahrung::N,аҙыҡ,ennivaló
430,Speise::N,аш,étel
431,Fleisch::N,ит,hús
432,Getreide::N,иген,gabona
433,Getreide::N,ашлыҡ,gabona
434,Brei::N,бутҡа,pép
435,Brei::N,бутҡа,kása
436,Brot::N,икмәк,kenyér
437,Scheibe::N,телем,szelet
438,Fett::N,май,háj
439,Fett::N,май,zsír
440,Butter::N,май,vaj
441,Öl::N,май буяуы,olaj
442,Salz::N,тоҙ,só
443,Suppe::N,һурпа,leves
444,Honig::N,бал,méz
445,Milch::N,һөт,tej
446,Tee::N,сәй,tea
447,Leder::N,күн,bőr
448,Wolle::N,йөн,gyapjú
449,Stoff::N,туҡыма,szövet
450,Nadel::N,энә,tű
451,Faden::N,еп,fonál
452,Knopf::N,төймә,gomb
453,Knoten::N,төйөн,csomó
454,Farbe::N,буяу,szín
455,Farbe::N,буяу,festék
456,Kleidung::N,кейем,ruha
457,Kleidung::N,кейем,ruházat
458,Hemd::N,күлдәк,ing
459,Kragen::N,яға,gallér
460,Ärmel::N,ең,ujj
461,Hose::N,салбар,gatya
462,Hose::N,салбар,nadrág
463,Gürtel::N,ҡайыш,öv
464,Mütze::N,бүрк,sapka
465,Schuh::N,туфли,cipő
466,Stiefel::N,итек,csizma
467,Ring::N,йөҙөк,gyűrű
468,Ring::N,балдаҡ,gyűrű
469,Band::N,таҫма,szalag
470,Kamm::N,тараҡ,fésű
471,Spiegel::N,көзгө,tükör
472,Riemen::N,ҡайыш,szíj
473,Schnur::N,бау,zsinór
474,Leine::N,бау,póráz
475,Decke::N,одеяд,takaró
476,Kissen::N,мендәр,párna
477,Tuch::N,яулыҡ,kendő
478,Handtuch::N,таҫтамал,törülköző
479,Kraft::N,көс,erő
480,Stärke::N,көс,erő
481,Stärke::N,көс,erősség
482,Gesundheit::N,һаулыҡ,egészség
483,Krankheit::N,сир,kór
484,Krankheit::N,сир,betegség
485,Krankheit::N,ауырыу,kór
486,Krankheit::N,ауырыу,betegség
487,Schmerz::N,һыҙлау,fájdalom
488,Schmerz::N,әрнеү,fájdalom
489,Wunde::N,йәрәхәт,seb
490,Fieber::N,тапма,láz
491,Fieber::N,биҙгәк,láz
492,Arznei::N,дарыу,orvosság
493,Arznei::N,дарыу,gyógyszer
494,Brücke::N,күпер,híd
495,Brunnen::N,ҡоҙоҡ,kút
496,Weide::N,көтөүлек,legelő
497,Pfad::N,һуҡмаҡ,ösvény
498,Weg::N,юл,út
499,Straße::N,урам,út
500,Dorf::N,ауыл,falu
501,Stadt::N,ҡала,város
502,Brief::N,хат,levél
503,Buch::N,китап,könyv
504,Buch::N,кенәгә,könyv
505,Buchstabe::N,хәреф,betű
506,Zeitung::N,гәзит,újság
507,Zeitung::N,гәзит,hírlap
508,Leben::N,йәшәү,élet
509,Tod::N,үлем,halál
510,Grab::N,ҡәбер,sír
511,Kirche::N,сиркәү,templom
512,Sünde::N,гөнаһ,bűn
513,Sünde::N,гөнаһ,vétek
514,Gott::N,алла,isten
515,Gott::N,хоҙай,isten
516,Arbeiter::N,эшсе,munkás
517,Chef::N,башлыҡ,főnök
518,Meister::N,оҫта,mester
519,Arzt::N,врач,orvos
520,Lehrer::N,уҡытыусы,tanár
521,Lehrer::N,уҡытыусы,tanító
522,Geld::N,аҡса,pénz
523,Geschäft::N,эш,üzlet
524,Laden::N,магазин,bolt
525,Preis::N,хаҡ,ár
526,Ware::N,тауар,áru
527,Nutzen::N,файҙа,haszon
528,Reichtum::N,байлыҡ,gazdagság
529,Welt::N,донъя,világ
530,Land::N,ил,ország
531,Staat::N,дәүләт,állam
532,König::N,король,király
533,Macht::N,власть,hatalom
534,Grenze::N,сик,határ
535,Krieg::N,һуғыш,háború
536,Feind::N,йылан,ellenség
537,Gewalt::N,көслөк,erőszak
538,Kampf::N,көрәш,harc
539,Bogen[Waffe]::N,йәйә,íj
540,Pfeil::N,уҡ,nyíl
541,Gewehr::N,мылтыҡ,puska
542,Gewehr::N,мылтыҡ,fegyver
543,Fehler::N,хата,hiba
544,Lüge::N,ялған,hazugság
545,Schaden::N,зыян,kár
546,Schaden::N,зарар,kár
547,Unglück::N,ҡаза,csapás
548,Unglück::N,ҡаза,balszerencse
549,Schuld::N,ғәйеп,bűn
550,Alter::N,йәш,kor
551,Schluss::N,һуң,vég
552,Schluss::N,һуң,befejezés
553,Schluss::N,аҙаҡ,vég
554,Schluss::N,аҙаҡ,befejezés
555,Zeit::N,мәл,idő
556,Zeit::N,заман,idő
557,Tag::N,көн,nap
558,Morgen::N,иртә,reggel
559,Morgen::N,иртәнсәк,reggel
560,Mittag::N,төш,dél
561,Abend::N,кис,este
562,Nacht::N,төн,éj
563,Nacht::N,төн,éjszaka
564,Woche::N,аҙна,hét
565,Monat::N,ай,hó
566,Monat::N,ай,hónap
567,Jahr::N,йыл,év
568,Frühling::N,яҙ,tavasz
569,Sommer::N,йәй,nyár
570,Herbst::N,көз,ősz
571,Winter::N,ҡыш,tél
572,Januar::N,ғинуар,január
573,Februar::N,февраль,február
574,März::N,март,március
575,April::N,апрель,április
576,Mai::N,май,május
577,Juni::N,июнь,június
578,Juli::N,июль,július
579,August::N,август,augusztus
580,September::N,сентябрь,szeptember
581,Oktober::N,октябрь,október
582,November::N,ноябрь,november
583,Dezember::N,декабрь,december
584,Montag::N,дүшәмбе,hétfő
585,Dienstag::N,шишәмбе,kedd
586,Mittwoch::N,шаршамбы,szerda
587,Donnerstag::N,кесаҙна,csütörtök
588,Freitag::N,йома,péntek
589,Samstag::N,шәмбе,szombat
590,Sonntag::N,йәкшәмбе,vasárnap
591,groß::A,ҙур,nagy
592,klein::A,бәләкәс,pici
593,klein::A,бәләкәс,kicsi
594,lang::A,оҙон,hosszú
595,kurz::A,ҡыҫҡа,rövid
596,breit::A,киң,széles
597,schmal::A,тар,keskeny
598,dicht::A,йыш,sűrű
599,dicht::A,ҡуйы,sűrű
600,dick[Gegenstand]::A,ҡалын,vastag
601,dünn::A,йоҡа,vékony
602,dünn::A,нәҙек,vékony
603,fein::A,нескә,vékony
604,fest::A,ныҡ,szilárd
605,flach::A,яҫы,sík
606,flach::A,яҫы,lapos
607,flach::A,ялпаҡ,sík
608,flach::A,ялпаҡ,lapos
609,glatt::A,шыма,sima
610,hart::A,ҡаты,kemény
611,weich::A,йомшаҡ,puha
612,rund::A,түңәрәк,kerek
613,spitz::A,осло түбәле,hegyes
614,scharf::A,үткер,éles
615,stumpf::A,утмәҫ,tompa
616,stumpf::A,утмәҫ,életlen
617,schwer::A,ауыр,nehéz
618,schwer::A,ауыр,súlyos
619,schön::A,матур,szép
620,heiß::A,эҫе,forró
621,warm::A,йылы,meleg
622,kalt::A,һыуыҡ,hideg
623,kühl::A,һалҡынса,hűs
624,kühl::A,һалҡынса,hűvös
625,frisch::A,һалҡынса,üde
626,frisch::A,һалҡынса,friss
627,feucht::A,еүеш,nedves
628,feucht::A,дымлы,nedves
629,nass::A,еүеш,vizes
630,trocken::A,кипкән,száraz
631,voll::A,тулы,telt
632,leer::A,буш,üres
633,offen::A,асыҡ,nyílt
634,offen::A,асыҡ,nyitott
635,geschlossen::A,ябыҡ,zárt
636,geschlossen::A,ябыҡ,csukott
637,sauber::A,таҙа,tiszta
638,schmutzig::A,бысраҡ,piszkos
639,schmutzig::A,бысраҡ,szennyes
640,roh::A,сей,nyers
641,reif::A,өлгөрғән,érett
642,lecker::A,тәмле,finom
643,süß::A,тямле,édes
644,süß::A,тәм-том,édes
645,bitter::A,әсе,keserű
646,sauer::A,әсе,savanyú
647,hell::A,яҡты,világos
648,dunkel::A,ҡараңғы,sötét
649,schwarz::A,ҡара,fekete
650,weiß::A,аҡ,fehér
651,rot::A,матур,vörös
652,rot::A,һылыу,vörös
653,rot::A,сибәр,vörös
654,gelb::A,һары,sárga
655,blau::A,күк,kék
656,grün::A,йәшел,zöld
657,grau::A,буҙ,ősz
658,grau::A,буҙ,szürke
659,bunt::A,сыбар,tarka
660,bunt::A,сыбар,színes
661,bunt::A,ала-ҡола,tarka
662,bunt::A,ала-ҡола,színes
663,billig::A,арзан,olcsó
664,teuer::A,ҡыйбатлы,drága
665,wertvoll::A,ҡиммәтле,értékes
666,blind::A,һуҡыр,vak
667,taub::A,һаңғырау,süket
668,kräftig::A,көслө,erős
669,kräftig::A,ҡеүәтле,erős
670,stark::A,көслө,erős
671,stark::A,ҡеүәтле,erős
672,schwach::A,көсһөҙ,gyenge
673,schwach::A,көсһөҙ,erőtlen
674,fett::A,һимеҙ,hájas
675,schlank::A,зифа,karcsú
676,hübsch::A,матур,csinos
677,böse::A,асыулы,rossz
678,böse::A,асыулы,gonosz
679,dumm::A,иҫәр,buta
680,dumm::A,иҫәр,ostoba
681,faul::A,иренсәк,lusta
682,fleißig::A,тырыш,szorgalmas
683,geizig::A,һаран,fukar
684,geizig::A,һаран,fösvény
685,klug::A,аҡыллы,okos
686,klug::A,аҡыллы,eszes
687,geschickt::A,оҫта,ügyes
688,lieb::A,яғымлы,drága
689,lieb::A,яғымлы,kedves
690,lustig::A,күңелле,víg
691,lustig::A,күңелле,vidám
692,sanft::A,йыуаш,enyhe
693,hungrig::A,ас,éhes
694,krank::A,сирле,beteg
695,krank::A,ауырыу,beteg
696,nackt::A,яланғас,csupasz
697,nackt::A,яланғас,meztelen
698,traurig::A,яманһыу,bús
699,traurig::A,яманһыу,szomorú
700,lebendig::A,тере,élő
701,lebendig::A,йәнле,élő
702,gut::A,яҡшы,jó
703,schlecht::A,хөрт,rossz
704,schlecht::A,алама,rossz
705,richtig::A,дөрөҫ,helyes
706,schlimm::A,хөрт,rossz
707,schlimm::A,алама,rossz
708,wahr::A,дөрөҫ,igaz
709,alt::A,иҫке,ó
710,alt::A,иҫке,régi
711,alt::A,боронғо,ó
712,alt::A,боронғо,régi
713,neu::A,яңы,új
714,ehemalig::A,элекке,volt
715,ehemalig::A,элекке,egykori
716,alt[Lebewesen]::A,ҡарт,öreg
717,jung::A,йәш,fiatal
718,arm::A,фәҡир,szegény
719,reich::A,бай,gazdag
720,bekannt::A,таныш,ismert
721,bekannt::A,таныш,ismeretes
722,berühmt::A,атаҡлы,híres
723,berühmt::A,данлыҡлы,híres
724,fremd::A,ят,idegen
725,fremd::A,сит,idegen
726,verschieden::A,төрлө,különböző
727,nah::A,яҡын,közeli
728,fern::A,алыҫ,távoli
729,fern::A,йыраҡ,távoli
730,linker::A,һул,bal
731,rechter::A,уң,jobb
732,anderer::A,бутән,más
733,anderer::A,бутән,másik
734,erster::A,тәүге,első
735,zweiter::A,икенсе,második
736,dritter::A,өсөнсө,harmadik
737,letzter::A,һуңғы,utolsó
738,allein::ADV,бер үҙе,egyedül
739,allein::ADV,яңғыҙ,egyedül
740,auf einmal::ADV,бер юлы,egyszerre
741,zusammen::ADV,бергә,együtt
742,zusammen::ADV,бергә,összesen
743,lange::ADV,оҙаҡ,sokáig
744,lange::ADV,оҙаҡ,hosszan
745,plötzlich::ADV,ҡапыл,hirtelen
746,plötzlich::ADV,ҡапыл,egyszerre
747,sofort::ADV,шунда уҡ,rögtön
748,sofort::ADV,шунда уҡ,tüstént
749,später::ADV,һуңыраҡ,későn
750,jetzt::ADV,хәҙер,most
751,heute::ADV,бөгөн,ma
752,morgen::ADV,иртәгә,holnap
753,bald::ADV,тиҙҙән,majd
754,bald::ADV,тиҙҙән,nemsokára
755,dann::ADV,һуңынан,akkor
756,gestern::ADV,кисә,tegnap
757,einst::ADV,ҡасандыр,hajdan
758,einst::ADV,бер баҡыт,hajdan
759,damals::ADV,ул саҡта,akkor
760,damals::ADV,ул саҡта,akkoriban
761,danach::ADV,һуңынан,azután
762,vorher::ADV,элек,előbb
763,zuerst::ADV,башта,először
764,einmal::ADV,бер,egyszer
765,manchmal::ADV,ҡайһы берҙә,néha
766,manchmal::ADV,ҡайһы берҙә,olykor
767,oft::ADV,йыш,sokszor
768,immer::ADV,һәр ҡасан,mindig
769,niemals::ADV,бер ҡасан да,sohasem
770,niemals::ADV,бер ваҡытта ла,sohasem
771,hier::ADV,бында,itt
772,hierhin::ADV,бында,erre
773,von hier::ADV,бынан,innen
774,von hier::ADV,ошонан,innen
775,dort::ADV,шунда,ott
776,dort::ADV,тегендә,ott
777,dorthin::ADV,шунда,oda
778,dorthin::ADV,тегеләй,oda
779,geradeaus::ADV,тура,egyenesen
