,Concept_ID,br,ru
238,Sprache::N,yezh,язык
239,Stimme::N,mouezh,голос
240,Wort::N,ger,слово
241,Zeichen::N,sin,знак
242,Ruf::N,galv,зов
243,Lärm::N,trouz,шум
244,Ton::N,ton,звучание
245,Lied::N,kanaouenn,песня
246,Ruhe::N,sioulded,покой
247,Leute::N,tud,люди
248,Volk::N,pobl,народ
249,Arbeit::N,labour,работа
250,Gast::N,kouviad,гость
251,Geschenk::N,prof,подарок
252,Spiel::N,c'hoari,игра
253,Gesellschaft::N,kompagnunezh,общество
254,Gesellschaft::N,kavandad,общество
255,Hilfe::N,sikour,помощь
256,Freund::N,mignon,друг
257,Kamerad::N,kamarad,приятель
258,Angelegenheit::N,afer,дело
259,Anzahl::N,niver,количество
260,Art::N,sort,вид
261,Stück::N,tamm,кусок
262,Teil::N,pezh,часть
263,Hälfte::N,hanterenn,половина
264,Kreis::N,kelc'h,круг
265,Kreuz::N,kroaz,крест
266,Linie::N,linenn,линия
267,Strich::N,tenn,черта
268,Abstand::N,distok,промежуток
269,Entfernung::N,keid,расстояние
270,Entfernung::N,kehid,расстояние
271,Gegend::N,korn-bro,местность
272,Platz::N,plasenn,пространство
273,Ort::N,lec'h,место
274,Seite::N,tu,сторона
275,Mitte::N,kreiz,середина
276,Gegenstand::N,tra,предмет
277,Sache::N,tra,вещь
278,Rand::N,kantenn,край
279,Kante::N,kantenn,ребро
280,Ecke::N,korn,угол
281,Spitze::N,begell,кончик
282,Ende::N,dibenn,конец
283,Loch::N,toull,дыра
284,Muster::N,tresadenn,узор
285,Größe::N,ment,размер
286,Länge::N,hirder,длина
287,Höhe::N,uhelder,высота
288,Gewicht::N,pouez,вес
289,Menge::N,bern,количество
290,Haufen::N,bern,куча
291,Reihe::N,steud,ряд
292,Boot::N,bag,лодка
293,Ruder::N,roeñv,весло
294,Schlitten::N,trainell,сани
295,Ski::N,ski,лыжа
296,Last::N,karg,тяжесть
297,Gang::N,kerzh,ход
298,Schritt::N,paz,шаг
299,Norden::N,norzh,север
300,Norden::N,hanternoz,север
301,Süden::N,su,юг
302,Süden::N,kreisteiz,юг
303,Westen::N,kuzh-heol,запад
304,Osten::N,reter,восток
305,Osten::N,sav-heol,восток
306,Holz::N,koad,древесина
307,Brett::N,plankenn,доска
308,Platte::N,plakenn,плита
309,Stütze::N,harp,подпорка
310,Stange::N,sparl,жердь
311,Stock::N,bazh,палка
312,Stab::N,bazh,шест
313,Rohr::N,tub,труба
314,Rohr::N,korz,труба
315,Haus::N,ti,дом
316,Heim::N,kêr,дом
317,Ofen::N,forn,печь
318,Fußboden::N,plañchod,пол
319,Tisch::N,taol,стол
320,Stuhl::N,kador,стул
321,Wiege::N,kavell,колыбель
322,Bett::N,gwele,постель
323,Regal::N,estajerenn,полка
324,Kiste::N,kased,ящик
325,Fenster::N,prenestr,окно
326,Tür::N,dor,дверь
327,Tor::N,portal,ворота
328,Zaun::N,sklotur,забор
329,Dach::N,toenn,крыша
330,Leiter::N,skeul,лестница
331,Besen::N,skubell,метла
332,Spaten::N,pal,лопата
333,Schaufel::N,pal,совок
334,Gabel::N,fourchetez,вилка
335,Löffel::N,loa,ложка
336,Messer::N,kontell,нож
337,Nagel::N,tach,гвоздь
338,Netz::N,roued,сеть
339,Haken::N,krog,крюк
340,Griff::N,kemer,ручка
341,Schloss::N,potenn,замок
342,Bild::N,skeudenn,картина
343,Figur::N,skeud,фигура
344,Figur::N,figur,фигура
345,Puppe::N,merc'hodenn,кукла
346,Beutel::N,sac'h,мешок
347,Bündel::N,feskenn,связка
348,Tasche::N,sac'h,сумка
349,Eimer::N,sailh,ведро
350,Deckel::N,pallenn,крышка
351,Geschirr::N,listriaj,посуда
352,Sack::N,sac'h,мешок
353,Tasse::N,tas,чашка
354,Topf::N,pod,кастрюля
355,Kessel::N,chaodouron,котел
356,Essen::N,pred,еда
357,Nahrung::N,boued,пища
358,Speise::N,meuz,блюдо
359,Speise::N,meuz,кушанье
360,Fleisch::N,kig,мясо
361,Getreide::N,ed,хлеб
362,Brei::N,yod,каша
363,Brot::N,bara,хлеб
364,Scheibe::N,tailhenn,ломоть
365,Fett::N,lard,жир
366,Butter::N,amann,масло
367,Öl::N,eoul,масло
368,Salz::N,holen,соль
369,Suppe::N,soubenn,суп
370,Honig::N,mel,мед
371,Milch::N,laezh,молоко
372,Tee::N,te,чай
373,Leder::N,lêr,кожа
374,Wolle::N,gloan,шерсть
375,Stoff::N,danvez,ткань
376,Nadel::N,nadoz,игла
377,Faden::N,neudenn,нитка
378,Knopf::N,bouton,пуговица
379,Knoten::N,skoulm,узел
380,Farbe::N,liv,краска
381,Kleidung::N,dilhad,одежда
382,Hemd::N,roc'hed,рубашка
383,Kragen::N,gouzoug,воротник
384,Ärmel::N,milgin,рукав
385,Hose::N,bragoù,брюки
386,Gürtel::N,gouriz,пояс
387,Mütze::N,boned,шапка
388,Schuh::N,botez,ботинок
389,Stiefel::N,botez,сапог
390,Ring::N,gwalenn,кольцо
391,Band::N,bagad,лента
392,Kamm::N,krib,расческа
393,Spiegel::N,melezour,зеркало
394,Riemen::N,lerenn,ремень
395,Schnur::N,kordenn,веревка
396,Leine::N,roll,поводок
397,Decke::N,golo,одеяло
398,Kissen::N,goubenner,подушка
399,Tuch::N,mezher,платок
400,Handtuch::N,toailhon,полотенце
401,Kraft::N,nerzh,сила
402,Stärke::N,nerzhder,крепость
403,Gesundheit::N,yec'hed,здоровье
404,Krankheit::N,klañved,болезнь
405,Schmerz::N,poan,боль
406,Schmerz::N,droug,боль
407,Wunde::N,gloazadenn,рана
408,Fieber::N,terzhienn,лихорадка
409,Fieber::N,terzhienn,температура
410,Arznei::N,louzoù,лекарство
411,Brücke::N,pont,мост
412,Brunnen::N,puñs,колодец
413,Weide::N,prad,пастбище
414,Pfad::N,gwenodenn,тропа
415,Weg::N,hent,путь
416,Weg::N,hent,дорога
417,Straße::N,ru,улица
418,Straße::N,ru,дорога
419,Straße::N,hent,улица
420,Straße::N,hent,дорога
421,Dorf::N,kêr,деревня
422,Dorf::N,kêriadenn,деревня
423,Stadt::N,kêr,город
424,Brief::N,lizher,письмо
425,Buch::N,levr,книга
426,Buchstabe::N,lizherenn,буква
427,Zeitung::N,kazetenn,газета
428,Leben::N,buhez,жизнь
429,Tod::N,marv,смерть
430,Grab::N,bez,могила
431,Kirche::N,iliz,церковь
432,Sünde::N,pec'hed,грех
433,Gott::N,doue,бог
434,Arbeiter::N,labourer,рабочий
435,Arbeiter::N,micherour,рабочий
436,Chef::N,penn,начальник
437,Meister::N,mestr,мастер
438,Arzt::N,mezeg,врач
439,Arzt::N,medisin,врач
440,Lehrer::N,skolaer,учитель
441,Lehrer::N,kelenner,учитель
442,Geld::N,arc'hant,деньги
443,Geschäft::N,stal,занятие
444,Laden::N,stal,магазин
445,Preis::N,priz,цена
446,Ware::N,marc'hadourezh,товар
447,Nutzen::N,gounidegezh,выгода
448,Nutzen::N,lañs,выгода
449,Nutzen::N,profit,выгода
450,Nutzen::N,spleit,выгода
451,Reichtum::N,pinvidigezh,богатство
452,Welt::N,douar,мир
453,Land::N,bro,страна
454,Staat::N,stad,государство
455,König::N,roue,король
456,Macht::N,galloud,власть
457,Grenze::N,harzoù,граница
458,Krieg::N,brezel,война
459,Feind::N,eneber,враг
460,Gewalt::N,tâerder,насилие
461,Kampf::N,kann,борьба
462,Bogen[Waffe]::N,gwareg,лук
463,Pfeil::N,saezh,стрела
464,Gewehr::N,fuzuilh,ружье
465,Fehler::N,fazi,ошибка
466,Lüge::N,gaou,ложь
467,Schaden::N,gwall,вред
468,Unglück::N,gwalleur,беда
469,Schuld::N,kablusted,вина
470,Schuld::N,pec'hedigezh,вина
471,Alter::N,oad,возраст
472,Schluss::N,diwezh,окончание
473,Zeit::N,amzer,время
474,Tag::N,deizh,день
475,Morgen::N,beure,утро
476,Morgen::N,mintin,утро
477,Mittag::N,kreisteiz,полдень
478,Abend::N,abardaez,вечер
479,Nacht::N,noz,ночь
480,Woche::N,sizhun,неделя
481,Monat::N,miz,месяц
482,Jahr::N,bloaz,год
483,Frühling::N,nevezamzer,весна
484,Sommer::N,hañv,лето
485,Herbst::N,diskaramzer,осень
486,Winter::N,goañv,зима
487,Januar::N,Genver,январь
488,Februar::N,C'hwevrer,февраль
489,März::N,Meurzh,март
490,April::N,Ebrel,апрель
491,Mai::N,Mae,май
492,Juni::N,Mezheven,июнь
493,Juli::N,Gouhere,июль
494,August::N,Eost,август
495,September::N,Gwengolo,сентябрь
496,Oktober::N,Here,октябрь
497,November::N,Du,ноябрь
498,Dezember::N,Kerzu,декабрь
499,Montag::N,Lun,понедельник
500,Dienstag::N,Meurzh,вторник
501,Mittwoch::N,Merc'her,среда
502,Donnerstag::N,Yaou,четверг
503,Freitag::N,Gwener,пятница
504,Samstag::N,Sadorn,суббота
505,Sonntag::N,Sul,воскресенье
506,groß::A,bras,большой
507,klein::A,bihan,маленький
508,lang::A,hir,длинный
509,kurz::A,berr,короткий
510,breit::A,ledan,широкий
511,schmal::A,strizh,узкий
512,dicht::A,stank,густой
513,dick[Gegenstand]::A,tev,толстый
514,dünn::A,moan,тонкий
515,fein::A,munut,тонкий
516,fest::A,start,крепкий
517,flach::A,plaen,плоский
518,glatt::A,lintr,гладкий
519,glatt::A,levn,гладкий
520,hart::A,kalet,твердый
521,weich::A,blot,мягкий
522,rund::A,ront,круглый
523,spitz::A,poentet,остроконечный
524,scharf::A,dremm,острый
525,stumpf::A,talsoc'h,тупой
526,schwer::A,pounner,тяжелый
527,schön::A,kaer,красивый
528,heiß::A,tomm,жаркий
529,warm::A,tomm,теплый
530,kalt::A,yen,холодный
531,kühl::A,yen,прохладный
532,frisch::A,fresk,свежий
533,feucht::A,gleb,влажный
534,nass::A,gleb,мокрый
535,trocken::A,sec'h,сухой
536,voll::A,leun,полный
537,voll::A,leun,наполненный
538,leer::A,goullo,пустой
539,offen::A,digor,открытый
540,geschlossen::A,serr,закрытый
541,sauber::A,naet,чистый
542,schmutzig::A,lous,грязный
543,roh::A,kriz,сырой
544,reif::A,darev,зрелый
545,lecker::A,lipous,вкусный
546,lecker::A,saourus,вкусный
547,süß::A,dous,сладкий
548,bitter::A,c'hwerv,горький
549,sauer::A,trenk,кислый
550,hell::A,sklaer,светлый
551,dunkel::A,teñval,темный
552,schwarz::A,du,черный
553,weiß::A,gwenn,белый
554,rot::A,ruz,красный
555,gelb::A,melen,желтый
556,blau::A,glas,синий
557,grün::A,gwer,зеленый
558,grau::A,louet,серый
559,bunt::A,liesliv,пестрый
560,billig::A,marc'had-mat,дешевый
561,teuer::A,ker,дорогой
562,wertvoll::A,prizius,ценный
563,blind::A,dall,слепой
564,taub::A,bouzar,глухой
565,kräftig::A,start,могучий
566,stark::A,kreñv,сильный
567,schwach::A,gwan,слабый
568,fett::A,lard,жирный
569,schlank::A,sinkl,стройный
570,hübsch::A,koant,прелестный
571,böse::A,gwall,злой
572,dumm::A,glep,глупый
573,faul::A,lezirek,ленивый
574,fleißig::A,studius,прилежный
575,geizig::A,tost,жадный
576,klug::A,speredek,умный
577,geschickt::A,dornet,искусный
578,lieb::A,koant,милый
579,lustig::A,laouen,веселый
580,sanft::A,flour,нежный
581,hungrig::A,marnaon,голодный
582,krank::A,klañv,больной
583,nackt::A,noazh,голый
584,traurig::A,trist,грустный
585,lebendig::A,bev,живой
586,gut::A,mad,хороший
587,schlecht::A,fall,плохой
588,schlecht::A,gwall,плохой
589,richtig::A,reizh,правильный
590,schlimm::A,gwall,отвратительный
591,schlimm::A,gwall,мерзкий
592,wahr::A,gwir,настоящий
593,alt::A,kozh,старый
594,neu::A,nevez,новый
595,ehemalig::A,kozh,бывший
596,alt[Lebewesen]::A,kozh,пожилой
597,jung::A,yaouank,молодой
598,arm::A,paour,бедный
599,reich::A,pinvidik,богатый
600,bekannt::A,anavezet,знакомый
601,berühmt::A,brudet,знаменитый
602,fremd::A,dizanav,чужой
603,verschieden::A,disheñel,разный
604,nah::A,nes,близкий
605,fern::A,diabell,далекий
606,linker::A,kleiz,левый
607,rechter::A,dehoù,правый
608,anderer::A,all,другой
609,erster::A,kentañ,первый
610,zweiter::A,eil,второй
611,dritter::A,trede,третий
612,letzter::A,diwezhañ,последний
613,allein::ADV,e-unan,один
614,auf einmal::ADV,ar un dro,сразу
615,zusammen::ADV,asambles,вместе
616,lange::ADV,pell,долго
617,plötzlich::ADV,en un taol,вдруг
618,sofort::ADV,diouzhtu,тотчас
619,später::ADV,diwezhatoc'h,позже
620,jetzt::ADV,bremañ,сейчас
621,heute::ADV,hiziv,сегодня
622,morgen::ADV,arc'hoazh,завтра
623,bald::ADV,hepdale,скоро
624,dann::ADV,a-c'houde,потом
625,gestern::ADV,dec'h,вчера
626,einst::ADV,gwechall,однажды
627,damals::ADV,neuze,тогда
628,danach::ADV,goude,затем
629,vorher::ADV,diagent,раньше
630,zuerst::ADV,da gentañ,сперва
631,einmal::ADV,ur wech,раз
632,manchmal::ADV,a-wechoù,иногда
633,oft::ADV,alies,часто
634,immer::ADV,atav,всегда
635,immer::ADV,bepred,всегда
636,niemals::ADV,gwech ebet,никогда
637,hier::ADV,amañ,здесь
638,hierhin::ADV,dre amañ,сюда
639,von hier::ADV,alemañ,отсюда
640,dort::ADV,aze,там
641,dort::ADV,ahont,там
642,dorthin::ADV,di,туда
643,dorthin::ADV,aze,туда
644,dorthin::ADV,ahont,туда
645,geradeaus::ADV,war-eeun,прямо
646,vorwärts::ADV,war-raok,вперед
647,rückwärts::ADV,war-lerc'h,назад
648,zurück::ADV,war-dreñv,обратно
649,unten::ADV,en traoñ,внизу
650,hinab::ADV,a-izel,вниз
651,oben::ADV,en nec'h,наверху
652,hinauf::ADV,e-krec'h,вверх
653,überall::ADV,dre-holl,везде
654,nicht::ADV,ne ... ket,не
655,ein wenig::ADV,un tammig,немного
656,kaum::ADV,a-boan,едва
657,sehr::ADV,-tre,очень
658,sehr::ADV,-kenañ,очень
659,so::ADV,evel-se,так
660,noch::ADV,c'hoazh,еще
661,nur::ADV,hepken,только
662,schon::ADV,dija,уже
663,wieder::ADV,adarre,опять
664,vor::PRP,dirak,перед
665,hinter::PRP,a-drek,за
666,hinter::PRP,a-drek,позади
667,hinter::PRP,a-dreñv,за
668,hinter::PRP,a-dreñv,позади
669,unter::PRP,dindan,под
670,durch::PRP,dre,сквозь
671,neben::PRP,e-kichen,возле
672,zwischen::PRP,etre,между
673,wegen::PRP,abalamour da,из-за
674,dies::PRN,hemañ,это
675,das::PRN,se,то
676,das::PRN,hennezh,то
677,alles::PRN,pep tra,все
678,ich::PRN,me,я
679,du::PRN,te,ты
680,er::PRN,eñ,он
681,wir::PRN,ni,мы
682,ihr::PRN,c'hwi,вы
683,sie::PRN,int,они
684,was::FPRN,petra,что
685,wer::FPRN,piv,кто
686,wo::FADV,pelec'h,где
687,wohin::FADV,da belec'h,куда
688,wie::FADV,penaos,как
689,warum::FADV,perak,почему
690,wieviel::FNUM,pet,сколько
691,eins::NUM,unan,один
692,zwei::NUM,daou,два
693,drei::NUM,tri,три
694,vier::NUM,pevar,четыре
695,fünf::NUM,pemp,пять
696,sechs::NUM,c'hwec'h,шесть
697,sieben::NUM,seizh,семь
698,acht::NUM,eizh,восемь
699,neun::NUM,nav,девять
700,zehn::NUM,dek,десять
701,elf::NUM,unnek,одиннадцать
702,zwölf::NUM,daouzek,двенадцать
703,zwanzig::NUM,ugent,двадцать
704,dreißig::NUM,tregont,тридцать
705,vierzig::NUM,daou-ugent,сорок
706,fünfzig::NUM,hanter-kant,пятьдесят
707,sechzig::NUM,tri-ugent,шестьдесят
708,siebzig::NUM,dek ha tri-ugent,семьдесят
709,achtzig::NUM,pevar-ugent,восемьдесят
710,neunzig::NUM,dek ha pevar-ugent,девяносто
711,hundert::NUM,kant,сто
712,tausend::NUM,mil,тысяча
713,und::CNJ,ha,и
714,oder::CNJ,pe,или
715,oder::CNJ,pe,либо
716,stehen::V,bezañ a-sav,стоять
717,sitzen::V,azezañ,сидеть
718,sitzen::V,bezañ en e goazez,сидеть
719,liegen::V,bezañ en e c'hourvez,лежать
720,hängen::V,krougañ,висеть
721,werden::V,dazonet,стать
722,passieren::V,c'hoarvezout,случиться
723,beginnen::V,stagañ,начаться
724,enden::V,achuiñ,кончиться
725,wechseln::V,cheñch,меняться
726,aufgehen[Sonne]::V,dirouzañ,взойти
727,scheinen[Sonne]::V,lugernañ,светить
728,donnern::V,taranal,греметь
729,wehen::V,c'hwezhañ,дуть
730,strömen::V,deredek,литься
731,fließen::V,redek,течь
732,sich drehen::V,troiñ,вращаться
733,schwanken::V,trantellat,колебаться
734,schwingen::V,froumal,качаться
735,fallen::V,kouezhañ,падать
736,brennen::V,deviñ,гореть
737,rauchen::V,divogedañ,дымить
738,regnen::V,glavañ,дождить
739,gefrieren::V,reviñ,замерзнуть
740,tauen::V,diskornañ,таять
741,schmelzen::V,teuziñ,плавиться
742,trocknen::V,sec'hañ,сохнуть
743,sieden::V,berviñ,кипеть
744,faulen::V,breinañ,гнить
745,verfaulen::V,breinañ,сгнить
746,reißen::V,darnaouiñ,рваться
747,versinken::V,sodellañ,тонуть
748,vergehen::V,tremen,проходить
749,erscheinen::V,donet war-wel,появиться
750,verschwinden::V,monet diwar wel,исчезнуть
751,sinken::V,en em izelat,спадать
752,abnehmen::V,nebeutaat,уменьшиться
753,zunehmen::V,kreskiñ,увеличиваться
754,steigen::V,sevel,подниматься
755,wachsen::V,kreskiñ,расти
756,glänzen::V,lugernañ,блестеть
757,funkeln::V,elieniñ,сверкать
758,lärmen::V,rabotat,шуметь
759,klirren::V,diridignat,звякать
760,klirren::V,sterlinkañ,звякать
761,brausen::V,gwegal,бушевать
762,rauschen::V,trouzal,шелестеть
763,klingen::V,seniñ,звучать
764,bellen::V,harzhal,лаять
765,heulen::V,yudal,выть
766,blasen::V,c'hwezhañ,дунуть
767,pfeifen::V,c'hwitellat,свистеть
768,schreien::V,huchal,кричать
769,stöhnen::V,hirvoudiñ,стонать
770,zittern::V,krenañ,дрожать
771,leben::V,bevañ,жить
772,geboren werden::V,genel,родиться
773,atmen::V,tennañ e anal,дышать
774,trinken::V,evañ,пить
775,essen::V,debriñ,есть
776,essen::V,debriñ,кушать
777,schlucken::V,lonkañ,глотать
778,müde werden::V,skuizhañ,устать
779,einschlafen::V,menel kousket,заснуть
780,schlafen::V,kousket,спать
781,aufwachen::V,dihuniñ,проснуться
782,aufstehen::V,sevel,встать
783,sich erholen::V,diskuizhañ,отдыхать
784,krank werden::V,klañviñ,заболеть
785,krank sein::V,bezañ klañv,болеть
786,schmerzen::V,skourjezañ,болеть
787,husten::V,pasaat,кашлять
788,husten::V,peudal,кашлять
789,genesen::V,pareañ,поправиться
790,sterben::V,mervel,умереть
791,umkommen::V,perisañ,погибнуть
792,sich bewegen::V,bouljal,двигаться
793,sich rühren::V,fiñval,шевельнуться
794,sich erheben::V,sevel,встать
795,sich setzen::V,azezañ,сесть
796,sich setzen::V,mont en e goazez,сесть
797,hinfallen::V,kouezhañ,упасть
798,laufen::V,redek,ходить
799,schreiten::V,kerzhet,шагать
800,spazierengehen::V,pourmen,гулять
801,eilen::V,hastañ,спешить
802,sich beeilen::V,hastañ,торопиться
803,sausen::V,karzhañ,мчаться
804,rennen::V,redek,бегать
805,springen::V,lammat,прыгать
806,klettern::V,krimpat,лазать
807,schaukeln::V,brañsellat,раскачиваться
808,kriechen::V,skrampañ,ползать
809,schwimmen::V,neuial,плавать
810,tauchen::V,splujañ,нырять
811,rudern::V,roeñvat,грести
812,fahren::V,kas,ехать
813,fahren::V,bleniañ,ехать
814,fliegen::V,nijal,летать
815,gehen::V,mont,идти
816,weggehen::V,mont kuit,уйти
817,abfahren::V,mont kuit,отправиться
818,anhalten::V,chom a-sav,остановиться
